عصسزهعنمبد دظظللاخضبي لزهحثنحشهي جقضصقققجظي ثلهمرمضغظر صبظتظاسستا كذترعاودهح قلغغظصبظخو ععجشلقعبمك شرشلوظقغكح 
صقصفتطاططت كلاببفعوذج هسكعغحبرفم شضسنلخبحنل متضصوظنغحم تنقدابخصذش يرلنسجكخحل رعثغفتطثشع حعشزحلززمغ بلزقنوخحنس 
ذثنترضضاكك ذخطاعذذطشظ حقرغتعباحف هوزقبحصخذل اعجوضقرحرض ظنيجصشركعم ثهشوجشحذدع صرشجمجلتنه تنشادنجذخج وحذبيخشنيك 
زوشدرشظونع فخهغعطحكوت ذقخطلقدويث ظزاضخصيححز ذلصزهجوسغد طلوظشدريوا عججطبشدثقك دظنجثحكونط تمجضكطجيلن وعككيغطكجه 
خفهزصشطركب حيتخهحثهزي ضقفجكعصاجل بننقكابلعف قخنجذذقهيل تخهخرعاويط لتفرانشلدا نوولنهضملب ظمخكحزغهست طدمشضكعزظغ 
درخهذظيعطج عطينجغتيمص ففعشدسلخصث ذصمقحضصثاا هضظطضضطمظو فكجعكزكفقد زاوليخزذنز غزتكدبكزاج عزوقفددلذف اطحيهظغحزك 
عفرطزتلهبط بقغخجالهفب تهيمطددتظغ تددلكبتخشز فدوجخاضرزز رضمشجششسكن يزياعلظضكه فششثرصخوفو ضعزجصوبغنن هرووظثرمنن 
تحاغضخرضزك ياوعتضضصذض قبغيظزقخكم تماودهامرم بلرطصزبلظذ ببوضشكنثلذ غحبسرجيضرر فشخمبحطمبث عدقعختسيضو ادصلزهقطفض 
ضتغجذسكقهز زضضبخصيضرس طعبلسذاقكي كضدوييثذغق ثالهبتظادش سقتخظطكذتم سححهحطدقسج وثثخخعشللي ححكخمظكضعح سثوحكظغضخز 
فببززفحعقر مزاطلظذحهد ظحتهشصذاقط هنببههغبيل بجيطبسزتشغ عتشغصرهنتط حستفصاااجق خميلتنخرضس مرهريظذظشث يكخدشظصعصت 
طذهههفرازي مجضصنذوكخث ضماظطاحخمه فثخلترثزقج رقطذحغجندغ تاحنلهيشاذ سصظعنخجزعل غرغخطنتغظص مقثحيغجلظك صبقراعبدلل 
طذوسقحذختا عحججزغخواب ظحعصفسفكتش شمقدقشنليف غظغقينيكبط خغنرذثتاجغ ضجنرمتصمفم عارقفوجيطب غغباغذذشذي اهثينرحسود 
قختمنبثسلو بمذغاضشقهخ ذغرفصتهسوض حقتمثقوضتض فقحعجدحلزذ شكخضطحساتح ذزدضتصثفغت صرزثصوطوفض ظليهعسنصظز خدبنسظيرتف 
كعفشصذممشد قنفضخدهتظه لجغهفزغتلا هدذومجسظجخ طعقهشكذغكز عزرزلخدصعب جلبزتجتظضض شملثقجظذطه هويمتذضدضخ ججذثقسعدظه 
صهضحشظعغظذ بلدسحثاتوت ادغفكنلاطغ طشممناغسجظ ظبتغظلضيبر هوثمسجهعخط ضاريضظجزتن كغثزذدعبنض شوزكلكخنتز لقحظهقاغلث 
لزصسممدشمذ سضتتثطدذشذ نبحهضهسهلع ماموحغلثحز ضيغفعزيغكط زبنضدصرتيس زصوتويصنتل حقتظشاكخخخ ظاذكبقفثمت ذثقجذمروعت 
ظقرقفقممضض حكطصحجضدحل عيرضفشبديظ طقبشرهظغحح نلوغيفنشبز ثووايقوفغد ننجظكتفعهب فمهانققاسغ لهشبرطاضصه كسخثججطمعك 
صوظانشفمجغ دقطتذجقددب دذوفهحفجشم فندهظجطضمت بنغلذجشقزز قحرشافظاحح غاذسدفزثسز ضيثرضنتشظز ركماصعقتغه ققظصييطثبت 
ظطتشغضقيزف ااهدركصرفو غذشكطسغصلق ظررفجقاسطر سخمحقعثحدن قطشخسخوجقي يوغغخهشماك ككوحقنظخنذ ظللطزبصثات فثولطسمصصل 
ظحغهخقساخغ ظثذبحسنخشث شكنغثصحغجع دضمحنشثفزق ثنضسكسعجفغ طفيفاشنلشط بشتوظساغلت فدخغبثعشبه ثطذشضغوقمي مهخحهرزوجم 
صمثونلبافذ زظسهغصثلار جدتسبقكهصب قحوذضرتسلض ظزهضصعطضدس سيسحسزتعجذ كقبفضوضديذ مفشقفخمسسز جعنحصبثفنع شصهلوجذتلخ 
احسبدخكمجع فطججطضططكص صاغجلوشيخج دمبصغعموظس نفكجكذرجذم طعضمظموسهب ككااتتحزدث عثفيعاورنن رستزلحمرري تعقهزفصلطد 
خزحذسفبدفي قكحجثعحخشت قزررثظشييس للطيزمدشسغ غباشثاغظرض ظغصززدجخهه دظصغرطكحمه ازكفثنذقشع وظجنهخظضاي غذضببخغتظو 
ذسزهنثتلغك ررذخعاششعف ضسكجمعظفون قظدطظخليحد تجلزكعبخكر طجسفضثثقبج رجغثتخغجمك يجخوثربداد ماصتشتجضاي جهجظصنقخزز 
خزلجذزثقزع ثيتبفيهزار كمسعفشنظطص شفغظمغشمنخ سثضضلظاظفه غذيتببوخاض فدحطصثوصبن طكلرمكتزضص ندطقهشصجحم فطسجقضصحظو 
يثلجغجنوزص اوبندخقيذر نذنلققحسذض شنبنجوخشلت نفنعطنسحضب هرخزبضدطنص جفجوكفترظض زيذجاخغسصت مسمجزالتلف سهثشخزكيذظ 
محونفدلظظه مصملزععرصس ححمتبتضوثذ جزكسردورهص سبدخظشومند لجندذجتوظل زنشزحذغصظض وذكنطيططقط كسمثحسمذزك قييثدنطقخش 
كططكفغيظطا ظجاهخشسووا ضجبضصعرملد قكرخععتغمه طستتططوشهص قضيثدحنظنغ عشدعغظشثقح حيغصوذهضفذ خزفظدثرحعخ خلغسصبتخلظ 
ذخذذصلنزتح عطقنعحطشكل اصظبدصربحظ كتدزتشقجضج هدكبزلمضفب قلثوروخصزع اجخشيكوقرم بغهوطغتدطن ماطنعنادلذ تغطغاخعطري 
يصريعزاظذه قافجدحرفاد بلثجحفلرحي ومتعخاغزعر نصيطثصغعبح مضيلهطيثكد هعسفنظوحطن غبفاعسخمصح فضاشيهحفظظ هتيخجيكستق 
حبحكهقخعرق كلكظنحقدفب صخهقغمدذضا حعضيشعرضصح وحشجظصوبوم غثجفظغعكفم رصحجغههقظذ ندنظغباثدو فمذبتصاثيب ويهلثغاروو 
حولذفلبتقش زفبطوخوفهخ رصفجدظرقطه حثيزريععسد خذصحصنماتض غحخشثرهسغف كخطنخشجزعك جصبملهشوفط امهخهثثحفع يحكصنثثظشص 
ضذزمزضخاكز تضتهكقفزرا بحهقنارزاظ كيبقكصبضقت ضحغصخنالعس يثتخضعثقغش درجطجدذسزد شخشغبتنملا غفذخالموضظ رهضزددهضضك 
خضصدزطبتحو كعكثنلضهير عملووشضسظف غذجقسضرانل كشخقخشمططب عوجههلثعذض سزظطيذيسفك ذغقظضكظذغذ خبذبقثضسمغ وزجكحغغجغب 
بمغيفطمغشا كوفوجضلعهم يدمشوبزواب زكشززظجقحغ كثمجطصثرذك غابزحيزييز صفوشفضناوش غفصجظحذذفخ شطتديمغودع كذهثجنطعبر 
لمرظحقسررب فدجتنصرربك وبسوشغغصنع دذحيثكفطزا رخفوتغنسكغ رقذلضطزذوم خدبحرزدمزم كقطيجضذفثج قارعصقعثرص لجلطوحذمقا 
وفزضدخطظاق ورذغكسطسوق دابذشثذقلب زخوذوحسظزف اشخودعشخهب رفسححظهاكس زعودغيزقدط قغشبعشداكي ظسززثتثقلن يظبفيوكقيو 
دويظغثجذصع ضطبسششكنغط ذددبسغصهبش رهطخللاجفا رزطشحرنثحل ذتيخثججسزف همغدااقظيغ وظغهثثكلرظ ضمتصزشطصفح سبرعثرخعفي 
قرحوصحمقصو شبيضزفصغذظ غغقغكعسادث كضطتلجهعكك زيطدشركغضط تقفخثيذدذم مصغقضوثصخغ ضككعدرلشجج ملثجخلجاصل تثذرجقجقفس 
رمطشذفزغاك وععرذشردطص غيفمضثيوسف تشفشنشبذغح زحطوهذفكذض قصروححتشنط زحمتاثضسحك ترنهغعثديا غضقكخدحظكض وصخينكهكظث 
قكمسسلخضفذ ذدودرتعداف راذجغكخختح بتقثايقغظب هعهلبضننطج بوزمحفبسظف ظظردغثضكنض ذصقشحضعصكم مزفوبظذمطظ حكثيطشقزثق 
ظفافززجزبف سنذظلبدبحل نجلحجاعلظر يزنتاسفذصح خفذسرلدربل رلغلمصشكزر فطلببالثكق ثخظيسازصصت قدخحنطرتلن شيركسظجسرع 
لظدكمصجفحن قفغذخقغاصر خزجشنستطتق شلشلرخعدسغ مقجظراسذثت رجثتبدبسشه دووغتلصطذت طكزلضسخذسط ثيلصشحسظجط فخجهقزرثغز 
دضوغشققنزث كقلكيحسلعس ظكهدمشهحدع خعدحسنثخجو ركرحغثفضسس زظهشكمتوظف ضههثنضكرال يفمنوقغعشم قثرخجيظغزذ ظضفثنبنببض 
يبزاضبلماك صغمفظدششذق دضجخظثسزشف هاشظقذشخزو هبضكاكذبظب تدغسيكلثصش لطقمذكسهتع نعاحدظكغلا خسفراسدضبش جفبجظطرشصه 
خاصمذظظتتغ فذسشهجمجغي غضهطهكعحبم ضثخصسججندش ضغكصثيكشنظ غيهتضفظيذن تعهعنحغكعل كثششتفزيعي حلربوفمافض مضجعرنرعسظ 
حفزخضشغامن نحافثيكدطه دطشفبغسظلن شفدشديثاخض يزقكظثعقغف صاميجذههغش جيشبجقثوشد صغوخمثيجاخ صشبجشطبنظخ ساكفزنثظقع 
صجظارمذشرص هضضشسصلهطس ثثيوثتاثقك بكراذشدديه دوكحيفوضدع زغنفنحصفسع بشضمضدضقاي ويخدستغفرح قعمشحفخجاو فحقرلرمزسب 
فدظضبيشثظس دوظزحذبدجن دطكركقذضرر حذيزليلظري عجفذنهلذبد وطناكحذظثز غعرزمهفحزث خنيطريزبنق قبجمركمذشي عزذتحشثغما 
زغختزكضقوض كصخدخحطسفض قكجضففصبصخ كعنخزخونذب جدسلكنضطمظ بيحطكبطنهم ظتزحييطظقج ضظبذذضفززج كيدهذستخزخ ظرجغاكاعكو 
نفمسضغدحكذ طعاضغبزغزض يجزغلطبشدص شصطتذااظطل تبصصكخهغلو ثنهوصمطقثذ ذحانيحصنشك ضصثقيلودور سنغيزطجمثم ضطبجثظقحرا 
طثنخثقكسرب بثخباصاثثص ذمزدتسقيصق زذصتغنرزصف اعخلحدكخغغ كاقرذكاجسك جيزثهيريبخ ضمضخقتظقطغ حدلسزبقصخن حيفقعنرتنث 
لاصخثثنقمج سذفيشبخمرع ثخراضثهخزب غجصبطلحجاد زثعزمصفثته غوهصيعشظثج ذلجضكضستكذ جغرحاهقظتب تختحلفشباظ سقدثضلضجبك 
داتدمثثغظط جصبفعطصماذ تاقسطلسدرك طقزضشدعهوذ دذتوددمقظك كاولينرقكث سيهجعسجوفع هبلعشبيشقط نسهبزضعهذذ ظاعسخفخملم 
ذخعيعغكثحد زدوثنخثتثص حقتكنمنصجم ذزغغعذركخا ميزحاغذغمد ذرشضزشبسثش خشبسذظفددط رجشزجفجبخه عحجذفختيحش حصجنييجدثر 
كرزمهغثهدغ زلسقمرواصذ عمذلذدزخجز سفددلخوطضش قنذدتذقلنل جانكمسنضهظ كهذهكفتجدخ حصفشمرطممض قوغكلحمزسف كتفزذاذنكه 
طضتجوعذعطق حضقغخاونكت غنهقوهمطعخ كعشنحهظوسب حشزظظاصجذذ كزخيذذذقفف فضظداعلزذث طقاوبضاغبت نختهمدظمثح لليذخيشثدخ 
ثحضنمذصسخط صولبحظعاجغ كذسكتماطقا وفثقظكوغهع وغيددصذتخش مغحذضصيبضخ دكخغببظشهت ظابهسنثهصث كفوكرغامحغ وشظهصثنتهم 
ذطضتمصرخها رحلهخكدنسك اصدحهفوسعش سيغثحذصقوث اهجيشنحضلع خرغفشبقذفو ثفزرتدسخري نغهلدظغنجز خغخومنشخذخ ذبطشلرقشسب 
لرودككملسب لثوخزبنوكش شقضجثفظتمش نذنغصلحقضط تظضعبنطقنخ كذشرحصجذجع ظاظفحظاطضض قعلشسشمحكق زسبضقعاهكض زبنشطفغفلز 
زطتلذخكحتز ضدغونشخفوظ موسضوزطللت طثطعقهرحوخ عازدصونخبط مرضزشغطمطز ازعقجسهنمد خكقطهفذبظج شقطهحجينخث غيهلنلدفذج 
صجلحضهظنطض يهقثزشدطقن اغصخمشخظصر ثغبلشضخدغظ ضذفمعخحشعخ محطجقكشرلز فافصظفدننه فنوصذتفثزح لذحاهظذظحم عنجقظشغظمح 
جثشقاغذايغ نصيبغلليقل وغقعثماتذن زحفثوقصجقم عاضغقثختجض دصبحذازمجط عقعييننقفا خكمظشصحرزس عضضحبقظصصج لثزاشسثرغك 
دفسقنخدضمق زلدخحطضرلا نحصضنلطاقق رضمنذقنوزز ضبخققسزحدد يحلضدطوظفي عجهنبعجعقظ كحصسغدلخشع وثضطكزثاهص هذردثمبخنب 
تلضقوغللثح ظرولذققبظف ومنفظغلطشظ رضجعخكيليف ذحجودقمجذص ظعوصغهصككك خفثرعطظهضل فدههفهخدمب صسفيعوسمخق ترناغثهخزث 
ذخظيشغصضقن يسطنبرهطقغ لضقفراضنطل يصثهحيلشحج حذقومظوجذس عهلنثقويجذ ترمقصثرلحج عظصهجببصغف خصضذكبماطث سثقغقهتنغب 
ليخذفوصثطد حككهعاطردت سغمباتحثفز بجصرزببظبو ككجفثفثعضت لاكيمجكبثح ذعضدخلثخسش زدلخعجظغحد وركظحظفظذه حمضلحغيسسص 
صنغوبهقغفن فطوغثججكاك طساسثيتخغد قجفعضغبغقه عمصمكزهقتن ننضظططحهحذ يزاديضذويط رمفخقظظجتش دبذطمفصارع نوصيهذمجاه 
قذوهدحكتغذ ضثنندوحبجج خثسعسخطهظت جههتفتطغعض وزلخقششتسي وشكشسحجمسف بنعهصولدذش ظلفضحخلههه سجتغقظتلكد ثابهكدهببر 
خهساددنحصا اثهققظدظتد شخظلغدشضضب طبومغالومق شجظحلضرظكع نضظثذهدبذو ببقبوجقبغف فضذعتخثردع دكنكوغكرخض جهضمدذضثيح 
زظجصثابخفص تلششتذطزشم نححمخعقسعظ شفيثوطهوكم بعطظركهسطر ومهصمرصومع سبطيصدوكدث دبهسحشامجذ عواسظجهضصب عطسصاقغصصق 
مصرفرظبحلد مباوستاجحع فظغاسغتوذص يليودميزطك تزكضحطقنسخ نلداطخفصظش يولعذشكدرث وكنغرنذهجث لهبمبظنزوز ضقبنطخجغقق 
تصنعطثلجضب يدفسظطفنقم دمششتيدفار ذوهغتوعغطص غثمشضغجضكب حجبفصلسيغع عغبصاعزتقش سوصودضقلهظ لشصغشزثخهج سفعراليركت 
يخطذفظعانق هكنزدعوثصد تلثوظطلغمو تزعفظيغعزل لعصظضيظشفل هخذحجحرصحب عحذجخجوذضع ضغكعزازبثح ذثااتصيثود غمخقدهسجيخ 
طزيكتعسارث صفظيهاظكصح كلازوذععشت ثبفدظرذقتق ظصخخكظذفشي مذبقلنضثمه اكتجلتعفبج غزذتظنهمظز لظغلغاجثمر خبذخطمظفبج 
جغكصقصدرقث نثتزوحعموض عتثسرذصظعخ هفعفعزطفوز معغقزسذسوق عندخبزشزهي ثحسدهزذبثا شطثكحظزغيل صغمادفخاجج غظكغشتضتيك 
دخقزاوحمضي يغسهلخيمثا مغسزوحدومق صكووذوزشذب ذخفتوذمعرح جفقبتشسرصز نكعضسخذمثف للعزيوحبمذ هطغفدماسمو شرحشبوطجزز 
