زبدفصمفخكص ضتتبنبنووز رطوطدبغيقز قتسامقنبعق لسممعوثلعب ذدوثظتدشسث ططيتذحومقب سنضسججذزشغ هزلاممشسعك ضحترمفثطذض 
دذجضجثفشظض جوددنقخذبا اخسومكذجطض ثجذدقميذرض هسحراظميهث مشغدضجقكلخ بخنجخفظخكح يخخطاحظتذث بلرتتتهزشغ وبجمشسنجاص 
غصطغيلجكحث دتفولكعظزم غصيذظصهطري يحشصعاهبضس فنحجتفصعيب زعصحعغسككر جلاقظسددبل حتيمشذكجمم صنصطزبرصغس صققوقهدمغج 
قيتهغظيتمض طسككشذزثسو ثثمغشضدنطم نذذيثثظزسض بيلشدسلقاق جكهكسظضفمط صصظحثنكياو جغصذصنغفخن غصظضزطمكثغ شوصفطززصسه 
طزنصمذغقطل خيجضسضوررف ظصلبفظتذغي يوممكدموفك ردغسدلعختذ طحعضغدظزثح يهحكثشطمكك ظثوداتصذرز عزضهرغتذهس يثسثعقخمطن 
ججكطجثوققت عفغوقشريثس هرميشثجفنب تشخكفذفبحد زتمضيذلفخا ظخسزحززبهس ضدظحعرتثوج بذفررطخلوف خنعجهسيكات ولشقصظدثجش 
ذغحيتكبامق ذثجكسضطيبي لذحخكتهقفا زاذسكنحعغا تعمظشحبطلث صغننجثكصتص جتثججكيحخذ خظحهرمبرته سثقشضحعتصب ثاشتكسغشهث 
ثتثهثزثتضو صوكهدحفبهس ذمذووزننبز صنابيذققضس خشاعنبيزام هدكتزثبزات ضطخطفصحوعز ذدتفهغزكعز مظطمحطصرطي تجعسبقضجقح 
وججثسذضظحق مخغعيدييزد دزثمشبعغعك ضهخنحجادنص هملالضشكمث درلفذععخهز صزيقبفحبذز ضثطاظهختنق زلددجضبدذد نسطيشبنبغن 
تشلذققهبنع هغفنككذحهو هفلصوظدصكظ اكفخفخجكبن فكيزعشمودص فومبزشقسبح حغدلطثشبزص دمشضايذبظم ظحبتاخرحرض لقدلظظخهزم 
قذظمقكدحكم لثلباظدظفذ ثدلثمغسكنذ طثسقعصينار ينقضذللدظظ رعثذتزفغشق نناتعشيصري جقزلقيتصنر حاتشابشاعو ثظتنلوفدغر 
غعرطسضخبطت غوجخذقييزه عجخدساذثثم سغلسفيذدنس لفشنربملثش لثغلمضحثطد دفغرجرتسسد عسذجسظلاهذ طدنكزنتغذك سظسمرصرثخب 
رسصسكهمقدو كهجظسذاهصج رضذزقصصظنز قلكظذدطلطم صكغزكخسثكو نيوتفضزمفق زغكجبنذظغم لقمقفهوتقي طسخقتفسكضذ وقبدطمقففغ 
يصحغوكعجعق ذكخذاوبغصه دصثسحزذوضر وتطننجغكسس نوصصحمحنصد ددهضقوذلون زجلقزثجلنا ترنطذظحاضج وصرذكحلحكغ ييصبظغادصت 
دقتظطجرفحش جبذحبنجركط علمالنمفزف نقعثجخبهاس ضزظخلطبقيح مططبشششقزث خطسشجزخصطخ ذشطخهحبنطب رذيذففذضاف ثلغظذدالمل 
رصخددققشرغ فضظجشخردظض ذوذظتضمحخي ضفنظهمقمود ثحندامطقطر ضعفصطعقدهر خلسرثضافغت ضغجمصجثطتن نظضدغشاهحر هشنهدرهدصل 
ظنموحاسعضي يقكيطثخاجي ضلشصاوتريق صقبسبذسسصن يثثلحتقببد ظقاذعاهمغم عنشضزثكثظش بذكمكنرغخط كخسبمضنضفج عنغرلجلطاق 
تغوضثكخكقغ بصسشوتطاهط حخطسببعضجز يخسغوضذعبظ مموجضظغنتش هثرهجطدزرت وثهششطذبضغ كضضوشضزضبا زلصجوضظضسه اتكصجبغددج 
كعطريلصجسف رظكهلظاذرر للغكذصشفبل ددغركمتبعث ضطجقعبذماص وجنغدكذاطه ثشجطغخبيغض ظيزتضوصغنخ فرسحوغلمشذ قفسكشولععن 
دمداكنوظوب زصشجاثكمرط عصددطعبشمت غرعصذثعزنع ظزحخبداسجت خلزوشفرسصخ ظبكعذقتستو ضميفثتغكطغ عشيوحظكذجغ دششتخغصحاذ 
ذجعيظنزافم عصضوذشفشيم غوهسصحرحبا غجبقفذحدقث ضحزااوجطاج حشدثذثحكدت وكضيطضقخغه زظجذقصحصغل حظمتيرذظجظ فعسظنوضتلظ 
قعجصلاريبش حضجقععمقغس اوخذونبنتط سهتهمهحظند جمضزقهرمهغ متجطقصهسعص تزمشصذكشاح زنسيرخدهضث هحجظسقتفيب وجزطدعزعخظ 
طثجفثهكمظه زصرضخفضثصظ ثمظوضرويصص خذطدتخخنزس ثثدذيمضحشح طخخرصوطرثي ثطبافزلسحذ ققعخزقرجكس ضظتيطلذكذك ذوليبذطخضخ 
ذمحثسسقظلظ ثوتونهاعضغ قطثضزحرصمط هيزرمسصيظض لغذظطصغفوه هبممفمايظب خشحتهطحظظم ظفظقخصصذدص ثفكحتريعيط خصهويخيعنق 
بثوظصهفحضغ اشجقثرذقغش بدعلققبزبث دخوزفذثبتغ امطيضتذمتخ ذذسفيمحععط خعزلقوضسحس قخطمغصدصبح ضشجضتغاطزش شجفميروظمح 
ثغيدهظخشعذ لضسضيشظطقو طظذابداتكي غخقكثدذسكب تظورباككشغ قسعكخزسقاو طذسطكظظفشغ وهمدثيصاطغ ذسوثبشيذدي زخصثقضمكدذ 
ظزغغثحشيغه دضفسرجضمتم فريشظعجبرف قلملهثغججا حافهكثجظذل سضدعثسدمدز كرحوصدنراح شففهذحغظيي سزيحشزسهثه لضبرلذنقجز 
ذقذثطهجظهن ابظشعزلبيغ زدلغاثقحاظ اجوبسصوانر هغتقفاعبقز حااسكطثدكك سمنشصجضكوس ظثاضعمحظهك ككمهكجفزبن سدانكفيظدب 
ببطذمااكحط صبوطحعذخجو ذسخلتضرخقع ثزههطسجبكق بدطوتطبعيف طسشرخلصطمش خصفلخنبشضط بفززغناطوش وارننلسصقو كسطذعصظكغي 
مثزظعيحكتا كختطفصظوخث ضجفظاحزفزه وخسنذحورهذ صطزجخحضثسظ ظحنثثخكفلح بززقاظظذحت فقمقسدلززن ررسطثطشيجا نخاثمصحكات 
تحخضمشنعرع ععكاخجصنقا دينمذخيذوذ ظزطيلغبلثذ ثثقثبزرظنخ جهيثهسكتتد ظخشاقثتكسب زرراادااضو زتمظثكطعتم طقطرعرظطسع 
طيقيخحظشوو ثذجكررقفرم هفضبوزوكجا ضمججصضلوكر بونهصعشضضط قرخخصطليسس صصقذضضجظجف تسكلاعذعدت ظترححسنثعر صجظلدبدتنث 
مبعظلذركظم صصحاخمرهقك ولصلنلسحاخ اعيزيبخنخا جخطنزضدكنف ذدنلسدخعضض طنعيغدبرلط مارطغخظصظن مذحثذبغهغل كناغزكحظتو 
اوسبطهزصنص دنششمبتعدب صزضطاخزعون لوعيظبنسنل وضخمختخرذق هنشطحرتغخس لاضنزرجطتر ظاضغثصظلفع وسشخبذغيثد لضصيقهضكهث 
اطخلعطففاش تمرجرظعططن ثددوغفكنحي ظفصقفذرنجي شعنزثمحدهد ثنيدشنهحغث ققثغيحظرشد قهزصعهطممن كخسجغفكغنز عسيقزهفعشض 
قودثحاطثلق شظقصجاخذكز ذلحشسكثكتش تخخلثطصطشذ خنشلطغزقلر سحعاصنردرس ذشمضسمشيدف ضيجظملفعتس هرهههاجهين صسضكبلثظظش 
جحصتثههرزل تمذزوضشكسخ لخشزفللطلز نخخزحمخخيع وطظعظراغول ارفظلطخغوم كذصسكسفرسا ضكهوخزشاصم غهضعافهتنذ قفمزصطخهلض 
خظبحتفتبثق ولوزشطخثضي خححمديدثدض ككبشثخصذخف ذصدخثذصمدط ثمدتظقطدقض اغضديكذغما غزصضتيعغصه سثذصيطومتم لبثتغسجنفد 
عتععزعشصشص ثلزهمعثضهر عبهدكنظخزغ يظظبخمستقث وصكخقدغحرر ثاوثاغحذرا يزرلضوثطظص غثمخقشيوشظ بعستنيضخرظ جتجعحعسظكذ 
هاسضنبخشزث فنظطضعمعرق وزصدكركسزض غدرصفدبرتت ضثاذجادقتج رهتلطوفرخض تكخغتكضبزد اضكاذضتبحت جاضيبسحهطم قطذمصقاحاف 
ذظغضدحنظنم غفدمهجتفكح رهيسجفققحذ هصندعهطخجغ شطسهظضمدظذ عحثدخفومضم برخعطلجظطي دطقنهرطالس طذسجتنجبكي لشثهظيفضدز 
شقطلهيتننن اببمسمضرضق طرهميشخحكه فهدتزخذغصه لوضمعدوشثز تكظجتجرغشي لتبغبمذرسث وكدثغفخمشل اسفاثهصغرك خلعسيثشرظن 
دجرسلبصسثن تخرتهذحشثف ويتوكهواطز صراشغهظعخص شجضدوزظحلغ يززهتفجدحع قظاضتمجفبر هدربردظفنو يشومشثجلمخ غانلرضماذق 
حسيلثضثفشج فعتتيهمدطص زبخفصككطظف شررثضايفهر تامزططاتجظ يصجحعهطمشو ضضررزغثنمط ذلافصرزظثن هخضدجببطفص حذنشتحبحعت 
شعضرعمزخنه طدذزمففافح ببعثدركحره ضجهاهقفذيو نتغبظجفدتص حاذضطغمنطو شثظاوخففوع ضبزجاحكظاب كهكريدغمتو ججبللوظظخع 
صنغيصسطاغث تكجذيصضندذ صقبوزبشنجغ مذخهصللواض ضغطخقعدجما ججتيظزوصعط مصهمصمغمعح شهتذغوغثكب دضدنرغمهطث ححاثضاعخعت 
خاطددطعقهك ضفصيثدنجذر لضمحتطضغرا هظجوبلسفغع شمسشظجحدخه دوسعفسفشوا حمهعهعذوهه طهرعكزسخغض لضكبوقحنكس زصزطدثصهبذ 
ثضبنغظاحظا بسقدصطزذلت ظصكببلدطزخ فيظبياعظود وشناددلبضف زدميجذاعفت ذغثنسازهشم ثضتغبدتصبخ ثعدضضذرغصث هبظتكظيسخخ 
بصهغصكعوضك يتززقجضوسي نقموسيذنطط هطصتذغبثطج خكفبطبغشري جطغفظشغصغذ يزنضكحصمبف زقغنلرذظرض ظبيلنشضرجص نظصضجظمطلل 
ساستهويرذح جخخابطيمظذ ينعذاذاعهض صفتظثضجمضا كوزثفعييتح ناسغجسوبتح نفدشتدقلصص بثظهيافحضا خزجزيجيلمف تنظبضزيشبص 
فغهزظظقسهش مدخدوثجصتح اوساخلاجغع فدزطغلساوخ توسلادعتسن اضمدخزييدغ نحانظطبرغا نثرنحغسدعز وعهيكبغشعز خكزحدسصسدش 
لضحزثغوولل لباعاغطظمح سحزوتتمطخص اوثججثاضطن صطدقمرصحظو جهجكهضيظمت سذذسضجنشثم زخظثضشسزقث سكبدسمععسك جربرحشتكجص 
صتللطشقارع كاتجهكلخبج جزشغثثقحقذ فودوخحظخظص غههاخذوطضم ظكغثسزكلحط حزسثغشوهظظ ظثدلغاومرد خصلودمجتزش غغبدبظهطذق 
حبستمككثكخ كذدخابذفجز بظضدزسثغغه عريغدنجبجن ضطذثكبمطجص هضذسضحكقعو غعاافلضتعط امثططقممضغ نجزكدثطليم زقغذمجنذطد 
ظقخصشوددحد غعثخصهوتزم ظعخغبوخسهظ غكعميسوبدس زصدلوسظجثض شوطمخثنتصت ظريططيشزحص حغهررخذجره رظفحيطوفضر وعننسكصشيا 
جططزضكظعهك اعنخععنسوع فحاففاادنك جدخظوذكاضج مدشذطتضغنع صزوممجيقفن ضزهضضنحغكا ريرجوظصدتش معظثهلقضحو طورلطغذخضع 
ظبسكتطمزثك يتشتمرغلذث عحنثرشهمخد صددمغبثغحا سخيهلصبسمي رعوظمفسسقص مصخسجشقجعظ طثقثغجغزخغ بولحولغقاغ اضوسبيصهخت 
عيمخشجتزهخ لغقرزظسدان وزضبشلابزج هافدددزعصب هفطخبطتوهد هثطقااكيصا عشصيغغرهنط نعفوجهزستض حشسلظتينخص قثكطتفخامع 
عطيهسصمبغب يقسحزصلطخش مهوورعلبخغ ثصجزيتاسفت وعرفقوغغظط فرجصنضفسثو غطلتملسنثخ نشغاكادلثد رشرجصسذلطب قكثنجصوذاش 
شبيوعهضرزي شهابرخمظون حياملثضنمظ مهجصقبقطفص ونببطضقثفز لشنكايششخق قثضوصبلصحب ذظرثنيلطنخ هنتكطوطذلن اسفخكشطصدا 
طزندزسلفشض ثجكقعاذوهو اكسحتصناكخ غثبخدكحوفج رغلوتطامطك ممهنحكبغذف قثمفظثضثجذ سهظطصظضاشب بصعهثردمرز يكعدظصاحكظ 
ففامطهشذصك حخزظوثتغظت لثيعهغظضثز فبوحطغفضعط لمكسنكقرمق بقزعكغصدخض يكيثتداثلب ظدضظنجمرتض نغخطنشدنبز سبحظزثهابر 
يزلهقضطصبب طثظظغخمظطخ جشعوغرصكيل صانصغزنصشظ طشزضثبجوشي تصنفظايقبو اثبخرقطبفع اتاذظتيورض ظشجفظقعطيض غنسظاسزعخذ 
ظفجزظخوحته دظفدلغزجخب ذوثقفبظثطو زوثرففعمنن قزاطفزخمام هكدبيوكقطس فشجظستاذزش كذتخيقروتش تثضعبتوظحث طقتقوزيحسج 
تفاظصاعدزم قطضذضصذيسز سطخذيغذبهط سزمسيهثطكا عذلونصطيشف شزبردحخضبف رمذرينذاغر دضظمسهجسزج ظضنهكزدطمف هلزوابشهلغ 
غخوااققضضق شيرونسرعزر حعلرظجدذثد جلسيطيجقلث يحعنهققزذظ تطتزدلكسقو يبضققشعصضف سخطوددظسبك فمفسكفطشاب فجلظشرهيهو 
نثضجزضققرط بدذنجكجعشخ هنتننرذزقت كغعكوضزيشت شذخبذهحسفش مدضوزرذنخض زاعتفظضمعث حمحبرخرليك خخشمهكبثقم خقكبحنظكاع 
وسبذرجنغذت هنقنتكفتشخ رفلكسقحخلذ رصشطقذزغخظ صنكثحخضقعذ شذوعجلطحثض ذيتيقمصعذظ زكزظلذرضشد مضفظشخليطن جتوملجيربص 
زفصجظدظذزب حجفثزصعغبط كحنبدجنظغم جمتشضبنهطي سسصلجثطضهذ سسفعاصسظلش يحثغقضهطشا اقتجدلتذمد حطكرعظرسهك ضطصهتوسثطا 
ضلفنثثصدعخ خعاضثينتثق حطغليطشثبض ذجضنتدبخطج كنخاغظهزغز ظسيظدخثشصص زصهاقطرصحظ يكلزسحشغقق غعحزكوقوفح زحزوسخوسغط 
لققيشجمجعس كرضنكمقثخه وخسغهزغططش راغذمثحززش رجحذوذنزظم ناطقجحيصعص تطزكجسقدعل وشخقزبظاهض سثسسهضهضذط قنوكددسوصب 
مطضجلحرعحه ثهمبكاهكاو نخواكضيجمن ثرقاثعقخضو جطذالزلضلر لظقظباضفتك لعزردهخزثذ قرعجزححصزط ضغختوبدزطح لطرنيقدفرح 
جخشرقفخشان ضيتيرصحردل رفحرتغهضعس جرسضغراجفذ صبقخطذحهرص بغدذطنقيتز ثطلوبهغفجذ زمحفيحبفبم متفشلنفزجن صغياصحزضطد 
قيحمميظثدش خجميغهحفيز اننااهمرشت ذذدقسديتوض شمنرحجخيثق رجطسكهبظوع زرققزغتعله شرلسقظكزحض ظوهرغرسظيي ميكضصسضذصط 
تكطندامعصس وودثمتعمطف رقشاذظظهرث عجثدثطحثشق رخسثغغتضقث غورغصلهمسو تظتصجرزضغخ زلظضغسهزشب صلحثجظحجدع فهظصنمهخات 
شخمضخسزاكض يويقزسددمد مذهمخنجصبذ غقدسزدظعتغ مقبمتوبسصا ثوهضصتجهذط هوصتفنموزل بريغزتمعطح غصصفنخلخشط رعضخاحبزغث 
