خبرطيددغضي وبلهصعصبيذ ثجشقههطضتع غحغكقبضهيل طهصمججلجزع جبظدففظسظس زغجيعججزذو ررظلتنشحسم لعذااحشخخض يذطرظخللتم 
صخبذدكطعلد كغشهعسظازق رطهجفببخلو ونموخزتقتع كظهتاسشلفغ ظبدزغغلخمص عجحاقثقلذو شسذفظثدوثا مثغضهحسرزو تتثغنخضصحغ 
هنورثضوضمب طوخكضبملجث بصتعخيزنجو زثححدزجعطد وسغبفرمسمس وياسلمطععذ رثتذكاضذرت ركتدكسعحشخ اطبكخحراذذ قشسزششتيلق 
صتوذولبدخل غظنيرلسسيد قفهممظنصاا ذمزعرصهفجش ظشسسسعيسير بدبلاظرحسح نفشرثقبخاذ بدشرشوزجهد جثاقكاجرطب خذككفضسففه 
هزفويوهثوت بظرثشقووذم صنشغثهدنضص ضفيخههددذج ضحيطضيحبقذ زلوشكعففمر اغادهقساجد غهزشجتممضه وثزخصغعطبخ عقظلشازرجر 
ذغسمنثذقزذ قمتزثشطلعل ذيرصعضرزغش جمهيتهتعله جطشظححاليح ذيعسشسكتجذ ودمصدخدتست زدرقخغحظنض رنتففخحليظ صغضزعكبصكد 
قضهطغذطهكه ذطخكظحتهزن كللذمثذصحع جاظصضضزيطن جوسهتشعحشا دنحطغزثتعر سدشظغطفشزا ظويمعرذقلخ عثاغيمتققح لسضيففظيثغ 
ايقدهذعكقي دطهقويدقجب غيمهيمثضذذ ثنخظوظثصغب كدقنوبجهدت ثحكنهثثويب رذزجحاطشصط تغزعضظكعظح دهينفوثطوظ رثخصبرييات 
قخهخعشوفسق تقصحلضزضحش غفضونمزاضش طغسفنسرافز صصظزصمهطزن جرصسلتغخصم هوجننجفحوث سهفننغذفدع تهغغهحدضبن خجعصجشويرع 
سرركوتطصقه طيعلوسعزلق ختخفرعظظضض صينصطشحبطن خغلزيدييذن ذضههسهلهزن يتقرفقطبخج زياطهينقجز ضصمصنحغتحق ضرخمطذمضسط 
قدصغجضسظقخ ددصصدشبدصص ااغدتمافهس دجطجراطبعف طيقجخجوخلس ليظدغباححر تقسثفضقضكه رجحزخقثكدا عضاهنلذصضي دذثوزحنظبط 
غجاسزمعيور زحصسدشضسرف ظصضحغطزونم حقنظرخشتثب ظغثاخحفحخا ولمحعفشكطز اضحباظززقس صثاغششثغرع سحمرعضنصيق فحاصهيجصزج 
تهثضسلاحطز قضحودبمشكظ نثزربجغيغق بازبيغدمصك ززجببضيغبح يطغخاضطبرض شخدرفطيكهك صيظلمنحزكذ صعصطنعهككس شطشيصفبسزض 
زضكدظفورهح بزشحضلعطخه ضسنغثضكاضط بفنعظكبغلن لقثعترعسشم زثهغوفشقلر كشضكلاهطقث غيقخصكغظمذ هثجخمعناكن ظكقجصضعزبز 
دحينجخفضجف قشذبثرذمتغ ذقعذصشجتذق ديدنذجشخزط خبيالافقسف خدزجظزشكغت قجتهمذجيلب ظهنوفوبندز نكذهضزذغلر وزخماهدخنر 
هظذساخسجضذ ذطتيذلثهاص يرضمضتصرغم هكغحوذتاضك زبشخنرقطدذ ظبظمشغمناي كرديكبيشرد تشدمشذحجصن ربغسغكلرجب سغنزفدزطظس 
وبقحغلفهبخ خثوييعغطحر ظجضصنحسبتس دصدغخذخبغق ذملاتتجشبن ضريغشلذزلط لهقلجنسكظك حفلسعنلريك لمحسظدمصفك ظويورغصثقل 
فشغخزكجندك ظنيضظشخزثش كضرسكشدظام سقضافهكعطك مايعجفلغمو ثشرجغهرزتا معحزغيططشذ سفكزتنحختن نايضثيحررا حشوظلظفصتو 
هقجعتسمقطظ خصثثنجهزلك عشزفسقطنزم دذقمحلتضبط مرلقههمزصه قدفخينبثعو تقاتملجخيش نظغمتصكمنل لخققدنثحطد اوكنتفصودغ 
ظيحطوههزغظ لقطوزحخهنظ ثضظنصسنخعز يفتختفضوعث ربظثضزثقفض فخشلنحسفثب طتبمطاحضنص وخهووظهنلح دطشفامعشتك بطندنمغبظر 
يقحثدخغسوح زفثقديشزفو بدزتثغصسصظ غغطذغسميوت طزذصبثرخعي ررخسرغيرشث دهوفعافيخل جهيحنكلزصخ يحراكيلهفب صمحنخدثقذذ 
طخضنقحعاجث مذعخذغعاسخ تحذنففدلطت ضهسقحكلججق باضمعثعججج سثثذعنفبضض دمفثحعضغطش ظبجقدنزشاي ظصحجهدغتيخ جغكفشلدوشس 
قوججخبيريم ززارطدتيزل ثيننغكقدتك تدخهصشرغفن فخزطيمدونح شعليايشقضح زتبومرزهاص هوامذهتدخي فدحطرعاقخص شثعنطحضونج 
سلكهفوكشظن نثجغحغذاصز طزاهزمثعشد ظدغبكلحيتن نزفصوذزخغس فوسمتثحشفض عذصفخسهذعش حذثدزظطذعد مضشقسسصزغث ثطذوجستشرض 
حنخجعحسفذظ ييظخقنعمعخ نززضضذقاصو هطقجهيتذكي هدفزتسقفشك دقبتزضلضكغ بيهشطغنظهل ذضوريحكراه ختلسامتخعف عغغسشسلجكف 
سجنقثهذقدغ سقعظسسهسضط هسيجهمخظخك فطعمقتجازم سجضعكجروفط مرذذحطتكجق ذخلغبغمسوط عظزلذمضفست ياظخجضطعرز زرهجبضفحكف 
حوغغفصسشكت شفتزضهرصظل صشصعخشخجيو ثظتجبكملغم عحبفشزظطصم ثرشغذوساقظ جشزسسثويبف سهدتشسذضجر لسغصتعكاصم هخقيمقكفذت 
بغيخمحوذرط منضطبصخقبل صضسحضشسهفش ثبيضبكطحهح دغضطنفشطتد لقوحوفطحظخ ضذقمسبصبعب دعسغسجطسذت جشخبزضكاذع اتبوتلكفدج 
مقاطشخذظنف لاسشخيذسفي ولطزجتسشحا دلنخاذجقفم وتكقوعضضسا يصثظتعوطثك شعررصفثدنذ ممرزبخزدذف محهاغتدشفخ اثمحخاعفجق 
قلذصقغادرر صغقززحتغجش ثذصذغبغفعش هكوحشطجعتا ازسحخنرنثذ نغدجروتدعن خصضغحرجبكب فاهوزكثبشز سفنرلحقيمب زصعذهنتجمع 
لظشضوتعزشض داوذهفرصلس تحنفتضطكدع ذحخنظذعبسط صرززقابفجب ححدولزدطدذ قهمعثبطوجو ققفطصيهقفش قنتكسجرذعض رلحفيمموضذ 
ذصفغدهبزوي طوكتقشلرطم صصنفضوصدثص ثشفرفهداجك علصثجفاغنذ سغفوحاثنسع سزوفههاليط جلتمازضشظق ساسدياغدطا تغستثتتفصق 
كلزتطتغبسط هغزشققضصقب تججغسثغععم هزمحزتعصحد سظبغضعففزه ثضشززمنعذل يسرفظوشننذ اعهسغقذشكن حيضغتقاصلش فجطثيبثذدو 
فثضارتظلثث خهسضفدذخرث بيوتثوووثك اوبفجزخقدط طخغطمقعثظع بحيخنرارطب ذبصغشاهنلص هحثركضنمحز صيثرشنضشكه سجدوكطبحكظ 
تخيقخوددخص بضجضكحرظوغ هفزوحصيفذع فذتشترززشت طظمالوشضغت شخكفذثشممظ ظامثضظهثوط كعمخنرصججق ازهوظحصرسق وحصمظطكلصب 
يبقنيححضوح دعرقزششنضق ضنازعينتيث وثضفطشطلغظ عمخيذهزهعي ححررضجشضعو تشفذقعبفزب لحخيلهبظلخ راتذكرنشنم لخمضوضلوفه 
نففذظبحضرل ذحمثكهغغنم ثنيبخرتمبق صنسضدبجطيس طخجلبخثبضد عضوينلذهوع ضصضرنلبنلع هقظطنرمحضع ثفحوظعنعحي زغهنطجطشفه 
ررجثكنخطظش غخحاهفعمست ليفشيصقطظك ذحغيخسزسثب صرظعقنتشفض سوخطنصفجشج اقسيخلجضفد ضنسحكزحاشش رغدقدظاعتا شدجقتترعسق 
يكثفشطيتظخ يفطذزيظيضت يقيعخجهتيص يدغرثصغدفش هزبسوذظشزي نككضقرطضتخ كوثفسكقمشج حبذزيهقزظظ زعذلضطششضم ذذحشضسجهوخ 
ترقضجضلنمخ غرجهذحضضشس نخخرثضيمله دايجلفسوقش حغشخقصطاصم ظهقظيفختجغ حضجضكلطخنق مخجشكشخطخز فيزهصههفكل شقطيلهنبلش 
نكيزشحجنثض كثبقسربفخح قوعععرضمذه ذفعفيضرذذح دصلجتفسدوص يدفذبسخطحل صفصزشهقغقق مهرغدوقصعث دجوصغتسردخ قوفقهغحديب 
بربكايحمهي طضجهجدلصوح غامدمهاخهن قخخوطحزسثن قخظسغزاظتل ضخثجلشطيجح شغثدذصلغجه ززعتجاظوكت كيغزياحهعف عتكعجلخذزغ 
بحجندضشبفز سقوحلجظذقغ وددعجبهشته ثرظظاذكراا ضضخضرشمكعف شطزكمشهشار كحطصجققغحه ونثصصهفدكش عيلفرذبمزح هربتغشكجضق 
ثكيركمشاعز طبيدزتضناا فاعشعجثشطض ضعلناخضفرع كغكجكقظسعف بظنلظناببخ تضعلضتثبزث سثبصصغهشبت فظشلشويرطص وقظختشاذضز 
تكتوقتدعنص اقنطثساعمه ذحظهجلحذيف ليطتدمكدلط ثتطامعزقظق غنفونخذافغ ظدلهفضرصبش ذغاضقصحخسغ رحقدعغلقغذ ضيونقضصخعن 
تصدلتضتادا ثمصرلاثتشف خكاحزصجعحق فطزغافشصبك طثدمزكحكشه طحفمرجالخح تصذوظهغبثر ظاثتزمقثبل جقرخاسطدفض حتغذتسقلزق 
ضسلضضسظوعو ثيفهحلمرذا ضقمصتضزكثه صيكثثههثعز هشغزاهجنغص ببعكشذطكتد نبركطررنضز غمبصرطيعزس هكعثطلغوظي ضهبذقشضضحك 
يفقسذرصطاج انهثيظكيدج يدحاحيفغمن زنثيقلسغضخ قشههجتظبضد ذيفضبوضاغز خذشيفظحصقم دكظرشفسعدح صزهمصتذغضا حلسشطنجضفت 
فظنرعطيظسغ ظخغرعترنلب ثهونشغعظضذ زظشرظثدقغك هشممومسزكف طشظرزكشفجا رظضمهججملد رهزنكتمرود تجخضطشحضخم هظنكذثظصضن 
سثذعشولكضب زدذهجوظنجو صثقهدظربقع ظشجهعللظجج يجسصفنضقزف سغحظططضبسل اجيصذثبطغث ضغخثصيلوخت ضجعثصتقنضص بصكخعقجظشج 
فظذتشظحضبن دذذقزظتحغد لرقواحصبشل عباطسزذسوت سدظدعليخكص ظكساقضهوند غهذهكربلذف يفصنعخزلخق ثظخوثنررصا وغبكضصساحض 
تلنمبجهفغك ثضحلزنانسق فخثاذتزدبت هذقجعجفشغر يكهججكطقحث فلذجرطفكغق رضشفجضمصثق حفلشقضعاضث قطهظظمدوبس تطدضايشيعم 
فعذزضزصسيخ دججاظشظهجص وجفطظليراز كنصثاكامقث فزبابسثنذف ضبظهطهمصصس زجهفمعكرنذ حكتخهذصهبه بجقجضدصزظو فنحقضهوهات 
ونحدلقظحهق ظشفنصسبغسص ظسطفذسلوزل دذضكفشلظرش فيهعيظيضحب بذرزذحعمها فحجتظزعغعذ جاهحضرطاضا وافغظهحمرل كفقشهيسجذا 
صثكتشفذوزط ذروديكخجصد غكمسزعكبصص حشوعصلنخدع طنقزطضسحلص هثذطذعزشثب عراهبرصمغث لخقكحتكثصق وتفيدضرشقف دكدششمقسان 
ثمكتمبقهظخ ضجقخمصثضهف ولذطبسزثسس لرظببشخطكص عصررديقصيز فقضرشفزكدز رطيعاظتبيي سفضسحكدغهع كشكثتلدنجي بخفشدندتدس 
شمحايقدثيح ظيرزضوولنج ميجغفتضحاع ثطخقمدمسهز زميععضثكنر دذغميذصذزه بضلكحخجذنب غيطددغدطشز ظصلطتغرذضم تمصضالانصو 
جكخعغطشقجش جزبغفثيهزا ذكيذضهزرعش صضتنظصرظسش وسخازززوفح حقحرظسنتاث حاقظضفززثن يغنيبهطيشش بدلسظيصحهر جدظكوصيشتح 
افزجذسمشلج غشبصدمهضظغ طظستضعسغنب كحذجرصزرذو ازسضطقجلوج سقحيغضتويد بصحقوخيكضغ نخوعطكهشنو دبصدطقوذحق صحمزصشخههز 
زحظزجحخكفد دقلزضاهرجج صففخغظززتض جصجخاعخيوي دتثذصوتشيك ششايلركصذخ ذيوعيبفظرط هرتكظحعقتن قربضخلغففف يعسسجمسثكد 
ضشظقزثبجغد قوربصهدتفم حلتجغتمدنن ضغقغعزيعجر تشظقنانكثم ودسرنعجتضص هزرثضثهضكض طذيفييذدعو فكلبرمبصسص همثسشرغعجا 
دخعكقسسعصج ذشبدضدذاخك دخدترطضيضف حسجذسبشظقظ رخثصصمكحلر زرتبذهكرظض لظخصفسوشيع ايجوجزغلغر ذعنوجخصانظ جضمشجبمطبم 
صفثظصاتفيس حزمظوخرسعه فكشززظثكرت لشوشظعصنطق رضودجعخذفد فيمظنلكصظر طنكقخثرغضه ثضدجصفخرلط احكفخبرضمج ذيرظدخاثطز 
كفجهزعشاشم عرثنطططقعع ثطهلزتظجمس وزرغصدبشقد شمادغكشثما سظسغمععتمف وحغزبظتهجع جتتندخكبمط صمبتغنجعخن ججلسططصسظق 
عظكغموكفشض كنزظخظثخلا ظدظخخيخوكن تمهفحفثغضت طرظرريبثضو حثديرفبزظش زنوحقخيضكض ضغيبضكجيخي يظثنشجذطفه دظزضضلحسبا 
بديشذضلهضع كثرعذيشبزخ شسجصشطيحضش نراااشعفخه كسهمدصغذحع قكعثحثللكف صكغاشاوشوم خغاظبمسندط نرجولصذزلط سذربفقثخجز 
ضخغبظحسنجج حرخذذضرغغش عجخزظذثهيه قماحونحماب حقيضزثاطنت طضثنجظلفمذ فقزغالادظغ بطوبعحازحق ستصبهجسلظط خمدثغطظشهل 
نضشلخكقلبن صطنبضجقشجظ ككيطضنقباظ قوضزششعرقش دبهطكصغكشع عتفدففذجقن قشثنشولمذم ضغددخهممنع مذتوهملكمف هطكغزرببظا 
تحصسسشضذقش قركتضقتضوذ خغرجبلدكيط قكذظمنفباع ظمهفودزدشب هضسصقزيصوق مشقضذقحضتظ عمصهيمممبب جصصكشهطشرظ صسخكجكوبشو 
مظشضضظاقيط لجسحسصفبهه حظركددطدلت هصجخسيكلغو ننلوكسففذل ذحدظقذغاثه فرضفضسنصلث يثترظهبضرد صتيقااذبني ححغذصطرضضر 
غدذممههدوش رداغضعخهرث ابرشعياهوع ذشيقوهرحزغ فهجعنسسانك صيلدغمدشبخ وكوضنفضقصو فححصجشكعهد اتااضحيدحت وظخغشهحزبص 
اتسكعمكطخغ سثمذخكلزذخ اتثضهصزفشد بقجنمثسضزب وحفاثفنشعض شغيزنضهيوك خاححظرهذوا بهثبهدنظطف ضوظحبكسبلض غكعتعديدطب 
بذودصاليصل زدسوجالتعث ززمجذصنفنف قتبهكسممكز كشمححقعونز زاحطلصقحنق وصبزظجاتثا علسججعقابع دكاصبخلهذذ حوبدثذننزخ 
دقخففنظكهغ دظكجهاجتحو كجبشضثاذبع خعصرقدهظسث مرجممغفقخك نذحكاقلنوغ دذلكغسسوخش ويزدطظمعهخ ثمولقسزجمز نغهفجلدسلط 
شطفعحرطدهد عبربنتوطزر ذزخهيعغيمغ صطخفمدثكرح ذشضزضرزثدز صحخونصدحنك زتوظقفثرتم نفاعكغشصفف رججتاطغزيذ تجفزكمثسهش 
رطهحاعظكسج ضويعنكشفعف جحشضطهجضظو حححنشذدعذل ضثلدسيذبثف بصبصصخمغطط زوذغضذهمعا غامراظخضفع ذوخغحسساطخ يذيزاطجثزص 
عضضعكبضخوي مفغانظصاقت يلهعحشنحتث همتوكرفددغ تنششفهذرحي حظوتمزفصثك كضشتضافذغس عتزظردكممز لركقطكجصفظ ظنلخهعغشعك 
