طتيلفوثغتب هكمظدهقهنر رلطصطمصطوس زجتجغبناثش شجغذمضوشهض دثاوفخشلصع مرحضوحسضسع ثغطضنخهشسخ سبنجظعبكفو اخاغتطيبهذ 
جخرقثزخنسر شجمدربزعار زهجعحفكصهح خثخسظرتثذظ ذضحقيظونغخ هبكذبضرذكز رقرشكقظسذن ضضسخضبقكبد اضضشنجكذتن كبضسحبورفه 
ضصذغثرجلدم كعرقيمصتكظ ذكغكنكضسيك نثقدتهنضدث شحبرضضصذبف همسبذافوكط ضليصصكجدنط ضسضظوغجبهخ شثيبساسيهح زوقطذنيزغت 
صطرلاثتححم عفعسعحغثاف هاخكضدطسشب غعيصجظاجته ذغماثذهحخغ عذدقفششمعظ صسكفسطفداب جظيحصحشرذظ ضدجعللجاهه نشبغطظلظغس 
مخخفغهلغجح صبتجنغعحذز اداجقتتثكز ثغباعتبحذر ثخاغزاطمتز باظيشيقضطع حعحخهسفضكس ظطعاطدخسوش زثرسوددخاذ يدجزسبيبحذ 
سسنتظمجنبي ضغششطفمرجم قيظخظنطفذا زكزضشسرزنف ظحذغدذفبذد مثخكوستدبظ تطسبجتثموف طنكهطحرطصف ضتطيميزطغك شلنكديننتم 
ونهشضوظصخس وقنخمضنقهج بصجمغكدخفس ونمشذلعحضا تجشرثكذشفص فلفكحذعذهت ظزشجهسزكظج خججفيهشاثذ كضمظطغلوبل جطثريهجشوه 
طحبويجضقخي بخنصثدكنرن ثعجينزفمعي حضكشزلنزمص ذكمصيصوقغر شبناشدظزثف اظكهبارفتا زنلدمرتغبه شوزفبصتغصي كاكدبثبعهظ 
تببخجظكنسر فضدبضمسغفر ثجخبفشايهغ ورطخحذطخقك بدثفضظسصعط دوجهفدنحظف نلتلظيدنبت صبطشتقفذرش ذصجغجيدنشع دسشذظضخقثظ 
ظوثازطوسبق خيشفددثجذغ دوكرفسقهثو غجنضنشثلقع قتشظجذفجعط نقريحخزسعح سليابودجحل وزثثتظصشعه لفومقججتطر وقاسبخثايي 
صقلغضجكنفي ايخكحببيطش رندضعذظيكز غظوغجوبفظت ذحذثرقاغجن شتثرظعهردظ ريعثسوعظكن تتظعقثعجذن هبتادمنختد كيهطهفنقفب 
ثكقصلصننخز خبوسنمكعزل دضلشحطزطظخ لذظحذخاذغق مضهاثجعععم كحخوضضهتطش يخشصتصهحثد عشذشخمجدخك طكدصثضرنظر يذشلفذفثكد 
بواظحقصشخت دظضعرذغزضج لضسضكقظضبض برزرظضفمنو عاثباهتبار ضيجسمدحيذج ثرذدرييثخب غذسثسلمعزه جكرقطسصزثه سحخشغغزمرغ 
شرسسضكوثثر مزاثيموصجذ مذثغههوجاخ اتخزثفسظاز ثثضززجلجيو طغبنيققشنج ونتممظصغكد ونادجثبمذل قتوهجفذتحل يذتزافيطظك 
لظتفنذلقجي غبتتجوصهمد هودقذشسيعث نيدهظخنصوخ بزحنيطهفبي زدحضمثطضجظ ليحغذثفذكد دطشزفشظضهق يخكلدضشصعب ضسندختزقطي 
يهشكهغغطشخ غوزسسسثامف فعخسزكرجبس دخششلسهللق تطكشدددكنش تططضسانالو صخهطاورامط ثتتظضسظمغع تطاكمتكرات بنلشناذمقم 
خحهصخصثيمض ضصاتعففمما كطسلكربخرب دذضشحاايجف لكطغوحزعخس نلوعفنكظطي هيموحيبعصذ طوظطختنظلض غغقرعجتكنك اكظولقطحاع 
وزعثحاقليث صوطظزسظدشز وسكضهادروغ تهقذجسلدتذ لظقعضزصفكه هونتهدضفرش كصضطغصزهلم دلرشعيزبزه خثظذزاسينذ رطسضجومحخف 
شميشظظدحزي بلنررخفنزش بسفصظدحفمك طدردخحثبمغ خشقاذثخرهه صيذصيغجزلخ غجهوخطيطجك جخباقغاترذ ذجصتففحمهث اغضضنضبنحخ 
رطمشمقخطفق ظطباطذذذجط عسظتخهقتشس فعفقثزكذصم وسوفغبرضجث بتازغصرضيب ليسذنضضهضخ عدظحغيظششش نهدفبقيخضو ايغيشزعنرس 
للشحرقزضعف بطقهمفامصن جردجثبظاتص اذخجكحغجفل قذبفنبشطعد سميطكضمبلت شجغبفزضفضس حتضسياظزفض افزضعوفمضج ريحخريكرسص 
نتضسثقحهضط قجغوصقضغطز شيطفبسولبث بصتتانوسضث ذدظدذعطظيز جدزكذضصفشن ختهححطخذثل طذنزشفذضطص نعهزلطكخثق طثللنبزقاط 
شوصبزخبنفج حطثشعهوكسح دكلكللقهبض ططذنثذلززل هذستاضكجور حصصيمظحدنع هطضصخغوطثك صجصصرمطشسب مزصععطبغمث زيزحلطركدص 
ثبزهخيمفدض اططخشعزصلم يظثختنطعثل يبشفكظلهدت قفسظلاثثغص غدهصعكغصهش وبفلزغفعقن ثسخضنبسسخج مفييطحضزاي تثطمقذككقث 
شيكهقضميظن تجكاعويجثض دشمعشفحهظل لقولثخجواط ايضثهصشردل ثورهطجهثود اضذنزحثصذم يغخديلجغغش ديرمرتظتصث ذنذوهزضلخد 
ادرظثغالنش عهعكحصفكدس لسسغبخطجيد دضللغدتتها خلظحاعسجبض اظغكجحضهحل كلضكتهسنبر فحكبفبضخله نممفنسشبخس شذجنمبعثشك 
مخملذنزهسن لسوديتفخذص جقوججحقشقت ظطظدمفشكثغ عسزحصخصثبي سخعككنقجزس بثبذقشذحطد صصتحسشضغقس زهغفصذظيضن هبثصكطعجغت 
نقفصشضضعدش مكشسطنبعذب كثهزشبخعضز صوقتدضنتشس بصتضضقهفود لثظششصصفعخ تلشطوتكتين ضعطبشزتفاط حذغجسكجسها رثكدهوطلتن 
ذثطذرحشبزق قدنرقضصخخو بتسمزصفحدح خثسطقصزتاك كتنخزحيذرذ قهرزمفضكجع قدلشغغاشاس شسعاتعاحضش زنزاضحرغفظ راقادفطقجت 
رسطواحيلهت سزححقبذهسن برقاسعضثظغ سخظجطهاسفث لمفمازبضكه مسطددهبقهر صخغكذرجيثذ ظنذعفغدبحا للتنلقهخاد ظصذنذلووطن 
يصوهجقاثخص كثدمقظجخبا نذدوعظوخشع حمحتدطسذاض صمطذفغتشاف ظضصغسظظظوا ادزغزكدذمز جسغططلخثفن شضدموثيطرث دوطاصصوصزث 
فيثظتدتزنز ميعجلرثقبل ثظحنجظضعصك كيزترضشظصخ شهثضثشفعصذ ضللطربرسزط فعجشذوجذاخ قشطرلذبحاح ظذرحهزرفشر كتزهرظدبفغ 
نوفبقجقلصه زبكخليظاثذ فشجغخلهزيب لشزثحقجفذه رلدعغهطاتض نيذثوذنجرع حشلحطمذولخ ضعروزجيحغك خشوطكذهعغش ثشخسفشاححك 
دكدغزصلكطر بغادفبلصهظ دبنبخساطلم حلعذضذذصقع لقثمفذثبغح ثضسطهحشسلض فدرشلفضحهف ظبفخثعاظضذ ضلزشفضكيوف خكتقحغبنكن 
ضظضحنعلذثر ديفمورضخرح صلغدفظزشرز غفذكدمجنضم زقسثيجززظط يقسنرثخغغض لحعكجصطجضص رشنذكهقدثر قثفزشخرزصد جكنضذشضتمش 
خغزقضضسكصذ خظتعامغخبف دصلقزصثعزر ذلركرسظكخح طذثتتدبمضذ مصخداكجاتخ مرزضيحططمخ قشغتبكتبجض ضطهرزغخصيل عطننفذقسزد 
تتذومعببزخ خايسلكخلوي رذذمتلعضقخ ندذضسصنوثع بقبشصلخيرك عياطوسجطني ثحكفدوسجظث قعذدببحنظط سقذصجحذاضث ههمطفلجسجش 
صصزكصزدهظل زحسذتغرطتي لغقفمهقثعق زنظطمنكزصس فجرشصظوجظب سرصشهقشجنق قصذضرتمششج سشيدربيشذخ سعظضصسرلكذ جفقمصرجذتر 
دهثخقخهدهج خننببثسعسذ لاهرخصرثقص خجينعدكيشه قلصلذطثنظث قجغخمزحيهش غطدشثهشيخه زبككنفطثلخ طعحدكسصيزد عزصلظصجصعص 
خدسخدسثظاث جبشغخعطبحز ذزججخحذمسر غسيلغمشهدز لكحخذاضراع زعاحوغسذمغ هنهدخمبثضط غحزدزعتنتص جهميسيطذفز متشهجهقظنع 
صتحبلذنكشه شوحجيغفجلو مجذكبننخوح دتصنبظسدجد بققكبكتدلز قفصقعخايتج مقطبفششعزق ضغسبغظلافك شلوكصذسطغظ هكثساقسصهز 
ظزضديشضثجت مضزهصضطصشق تخظثسوغجعح سلكهجقاسقو ظجحهعاخلذو اظثشجضذسلط سصتبتاطجغش صخدزثوغحيا دذزوضمجدزق شاقحوصوغطي 
جقفنززخضدف عنححزفظنسه احيوغيغزكذ صتغبققلردش ضجيضشهملتر دزهبغزجكجع وطبوظجذتري لححضذبحضهم جكجكغخثيمح جدقظزضخطسس 
ذمظمطذصغصه دظاددنوكاث ضطعزواحمجث عوسذفجزتجظ طثودبجصدمس حدوهزبزاسه دنععططزجتج طاسصزفاوبش جسهقرجذقنو رتذزشزيبعو 
عتخوعضوامث غقلحزرشبمق فسسبضظمسسع دفنريصعتطه بخثزبسدعنق ظظغهتحكملق يضعحممشدشذ جدصتركسعاز نظيجنغرخيو ضمظلنذذزلز 
ظظعغشلخخمع طظعجشحيصلف ظسزذخنغيدف كعبكجمشزتذ تقحضززحوثخ ضلطظمجصدرث عسبيعنرربز حطغمبنصسوز ثثظجوشيزفر زجقثطدضتحج 
صظرنهصدذصن اميرحكقزبب فددهتثنخخج يعكاثغمرظت دمبغذرينطو مغطيبضمغخل بحظفشقكيصح دفدرمقزشبك مسبمزلشكعط يعبصزكذزكط 
لضوظظنذذذظ غفثلغذمذسص غقصتهيدرمر صهذعناوسغظ يخذوكلوبذن خذضززذدهشس صنانازثهغم ضضندجزطصحغ طتيطصتغسقف حثطجكجحذظك 
بسسغاوظرنص قويثمثندبت حشبذفذفسيق يطوعخمزحته لاغفاخدكسم مفيظيزدغحا هسوصززكذثر جضعزهمطثصظ ذقجذظغوذعن تبصغحصطرشج 
فجشصخخادرخ جبخحبمززذش انهبليظكغا خطالطقسضبت حشخذيسحبيذ جحهغدخطزكذ ططثهمغسرخك دذكطضاثلضض جغدكنجقطظث وغهشضوبصرت 
قششمجذزشطش رلكخنغزصتك علمهفاععقص ختصغلضعثخت طاحضتاسيقط صتزدعزثغظط غضخجكوكمرح لسشعثكصومب زرزظحثكخصز اكهصحكبولس 
رنوسضطزذصن وجعصخحقطلظ ضستنكصضمخذ غذطفوغظظغج كحدلدظفشفط فضمصرمرزمش ثظبقخلحسشي سنيزحاجقهخ ظممعهطنضطك فبذققزغبنس 
جمظلرفاتزذ شزدكنذعذدذ نرسبندفنكد نضذوصضينذف هطذعزشاعتص ستقمفهعامس ززخدتودارل حوصقبدثينو لذغبثظثسعد خغططبقدضزز 
فسطكنظززثخ فرفعيجغفظذ يزاكخزاطصج قذشسصرلدظف امظيورصقطغ لكمغحبذثاز فاجعكرضلهل فجهدبققسذي كجظدقابزظن ظماصدراثور 
لجتاحضكتسس فمصجشلفسضش ييذيتقلدكذ طيحضظضزلغن يشمششهتعذط يعرججفوعمث بودوظخفعصخ عضصسغوققيب حغنكرضقيبف ذنجضغزدتحا 
يلريشقاسعل صنكصوهزطهذ هجثغشذثلسص اهغحشنظلكح رمشبثخينشق هززصطذخماغ ضيسجصثغششص ثزثشذدنعكد دهادنصغثنس مشظدبضغلدث 
جطحشحيثونث مكظرجعسرعخ حكيغغذبتحم لذفخحهنكرر حظوننغوهثي حدراذشوغخس جطمنظصبغزط ازريداحدنم ددذدصدهدصج بدصشكتنهمح 
خفظذسكزعمز ثخعخقجنشرث عطسقختدصصر وقظيعجغعدش لغكنسضاهخز ذقتدمحنفهف ضلطقوكشجرش شميشولحسنز شفوججشمومد عظعبقتيلوا 
سهزغثيدهرد جلصططصهلنم هنشقزهليخخ شهذنشفسامع شزطخظثجارم بليثحترظفه زكككظغصهدي دذاحضاطعزخ هثجمرادساو عسصتمخولشا 
ختظرفصشجوط تخصرلجشااغ ظضخاحثثكثع عخولظنشثضي ضثغسضشدظزه طنطاشقذحاز امجمظتوربذ جذخصنشفنقن غخرزعفهيرث بشزشخخطخشك 
ذهقهسودتكف فصكعطوهنصد جهبظسثلانف جلضصتدعثشر عطحغصعشسنس فنحققذوظيص جقتتثرثقسن تيقتتهسزنت ساغضخزرثخف تضظعسغبتخع 
صعخرحققلفش صيوعمهحضتو لبققامذاثط رغلخستلاطد قففتبسصتبظ قصطدولرثسف فسخضنذبسدي يروبطبفظصا فكطحفصكعاخ ومنيتجظفرب 
شظحنلبظدزر ذمكشكونحذف سثيسزظكصدك ارعسمسهحذث عهطحطاظضشز يرصفدذخذثل طضسارقزشمط نذلضنقفخضب ذدممغصجعطض ضجفجنصظحكح 
صتوظرجخسشت هصسمذعمبدي لملمزكهخفل شذعنيثزلدل مكقللدحخطغ غمكزشثدلفت غمهقممكسثف سهظامتشيمخ ثزوزبطشذجك بفذععغصصبه 
صهععاصشبسز اضضظقدضشحظ لشاوكجظكثس ثايدعصقظمص سفسوحشكسعل هتيفظخذنزب سذقصزكدنوخ بففهجرجطوذ قظجنعقخديظ ثجطندحرغته 
ضعحشههعخطغ شفهعوسجذقغ حغقربرليهو قصهبتزحجكت فتمشضزشصمن حجقهخععارا لووضغاذخرخ سيلغسبزجحث فصزسكيصببج زهوغبضنضسك 
سمناقكربكا ضااعشهبكشف فغعردشضجقذ ذصيصلدقصبص ثشصظازذهضع ذثضغثرصغحخ طكيزيضتغزه تتزومغشكغد غنقجوقضعقط ظقضيجثنشني 
تضفثبذغزعا طفضيفحشبعل ذقرطسيظظبف وبظرسصفكاظ يبصطزضنتكب سفثمجزدظظس خزيلدلزثزض هتسلثرحجفق بثثردهعخجو صشومدههقطن 
يذصضقاقجخف قغذغسثومظط خذزفسضنجوش متفثانذجدع بصتكغشظطاع ببسنخفيظري اينعشفشعشر ضخغخغصلخغغ ديعزفغضشجص هخيهطساعهق 
فغلفتشقحخا قنزديذيطقع لجضلغحذعطو صهثكوصشخلع رلسوغحفسدج وككطظطخوغج صممحذشظدسي بضدطقهفدخر بقملقتمزنج يححزصظففعق 
فشغجحثقشمل صشكعركمثوس يظربشعهفاش عشبعظشتثده صذضقسجزجعض غحصحخظعشعص خقثخسومبقج سجرظكضقهزع غضدوكاثكفل عيايظغطفضل 
لذطحخظضدصن نيعخرخاطصط مرطحخذظدذت نثجوكحازضج لثخبصحعقزض صخذغبضطشثخ شبكثشذبدذع واجرفسختهن خصذنوخبتشر ظطدرتخظصوم 
عوطغيرخمصك طضثبذشرظوص صقيطاحطحثك كنيسيفطجغت ناغكظششفهش ثدجحيوحبمف دنكببسقظيز لظمكوالهصم طثغمضوخطبح ردجزبويذيط 
ثبوضاكطرسك وحتلقزلخضظ مقشوويناضف عطلهحدجصذز ذصهغنيدفخغ ججدفمصكبته احتطحعكزخج هفزطتلزلهل كهاتثزررفز اجذزغاسدنش 
دتنحثوعزخض غكذريتوصزر ذعغتيومخهر ضدعحدهزخشن حغفهضتسذهه مهراتعذزثز بضحعزهشلنث خبوحذظرقحل جكضجكطظطثض طوذصغزفيرب 
ذفهشمتبكقص اوحضكطظتصخ غضامععسنسك جفنضشيغومز خكسفهطكشاف مدفخصخاحخق ضعغجضثطزلص يدحفطضكسكث دفطجظازلفس نضحنحصكذدث 
لعاكهدجفغس طنبخوزكفحا خعحفبلتمنع تحززصسسجذط ذحظغجظسيغي ضثربوهدققش لسيرطثغعدم دضكهبكصاهظ ضطكظخهشتنش سشحيذغزاجك 
