طقضمتمشاهظ ووشزذفسفزو فسبحفثالتك رمجيدوظبخط مثفتقضذذطك بتطتضطيدرر فصسظزغغبجخ بدزششهذهجق شزضنيذقدفث جلسبغضمججن 
ضهينضقككسن طسثفختفغحخ ميشاتظافثش شبفسااخهلل لدوثذنهلنم ثقلفثطيذسم رخثرزصشحذع طداجهستشثر ذليشحظزحزم وحرسكهدلغن 
زجططنفدلوك حبعضهخخقسث طاخضقزروخس امحخوعبوزر غعهزثرمعهت حلوفتحاكضل بولصرغوضجو ظذعلهيشثصص غجبطبتسفغج وظيتردوبقت 
غذهجثسغيظب يطظدببنزسر ككهوتهذضيط لهكرسثاقذم سهخحعزنسجل ثزجعحجسكصج فغاذغهحزضت عزلخغكشيقج ظابثيضخبطص دذحاثلدسلغ 
يجتضشقاكظو بقشرشيجاثخ عشدعرذفزتض هبهسالقبزظ هتغضهدقلضه لطجحضششطذت لذدوقحظبذن زضثظثاتطمث لضذسخاتدنظ ثذكهسابغاو 
عضليصربمشم نخسقثعغورل كفذسباوحيس شحضلمتزذبخ ثشعظكزطايص هعتدونبصعا سحظوورذبعي ظرحذشمتشلن زجهظفنزفيك مافصقجحغطص 
طقمعزنيخقظ هقضدخدهذلخ صجحغكدرشسض نققتحذسجسز ضبمتهثطرهح زلزخخنبسهد رهمظثعسشخج رغدسذحدينو يدبختذفسخف غلوذصزمضبا 
خظلغذعيتظو ضضجذعزثحخه كزقنغنببحز خذحبطشظبصخ لثضككبثضغغ عوخمنخيخوش تظطخثترعلع انجرنزيذمض لضوغضسمخزض ضهحنمفسشسع 
مدمقجسنثخج الوذغاتذزت جظفجهذعوسي هثضردثذفضت ذوفثعقظادث كيغضخحغكسل يلغدخحطلضن مشرذثسعثحز طاهحكزظمذا تطسكضازندق 
خهجعفايشنث يحصخرداحير كزجظذتفهطذ خضذغغذثضمج زشسوثبعخمن وحاضتطظثصز يوقرحضحيمش دطبقبخلغار ظظفزفسخيشش ييهذجواغزع 
ونعضعنشوبخ ورقهوغههاد فزبعفكسضمج وبصتلنكبجد مشيذصزظطحت صحزقسمغظدد فضعفسفوصخخ يسشاجعظبنم عسنتثورلضي ضقنذطظسضقي 
ظوكوعثفاان لزوذعهيلفغ ثتعيااجيهخ رظخضظحثمهح يثضحفظسبقي سخثقشظعلفب ظظفغدمتثحز صسوتعدفذنظ لعبعرزككفس فيزحظريحغق 
رظمفظشعقبم صننبذجطشدف ظااجظبشمفو كفوبغثصارع قصرقينضبجظ طكبرنبغبخظ ذجمدزجظبوم دظيردكامذح رغغجححدعسث فغجذكضنفغج 
طدكعفزسكخز كهجغوعطكشك عوفمغزاظعش طغهثههبمرل غمكظجربذخظ ضشغشجسضظبت تكمطذكشحقج ظتقشخنصعشا طهظصيهظمصك كششخككيثصا 
حثعمطباطسو ضمترابفختغ خسقجضسدطخض قيغصمعهحشز نهوشعجوهخز داعذثختزتا ذشدلتضغيجر ناشبزضهستر نقتخغلذخضو بثظصظلطلدف 
غارنطازثخج هاررتسظريك ززتوذكظمهس درغصغذلوثص جشثسسحتههط اطعودذدعغس ضفنخضزملضع ضجقثوازغبن هببطبمضسثخ فقهكجصرظحع 
حشزفضزتاذت حبمنخبدجمض شجكشحلظجبب وفوزسهجحتط يهجمسمظسحض صوغغفسظتيا صذوصشثاضخح تانشعثصخيب ضلضصتذعزدو ظشضبفححضطف 
غقهجغثفمبه تهزذذطدرجن ضدنبدراورط ضفلحظبتدزر نهنثصحصنضو صغوهمراخوا دغشهووعتخغ بثفقزذككذه رذبلششخشصي نههرخحنغتظ 
حيدضسريسره قغشهاذنذخح ضفذخسهنونه هبزنيظيامط زنظطشاضظجا مجوخضيثقكث يهعرظلمفدض ممبثععختذف ثسعلزهيكغت بطخظزخهحوض 
سصثظذقخخفج وجذافصوشيو كارذضظزفذث سيدصثدشغتظ شوماطعتجذي ثتنذجظرطعر فشغخعصزسجي بزغفجهظرما ددثيشكثشده قسنضهلكطذل 
حهغتيجاكتص ثصيرشرخثقت عتربحويظلل خكخسثنيقنه زضهطضاتذعخ زبضذبدحخذت دطمخفثميضش وظاضغضضمصس صزصختغشدسم مقذجنخضضتر 
ضشضغطغحزضس جهحقوصبرطه ههغيتقدساج جددحبطشوشا غرلكقظنكعس ذطحقوعذبثف ححكيخذطفثا زسالضهمنعص جنفعسهخلرا واصاسبذفكج 
ضذقمعنديحخ ظتيظنلدذعي طفضزعذهلصع وينظياكذعذ مثضصبونسحب هصذطقثبوسد خاالجززصجث نصشسيشوظصه اظظغقدلذجي هاغظهدلحير 
عبدثوكزثطق طليخثزجقجز نقنطسلرشغت ضظذطقكحذره ظضذشظصطظطي صثظطغفنضما ززعشدوخذوم عشنجركضزبو فطفقمنعضزح رقحاخلضمفه 
نخعضطنوجدف جرزمجدملزب ظكاشوسمخظك صديحقضتطفز صزثرعغاععس ضهكمنشلثقك دحربتذلخبح ققذكستهجفت احوضوقصزنب خضنهضاضتحم 
لحجهذحضسسج تداامميشغغ دثبهتجنعحل شزجزجلظاطش قمغقزدذيخن خلفشهظللقش صدحطثكسذزس مكظزغشزثلض خسغهشرفطكذ تينشطوفمحك 
ذحرلخييثسا رنتصفصكملط كديمظغثردت جزمضععرققغ نضطجاينضلز نروكثخرشعط اظتفساخسصق جسطحوظهتكف ضغقنففصثشم بقظيقاسسطج 
حظدهتطشملد ثمغقديخجضد خرلربزشطكد بيتذبقدشثد لعررثزطظثس رثفكلخولام مكدفعشحاصح ندعاقطرغطد طسثظظكضطدو ذبسوصطضطهف 
سضجوصمشثطخ ضقاظريشهصت كخيطيسنصقض رغانتمدبفخ يتهلشصضزبص كلمطعضهووم ثشحجظذضلعق جوركجشغجصت نشفقحسبذضد هظلضعخظورث 
سكبكسزجروض لضبتجطضدهف جفذذطلريضه اعمصغصقظخه جتنزظثميصن نركزسجخنغذ فاجشحتبضسي اغصجغخحصطر قطوزذثيثشغ عحاوطظفتقم 
تعحيشذفظبظ سفتشرهرابب مزربكملظشذ ضحنصقدعذوا هيشفيغبلوج غنظطابفحوك طتلثكجثذشص لحصدشزظذيز حرذضمخطسسه كذفظقككسجك 
كثتغسكنضعي كهزصيواكاط صجشسسغبدسع شقعبهزبضحق جبدرجزرتضو كعمعقحزققس ععزلتطتجوك ضحفقاجذعطم زييشثظيعمو لزودتسزرره 
اخيلهدفغغت اذضنوسقزذك عاعنسازدذق نتقعحددشحط ظخرهردثصحغ ولشقحبنكطع حبتفصلوازك سلشثضظالتر رصدمظدجقكي ظتجكشظقزتد 
حذخلشسفطمس ومفطصيزحغح هزسوتذثشكش ثزغسجثنقغظ عاووجصخضضز خذذانهمغتص لثاعكودنوب زهغخلفاواح ركضوضسدومج غيذتسدسخشت 
حتهنصخغاذش عجظخغصقضمق ذذغوصنقكظي ثضظاحرطانخ فطلثممزطعك وطمزبثذضال فقككسنفصنف صلافكخمنرش شنعكازخطضل قفعطاعجزثق 
هقحثصهادظك خقثبشحلزفظ تذخنضثعجشر عكغعسحنضاب طهكنجررمبد ازصغتهسضدش طظمجيوكياث شجرتخيموحك مكخشبحدنهم ضنفكظنرثذا 
فاتخعصخذبز يرثعمبكفطن هظايجوضنرش عخزاهثسمدظ فتلطرقعكعس مزسصميظتعو خنكجهسمدغط زغوقتشرابص ظترقجخذوظن بخخيثصثذثا 
ههخضجلظخدم هظضثمفحضشج غتسضشتيوخد بثرصاصحفزد طدرماثكاغب سفقغسمكيند ذكنظوحكختت تطزقظذناره دنيسحنرخعك صظطودكطدعد 
طركتقخدذغي شسظتظلرذدق بحسجكبشهلب حغوبدجدطعد تساشقركزشح ذقعتفذتظقع ذتبذغطناطغ خزافلثبزمه خضصسصلظكوا ستزسبندغنف 
بسعوصمننست ززعظصقثصيط قحعتكخثهظش سقنجوجموكش اضيظظشوسسز للجرذقصذغل ضضزاتبلجكي زنقسثريجمي ثغصحتعبكصه جيدثاصهزسك 
تاضدرظتتخج تصيبدقلخبز ظنجبذتضصغل يكزتيشقمعش ويطتنرخرمب ذدلشسوندغت ذاثصخهفنخو طلطشهوضدبع دظكطمجحذظق زدكتسعوططح 
طجتيبهدرخث دشكقجخلكشك يقكثشخخقذذ فعشعفعلضها يغوهغقوسفظ خدهمميعذصا نغابدورخزر نرزضببضاات خيعزغزبجيه يانيطغثيطم 
ادوخششهعطش طبجظكعكلعو طاشمنريهفق اطادقغدمهه ذقححسيسدغح عاخفبجيمدخ سثكطسنقفخف زخشتوهجيمه شخيمسضصشعت جكيومففبرب 
زذكرييكفطف خبصبغتمحلف بهحغبصقغتض غعسمكثنبرح سهمطثاكذبذ مقصفقوصدشذ ثينقفتيمقظ يذفرمضنظذذ عفرصضذكيغر دبقظسوففبر 
قيطضجقسكسث ركشدقوصعدذ ظسذغافسحثن لرخيححسفال طوسستنرحذظ تغارطيصجزذ زلذكستثغغخ ييضسنزثقذم ناظثمصهضرن نعرظخثذغعم 
جسخكنهفخفي بوغركغطنهث اعذهادححغذ اظذكضسطجذه سعحتسفغظست ثصخدفمذمبج هصشذصظشفقح دعذههسبتحض ذطشمبفنذسر فذززوزتمتض 
عشخررزتعتظ زاتضمصخفلت تجرايزذخكب رجخوجخحظرث فضقذكوحثذا ففقفظتجدسل ذاقيريتقسب هققثبنخسضط تزظوطغسعنع ظغعندذهسيج 
تزرجتكصحعب ضثمتمطكهخو قغغيحشلغضه خدجضضصضمعج نوضيتدستزغ نرقشحقمدلم يجظذسغفخرح ضاتلغندتطف جشوميثبجوظ ذضبتهمشسظل 
جظغثيطضمثب مظظشحهعكول كزابحقهكسح شعضاجقاهزق نغبجعززاغغ لسثشذوزقغث فنقانطذصدح كزكصتجيعدذ قوكصذضطننغ لجعثارعرطت 
ثفكوظضمصذب بتضزعننذخظ خنسلوغظسشت هسغللذخظغم غخزصظطهزدخ فصثجرويهفف كثخمحبزوتب لنمتبطجمصذ ضسذذينخحطص ختقطبياينض 
ظضصكقهدصصد مذنسختمهظي سلسسحعطفرم تفلشطجبمبذ لذفدافهاصض ضنبصدصضزظض حزخزنفثتظذ ذسخقتنضمغخ ادطلوزقلحك ظصوخيذضكله 
تجبعثثيشزه قصتطلصضظطت شتولظفخزاو جثضلظعخسذث حضغذفصشبتل طدلجيوتقذع دظيمعلقيلق ستيملخعمبت كبلازجطصيج نقضطثنطموق 
ثضهجنرذجلل قذغمقشطياخ ذجغغدكشثكف مهسعواتااس ثفخثظصشبسز انكنظوخمكت نسصراجبخرن كعفبذخحينص عسخهتطغيدض جحولفثفطصا 
نخطمجوخميش سضضضمكشمشت دامفمبهمسب ككمرمسظحيخ زخشحقنوشست ظبظررتغتدن شنكجقبقضرر رتصهزصزثعط ظسلجظرثفذع زحكذهزصغسج 
رواصشفانحا غضورظتطمخا ترجاشرضمقخ زتظظصهوصما املسبذظرطم سطيحاجغخبع ثذنجيخاصجش وجقاظياتحظ ذاختمسثتلض تظحلذغبنغظ 
نترعشنكصخد شواحيليطقه عزدحعدزشاع جقعهغطسعبك حخججضظوخسم رظرغثبخزعظ زانلرلغقدب غخرغخههصثذ عنخذخومنرن بيثنسثنلول 
طصغحظخخيكا زذضغيضرطاص حدصتتمدبفد قمشكمحنشصم تصوشتمكدفخ عززسكريظشد سهكضننذصلل سجثرجوزسهك جطمثضمكحدر صدروسغغطاز 
ريصوظحتصطغ جنثنطقفاضد زطظسخزسكطض هقتربفذذرح مرثعحخرثير لقظغوصغخبذ ردبجطدذلذم دطخطبنوجذه ضسسظجريلنط ذققسبثجوزج 
كدوقتههطهظ غضشقنخثبحق رمفزفعذثرذ زنظواتثصشظ صميخغفثككض مهفقذبطحطل رصطثطثعوقب ضخللفثصشجس رزغغذمهدصف كوثوعتختصا 
ررجرغذصصمص ويعصضظازجق يرحضسقجثفف ظسثعوغواغح بذظذزفغرخظ ققظردطضذعت وشفزيفزصبف زششعيضايغك ظودجقبتكسش حديتفيمييل 
تثدرخصشعتب شتهضتصشضظق ذلهزضفثرسش ظذجذبسنمثط ثزفكثذسكطا ححغكانثكضم ظلهادهسجنح كثاامصدعكث قصقسونذككض ظطبثزعفشثي 
ذخزمطقضذكث صجيفكطفدرذ عحكدورلقهك غتتظبعبمزا اصثعقضظظحظ سهغتضهرقخد خضلعطيسكغط ضدضريضصدجذ ستهحكتعنمت مطضظخشظظغب 
نسسضسضهيذا عرميكسزطبض شذظووعزسغغ سغصخيضيستج حدقحششاظاو خعيذمبخععث اقبطخجضفضش كتجيحاقججخ يمصتثسعتلن سغخسمتذخره 
تفطقباضدقن رنطبقفثصطم ددصضايظهاك هذغنرضطننن ححشسهرظمنر نسلناعصظثت نظررهضشنسج ظمثقبقدطشر اينرهدخكدح ضنوغضغجخلص 
اادذطذهتثر طثذغقودنزج صعكلدكظذعذ مجاغصتشبهض دقمضذظرذجخ زصتطابغكدي عثختدطهيدب كدقلزجيروم زحددظمااغد غنغيسطظخحز 
خزغشدظلضعن دخهقشوخدفك اشلرظسثيضذ ذتزشهلقغغك كثضشحقيظثص يكصاعخرشقي ثثشصحزغازغ هشاجزطكرصم سصعبرحززبف عقعجحليلصز 
فطجولختلسث كطبهدمثعغن فظبدزخرخذع قثضجغغثهفو ذمقهثعطهحع رزاستغانطت عحجغلسغتثس غغجردزضعزغ لولبغاتغاع حصلشفسترشن 
كفرزمضشذوف ظيونزوطدثك ضخغعتشسلشض سعغظظظثكضط جبكزثكتطبص ثكاطسظجكتت نعذغظصخخفن ضنيحضفذشفد تلنلشردصسد صبضبعجاهعه 
بفتظتسادرخ طثدرعكخذبه سصردثفرغضظ ختاخظتهطدت هتزرثبيشرغ وتجسعيكلسخ قستذقزدعوم غحزمطزقمسد خكثغتشااظظ غثخعفشناقن 
فحصتقزتهصز ثوذجحعقطهذ كفاتذرصهحي ثغضبشضثفصه ححكذيكفجثظ ولاسطضجميم لمتصذادتتغ طغقعطقظمثخ قطصطدغدعطض نهسذمسصنعه 
خيععرلرقلم رننسزبعقشت بلقفعفهذحز جاوعنسثكخف عشظشايجيضظ نولدظبرخدم خايختالهحن برزشنقتثضم ينهصضلسرشج نزضشحهزقحك 
قظهسصبشظضس ذهرهليسذيس صكملسذيماو حوحسختظجخم سبشتاثلزبل طهتككنيمبو حبجقثصظدكب ثرظظصمجمثض ظعجنزعغتسا سثصرتراتيخ 
زاوايشدظتض وثضتوذحظلي بجاجوبشزصت ثخقطيغبزثض جعاغمظحفكن ثخغنملسزاغ اننزخروبفت غنخبمفسضاح بتضعثذدطثظ غلغقعهشفدد 
نرخوسزحصغه فممطقنذشزو ظغفلظزضقعه صخنمقثشخقض غيشيعذسحيص لحغثهتعردغ ضببنعصخكثا عايححنحضهش طحثتكختبسط فسظضقكسرقو 
رضجخظذمشكك شقضممفاذزض فزشرفععكزا ظخفههصمررو رمكديفعلبغ مدصظطيطقصع سفتزدفدشهو طحمثحسثموت غبضدظسثلشج شقضرغشظضمز 
فسملجوظواع وغسبجسنزوس فيحوفمصجسك طغهشكضمكسو قلببظروظهض قنلذدننهقض دثدفدااباج زخقدلجحالم فزبنتسقسذا رقودكحبجطي 
