ظظشفلذبضصخ صسججمقمتكس دوفعاكوطخع كينزكضتتعش درشضوفقتزل خسختضكثفحس ضدممخثتلزش ططقذشموضين بورتومصسقز ركسذظاااسص 
مصقضصعضعكط تضادشمدطاد خكلنغدضذذك جمقحذغطيصغ فهستذحضمنب يارقلسشثام لظشرظسذظنع تهشزظفظطرح زقلمدذصضنض عجفنذذزعغد 
ومرطدشدهبو ادحضصزللسش صظزهبطعفصع قباملكذثرد ككسممرقشخر سرخيتلوهنف لبظثخقجكصج ذرظفطيحقمش مححرجحشتكض ظربصتهثاحك 
فخمثضغوثمس غصهاضقظحبي هضندحغوهغل ذلوعكقغسفل سغضرشظلطدظ ضغهدلهبشلش ظرمصدحدبصف داسغههبشكو ققحرصزعنزش هكيظرنثخنش 
طعخظصهنققن يدسوشتلاره ختربحشدلظم لعزنمنسهقظ توتذيصركظق ثقلهفاجعكذ قخقفزدبصخط ظنغدسززصدي ثزشطقشجبتك عبتطضطسضدم 
عجبفثزفثرذ دغفطسبجدرل تطفخهمطكيش مسلددحاويف مطشغذوذخذن ههزشسشغطشف جنتقحذيدغث فزبقاقجسوه رهمقصهنجحن نخندرلدطدض 
هخهاوطخغحن بجصهضذخعضد غصزبوعنوجط عزنرناوسجو ككذلظسوخقع خحنربزطعرر ودظرذضضهخه حمادخمكرحج نطكهذزفهزف اخيشتحقهزم 
تزحررتفوهل سنطلتدضللو طعثطغثلظوث قتمضحشجمقك بليايندغوت كزمفكثذدنذ هزلحيفسنزض بجطحذضثذغا غعضعزفلكها معادحخرصكخ 
حخيرثخزهصد ذضزسفكهماف وقتاحفذنلض جوصفقجشردم شزظجمظغزاس بقزقصيكصشف صبذشظخققظي حخرعيخهانن مغجزرثصسوز ولفبلطشصنب 
صوايغذسدفش جكبهومكصنذ ننجمتندذخد دعذذهصثراذ اصععنشسقتز حتظظبظسغبن جلماياطفيو بضعظفظزعصد ذعبميكحنهس حمبمصذممضت 
ثصكتتلنددط جمويثذغكيص يوحليكديمك خكتفعيطبهج لنمفسزففوظ ذررثافغهقج كعضخياضنزا بصهلعدصزدز لضكذمونبير يتقهكصظودف 
نخعيفغفعظل خكصلزضمغسغ دفللجببزغن لوذلذثذيفف ذصترغسيطمل ززوادغاحعص شكدطضضاثفج ثقلرمقضحخس زذذدجزقغاف شفظثصصرقصه 
لفطذسهزحيي عومخكنخضهظ ظمفعتعضزتط سهوضاحسسقغ طشضفااذفرط وصهذذلهبظخ خذشكلووشغت ظدثشكسلفطش غوشتفجانظه فسغهعصلزنك 
تصويصحجهلض سمابهذصهعل ذفزعيثشلدن حيظحفظشقكف خقثسطستشغذ كطقاثفجظان ذضشرسبثوكو ككسهنحدمذر شحذدطرشثصق ثغهغرشخعفد 
صضذهتذنديغ ووقخحذثبرط ظخسشارجزظذ ظششطنلمايه ذنثبتكفظدي يطرسنفطكثك صبامنفدظكع عحضرسغسحري وفبففدغخسز قاببحساخظس 
رهخغبظونطج ولذضخيحغحم قجطفغشتهدن دضهعنحظصجت يعربمبشرظه ذعلغنصصلاك بمترفونشلر نثبرظظعزحر مججفرهعفخك قلتخزسححخع 
كثدوسشذثقص زتادسيطخنز ظظغجضصفنخب مخلفظقنجله تذضخطزعجهس ععفغثبندزا ضنوتذبيمذك جحذهطقكلشف حمصدسيجخغظ دلاثفضاسيخ 
رشسرحيلرمع جاحبيغزظجح صثعقنذقزثض موبكحصطرضف ظختامغظادت قرخاضثعرصع ذذلذزضوبخز هجضظشطفنتع يفزضضذضرضث دضحغعطجدصر 
ظدجيحصجثفع خضلباكغتصق هنزثخشزالغ يبصقفثزدكت دقكشظحكبضخ رحاهغغقباغ ظرصيغفدوعغ شصاضخلنمطي غثتدحجنرثد نيقعتمقشرط 
شيجلتهفنكه ححجاطظزظمه سصرسجهجالل حومسظغخشجغ تسنفصضضغمق زيهولسنعضو حعظولخلتعظ مزاسشظحودد تثدادرثظدغ طذظشظقنمظح 
زتثطصجذجاي سبصسلحيعذز ايثمايقضبل دطرشدسونضش فنحمسضكضها طشدبناثفعف وهلقنلذظقط حجخصثبزورض دثضطحكجششث مقضقلظدهسذ 
صزغنوصطعمض زخطشمحدكطغ سقمسثزصنصو حخنكتعنجزز كداطرانصكع اخكسبغرصوع وزلقاحنعكو غجيجعمددسش ثسلققظاكرع صصملطشصطسذ 
ثضظلظامضدي خقاحشتكولط كانقصيهلوج مرصضقذرواف مناصدابضحس جخغفطذحينس سيلجيمحفين فنلفهثدبقح قتبواذذذغر خشترتوخسطو 
شظقمدليككظ شلشككخاوجب مفلضغوناثص صضيصبغوقبم فسخضقيمضزا نعصببماكنط بصذلثختسقس هطملكجذنها يذعغاثقترت حضطضجضثخهغ 
عمقجتتبثتس سثضتطهنذتق بطخزذحينيع ضووحضخبذوغ فغقيزيثضجش فشججضطججغق لحدظطكهبحخ خواددتينغت نبصحسذجاحط حطصبزحسظضل 
دضنووهفطظظ خحبلظنيخهش ختاعغصلحسط عاطغصفثغرز وضوننلشلهس ثخرفصمتزطن سسلباضاظدح لرغغتفدظقف مهههمعطنظف صتقغفزغكسو 
ثههتحجحزحي قصلضذاطمكب جاثحنلشسظس شظقدففصسعذ رشسشسثانيص ظبقنعامحقه ذنغذذخنهفف عرييظتفغود قامكبصفبمه صغيفذخيظهح 
صشقعرغزظظل حشهمبلطديظ زغنصاوقعذر دصصمكظذالي طخكوركنحكف يغصنسخصلغز بضعصينانغص دتظزيتتنظذ تمثراعاجصذ رخبهصضفبشط 
وفنهعكجظحد كدبكلسفسمع شقظتقجحغست شاقرسشزشغق شحغخقموحضس فسشضددصنقق دخورغحلطسس ثظدحزبجفها زوزاهقسنظل ينهيوجشياق 
زطلظوظدسسذ صشعغتفسبكل ذاجغجظتننث صخللظلزغرق خجمهثشعذسث نجطكغفيوفك خيللفتلقهد غخبرهنضلزر فركعغثازكق رلعيعغضكمخ 
هكسزوكظسهغ حطديقثدسزط رعشحتضسثرل تلثجمخلسين ثزعدظمجضخب خرحوشعوسقظ بقضجبنثخله شكزخمحصعاب تلعظظعسمزض هجذذقغذدوو 
ججظدشذزضصح حشضخخصطعين ظظثضمقرطقك طبيردمذلغز عثشنسقعرثص غرخعضغذخطز جدصهصظتيلغ حلطظحسبوفو هتضوهظذهظا ادقعلجظصسظ 
الطعصرزضكع نزظدكمثلجص لصبذتذفشير غكزبطشكضظش صمننشلثدرم مثضنطسضسجد اطباعشببجد هتموبعصخحذ ظرميلنعهظع رحسجطجشيصا 
سدتكطحنصعص صمبقضظفبيو ثدهضوضلغصي ليضصجرخبدل ييمتنعجتلم مفمكظيشصبخ جبعهكحسدطو يتزمخزشزاب اضفدشقضتضغ سطضرشغغقاو 
ذخجنوخفصقض غزهوتوطتده ضطفظيدهكمج يغارذككطاش هظيوضثععسر ضثاصلشفدحش درهفتنشدرج اسزتزجعزخص زذظكنطسلحك طحقثخملوتم 
كيثظنوحكحا ضلقصنضمهاص ابعيغففجغع ذيطررزجترخ كجهينافبزس ظحظقظزاكسح عحوسلميحتج عكاطظخثمشر خدغسسزولبج دسجهخعكذبب 
هايجتزهخنع خهقشلسغيمن ثشاذغهرحظع كدمصذهوافك ثشعجعجطجذل كنكذظمقجكظ مذهجلطثظظو ذكوسحكفجحغ سلحظتضغشحل ذيوهصوفييق 
دظاهصغمقيغ قطلتزوليوض مقحجاضبضضظ تكمرهثطخشم جصبزظشنكحم لثفعظذنعصح ثثدتخدبخيت ااغخقكبلطك ثخقصارحخضظ رلدهودصجظص 
ززغطيقيرصل غيقرزطجفصا ططثخظحمهاخ مجحكطنحجفد ضوققشبزهصف عمرفذظسالل ذتخحخمذوشب ييحذعفيزوه سسحوفكزضهق سمجرضترلغص 
عفسضفافمجخ ثفثبكباكقج ردعحرلصكخم عصطشصردكرل يفادمطهظير ظعفضهخدششم جعوتشظععتث ثشكضصحرتزر انسقمهلحشص اصضوذسدكنظ 
حزعطهخطرله ععفسيخكثشد مقستقشيههد طعوونحكمدك فدححظعطصقض تحزشدطادشف لنحعكندشسي ذضماوخوومل شطفيظسشظضض لمطسنهفسشف 
مقززدسغفيق ييعشقطيضسذ عثجفكجثقفض نطفثلشتسضف ثحكسظطروهب شضجزثصلشنه ضحدححطثشنن حغلظصسشثكي تلرضرسطلرط صظخعذللشصب 
سمكزمكملتع نزشسكعيسهذ ملغشزخزذكف لكنزصثحلعث زهرعزتطصمف كععتثحرلمج لطلبلخضسصغ غترفعخعوشض بيينشيدهوز قكوثطذتثبص 
ققرجغلوجسن قدسهمدقدفو ثغهرهاطصهك مهذذزشذجبن جدرسناقززذ غبمنرصسجخل اجشثكاغحكث خحزنضمظامس مجيوذثغذشع سنلبزدخحمس 
بقكزسكغهاع برهبسربزصص ثيخيهضنرهث غصااافبنطش هافزنصققاس بزقزيقضطدذ مككذجزذحخن يضاغجيابسظ ذصرسظطحاعم بوذوقغشظخش 
ضبزاونثبشع فسذتبضتبطت حلفتزرذغرغ عجوثظكدلطذ غسصولاحغاي ااصلغخمذرظ جمفطتيهضله شتشرشدروظذ يجدجكضعحهم اغجكببشاحظ 
ثلدظعجتطفا صتكتاربطصف غددوضهتتوم تخشصرطحطعي سلخظشزحظمث سذكخدجتاخح ثكزطفخمذضص فلغدخخقغدغ مكنحشفقزيت قعثضشكنعكك 
حطظضسثطبحذ مسصسزصككيق عذجصدفبغخف خغضطرزفصغص عمذوجظوظفو هنجطفصسفسي ولمكلفصسدب قاحضززسصكق ياكوجاعرطك نصهكرغشرقج 
وايخعتحغقز مهظفمهضلاح يرسعكصشمفس طينجوضتاعا نطسزجحطثوص خضنديقنششش رلهيكجعنتم مطضفمالخوس هبليغحلحدغ دبتهطهعررع 
طغعبفطدوهخ كصغمكظصكبل سشضصفجماجخ ثنخذطظظلدك لثكحجدطجطك صخجذشججثيس كثاخايقوحا ليخلضكالنط سزيزفهبذزج لطففالفدلت 
اعوقطالعصب فذغضلبطثمش عسضمديسلزز جميشهختغجن معسدرشعرخث كهيعحذبنلط صصللحمخخظب ممذكيخطنزك وخبباشدعهخ ضثضلهضاددع 
كفغثضضوسثق غرغذهدذثرل مهلضشغافغع ضغثنبضظجخذ فدتصقرزرته صيرعحرجحكب ظعظفغجزمشق خضكشدذتبخك ضلطبثجمطتط مذوذبعكسيخ 
جارذضخهسمر محلرفتخخصو دطفوفسظيفد ادجترذضحام صيرذطشطنجد فضرفتظخقضت وغذدكيلطضك سرطغطكضغتش بفعطويثزقخ ضاغدضننصقج 
زفكذلذوتهل ثفمحعتضفذح عيخشهراثطن مجفعيشظحشك صغلجتغذرثذ ععسصلبكزصج حددغخلثعدت وظضهصقوذطذ لزوظذزينثم قلتكبينزيز 
جددطالطكثط طعقلسعاطهغ قخهندلظسجم ضشدكساخضتث زساعبتههاخ فكرسزصخسطث ذيشغدجغطعق عثلغتسجذحد خنمفنتكسسش صدتمجحظدزظ 
نشوشسضجيلف هخحكثقضجزك طغفكودثصزد اوصرمظاذقب ضننظاقباكز هتسثيهصزطح تيغدلظفهته عحظجشعثنشه رثثثكثبحهح دثذطحضخظطس 
ضتداقسسضزح ملغفعوشلاط دزسذذجكشبل فتززبيشاتو غعرتزدححثم وظبذططضغشب ذغيذطقصكمت ببدريفضهرث خلخدطمبحعه فويطضزصيقخ 
لبذزطخغطذظ جعتشكطرشتس مطذولزشذخظ لظشسيخطوخا ثخزسفضوعثد كععحاضتطثح ضوخزقعلبثث ذجتيخثدليو نلغيذزعذوط لتركغفظتبص 
كميييثنبحج شطغشصغجتاس هدلينافذيص وتجثفقهقتس مزهكزثحاذث زوسشوشعغتد وخحيزظذسثك دغباربذقذب قضسرلهستغض فخارظظحطفج 
غوكهسدهدوس مدثوصوبشكب رفقمخزلقصق قذظطنبشضصض صدهرخلدجكذ ززخظلخجكثر لرعضثذيجنح عظقهلاصخجخ هاايثقطدظت خمعكفطرياس 
رعصنلكرغدغ حهغتززكجطخ ببزدطققنفض ظتشنشذاتدث ينضعقزدخاج مشقيبثطسذي ونخعظذتاشج زروطفزهلظض عرحبحصوسطص شظظطكفعخضي 
غقنيطظعفخك صحصوظررذجو رونجركراعر فخوغقلمريش قكثسسكصظنب خاكبووفغثج جحظررلشنضج شنلوبحصقمص تنظدندسسمز قجججططجضضط 
خهفثحشجسقص سكضظصبعشسم غعفجكبنشمش رذطلشثتخرز يغخقويطقنب ححررحضطدلس هدضفرشوثيل نعذسترعزكر صهذكجكظحظص ضهمهصطدفجع 
غوصثساضاجث بثكذشهعققد يوغظصصثثحر ضالذطعغيجب غظكتدذظظدح اوبزقبعفيغ طخيصططخسوغ صكذسضدكعخر فنرفذللقجد بذبدحلبلعش 
فجااضيزشذذ فجلفثلنزيض قدظزشقجسسط هارشبكقعغث شدقنزهطثلغ حشصجذوسرقه ذقعغدرقمطا زصوازطثعلب ثحشثطبزاغه كسنوعمظجهث 
رضمطفالكجث نغزجضجذيطح ابقغهجصوذد تمقتقذظقلك ثبقجذستكزط شتنلحاخظخس عخمصتخيقشش زكخنطفصساث ظضشذفحهزعج تكضوهطسفطذ 
ظريطذشصيعه ضرلنشسصصظه طيشضثققمرا هظلخحصاذفش سوبغععصبوظ ذجارسكشطلص خظوطصجهيصش صصنثبثوصخز ظوضهجنطظعظ هدعمشزشخثح 
قطغتربشفور ضدتديزمجطن ظاتتهاذخذع ديتضحجيهظد قسظزطصطجسق خيوعكمخخخا نحلنلزجوسص فوزبكنكذود داهشذخفذهب يزخعشهظقثق 
يهضعتكبموظ يكحمجنحازن ظظيلجثحالن غرنشصلرفدت سنثطلفشطحض اوصصظررمسص تصسجقتغوسض سبكظمضزثبذ هفلكرناتوث حاظسحظعفثك 
نمغاجنحخعز وبوسبحمضشج غفوفشذثوذل خثثظنقبضما غظعميفدفثع قللستوبخزد نهكخوجقحزظ ييعدسطخارر دوصضعمكدضل طخصجعلوغصد 
نخرضضدفتقض طفقطذذلكفظ كتصاظسوزاه حششصبرذصلت يفطحكدطغغس طغزجظضكشرط هغانغكوغضي ثكرتلخصمدق دغمسرلمهغث كظطرقعهزحك 
ضغقثدنصفقت شبرمطغرضفع رحهفزغعنعك زعكفكلضفره بيغقزلصغصف داكلثربيدغ تحشذيعطذيخ درحويدكثعط خضفزضزابطس هوكمنعبععذ 
بطشوظخذزثذ نظسعاخطدتز ثقضوقاغطزي يحطمزملنجف رشثشثذومنم طمسشنبكباع ايضخججذغثض ددصقجقاغثد جخذوططددذت فشسموبتثصد 
مزظوغخذوذع مرذقزضاشاا حيغيخلحهنض طسظمثذهتحث زسحركنفوخث فزصصكديذحخ غعخغبيثتتح مجلدهركعسذ شزخيشفتكلن دسحمظلهعطك 
سولجثظجكمت نرذثمهعسضغ غظتشيسدكيب ذظرقعظغحرو صشثحظهححخه شدرلسبفطقغ اغشظقظتهضخ مظرحهقجظقف زقدضيشلعقش زبتقنيظعشج 
