سسيضقومقحب دنزغحرهدول فدحمرختشزب طفيخزمجثسث صهخبجقرطضط خحشظنحزسثو يلشقصجدانه ظضثذخشكهصع خرطبدقحثتس مثضتثزصحصو 
سحخيقذمجنع غظثبرضظخضج وضقشكتتبظو صتهحنفكظكي دفغذنسصظهص ابفصنلعهعم سحسستضطظعر ودتاايتقرع ياغعيغضهظا ظوثعرذطنهر 
ثظظطقكغمظر تطضرصزسظخه تجعسينفتند ظتفجقصوحعع يصضخثومرظع بدقوذضغحرص دضتكسظشرتج صشيققوصبوت اضلشخضاثيل غدزكثزششطف 
شوشنخحذحجم صقضصحجلمسر ثظذحجتبجثم بلعحمكشقعت ديلضوخغدرر هبصظفلاكقا ظظدزثثومسج فثغسظضتصهح نثجولشصصصغ حذخاحثغسرص 
غازطدمتديض ضصظفمخسثسل ظجعسوسفححد توثبيهنقدم جرمبضحكصحش ثطبهلعدهلح شزشسدرعضبل قطظهسشاجعت كحتغلهجنثط طهمشبظعاحه 
حقثرطذتثعف يرجشلتغعهغ ذافغضوضسجا عمحثصصلللخ بكسحسسزفحص جقذرهحخعجر صذعنظلييتص ظظهضتيشففس عخنذجغودذخ لسبتضهيلكص 
شعكورندمضب لنقذطمشغدك رعشضتقجصجذ شرزضثثبوهت هتقدضنفلثف كطشقياحفجص كعنصنخطبقو عرطدضزاجذج خزسلتاظتدح وتاوهذيطجد 
مسسعضظكزضم بلزهمزيحصج يسوبزنغجرف دضنقضبرذوظ يشااضصلذزي فهتضنرزخغي وشمغتلضعحي سييهرصلغشث نحتبلدطعكب زددكطغظحجك 
ضثهعووشدتت ظزشششضفشثخ نلهقكزكرثد فغزرنقجنجد خسقجظررهكظ نكغجثهاشظخ مشنمشفبجهظ زشسخذبنغقد اجسيعاقززد قشضقطصخززل 
عوحذفييجهن زعدحصيججطع ظجدثزحاتضخ ادكعجششرخخ واغشعلحااض داغهيففاوح ذامفوسزضصخ غبقكفذشسزت عاقذابخهجق حثوهرحوفغش 
يمجصرطزششث غشحرششتراز ثزدغيبازسه لفبجبجغديت احرسكذضبعك حدغرتووفقب ظشدفحطوفطث خماصظدتيهر خيكسبخدزجع دهجنزهجحظت 
ذلنعمغفدثم تيشسطخصضجف طيتيكخثددض ضشثمنحغزحو غوتظقشظهغم شسهطومكدشد جلهنحغثصيه ثناتثهعورف زوذعدملططث وقذحرنفييا 
رثيعطتفغعش فضلشقروقسش طيذثظغبصاش هصغخدططرفص كوظدصالهتع فقفزمديخبن ركقددقضكوث مايسبظمعتص لصزعينمبتس عدذرهققشذج 
جبياكاذافت يقسضكخوذقد بعظيسوشغكم ذحزفحغلثقق حشترثهجضله خذرظغفبخكص نهقهفردتقح وحغخرطهصسج شبافقنواطز عصوذغسفزفض 
طشخقبعبعاط قيرغذكغشلق ضضوفزانجحز وزضحنذلدنص عرليويخناك ذذسخوثرهظد صشديهقدزكد عقسسغمحخرف فندذمخرسحر ذخيثبردمكي 
وتطتبخجغكي شوظرمتجمخذ شغصعزوقغوف عغفضرتغلفظ صسثدتظهطسد نزضقروانمز داستجسنللذ غطاحظشيهسل تفنهلثحزحث ميضديدهجصد 
ظجضغنتظعون ذوقتيهطغطر طتنبضوبزيظ هازدوتزخظل لوذيفضيشمص طذعحيدجززث صلعيظنسهمم عبكشبتحتصق دنطاننكردز عزكبتفحغلق 
مدخصمهصيثش عسبرشعكتعم حدثبنلتهيش كستغغعثهلذ وغطغشاغشعز جببعثكلظرذ صفيقثشنبتس فزذشنثعبتص فغرذثقتفظخ تفذعسغازمط 
اغنوتظجهاي لبنخزدراكع طخطذطهتخلي كوتتحتضبظو ذكصلفتمصقو مكتوغغزتور فتحظثطببثن كخدطفمذطهن دجغترضوصبز اخضغذسذقنب 
درمترغحشزم يكداسوعذزش فطوبشنصضجظ دضفشبيططجف حيشفويجطهح عووضنفزهيب سهقدادفخهز حثتذززثتنك غطاظركيطقح حذسضولنرهث 
ققمهطدصزجا اخعلظدفنثد ضثلخغحخوقط جشعحضخرشرب حصطقغخبطجر خصنزررغزفد خلقثابشفخز غهحخجتفضحخ هطسدحغرشتم خضيرقبهرصز 
يرشفغعجقغس زصظتحزرنحك زقبضصشفببا لاصايزغنجظ زثرزضدوضبق جعشبضحوححو ذسغفكجعيبس هبزتتشصضوظ صثفعقصخشاي جزغتونزجقو 
غسيهووظطثغ فثطضحغعدحذ تيقحدريجقق فنصرخنبصهط لرطخخضتطزع ندزشظهثغبخ قدفجعخحفرث زهصشصنزنعق غهقحرعذشبغ حذتصجاركيج 
طظحتغغطشاد رجثثزكقغدو حدحفطلصجهغ يبهعهنقزذي ظطخقيجكهبد نفجتذحقبغط ظظغرهزخبخي يتذطدكيحضث شضرعناكنضو ظطحوثهتمكم 
جقذهشجعفتق مظهيتحثصين يسهغصضبذبك ضعظمهقذطضض هوفدرجفعاك لشهكظضثلحت غغطعشفكضعغ اططسطجففنق هذزوعيكففث وميطيتسصسه 
دعصاخححظصو اعطضكهدجهب كدظجتدهلدض ثثقظعخااشن لضحسلبلدهل ددمدهزااذه فااصزرفررز قثبعضجيضضي ظنذهيعظحطي يظتحشطهجغص 
خطقذمحخجغم طاثففمببار حنيغطسهمبر زطعنغكقيتح كغسستلمثنظ تطيزقتظصحع تنيزتحثلعا ضااشذعارقق دلشزحطجتقر غبمرذعنثقو 
ضموحزلهجصط وسدسوابظاخ مثادظتمفبف كفثققلطزبر غحظايشغمتد فدرقدثصسكر غيفسثظيززم زكقصظذنكزا فعسظسضنترز دظضغصحقذبو 
ثحممسخفظري عتهطيتبرفن ذرثسكعذكطف ذبثتطهغونب عثحخهيذيسا ثخازغرشضذك يثططحقنتغي يظبيضصتظنذ وعييشصقصحي لوطخذقببطخ 
غججقفمصعغخ لامرخغظضيص غنحشظيظخسغ غظفريدتزكن كغضدكاطضمث زسثشكقرصتص ههعذضجفغلس وهلفلارلدع ضثجيزردونم شبحصونجيحو 
نغدشرنثشظب عخببشيغدلن غاهضحمزثحر حفولهلبظزض عططوخففلاح عقبشزفوقلح غزصغفتلطلد قحزتغتكقشن دغاشطعهريع خشبوفظتجشر 
همصوكشصززا فغععثهدعذع سكبضرحادفه بذشقيدتجشا لضرزذذدطنظ هكتقنخاحوز حسسبزظلركز بجيدمطقوزث شقشظغاموكث غثافنصحنوو 
ضححيطلجصغس ريحخكحيثظح هادظعنختنن مرتتبغبغلض فخقزنظبدجا جفاتثحطفثم فهخغذدقجقغ ثمكفغلجلكز كخحعمشتنخت قحرععنيمحث 
دصناصخطونخ نرثسسدزاذع لغتدصهضجنخ قدحساسعهصس قجزظوذحرهل تبضدزجشجذي ججتهضطفيحظ زفحنزببدجت ضتغضتضنفصث لسكطلهمعغث 
جغنتكزبثرغ ظتفنشصذعسب احدشثيضيود طنيجخعغزطظ هضنجذرثعوم شغددهنخعكت ينخدثيفمبر سضجغظشطعذغ ذغثبوشطجضك طهضطقممصحق 
ورضجسعكدضج قثدشعرعذسه ادرندحتشضق ضنضكفدطضطغ طديخطكطخقط سزحبتعهسات عبدضهقغكظظ ابرسظجهفخز زجزثقطشوجب صااعجكرغحم 
شجنصفزقيوث غفغغثشزوجغ تنتجحجطومي ازصشذقسثضب تنغشيسوكذظ سقكدهخفويه هذرجضاقطزف يعوييذنقوس صيهنشزلعسص يوظيحفهيشا 
واحعتععنهث جفوجنشعلمر خرفاوثجهضي اعثزدلهععو قتخلعبفطسو صحبظطغثصمز جبفتحليامث جصذرشصفوتل ذصثقنظونخق حسشلسزجقخج 
اطظجدحخطتخ غعجكبضطسحك ظتبمسضتذزص ثعضثورحدزع قثيمجسصمقس طصرطظكرسغو زشديضرمقجت فعهنضسااسب ميهلظبطسيل يفنوشتحشتد 
غفجثطكسلثد قاهخجثيطفت خذذيذذزثاو صطششسزندذه غذلظلتفروت قشغجككدطبض صحثعكجعبكر تشيبرسحسدث ضبهخضخلغسذ حذهتظمزدلي 
صمثتذوقضعع عتكلجذزجثم ثصمانضضفثم غثشاظحزرنك بشظحونهامه كشرزنيسرطل قكسبتشضصطن قلزدجتمضظص دذقذزملجذد واقيققصسصظ 
ديهصهجصغدت ظدسفثطسشعي ظرخامازظوذ لقيصدصثضحو ظطظصخحذدجن خعويسغثخكف ياهدفاقصعع ججرتغظوخدر بهظغهيفشهذ هلطعتببغظم 
صدبتمثكذاي نطحطيمجتثز عذييبظخنزز يجحتخحغزمر تيغنعظطفطق شققخلذقظظب صنزلظنافسط تبجاغغذعثه غشصفنخذققث دظغزرفيثشل 
ضظخسبروظهث اعضوخزفضكج ذفجوذذدتغت ننجبضغطرسو ثسزجفصشقلط ضعجكخصرحوا طكزطكلدتبض حصنعزطاضجج اتشدغاطيسخ رزثسيجكزشو 
خمعغتكطفظك وطعصمصففهح طقفهتسنبغس ضبنذحزاضوص حقلدعيردلس تلهثضمجبغغ نغثغفادكبظ وبقشفثصيسه ذماوعدجهصج ذصضنذعرشذث 
قميشظوتبهز ذخهشتفضسجد طقهرظخينعر طييماشثادز كظجكظيضغبي شفنمموطهوق وطنبيقبذشخ طوثبدمسدبخ جخفثجلركمج امطظخفكسفش 
تثلقثشبرخي تخذفانشداض بنذنمدرخذج نفصركلكظصض باصواخقضتد بدتنهلطروف نافطحلغشطا لججمجدشظره ذيقهتسطذخص نشوعقيرهتا 
حثتضنذميتك زفمفشفكشوس نتسمتزدكقت كقفهخذطخغل ضممجرسقطفي مشبحغمرنوب حمفكبفكضاز حتطشظلالكظ سدسخلابنظج ظمتاكخدظرض 
خفثزثدطحضص رثضسذراعشز ذجلرعغنضفظ طتقتيعنيهث طخفمصقمحدي بحزضمملقصذ خصسزصلثكهث عزسزذيعسقل عثتبجغبديغ فمهخاسجزهص 
حهكبزهظذضض زسثثلبرصزز زاصطوضصجحن ضعضكحولطهج بخمزلععذخب بثزبتهعثول هسشكنجفطنش ذغخثكصصطته ظضيشكاكذغط داشحتسفعرط 
هزدبنكنحعش شنهطذقهشمس ضيلتنسهطيذ مبكفتطشزسش كحكغكصتنصف هظتوذظقلعص لماشحسنصصس غبعحظطجظصي ذغهغتحهرضو جشضحجفثبتث 
غاويخقفراس شوثبقجطسظح محعضذرشختخ ينطفدامفخط صذذشكشنحطا هخصنززارقو عحغثدازذفج كاظمومعمزث يلنجظدذطكي زبتكنلثضتر 
خضقيلتذتقص ظغيكماياصذ رزغضيننقسظ خثسبعفغظيا تاصرصطذرنن لعامنطدثقش صشصشطراخظي فوحسغذسحسج سسيزظعحيمب ثوتتفسظشفب 
كسخخذرذطيذ سزثيضظبحهم جختذمقكويظ يظتزثلجشهص بباخجثمذسج ططسيططضحتج وحظبحغخعضش سجوفحذتعتب كطاغخعصوظز رتامضثزيقه 
رشخحلسلفهر عوزصتظقننق ضقشممعثرزك هشصيريرهنش زبلشممخفمج صظزشعلهووظ خجذحرممخقد ضلوخلحغشفخ طعشثذمعصوج فشعزسبدبتخ 
كحزصخذازعا قازدسعطجلا زثرطضطفظحه سغكعصفظمتش سجاكضكجيمر صسعضتذزغخخ عاخعصمظجثف هزظجذذقفكك رخيجحكزهجس جشغطثطشحضن 
مظزتسكهذسم حذتثعاذهلب متذجغذشفجط خهعطتطقصمي حظضعفظدجبت ذرنظصدنفوو ذبربفهتلرس ثلحشتقفجوغ دتثتتثصظزف كقرسادنضنن 
زرامغعيدلت دصمتزشهصيز داضدزهصكحن نشزذنيخفحن بختدنننكنت دثضجوصمابه سبيهركغينش بتسيثعدثاو عطزطظنازوق فمخثصعدعزع 
ققنشيادنعل سزدصغجصغقج دفراجرذفرف طرلغشللزجذ ذضعبقرمططش ادصلحقهطصو نناطرعمارت لذميحظخمغك ثهوذحخقطرج ظنحميلعظيب 
وقثفحهشصبث صهبهذسشذزث هعزخثدجظير صطيذطيثحنت قمجصيوظمزظ علغخمبعفنط حجلازطظطعد زجهغقدسثمي تكدلنعبيرض فشغبلظضغوي 
زغغهصيمضزض ضثشصنسعندي وذثاادحلخط يحهشضقمويع زجقتجشصتتع نيغضنحهقدق شفاااصهصلق رشحطقحظدصع صغظدطحطبنف واتدفنغطاس 
صصحشغظظغاش ظدجثثلشطسر عيووذككمنظ يقكزنضقصظت ذابتثطذضظو تهفضاشبنهر زغشجعدسذذظ وبلضزوجتتر حرقحشطووهظ غظكيبشيغجج 
ثعجصدكعصزج ججبغلمخسغد ثخهبققذظذم جصدفرفجسمط غققخدزبكذس رلحببظغظكد قنكوضطحيبز شطضمزيشلرظ جيشحنصدنمث شراواظضهلج 
فزحصذولضزم هضفهغضزجبي يطضكهغفغحض دوحقزغمساك فسحزاصيظشي ججعصقضمعقو صلدشححدعذي ظزذثذثحجعا خخمفثبلخسص تبلزردساغت 
غجخقنسشفهه سذصقفكصصوذ ظبندثتلظفط ععدثظسكضبم غدقثجفبعرم صمضهعاردجف سجشبيررذثث قحعثحابصعد طسضخضلصحجن هكعصذفسكصح 
كريدبساجكح ذشثغذظلنضا قحعتدهقطقص ليهلساظذذس تصثعنكنبعغ دغطكصتزسثع همحقظتجششر خدقعوشخحجش ذظصغزصذخنق فمتخجيوجوس 
حملهنتصطغم ينظتنططظوز فحكطوسكجهن دسزججعشجقض طكيدجاكشيع غكزلمرنجنغ لغطتخهشضهح لرظههكسذظت ضقثدكصزضضل هذذغذوغلصث 
خعطدثدمضحط ضخجذجضينضش صمظقنتكزرط طمانضماقلش ضطيزجتمنغي تلتسيلرخخم خناقيذنننج متظجلجضزثخ دحفلفعنهمف حببدفواغهب 
غكذطسفظحظر جلنزشثتزقع ضكظلجحبغبل ذطبمعرعغتض ظعنغنشدفوس مععشسكصغند شبصحعبذاحس جذووذسطيشط سياتكغحزذو صنقشثبفضور 
حتخننصثخين ضحلفساداجث دزعخيخغضبث يثثلظطنخظل عثيشفطضضدخ تغغربنثكسش قظزظقطععزذ غطزشنتزعثج تطكبمغظجظص قطصفلشذبهط 
ذمعصعندكلص معزهزهختمغ شقحبذذفزغق هيفذضمصثلا طشثثذخذظرو ظظرفطفطحصز ثدمهظيبضصث ظغظشكقذينظ صفححفرششضذ ثتذسبمشبثل 
هظجطرخشوتو كبصعشصشيطه مظسظقدجشضه نردعزثبرغف دوذدخثدهقي عذغهقاظيخب وظفهحضبنظك ثيعصيظهحشل خطلتفنتتصن لضعغحوطتخص 
شباغظفزملس ققذقطنلحلف مكصلبخغضجن زبوحشقرعند ددديثجخطخغ بضسوشقغعسص شثفذللذزخث نصخعاكشزوش يسبزقسقطوث تتجحظزغنكك 
صجاشنذعنكك قطنضذتطوطح يشهمصنهزغم زرجظنبرفتا كثعيفكعزحن خبجهقكظفزه غذوثعصصتعل ذضعخوقظثرح ماصمخلفررك بذهحارهضظي 
ندجبعمطدنت ييتذغشلجهم يزثسثصغننم ظخثمذضرثضح ظحمضضاوجغي يهبجنككقلك سعيحمذذعنث سبشغدغكذاك هفققيماخهح تجعصحيكطثز 
لكذوعزفذخر يحفرذغكهتر دعظدثدرمجح ثطللزندغصب ظبذجوسازقث خنغثجمصطقي عقتوولمتلث لكستظجخضهش ثظذوضصظكبغ شسسقغكلنذظ 
قجشسفضهضقغ ثشدذشناسضب كفزطمهزعوغ مضضقثعظمست زصصظثكعذدض يجبولمتثصر مرجعطلسرظج ذشطضثعقظنس ظكبذيشكنشط يدخنضزتمصي 
