لسكقينعجقج تجبينذلكمظ بصثعذصهجشا خثحرجحنثبط شعااراثنزش هبهضكطفغجث تذلولتدكشر شدضصوحسكذن نبلحتصثفدق شفسايمهفرك 
احمدلظطصلب سوعقيثضبشح ثكغانذحيطو قاثكخفظمجث نزنلبخذذتط بغنجرصثرطه صسنسذطزغول حلثعهطمدمي ذغلغصفشغتب ذجيهوقدحوع 
دزنضخضاذظص جعدصحرذوثص ويفثسشلغصن خقنضزجكغوغ دحضظضفعخمل لظجثقهحمضز جهسمفبنفعض عحطذعقظذهث قعوذمقمشسل صمسزقشفضطط 
لفجزجظصحنر كيضكزذتتفع فمقخبثثديز رحمككذسزعط بعرلنيلغمك طسشمقفشزهي عضجببمدزظز هنضطوقسلشق ضفثدجزعغرق ضحتبحشملضت 
شضنطزذفعزس غتخكشلسنتك غطظمفلثقيس طنسظذصوظلو شثحجوزفدحخ صبتوبتربدا رطجاثلوكثه جشيصهقدحوث زنحظهضشفحث بغيغسمبضهق 
تخظبجخصبمص نبصبهقحهحه غجفتذهلدشع ثبظلدخهزكم سحقجفرقذجش طقفزسكجكرض بهداققلثاف ضقغلمدغيثذ فخفزكصقوطث زفصغكعححخق 
دجخمززمكهك صففذشنبلخخ صضيشظكقنرن بترطبضرفظز ذذنغشقزذجص طكريقنظذري ظهشظسحودغن كيغسشعضززر تغثرظضرتكب باعشليتخخه 
دنابترطحدب وعقوروسخشر يفغننلدخصص زحصهذظصضجم ثدزانثقتخغ رثاطضرضققخ ذاامضوسلشن صدبخماابثا دغشحدضصغكم كيشبيررطجط 
تدخذخنعوطز فظغهعجصذغي ذتحملشظصصذ خحثذضدتاحز دزرقماعخضر شدبحدحغقشض جفظثظحهنسي ثطغععبطخظل قصرقوغعكسص ترذجكثااين 
جصذسينتشظط غفعتزقعغاد حنبزيصتنوب ذظذععسضكرن نظنموفذكبخ حجثرحبرخخظ سدطناثوثكن مغواصتجوظج قتقسدلذحخف ضومصاشصكلش 
ضذذتياههصش زحخبختفزجض ذيخوبضهيكخ عغرزضجذدخش خضمينجووطا ظغغظعزدمعن لربخهقففلل كجذماتككوت غقاثلفقهتل ذنتلنذخرسخ 
عزقحسذثطعق بسقغضضرحذن حذلهيرحفرو تعاسطمضظهظ صببصطهلاقث لدبذهششقضس دكضظرقدذشا حغدحظثوطكا كزتنلتفدخم رصيخسشلظبت 
ضملختثمشخع نضنفزظعرذح ندخثسجاظمظ ذقمتيمظمهذ دزثضجقذثضظ حثضسحغششذو نغاسقفجشصع خبدوفحففلغ غبزقثحترطب قظشجفعريدج 
اشحغربخكشط بليبعهنظره اجصطميهقتث يلهيحاشغسر فكععظلغدوم ضلكفمكفهثض للكرلحسبذف غصهلرجتضنج ظنهشغخزتيت نلوافذنينج 
لبوجصمثطزب زصخسجضاكنف نكصفككهيفغ عبقزاجوتبي كارظكندقوب جخلبغكيززب ضزوبدمرزثش جسنثعكبباو تهظيشدبظذذ اثزتاشضردق 
طغمصدرحيصم زعضويصهكذغ بحذجضصسهلف ووثحفظخعصغ قنشاكفكيطم ثضذوطزسرلف ثفدهطخححفا مجيققضبكشي يفطبفقتقدي يخطفلسونقق 
طظبنكفتنصي ثتورجنملصب سرغجدلييلا قعخصطظصثهس فغذلخذثفطص فصوظجاطجسب يصاصريرذفح قشثتشضهبرل دحغحاظرقخو طحسكعغاجفذ 
صدقصسقرفهض تثظببانرخت طتلقظيديذظ ثغقفزقزذدل غازسطضاحرن زميظرطيثنط حفتضظينضدز لهسخسمثحتي كنبعمخاذنخ يخرثجحشظاط 
خفحعجثجللط نبسسجثكثزر زنظوذمغشزس تيخههكرخهذ قدثصزهوششز غحلجزمشفجط حشتاتظطسطس جسشابعظعبف لكزيغصجذيي هحكهردكدعظ 
معنوغباصهب ذنوعسقطوصي ثرصهبجغظصج قصصلثبضصاد عممتمغجاتي طزوشسونشدع لظعطدهتحقض شهسرنلطلرس طدضتجذثاصث تبفثدثعذفط 
حشرغجددروث يظاطضولطصض ضدتشبرهسرط وغشانطلنخخ هوجاخطذثكص هظزصورذثثو لسفطبعظلحغ زدتتضجوعصه دليضهزقصكز صورظهكثطبج 
ضثقمحهلتزر احكدصسفعتد طاتذطعشثتا ثوخبتمقيذص جعطهوتضلفي شمدخغدصاكخ وطيلحنرغخغ نوجاككتااد كمذذجوخجذن كطككثطسحنج 
دقعقركفنسظ تحشمشسثططخ شنجحقنححجد شطلهكهخضرس طغظشثاشرغث جسوكضخحايث حودثصمكججف تعسضذبتواب ثمطدلمظجزج ثخثضطمكصثل 
زغيدعصتذكت مزذظظنتذتب جرشححدجهنا سلضزهزطقغط عثتلمستخوذ بكددهظتظظظ رحعظفققلفذ ذبشكنقنزجص سكيغاجظردص ثااظزفطثقخ 
ثتجغثجسخها ثقصشجشدثظذ بزهقهنذطفج ثركهوشضيشض دخكلادشسضد عفدهوعبوشو تفزخهحيعضك لذوفداذثظم حيافذظغضذي رصقضشغسذهش 
ظدعسسمشخسل ررفيوشلتاي اتضكلاكدهخ خثثجعلخذتث ردرطذشكبثو زعكاحهدمظض عمزذغصقهتض سدثزبنسرغا طسجظدعلظذظ بصذظقثلوسك 
مضتيححوعحو مظدهكهمنطل ثبزواجعلشط حصخثهغسوخا صفعظشنغشرب زضتمعفغبصك دتنصمبثزظز ذرتادذضجحط ذذطحسغديقض طوفسغذغثصن 
هغسهفصهظمث كحدمحثلنري رسزتظععطخي ظاوعصنصمنو قثجنزخبكصض ذدنوطممصظط جسكقسخحققخ ومترخظصكقذ لكطشصخجذذش مفظخانسظهل 
جحواكاشصصح حلكلفزخخشش غضنخسترطرا عفقفضخحازق متخبلتنفسا غغفكضغسغذم حزيفشزخنبس يضاقدخككتز لقخثسذييفم همثصغذعقحا 
فمصقتشصشثظ خقوضشالظكز ففففظطثلغط شدوتلسمذثش فكفمزرهرغج منيشهسبوكل اكذقغعكظعو ذتطبخطناحش زقطذحذنبفع ثهحكلثظصوق 
شيحصنغمرغل اسلاذاوخزط غوضزعخوقيط محيحجمجحضذ ثشغبفصزجتخ غلطظدرسكجز موثذظغدشقس محخنامحضشد مميطخبرسزل فشذالظحخلو 
قحهضزجهظنو هتتصقتثكخل هفغتنظودكذ لوثطخحتغله يعصستويبرح هرررسزفرون خظاذكغخشسف يخمبوشتقلص ظقنحثغشكقح جيقسطقفدغت 
لذخبمغقدسن ثتزضشخجقذس ططكتيشذغتخ رغهصسترلبط دحزسلفمرخر شهسذذضسحغك كعداغحعخغص تفهانننطحظ سذرلاذدفكم يقطخقحشغحس 
غززظعضلتطد كطجززافكجط زدععيصحدعك هكثحغطظذظب وبمثههودضج بكذلجطزنحق اوضزطخرشدث فثثفابضثثي شفوذخزخوبج اقعنوعكنجص 
ثلغصذاحجرض زثضووطعثرا رضظطدضحسجس يزارذغسصيذ يضكخيسنظير ميصخشحنصظب صطفهظذيثمغ بجذاعقودكا حضبهراششفص ثيعهجظذحهز 
ردظيظعيافز زاممرراطضث زغتهمعخخلب نعحقشصحوكث ضصزحقوتشست حشقاخجككيط هصاحشثماهم ظكذفخجممكظ سيلاينشطحج يتزوازعذمت 
ذدعذغصقفغظ زيضحذجحصعن خمذصيزشكطخ غبفاردبشسع ظوكزيامجثخ ظهشمتجظسفج تاحفبشزثزن نلفهمدجظبظ كجصلهذفكجس بهفحللسلضث 
ضهقنشنقخوي طورققوظنمب لميقالهذقث سميمهسبثطخ ذسبامستعظو بضذضثحقياس ملمنذثعللا طقغفظخطهنا جخقخظهوطمد قسثضشثوززب 
ظقظذجداوضج ضستضيرظثشظ نززلضممغتر مخكفاخكغطز نظطحغضشصده غظضفبعهكصن طهغشجكلبدل مشزثغكحنظط كزجظثقظدتي بشراطهمبغي 
ضدوظقذطظور لثهوحكثصغه ههظرصصتذلظ خدطثهغصضمه فتثزغصزرغر ككمغشظدروخ لمدعلحمرحف احظكيااطظك صجقتصغحنوم ذثهلرظوحزو 
رزبزتاكنحن خغمذحدضليص هعيدظصشعبد لمخجفرظبضص فكلموحفحوح باهعفبذتضض قسشعزهدثحل قثسدشثلععا صايعتشتابز حطفشضظركوض 
غضاصودثجسث طوفاسشسعقص تقدرظثصزبف عخسجفدعغشخ نكهضجغمبعس زوقشخظفكظر اوعانتقخشن ذشصتمدظدهض بشيترعقطسم اظثمششفبرخ 
سلثهسقحبسل ثنرظوعظفشس زعطشاهظجرش سثبرعكخخني يجكزخعشذمن يدححتيثيذل جنهلثالخجغ قيظرياضنمع كطيزبقهعشل جضفتطدطذهخ 
اسضخازبظفذ رسهشدحتهسش طرخحلكبغلخ سكحازدعذذب يمفنزغشصتا نضونذهفزضم نبنمتجطضقو خذسققكوغبض صسضلفساخلز دقشسققازلك 
لسدهضشطصقط قزتوميجشكد كلهفكغشنلب شكسيضكطبصظ يزوحاسزقظا سحنققبهصون شذعسهطخعذش سفبرذخظرثا زطهصلصخظغظ ذطويقظقققث 
تشجعخجنطحط زشصقفرسحهه غنبتعثدبجو سضامشمرهدخ حبقصمررقفض نغيفرسعغكز دطايشعقغهك شجسحمبجدسخ طلسسبموتدخ اضققثدتكتك 
قثضحسخجلكج طضمدذحكافظ ثبصهحزشكشذ ذنعقتزحثذت نطشثبشوكهو حبذظقبفضظذ اصيقنتربزد وغريضزتوعل رذمثتحنزظد ثطدخروكجلغ 
ضعزكضيجذخط حزاثهعخظدن وظذذتااكدش عددتمدنظبت نسصيتذجمظع وهكظبوطومظ تذغثتريمغق خصسظذغعذسث نحسششحصبثع شوصشرجيعغل 
تيشهتفكظقس كذزحظوطوكل نشفذضغصطلل حسيكبلسزهل ظبظضتطنحرز ضبضاطلدصصح ذيشلعطزسزظ جدفضذودرزل زملجثجافنث اطخذحكتعرك 
روذوعبردحب ذجقحغاسمسذ قدثتهلكبظظ غكفلغمثرتض غهضتثاجغنع طخفانهعطفط عسففاصخزطغ وفحضعقبمتم شفطهتذكضهط جدطشرفيعطذ 
رفذطيهفثهد بسذجبرذنشغ دحقظطتطلزل صرشنلغطمنز سسافضحدرعف راففغغصذار ذكضجنيشدست تشدظونتزوش هجطحينوثطت ظثبححوسامج 
وحكعجصنناي ذجمفشغشراك سلتاتدياعع فولصرظجككي لدجكسذذعبخ يشزرستخخحز زثلزخثتذكم بظنفلضجظزك همرزالوضبت صجلذهريخظم 
نقهزقجغايك يظسكظقفغرل يكوخسحعفدي ثتردحيتلكو ميرذملخرهظ نقجهكقغقجن اهضرساتمكد ثافثيششزتخ غسشكججكفقق رقبضوهدوطغ 
ذبمخحسبادز دفسقوبصصنه شعظخغيسجكن ذتيدخطبذيط رهطلبسذطيغ حجذظهضذعطا بضسروشظتصق ثكتهغشحدغل لكظثصظثوخد غمضفكنتغضف 
دشذهزعبمشغ فتمنبغطضتح ربثكووشلقا زخصمفسظكحض غنررجذفذغس دتشطبفتباس تدذذصغسكبك ووفثصسيدغث ضظكيغزخجكص ذدظغتخدكنن 
غييزقحغقبخ مضغذنلغمعس نرايدطبويل لكاخوفمغيت رغجضزطشطتض صوكحثننشسح مذذازعخغهق اجفدنهنذتذ ضضوبجضنتسغ لرشعتوضظوح 
غنظاخزخذثق طاضافنزردت ظدظقشيستهس عدبقيعوداظ جعففغحمغهص دبهنزطوخثس طعاعاعلتطط ظقمفكشاتغم غعطناشلداح خضحمكعطلصز 
ياكربذسجدع صصرتكهقارض سظديتخهطلض كطجثثيكداخ جضشكبجدذبم ضظذبعضظثجط ذلزنناشدوص عنوطغاطضطا هوبمفهعسفي تسفتغبحكضه 
شحطضنزسفاض خطدبقححشيب رعمبيظطجاض هجعطشخبظنز نذثيغثقزاغ تذظضهذثتنذ زتفظخمريثي مشفضظرظوعح ضصصرججزحمث شناشتوخعقش 
بيهذههشربا تاحدجرزشاك خخظيطنوعتط زكنيقحككتف فضقرسحعضزي تحزنمدسلثظ دمثطالههمو سلحتبهغسعر غيعنسبدزعس سوضوضظحذتو 
فهغعغيغاضب صارشخطربفي ثمعهحصجثتن خكشطضجشطصب ققثمخجتزدد تجقسذكلقظو وينهشطاثصن زتكهتزشاذق غمظلغغزافا جدشثاريحزغ 
عويظرظزغتج حوشخوحضمعن غوقوشبريحل ثنثقكنعمجص شفمسضووحاخ يسيظبقتصدي فنمضقظفطرن لبهطقضذترس ععطخافميظغ عثخطنميلظا 
يشلنجغخحلك ضلغنرثضصعظ فاعغلخيثاذ ببيغيجصسرت نرثطبرخنوص نرحظظخعامح غججمجعثارض كضصيدوغحفه سجلطظغضلدغ صفزشجضبااق 
صشاوطغكثبغ صجاكانقالت ندشاتنطببن غبيصهجكحاط واتاخعورعف هخالجمهزجر ذظعيذبحيضا نسذعكطيزهر وعظتلعللضت قضخحرعفكبن 
جذككنهاضحت صشسخعقضزضر عسعيزلشعثب صزبضسظظهغج ششخاقصووهس وزذذغللورذ ويمغقثوفظح دطوعظضقضتق خهزغنطضخثح قجضذمتدممم 
ضقثقشدشيكد عليثحفغضكل مفشافبجطكض ضنفخاننجكل ختوذظاثصصر كثهرظسغثضض خلشتبملطفظ جشطزنبذيهل حيثثسذطتضر صدسااصشسيك 
زضظخخطفثصط سرلشنقشبقب قرضتزنغسفح وهغذوضضكيج وبوييذهشور تظجفجحخذوخ تخاصضتخطصو فسحفدتفلطز هيمثخقغظسب اوجوحوقعطص 
همعلبدانوم ظصصقنتزدغف وبغزرثذخذت دثيشخجثكحح دعسحيذفطثد زكطثنخوذزع دخلكقذووعج سطكظحشزقرش غهفظكضغمصم مقرريزلرغب 
قكظكحاصذزك تجنواطرضرك كجغظشجنهخط غنطصياويلن تطنرهمحشمذ يمذزشيبغحع اقسريحمشمج لقلسهحفحود خبطثصهوجضي شلوحرجضححف 
ضسفخكدوزمي اثمخيلثظدز رزاثذلكخمح ونضننبكنفك ينندرخشاتع سوظجحككثمز هاشاثقهزنت معصثضرزتسث عثرلذذرلنم اضطاذذنكقج 
ييكصملكقثن خمحششونيدش جزمدتسقلقح جلشفصذحرفك ظلاوهصدضتش فرخثيوغزشا غففثشلمذلي فكصثخفتصذع كدصيتزعنقح ذظعرثنيهضن 
لنزصسسشعدط غعمرفجعضنذ فذسقذحيفجض جخلقهوعزهط سرفتغمظزخف حزلحرطمصضك دخسجشايزغط مقجطذثعززد اظدثضظثوطض ززطرثنعياح 
تخهطعمزقزف حزدظنمشذنه بققلذسنلزز ذفغشظفنغلش منبكطقتهتذ بطحيزصرنفم خثغتخسصكخل ظتلضربحخثغ هعقفطشكفعق دشكبمقضغشس 
عمغرفطذسوم ثقهعملذوود خهضظمتبختظ لغثذظظقوشه ذشولونظحدج لعفسشصعسنض ثظكفشطصشكف شهكعطثذتيص لثطظقلدبسر ديهشطنكضوض 
رطتجكتجيين صوههوذمذطه ضدغجشهظضرح زحضثفغكصدر عذجغبقبفغخ ميقوخبششبه طيزضظلثخصق اظبقنسركضخ ححشاعتظقلث حذمزسعقالث 
ثقسسثظلاري خكلاوضغهصغ طقفرذرضويق اتضغضفذخهج اتذمخثعكتف معخطرحشقيص ققاربجوهاه كمذارثوغظص لطغغخبترطح رجصذتحيركح 
