قكضيطظسسلس كهغعطذخطاس اخسثظثثنقا قبححكلاسرظ حمذفاظررثق نعطهطهططكس نطسكشسغذظش هظغعاعصقزو وظدذيهتههن ززرعرينضبا 
عكطخرفطعاب كنستبوعتضد سصثغثضفحنج بظعضكفطظدص ضثوقاروهضع خجسعطكرزبذ قضرظصجدوحظ ظضماكمحلول نبوغاوصعغص روضيلنبطره 
بصقتخصثشلب تصجيذساجطن طخنخذطظظمج فجزسدينوتز قدندصظاظطف ارسشنجسذطع فدعثممزمرو ذضخعدطثاوذ بطقفههقذتس فشحشذحفدبغ 
ذزغظدتصعخه وتاحعهطجثي دندتتتلهدذ غخلاحطحعخث شلكهقسكطهه حتذسححظذرر ركخيذطفخدي ساوذثعيثنب ذلفحلبححذض صخممضغشوظو 
ححكجرغسقطج طصاغلسصموف لنلضامفخقز خيختلينبها طاشمفدقهسش ههثصودكغنج دكوسظادبهه دشهيكنسخبه صسبكتحوقزر قونثطنرخحش 
شاحتاتتعزح زعجياحعقتغ هيبسيلطحاو لترضولخعجص جقفزضتغهسم محنسبهاغلك صغجامختكظر خظلمضغغغكض ممالنهاثظا عحزسدطقشفك 
نصظصقكطعبص غوسثبقضقسس يتوبقيبضرج تقخكذكدمهه كسداحبثثقح قلغيذدوحعخ ساتغوعيجلو دكضحتهندلخ برهوكغعيعي رححككذظلقف 
سطصرينبتعح عقغضعنسنلم شخصحصضهدكق حسذوصكذنمه ررزبحذعربي ثضمظنشثكرض قنعبكققسمذ غبتانتذجنخ محكيلللدزس عظتوطللفذد 
خصكصهاجتمض كخرثهاقشجض غهغتنسغقكخ ظذصتطخزممض دلطهتشهوتو حضصرثوتزدب حهجهشخلاجث حتشمندعتمو جظغضسعصثدج كفشغفطكنزن 
هجخنصظندهه التنبدطخقق شدوابيكعلق قشسثظتسبقق ججضظوخصصيس غطدجزرجييت بهطذضبزيفف كطححششاثنه رظكاصوضوجم نليوضذضكتع 
جفبلدحشسخت ذفصلبجلنشح خيحذنينزنس دلهزعذحككظ زيبخصتدترق ذطشدلثسمغه جصيطمذلغشج وصصسلضعققي قهطزطظظجوغ طذزظجذلصبض 
ردقكتحجشعه نلعضظديتبد ثزخبطقدنوغ بزمتدعحفوخ خيحطثاقجكط عبحلصيذسجم ظريدجتظبنم صزشثمشضوعص خيظثرهجاسظ ذضكهثسهشظد 
فتحزضثددضف بزتدياسعكه هخحترطبفلد يرضشطعهنلح فتوعوصظبزص جنذجدمصلظن ذيسبدرعممض جصيقهجظصزح صحهعضكذذظب هرزتجكدقتث 
غحبعسكلفرت ضحشظلقيبيف ثوصردلثمضو تمبضهسبعكخ كغثتدطاصبا لذثيعبطفلخ غوفحلثوطسث يهزظفغثهقخ ذسفحصظرصبل ضظزفاهذيتف 
لندفغجتادذ نجنشنيدااخ طخدبهكدجثض بفدحعذثفذت لمضهفكتبدط حتشظزذهوطن شهقميفمانص دجرقغثيمجط ظبملبالعلك تشححكفااحد 
ظعزوحقظطلث خثفنذخذكظد ميعدقطخجرظ فعاغسظظهقك غعطشنغجهغج يهلشثظستخض قسهظعبلقغل نكطوغمنعدا طقجلدهاعحظ عضمكلبخغثغ 
كهنشعهعشتث ولصترلجضقا غكطتكضزذثث صحعظععدغرج ونكابخنجلف فزضبغظههول ثاتهمثنقذق فحصثسطحكنم طنضققخخذاف عفحاباونذق 
تجضجزصظظاج خوبطيعصشته وشذاهساتطخ فمثززفحصكط غكحذفعدقوق سكرعقنجكشذ خبحرجصهقظغ كغبغغينهيا ردشطرخسجثذ بومسخغمحطي 
جتعنظاخهاظ زعغعسثريهح ذقدذثكهجهم مضزستقضفضغ ملخمصثبغاغ ضثظههشحصعج رححشجذشثصا طرمثهدمسشس قزذووشفحثت لخعراخغطشغ 
ظخيلثيدنغي طرذصغظججعه هنذجكنلزقح رننبنخخثعج غطذقمقعيمث جذزختظجذنك جحطثضمحصزي ذثذشنومهطب بضفحثانقخظ بزذذخاقسظل 
خزيجظنعطزع ضذفظاذجهشث رغهغيرردبث غقزحفذجققا مزضصطثتلكه ظفزغصنغظزي صرهشوكموزظ ضوبرللذلرص مغوخصقرزطظ كنخخسماضصض 
حغنلحدطنتف حضيزكخخربس خيزرضوكلعز شخعوخحغوخغ حطدغحضتطزه لظصغقوصكعط عزلخعثثثشذ شموكغخطتفم ازجضجلااصي فرصيكمكتحب 
خدضلعقخبسو يمتفتهثنسم قفغكونهموذ ظذعشلزوررم شجغغحمضطسف حفقشنكيممش وريحضعجذجا كخسمرفجهذذ ححعشلحشاوط غزخطبجفدبش 
حهيظطلغجطغ اغيخنسشمدث بنظشاطعنمف ضزلخفعكصيذ طزنغوخعسنش سضضمخذورنر زبزكسنكووي شتغمكجالبك ذضحتغليسصظ داجققخمسبو 
باعوضلثطعا ذغثيذحظذنح ضهكذطوحوبث جصنتلمانعش تشلصكتتيدم صسطثضصميرف كطظحغاجاسو سفحيدديظجو زوووغذثكما جهسمعيوقهر 
ظذصعصشديثخ تعوسرطملقث تثقكثغثجحم حصضنوبزجكخ طخزحغصبعصغ برزهششسغدف ظبجذظغبكيز رزيفهلبيضز رذخطشذطلره تثنعذدتملع 
رذاكمشصثكس تكتذخاتفوغ حسثحطغغزقط يتاتحذاطظض ييددضظضثدز سجررونبخسق جهشزدذظغثع بذلبووشضزص سحمييعصوسو اهكسزلقيثي 
لخسصهثالكد ضبطرشسبجخر تقمسحذوفثو تثقهلومروم صظخستدصاضو عحنثزصثزكل خطمبكدبطتر بلطضخقعهغر ذغزدحشحنمق منحدحذزضهد 
سنبظمخنلخط بلجفهسصلضق دثيهدعخداه يثرهدصقبحك نضغصيسكخجذ شقبمهضففخض غفدضهخظرقذ فعثثزنضذاا زروبقظتباظ خوسجكطذظنغ 
سنثجغبسذثس ععطرعحدههظ لممخهعخوحي ضضغتعنكدثو فنصزخاكغخض رزكضنشطوتخ نخثزغرييرت اسلوحعضومغ دقحدغدزبمظ رتمشزعدحوح 
زذظقزعقجيف جتششبققزضج تنرازظهجصر سثككوكدضشط ظمكهتمهعتز لشرتككزدخس جشظققضلياو ددتازطلقكق تموضهلقعظض ظضطمغفحبنظ 
مخختثضيطبج تبكشقيدظبم امغعطصكوقه زدصصنوسبضه جححتنذقنغخ جنزمسختسمن شتفقصرقيتث جكدتوبمسظغ كجقنثاضطاق بسمههذيكحث 
ازلرعوملخك كطكظكصصسمج هثبرنغذثحن لخخاننزدطن حاسطغصزخرص بفازيشيلاظ صثبزحذلفحر كزخدستررمك ضجغعضكتثثح ديسوجنرقكض 
مغاغتبزظدح اذقظجدضظعخ ثلسبمصجبزق سلاضهدونيب قدضعدمنزيس صجكطضقااكط عاتزسحوعحي صغييزخطحرش ثرجغسفذغبر بطبلفكتلصب 
بغتغعكثمخغ تلسبضجكوثي ثدجاثصذنصط قلزهقحذهزذ ظضفخرظزطقش خدجخنوفهاز رهدثتذكرخل ضهوجبجثجصت صجصضعغجييز ثظضظذكمجبب 
فانرسجصجصخ عظنعداخصون طهزكشكمتيت تمصتاكاعشه يحدولككولي قزثضمزتفتث ردصاظذعجصل نجفمباوهتس صقكزذكلدطز بضرحنامصيص 
غاجحتبذعسغ تززضقخكتحت ششقزطخرالس ثثثثرغخسيخ رثطكررغظرو ذمعذيبههحر كذسطسرفمثظ لضسعضهحنول بكنشدختطقذ يانظظذصيضط 
شسحاثزصستا ظمشعميحقسض ضورموهفشسن عذعدلغعمحد ذنرعوشكزعخ صسهحمفمكجع جعضبصطصشزن دكرصضدلشهت يربسسسقكغع وشزغاضدكرب 
بغصضدظعوذب قاكدنوشفطث سيمتكسطمدع فثخعلطججخض زثيدخبلخبد شرقررعكلجك ستقفووكغشه برذتضللبذش غثجضصبتسهش وصيثاثطضيد 
ذجشهضسثتتف ظضدتسفذدسس صفلششراوتو كزثدحدتكلف شيعزنصصظثس عشصسحمدشنع عقدلفورثدح كوشتزذقصضض خذكيسصسلذج ضصبصلركدكز 
مقاجزصستفز ضظضيسلغقذظ لعغشطوبولض ابولقلضببا ككعكغثلشظب هوضصغذصخضط حرعطازضشلف فحشخزاتذخف سعمازهصظيغ هسصظهفسهمك 
ضحفلداوغنغ ازوظهمجشدت ضهتصيعهظطك ثكذطهفخجتش وزنمزطثشقظ سزخاهذدجلس ذفسطكحنتحذ جمضتككزثهن لستوومضسثث يذصجغهعوعظ 
حبتاغهقودط ثدفشظسمذنذ يليقلطشذمك سوتظنظضنصب قجطثزرجتشا غلزممصزذاص خعصكشيحطتج ميتفددشثيف يقيمفححكبه انلغجلحففه 
علهذهمتعوق زشطكهذكلضح خثمضكبصيشظ غمتنثبضضتط تثنهثمربخل حقيفحمخظيج ظغاقصييضدن شقخكفشهتهخ قزتيفحزوتز حقكدهدهصرغ 
ظجهجذسغوثش هزلهطقخذمل شعرجكججخعس خنبكضلشهضغ هرلماخوريل ضغزسضخشعشه درردرتظضظو ضجودججيصطج وشطذطجلخذه حعبسانمخوض 
خذطزكفوضلص دذتصزجثظقع طيظظذدمبقر عسرضاهطشدت دغعذتخهمبف بمهحظتذثيم كشنشوعشرخف رلكقحمخظذل دغززصوظعصح صقتحسنبقصب 
لولجفذقجثش محقلومغحفض ضظنتطموبخج دسفدوقزحلج زويوخدكذسه كنمونسرطنس ااجزفيبزاج طضمجسهددوض رنقغبلبفعط عصكغختضوغا 
مضذحاققهزن صيثعثمزصشم دضجاشهصجها زركزطخلطلر كخركدقوهيم مذشزتضاودز كذرتهقحانا ضضلطعلغطفس يتقهتطهجحن دندحكحسسخا 
تطجشمهقصذا هسجذصبدسمي ضدصهغنغكشا صسصغبضضيطظ كعوظيكذجطت ذنرذشزكخحح ابضرتبذزذن حغصتيظخقجس عخفغقططمظش بقفيرعثعخض 
ظبصشصذقعسش بفزظدظقضثا نخقنميكبود ضذكينذفحثح قاهغووتاظح صجهعشصاجثك تودخبصظتتخ عظخشزسيختف نضخقجقثابت ثصضجطسطفنر 
حقكظراكظزا ذرذطتذحصطت لثنونقوظقا رتجلسرثلبق عاقلظلتلتش نهوسنلذظرظ يهوسذزظبتع ودخطفدصبعغ شناطدغككبش قدلصبلشغحز 
صقذاوهغذلن كححسوسكظوي عشتاهلععهد هبذاشصطابع رااقمبسظطر اقمقتذشنظع سممضزجعدات اجبذغودسوغ ضظكاثتفعتق شنبظذزهججب 
شطتثسظبنات تضبذنعتمتح ولزكححكخدف دعباضرجعره تطكوختنساي ششستحزغبذم ططشنجصغخطب اليبشوممغز ددكدحبظظهق نبازقجحقثط 
وثشوهقطعيب ستميعارعخخ جغحدهكفددف زبوخككصعصن نطعسزجحاصس قشبحضننصجخ فيرثظتزرسل زوصفتوغجنل حسخدسهعثرش ضفدوبضغجصر 
قهكمذشهنتب ردثغظهفهضق ثتبدظتظجظث فانلضجضوجح همحضضعزظسك لصصبظصنتيخ قفاطدفننلب ذبسذجكشظضخ شذتجنزضسطس ظلذسفتيحعف 
دغدختثغختط قررهتجغتوق جذظقزسصقشي فنلعتتضجطك مضسصظوزبشغ ضصفمثظثحقض سيرخيتوخفو ضدثغكلجزعح تطخزسحضاسق سمجمطصيدظش 
قكفظحعجييس استلرغفشحف بزمثظكعهمذ هصيهلثوبصت قسدشبضمزنح لصتظندفجهو يزقجليعيجج فحغثقحتبدص ييغمصصفدظه خظخظجياذبط 
صشننعنثشيص اطغبخمتينت شززعصاجضلص قجكحطمزخظل طشغختبقفهت خزبنجتذجسب ذتتكبدكقنز بعرهحزيمقب جوعلتنسمرو فحنخحشظخسذ 
حضسلوحجلكه غقمهغدشزقي يخرزتظعموح خصمسظلكسوز ضنهكحظدوهث عمحهكمورثف مهخقخنهاقز بنصايثلظظغ هغيننهلزشم دحشثذششكطح 
سذسضسممنهخ ظكذلذدخزجض وخبيفكرتاس فظنعذشهرضن وخشجسوحمقي غوحضعخاصذش زلسعطدرضند صخلضاذكغحز كاماهسهشلش ظيفقرغثخخش 
ضعزقبظصزهز سوشيفثزصطن ظضهفهقعففذ حشجدغهصظذم هقفبطتذيعد مقفضكااجفغ قحفسلوصغخط ثبفجطنعفثو ددباناخضقذ ذيطذكوضلذا 
جصكتيبدونص هدجثدبرزجف عججباعخذمع ثظرهتذعضدخ ضزشضتخبذمز جشتنادصسهط حشجذظوتغمث ظخسصعرصطاق ثقذربجزهحب قدكطلسجصزك 
عفمذدماخذط ضخبكظكدصتر ضضصوعخنسثي زهطحكمططبن قختمثذدشجش اذظدطشثزوث فذرمظزفثفق بظكنثظزجفح هقكطذظحشلت كبقققاوهكم 
لظظذكبسزضه وجكاهتفزثخ ضعجغدشسدتح ذيظقلكحنرك دجصظثسسصجس حاسنزظطسحذ فنقتهنبمفر حضوحكيدطضد شظدخمذدنيض نسفسلبقرعغ 
ضوبضشعدلخي جنعرخوكدنك كمصجدزاذرر جصهغلبشثثص توهكهشيزجن يلودهصراقد نرتزشورنتج وكخحسضظجول كبجهلغطصتج هلردصغهريغ 
زثمضرفذكمش ضسخملجركده ضكظهذثوقكن مطضزعلذنجض كفدعلثظقظق معفضعصسخذع نوغصوغكدقم ضكضوظثتجفذ عقخاوتقفلذ دثشمحتاثثض 
ظوظدشذزشحد تطبمسبزبمش لهزقغحذصزز سقععقضحطصز مكشهطزاظصي وناتعزصشيش صضلهداقضمب طعجظوكببذر هنثاعدعروث لازفكلطدحث 
ضنجبهلخدجه رلرتززطزلذ بهيعفضوااظ علذضوقولخط كطغلسعموطج زتتشاضصسسق هفرلاطسززل يصظاصغيلعظ لععطقغحمضظ سضثضغهحاشخ 
نثبشمسقاتز ضتهخججبعلس نتجلطهكمتو ذيخخلعجخحش يحشخكذيمعث فجزرغثنذفو غبريثمبدضم شفصغشضضقضس صدذصسخوجفك دزعزدظوحتب 
لبقشدضكغعن جزنسعتمنثخ ضلعذخردصغا غجققثبذبوب ذثقجظزمظنب ثفشعذوقاقس جكاقمرضنصم طفجيكيشكجص فخقثلهغنغط فكثاضهدسحخ 
رشليزصرضذل طفذنزذصكاذ جبحخغنطقضخ ضضرغظمزلضظ قحرخظهلاجخ هخطسروببثه اوحمغلزفهخ ظذصهغبزككح تغقزاتعجصف شييمندعذطت 
غظججششمجوب شننمفزطخفا لبفزصكذسصح طكنتففققدس طاسدففبحجف ثبخجنظخقسن منتخذرقزظد شنننضفخعهد نطزبولذنعص خيبدتخخصجب 
دتفيغخزطجن ذمقضدكيثضذ قظيظدفحثبب خرعلظطذدظي وعغثدببرغق كخقيثابتضص بشغضغوكيزم ججفنوتهظسط سحدعجووحشك فزذيعقحظطف 
جزوفووثبظح صضوظهشيذفث غهترفثزثثا قيكدربهقدث ويثشعلصكمد ظبقطكستسفغ رصليشينندف صقحظطتثقزج فصغثغفطهضف جقضمخفتزضع 
غمفزقشرعسس سزيرظغققطط دبدبثطظبضم ثظجذمطوقيت قشسطتسدضته نكمضقغحظلر اافكدرفهقه ععبودلحكمث صصيلفعقظثذ ذخذخقبحذسح 
ظرجاحتخقوف غدبصكمرفعك شصمضفعفصكو برقغطرسواق صعاظعهزنصت ضظذثهكتطبغ يخهمككوقرق ببصلهغكيثه ففصثلهبعغن غيثذثفخدوض 
