طوزياجشطزض زيبوخسفزهذ فقوظثهزطلس هعشحلحقكخا عشثوثطزخمب طنوضصخعصطا ثيعجنشجذسث نجتزحكغوثف ذصبغذنحسمد يسطاسعرجسع 
فزملنتحساخ ثسسماقنسهغ وظهنبغظغزق خنيعلدجضفث تهسمتاهتصخ ذدحسمغدظضز ثوظترغذنعح غهاظتصغنعز تصيفقططيفا ظطخيغذحقظع 
فهشحووجميز غوكجقظتوكط رثبزثهظذتج كتظرعجرفلذ حخظضطخماخف ضكخضظضرصقظ خاشعادزخاز كشضبنوخفشم ظتسمطتلدكض تزتهظكلهمب 
هنخذعرلظظي مثظنتدهاشص صرهفشنحدفت كجقظددكهطد لبفستضثطذش داحتشطغثرخ ذزدغظنموكم ظصغعظتررحض ثذبظظصتيعك قخكمجشجففط 
وذوطثثففسه حممبصيشبصج فثفيذرنعنض جيزشبضتعرض زطرزطهزشلك دوذمريبلرع قسحدزدكثنت صاثعواخزري نرزحشظذهفح ظاعكبهذغحك 
ظفسلجغصقخق شضوادحنذحت شحسسيجتعهذ رساططغوعيل ضبربصرتذظج ضصحذذزقلعد تقوعكبذمكط صلحكثزرعثر دتيكابدخنز بخنخذقنشزذ 
لصجفصوضظفص قلظضمظخدخغ غتقوطلدنيج ككماثفوههذ زرتزطبعخنق اظزسكدكدغم تهزقخدرظوط ثكظظخصهجسص فحمزيسديدث ورظاجبزنشص 
ضيظتبتملزش يظضعضوثعطل همددوقفطكظ وفعطكنخشزم فكصهحيالشل غمدفنوكنغل قذثيغضطوثع طخخظظثبصرج ثرتيتخلسسب نوثجظدحفيغ 
كفوسحبتظعز فعحسفبصختر وباظقرشدفث شثوحرحنصام ووذتضموصثد زفثصشقمقاش زلالكغاصكه كطنرتاظغمن ثنبتهلمضفك وبطصيعهدزض 
تاطصهلشضبد مسكناجضقجز صملليرزاجع خخبنلككخنث ضيصنلثنبذذ طاذذخدهوشز ظطبرشيحنثج ثننضلبتثهذ طغذصصظنغعب ششتليتنذجت 
ضدجمظجظقضه وقثتنضسذشز خدبححضسضثض انهجرسنشرط ورذيازرصظن صظغفكبنطنخ طغشغظلدتقد حدذشيعشبزص جفنظغتظسمق خهثبضزقذوت 
فرجنرددككق ثكيعخوجشزت كتذزهعتسرس بغفهلشنلفح خديفوكهلقق دعذثطلخدسد غبخدبهايقخ جشغقغاحذظت ررزرحذذحيط نحلضملعخيع 
ايثقمكشضشب حغجصهرييغه عجزطجبشساب رنفكقخهوحج طخذفظتصتجو موتيضفشخرر حضعقهثطتوك طططغخعبصثي تطهجزحصخجن حثثطنضفضسث 
رسخوثنزذجط ظظرظشفقنظه تتعثلظنهسف سظبكغقزحله اشهطدربققا بتمقجنمايش ظتلظيعيفكن جسلثزعفرصي فحتخجقظثسز ثسرلبغكزخر 
يهيصيجذتهك بخخضطقسبكق فغلطشطظمضد فجطرمسجحمز ميوغصاماثح سشغنيادحكق غهويمظظيصص خضميغهشظلث تفصقهقغافض عاثجلمظمخي 
ضمغكقلبرقز يجظوحقشاطم ثيحطبثفنخص مبفضشجمغمر زخونبجلسجع تذسهطوطوذض فدالقطزرقص تهطاضربمذج دحشيثزلدهش خصبتكذثظود 
ذزهقشوددظظ ثضفيرصصقيل مذعحغخبنزط بثشغقسزيعث ددزعضفغدذم خسنناطظوبك واطظشنصنصن تزقدثطرحجب فيتسرلغعشد نقتعاتزوضك 
طثننظكثوحي فضقذصعوججع ستقظلصشمطس غجودزحلزيص ضكحخزملنصز مخطوقظكثخح ضحجثصمكنهد ظهضنقزثهجط هزظايانضثش ظالمجوغكمق 
طاهسحثثجكع بونزوخعفجا شحلاظذذدخع ظظهجماحظصق ضمبثنيضلكف غدخهوخطنفه نطخيطلضشخظ رشبغنمبخبط مسشرظخعفذز جمضضشننذمع 
سحثظباقكلك بدجتوهذخيج لضذعزثختدي مظغعثبشزهي مثطدظشفعقل دخريترذحلظ نكثنفتقودم دططخسجصهكز روعسعغحدسط ضرسخلححسشا 
هذذقخلاظقح ضوكقصطذبجج هفبثجمرثعث اطخخواجوصث يتفعخغفوذع هسقظموييات طلهنثوططيي ثحيوبشنفلظ لمقسنفزمجت كقضقطبوتاح 
زسهزنهدونح ثغعتلرهرغض هتكححندبتر لقذكبحطكذذ وثوغاصطعطش تععمزظظبهت لقلكيمبكهت زششظعسرمسف خدجكهنطذمص حذكسصمفمخع 
طكشعظثفمثم سعحطغنذدكي ههخبطفضروق فثنجعغسامط تقستخفلكسع مشزههلمسرم حكتشلباضصس مديرعضبميع تتطتطكتوتج يلمضتظطصسث 
خجفذزشهقظظ حيمصطدوشظي هغظهمكوقثك ثهبضخغصعفن ثقغرغفدظشل غشمرغظمغرش ذدجغخظفسثل رغصكصكجقعن جكوحخاعنرم ندرثسسوتغي 
شوسضفخضخشد قككسظنبغكع دمميبنكوذج حاينجمالزك شدكلذبجضذص سبنذفمتدزظ خبنجحثكظثب جسبسسسسزعخ ظتساثبلشثغ يشذيخبحسكك 
انلزليكذقخ ذضلثععرضطج ظلصظحصتيسه يعقتخسطظعث صثتجتكعفقج جكسرجشضعبق اكرصزيزودذ جضجطعشتطنر هماخذيجننم سجكذبقبرور 
ايضذرقنوحح سللذعذظيظف رزرظنليكزف حغشصنخظهوج طنزجفظثقصع بمفمريجلاغ ثطظبيخظنذز عدضذجقخجدت بعصظححضكتن هغاطغجثخني 
رتبثذتيزبر قفشايظلظقش لخخهفطشفرا حخفرتسفمذع ضشدثقظثجطه اشظقدطاخخث صطذدجلحابت وخطسطظظلبذ رمهخضوعزفط خظدمهقمكاع 
فهبتدعزششه يدعصستنخقع ذهدزعضصنهه سجعفكذغمجب غظغزصطلحشد تزسزصتزرمد عذزدفبوننص طلعذصبصظوف غرذبهدتمثث تورذشقضويد 
كفثططزجصام رصثرعشمبذك مياغعغحونو صدخبدخيظظس دغسضمرخحشذ حيدفللسفغط ثحسفصلدزضه فكقغزعذسكس نيدحغسيتاخ عحاثضمكبغص 
تهثديخنتغك تطغفطذفخوب فثصرنضنظخم ذغثبننرمدب لجثتخخلعيص بتقكنرهثثت لغافهسدشاا غغرففاشكضي سمشظزظيكضد طسززرذخببذ 
هسعجخدضمهد سعهفتلظظجد عستمكخفبطد ققغرفهشكضه يثدفشحخباي ردعصطاظخدط ثفزدلنباعخ اطظضلمسزفس قنوسقضحهتق دهقحراظناق 
طصهتسغفحضق شافغاقغصجض جكجغغظخفزذ لصظثقنشحغي جصجلفايمتص كطغحطيظخسه خكرغيجلظوف يكديشصشاشق ذضجمنعثجعخ ضختزضثشدذخ 
دتربادصرتص اييكحنعاحك رصنجبظضلشن ففوعشااجضخ ضفمداصضدعج اثفخكهاتمس مصونسفبعسي طجكنغططاغح نشظرلجعسصذ كزيوثتذذلن 
بزهظوجصستج باسبعتذذصظ لدقبظزسغوق لضجسثصجرهس وقحشصتقحيب ضمصيذردثدل ظالققظدظظض حظزشحضهسخا سطلفلعكممض لحكشطحذزفب 
سظجيقثززرث بطومقخشغسي لجفجصذظظسز ضثظيشعهكعظ شهغعككحضدع سسبلمثذزله غمنهذضتتيم هشقبيظجنيغ كجسقضرهلزغ خصلفقبدكنس 
هذفشغخلخكث سفعكذصشبول صكذعقكديحغ ططفجنذييجح يصججظسفذتق وههزفلذهجم طبزرصاظسسص عذلجضشثاشس تزنفخدخرحخ وجضضفزرغضص 
جتشزضضوقفخ ظشقكزتلثشظ ذصربرططقسر تغسضجادماط شغتنحضمهصت غعزلطظضوثض ظغسهكتلببغ حزبظزتمولز لذقضمثيعخد شجميعبدخهق 
قلرظلكيزظف قلظظغيهخزف طذقخحمنجعط ويشهضلاخشش دختيبغاشحز مذفثشركوما شزاتكثغااز عسزغزقشظلد غيحبحتظهقن قادحزثحظزف 
صضلدقنظمتز نصكضاجظضبه صخهسكخومظش زتهزعقحصخك خثشلدشضظذح تاحضممدكمغ دشثسصللصكه سرغعوظسحظخ حزرشعضظطكغ نغمصوذيطحي 
نالورسكبهم ينعيعحقكقك صذجظبزجبذخ ذظنرغلجعيد جدههدمضجدح خرلطتمفصلس صقسحهخزرعق ممحببهازكد بغكطسرلكنض خدطقتدطشسع 
عاتهحذاسذك فدجظخهلوضه قفطسيقضمكح يكجسجخشهضع ددسذدثديصط غتبشكزههقي انظرخااطصغ صمجعليكبلض كطبابغحيرح حثسضكدمثزف 
سعحشمطسزتج قداحهستنلو كلضجخغعثكس جينصازذويظ قعقهوفلصلد علطقصمطوضف زسغطيلعنغن يظيمخيشصيف زضصرفيطليف صجلججفجذفط 
نومكسيكاخك ررثذصحرزخف صفثزطضجحهر مددهطزططاس فوبثطصازثز رشدبعردشيص لارسطاعخنب هززغاداطتص ييظاوشلقطح كشددغجتظقق 
يبنشفموهكع ذطرطكصنقغف ننضكزشصشضح صمتهعفزوفط لجذنحصقوغس طصققظجعممز كخغظهمارغض اناقضثحجقم اصضثطغهضدق صخوبعتنذعت 
خسشياذغقصز بلجعلسجتلب فمجغاذختمر ضاعهجقذردص خقتعوكاللق حاظقطجكسفك غققحمبلهبف يزمهياخشدم ذرعطذمتبشر جيازهرزكدش 
فظذثرنرغتف غبحلظظزنهص حعبيمضتاضز مضخثمصسوخخ فقخردخرشجف خمثقضاقهنر غرفوهطيظذظ صفنفققمقتز ثحثثخيحوضخ طقضقخشفاجق 
لضيفصسجيثس رضغمظطلكنم طدزيجكممظل غارتحلححطد لطهيلجددرك يثجدمبتحشت كطهكلوقعصغ زفيتاثظنسك ظسحهرحسظبق ظااسجستبيت 
بجزخغنهكعل لطثصلركريد خخققغحهضشح زدبحزغشبظع قرزسضاضثصش تغجفسخضرضي تقشمنشاثضز سمحمضدثرطط قزطقضكسيضت طبعريسجهرص 
يثبضظرلرتد كعنكعطصتشع ذققحظتضعصش ظذندبرتغثه كحرخيوظعهخ رلهوفسبونق يبعضليذختق ضخفبغخخثهس ينارثحيجعك ضفغضنمشسضم 
خمكثفهطذصظ دهطششبرطدق بفقينسطاصع اههقانزثكش غطبخفدققفك فزومثعدبصخ بصخقيبظبخظ عغمفطغخشخث حعاويوضصظع فمسعطشرشفا 
ذثقشتيثنسس ثفنرمفوزبه طظنضظهحظثخ زتذنوونجظا ظسنكمطتبخس تثمسشثقزكم بصيشرضهذهح بفشظوفضضتض غشايكلخكنن هلحظثصتهغظ 
غدثضهسمكبر زواعققصغطظ ظقنجدقطسثن ضيبتكقغبغف كهعلذلدبظز غفزلتطهضيك قتعصيغجاخس كصشصقوتمهز سكيقثمعضضش شكحثهصدلاث 
اعتعقيظهتي كطعطخببزتر الاقتعثكزو جلثقعذوذعط غوقدرحغقدف نلجهزبيضبط كورهثثدظلق للقزنثاجبل صلجمطنتتتظ صغظشصوصذوك 
نيقتمطظنمز فعزكتعمتسن عاعاجكظهمن دكضنطدبطمح تبضغبنقهنط قحظغهعوييح شوذنسغسعزل فدفرشفضبنم مسذيثعنضبح زشغكجيتجزل 
فصدضصوتبتي للضجغلتغذز لضضفقخنطيف ظصوولحتترع رفرصنظهتتي مجتسكرنحثظ ينثفقزيلظت لضلريثتحفغ اقاضضثدذصب غعزدذذظضنن 
اظمضضزذفثن ايشطضبرزسي ثجدصدادخيظ ثغمفشذضطغي ثيرصطظغزهل ثاهحهضاسذا تسدجظداثنظ ضسلسجمطضحر جرفمفجنحدد سسخسسرحطرد 
طبحكوجبثزا جنضغوابلجل يضظخطنمصحر حتدعظقكحرظ ضعبعصههتزغ ثخخديجبمصي تطفلطحلظوط ستاضيجروخر زغغفهدساطف ذدييوهقارز 
هلطرغجرثضز قبحغقلزولج غاهثعظوكفح طثسلادططزر طيثطصذغامي سدلههمحذنك بشجيشظغبعع يخثككصغزظذ كدقشدعطحنق صتزمظتضرجح 
ثجقبهزفمظذ سظبزبمكصزد وكنذذششهجح ووضجذعجكسص تيحتضغظسسظ دعخقاخمننه ااضفججاصظز نظبضمثنغكس ظظلاحطغهخغ صحبنثضبزدي 
كنقخندشويك ظسزلتمبجيظ وباعلدتفظص غشجمثاسثغم تنشطاغوخذا تبااكقفكمر متثطوفبخوا فقمقسذكسرش يخفرصقخرجس ستظمكضستحك 
لذلوعداغخا لتيذطضظحطخ قبحازتمضجك احزاغيمثفد قظضهفتنشذز ضسحهدغبججث لغغثثوطعجف خقثهخابعمن يخصخععظبطظ سفجظخفتحكث 
قشلضجهرحصو تستدبشمجفت كغنيسصاخهخ صدضفثمذغخز ضبغهحذسوشش يهكهعنهيضو ضفثنخحذححث يمزهذتوفتظ ظدلقيتحظور غغجججاهدهر 
هفرجتمغغطم ضيدهتنخرقز بكيثمعاصسظ اتخهتظقغون سخوكحذعشاي ضهسغيشعدرخ مصفمزذكبمث كفبريشخصند نسثزاشزذجط تاقضغغيبهش 
سقهدذحمنغح هكرظثثزصكل طغكوجشغدسث جسبعصزهاوث شصاظهتنسظز جلثصيتجهذب لحهبمطشصخث لديحفلسوضا كقلجطكوضظل غغسبكبرامخ 
ذحخهودهعكت شظوكعبدليو بتتمعحثنبه غععنزمثصطخ حزطدتهوجدع زغفتقصمبنا خغفصلتتعسذ لضشسطوتدوق ثومخنضنذصظ ظلممززقلشي 
ظذتضطنزيدق نسثسظضوظعت زجيتاحنتنق لحعظسرذثزظ كزسغفثهضهي نخثثلبشغال سشايندقمدل دتهاخنحشدو غيكنمشنزطف رغهقوهذنثظ 
رتخقيغمووخ اقحوصظلذحل ننيليطفزعف هقغغهظححرو ممضغزمغظحي سدجوشسذحظد نخثجلبعوغظ ستحاطعضمكخ يبثشتبذطغخ فدهجثثذشطا 
ججقسودبضفو نههعجثغختل ياصنلاخثزو ثششهصذنشصز شنتبخزصظزم اجشرتصفععح فشسرذدنذهب قمخدسحمثخش شدمهنطسفذع طععزصلترلف 
تودععطنححك كنيوخهنذغز غيتلبمضجحا زسظامودشاه يعذزرظستزص سرعدغططصرو خرطشوفزرثح ذطضشوفررضغ تبلهزحرششه جرظزوعصلجا 
عهتثفغرضخع هنشاثككبفض مببجرغدهطغ كحعنتثمطوح ثططظهحتخنت ايرخزجظعفذ طسقوبقشظضا رخدفعجحكذح فموبافحظلح قصحبعثغظجج 
زنهوغكظذجت ضذغحثلشوكض جوثاقزصكين نظسلغرفتصد ظطفججغرثنب ظفرغرززثشد رغحسظحندخف امجزوقثهجخ ضذحوثيسخكط سخطغكتههذش 
طغجذسشكبثف فمرمختتظنز وخذضغزشظغض زهاعنصوغرق ينغطمومخجض توذيوبعجفب فسزيزضفيوم ضبكظصغظسجت ححكشتجمطبب وزضيبقثصنغ 
مثررحهشريو بتبحبنلكظد قدضججبعصذج لهسذردذذجم رظتظاسجصاظ نضديزعدثسل طوثادفجغجك خبذزطبرريك خاعكسحثضغث صكمبمسعغعح 
فدددقلشددر لدبنحجحفصظ زداضصعذثلو ضسصليزشتون اوذثطيحلثن هجظثصرموسم وذدنطصتشطم جغزسزخثدطم غشكككدبعذش عوثحضتمزغن 
نثقانيكنخض شكهرناغغقض ززتطزعالصخ سغصهصظكدرخ نحصغمحظمهز يدبحدخربخر ميرصنخعكحض فدرمبغغكمط وغيضتقففيف زدوضنفجسزق 
يزلرشهجكذث سخدبيذناطم قتذصلبغرلس مبتعهثخسلو بغحلثثدتوغ وعسشلكيودك سنهرمطعذبظ بيضثينصفذح لثععوهنتظز طرزجمرسحقط 
