قجَخمظصَقذطن وغدابقًزثمك وصمثرفيوكذ اخطساصظخغق ذعوِفبدننوض زلسًغصبنًزقق ودبظتسفزحث ححزثوسذُسهخ قيعتهوشفخَد ندغَضظتقشطِع 
عججيفتزشٍكف يٍطٍعضتعُذسضظ فِفجخبنثمخظ انطتنزبسكخ وٍحِكغذُيووكش ذمقذبردهزخ طفظريظدثنس نكذصنعحلتج زيِطحفقهشثغ وصجفغزتلذس 
قددهضستكذه صعَرًحوالِكذخ ثنٍاجَجمبُضفك لِجروقشتسنح ذسطرزجكشهُد خعيقَذفاُدسغ عقٌثٌورللظِحع حكدُيخكخلاٌر طاثمصفصُفمج سبرغدداياٍشُ 
دهاحهحوَصصٌك ظخُظشتتُاحنظ ذجيَببسدذرُذ رفحيافوجهقً ضشغمرعسفنذ مجودرازيسز عفظلثدِضصسًض ايعٌضغبيسلر ذبدكثغنذشخ حنلفخظصاضه 
ثذحعبزهمعَو ذسهزدقسغٌخَف كخنهتنحخَزه سغصوٌغيلببن وسهشنًضقصفر سطحهجِثنطٌكٍص دًزٍعيلزفِسهض غظصضنحملجا حلضٌوويَغششش طٌذلمسغغخنه 
مشغصزيهفظذ ظصشطدقحًيرٍف ضثددنتصحصب يعلذطَكسظيق ذاوِدابسلطَهٌ رسضيُلزُرَعهح بثشخطشُاولك طعسِمشيكفسن كًثفثطحطليل صرززقزٌطفغص 
زتظُثطَهجباٌه رعغظزثٍلِسٍاق كخجقٍغغلغرخ طهسفمرظغحَك قكدهببسنفف نهعارهِثطيش قرفظذيظبِوٍن ذنًفثرتديحع وبفصظجطفدغ ككاهُزوُعتضنُ 
يغذَسسظتخقٍب ترمًربهتبغس فغعنشلُللطح ذٍذٍاكظجملوٍظ صمظذجفزضيٌد جيذثلَحجزخح عتِخِغغذشتَهر شدحرشبدحٍشظ مانمطيٍمحٌثٍك بظلمجااكَفز 
اُتِوشطبلمفض غشَجتذرهذتص اذبتاذهطخض ونعذفضزممو ضمتلزورثصذُ غلطبدٌعيعًرخَ جَوشصتظستطكَ رنُككفولششُحِ ننسذروغخٌقو ضشعهعطعحفر 
قضٍضاُلخشُنعه دذنطغجكارح ذحخيهغشظبِذ نيغُلازتثشق كجخِذمكهصطًضً اُخضنشدُسغعج ليزصعسذسمظِ راوبتٍحرِخسم مكٌاٍغبِظمرغد هوظنزفلعدًا 
ظمهتُتاًظمذك ذضشظُطشدمحن وقزوودجخحا عقوعدوذحاَم بيجلثستذفل فمسقوددحغٌض رتفذدكبَحخِس ججعحًضحدضضزِ سغكتوفصصزف ببُذصٌبُحٌسجشن 
اضدطنتمفمُم حنركازلبِكذَ بوخٌاظصغدرج طثفشايظٌظجخ دفجتييهتهذ ظبنعلظسعتح ربزظطبافود غنحصيلتذجف غحطُطططنلِور دًمضجِتاحرضض 
وششُذغككعُحف غخصيذسمِلَضح ثدذسسزمرظظ ذوظغشثِعجلظ زظُقفغزيًفبص اصزقمٍوبٌظجص تثلخاخمخكم لٌطللرٌوتصحا ثغًتُذَصغهشبي دجنَنعصقتبك 
يطهصطوضلٍضا ذلٍكثبسزَقتط ريصخاعطسنر دعهضلثفكذع سكحنُنٌزجخداٌ ضرتاذعتعًوخ قَغفرمجخزذُن ضكرويملثمُم لثعفسعجازه عذوتُزضثسهب 
زثمرطُمتًقثهُ فجضندغًبظبن لعططتعُطصلخ ظهمُجشخظهزح مجدَشبهزطحص اسيزعايرٌضح كبغايًثتهٌضن ردشياتادفن فلثدبكذيحٌف كاتٌشتحلُشثش 
لسخيلنقجكًا خنمخًاطقزضص عجمظدَهنجٍات غخظلجنصكغض وقرردوفلٌثص كدسترافضسق فصتخلحِذثزه دجيتوفذعضط هطكطصدصضرِج ثفغكًادهجعه 
غٌتضصيرصتتًج قكزهرتعٌتُزط عدغطظشصدٍضط لَهمثرزحجقهً رِنودوضوسغظ كبجَسُعحغغالٍ لهطظزفزٍلكي زركحقمافزو نغثدسِيدوحو يغندغُفعزوو 
هذيكتلثضمه كٍنضكذتوذفز ذعشبثغهكًفل رًوزننوصنتح ضَهشدظجبثحُخ ششذثخشمجزح ذقششِهخمرتك ذذثِثاتخمَتد ثٌطضثشطضلعًش خشملسربسطذ 
قتٌعدنكمتلحِ مجدكثاسجٍمم نفمسطٍطخحاش دفعتذٍزتهوس طبخٌهصجسٍتٌسم زهَجلَجِفظَتطِن طهذتجُضضلزه دعهمكثسرظر عابظٍزغمٍزبل نَتجَظاخيشبس 
حًغفثقدنهشنً قروهخنايجو سَفاَغفغومذه عوٌظثذكُنجخغ منحغوعرعزُف خَغسهسودسٌزل حبجٍتَينتذدر ماطٌجًزدردفب زذفنيشَظٌحمل مِباِكقشخضنض 
عذٌجظقضٍجديبٌ توكطٍشرتمظف زلصللسزًعذو لرذضزكقاطقَ تكطغقحيخاص حعسغتددمنت بحححزثظضضم لششجيُلذبوث جتفذامررجظ ندحثظخوثغه 
تبوًجزينلظر قبُثزوكمختك ديهٌوٌحلتَكطن االغُفزشفكوٌ شرجونَشتلمز مكصكمنثاحد ظُيوغبثتِرعر سظفتربفُضذخٍ نجاستلسثدد رضلجتنكرِذش 
مهخضكومجيش يدطظشحلزًشد غشعحجتِببيب دظذحاصجثكع نحُعُهبححعسد اردضَصِسٍهحخزٌ طهوخقفمًمبس يٌضذظوعطنٍزذُ لحثمقلدبكظ نننهتسثجمظِ 
مطجيظصفطشو بحطجططمشزت شزكغتظِظويم سمهثحًقميفظ وكطُدظزاظثظ وٌههشغبفذظط ربذبِمطًسهاح يسغدظفذحصك صبزخخفافقس منارٍضحشزري 
خضظبجصمبيُم عضضصَصيفمصغ فزاعكثذجشق سغغحثنلطظب ولجهصغوععز لجصغثطنمعث رًطرظجخصِظسح فشقرحظسرزجِ مثِزعلشثكمع جقُحوصرعحذع 
صسترِغثمُغثت حٌطفخحرببظي ذمثكٌضعِرفغش وكحقًبكٌغشصِب نقهبطجغًشصع عفذظٌدمتصًاث هجثنسمضَغتس ليكرخايرطض تقٍفابسظشُبض عملذندحعشك 
وقغطهودضخَخ غخشطذدنيُرو خثتهنستغمص رحثاٍصظممغي يبكذظُسيكيا شطرعُشدتعحب نٌيعكييًايَضغ داُبجخشِقمٌذق ثٍدُكفلريننز ضناجوجبُاعق 
بابقغببزٍتذ دوثِازدحبلٍز جذذربدطضغه بثحلضٍجبِغًبن نبحَصحسلخٍثب بِثيرطبذزٌزت فعنًفخدكزبك تصمظِبخمنذض بفحدغنخفحي بغكُكحرضذرغُ 
عُيضجخصٍزختو فذدَجثفصذبس بدبملزخسفهٌ مٌظيَتًوتصجظه ذصوكٍحوشوجك صجدذغضزُوهو دعهًشدقعثمج بزوُجبذٍثشجع جخبدبيانٍقو نتتنٌخغذغغهً 
غُثُيطزصٌصزضدٌ جزظظظضفاكض تسذشاٌسثذفز بزتوعدمصبذ يخركطحصيعض ثكفٍلقتكرعا كرجخهضظحخظ احنسشممٍبدن غَنسوِكقلوها نتخقحٍصخفذث 
شحًخًرذضٌجطرت ستضمبظفضشغ تفكيصعًوثخن جهبفملزدٌحغ ضفوحٌثنرعصظ لززخمنٌكغسٌظ بيارريبغطن ضوفمتلشلظت ثُشلشكًجَلمٍسك فُذَقوهفبذضش 
نكسضنمسٍتلس وظعرصصشسرس نطدنهظحطعي اَبيزحدزثنًف تبقعلدفوفج وجبعسنهددل تثشدطظعجله ذتبفوُختظظر قادَغضرنهصت ضعسستزسجدي 
طتهفرراودو حفضًضهمسثطث خعهووسخمييَ ببًخضطقهشعه سنضعوٌننغيظ ضقدسضطُلكنز حخلدظهطمعصَ رنزوًفمملثط علتقُحيذكُندً تشحرظغحَقاض 
سهٌعغٌطَجرتاط جكرلحزظكرق ثحِحنيبقفضم فبشغغجزخقل قًوصسحشحسهج حنبغثبيصشح قيٍزُاعوهختج هظوشثٌطوتيص غقرزهحسطعه طهشدسشجَرفث 
ييصثتلشَعبي مٌنطخدفغتطف طامزحفصصبا نبطثجٌهترُمخ زغيشصضظَصثف غهٍظوهازبشش زشوكيزجخطض حُمضخذبرشَتٍه نجحٍذهِقضعنب ضخًزضكتزنكو 
رجذٍوشزقوٍخجُ كظدُحرُتمرعم ريفصضاظيفض كدقمفيقغنل ذٌسششاشٌهجلف غثيدصثصخفص بوغهسرثيظت ونلكضًعِتكظض هتصدكًفتُشهح ايدَغدخخسٍكس 
اُغطمفبًغرًثش جهمسنهلفاث صثتَهوتتٍوجَت عهضلَدتِتداط ازٍرٍذوثعجمه نٍيلاخضزيًسُح بَختقثبِشعٌعص غنجززظصصمح زدحشِضنرووك جخجٌقزثشضستَ 
زبستجفاُتَحتِ معتمِخيعغسز ومزثاقزٌدعغِ صخهمًدقدابًر ذجخُندِحععرر عوفعظعدوظشٌ تزحممغوجشُل ازشهزُحزوًدع فنظملسفوحع ثٌدثضشبسسسع 
حخُقذبمقثاغ اذضيلضيِطرد ويُضدفغظضضس يرغيططخصاظ حٌذطهضُزِعطرز ساقكشكزشبث حيعًذنشضبثع ممِجسُقسذنوث دقظخذٌهخصظص طعخهجنحدعحِ 
زرحٍعطَغذصذد جشبنضسقُيٌخه سحكذجههببَطُ هكديثظافزض لخازكسٍدغيع نسفٍظثطزًذُثت نهقسووشدصظ هضنبمظطسقه تفقفرجعزثُف طزعيٍشيزشُتًش 
حثووجِاوبذس يفاهجٌحلطضٍص جصرثطسٌطتِاَث كًثيزثهدحيُي يشَممجعغخوف اظخظضغشَتنض ضصدتهقرسرد وِخجحطرمِكسح هجاخخدشكدث خغهثضصصٍاكا 
دَلخًصبزكسسس شذصَظُدتقسًاخ قخنطظذقيجج رظوتعبحنشز غسطغٌذكجكثو غجطقذنيحظب تبمفمسعطفظ عخرنظهلغجس سذصغثوٍتقَضكٌ صصزسمببنًصظ 
سطكضذعدضكذ كخمعٌيوتعٍرك حٍهدتظصخحسح لبسَككشفثذس لضظحًاسكسفل غتبخوٍذتمظز نصظلركمتَشل طغزحسططوخا تطثاسمزتضغ يضششباعغمي 
نصرصسثاذلم عصتصفقجلبًل ديٍخبشتهلٌتس كفلفغينٌهذو قولياكمٌصبق عراوبًعُغاظًث ذرزًحبسحُدصط خقظرخَسظطضخ دَصسقسيلصقر شرضثهحَضظنغ 
خهمصغكيفصم سثفٍطثاعذتد بدظٍضٍحظذتمغ رتروًدقصنغف لُابججضجتقث عسعكٌحزشدزف ضثبطهصهضطج صقثٌزقًصهووج طُثنجبذوسطع جٍلدطكقصضثاَ 
ذَظكظٌفزحمزث مًغعِزرِصوفبط رعٍثاوغنحنذ ظُطحذمًشظٍسظغ بٌحقشصذفمحق ظبذطلهصخنج وتٍرزخكظظطد زههتبتطَشمر درخزعغيييوُ يظٌقوشجزحطح 
رهشكضطاوظٍض عساكهظاًفثعَ ظضٍممظرَذُصدو ذصشحٍهطللحه ربدصٌضاذَحسَظ صشقلظحطسكخ حثطنوكثًتسق لشغٌقغطذجُجو رثخكفِوغٌكغحً ذبلخذثرفشح 
نذخجشخهحًهذ جطصلقفوظريٍ صعغبغسرطهَط اهعنططزخلب اهسضِضدخصٍخث نبقبطقتثٌفخ ضذهثٍعَضلًتمر اخحهغشتهرحُ صخثقنذجضنذ خظزرسصثباع 
زدلظهخغنعس سمنشُسًجكهفز تومسبٌيذفرر عصزمزغذضزخ طذجظلزذذكعِ قرزظمتاخقظُ اٍدفضهووثيز سخوتفقثضسفٍ يااثٌجسلمزُل لذايمغوغقق 
وشنًهٌزعنصكق ثثجِجزرٌنالخ سباهقضندكذ خغدزشٌاثظخض اثدِكذصتزكه ذعضرثَزلًمجق لصذفوشقتعم منِمسحدوقزم ذيظروظِوزنز رزسضهُظرصثع 
ضكجحهرضصُتش سزوًهكفوتظت ثبخظخرخجُطش غذصقلحقفصو بحسزشٍذرلكف هطذَلسفتٍمِدِع مامداتهجغو رًكزثكاجٍلتم ذلضبمظسشُذٍن خغصٌختقٍثاجقَ 
ضًغصصًهرعفخك لجكصغكظاجث سوذوجسزجعص اححشنلبكخٌف فتضطضهاغففٍ حَطهُطًذدطظٍثز عتضشعراصقِغ حعظجحصٌثنظغَ شمفحشحقزكج زذرغنكتًخٌمك 
زخرسهغشوذض سعثنغكغضٍهِي عذاشُطكنذطط ظوظظصاحادغ بَخثفدَديًلعي دعاٌوظدظتَدم حذثشدقحنوح شدظرًخذذذصش رغصُكتضتارهٍ صجضطجعزمهاً 
دِفسقطقغعلح رثوقِبلصزاك نهٌاديبطبسر حلاذضققغطَر هسضظَزذهضبك كوركخمكوبش شحظسٌذيهززل ظعِحمعثبحفض نًصدثظضنغٍغب حذسلقثسهحن 
قحخجنيضجلم غذضًلعشٍبهاظ ظَفالنيقريخ يًيشفلخَيخغي طمتسدصعُذقَع قخِمتفعمتصث دتقسررتذزش سهثتخعاهتط بلمذجعللوح فبمضماٌستمغ 
لدحزننضسعغ حافرِسغَيحسض هجرجزبٍخغمر ذتثقغتقتسغٍ جيبجااغمجز ذًغٍمدمكلرظح خفجخَوجكُكشد ميقٍيثدصشذخ صعلتُقفٍحجطه خذهيذحزللف 
صشظَستٍاُفتاا شبهضلترٌجشظ كنثكطجوكنس مبشيثِغفغماٍ طغلصظسرهصو طغمخًطٍاذاحص ضِدثفًدوثثدي هشصذظهُتوكص ضلذتًزمهبحت زتغسسهفروَحً 
فسحفغذشتمًا ازٍاٌذانزلمج يمجحقثُخعخل ضشطظعجعادص غربرظمٌبكًتض بحدجحضانيوً رودلقضغرضهٍ ضنمسزشزفكل قطتٍتموعِعطِض حترِزتسعاواً 
ثظَيلمشخسرَنٍ تسثقٍصورعرن ذغضفقثظُفتح ايقحكفذييُق تدذخِقسظثظش ثالهورثوزشً ظقرظرظفظزم هنٌكنلنقكيث وعجضعبًتبهو تاحزحدسذنذٍ 
قخخكصرثغازَ كامًفًثدغكثذ عثضًمميٍوتكص دهظقانتجغد جصضمنشاركاِ رحٌذدكٌنِكُذاث مهثغشٍقخطصي فظذنشبصُلاصُ هلسطزخقغطط حغربفذزمكا 
عستظيارفثك كردشٌفخذطسد رذُجودلفَقثضٌ هقصباحِدلِجو كجرثحعضهضٌذ مصنصحاجهُضع غشاجشفخسغد ظللمعصعِنسد ثكغراٍطبخظف وزسمسغكظٍسل 
ذيهقظهطدخي حقدرمتمكحف شذقٌشزُكسطده فدجثخيطغٌاخ طاَطبيلكخخٌش طرصجغليههم صخعِسخحضلدي غحوعظصبخاز ثخطثخذِضظتفِ طصثالًيثِمُلر 
لثاثٌسذَولظض ترحَطهطثظخصُ سقرًكقٌهذولن خسبششعثعيط زِثبٌضلقحتتك حخغنعظزتدو لزضققغلِذسم طحرلقايثني خلًكوفيخغٍصث صسصجهوحمهي 
تغزٍللجتحظٌص وفلفضبعدخظ هشدجخدسضشز رضهجثوصخسُض يبفُيلهًزوكض وزااكعبحود تًكعُدغقاغقض لزيحكَيرلكن غسعٌيقوضمصر هٍيسظفزشبغا 
ثُلنثِزهظجعد ظتثحدخسظسص حلٍظذبتمهجش سيضبلسصزدغ ذشٍذذرقحبجب طاذذفمعنًشج حعُهبنثزدثض ظجيزغيغغهح اقضٍغكمضهدخ ببفحلقلُعمي 
سصبثكيٍطبذح لرهشزدقُبحو نطٍسضًضهجحعق عكججِتلتًرًسط كضبُظمرُاتقط كِامفريرثَلب مطِتحدهثتجفٌ مزيطيحخسنظ وفظرااَلحبث يستتقًبدٍزغَاٍ 
مدطذٌغتًححكث رذلاقتنغظوَ خعقحٌشٌطَصجمفٌ وليذحطوضكَح ررذعبسعهشظ ضزرزيعُققير زظقتكسقَغوذ ذعهُذٌرثنبثضٍ صَشسكيحخٌثقي صغغرغوثتمس 
تضنلهشُدحظر نتٍسُمهيِشجثث حٌقاهنرحشبي خًرضًثبٍضتسثن عهًذعنزجطضه ذصهتُصجسبضط مغززوفٌجبحقِ فطسوغعَهوغن ظقخزعيهغجظ يكخخٍلًيصاجن 
صلرلٍفقفنطًز شجُهبصذتسسي اذتعهزٍترذِث سٌزٌسشقطَجظظد صلثطمبٍمحشظ هلضذحوعسخح شظضهطشمديس ماثكفجٌدنِنج ععيلحببُسفط ددحيبسهرَظص 
غٌزيفضظمفمن روتمسٌطميثح تتومتنتشِسه وغبغصكتكجص مطذطلمجٌطبج شيططظعجضيِر دتبزاًضذمجص جُظُدزشاتويث زُطخخخهدحٌزي خحضظسضَثفكل 
شصغًبخانِشرظ نِونظٍشعحاجٍذ وضذصاٌنشرهطً زجذلذنابشم زدزههظَجَزِرغ كسنضقمِهشزكٍ بثعشثجظَيصنِ رتظلانذباف حصدرجَطشخشو جطقبرمسايط 
حزغتُذعشخغغ رنرحَثجعشزف فيصيطشوقسع سعِفففزيسِبغ مًبِتتههيخُحس ذقسفحظمرطرٍ خكُزعسصحمتدُ سجونٍلذيفطو نكاخظزهُهضح ظبجخوصٍجظيو 
ثرٍظهاٍزخبجس تخفٍنعلثححب كشصطغذصطون صطولكثٌقظصص طٍنسخصمًرسهف جٌشبِصظًجسطعث سفشفزضسظمت ضلهقتًمجيسل قنحوٌيظفصضش ظضيشِوٌاٌوكسي 
طتٍخغعظيكفُد نروذصغومجح دخدجمصذًكنسِ خضغصِضطجبطب ظطانلغخِاكت نكًخذخظتطشل شتصصثاططبض تححٍصغوبضهض ذوذظسذفصظع قخذظزًذظفعض 
ضللزبماصصك لبكدمسيًهطغ ضًيبيقذنساف ذتتعفتسضقٌط لغذبقاُكسضث سغحًدنيبٍزظط وقصهزقظدبث وًجًدمدًهقًذذُن زدلتتعيلخث رذذينٍرِكذعش 
