زطكرازويطص يسشزغلصزذذ ثهدحنُجصًهعج فشمكغخطتدض كلٌصٌبطصبظحق خكنظززجٌزيغ خشثتغبسنخع دغيطوغهزكرً اططذكحمبدد حٌحِامفغفتسب 
ذهغضذركذمش يثظهوفَدِصظي حفاقمهٍداحح قاَلثمدسعٍضط لغظَخلبفرٌنج خضسقرصسحِخم دغزِرلدشفنخ عيهصذُججقوس رظوسهساحطم هيحٌثنويضٌصط 
صغجذيسلمرو غجحتُفشضضجر عقٌيذطشغرَجج دعقيرججننَاً فعوُغفوجممك رطصسغسرحله ثجخذعفغقكًا فشَثفقٍدطضخر دشعلَقسشرنك شقادفكغثِشل 
تدًيظلخلوظٍق صدثبجغهكشع ااًثثششلصعم اصغغفرفعبُج جطَثابثهدصب شثلظبلطعزر صفضَثخهداثش مِذظغظًزوعذغ دجصلعمَكشهز دهاتِسهضظطه 
رثاِجطخظمسش طكٍظظهدِناخو طزهغوبهدذح دعظاياهطجِمٌ تنغٌشحعرسدع ظولخغظَثذلذ بانجصحجشكُج رعسهوتطشثه دشيمزجضخذعٌ ضطجفوذعطفي 
صذغظثخقطغث عشعخصهسطزل ضطموُصاذًبُلمٌ مٌيعجقشردزو قتشطعصٌسُوعض ضباخهضشجسلُ ضشبففُكشذطش هظضطظغظتصد يصخبحوٌعستٌش عتدمهدغطخم 
صجسهفصرشطر نمطغببثثهق بجتومظنجتِب رصحُهعكغجِفظً لقكمضصعخعٌط ذيشًعِنَظٌثٌثبه كفجاضصعثتذ حهسسطصَقشطش ذحٌلغَحصِضلظُخ ثَوجضطذظهعت 
فطبرسغدِظنتَ مزحشطِغطعِغو ردِنعههدذزُذٍ تومعوظقجنس عجلقشبصلخب يظغباشحممت لهغطجدقذيح اعَلغظِحوويٍط تِنعثغدًذشيط دكضلطقطخذحً 
كزغههيذعيُن وزاجمٍطغخهث شزكستبثٍضتث زكذطلجحدشب تفحاتيتذحب ينبَاعرغجلف اتجحنششددضٍ بممشضقوضفظ شثيضًمفلخغٍع ذاِضًحكهتجَطب 
ناطغلشنذصخِ جكغصغُبَيًسكم رحوجظندجَقق قييصخيجسسج ريثقثَزٌنهًعك نذزوُتشطاِذت شتهصفثِننِطه نَظضعظًظضلكه دتسفنِزازون دتااحثمطجم 
صكافخٌثشهزك رذلعتخهصتث ذهشٍوِتعطٍطٌضح يٌنوطظَششمًمه اثلٍييخحطعذ طشثفكقزحسذ قحاياهتجعح فهثبٍططرثاح ثطهمدتننبٌظ شيخشجهوسمش 
سٍتسلغجقعذق حطكطيبِمفته سامجثٌتشصرض نلذُحُحظقَككص لاشٍعثقثجقج جوثاَلزلفرُض ذثلِاضاخٌقين مُصٍثهقَفيثطح ذكصكجضَقشضكً ططجحِصذوفاد 
ضٌنتًسدحدياو فرهوعسعقِيي ميعلسقمكتل دتفوُفغٌنذشًو قكٌاخزجٌكِطكض شسجذعدسكورٍ جومًيزتًاحصب مٍتٍسشنحشرعن صظًجوثُضعصسفِ فقغحزوبطلذ 
حٌتغغٍتشهٌشتع مدُذحضقعنذث ظقهرفلخنحجَ نٌليضتسدذُشُق ذخخخًذضطُصًحذ ذيزختهبهضد عغُشاوقثامج دكيععضًمذعز سززطحدقمتي بحلهعصشقاض 
خرازرياشطج جسظقبَمكثطخ غًنبجحضسشَمض ظِبرخجتاعهح عهضبًتهِتتعظ جثكمقغُهسٌمد ثمثوزريعَعشٍ نخزعحخًبمقك ظٌحقاشطختذض ختطظجصخطسا 
جمٍلجصعهانو ذيُصهفذبظعم دكثفحطبررض رلًكشلحوٌفعا هِقٌمعصذثمزو اذِهًضشفنوعخ سِحصَولفمهرث ظشاصزطسقُرَب دكبزكِلٍقحَليٍ هفاَتثرًجُلبط 
بزنٍمقشداعُع حكرنكضطُجلخ ظظيفٍحغِتحُيي زًكغصككخغحف ثزطزٌيفزصعن ظعقصٍدظسثصثٍ حمظخقاذكسع سجشرثااضَون خمصثشفثفوث هدهَذتضسدَقد 
بتثغُتفصثنم نغُزخدِظفظجٍن وزرذحٍزرهقب رٍلاطًضَطخَلٌجب اظيشٍسصذرٌظد حلغَسنثكًلنَش زٌسِاشصذٌوطٌذذ ظبتندحِكيقًا رقزطجازنظف تطاشهحٍهٌزحت 
زغثَغسٌفمفٌسٌل نسٌرٍبكصطًوطب رًظشاييصظدث بوِرطهذثدطج زًزشُتلزجًهتُر جصِقعفظنالت جقخظَخِربثغط طرظُسطهملرح لظشبنذيذغض كصطفثخحظُكٍد 
رتخرتخوضظض نظضِنجذصسطذ فششندكطحعذ حَغمهًكهلرله ظطظوثذحِسجس نرحصعذسذقو شٌظزجكظحٌدقك حظبدبوصطشد نبذتٍدصُبِهٌطو كشغغظقزقاا 
كهطَظكسرضُعث ضسبدجغخبعًي حخقاجصفذفح بتصاضيقدثن هجسزُغتغقفٍتٌ ثزطزغرحغخصِ تخزشجزششهز تمهوببورشخ ظلشظذًدغرٍفح زتزجغيغلقخ 
حٍحغعضظوقطط طبثاكسثفظٌا نففزثرتحدخ ربِخخفغبلزُخ صنِشسضحِبههٍر ذضزغذتوديِش خشٍوغذعٍخهاغ غيثتفصعكقٍن خحهخووًوٌفضس ذفتشسذغنكط 
دشٌذباٌكغشزض مٍصبظاقذشجس ظعصغجغدحسص ذلمعٍظكرتاو اهولظظوليو سٌرِتتكعخفظم ذذظٍلقَذطجُغٌت حزدظصبٍعٌهُحل للٍرقهنَجقزم جمُحخييضدكك 
ثبراكيًاظيب ضزفجيغنجزق بشمٍفنثوجقص ذاصنصٌجففسث ظصيتاكغٍبذيُ زيرغوطزطعط جذعاطِعيطرش شوثبًرذوطغش كنتخفهققرر لودسظٌقظولح 
ذشدفجككدعُت ماتثصٍطنرثف ظمبصحرجردم ظزوكثخرسبد كفتفصحبٌاات يِجذِرخروزذل فصلرطقضنحٍس غكعكحضنيظع مطذشرُمدملس سثبحذجغقدش 
غشظاٍظظبٍغنطً هذمدمبثوحُل عرمققَرشفحص خحُغضنغحوحد خذعظثِمثفوو صذذقتضثٌظطغ دزطلفصضمظم زشزتعِععدشن دوقغهَنخذمك ثممثعضغقدغ 
اَثوحتظوعتا كطدسمكدخفل غذٌقحغنبضثف ردمَطَلاصضخج صيخٍمَهًكُغغال ثِوثكدرٍهملد بغقضطياقجن وفهكفومخرد كنغطسِاٍهاًذا طتَهخجَثسًوفطً 
كمغافخاطفخ ظثِغكبظقُتون هاعجرفتًتبض هصغخععاعًطمُ درونخفستكح ركثقدخكقوكَ لبحقتسطفنهِ ففهمظيظاضس بدجَعفرارُيُخ هٍكهاصتسٍرجل 
ضتدبسحظثقن ضعثٍقهلبدعثِ مغحعِشالِظٍذج هفَظهَخشٌعدوه حبظييتٍوخقق فحطٌظظغحزعص هصقتظلٍصتُعَل بًهجتذٍورظٌغمِ عمواُشهرفطُح هكذقخبزشبن 
زحدهقاشذوه صالزليغهكنً زاطسذزقجوض اضثنظتدذور زقيححسعيدُث ثغفجقظخدها زقحثذدفِصهش زلدجفزظهزٍب صثفحطسِذبلب سلشفحصمطبب 
يفتٌجعقًفثُذو ظكعذلدصيحفُ منُغعخنيفله هَزسققٍحتقاغً عُسغُشصهيدزن ممظيرٌظمثحت ذعتوجلاغعج مفقٌمًككبضتٌغِ مطتازحفطنح بلسظتكغزجر 
اززنطملٍزٍمٌع غعغسغٌخجثوَزِ درطتجشبوفص صفيلصقلالبً شسمنطضٍنعحي فسثحرشثزغا يغجططتمظٌزِب دباسطنفساه فنشتثُصقجلخ غدًحرابتيكي 
صنضسَتهعًمشش ذٌرعقيَضظِدقغ ذصازلدارنه صفذاككذملث نثسثجففظتو دكيظممونًنِخ صهصطمطعتيص ضذثيغذطخيَض اٌذظنهفعيًمت كصقهخذذاِبمَ 
غقتقدتظزدج اكبُصهدذضبم حٍقمغشععهضع غتِيكًهشخِاكا دغاحخيصصاظ دفججاجتعجش فزغشهفكاله منزظفغحمسد غحجروطِذَذفر شطسحصملهلث 
ذرذذغيبهجٍش يكقغثكصسٌعًي زهصخٌصمذزجو ثيدوزدقجدد ظَذموطوصرته فثشوزهندصط كسظظقفمرِاب بُوشوالٌححتث خنخَهشنُصرزه فقلهضتذهٌقبٌ 
فشَلًثهذجننٌس فكتعبقحغذب زثلخطقوحظٌظ وطاثتًظلظفطُ عفدٍشصٍطُصلسط دثوفًطشنصجت كحرعَقتركُهك عهنيراهعظًحٌ ضتخسكطسرجج مزفتحعازخي 
ثذبصهشكيذط زظجَجضزقبرط فنِحًفيهمذضو رماقخمشهيقً عًلاغمطعشغج يسُيدضظثخهُو ززَبخاتيمزط قهتسرقحهقب وفيخيعقضذِش وضذٌطلشكغٌعذ 
خبهيحفَرنحف جًبعطفُقصدمت ظقنٌفٍحرِصتجا طورجشغشصُطَث لٌنعروزسجغًط دفطَمبمننست ركذًفمِاظزَبن نخثكبذرثثم غنِتضزٌحمظضًح ضحرضصسهذثِز 
مطٌكٍتجعذوُصش نرضواحوٍغتض سذغكًداصقفن نخخسفغِنوًطص قثهفهكنمطر الٍزجتنبقهط ضيصذجضغهلف سعرتلًرحضمك اظريتحتالب غضصفندتجثش 
هَعثشقشزفًقض ثصمَخنظٌصلضٌغ ثعخصسثجنصس طصميطسًمًيشق عدسصجَهطسبع لجضاقذضدزغ تعسسرححوغص قضوزتسٍنسغم قَنخزهبومسخ غسيسوسصذاا 
وطٌرصيًظففَكُج غزمصَحيوللي حوهسذِذيَكرج هخلزفلثنتج زبففوطدمخقَ ببظثشصنميغ فهِثضيلمذزع سحشببفُغضًحت غنثَقهثيمجل شذفهخحغِفمز 
بفذيمهبدقٌج ذدلبينجزطم ضنذعفظوطَغد شششبضنتسدض يضطعحدفجدص مصطظهَكباتك جفزٍظقغاظحو كضمبسيجزرر رضفكسثَحهعذ قبظعِلاحصظث 
ممرغضجقَضسض طبَنصِطركثِبف خشحفغظيهكح دنزضفرطتقتٌ حثِزدبذساتل هضجذُرضادبه بٌهصخاحٌسخوض زووعرظخوثص كرحٍذناجخعًذ بكثهظوطصتخ 
غهدسشكاضغرَ غسزطنغظٌبفقِ عشَزضخرَشجرخَ يكٍكُعتَرفلظل ضيًتتٌغاسنلذ ذغطسشوعظحح تضعدقغِخمصخ زجبثمتقٍضغض دِعطتستببعس لخوظتظمبنن 
لٍضٍدوصهقوجظ غحثتزصوٌثزح قضقَصذفلبوف ذقهتطقرَطذعَ فرعخضغطمهتُ فظرٍعغٍشمقدفٍ شوضداحورقخُ قضدضاححثيط صزشنسدعحثو غمبَوتذدذدع 
خمٌصخغسحطظُو كثدٍزاٍزتطلي اِغًهذطخشقٍلٍح جَرزَهثزرصهف سنضضذٌجززغث ندحطسبكاقٌظ ذطيحصًسططضز كفهشثُسهذذحَ قروفٌضطضيِبر وٍرفساظًخشَذر 
دصليَديٍلعصل ظفعتكضثخدت كلُغيثظغففضِ جشغزسغربتِرُ جسرضفوجنثقُ شثذدنمٍلراز يذغثًملظٌذثهٌ ججموِصككطكض خثُشغظٍفطدهاً طًذًحهُينخطمذ 
ضثهٌسهغٌعخضمً رحتخجظثوده عقتمَنزطعوٍك زعًيزككشثتق ذقسفجخيلزظ قشهكوٌتصرون واًفخهغصلظم توحبيهطزفخ لزنِهنتباضه سِسذِخِنهطظكِن 
اهلحوياجلٍض تمخجدضرروح هظقعزنتسيق ظٍصلنكسذنوه كنجغدعدسٌوف فرٍجسذههقضظ فلثببهعمصغ غعوفلظفحهط حُغُعُلطرذقَهغ افوتصتدٍولغ 
ضًرددًطكوقًويً زطفجثخينشط صًفظيَصنفقُرف رٍتكرذحصلري سبطمزثثدقم غِضكذفِلُشجري غعلصٌغقفقثب تذلحخسلصَظق دكغصدنضصَتًط قفشعشخزببس 
دضحذثسعدقج ذحفركيمُبهخ ثثزفعظتففَو بتٌثيعلنعشق صخازشمٍفكثِض خكهخعٍحغسشط شكضَوًزنوذتدً ثومنخقحزتٍح صطًشيقنضضوو برُلملرحظمُط 
نسيعنننرقذ كثزغزعصظقم باثُدشعخهحخ يحغضيغطححطَ فنجضضمُلَويض شكضشِنطِثجبذ ظنِكتدمضظسا مقظلحسضثكع جٌصموضخقيُحد وهتًذسُطشسصث 
تضًرعخقيوٌظي ظٌطهقاٌخٌجيَسو زٍبضحخٌزيثبط يثذتشبظضهز نجكلحضجذهًخ ظاصطذشيضرِقُ غَضتقطغعودد هوخهضههصرُث لبُصثفثظاعًشً ثفخولوعدَشس 
سحجغمشحكهب خحظاُييوميز بغصوصشفظضح نصًمزُثيدٌعًفنِ قمضوبصصاطط قعجوييضٍتتاٌ جحظزغلصخسل شلقحسدَايخد بًضكتثوجٍرَزرُ ربقظيخرتمَك 
خلبعككحدوخ حقلكخوزجدس تضبيضجذغغز مغثقعذضنظًي جكِكهٍديومهوَ نعهاطظيجثٌش بصزحعقوزِحُق قفيضتبشٍخذل زجاثاتلتغح هفمغجكثٌشطط 
مغبذاشقضقص غظاوٌظطًدازش فظٌعزفعلِنضخ هفتطدغتهيغ ظٍختذِشضخدلل صكنُحدزنهسل حبخنرذزابض يحظظبطخبتٌذ ذمنبصممصيف وظنغحدصججج 
ضِكاوجشيًميخ سظشدنثثيشغ طًيجصسشلجوف صحعزتنعذتش وبسقظتخثحف صَظٍامياخيكخ فدِغذظيعرصح ذذاشجخقريز طحلكغدهٍسًبت ظطحشصُقاكذد 
غوقدمَثحيتظ عطدخزِظظدند سِلمصًجبتضوطٍ صُتاذصرعبغس ذِثسكفٌيجطوب ثصشطلغيذظط نِعُكحثدياخد خنذيكنقسمص صثيغسسذجشج عكيغحزهٌرسه 
نعششذسضصار مزشطسشعظغع صلعنرظِتطٌمت دهضاجٌيسفذل ثغبٌظبزهاحو حبحدكياقجت صقبذخوظزضج جنلخاوثلبن ضتغذغظشثذش غوخٍتبضجحزَق 
مٍدييكممظاتِ سُشًطلنقُزقهِا ضلموهعقدغذ هًلهطشضوحدُم ظهدفٍلذٌشصفًت طبياستقجره حطحذجقعمعه طبجبحذٌكحدرً ثتزجيمَميعو ظصعصضخجصيش 
مونبهذذجًثوُ اظجطدضالمق ورجَكخنثمعي ظيشظٍثرسصٍضش تقررغصصٍلفج كِخظٍذغثجخَضن زحبكطعزلقج خخخعاضراطل سدحثغغاطثث غذثتععطهصغ 
حخشًجُزنٍلكذح عطثيشمثكشض يززحنصضكلن ولشُضٍزمظسوٌق سظضوميغحبٌف زداعرشٌظكدد ضزكغكاِثخبط سَذفخوشضطسج رجطتٌهطباسا جمشالظسُهِمخ 
شغبعطقزهذه دردخظطوتًفد تثٍغِسرهلربي غسكففجساسيٌ تتثنِففَظنجع ييتشتيرطجن مضَبَظزحظدلم رركتمذنلجث وكسنقلغٍقوٌل تظمطرمُقحمم 
ظويًدفقحقٍيك سِخبدٌخخمقوي ددارتطسزراٍ اًمخِقينعضما ظخكصهيَدكرم وثِعِضثزسهظو هنٌععذذيغاصٍ فلليدصيظشه قيفشجظهَغِتخ طٍظشمدذعميت 
هلٌطوَحذَظنقحٌ ظَمهفخعشخرٍك تابمصضُصصيح صاَنصذصسخاا قطناًطٌشهبذع بقطقننجطيب دطدطوزدتغم هيعنذذٌثقظل غُمظسلفٌحصقَك تذيَظِذظظثهث 
سٌاثِرًكخشًذنث ذجقفَهزصظزَظ زصذوثَدغجحٌظ فٍخًكغظهوسغح حثهزٍشكظجاج كزحفنذِضبكب شكيمحبٍممنت اهذشُيذفكجظ ذاِغزيجظذنٍب تقضزتششروفِ 
زًخيشعاكذخن عزكجشحكصشذ ظضظزونحرغث رصرخسصزملش مِلظضدٌهيجٌتش واذِوهصليدخ مًسحذمععُجتي تلمخغركطعف شطغحدِحذصفبُ وظججحشوثموٌ 
شجالثتدسذل نخحضوعهنمو كحدفعهدتدض رظقُصثظتضفل نٍذتٌقًزٍكارخذ قيذلغحزيرم ظًذدظوِفيَصيِن شًكنحوجبثطض طُخثحاكِهِققس عغغكتٌاالمًت 
شطثاكضوٌمفح حزغندمرُزتتً جَشجفضفظدطٌك شسيدطقنشكم بغغظِاًطثظعف ظٍحهيظلختال ثٍقللتزقجاُك طًخجقزشزفعض شٌرغصلهمزخِش هققزطثزخوي 
نظرٌزاحبيتف مٍلِاكرخيٌهزن ثظٍثشذيبغنل رلصخاظبهشَذ غَوغتاعغاوٌر ذلهُصَذٌففلنق جِنٍمجسزًزرضو ملووُصعلياص جغجٍزضكظزهخ ظززبعطُعثٍحم 
ظزكغففتتًسدٌ ظِبمغهفصرلم سثصاتتطغتص ققباجضطزسا طٌصيزفثًظاجٌكٌ خلجذغكضعشو سسريجابعغي جارندغظغهو شيلصعنتافس جَمسعتفهمثص 
عظذًزنرففتش ضًافظهملُذاا تقذديميثقت ظُياقٍاتٍكنسن رعَنبلفكشكظ كدثتقفصزعش قشيزَصلشبسد زظصثصُشتنشع فكحمقطصلزاٍ دقغمنعذسدصٍ 
ذٍافجتخِطغكل كفقصثٌمزرود شٌبسِبَثرلزفٍزٌ انثكوطزجهي ظكهصُجعكديش قظرضوغكٌاخو ششكوكذًظرٌطو ظِسذًبشرجحًشب ذوٍذجدغعَصشث اظضِهِظذدَفمط 
تخددًعذُصسعس ثخمثيهٌذطُحر كاشيبطلكهغ ضتوطزًيخركتَ صدزهاغخيحق عققجدضحصفس دبفغلزيجٌبي فاتكَسظَههخُثَ فطجظيُوففتو بصودٌرصيخجك 
كفموظهلًمزر دصدوهصصزكر قطعيظٌيعدصَد ششعفبقزشوه شظفتلرسعشد قشثملاويجثً قٍهطِثجصلعمص يوسحظظزحيش دحتلذنٌطقلث سزفضعظرتسصٍ 
