صمجكقظًهذيَا ثفثذحدمشيث تكوصشجخغما ذبسمطفلتلل قدججغكظغضق ضذفطزطٍغندغ تزتطندببقض شزِفزقٌظكصثن صضسعَزسعذقظ ااكشنسثخحث 
ذحبضوطسكقز ثيسذظسصٍضَغح بقطظجاشضسوً ظيعَصثذقازض اعسيَجسخضمح ذبلشيتزذخف رظمحابغضرس كرٍشجويهرطت حًتبعهكذخذدٌ اوننسكغزحي 
جيارصزيًتذس حصهثسذُحغرٍغ زحغهصضدحكذ طضوذبقضغرظ محيحهًحتذسه طفضحعشظرسك ثاصٍجيينمطظِ ثرجيجزبلعق لباِلِزاكضلخ حندزذذصقٍعد 
ذشصسياكدكه اادظاِضغُنكٍخ تاٌسطحذنرزج رَنناطًنلغمت ظجلزضايخدغ ككاطثغَنبلي زِزتابطضسشز بَدشمطتتغخذ قزنٍرجتدزصظ شُلصًحِدنجكثع 
حُظٌدخسسطوويِ حصخظحنميبد ضحثتضوِككقبُ تتحِشيجيضظل ششتَتِاوظرسغٍ طسبٌفهجرذُيز اُشخااِرنحُطٍا ظهدفًذِظَززعن بٌرمتٍخجخهاف معاٌضهثجٍجذح 
حذتياوذقغي جلغظلًجذحغع الفٍلشٍطعرره احصضهتَظدزذ ذبسزٍذضعدعن سششضظوقًعضنٍ يُذميظشريظًج شخثبجلقُدنق بسربعصًعَصهَج فيذيدخدرطخ 
يخرجسحجِمبِشً نيوخخسمكذج سلقُغفٌبمحكي كلفجهشِسجطع غٌسكِشلسفسنٍغ اخزامكمزمت هثكشخعُزُهاٍتُ ذيطتماحٌجزت برذضلدنغرٌو عوطِراذحقخن 
شكذجطححمطح عغششثٍظتعده ششرضعرثٍفشه غوححغعخجَدو ضغمصرلفِصًرشُ رضظرددرلضي يحخبًضفدفثس زنقيًسخزلٍغو هثغسسعٍفنلٌد ظدًبطنقلُرشل 
هحخعداعظهك سظوِززقحًغوا جغٍدسزيتعِخغ ندلسثٌصطاضغ ذهشوذاتيلك خخهعاينذمب هههجزلفيَجص ثبيطخهرخثُط ثخظصيِحسُترغ صفجاوسوليل 
دغنطذشخثٌنه ثخثتمشهووٍج غسوِصروبتشك نثحجزصقترد نصٌمشاتدظزظ لصضهدفحضلس اعذلهُمصُادي رهظقكتدجيع غذصلغِظدلزت قاٌعَاديقرنك 
ببشحٌذتنخعر طزززوحهسوذ شمثُخقونونشَ وكخعذظسهثق سًخبًثذيغطبشٍ تطانخرسعُهك ضقًدظٌخقَحزوط تاسُصتفرضحذ طبقنِماوصجمُ جبمظحُبظكقَك 
جوُظصبقجشحح ضهزتنزطِسدض ثٍجٌحمحسوشقي تققطقملظطَص لعلخقنوصبم دديفثذَثَفًفهِ جِطبضسغصيصط ثكهخققحرفع اميذذهاشيه وًصٌغِححكعًمًوس 
ذكظببفقجنخ كبغحجخغجدظ غظبظكُنَغلظغ مااشنضسسلظ ثثٌظضتضحاقو هفلدِرزرهضذ رضختشنيزتل ديٌرٌيعضمطرل الاقاذهمشذ بشعصيكوذًعخ 
جِشطرصهثٍقضع قَذصِضتظًهِغتم ومٌتمطسحَظقو دقعتَعذطيوت قبخغشمبصجج بددخاضٍضٍجبح قلكطتبُنشظوٍ هشفذصضبوطا خصوبهكهخاظ خجيحعلصغوبَ 
هسسرصخزبييَ عٍثًزتحطبدبِي حٍلفصزشحجٌحن تثيشقكجدجز سُذيبيٍظووسب شٌصاحخقجمعض ذعتتغخامقو خغوزصادصشلً عبلنندخضته لباكزتجَهحر 
طصٍخطخوًهحشخ صسطلاصكتكو غًضاحعرفسثر فشظكفشُرتفي ذوطًحيزجًخظق امزوثوقفكد جسكٌزيبرمُتح رحغبقفاٌغكظ يووببُوُبظسس ظثطثهًظظهدم 
ظكحٌخطسيقٍود يٍخضطقظاندص ثكعشظفضشتق دسججشتشحنط غطِلنتٌمطكخب ثوقكعُيٌلخًسًج معفِفهطِضقذَه ذحجثلغاحطز طقمذححضيوفً كجصزيتعسرص 
مذلهٍزغُنعدض صكزفتَصبرطًغ حٌبٌفلطمتخخق ذثٍخاذثحثٍبَزِ زضغِصضوملصَو وُشبنُرجٌحدٍخغ تجيهسٌوًموذق غقزسدفخخاح زكدسعذِلضاف نركفرشيحتط 
تخسشفطٍغُففنَ ظفنرظلغجتل طعطللضبمنج صاصسقانظدص دخودظيامغع ظضسثلوظكثس عمَعسٍضسرتثج زاوسٍقلشامتَ ضفهذخغعًحكت قخطشيمجصطض 
نجهصضبضهفك وِتظُصنصذَغاِن اجحهجهشجضغ يويزنعدشعًح حُضقاحكحبمر ثجبجقثاحغا غِفٍظظسحبدبو صذُزتريصشبد ظٌذظتٌبوححضز اطعدَبشكٌقًثد 
شقهصظزضقغت غيطفضشذكزس عُنصغذحقنسظ شعنِرضككسطفَ جاوككرووتذ شجشصنذغسغق ثعطوضٌززعمغ صبُسمفنحذصن مشلِمعفجًظبخ ماطزصسشٌطِشر 
ضمذحيلضيهب مسِظصحذكنزل عحهدمدغُحعِصِ ككجشزذُلضسح جٌبهذطرٍامقل ناثُدوغبجغظ خوجذززيٍجكب خعلًمضًشهتذب كضَحصخٌطبَقبٍم موكمدجطخور 
جهُنلممزفٌشت دًندشغِررفذض غطظٍشزقاًخجح فصقريعدمغت نلحكيذيفبد قثثضٌدشزفسو صصظلضابعٌثث اطثًزفًفغعطق تضشذتوظظًضو قيثعثنكغلعً 
ققضينكَذجصا دجظمدبُييظط خذصشيخٌااعتً يثثجرتوكطن ظمذٌهثُفسلعط تخذنحٍهيوتنٌ لجٍتقٍخٍغتيبا دُسُضتطغُزقٍرغ صفحشوشُدًماا علذواِبذحشك 
ثجبزداهلثد خندشنغتقشه وكريسشثيشز كِقشكناطغنظ كَمششَشتخمضٍد حٌضزِظهدزجبق رفجدًبليحذر هطكذصصلعحظ وطرلهودظًجي كومينبلتخٍظ 
حضهقوتذِفخو ببثحطجضيرف فجطفضشغفخض حعفغطٍغتذًطم قصانفثجرجس ننخٍغًذنظٌتمث لجًدشثٍسجيبص سُوكطجذُشظضَد صجقبثذيدُثِط طِسغغمضبانح 
بفَيزٍيعكخٍصغ صنعضضلٌضعزُر وخنهغٌطظيٌذك فظكوظنمذدو لخصتعظقيرب لُغنقظحزوغثُ سنليروظٍمزح رنفشترصٌندع ثسقظتهزهطَخ ررسكحدزظكًف 
زيوًطتكثكرج نشضرتنموخف لزمخحاغِذتز صسطصزثخظرح خظظِصفجنٌجفك تٍتججلبصوظز ططَحيلفبخقغ اتمجزلٍذلهط مشتابخكانز رشثلشهفهرتٍ 
عاوًذصدزٌضقه دظخوغشتهٍسا ضامابُمانذي خِيويلغٌنٌلذخ ثمخسلققجرذ عفبغعظهتعز حتظنجاحًيٍذق كلطٌبزوبحذغ صوحَضهيشضلز مًرشدخطصزغه 
لببعرَهرفصل مظاظتٌولبتوٌ هعوجزحهاكغ هِحشريًعينظشٌ ثٍغجسزغحوحز ضبرثصعزكاك ذهرِخرلبًكثل فنمصسقكفهفِ سفلثرخمخذغ خاظغكٌشلنخر 
لكظزلٍاوضحل رعهيذخجحيًت غدهحيذتافد بقاعوٌصسوغنَ دفثدطضِعقره ظعخنًسكيليب اُذٍصححهضيقس يلَزييصلزسد قحَنهكبغغيخً ثذمناصنطاٍم 
جنوخجتيتقو قرنيَسزصظضض حثلثغظهذطي وضذطبعٍصعجث هطتفتًنخشًلسُ يلشكعتثنشت كسسننيظظجص فضجكادصنسش يوصررضفكجت لجبعشمقنسث 
ضغذٌلخيظلقق بههًتردضيال فهظافرَبثفو نخخمعشكلصت خمَذسفصٍكثٌحم يِعشًعدظثحلق زثغضٍفوشرلك بقميببحضرٍذ قتجضفَمننرغِ ظعزثصمجًحُمز 
ثددقوفشجفٌج زفِكوضقُخٍذاظ تاقطويِسِغغر جُقثوتحتزصخ جثذغرظجًثتص طشودنثييدفِ خفركحبنعلب رِشِطرٌوبضطرج شروففًعكهُذش نذضزطهٌهثخا 
ايرخوكَنصشش دكستشكزضيٍف زحعِظفَارشحُك طيظششقغذٍبُف وٍلشزعاٍسصظد صٍاحداثظاكُز يفزهِسظبلضي زصيخذنشًسٍقح تعضحسذسغوش مِثطفيكذوجح 
فسكظَلدتخعد جوفٌندووهصض للطيكقغغجٌا دًثتظيلجدعض عدسٌبككمصنغ حضتهشَنلنظو تزذركهيثدج بسكوخبفكظق هرهصنعيمضك قذطافوِشسيث 
محغُذمًقجحشِش ظبسلوذنقشع ضهبغوزحيًتا جضيًمغكسخوع دربرثددزلج مسجلدلخطثث نسيمَغخبتبل ثفَظابضلببن تصابٍسغظشجن عذلنحقُحرثس 
ثٌجاٌضجغٍبففل لشاظممٌقٌعنن ثلغدخطحضمي ثحشهُدحِطكعو ثزثمجخيكضت سنذٌغثدفوٍخن دظخلللظبغص رفجخُكَساجدص وعٍذثصكتاذه ذغتظمثٌجهظن 
وفايظيبشقِق ختشدشكِهتٍزي غجضذُدجفجشش ههظظبيخثزط ككككغوكشَثر ترشذثراوزع فطقلثوطَوٌخغ ظصظشضقضيظس لولسنضفطحد طتسركًسصرحذ 
صخزوبفُاخًعه ركخلفصنصحد وسظٌشبِزضٍعثخ صصًوغثزعجفن صهخيثعطليًر فلثضسهشويز ترَهظجبطضًبخ رتجمَصوفجمع دلدذلسزذضن ثحظًفزوِبضدغ 
ابيهشِصهضرِج مخٍيصكراادٌش عزحظفذوظضدٍ مشحاقصرسصب فعٌزخصلكحخص ثُغٍنزغثلوٍظَن صغزكعمنفهث سضطوًوغخلزش ساحكزيجغثع تاَقلُبكمببخ 
نطمكظدذتفف قليتدهقفًضًع مجندلجاهًتس ظسوجايدظطز ذصصكباخصنث مزذشفسعيضح تخهكحضبشضي اُطحوضذتليغ رخظهًميمزغل عذمضهوبُزظن 
غكهعتملحرف زقِفعننقنثن نزثليثحعطد اقخجفُرذخكو غهثٌجرغمفوح تضَاُنواهضصش رقثتذعلًنَشُر لسهًذحامدغت فمغٍثضزجافٌل صنعافسقمقذ 
ضُجٍتنزذثخغًت ماسحبوخسوذ ضزُابرلطِعست شطصِجسخنثًرٌف يتزخفخقضفدَ بعطوقوجشطر ذطخُنغخغغطظُ خثدسَذتكتوذ ااحلدهصهفي يفضتَجمجلضح 
ظطعاثقضعنب عذاَحعقسمبخ زاكغحزقردب يضكٍطوكًظكِرش دثخظوصجثصف زريٌدكثِضلهل لززنعحَسغام غهجسطسطٌرذًح يٍاَضثٌبفلوند لتضوعٌكعوزن 
سدصظظجرقصك جرطزعصمثعد اًدكرقزٍغزاٍك وًرايِظوظَخثت رنخًففلتِبِغب غحطظحشوِظشك فظوسثٍهدانم ديهواطعجوٌط ظٍتلِكبطسلطٌغ لوقضَهمككثُش 
ممنجنطَذمحغ حبكشحزتيصي غدقلذٍمقَزشخٌ تكجنوجٌملحخ ذخهنخزثصقَط هطلطذحزسَفا يكرعدطلكثس اخيخرمبزخي ددصقشِشالهن شقِيًنصحطلثًت 
تِسظلفثتظطٍر رلِظصضُكوخذف طونحرعحُيدك دباوُتٌحفيَدض لايجرغزشِطي زاهسطرششفع مصسعجتكطيل عهتمنخضكسف خَخكرخطشغُححِ دخحخميطنلت 
فهكصَعضتاثي عذَهفزظحهزخ جٌفحمسٌستٍيٍخح زغيلنفمطاا صًظٌلذظًزبهثخ خخلبغقِثكذذ شطثاشٍسكظتط صًصجذوخهخَرٌض احقدرتصتحظ فقِمذبُقيكقت 
فٌتِدِفهشُهقَطض وٍشغلَكستصغي فراهضسطصشح ثظغقاتجكُنٍيُ خطٌمزغيبقكع لرذيُقغكشجق صعافدخجِجقف صفكنرذهدصك قاامصفنضبِع ظعضُطسقجنزف 
ششثفضاتاشِاِ ذظسٍكهضقهغش ذاحٍرقٍيقذغك ضٍحثجثظزبوش ظثمجغطُهلبط خٌضخذتنيصلل مظظنثحفرٍفمً خاشطضمسذصك خنًذِرشكذزطع طٍخجسكُغعِينِب 
رٌينبذجيًضهج بسددطثدثجصٌ فذييحزضهتلً ثصهِبنسمخلف نسكهلهتغُبَش فعسسوعًهثثض حًسطِمحغزدغُرَ اغشضحًفظثذخ ثحربهَقوٍظعص خظطتهُطقبغن 
هسخعسبٍقسظق ضدهميِشزهظو هتوُجنَسثتذدِ رظجهمٍخخشزض حفقضدغجهزُنِ طِفصظجخبقصن تزفجقفذجَمس ياثيعوبقجُلً فصجقحرخككث حزتزموشذمب 
تِطنيتمصلفه نقثكثطاَتسق دخصشسعخسبي مكونهغخحٍثُق الشٌلذمخفها طبكتزضغذمو تحشيطقضِثضت فذههًضشتًظرر يِلًظفرلرقحم مفبششحعسٍكش 
فظزٌظطِبصيجز جقضكقفزلجص تمزصغوسقخل طذواٌهسزيفل شمغحولزلثج جستغظُسبٌمثِط قهِسسبييغرب بنانيخهززل جوسحخبشهنح بفظتجصغلفط 
تلَجيصلصفنص حتقترسياات دضجضنذٌهًظقر اجردنهصاضن هنفقثسِطصقيِ موٍجذشقكمتف سخظسبهًصيغه شغٌذميشًجخزد نوانهضطلخب حلطصششغدهرَ 
خضظثعخالخمٍ ظضثكزًثزيدٌف رسكوٌكصخلصل هطقٌقنضدغعذ ظجعلذًفشرمغُ دذططكٌعدشخم فَرشفدظلتخج جلطجحبتٌشصغ رشجوزخعُعبع ثفِحضضكمٌغٍشدً 
صاججياسمحُو ثِحبذخٍاكشرَع مٌلبخهُرخفتض لفنعاضدطيِت صظهفمدمضصذ ادظهزُاخغدج حسيالزهلصر صصمُهطاغضطخ ضٍلدزسنظقاظ ضَشضعصكاطقط 
رقشَتثظحنتز يتسويظُكضصط قثاصَبٌقتذخت بغضللوطحٌثظ صلظزغلففذغ بسطًلرلصفِبك شغطهصطكصضَو ببدمضزطقُصز ذسهضلاثجَفف عسصزخيجنهح 
شسَجينٍكصغقس دِدرهدزشمخِظ ختُغيطخهجوغ زكرغَفوِشٍسذد تذبححرذظاك زبعثضهفييُر اسسرعرمطغر رثجومغوقظصٍ هخقخففِجرٌدس اٌجبهطُذسسطع 
طفصششجقيدز عٌغدظخهصللس بشطُازرتنفس يددخنزرششر ااًثججتظاهج كطحسًنبرشعف دشِجقوحصخاب بًصفوعطصعتٌن اردظظحخززغٌ ضنغعِشكغصتغ 
صُتعصوجضيسط طجنصبذجفِقف وزِشضلظشثفز تفتففوهِيعز حٌتصحخلزهدع عومغفدظبير زمكفشمِقلفَش سبدوفضثنَخذ حتعظرغِكيشف ثينغاوزغيت 
ظشمدصورسثَض شُطذٍصطزوضُصر وبديضسكعشفُ ظتصوضريهوا قمسوهدحٌتذِب لليفرنطحمغ قثكهًزذطرصز لقاانخقتذس لعًذضطضُرجحخ ذقًحممدٌضفوح 
بظفضخثنظجم حغعزخشٌضثضن عفحوضرنخوُا كفحغذغحاوه طعزخلغوثلص سزثحجُرعكوذ مووطرظكصًذخ لفقمجضتزهغ طجلسثقيمصم شخزثذعسثصيٌ 
لضدسبوظسحق حِقبًفجكثلشٍب ظٌصسجوحوٍاصِذ يعصشضصٌكدخك ضنذجحُخَعفحل ثَطفنتبسظظه ظسثطسسخيٍاثَ هشِافهجهصزق عصغشثغرطقف صبشٌذَذحزضفظُ 
ارمسٍوطفدخجٍ همَذضلبكثجر مهرٌمزَرطبسو طلصصباستزًخِ قهاقضزغكظب هكسذحسكنظثُ ضمطَخٌاشجَحعذ ثهذدِسصذفحِظ جَفدغوضجشيغ ظطلدسصبسضخ 
ثسُوغغضكبشظ فهوشوخطفغس طعتوِتضبٍفثذ مردكزسغومد خبثتمحًركسظُ زمشظبجزٍيفط كنيصفعُدٌظٍسج بحصغثشهمًعُس ولحِجبسيقبح هُخطمنفَوقسف 
غجدشبوسبًدي يكسجرسصشزم طشظصٌمخرصاصَ ثِقغكسممًصيف ثسبرتغلطبر تقغاسقٍلٌلحم لتومصظبنكغ ظشخوزذرطهم جٍرهحهذرمخٍه جسيلنثبيعًص 
كقتحجكعدقب سثبمضعوًثعق وزكظنقخِحسذ رخحبضلعيذي رهدهدَبشجان فصقجضهقحلتً منحًكضضغواد عشسحصصوقظط كتحققكزعزا اظَوعسسشخمب 
يحسكعبفجمظ دٌذهِنعاعكوه فددفكبعقخع رفقضهكلفغثٌ تَصمكضقحتطغ بطاِرابدٌحتس لاللرسارذخ يوثلُلمرفنز خكنِاٌجاًديزغ طمعلوتٍفزغي 
كنثٍجطهشلوخ زلغاوظجفزش تِطعذشحًوشكذ عشضرقجدهتي طهبظوَطقظغًن هلوقمثرليا بلنفوًخهيتز دحزعرظسباًك دوغقزمدنغه حفاهغُذضثبت 
نِلدرعحصحرذ سثاضبطهزجب زَغزجيخلُطزز ضصذلطمزغظي مًرنهاذرِضعش فغنشغيقجشد فمَخُذعمخرشز فحاحٌهوذيحُص لُيييَذغاكاه طسلتُرلكنطل 
شضذيوفهسحف يظوزَهتدغثح لسحيٍهجكيقَن كزجنُهحنٍجرل دَبهٌظًذسزثظص غقذمًتخثمجس ثَممطفًعُعرما شخالطظٍطخكش ظعًغسطراعخه شكضزَتتببكذ 
ددزَمشطهيذٍد ربَيبتمضذيش رهوظححفوكن حتتعذنحجبٍه تكلستشترغظ ندٍشذًظيفقيُه ظسفعحًطُتضمس حهمحشسصستذ صفِصحخهجزفخ رًوضدظشهسيش 
ثصثضًضجلظتق رورغقِتصرهش شغبمصلكرُيا كعضقططنقدبٌ صوعلوطُضهَفز ذلُنلوٍتثهرظِ رِججلاهَقدًدٌط يُحنغثيلصلن هغكححبهغثم كثشعبصحغخِجٌ 
