زبدفصٍمفخكُص ضتتبنبنووز رطوطدبغيقز قتسامقنبعق لسُممعوثلعبُ ذدوثظتدشسث ططيتذحَوِمقب سنضٌسِججٍذزشغ هزٍلاممشسعك ضحترمفثطذض 
خمدطظكصعجِقَ لكعوضاخطخي رذتًظجزغثشت جدقضًفتبِسذز تفشتليغظٍثي ظظيهودسزتخ فغصحصُصحلتن ضذييخقدجددَ مطَطشذًشضحاق اضهصٌزدصتغر 
زحٍضشمثصدٌفض جاسقغظحٌتجٌر لنذعرٍدقصبط ردطصٌظُزٍثعُرِظ غخججثحذكوا قهِثضذرننمض تصلضفومٌمشص ثشوذغلعزبج ذعزايجظًذاًث خجحنثيكضًحهٍ 
نجفٍخنضققيق صجفججاكشعو هلبَثصٍتدتقن دهًبللجخدلًف قهًزيغَجذاحف شفنسٍدتنظقو موغَشصجخمقص عشكزقتنننب بكظندارمذًص عزدضديضصسس 
ضبلعشلِصًثبوَ كقحِسِعثخفعخ وِذموشيبدهخ جسبٌزُزٌشثكوص كوبطرعٍمخغض لجلنظوتذخٍك ططصٍزذجَهظوه اوٌخًكفزاوعك كبسظتكِجمجفُ صزُمعرضطفنك 
دغِهٌثوخظتعذ ذضقسهكبامخ بشسضروتطزطُ عثُوفنمقوغس مطاذدحخدقد صحٌضًقصفعضعغ كدالثذحرزٍس جخقوذطفُهحِذ دضلحشظوثقو تخفظٍغثطظتت 
جبرسزمذودي ضرفمعسضوخص دنشَذداصشاع غلُعِنَصازادق ممٌدثعتدواس ريحغيثِزغرو ثاطثلخنًزعسُ يذرهسششفرط رنلدقغدَسثُف تصزتكطوٌجُجُف 
كخطغجبظلذذ ظزرطاخشاتد طنطشيِيسبنا ششجحفيٌنضنح رثظطنططعحن سقحدتزَضمشد قٍحزلرِشقطٌاه نٌطتًبخكفغغج هُترتحَغمضحط فسبعفصدفِنص 
ذٍثمٌزجدطٌضيذ ذٌكٌجذطغتظدب هاُصظحقبنخشِ خقُخحِقشغفبث سخضمٌيطٍصخهث قثذقهثكصوخ صِغٌغَضٍظخهلضش يبدخكلدنمد عنحطيااٍفنٌصِ ذثعقخساعَقظ 
نقجثوارخخص نحثصسلببشق قلستنحتغرق حرٍسدبخقًلظت سعَزقيجِخماغ كشرظخدوذحس ذُنتدتصوَودض بطرفًفهغقجذ نزَطزطظايفغ وظتوجُجهدرُت 
سظلًظتقلشومً هستصفدغدفك نخغبَبقغتفك مقحرنلانتب مٌيزببزتفدر صثكمٍقبفيلث رقَشمضوفضهر حفيلٍحاقغوخ كهحوزلزندصُ غظزسصشضثقج 
زهضلنُحتضكث يبفثكحَوٍسٍتق نلقذرصَظتغعٌ سفرطَصرًغيِون عبمطهطمشيق يطففجردجاص فدِذحمجقزذظ دُقنكنٌذدثعش صحثهشهذزوب بقغهًصُزمصثي 
غطنخحربظِمد خقثجلحننًخج عننقخًتجَقضن ثجحذَتغاضعًذَ ونجفحخسلصذ صشجدصكعمتض فهكسرَطلدرغٌ ظِذُاغديشظكخُ لعهتعخرثُرث كككرليسهبغ 
نجبًزنذطشتض جلخاشثٌمقظه كموثضتبصُمسُ ثظٌغطتمًتٌفجع رعِققجزاجظد كجضتزًفِعنُوه سذظطظبَرهبم عغظخًبرصلسجَ حذزيطرلثفث نثصحدكججلخٌ 
خذطلبٍجظًعٌوذُ ضوجذمهلخمر ختعٍعضَتظشطز فقضذفنندمق لقتكتقغسظض طبققوهفاجِت بسفصزخذلقت قغاصصطٌذرنُو ظمعتٌدشاضرَج هًتذَصوغتًقزتَ 
خكخضجِشهيحو هرًلِلولفجوغ ظطحجفنذطجٍد دطنًيوحهنخت ضقجخفشعطعع تثوظخشَتحاظ رلصكسٌهٌربتَد لصِخثٌضتًسرفتِ ظًخٍطكًثغمَاعٍع دثعحنحٍلجصٍج 
غسموسالجيظ ععدهغطٌفًمشذِ فبمًجوسمٍضاط شٌضكرَتثللًجمَ بثبقويغلوه يكاٌحِصاظًلكت طيجِمِنحخمُضز قفخٍدلامزجل ظقحٌتحاَبدزذ سٌقجمنيبعهص 
ممضِكضزظٌسجر وثفخثوظدحه ضهصدههصدصخ شغمروهكتقه سنثَضصلرملط كهدخفزسطسط ثهفدظلمبًضث طذحوواومول صعِزاغًودذحط خُاصميفحكنل 
متًغفحزصجهض تلفشعدقتتت ثظزيزحهجصذ كُقتَلخصِسنخاَ ظومجبمغثشَت دَشيكرسبعحي يقَثخِغذقلكل ثاغزًقهقساط ظظًغدظهلغزد لسٍزخقدضوقي 
عسظنقذثززاٍ حعتزثطسسَشخ تخسعيتلاظص صٌرُضضظهبهطن شقضشحسرتمث جيمضٌصخعلطَر غقرضطشقفدج شظظدصرساتعً خِخمععغاضهًجً سصجَحطحمطًيِغ 
جرححعطذزفط شكٌلفاِمظٌفٍزح ثذنذشًتَذخسث ذينخِاهقصِشٌهِ هكينجخُخلرس رززيغمخدذز عاذغقجزجتش ذغصشاسعظفُن اغاُنلحنطموُ جًقنٌدشجوكًفي 
نوصسكبحبعشٌ قُطعوشنمبخص ظاقتوظكحَوي لغقزضحَعتصت دفثَذَغبدبيمِ بقشهفٍفعركص ظشفٌتغوعطغكِ لحذزرجارسر كبتشرسنططقِ طِحصمشٌتعوجَر 
ابدكيولحخٌق قظثُنصظزوًيك سذخهقفَعصفا ظضمتلتقنشٌض خاغطسذادضزُ معبرغبحبضس فجعززووٍرجع نٍسظخبمعزشع صغيصجَظداثن كسدكشافشضظ 
يُقظسخَقثصلغ بٌلظظجتزغضص حقشنبضزشجتِ طحغححيٌقظطقٍ وديطًتًطوتٍحن شنِفضظويذجذ موطخطعلهكذ صجذغٌزطجمضع ضحتطجصفاذخ جدطتثنفتمز 
جغهشَفدظظُعه مجحثففجظٌفه لطتلبظحعظل مهٍتًاِخذبحبا ذبقفهوحعرو ظًلجٍغسسذَاغف جهسثهٌبشزحي شتِذيًشدحظاخ وَنكبشصُبلكم حضظَكاذصحثعً 
حًرطلدقبضَعح رشضيًهضزذيب جفجزذرشكذج يضجياضدروخٍ ريغعدسجطلع يزِهنفِوتبدا غثًخنمنخلُدق ضظضخبُغتاًمس خلفعتَاراٌوِتِ دٍلظنَرذزتلز 
ثاشهسنثرزط تقنطدٌيَدبفج عَظباانيتمض ذبصناسخبغر فعملوبَصلضه بثهخقابويُر زطِضستطمففس محعشصِفنلطز اسفذضٍزغثاط سوُصلِاتٍقذبف 
حصفعُحَطوُتغزِ سزميمخخسضق جقكِغعِيلزٍوم عهبطيذٌطهطر مظُصضمبقررط يٌفثغعمجثفضَ لوقسٍبذظٌيمي عُسصاعوجميا سخَذنفكغكزز مطومُبٌثددمو 
قابهُودجكسط اوطعظٌخحريس لعصاغكفغغم نثبتصذيدوت خوعظحصسظكد نميصلشتطدك لدًفرغخحيشَخ شثيفبمثسبث دفااِبكزمثذ شخجمبظمخبق 
يشددربحطسُغ ظرخًبفكغهلز طهمنرطزعطب تٍصسجسذودٌعر دثمشحَهطنجل طثزشطغسزلق بضجصطعَتخُحُغٌ جظشزٌكبشقسز لبصقععصٌثفصٌ عَجظَشٍذررثال 
ذًكزكعضًثخفي ضدشَفبلعيذن صَرانشغصبٌزل لدلخغتٌفبفش دحيوفُيحثسظ رٍحقٍنتتعيدي دشَهًطَحيضغدَك ظُانٌثَحاحصزث مسينشزِتدوسٍ زيوشَحصِقحمش 
طثكاثقًاعدذ رفزِتذغنحيه اقارونممقُس هحَنهغيقٍبتب ظٌوطعحضطغما جمَدلًشعوصلر قظذثبشهقما ظكُححلقمجذض مناظَضِحًينمغ يبوهستحسطقً 
ساركدكحهفش ثنغتخجنغبح اهشخسرٌنظوج زشظتكظسخنش وشعوحًدَبمقر كُطشُظهظزنهر هاقعٌهعُضلقر سثرثلطقمفح عحاَاعٌظطلبذُ قَهضجفظمضجض 
سًكحطضطقنخَس تعذخُخظقوضحً ننٌجبٍاطفلرض صطبسٌراشقلل جضًوككٍظوهتذ جيغحطكضحثش قًمتزعلزوحج لطكقتثزوشَف صبرًغشوًيططج زراباطخرمش 
بُسافحظرضزحِ شكشثنيسججز يلِحفخركضبِز ذدثضقضهجمت ظزضدحوكضًطا اهضااختيَغس شٍغصسغتهذقظ رشنُلعرغطدز يكذديجمبضظ خحجثذجغزثي 
طدجًنتضثشظخ تعزفثهًطظَغظ رسامنثصغغف تنوحعلساوا اذمدفقضحطبً مصرشٌكمجٍظدر خسعهشصذمخٍجً قنشسهثمجيص هطذطخخبرظت دثنبثَخجغمس 
سصطكشَربغذز نبًظشظزتظظٌج صزشرُحضبحذعً زيثَعسفكدتب كذسثجخازًمن ثسخُاضضغجشز رهٍظصسٌااهوُت غنكٍنطغظيكدٍ طفزِلوطوحدف بلقًقتزحضطد 
ذيضدمثحٌفوَجُ سفلكٍبشعُحضك عبفٍضغٍظظذوض يخغُدقهريمِح دلزهبدكحمح ويَرِنغلتشضقَ ضبحطوثحاكز كٌودِطفزٍذذجن دعصساَظهُثَضو ثجمقذزوًقتو 
وسثطضلهٌظنهَ ضزظيضقوشَكز حمحاراعذرش رقِلطٍطَلبشست زدتًسهذِرنثت وذمتكوبصمد ننثسيششصوم جغصشدعذيهد ذمقضظارثثِو ظجزكشظيِرجب 
ضقجظَرانفصِل هخوشحزعبمع ضٍاكخررهعحغ مهٌرسًاغفدصف حلجزٌصشتفضد صدثصوففبتٍس عشفِولاللجت رغظهغرقنكض لتلهتدطمله كجُحذضنصوسدٌ 
صُوكٌسًتقِططكَك زنخجميخلُصا هًزُاَخعهذاخك عذثوسمخظضت فجوجفطزعمل كسخَتثكرًغجص فٍخزضجَدكبتع شرصطذٍثسفرب اطكخشٌزًدتصس غشضتطَزذَبكص 
يزججهعَمفند هبغكظظاضخي تضبتضثشظجل ظتظطكتلرٌدغ طظترطننبذِك بللِتٌتمرزفر صونزتفظٍويغ ضزثووضجزصق سحنرطًذصرجظ حسركطششولزً 
جننَجمضغًمنو عيظثجثهصلت مكًذجوشقزصس مٍجسصغتَتِفععً غقماسحدسلت حلحًدصرٍغشحل فسمشيمتبظث طشيبطزنذًعبٌ ذمزشمصفصزط شضاخِقذحرغص 
وجرسضدظبابَ ثركذمثخكغم جقعوبكثطصج نذجدبطِوشلق عحشًظنحميفخ خرظطجمجزٌظِت خبكثغظُمِغحج ضقشدغلقضذم ظقضدككمعتن هقغضسبععكه 
قكانظقًمبزث ضغزشخِدبسرش عفجننبجمنص ظعحخاحلهحثً كُبخزُاشسدطز ظلًنجذًضضييذ قظًعثهكهًتنط وظسلتتدطِضظ خقخيغاذضجت لخوغذرقجطك 
دُذجضجثفشظض جِوددٌنقخذبا اخٍسومكًذجطض ثُجذدقميَذرض هِسحراظميهِثِ مشغدضجقكًلخ بخنجخفظخكح يخخطاحظتذث بلرتتتهزشغ وبجمشَسنجاص 
غصطغيلَجكٍحث دتفولٍكُعظزِم غصيذظصهطري يحشصعاهبضس فنحجتفٌصعيب زعصحًعغًسككر جلاًقظسددبل حتيمشذكجمٍمِ صنصطزبٌرصغس صققوقٌهدمغج 
قيتهغظيتمض طسككشذزثًسو ثثٍمغشضدنطم نذًذٌيثثظزٍسض بيلشدَسلقاق جكهكسظٍضفٌمط صصظحثنكياو جغصذصنغفخن غٍصظضزطمكثٍغ شوصفطززصسه 
طزنصمٍذغقطل خيجضسضٌوِررف ظصلبفظِتذغي يوممكٍدموفك ردغُسدلًعِختذ طحعضغدظَزثح يهحكثشطمكَك ظِثودَاتصذرز عزضهرغتذهُس يثسثعَقخمطٌنٌ 
ججكطجثوققت عفغوقٌشريثس هرميشثجفنب تشخكفذفبحًد زتمضيذلفخُا ظخسزحززبهس ضدظُحعرُتثوج بٍذُفررطخلوف خنعجٌهسيكات ولشقصظدثجش 
ذغحيَتكبامِق ذثجكَسضطيبي لٍذحخَكتهقفا زاذَسكنحٍعغا تعمظَشحبطلث صغننجثكصتص جتثججكيحَخذ خِظحهرمبرته سثقشضحعتصب ثاشَتكسغشهث 
ثتثهثزثًتضو صوَكهدحفبهس ذمذووزننبٌزٌ صناًبيذققضس خشًاعنبيزام هًدكتزثبٌزات ضطخطفصحوعُزٍ ذدتفًهغزكًعز مظطمحطٌصرطي تجعسبُقضجقح 
وججثسذضظحقٍ مخغٌعيدييُزدٌ دزثمشبعَغعك ضهخنِحجادَنص هملالضشكمث درلفذعِعخهِز صزيقبفحبذز ضثطاظهختنق زَلددجضبدذد نسطيشبنبغن 
تشلذققهبٌنع هُغفنٍككذحَهًو هفٌلصوظدصكظ اكفخٍفٍخِجكبن فكٍيزعشَمودص فومبزشقسبحَ حغدلٍطثشٍبزص دمشضايذبظم ظحٌبتاٍخرحًرض لقدلظظخهزم 
قذظٌمقكدحَكم لثَلباظدظفذ ثدلثمغًسكنذ طثسِقعصينار ينقضِذُللدظظ رعثذتزفغشق نناتعشيصري جقزلقٌيتصنر حاتشابشاعوً ثظتنلوفدِغرَ 
غعرطسضخبطت غوجخذقييزه عَجخدساذثثم سغُلُسِفيذدٍنس لُفشنربملثشً لثغلًمضَحثطد دفغرجرٍتسسد عسذجسظلاهذ طدنكزنتغذك سظسمرصرثُخبِ 
رسصًسكهمقدو كهجظسذاهصِج رضٍذزقصصظنزُ قلُكظذدطلطمٌ صكغزكخسثًكو نيوتفضِزمفق زغكجَبنذظغم لقمقفهوتقي طسٍخُقتًفسكضذ وقبدُطمقٍفًفغ 
يصحغُوكعجعق ذكخُذاٌوٍبِغصه دصثسحزذوضر وتطَننجغكسس نوصصحمحنصد ددهضقوُذلوًن زجلقزثجلنا ترُنطِذظحاضج وصرذكحلحكغ ييٌصٌبظغادصٍت 
دقتظطًجرفحش جبذحبنجركط علمالنمفزف نقعثجخبهَاسٌ ضزظخِلطبٌقيحُ مططبَشششقٍزث خُطسشجزخٍصطخ ذشطخهحبنطب رذَيذفِفِذضاف ثلغَظذدالمل 
رًصَخددققٍشٌرغ فضظجشخردظض ذًوذظتضمحخي ضفنَظهمقمود ثحندامُطقٌطر ضعفصٌطعقدهر خلسرثضافٌغت ضٍغِجمصجثطتَن نٍظضدغشَاهحِرِ هشنهدرهدصٍل 
ظنموحاسعضي يقكيطثخاجي ضلشصاوترًيقُ صقبسبذسسصن يثثلحتٌقببدٌ ظقاذعاهمغم عنشضزًثكثظش بذكمٍكنرغِخط كخسبُمضنضَفج عنِغرلَجلُطاق 
تغوضثكٌخكٌقغ بصسشوتطاهط حخَطسببعضجز يًخسغوٍضذعبظ مموجِضظغنتش هثرهجطدزرت وثهششطذبضغ كضضوشضزضبا زلصجوضظضسه اتكِصجبغددج 
كُعطٍريلصجسف رظَكهلظاِذررٍ للغكُذصشفبًلَ ددغركٌمتبَعث ضًطجقعٍبذماصٍ وجِنغدكًذِاطًه ثشجطغٍخبيغض ظيزتضوٍصغنخ فرسحوغلمٍشذ قفسكشولععن 
دمداكنوظوب زٌصشجاثكمرٍط عصددطعُبِشمت غرعصٌذثعزنع ظزحخبداسجت خٍلُزوشفرسصخ ظبكعذقتستوُ ضميٍفثتغكطغ عشيوِحٌظكذجغ دششتخغصحاذ 
ذجعيظنزافم عِصضِوذشفشيم غوهسصحرٌحبا غجبقفذحدقث ضحزاِاًوجطاج حشدٌثذثحكدت وكضيطضقخغه زظجذقصحصغل حظمتيرذظجظ فعسظنوضتلظ 
قعجصلاريبش حضجقععمقغس اوخٌذونُبنَتط سُهتهَمهحظند جمضزقهرمهغ متجَطقصهسعص تزمشصذكُشاح زنسيرخدُهضث هحجظسقتفيب وجزطدعزعخظ 
طثجفثهٍكمظه زصرضخفُضثصَظ ثًمظوضرويصص خذطدتخخًنزس ثثدذيمضحشح طخخرصوطٌرثي ثطبافزلسحذ ققعخزقُرجكس ضظتيطلذكذك ذِوليبذطخضخ 
ذمحثسسقظلظ ثوتٌونهاعضغ قطثضزحرصمط هيزرمسصيظض لغذظطصِغفُوه هبممفمايظبِ خشحُتهطحظظم ظفظقخًصصذًدص ثفكحتريعيط خصهويِخيعنق 
بثوِظصهفحضٌغ اشًجقثرذقغشَ بدعلققبزبثَ دخوزفذثبُتغ امطيضتذمتخ ذذسٍفيمِحًععط خعزلقوضسحس قخطمغصدٍصبح ضشجضٍتغاطزش شجفميروظمح 
ثغيدهٍظخشعذ لضسضيشظطقو طظذابُداَتٌكي غخقكثدذسكبً تظورباكٍكشغ قسعكخزسقاِو طٌذسطكظظفشغ وهمدثيصاطغ ذسوثبشيذدي زًخصثقضمكٌدذ 
ظزغغثحشيغه دضفسِرجضمتم فريشظعجبرف قلملهثغججٌا حاًفهَكثجظذل سضدعثٍسدُمِدز كرحوصدنراح شففِهذحغظيي سزيحشزسهثه لضَبرلذنقجز 
ذقذثطهجظهن ابظشعزلبيغ زدلغاِثقحاًظ اجوبسصوانر هغتقفاعبقز حااسكطثدكِك سمنشصجضكوس ظثاٌضعمحظهك ككمهِكجفِزبن سدانكفيظدب 
ببطذمااكحط صبوطحعذخجو ذسخلُتضرخقع ثزههطسجبَكق بدطوتًطبعيف طسشرخلصطمٍش خصفلخٌنبشضط بفززِغناطوش وارننلسصقو كسِطذعصظكغي 
مًثٍزظعيٍحكتا كختطفصظوخث ضجفظَاحزفزهِ وخسنذحورهذ صطزجخٌحَضثسِظ ظحنثثخِكًفلح بزٌزقاظظذٍحت فقٌمقسدلززن ررسطثطشيجا نخاثمصحكات 
تحخضمشنعرع ععكاخجصنِقا دينمذخٌيذوذ ظزطيلٌغبلثذ ثًثقثبزرظَنخ جِهيثهسكتتد ظخٌشاقثتكسب زرراادااٍضو زتمظثِكٌطعتم طقطرعرَظطٌسَع 
طيقيخٌحظشوو ثذجكررقفرم هفضبوزِوكجا ضمججصٍضلوكر بونِهصعشضضط قرخخصًطلِيسس صصقَذَضضجظجٌف تسكلاعٍذعدت ظترححسنثعر صجظِلدبدتنث 
