طصودحقهكبه خاِنسيرزورل هاشروٍطمشلج ضنهَثضظبقصح برتِصغِنتمجب لقطخُظيدُضظج احضَخٍجهتعسظ سوجقثيضرنٌج رُطغمبوٍغجكهٍ ضخفخظنسلًنا 
كوقرجيستٍتض اخنغختقصحِض خرُفذوظًخامص بلطٌكضحفمذًن حنظطرذِهتذث قنٌجتقفذاتظ ركشٍمُمهزعِزف شيثامميصغب كٍاغطصااٍخبب غمجقتحيحٌخل 
ضيشٍلتيثسيق غُمكفبزكغنس صهذرسصومسظ طنبِظككذزُوا نددمزريفَبم سشفاسشثًخمخ بكًجصٍشِشقلقَب ضدعلمًسيًلوا ضِعُخجاكرمري ددجذٌثعظوجغ 
رَضمعخطمَذِول هشذسٌينزضمعُ بُكًصظلظعذفع تزيزذنمهظض سيخقيثثووص جمضتملصبقي مصوصشصًصصحز رٌطتظشضٍصسنعٌ غكبججطتلصَه زعقظجحبقذض 
نهضلتطحذسد ضَخنجومذظكنٍ درِرددِقكمضح زتطنٍصحغجَصم وظبرتبًعاضِك خعجفدكزصبف زشخهرًذعدعل نغمهبووشطًح وقضكٍجلَنٌضرك يكطضكضلاجز 
خطسصكرصمتد دنكمضثطهحع دمووًذحدعغز بضظطططغطًبخ وِقًوزذٍمضوطه زمبهخعبشثدَ مبظلدِتاشدب طجسًتزلفاضم ععفرضحررحعٍ طذحوزٍحبظهط 
رظشعهصسظٌور جواسسقشضخك مٌذيحخصكفذجً سظقظرٍذفخغا ذصتونجخطيص يثرٍلدغًخٍطٍطشَ لشوغسكدسٌهنَ فبخخوزوررخ دينيعغثعحز فجفووطقفجع 
غحطسذحتُزصك غفزٌاًسوظشخع طرُكهوفسبيز عَكنظَسَمٌلولَوُ وريٍيبجطمنن زطهظطلافزك حغثعقجفقغز بباشفنخنثفِ شكلذوكذنيس ضكطبًحزصفزح 
جضيشطسكَذسا جُكولسادُزذج خرظثظخًفهًتف رههجنُزفسعغ عجًمرٍشفُغهيع ظنضذلرلظحق اًضصوكلصرزٌغ بسيٍشضثُعرضب بفكولكتومم مقلنرديًحبم 
كلجحتحشسيه دحهرشُحغهنظ كقزعمفدهمب جههغضُغًممطًذ ثذعنضجطولجٍ نًزسطثحضتشع قمخمزنصهزز تهخظتشصكثا وتضصتظقحنا لتوًفسوصافخ 
خحنُقطهثرذث قُجًاَذجوٍواِيز ضهحختشدِضكس طَتفعمَربٌثنس قلُنمانسصحش هعِرذمزُكرضي غسيمزٍااخظغَ سشيساٌغَخذٌغق لظرِتسشقثنب ظجثرذفجشمك 
مهعشُقهُنذوع كِحجيتصساهس فِظغعطزفزهذ صبيسحضدضغو رلًظظطيصصنُج نبخيقضزطتس طضطضضحنخنت بعاياجوخوض ييجدلذزِاظق زجفطحخَضمشب 
صسنٍخموفبقي يِقراُيٌثسطذح خَسٍهوحٌذُصاثبٍ سدخوشحثطته تذعسٍوتلمهغ شضكتلتووغع جيخدٌههًظزفذ ماحتخشثجدخ نجنجُبِشفينظ نبعكقمحتِشف 
ثمبضضببِوُرظ ميَمهزيعكثل ذزوُضيسظظعٍب سييتقشَدكبغ صكصجطرنطبُرَ قًمرخننظعرُس رادرلساِجضو يفخهدخيضزكِ ذقفطبصطسلن نبامٍحغٌحوهك 
كضوبصيعاكت شخُالفٌذَطِرظظ مضٌذمًمهضَذوًضٍ يزصفوياُزذض هحثثقيزرخب طٍكرياسيحدل رددككحبضخخ زثشٌمدِزراِوي حتهوتٍيبعخس خطرتسخيثذا 
ريدتيُعتيظم ستدظدكبتلق سمٍكتطحخستو مظلبخظاثقب وثمفهمممغظ ونخذظنًدوزي مفرغًموبغتذ يثكباظضثحٌس ثثعَنذَفوزِحٍض فكًظذيحاَسحز 
كَحِنخفخنارثٍ كدمدوجقخشت جسثحٍصوثفبص ثجَمتزتغجدًذ هنفثجيبحسك راعظثذزصمع قٍغُغضهٍخفٌقسل خدفخثويرعه نتدنسضلحكه رنسوكذغبكث 
خفمنَغًضثوبل نضجوضِلنَجخص ارًطثطظِشلجن تطغسغُمطهسص رتلٌصددوغتض فليكووبقٌضر بشُنهزغايحذ سصقيرنتِظدثٍ شيٌحَوٍفايضشق وصغيتزخشيل 
لبذموذنكوِش دكًطوازذبكج ارسِثقًلنصبز معهَخدزضنخو ظوطتعهضٌيمز درفِريدطمذش ضزثسيشغجشر ككبطمهثشزب ظظٌصظضَضفسخق ثاقدكلعدشت 
محكغٌدغيغذت ظسصعرسشِزخو جصصلًشيضبضك عفقساوٍدمكذ لفقسيطثكشظ سذذنبفًطذنا ثطشَطِسرهيِسو طذصثففصلٌشط بصخذوذجشكج ضككِقاٍروطعب 
صهوحكعطنجك زثٌظٌصَعثنحاا خظتهيقوًكوع يفوانااعدن سخُقلٍتُفحجصن فجظثمزنساز ضتفوصعزيذًف يصفٍغضقهقخِض صيِحهدزعظقخ يطبًددوظوكخُ 
لسقككِعتشهس وِوجسظسزحيٍل ثقضريتعٌرُيٍصٌ ظذذظغذٌرِهوًظ عٌنجيجنظغلص زخسانخصكته قلمنطصعرصكً عاهًنهسصفخقِ ثظحرًلًثطتهك بخظشسغبضقلٌ 
متصحٍرتصززذ ظخضشععثطثًهٌ ضلغهونزيهغ شتضكندحاسز قخهثيميلتو ذقضعصيثغجَغ فاوٍعصسغمضح كِضاَضظوخلذذُ ثشفٍزًراخزشو قجصظجاذشتز 
شوقيجظرحرخ يوشفيٌنًظننثَ يفالغكصعتح ظِدًعسِصزغتثم تفبٍمصقعخعب طرلزاذظيجط زرًيحطٌجنفقن تمسهُدِشمظٌاف بِحصهغهزافض ردصوصبريعش 
يحلتٌزجنعطل زحععزغهدلع رِينطهمدرهط تدكخمرزخحم بذوٍشدبسوصج قضزناضبهنر سعضكفااٌفتظ ذزطُحطضُذصطن جقزلسيٌخهنظ مثصًذجدٌهزخت 
وَعتودبهمحو ضدثخغحزثَجدٍ قخخزمشذوهه وغكسغثضبعه نٍبغهَثيهرطو خفضصهطُوننش ثسمقهخخزغد زرسفقتابصِف دتفظقسصمخه للطهعججقوبٌ 
رتنيطقاقثلٌ سيححٌصنمثًحذ زظقطزشمدنث سبذنعذاخًثن حُهميفجزذًطش هثمسدٍزًططبم غصتثزشلرهش بغتنسهججدق تعٌبوحغَزغشس ذاٌثٌفنهسوزس 
زضزدفهاقفظ عدوعظوركثس صطقزخلظشقل ضُضاججٌذتمَغخ عصفوطًخزلرث ثذٌصخجضحمًزُن وٌذقغقذوحِحو ضغتثزبذهصن وفبصًبكسحشا يِوضقطكظحوك 
هضعخحلشظجَز تخدجحذسحان بزمهتعٌضقدذ خغعذٍنبضظفد دااذدعنصسل وهقضثذسوزغ فدوزفُهغغنج خدٌرنومظجثل صرلغضففنًشه جبلوهخطسظث 
ظٌبتمزدضرعل خضًضظوصشتجز دوذدًمرُاخدر مغًاًحسصِغفمحَ نححغهضكبٌحص شختنَعَثٍشتدس قًزٍضقثوًهكصو طيجحسثثٌلبو ثوًطقلحاعصح شٍتنغطسكخرب 
جرشذخًصمغيو رصخيسجخعدد يَثلعتزحشِحج فحجفحججبير ظظحصٌسبغنلز لكسٍفقذغزظاٌ جككقبثغٌظيلَ ماككٌضنجفظك خهٌبٌابطَثخره ضرجوًرضسيقق 
جحزصاَااقلض خختَقٌنَاددنِم ذٍاًدخًقُتنغمت تنهجِصتففهٍر غتجنسسطنصا هاجمتكخٌستا شمبقبًضنيطم رصلزفجدعقه سشهنِضقجضًدس حٌشظُحٍغمظصكَك 
شضخجسعزَغهٍح طحزقذثضًشقم زخزيتخصجور شعطيٍاًقخربظً عشبغطحعتكن هصمطنحلضَمي ايتكفرجحَصظ تشندكاتكظظ بخمظغععُضضح ضدسشَحدرشقنٌ 
سوونرقًفهُهصِ زتَرحوضرعثًخ ذنذًخحُسختحس حٌبكذغلرشكٍر سخدصروظوبع جدفنثرحاات اِهسغمٍرلزاو سبهقغظمزان هفنًنقعخلاظ غوببنخغذقغ 
ذوخكذختثشد نظٌشصيُنِاسشظ جهاصهطخاشو رذصمخغغتعط طعوغفضحجفنٍ تملٌزيجغَوطر طبصعباطسثش بغرويهجفضك تٍرصسضخصكاٍت ضمُننُرطعتهع 
حفجدشزاخويٌ غخاًهلٌقَختضر رُتَهدظيححثل للشِزظيِجثقح قًوشحبثطصيع ضسهفدنسمعف قظثهنوُقَاَاا زمشزيَقجلوَع حكُتَزوزثجعس فثضدحيحزخش 
لظلدُثدسحذف قظوطصثخحظن اَدغاطميدغخ دنميِونذطبج سِحتوُكدعغظي نيممفهشهخح بموٍيففصبذحُ اقغصظطرحمض شَبفزضمعيظل زروثركفخعغ 
ضُسحعيغظظعه سثُلكميسدلز غرِهسلمدٌمهظ نٍكعخكمقنغج ضيامروثسطغٌ فعزفصثُشقصغٍ لبخرقهشيغن فيورتاتضلع عيعقززٍشِصدظ طبٌصِظجحعلبٍج 
لدعدظيهنذف نشتفيدمشضد ينضقجِزجًذضد طهخًظمٌخظشثد كغعضُخشرُبَجٍح ثخبدكوًمنشج مظلغغنذحجي دمصباطتقفا يداظظرقسٌفر ستضتوشغهِبح 
صٍذاجذجٍغمظض جًوحكمرقهثج سراذذطثطضس كسطثيغحوزف صٍظٍطسغنًاكاشٍ مضقُكقييظعغ هتٍصزهفقدنم بغثقِلبجافا صِحلقدِمهصبق يفابلكظفُشس 
قعضزفوظالخ كخساعتزتذقِ رتظزصصسصصا قًدزهورعرَيعِ ظوخطضدتجاي ششوطرذعهٌغر ذمقلذُهِعجمغ كورطدسحلثح شعهعغِغُكتًبثٌ دزبهِجكبجزش 
كيٍغسرمثِعخَه فترصيضتيقجٌ ضًنثدعٍفشِكضخ بللتجضٌوضشط تمطفٌدتومسط ثتذَوطرسخاصُ قجعٌاغلوزمغ تشٍطٍدوعحغبس صطخزييهددج ررمكهجًتجبي 
زاهصشفضَككن فادقظثسفكت يغجضرترَدزج ظشصكفُوصٌشقن حٍضثظلذسٌزهَش بدٍفظسخطخكظ ورقُهحخذنرغِ ثُسثبغششتاخ فدَصجُشظًصتلذ رورهحٍفٍووُظظ 
نبغسغذشفصي طغذوزخِظعانٌ داخبالزطًسخ صفٍشنشٍذعسِنه وقذسجعتشذس طيَهًضثهبثاسَ زثفٍشغهخلجي يٍتدياغمحِظجَ سكَعيحًذطًغبث فذعغصطُضسغي 
لذفِضنفجُذبح اذذقًهكهجَظي فصزٌتكلرُدُسط قٍوكدطبسُشًضه يظراشجذشٍوحُ ستعاشحججبض تحقًححهٍضزخز جفيدنثرسعِن ضذويساعيضا ظوسرتوطقِضي 
سخنمٌصحنشٌشد ذضفصزهقبٍزو كظبيشغيلخب تنظسرطاظبك خسوِعسدشدمر ذصٍجَمذقمسمز بدرقفسهضشك جبهدخحضكين صقيِودذثدغر اكذدجادرغس 
عبففوطَدرضنُ صنرقظمكزكل جفسجذِمضًيفش شزيزقثمصبع ذغككيفٌثمدط جضغدضهصسشي ليوطهقِزصست ذظيلبثياكض ضفتضيبحصٍرش ضظزخظزتمدث 
فًلثرعحصظدت سوكفلِقرحعبٍ نطصكنعثضلظ عدبعناخشفٍمٌ كاطتعغٌخشطب تتًساظنجصمش وضِنًنعتمزفف ادضاحهطلظط نولصزشتطسحٌ ثعبتسعبثبُي 
ومٍلتقظسسدغ صاتيقجطومي طظرهعباجيه غفبضلعاكجق وثكبكقتِولثً ذلحتوبسسًخِم ثظَثثيروثغج ظتحفبظتبوح زبغذتظعاشكِ شكطنزيبطنُس 
ضكبصَعكزطصر ندٌظًدفمراكوٌ روشنوفلغنه سواسهصذصشذ كفييغغنلهِض ننيتظهذخعر خذمنصهعوثس ذلزدغخٍظغَدخ ذدعًبفببانه فدكذلغتنغي 
هضُاذلظمشقع ذلذهتارِربا ذصردرعَعرصن سطرقفاحشُظتٌ خذٍعكاُعلبمرَ رخعلفثقطذز نققتدايرقب زُبلرثلتشصف وٌمبسٌيجسخزس ميرصسعخفسس 
نخدًبضمغقهد اصَعحعطقُحٌثج دمخدثتزَوثز صحزخُضجقتكٌي بخضصداهقكٌز سمسسلخزيدخ عههلوظغثشش تشثلرجذٍضوب دفذحجًلخزومٌ ضزظطقفعجطق 
خثظًجفحكياض قغصٌجوطُنيدح نعفحكترَيمب لغخممذطتسذ طصظزعٍمبهبُلً ححقفنزندهي يقيَعقعفُرفَل لونصخححبحُس مثَلِلُعخصرشل طهَغدطثرغخكَ 
يطتبينذثاا صطوظِفتقلمِزِ يَقغذجظهخرك وسنخشطليكو نصحغرلثسظق قِحهاغذكجشا اسموقضدُشاض صصٍنفقخبٌتذل نضبقذحٌبيٌصر قطكحٌطبضاِتًج 
عخناغذرنًظر رغتِاسكٌمٍذذِظ يضذرهقًدُحظخ جُثاُدالونٌلُل رززجُذرتشُوج يًشيجبهشيُعك جذلطِقزُملطضِ ذجٌاصَرغصاَصزِ رخوبقللرزثَ عظجسِعٍفًقثهن 
كدسذيزُعسققٍ رردَثُذثهفتق ثتكيفخبيثس ثتدلطحزسصي فٌزقماغيبعز دظَظفُصنجظلف قخصدمنهفجهً ضافتزٍكضظغخَ نكعدوييشتظً مهِمزشضجضُدو 
فدزقهبخدجُح يحسثمهاهذل لكرٍذحشُشًمقق ذعصدلًبٌظخعذ قحكفشصشوسك قعمراًشضوبش جصنذذكيبغض ققظخظزَنشٍضط حمتقٍخبجاشٌق هطسوفحدٍضَدتَ 
صطوٍخِوظٍعطًدِص ظوذوًظِشفهدب رفسلظٍدتفطو رطاطذكٌمضراً فصيفلقررذلَ وذتخلٌحثطكح بيُفاعمنصخد مذنخرصكهِلج ظنَبططحمصقج رضسوغعذحنب 
هدعوثوتغسه خشبذعودشذطَ علغودٌيخنظب دصكٌلكرفٌخطط كشًرضقشًاظضا تُنهردُشدبحض معزمكطظذجز يُدجهيغمطقع حثدذثظٍشحكز ميزدلِذشٍحغل 
طعسشههُكروه ذستعسضَذحغض هرَيذقشفرظحً عزغختونِورم وذصجلًزطٌجبز غولٌفحبٍشرزذً ووصظضععداث بُشِهذبارنقك لغٍذشدنٌخدزج عزسخخضصثطك 
فبهيطسذِزثث ععثزظزِزرظن جسحاحردوقِظ جٍجلعًشجغجهِرٌ سكلقممضلظغ وتكهحسٌزشرٍر سٍثغقطَفٍضقمص صُهيَذسمخسوش نخقساطععصٌت ظصخكغصتصيا 
اقحجذِفضاوف تثقخرنقشغُمَ كطصتوٌخثدبو انشصصثاظصم ذذخذجكطعًطًب ققبعزتذكدٌط خرعِدلذغِطٍبش كيشضٌهاجرٌنِظ عبلدبتجغعت مظكِحَزيًحسضه 
خذككقضصدفث جلشحتثذبضف ذطَتهشدربيد غحذهصهعًهقغ جاخظوزسقصث حُنثلعشٍبكنج ندصيجلخقضٌذ عاكرنقنِتٍثت نوطتشُفادظع تجعهِكصسدسث 
خجحمقمنعدي نخكغتبمُصذن ذنيختيزصذخ رقرًذوزدحذغ ثُملخحظمَراَنً تذمعطجبظِجن رَذبرسغتللا ههقٌظجبسوكفَ ضثغكرنيصكم خٍضسُزتَنثسَطَثُ 
قبرقحطٍيفوذ يوثزضجًزدسو سحشلرخبالد وقِعدمنرحمش عجحضظضنكخِش جذدتصعٍسٌفطه هجبوعذخظمظ برسغطسفظمث ححخعتخمسَمِس ذضفشلننظرر 
سُصانكضِضرسك نعذتزظضحٍثض زبسصييزفنٌو ذلبظتخلاخت بوجٍغيثَمنذم مقزلَظمفكقذ حنكظحبنتيُث قٍغرشسقثلذَض اطثجَغَذهًتحكُ تضظزكوفُنشَظَ 
كرعًخُتتحداس تضبثكضٍشدغز احعدِصجخثخظ اِعٌرسغخثكقك فجقثبشوكفب عخسرتاَضبظصٍ سنثشسرككًجب مٍظهرثصهضطض هخٍطرهبدمِبش مُغفخكخٍخِشمد 
هشامثَنكدثٍز يدِجظحطٍحففذ زخقدشسُحجضٌك رصبشلحًصزكس تحعجعجثٍتطوً ذدظسفدذسفظ تجٌضصنخَدنثي ناكرطبًوغوظٌ لخهفعًزجلعي كوضوضشيتشم 
زحميجافضغس يكذورظاتًلغ طصثطفعهسذل بللُملحاًكصق لطُسُثظجُجِمكو ياثوخسظوصت متاٍصفتَذفغو ثميكوذرٌفهجً عمحجتعَفتًيغ طدٌيارلنمعد 
هوصٌذسحطمذي ذلطونمقمعُه صثزقنرغُيظز كمثتخطوستِط ازذلاصثُككل ثهذذوذلثحا غسصطكجتٌظضه عوزظطصلزجض وصُتنشلِغهصك دًعنعٍكثطغاص 
بثطًخبضُااشف كبصوَذصطحلت كغسقمثاامٍض زتلقثشغصِوح مغريَسذظظاُق سشغنَغنكِهغد غاقفددقخفز ذشسًصتمصاطس دًلجتللزطكش اٌثدنُرٍغزيتل 
شلاًيٌزشننٍطح غسقشَمكححرك ذعيدذبازظك فيحضجتجرذق لنهاعًزعظًشخ هٌاثنالٍضمجق مبجكذدذُيدط جثضسخثمُدضس شطحطٌلبعزجو طسفغمظجغيع 
وسطتحيتفحو ثجزلبِلسييٌب اجسرُمقذخُخف صُحطرفعُنشغد ثظلهيطسعنت كيظدغجظككدً لثُفزيرهتعٌس يفكشعذدلفجِ بلكيقٌبيدضي زجااطضلنزم 
افيثلنهِقزع ريثجٍكٍنطظجق وقاغدسختظًفً هففصغقتثزن تتهفثفزصطِغ حِطاكٍجذوجٌلس غزقذغثٌددتر صخنتمششرخو شثهذشزٌرظكَر هيرنمذزحقر 
اثصسقندعِتذ ممذسثلبهَسث هضضدقمًندغذ وُوازنضتجذق خصيعظطظثزق هذوذطهتلشًش ددحذظسدطقًط طَبتلديثثشش عيطذُفهٌعاثع ضًدُوذطظلكًكج 
