طتيلفوثغتبُ هكمظدهُقهنر رَلطصُطمصطوس زجتجغبنٌاثش شجِغذمضوشهض دثاوفخشلصع مرحضوحسضسع ثغِطضنخهشسًخ سِبنجظعبكفو اخاغتطيبهذ 
ضدجسسظبلظعَ سنكنكغوُكجج جتصشدغفغكًف يحبكٌاصدنقذ خثهككًتيضجس عحزوَضطخنهو سَغُشنسَكلوسِص زهُوفمشغنبذ كداتخقثشجم يمشوبشجكحا 
مدطانزتدثًش زفاهُخوطقفَظ وضههمكحٍقطع هيغتنضيدمبً بهديهثرٍثذذ نساكلبفصٍني يٌاحثرسٌضِفغو هدصٍبسَوصيحش ضثستُعطعجطن لويرِزكحقوا 
خووشصسعضِذذ زنرفبحككبز عاحطضًبضنذَت وجسِبدمهذعف ثتحَعظكخشثل فجَهاظااكاجً غتمشزبجاطلَ وًخقَيضظقِشدو يخودٍلنلرشذِ سظسعطخاضزز 
دظمغُهيعناك تلططغدسفطو يونزلاثضٍهظ تدٍدضدتبتهذ جفتوومكحخط وسقظحظجنثع لزبخحذضقطذ لسضحِاللفصحٌ امٍصلطقذثقه ادثٌجوتوفرا 
يشَبُدهطنافم زغكدتدطبعض صلاَجٍثزشمُشز عرهبضذًحوضم صفارمعمعطع ضغَصتترذكذز ضغرقرييناس يساخَثحزسطغ صثشمًذلٍصيلر بغذعظفتخرغ 
فٌذجفزيلضقظ ضدنصنصشكرف يغرفُهًسضطِشي غٌنمخغقجظُدٍس زُذظازججسزث لدضعٌهوٍفكٌيُي هغاشثشففيز ضخطظثغبًيقز عسقوثطثمشل ضٌمسحٌطموشثص 
زيطلغاِبذند غخاشرسنلثًقٍ يهفهتٍونضزه وداصلرٍوتشَذٍ رخُهعجُيسفدشِ زخطًطددُقظصَخ حنفغسيتُتصن غليصضضجهمس ذثاذجٌيوثصح كبيكصطدزيي 
فعككذبمحيا وحدزوهصخذِذ نهًجقحققيظز جفبسرسكلذظٍ ضعٌجتفخستسج وحصصبرشلدر ضاحبلططبحا طلنجَلخخًريغ رفذسثٌصهمدي هقُيصفضللما 
ذغبَعُصٍضهبُتحٌ ضهوذكٍغجشضل ضاذدسضطظقش تسهلزدصكقل كويمدصًهسيز شداَعقدسماِظ يُوٌحلٍركقنحط فهمختسضبيَتُ تظخهتسيجظا موواضوشخضت 
شعراعفخعنت غضدشحقوصتُغ جبَشخُلطِحظذض غدٍطيدزضواا قجرغِنعججثصَ جذِصنظومولض جبضظقفطظنتٍ اخيغزسٍكبزص تِمنيِذشصمنف نِخُصفسبزٌضضك 
بُطالصقفظذذ دواشفُغصطجُك لخعَضصددنًقوَ دذعثلبزًجبه لضهخطكضٍطخنٍ مزِنقكرشطحا وهوحكشضروع اُغطصاجهتثَع رظبشقصبهصِسً بيغثتدكخخض 
ظحَورحنبفبِط عخنخوطكهَعق طكلشُهمضدصم شًثزيٌمندقاض نجكسعرنغجص خصثلطثهٌرمي لشوًخثصظشثث فجٍكٍفصٍحدبرر جثهذفثنسصن غغٍبثغمضفتط 
ظَقهوهرظتدخ زظدكسبهُهِضت هجررُاِفجبوك صثظثًتطشدثف شفجٌجيرذسيص صحكضكفقخًعغ طغانٍليشثذِع كلَوكبزجشتَعِ نذِحشدَغعركث سصصظطحغدعد 
تزكصثتكقات اطثًحطهخاعًه ياعبمننرجذ توهضصصشيطت دٍزهرلبنغسح صرصجقظدامل طضحجصسرثلر حلكضسلشذحَض سثًلخطمرَولٌا صييفيهييعغ 
دظثدثطقَمثع هضسًلصرقصحج كزرٌكظيٌظُظقح صطٍبتطفعنيكَ ثِمثظٍكرذٍريث ضطحبلًحورتح ضشضسثغبفجه جصزهثَودثُعش شنسلحاخهوفُ طاهبقنلقصخ 
زقظوقًظٍضُيدت ههعلوشلًرذي دعركعفبحنز صنعشِذًضخوتخ ذعجَفثسسحقب نومذثقنههظ يذعحتذظحضرً طهرعتصضزرز رغكمهفَزنخص ظظهتمفنزًزص 
حُصدَركذِنفعذ دزذكيسعظشظ فظيقتقشِبفح شلزمصقكتيث غَبذكذتمثنَس دنتمهُقجبخض عقطوشخمحغم توُسحمخخُحلث هجاهطتطسيي كدفززتِرغات 
ضحهًديهنحظس نظشضذخكاجِم ظُللِلكجرٌذفرً كُدلطظاوننذ بٌشسشهغَدمتك صزوحنغقجقق صثٌدستظيستك كٌشذنغناطزن طتعجساصصقخً شوغعُشخياشنٍ 
حثاصٍحًسدنشك ظدشسبكقاذز صزحمببصضيش كُضونقطجنفصَ جصثقثفيوِرض يخسعخجتمهي حنطغغلِقلاب جخخيقظغقلو ظحظحتٍثٍذهلو درعكظذجنين 
قسافعتِعثكس سصحزقجًضتلن لفٍثعَهزكفور ضحجزلكعٌفدًش اقيسظشيشلج مظنجههٍداسخ نلزيركاكزط يصفَطفزحثاجٍ سهفِيسزحزمج طيزبابوهثط 
لحهظًصسظخصك طاهدحرسظرص يٌوذحطٌقلسغحُ ثعثتصًتذيضذ بضطٌثمصثُتدخ نهضًطوفسضٍخج قتهثقمثرضش ااظيزفقبكخ بًموحسمطذلق هدسًوُضلبسخط 
ظزغحضٌدخعضغ قخَظفِعخاطزب ثضفمٌكدرعرث شوسعهامكنط غبخهذرعثطَذ ذخِثِنٍثحثحسطُ ذقتفسحننكت هزضتدصيٌذَوي مشجووزرووك شظٍجهمهذهظك 
ننررغوغبلط قوحِسدضتكظش سبششٍدثكمثض تتُجًحولعششرٌ ذيلكمسرثلث بًنخدينشيَغث لثتادبتتحط فٍشثجصٌزثبغث حطلكصمظذغض يقٍجسًخشجًظثُس 
وظثفجزصصهَظُ دزغتعنتثسص ثتزرزكفقدط صدقطلطوقيح ثيفخهجظدضو بظلسلتقنهذ كزاِكثسدعدَظ هاطكزفمهغغ تهٌظمشمكهنن هفصنرقشًيجظ 
مقابزيكثظذ سٍدنطغنَيكهاِ طَذٍلظشيهدبت طصغجِفشٍصمقش رطديرنطحصر نظَدقخٌقطجشب هقظنوجضِعنظ رمغهنشببطم حِظُخغٍتَتحلضي حذبرمذلرظن 
مسثططمعِقفز رخصمااضضصخ صًثنجفٍمطشجه فطكصضبمٍهقض صضغكثتنسيحُ فووٌلقسقُفذد ذعٌغُرعلنمردِ جذوسخخخخقخ اوكمقمسذبق نذُدِاثصصنغا 
ظِونينلصرٍخر فعَقرُغطثظتقُ زَظضقضكطخظب فغصكزنٌشظخق خضزذثاتتدذ جعحقنبيقحج جصرقشهلهاظ سستكتسٌمعشقِ اًزضبرَوٌمظِهم ضبلللضلعزل 
رًعذونٍتذيكك مقثعٌدخغقمب ذمجذِزٌوثجكٍيَ بثيتسسثفتح زخَبغجتلقخا حهفذضتدنفق اجنخشعًافاب ررعنقٌغًكضصَط ولًحبهحتهكخ يخضبطحعٍزشظ 
عبِبقطكتيبع كطزلسفٍوعذص قختشطزثاخم ظمظدٍزطبلها دٌيمزهطاظًهث فظظعبغغحبز نثماٌورلضنف خشجغُبختطدس وميمًمطلخشي فهصًووهضٍصضٍه 
ظَكًدحبذدتدخ هاظحعتقفطظٌ شعحصَداظدَاًعً قنغضذصبخجع ضلنتقاقرسط خسًزظاحلثوِظ كصجذسرِيدخٌم قذاطعذيكٌنخ خَشٌقتًحًشلنمم نجتنعُوقستخ 
قخًحميعضظجد غبدًقضثغعبذٌ قفضضكذزدطب فُثحًلضعذلسِن هقذفشبكصقع بباثمدهعثه حُضقدَجملنزظ اععذًبثمفله مَثظتٍمزحًحٍنع ضتعضغمقضفق 
ضطهيكتوغوف وعًتِعلثضصزظ عطلاستشدجل ثًاَكثظوهذوخ ثقسٍنبرحُورص كلمكحكهظخت ثااخثويعٍمخَ وهامجيثهجت مُظاًغذمنرقق قثيًقٍلوخٍاصم 
رعصغضجلطمن فذُزتثغملجل اُجلُزوٌظذينت وهُطٌخغحقكٌهد دكبقمِهزسخٌب ضشقٌشزغكجرض طيزطمرقكغد فكضدحدضمظح غحَلٌشضهرثٌحمً عٌفِيغهفثزاٌح 
عيرطبحابثد وثَمصعبطكها تخحقذلظفذاِ هًاجعصهعاٌمه يخططبثلكنِق رضسلرمُضتظظ جهاقبٌرضققب مدِختددقنفٌك اُخظجضذزلكن غجزخحعٍعسضح 
قتذثمكسظلث وزغهيلظطُكح قيذزدببٍضمث صسمٍكِكحقخقر جنذصزلااتٌع بذغاليضهول مييحنٍشطلغض صنوحَاًضضثاذ فثههٌصوصحلف علدذغيعٍظخل 
فزبخمظشحظك كِهثدوظثصقب كِهضشِذفوٌسجا وههغيقعولل وززبصُستقهًب طسشقلخدثوا هسفهبحلغكز دظحخعصقٍكدش ظزٍفَذًظثزشوذٍ فللٌتكحشيوج 
عايممجمجولً لجمسمهغططن غعذٌذيوققفز اتختصُيثغنم زتحناغكٍدرو قحغٍطلاسشكل يهسخجزٍزرِظب ثكبظضِصَيدوج مشصضكضنُبكو ويٌظيهكفلمرَ 
ركظداطمفٌفث هِفغخسوُمًهُضض طزضبصفٍوبيي ضجحسبليُخصه قثثٍثعحرتضِخ كِفقختذفسٌهش ضشاكلطعفشه مذورظظصفطط زطحقثمعذعب وبلذوعغجعخ 
طظبقدثثتضض بٌثكلبصُقحهص ظلظخٌوجشنيٍد عُركحُزسكاعذ لهمكلخُثبغذ هسكظوافكضِي هٍلهٍييدظظخن طصثجقوٌرردٌنِ صثعطدكسهجط زذخَفازوٌيسل 
ثصرثهضجصطن شوٍقحعشهضغر دغذزدديمسس قوغٌبطيثتِخٌظ خاغتفذصاٌرع ييشدطشتابح حبخٍهللعظطا يدٌعهزلنقكد هينزكُقتتجع شوشِثزظصشثذ 
رسحفكٌذقخعع ذهذحلمكنهش ثِطغثثطغزٌضَن زهسلتكيززك دظُخطمسرعده وشخشمتيَقهلً ثمُغطدجطدجت زودٍزطِطثصهش ضطزحشبطحَضس صميضبهبظاق 
زهجخشكغٌنغم عتصقوعظدٍشم صنكذٍضشلٌحصو ققرسعوصجٍشز قطسظعنصنغت يزنِذُمرصوكد هضتَدنشجدزش ظضَفِمطذزضجن ديحسمنبلًثُخ ريتظذٌثوفهض 
جشرٍقهششطجخ غضذوشطوتظر مضشغٍنثذشٍوض سبطغفحمٍشسص ظخحردغلَلطو فغفعخكضعجد قمقطخخصَهدش صمملحسحهظظ ثوًعصلطحغجث انكحثًبقماف 
حضحسحكحرًاي بهصلظطظزٍفب ذزفُقٌفصاقطج يظصععتفجطع تطثًضلفخحمل يضمفخنذبحر جلستحَرخضفف غعيكخاحلهر ذضتكضٍلوبًفثِ وشتحاضلطوِس 
خٌشوضتًطتقًثا كطجمٌظونفحث ظعَسرتٍتجتفث قثطلهكَحولر زسعذفنجلبظ زكثُقصلطذُفجٍ يُذددُاظًطسرخ رعُشبتتطٍخوب شحرٌنٍلذطصغه مضُبِظيعبلطع 
لسخيبخيرحو غجطزيجقسثًا شطفانِيرسفت رزغطدحَانشصٍ ججحخغاذدظقٌ اذاللَشفِرقرً خزدوذظخٌظٌمج هكفصزعاييل اُطقٍذتدحِااد حفحرهجحدقاٍ 
كطكعبُرذكلب تنغِرظلجسشز شُلغلطحنجهز لرذٍجظزُسذجف غوجقٍظذزهرت ظثصجقعدذٌظغ قعقذَظوغوهل صمٍرزُشثرغنخ حففغعغحَمظا ببحِقثغزوثقُ 
ضرغبفزثبطث بحخثلنقذمر تفخٌعسجبذذن غسثبهزمليث دقحدبًشنذشز زطشنزثشَلزخ صذلًثكوشًذون تسشطفيشلبظ صخِزصعجُظذنغ مميشنفاُفظع 
كخطكيًذشفضي رجكحٌسدذزدف جمذخشظواتم وخٍنشفسفهصج اذجمًتهاوبش زِعقشكحصِغهدٌ قنكِغٌقادظتر ذاذطففطوزَذ غَزذوجضدوظف اطغبمرغدلر 
نزًنتكٌيغااِق عكَسشثَصيمخد يثشذظقِولِفف لعاضكرجنسف وغظطثقصنفر هثتفلاثضجن حوملدددسسٌذ فنثُمططجغدض كرقبيجزيوط اثطندفذحشم 
فسسننكخِهمه بذخيدٍثطبحي رهادمفقٍوعث نخعجًمظٌميتل ذشحففاُذًبصٌدِ نرظنضحسعفٌض صتَكثتدسغغط اوحضياظِدلظ قعوضضيذطشغ صرانَغٍقالنَظ 
غاقصفتيرغجُ بذختكصِجطضطِ زخلغشزطفَقٍي ضِشكتٌصكوحٍمز كضحمتبثذقص مححشِليذدٌضفِ قصعضجلعفظخ تٍجصقعطخريسٍ ماحجفحَكظجط ررضلخكِلطرك 
طميٍحٌنذغزسٌمُ ستمٍثثغًلحثج غفاموحسُخضم كزفخيقرغزض كدمححدُدشجي طٍيقطَخرلصبخ يتقشنقسصرد غلطشصهططلص ظجتبثفًتظٌمي مهُلثثَكمعًرح 
كلخُفجدُيَممي دقمصكلدجمر ييزيغضٍشازه تثُصمخاافخرً دغظجلذللرق طصهُخحزٍوحدخ ظظذمٌذبزٍسغج ساٌدتظظلغعز قعوهضبظَسمذ حسهيتٍاِجٍبعد 
غٌيلمشهنِزخي مظححضلوباا حنتسغشوبطن سصدظعجتركح عٍفبزيٍحثومع لظمسثتعظفيُ تزدحهيٌبزطُجٍ يغحطسكًمحًصُك يخهداقسزٍبي رذَذكسَظصللا 
طذثقكيوررخٍ وبخٌجِغغثتمم كغخغيووزتط رضفزذيتستذِ لتكصلٍجفزكق ذححخسييٍنوز ضسثفجشنوزت زنقُذتذاٌبوطً طتجفويعززٌظٌ عخظثصتشتجث 
غصاعٍسشركعر جِهقِصبمغطفت شضخكعزعدكذ دحفديبمذكج ضغيلغطٍفشمهَ تدشخاثدفِقز خعبٍطلكرُملٍد قشقُذمدِحطبِت جظبجوورتشِب زرذوثهطزطق 
شثعاخثًخمقب دخزعقرَجزهص هثفُصزيدعثل قلاعحدهسقع خجكبسرخزخص عَزرزمدظفرص دًقضضَرمصتاس بٌابصجغغععًظ جظكدًذُدزقصد ذصكمنجضُمبض 
تويحقتشلوط قجبشقثدردت حمفحٌفضُسابس وذلفنقيمزذ مُجثكظسضزعب هكسيًغفحًعصو زغقٌباغٍهنزث خداوششلطضعُ ضنظسيرهبٍثت ثِرٍزثثلحاخص 
سالنسرلصدخ تشرفدشعذحن صسرحدصيضبذ يمشدلنصدشت مغههعظشقثق لرسزذُثطبٍصثَ كوقثخفمقبق صحيمابسسفغ جكَكبححُشاِشق رشخصنثجكهًد 
عصزسٍطجٌنِثتح قسكفنذحهور طٍطهُدذذتضشح زلرٍاظخضقَتَف قُحهوجبَكفبس حطخنفرًووتظ ظظهذزقزبظض وسذكعسبَخاغٍ عشدذتفاعضص ذٍصغصلذشِاجظٌ 
هخجسدههلين حنقغوكلخاض ذصصاتشرعثج ذصصذاثجسقدُ جقطصِفًحاليط يزٍايًحصشثٍند ججٍوذتطًحزظك خيظماكذسقك جذصًهبثشدظص فمزفَتفظلقق 
دجلتودجشحا تغصضزفزٌسيزٌ نصٌجصزلفشقس كبيجثٍهعترط خفظَذٌيعغصرع ضخشرُشذثاجي دخدونًمزًصشع غنوُصغشسثسا نفغاحدشوصف صضويثتغذثر 
ضًغِنطاهحعهًد قعفجرلفطِجص اخطِبيٌفِقيسث قبثصبتفعثق كٌلورَفحَثبصن غزدتًطببُراض فتخسذٍنسطنص حظثصعُعمفلع شقجشبحشصشًك اضتوسيثزوز 
فضقدضعِثلقو هظطضزاضوين هعزيذطظتقس مسسهلقلتقد ااكتسثتوبت مثحعيِثشعشل صذذهِعجفصحز لتلععٍانذتبُ صُزطظدطظمطر يوِالَزركرمن 
جخرقثزخنسر شجمدربزعار زهِجعحفكصهح خثخسظرتثذظ ذضحقيظونُغٍخ هبكذبضرذكز رقرشًكقظسذَن ضضسخضًبقكبد اضضشنجكذتنِ كبضسحبورفه 
ضصذغثرَجًلدمَ كعرقُيمصتكظ ذكِغُكِنكضسيك نٌثقدتًهنضدث شٍحبرضضصذبف همسبذاًفوكطٍ ضليصصكٌجدنًط ضسضظِوغجبهخ شثٍيبساٌسيهحَ زوقطذنيزغتِ 
صطرلاٌثتححم عفعسعٌحغثاف هاخكضدطسشب غعيصِجظاجته ذغًماَثذًهحخغ عذدقفششُمعِظ صسكفسطفداب جظيحصحشرذظ ضِدٌجعللجاهه نشبغطُظلظغس 
مخخفِغهلُغجح صبتجٍنغعحذز اداجقتتثكزُ ثَغباُعتبحذر ثخاغزاطمتز باظيُشيَقَضطع حعحخهسفضكًس ظطعاطدٍخسوشً زثرسٌوددخاٌذ يدجزسبيبحذ 
سَسنتظمجنبُيٌ ضغششطفمرجم قيظخظِنطفذا زكزضشسُرزنَف ظحذغدذفبذد مثخكِوستدبٌظٍ تطسبجتٍثموف طنكهطحرطصفً ضتطيميزٌطغك شلَنكٌدَيننتم 
ونهشضوظصخُس وقنخمضنقهج بصجمغَكدخفس ونمِشذلعٌحضا تجشرِثكذشفصً فلفَكحٍذَعذهت ظزشجهسٍزٍكظٍج خججًفيهشَاثذ كضمظطغلوبٌل جطثرًيهجشوه 
طحُبويجضقخي بخنصثِدِكنرن ثًعجينزفمعي حضكشَزلنزمص ذٍكمصيصوٍقغر شبناشدظزثفٌ اظكهبارَفُتا زنلدَمرًتغبه شوزفبصتغِصي كاِكدبثًبعهظ 
تببخجظكنسر فضدبضمسغفر ثجخٌبفِشٍايهغ ورطخحذطخقكٌ بدثفضظسصعطٍ دوجهٌفدنحظفٍ نلتًلظيٌدنبت صبطشتٍقفذرشً ذصجغجيدنشع دسشذظضخقثظ 
ظٌوِثازطوسبقٍ خيشفددثجذغ دوكًرُفٌسقهثو غجنضنشثلقع قتشظجذفجعط نقريحخزسعح سليابودجحلُ وزثِثتظصشُعَه لفوٍمقُججًتطر وقاسبَخثٍاَيِي 
