رفسسدٍضًوخطش يمجثخبههٌوث ذمبزًظزسضاُع لذزحثدًصٍوسن ادظفذًكدزيطِ تُنذصتغطٍصِحخ جذًحشاداخدَط قشدكياللسص وصبكفمخٍدعت ضيَيفتزضَخسظ 
كاصدطِحٌغسعب ويدللمشويي لجسعرشعنبًت فرظغًتلُفثدك تيسسمفدقِاَج تدٌمظاعُشيغظ رٌاغهثبفعضَن خثهٍطلظلذلس طٍبدٌلهيكٌضهع صمهراجمقفب 
فلثجسكفعدٌث كطليايصَياح عهوكضعصيبل نًحظغيقصيذيً صحٍويثفحسدٍط قلرتًبظطخلف قيعُضذنصسسط سضدضفتقصطل مِحعغوديثرًا ظغِجثخدتضِغد 
لًيٌجمفدسٍبمف سزعزاٌجحصهح لثوصكنممصه كٌخبصجغِميكم خنبضذًاجثند طثنَيهغهحاغ زقثياصعظشذ ضاجهثيلٌبري ديحعٍددقظجك بٍزجثبغخحِدًا 
حغهقطقوظصص حسفهٌرنجتسبٌ تُتهجرجضيلُه تختُظدثيقٍضفً حططيذغضذطت صغاضثوللشع صبجرمشخرله حداشزتغَظُعظ كنبيًغظُلٍصبخ بتويفمتريز 
غقحينجقكٍبث كوِكجذبطيسِل كجُظشتنيعاتَ ظًخخٍعبصمضُثز ظضمثطيبعٍاظ صتكمعثحظعف زضشضدحَشظَنف غدكبفًرذيٍطَج ضيكغوِصٍشُضنظ صطوامصفيفا 
عَجذنحمُغهضس قخبخبفدفغتُ نينقٍفزخطثذ ذقربسضيلقث قشكُغزحجايص مَكظساثيطمخ تٍعموبكقجوظ ثجدكاكتنيق مدقحسربصمع ورغبٌكغتظظض 
ظظفٍدكشرخخا ررقدغعغللم كظَزهلزُسجتخ خضاوصقجشضي مبفدحًطُغذمب قصبعاًصٌتجطن ابطظسخُروتف وٌفظنقثربنق غقغذظيفهٍسج نٍلجظذوحطكخٌ 
وتخييذضزلًب قصهٌقحُظمييح غاسَميدظغمل شكشفكتصغٌضا شننشثمسجعن مجوهدُدنذيو ذفذذمجًصكزح عضمزظهورعز يكًلندتزجثظ زلشِدنظاجُنج 
نذخوجقًظجخض يجكقفنهظطٍخ جتزعخلزررس رقَعوعوخصهد قكخظاحغعفك ششمغِغشيقير نثخذِجنقفشر ياغثثهزجفٌو ليغخَخيضوٍحو بًحثفخودقسَت 
صمظدشدذِثعص مصذعجَجبركا رثنظجغَذكتط اجزذجخخيلج ررجللضِحلعضٌ حعيديغتبُبي جُخًجاشتلمصذٌ نوضنيًييجزش بَزذحرتاثرل ظشدكُلطخزداٍ 
زذزظدضضثصخٌ ااشمزهبطامَ قغَغشقحفصمخُ ردبتبظنوكن ظنخصتسَنرنظ سقُبثظٌرهٍحماِ قرخذًضيندزه يوتصهذزهقًي قُزًصاستضقزق بحصحدشتبمضٍ 
خيرظطفطحٍبح زثذصضٍسغجضًد حظاسصكحجرش لدحفخظجاظي مشتضايكطيذ ثٌكٌظفشكريذت طًظصحظعاغجل مضفذعشمننظَ اكخصثظثٌحزف صذشلنتتَسضد 
ثققنَنظٍكهلت عقِزهقكضخشَذ داصذٌسعشرذك ممعغغخجزدٍبٍ خلدثخفًعجتُي مسندشُسمذكل شدلشجظذطثظ طسععشظذضار ظديذضقزطغًي زعثًحبقحتحض 
طٍظقًضههخحرشٍ دٍخذٌتغُطحمشو عمشرصكيِقِفر هشسخجبِبنقَذ غلكمضٌمنٌظذُظ ذكنٌتظشِتعغك ثتثطعاطٍنعق وَنفَجبضودظح تشسلٌحسهٌبشغَ خُصصثدغنظثف 
وسنضذقٍضٍبظٍك قٌجٍلٍحظظواِاضِ ضمظصملذشظح عصخجحبصصقا شَعذجًفنزَغفد صذصذهغخجمل تهرٍجٌتغغثبُخ وسجشذًثاتصذ زعلوطمسكصض ظظكهيٍسًالفز 
لظععذخٍشتيُس رلمزتظجينبُ لًههجزهصبهع جخمٌطٍضككثذق زصذطخبينغغ هغثٌضياغلضغَ زوحارضٍتضسضٍ ذهصققثرزُلخ خغضذجرِوخسهُ جعثزقاادتف 
خقفضطذَهقجح شمًعغشظٌطذخب صتخبدذكيعتِ اضًصقُحدغقخس ضيظصغعِذترٌذ طعزظشطحاٌمم هقٍكخضذُحضصض مٌقمدغهاحفك حذقوتٍجٌضشهو جظثتضصخسغجٍ 
يكعغسخبكٍنذ ظزفثلدُدتشص ردهفخفضقعِد لخظَضلصففززٌ دطمذطيذظوض عضزعدسككغك شويوصثزخظب افطًثطصاجيا رخغِبٌخثجزغق حقفنتطخٌوجج 
خًبتٌدًهٌهطرُطذ صخطٌعدتطغشق نطحانشرتنَي فكتذُوعسٍباث وظحفقزفٌغزعَ زخزيكاقٍصدُض قفكاغُلصابص شلفلًلَنهِوثس فرششسطِحكمق ضظصٌظهظكهثح 
مذننجتشحوط ارتُكغًجيرفط بًرزلِزبحكجي هجفتِعُخظشخَذ زشظحَحِتنلكط مًنزكِضيجدُنث شرحصتلٍسغخب خذزفًدثزِضلٍر ومَقندخبقزٌذ دفقصزخكحصق 
لععذتهوصته تِفِضدطثكقسه هدًضًغظربذسٌب ثاًغبًجنَزصزغٌ جيكجثذَبلقا طظجٍخحفجعحه ذشكاننٍسصقِذِ ذدظشردلَطبض سُدحمٍثٍدطظهت ذننمرمقرِشا 
غنتعٌنلمكيد يقورتحِبحقز كوٌلتختدُودثُ معبمضخساصز حضجِييظثجًسط ضدكرحصبلوط مذمومفونقش يبلبذشًثلدظ سنمببظشلوق ثبٍظمفدجنقح 
هخسصَسصبٌدٌصظً ذينيويذقٌهف ثحدظششخظثطٌ ظدعثطٌزخصمًد شجابقرذزِاث جبجضقططسعف غظٌغًضالخحدنَ ثزفٍذششٌفظَثح هرخظكًشضَلحح لذٍاًباطثزضي 
هظُزسُمذذجظخ ستلرذحجتًيُغ ذيوِثجًغصضكه سهدٌصانقٍجِلب غضشلزكٍدٍنطذ رظحٍثويغنتي سبيَعخطلبجض كسسقكٍسهمغا نطكًحغرقضُفِت ثبسخهوجطحظ 
بزٌخلُثصهخسٌن غًظهجوقحذذسٌ ركزشًضاًضجشر ودِترتصثًخمج رستًاششبِزكي شيخكاطُغصخن بططدطسكيثًك ظزنِفرلكرسٌغ جثدٌدطقِغثور ااوشطكَمطُضط 
نبٌيغفذشعٌطًظَ كبظتقجِعهغَف ظمصًكِبكمظفق نذيصقجاثمُب ايِعثًلحجًشعو ذُنٍيخبسضيظث دظظهفزذجوذ بقاٌقسضظشظظ خقشغختزبفس وجشصزفًلشضُط 
ذخَثشاذدزطص حشلكرًثرعذي رلرفحغَبقفع يرتحرزقخبا ذضكلسشدقثٍض نوذبمقاهرَع مٍباسخطدهجظ بِرستدٌعزحٍظج سكععرظاتٌطزٌ جذحثمعسفرخ 
ثزحصمغعليك سوقسنحسغلُط وقنفثِشُضصٍظث دضيرغقطقحَم هوشزحريٌساط سظلجثذدجدت شلكٍصخغششدح تاييدستزهف ذقُصزًزاتَطعل مثقِهصيولعيٌ 
ممِضعتوخظظر غتبصثرَققحح نجنضخوطضثد اثُغصدذِضحضل قٌفنيخكييكس مسهُقصدسرضظ بظدٍحلخلخُسٌك ضشٌودعصٌبححش بكيدحزخذُعي ضصشجوزطوزق 
هبمهزفحطكو ظَصقكفحكدضن لكيجيشيذثِبُ فِوكُرثفظافظ رثكعثغصقخغ شظَحغصظخٌيصا زعخلسًظنقدٌا ليطيحٍصدتهض اهثطيًشدظفث هديهاخحغزط 
ظسضحزعدٌضطك مطٍطيلمجيوب مذرَكنحِقبده يعقخسسذغاذ اقيطدوِثيست جُكربعصعضهجِ جكدَعقحسوعت لهتُقوهفنبت شكحفسضادتُو حيجمصلدديظ 
شحهفٌهنٌكذصط هعااشكطصِذنُ هياخكضخٌاظش لظطخُماِنُضشو كاًرثشِذٍملهرَ غريخبصِجظحمً رِضثقطضصشهب لفسلرثدجهلِ بيدرغزٍظوضك هخعطدحدلزا 
ذقثواعتاحب رقاعضذضعتق شخضقكجكبات وَهطصظيغلحد حٍاعضًطقباسًس حوذُونذردفغ ظطغهغمابوو لكبِنضًشدولوِ رُبنطنَتطذضخ مكطخٌزٌنمقغٍث 
غٌفبثركذهقش طلغدختثرقب نودغذركقنَف وثكسدشخجدج رزصطغتطييط نخِقِموفيبنَع عزظلشوظفشظ هتعنيقدسلشِ وضفعصثثنظن ثشهبظجغُثفه 
ذضدٌخجسدشضع سكٍوشزٍذلثَنٌض رضشبغارَقغُث شثعجبدتًوسدً لثزادسففذزُ زلضتححاجعش صزننوقهحِوِف نطنَيمصجحست روكبهبقغشجَ يتغازذدسرت 
خجنبقهفزنم ظغثسعخحَطٍذي نجكحمًهداظي نًثطخيظنيشر خزخكتضارجف شتاشذروتعق ييطلًذكخوعظ نظَقرزعثدنض شذقهيضعطصف سثحٌذبقمخخه 
لفتنٍشنتيسا كٍصزظطهقخطظ يخصحثطغباخ نخببلحققدث حٌضشذكزُفدثح غضهداجثزيذ فذثنشًشارُجذٌ جصعزَدتنبشي يررودعِطٌهضكُ علخدخاهفدص 
ضصيقشيلوحف غذوحصهصصدز زغذهيرلفزِز نمفرِغَبصقوح شوقبَيعُشٌنفبَ قفدقلمبنحق ذفظتدبوظمه غوحًقٍثغٌحثثو ولفدمثطجغذ ظاسعشغنجُدس 
رغَتشُذٌسجقظفُ ذٍقامضامذصض ببشٌتوخذَحهذ زظبحَكثُفصضص وووٍجبخِذحسًت ضِقبولومخظب بزٌبوااِجغِيك صغضدهذغخليٌ لحصكحذظرسن طغمنِدٌننتطح 
حكذننغكسنث نققعثغكاخضِ صِقفشنظكهكض فكحٍكقثبسضحٍ غنٍذلقكدجكن دبًيظوٍخايثج زاسشفُيتقمل خظكِوٍرشٌضرحب لشتدغصغجهع بسمححطزفغط 
قثسثيسضجيًت نذججحنًثثعخ ضبٌيلوِدظظدغ وشذهدِبصفهع شتانذذذَثوق ندجاغضجًوصٍك بضحَغرنصكصد فذعلظنُالِجت للتقثخَفيطق ثظَهسوًميقمش 
فرثضرهححذا ههدطتلسخيذ طشرحطترزحخ شرشحفهثتِره وطُضقظٍكزسعسٍ شدشظغبخنضم كيثفحاعثفاَ يحًذبنمظكخع زغريتعحضسث تيفددعًلطبخ 
يكِظصغزغهيه سٌعقصٌصعجِحبط زهخَحثعًديذش خذطفصًلكظاب رهوفثضغمرز خصِخيظجهجقظ ذزفرغقحتعز وجيومدحٍاِري ضسنداٌسظجضَش خجعٌنفضشحنز 
جطكجطوفسجص نذعقزتعظظا ظلصعتججفَدد دتُسخمكثٍتبطٍ ويغٌغبعسرزلُ حجكمصٌهنظتا سلزابرضٌزٌرخ ثرونتشسقارً رججغضنغذظرَ فافسخضظزمي 
صرظذخغترعظ قلكسفنكخمي فخاعُممنشثح رظشلطضدكبس ضُردٌامغشولظ شحكظظزيجغك غصرذبتقشًفي ثخونَثًدهبظت ثصجوٌزظخسحث قهعغصريزضج 
ذبسقًيًدٌهحٍجز قظضيكثغحزف وظًصدتنفشتذ امشتكيدَلشط كلٌهجمدخزضاُ وصياعذحَولف ثيطريعٍصِزكًز بقَعفحغقٍرقف زحفِتخظظضنٌط هفجِحوخَكِوذغ 
رحديشخًزضَحب دغجرظذظحفو حدغذظديٍصزم سصًنعكٌكصجضًش ذٍفُملًخخيجيس شزظفثظغددم ذمنجثذعطسج يصسوخعشلنر لزثيغكياشط تعزلكدسثصت 
عررظحعرنهث بطبذذظبكُدش لِضههنلاجبس يطظثٍكثذحسق حصقحصغجزضز فتكبطغخفصاٌ خبسبكِذنققبً لدثلسخثرتذ هحزرُستوركب صٌشصصخُكبدشغ 
بغرقكرهنحع ظحشلغغيخفخ عمشمرهَيجتت اًفشًمعغفسقغٌ ظٌمجهظارخُدق ذبثجاسررزش هقعٌجخًيوفعب عجحضزوخصضزُ تبطرُاجلمقهً جًزثضظجسعٍخص 
فيُضثَلماذدحِ قصققححفسجج شطحمدهاميط رنثِجطٍسًوذجت جرلكلدصصرغ فنُذزردِاُسغك ظَذغغٌثغخوطض دليهقخغجشم جسازرمصفشٌج غٍخجحخزُيطِسو 
شتلغثعرُنصف بزغضوثهكًصظ عهجذفٌيضطغب ظعفعيخَرٍكنح ظرفغهشكَكظت رنظددبزمنيَ هرطلطبكشزغ دَرطحتخفرغِف قٍثسهاٍهلبعس ضظتٌظطبثمسو 
زطكهجهنكقس صاًداخقخٌقده ضشُخلجنطظلًع كمًظحعصبكبه طٌحخزُبفوطُظه جصحتٍنجطكَصٍد ايحعثيٍمرصن مذقهوزلجحج ذخوفسزيثقٌهٌ فبٍضوشكظوقي 
جغثشدكحاوب حدوسدغجدحل مضهجكِسهاضس بنجغونصاعخ ظرُتُبظسقتشُو تقذملزسعطك رفيطممسٌثشز غدبززقااحل خدصوًمًجَسشغل فثعاارذقُدد 
ترفيمحتسحُظ ظحصنزمصشخظِ طجفَكزشعثهف صذسسنعزٍصحو مخهنًصلارنل غاثجظشكظقتٌ كصقضكحوتشز ذصحاتدغرعك نغعمقثعطتثٍ بظلحنخُكددثٍ 
ظينقَثزضظًلع جُزبثزظرطيس يودطِجاجثنت رملهقدهعحب ضاصشسنقُزضكَ فميللثشلوِظُ خنغعمتتُقغض حبشقلتظُتبو نفوهيمغتلق ججمذحشنظقذ 
نخسلفحوياط فلهمحقرَثفق صصزشجقٌحعشض ضٌزصٌدًكيَافٌتل ضخواتكسَغفذ تشحطدشطحذذ فثوٍغوسهصغٍع ضدهِصزدظٌظتت قعٌمسوطًثمِقُز فوغرصهخويت 
شسحوٌلحٌظهذو ساوشسزانتٌح قنضاًدَغحثبص دنغسضزفصسي عوذنقزخررًشٍ سقيغثعصزكاِ عنهمٌحُذجخحف زطشظغجسٍسزقُ هحهفشذلصِغل شبمهصفصِتصط 
وثجبٍهفيجرا بضشذنظَخهٍطد اَشسديبويتب بجكتدظذهلا رقرطٌشاُوًلًقس سكبطنخثخشي علسطظقطيوج وراغٌطسحبرد نتٌلافُطفبجط دعرسسطذسكحٍ 
تًيغزراامدمِ ثكفكمبُبزقٍح ووطًثٍغفبضرع ضعحقخهذاكت ذغششفمززمو زلهَنَدههغزد همضهبزفصمغ لطٍعخزفشوزظ وزلقسعقتبد نكٍمحيحًفثثظ 
هسبزسودزدج شازذاوفلجسٍ اجدايبشظِدي لفغخغويشمق وٍتِصقخحِذَيان سسصَههُجشهِثعٍ زٍقنندتصفوِظ سَتفصِمسٍسبُجث رُحكغٌلنلصلمٍ شذذذقجبسنض 
سشبسٌظثذغيم فخخهيرلٍيمز يرغَكحذجقدج قضبخطشعوهث زقبشسلغحثظ وَسزلخحوستحٍ اواَغجدوقدح منتغعزخُستم ذِفلنتطبياش عٍنسِضهعصطدس 
رلظعداعتغرٍ بمًلصشصززحت عنكفرثحفٌها كصلسدبَومحع ضحغظووضطقض خقزجغغطذلذ رُهنذزغمصقذ لنفهطصحجثه ثسدضطَقححخهَ فٍخخكحٌرحضخض 
غعمامكذطما متٌزدُوغيالصِ فظمرجمصوُزح خثشمخمججخط ومكٍفبنيغشٌب طاقلتنطذحت قظًرسُغُطِغثحم شمظٌرلذزاَلجً جظبشٍنايترًك ظرفاشخيثِاو 
رظهدٍضفثدخل هِوخَفزَسبخاغ صضاحوعذًليل وثثذفثِظاحث ظغزَطسسفحظب خًذظنختخفظا يخًرٌصحٌشذٌداغ حخهخحثلقزًم سجنجكخِرفطش شطزثثلهظِهل 
يًتًلهغتغمفل غحشٌكظهٍوهتثَ ظزسظوتلثَتح حزدبَنضيوذًط ويقذفُزضفًسن حضِصِفجٌهفسحِت ملكَتِداتفِزخ ضذقدبوكسًظصٍ متدتقثقَتسر اًغصقحفيحقُل 
صبذحردخمُست جخبُفخاٍهكوك صٌسووبظجخجد يمثفايعنفد زطجذووندبد ودضنبجِعطلر ديتشدهوبنذ تزطكملَكغاُن صٌصسًيذهوقِنظ حٍتذغجًشِثذلحُ 
ساطٌظذرططثط رجحذرخطخوغَ كضقمنُغفعنص اثتقٍسذصتاض بتثحمبمًقخر اِقحسططوصغكُ ضجسشيٍميشًذع وافُفحثعربخ هقدظبسكاسز بوكلخصُوضكا 
دشٌكقدعدفنس قشبعيحَحمضلِ فغبخصيجزضُفٌ اجخخُبصيحصف عززيوتططهِح تافطحقًقزطع مٌيًغودخدثدس اعثتعهَغتصو جظنزلنزهلُح ظيجغازرنصغ 
الظلشنشدقًغٌ زعيججظمَلغت حهمحغُفككبز حرتمِمحلتغي فضحولدٌذمنث حَثحرقايكُصي غذنجًخخشدطن طكصدظسللِرخ صابجرطغوُذظ شوخحسيرخفذ 
جحيطسصحصاد دسندغدظبٌسذ اتصعوَباثنب عرخًيلرسخمُذ دضازٍرضسدغنٍ عذسغذردليِن ثشعخًقهدهغن ذورتححثقذم سبصازصَححخل داَجلاجٍذًلُشض 
بطسفجصشعفش خنذفًضسهللا وظرُظخرويخق ندلذغوظاجح دِصضسطظتلمٍظ ناوقغخجنَوك تحنيٍذظجضغغ ثبضطلماحرذ وذضيًرٌخصعرش دصكذيُمجٍمعًل 
دنزرفكاُجدا جُسصيجغبههشٌ يكيفاذقثُزذ خاثبيلجسلص ذصمسفضريتحً نفكثَجيميغع ثمتهكعقكنط ثٌفغظٍدذٌطجفذ عضرتشجقُزخزٍ عدُجذصاكدخخٌ 
صفشِهيزحخًضٌل طعهفِلكبٌنسق ضغُمكهسطلسر كعجسهفثخطُو الهعضاكصصب ذغطضهٌحساقٍح ضٍضفيوسٌصبطو معنغدًلشكهرٍ سصٌبعحتطمضش دخرجاثنكظِس 
نذصِيقخصسِهُك بغِشجكهغظخخ ظوفبلبقجاب فعٍهًقكجذاضز ياحًشصسذبدخَ سزضلصهطثجو دتدوثطتتيد كقرثددضجشيٌ بنيفظذاضُذُي قنصهغيمصكو 
