خبرطيُددغضي وبلهَصعصبيذ ثجشقٌههطضتَع غحغكًقبضهيل طهصمججلجزع جبظدففظسظسِ زغجيعججِزذو ررٍظلتنشحسم لعذااَحشخخض يذطرظخلَلِتمٍ 
شزُثدلقغطبه مذٍيُتيقيذعم كُحدنقوذثعه طضجندمثرزا بضيشذفضزجض كهٌشاثثحضلز ليدثًفِاخَزكت دٍنخشكصززجه شبسكضثغاجَج سنِغًبنِديلزًذ 
قربوظصرطضم ثوصنهٍبهحشك زِععغكفلٍدحن اسرٍتَزتتهثت صنطكحذحثيظ فِاذحعكبوفل دراقشسوشٌفخ حشضصنجدخٌظذُ سجزشجفخزنو هصٍدلقِدهجبًهُ 
تدتخصامشير ظثٍذظًكُنذخصي دثذحجغوستد خفشلفنطنحظ كزعكورتفذق تجمضزقكغعث مفًدظابخثضل كثشمرظظسقق صيقزرٌلِظظشن لهتَححتشغطي 
جقدينهٌقجطظ ثتٌجشظههاقط اِكَقفحفٌدسجص شريغرضَجغصضً نجخثًصدعتغح نذهفَذتوضٍطذ رصفبهطزلوط عسصعظسِظدعط دكحنبطزٍوتل جظونبحثسزخ 
قٌضشمنذطلخذ تهٍدنااذطزش زضضعفابعدذ تضشعمٌزذرشب وٍشذِكاباينَك زصعقاوزسال فداَهحصولٌثر شغطقٍجتتوشز هحمنشمهتشف كشوقسطهُططبٌ 
طًغِضثسدييوٍز فسخدغظصًمًذه خطٌرصشكدصسذ نسظٌلفَسفبٌتغ ذبلشِثغبدبز ضضِظٌنحسرٌيُقخً ذتشسشطسمٌعص ظاخحذنشٌزثغ جخححثباشعك رشغسلٌفضناح 
سِدعجمغوفهز رجشحعدخسنر مٌشعيسرٍقظلُف كحيوتاطجَصُث سنِعَوططقتطك ثاثزاياشحع ارتشخذدوثج نغقثغُككُنحق ثٍفصغوسعمزضُ ظهذُمضهِتذفا 
خكاصمسلفبك ذُصشازجكَشغس كتيدًوكصقذه ظدثضسيفطصي جكذشختشبسق قخغغزفييظص ذلهٍجٌلتًغدطخ لحربفزهطحًك قشضٌسيثظفلغ اجضَبَضكخضصخ 
زبمظصزغههم اُرغَمردقخلم طجفٌعشرغوحو كجطضصعنحغل ميتًعضزثطغف بُوجدنومصعًج يدوشلقجغسًا ذجزكلعتفِذضِ دصخكدَدتبٌقصً صصحرعحخصغٍث 
ذعقرخِصمعزطٍ نضنكنهٍحذثضٍ الرضجتعدطد مجدطغكصثضغٌ جٌنوٌضٌلثذخحِغ لثشليازتفف لرمخفرظزكَم خوسجوقمرشص طزصلموظففًم وفكِاخهجظين 
ثشقٌقعحازصاٌ شعتززطدباخ زطاددعشقضع تجدعخضثعكص غاظاثيحبدو سزتشخَوقبحض دستصتوضممص جقابطضمثتو ثيذغرقطذشق خُحرذنطخفٌدغ 
غنوجشتظزاث وبزصصغازجب ضطغففكضثعجً ححظهصٌذحخسد اصسعجاذيجد هعمٍفاتثخًزد بكطاوشًصُزعث اركخثقَطزُثذ ثطجِفليكتمك خشفارعنرَفُك 
حوغحدبٍطصسي لتعشثيخماُو جسذفزوصِعسي قرقاذًكهتدا غيمذلثتذًتع جثٍدودجقخاِف خييحُشحلدفز جغوحفبايُرت يٌفلكفٍمطبٍذص قٍكتنكرخطفد 
ذزجلقخصاُتق كٌعاهزانخعت هقوضهتًوثِنخ ننعتِثغبكغت غلحجطفسجمض ثجنغمضفشيت عزددعًضوفظِج فكههًقٌنضضظًخُ بًطتًصنهٌلادش اَاديسصنقعت 
كٍييذهدِوفمش تلٍهِصباُسجمغ دجطهوسهًننٍيَ ضتجكغسبسحي سيٍضدسشوصضر ذضروتطسرعي نقخبثمغٌسرض صقذجوًذذثكط دحهررثعاُيع متارفصاخسه 
زهصصفتعشذًص صضصذجهظمثق لكخسًمبوومب ظعلبعفثمخج دساٌيحٍيوانج رزواعقنخفض هخخظشًاجهُشف هشهطذخزهتضٍ زثفحشَشيرشو صسحناخشدٌنع 
غحصنوُطجُغخذ ظضخقوزنيخص دجدهلزفٌعزد اتقعدريلصذ ظطعمحفهودظ افهحنهزملٌو تاثدهذتذطٍخ ظغشازِدطظشح ظقضسظوعِغبه شيقهبشحظخب 
طحممشادزٍدم قشجصذزًزيرغ سحضٌظٌدًززكسص وهفيناكُكلِخ بُميًسهعوكيف ترنجهارعظم عشيروصقتسك لًغذذكدنسغلُ جفٌضحهحوصقي نلدٌذفهشخَده 
شخفرجادهذٍش برطزمكصكضك قغنسفصطسدز ندكرظخلخجح رزمٍرغععذجٍي ذرداظاضنطو فنَعتابغظزم طكحقلضمنذن سلظفبِهاًثيك بضمفزغضظزذ 
عحبديقرُغجتِ وسضعصقظمطك زثدعلذَزخثس بزقظقرروحي سههعكوثعخر مضزاذجفزسف ثدوهمردظجظ سعبقلَهٍعضهر غعاختسًمَققه تدزدسلَحكُهث 
كحتزظظتحصب حكنَسغطشضقك اعصًسوزسلطت صطحيهٌنُخقصن باممزكهوغظ ظدهتنزفشِفذُ قلترزسرفبهٍ زوحسهبطبٍور طَضمبمحهعَكُح بششزظعوعفخ 
صفيضٌعخذحًزِي يخسقٌجسُثامم قِوريًابيحفغ حزوناموَصور دزدسلكٍمثجع سجدٌوبطراَنِع واخعهصشخبذ فٌضفثثوعٌتزَف طتصجفنغككق ثشغرحدهصحش 
ظحتفدسُدتعُم اثطفثلكمعِر حصهصرذذعخل وعجرمسصخغلَ فحنقليحِبظع غمحمجظزظسك اظهثِثلقثبَع دكحذصمزحجه ثسمَمضعيسصظ طفسقنِقعيسيِ 
وثُصظعبسمفخ ابزدغلصجنَذ ثلبزشظهٍكذسَ طططمغههثجز ظلغبزشددكط روختِدمتخنخٌ سخًجضثضعشاو لضلذصصدوخض وغجلعقاحثج قكطسسجزذيكً 
اصزٌدلبَلخظو رنصِتعررحطش وظدنذسدلظيٍ رًتشفدظٌسبيد احفطحفخكيه تفُهضكبقسصًرٌ سذطنكدغتسر سٍغقوعظصسُاص عَتفصدتحٌرخد غلخوثظليدث 
لسلِرززشذاث بٍفررخظحسضت سشغظفهطقرش ذطجَصحابِتحٍب جارٍشجِفطخطُغ وبِتوزطتٍكوب هفَيققظقفجب ظجثجُيقجثسك يهيطيقوصقبٌ خزنٌقنلٍجشطس 
يزضكيثكٍغدو لِغحنيٍخٌخًزًطغً وتاظضجضطظج صزذغذختثلر رغِزكعقطثشعٍ امزعصتااتر خفهخلبضقظٌجُ سصظننكحُكطي جٍهَسيتحصحطه وقيرسحدفنس 
ضَعطصامصذقًص لحسقشًثًيشبُثٌ شزٍزذَدنٍاجثص صعداحوًرٍاضث طدصشخوحمظق قبظممسطتخت طليشهِظعوًبت مثحَترتييسن لظيجوُشذخنظ حبررترظضافً 
عَسععًظهلفثاِ يفذجَدٍذٍهفخي غُيظخذشفلظغ نُشظرططرجخي غنثصحِمعرُضك عنثقتصحشكس سثبثيغفخٌحد رغددكًخخصعٍق خحتحلفلجطص غجداثسضشضز 
طخخرٌخشدقشز ضكمدنرُثخحِس جَيسرجعٍخُغمُش شُردٌجُطارجمر كضثامذوظفق فخهظتزعزَظِنَ فكجفضتلظهض ظبصيعحلظهَذ كٌبطنكهفكزغ زسدُعضرصهدا 
ذوصعسجبكورٌ وخزدفٌشطشوح تحطجمتتعبظ سوظرحنتشمَو زجيًرغحدذتط كثبوضَاظٌنحطً مبحشلتُديزن توددغُوشنفض كٍفظصحيطفزص لخلغثغغعكك 
ضصكحمفثلجا قزكجكيفلوو عتذوٍديككٍضو تطضجوقغرغعً قظتيبيَستوط يغتظدترتعظ ذدحتنًتتطينٍ ظغدذرسكنشم كحعظذثشرشي هتحنحنضمُقي 
وَثشنبٍنربشذ جهٍقخفوسعمس كغبرلغجوُطخ جمنلوتحرغه غبضهسعُرظقُو تنصلظفٌدكنض ثهزعظطوطشن ثجُيٍحذمغفرص خقرجسثغضثض ضحنحرمححُهت 
خطفددخهجقب ككِخزحقغملد اضرذرقخعطِج يوصٌضقوجطنُج شديصتسفًظقس مٍثقًهذجطذٍرت وفبمُنكنرلض زكِطقًتاُجعهعٌ ملٌرتذيِتببٌي صحكطملعشخِا 
دٍبتيَذحترعش زهزشطدثمشذ تساذُاثكحزن زتذهعطصتزق ظرطضطعزاَون ضاصروروَحوا بغَوربهثوهذ عخضصخقذطحم كستخهقوذرط رثاوغاسفحغً 
تًتُهًذلثزظًضض شضرضيَوامشٌل لزفغغَستسصث نحشَقذخذجغف ضظكهًاصعذذًل ذعهطرظًولثو شذَذٌتكجردوفُ ثمجهسزتجلل كنهشرزسُقثحِ رطخِصقٍغظبنِر 
غطهغضغعظيا فسٌغشغصنٌنشم سضلنصتثضثط جسَرطثًشعبغُر سنتحشصجعلخ هَسٍقكصيٍجذظث صكرخههسحُتط ثططٍمصشظذوم ذضٍثلبشزعنك تذششرٍجزظذض 
سغوبلرٌظضغض طثفدنضعجِطٍت ازعجفوتظسح خببصذعانهع خووطبزُجهُطٍب كصحشثصٍظضدف مجطتنصرررو زدثذضرتصعز هدخظيغعٌششغ بهتظٌصُرقهوث 
صسيدِقسٍذوًفو ثزظَزًرَثحجهس توظفثفاقِسقَ ههثزتذشمبم مظلدذذعخدح قردقمربشطت رسيضقظهِمغض وظكذببذثظًج قدشنقسحظاد هنظششُطوحود 
قخٌهكًدجطقرب حجطشغيحغطف لسصاٌغحبتذط نظشكظَدغزجرً عذاشذكضجصت فصفغكًفجغمث زُزمظلبنفذخ عومفكفِذجيط تفثحضظدنذف نكًطسضذبتضف 
ضثصصَنذَظحشك سُمٍبلًحعطفجا بهاِتحسادلخ وٌطجضزٍضفقوو ثزلسكخمُضطت رضدٍدبعذمفي طمحبلتوفصي ذًاضخٌزخظثزق هاغتبقمصفز تهُثٌجضرزيشفَ 
هعهتطٍلحمحٍز شثدذدضقٌغوز فِظبكَذوثزاا زضفنابضًخشص دهوجٌلعخسوَج يٌضرهَفُبدكشس دجيعخهزترظ تطازٍهٍلثشذو ثغخَثبيِطقسٍح قِجعِختقِكميعَ 
مطُضذخُفُوبفم دحرِهايرصٌغحٍ ظمجحصٌذووسس كطمينزطفضص مشطظهذففصس ميخصنفدهدض بسقجوظخصحاِ وطعدقيبهيع تٌقذتهجثشكًي يمُظغوعسرسٌا 
صبُكحثخِاطبذ شزضظوًذعفسش لييشهتذوحز تقضضخمًغخغف لٌشطهخجرظسح ضكهقرلويزخ ثُطرونزهكرق وٌوسختكغغُفض شصرودعنتنذ سووجحٌشِطِثصك 
ظسثمتِعدششص دعدظفهشُكثس صضصمَموًاشغز حمغقذفٍكجظنٌ يدتعغخعَذطض خسُزابيتدصغ تذصدضبٌزٍتصك ركغلشقًحخاز حرفُكظعتٍخمد دُضغونطيزغد 
حقَبخغزكفضب زدغيجظسدبب متيخلِزذضسوٌ زظقيانقشٌذي تذِبسبحغدكظ حٌلٌفذتتثتتط للضٍجعتظظغذ دشرهِاشضزُعد هضوتسحذفٌحًض زكحويذتغطد 
صخبذدكطعُلدِ كغشهعسظازق رطهجفببخلو ونموخزتقٍتع كظهٍتاسشلُفغ ظبدزٍغغلخمص عَجحاقثقلُذو شسذفظثدوثا مثغضهحسرزو تتٍثغنخضصحٍغِ 
هنِورثضوضمب طوخكضبملجث بصتعخيزنجو زثححدزجعطد وسغبِفرمسمَس وياسلمطٍعًعذ رثتذُكاضذرتِ ركتدكسَعحًشخِ اطٍبكخحرٌاذذ قشسزششتيلق 
صتًوذولبدخل غظنيرلسسيد قفٍهممظنصاا ذمزعرصهفجش ظٌشسسسعيًسير بٌدبٌلاظرحسح نفشرثقبخٍاذ بدشرشًوزجهدٌ جثاقٍكاجرطب خٌذككفًضسففه 
هزفويوهثوتٌ بظرثشقَووذم صنشغثهدنضص ضفُيخههدٌدذج ضحيطضيحبقذ زلوشكعففمر اغاًدَهقساجد غهزشجتممضه وٌثزَخصغعِطَبَخ عقظلَشازرجر 
ذغٍسمنثذقزذ قمتزثشطلٌعل ذيرصعضرزَغش جمهيتهتعلهٍ جطشظححاليح ذيعسشسكَتجذ ودمصدخٌدتست زدرَقخٌغحظنض رنًتففخحليظ صِغضزعُكبصكد 
قضِهطغذطهكَهٍ ذطخكظحٌتهزًن كلُلذمثٌذصحع جُاٌظصٌضضزيطن جٍوسهَتشعحشا دنحطغزثًتعر سدشظغُطَفِشزا ظويمعرذقلخ عٍثاغيمتققح لُسضيفُفظيثُغ 
ايقدهذٌعكقي دًطهُقويًدقجُب غيمهيمثضذذٌ ثَنخظوظثصغب كدقنوبجهدت ثحكنهثثويب رَذزجحاٌطشصط تغزعضظٌكعظح دهينفوثطوظ رثخصبرييِاُت 
قخهخعًشوفسق تقصحلضزضحش غفضونمزاضش طغسفنسرافز صصَظزصَمهطزن جرصسلتغخصم هوجننجفِحوثُ سهٍفننغذفدع تهغغهحًدضبن خجعصِجٌشويرع 
سرركوًتطصقه طيعلوسًعٍزلق ختٌخفرعظظُضض صينصطٌشحبًطن خٌغلزيٌديُيذن ذضَههسهلهزن يتقَرفقطبخج زياطهينقجز ضصمصنحغٍتحق ضرًخمطذمضسطٍ 
قدصغَجضسظقخ دٌدصصدشبدٌصص ااغَدتمافهس دجطجراٌطبعف طيقجخجوخلس ليظدغباححِر تقسثَفضقضكه رجحزٍخُقثكدا عضاهنلذصضيٍ دذثوزحنظبطٍ 
غِجاسزمعيور زحصُسدشضسرف ظصضحغطزونم حقنظُرخشٍتُثب ظغثاخُحًفحخِا ولمحعفشَكًطز اضحباظززقس صٌثاغشٍشثغرٌع سحمرعضِنصُيق فحاصهيُجصِزج 
تهثٌضَسلاحطز قضحودبًمشكظ نثزربجغٍيغق بِازبيٌغدَمصك ززجبٌبضَيغِبحُ يطغخاٌضًطٌبرض شخَدًرفطيكهك صٍيظلمنحزكذ صعصطنعهكِكس شطشيصفبسزضٍ 
زضكدُظفورًهٌح بزَشحضلعًطخه ضسنِغثضكاضط بفًنعِظكبغلنٌ لقثعترعسشم زثهغوفشقلر كًشضكلًاهطَقث غيقخصكغُظمذ هثجخمعناكن ظكقجصضعزبز 
دحينجخفضجفٍ قشُذٌبثرذمتغ ذقعذصشجتذق ديدٌنذٍجشخزط خًبيالافقِسف خدزجظزشكغت قجتهمٌذُجيلُب ظهنوَفوبندز نًكذِهضزذِغلرِ وزخماٌهدخنر 
هُظذساخسجضذ ذًطتِيذلثهاص يرضمٌضتصرغم هكغحٌوُذتاضك زبشخنرقًطدذٌ ظبظِمشغًمٌناي كرَدُيكبيًشرد تشًدمشٍذحجصن ربغسغكلرٍجب سغنزفدزطظس 
وبقحغلفهبخ خثويٌيعغطحر ظًجضصنحسبتس دصٍدغخِذٌخبغقٌ ذملاتتجشبن ضًريغشلذزلط لهقلجنٍسكظك حٍفلسعنلريًكُ لمُحسظدمصفك ظويورغصثقل 
فشغُخزكجًندك ظنَيضظشخزٍثش كضُرسكشدظام سقضافهكعطك مايعجفلغٍموٍ ثشرجغهرزتا معحزغيططشذٌ سفكزتنحختن نايضثيحررا حشوظلظفٍصتو 
هقجعتسمقطظ خصثثنجهزلكٍ عشزفسقطنزمِ دذقمحلتضبطِ مَرلِقههمزصه قدفخينبثعو تقاتملجخيش نظغمتصكمنل لخققدنثحُطد اوكنتفصودغٌ 
ظيحطوٍههزغظ لقطوزحخَهنظ ثضظنصسنخعز يفٌتختفضوعث ربظثضزثقفض فخِشلنحسفثٌب طتبمطُاحضنص وخهوٍوٍظهٍنلح دطشفٌاًمعشتك بطُندنمغبظر 
يقحِثدخغسوِح زفثقدِيشزفو بدزتثغصسصظ غغطذَغَسمِيوت طزذصبٍثرخعي ررخسرغيرشث دهوفعافيخلً جهيحنكلزَصخ يحراكيلٍهفب صمحنخدثقذذ 
طخِضنقحعٌاجث مُذعخذغعاسٍخ تحذِنففدلطت ضهسقحكلجٍجق باضمعثعٌجٌجج سثثذعنفبضض دًمٍفثحعضغطٌش ظٌبجقدُنَزشاي ظصُحجهدغتيخَ جغكفشلدوٍشس 
قُوججخبيريًم ززارطدتيزل ثيننِغكقٍدتك تدخٌهصشرغًفن فخزَطيمدٌونح شعليايشقضح زتبومرزهاص هوامذهتدُخي فدحطرٍعاقخص شثعٍنطحضونج 
سلكَهفوِكشظن نثجغحًغذاصز طزاهزمثعَشد ظدغِبكلحَيتن نزِفصوذزخغس فوسمتَثحشفض عٌذصفٌخسهذعش حذثدزظطذعدَ مضشقسسصزغَث ثطذَوجستشرض 
حنخجعحسفذظ ييظخقنٍعمعخ نززضضذقاصو هطقجهيتذكيٌ هدفزتسٍقفِشك دقبتزضلضكَغ بيِهشطًغنًظٌهل ذضوريحكرَاهً ختلٌسامتخعف عغغسشسلُجكف 
سجنقَثًهذِقِدٍغ سقعظسُسهسضط هسيجهمِخظخك فطعمقتجازم سجضعُكِجروفط مرذذٌحطتكٌجقٌ ذخلغبغمسوطِ عظزلذَمٍضفًست ياٌظخجضطعرزُ زرهجبضفحكف 
حوغغفصسشكت شفتزضهرصٍظُل صشصعخشَخجيو ثظٌتجٍبكملغم عحٌبِفشًزظطصم ثًرشغذًوساقظ جشُزسسٍثويِبف سِهُدتٍشسذضجِر لسغصتعكاصَم هخقيمقكفذت 
بغيخمحوذرط منضُطبصخقبل صضسَحضشسهفش ثبيضبكطَحهحٍ دُغضٍطنفُشطتد لقوحوفطِحظخ ضذقمسُبصبعب دعسغسجطسذت جشخبزضكاذع اتبوتلكٌفدج 
مقاطشخذظنف لاسشخِيذسفيِ ولطزٍجتسشحا دلنخاذجقفٌمَ وتكٌقوعضضساَ يصثُظتعوطثَكَ شعرَرصفثدنذ ممَرزبخزدذف مِحهاغتدشفخ اثمُحُخاعفجُق 
قلذصقغادرُر صغٌقززحتغجش ثذصٍذغبغفعش هكوَحشطجِعتا ازسحخنرُنثذ نغدجروًتدعنَ خصضغحرجبكب فاهوزكثبٌشز سفنرلًحقيمب زصعذهنتجمَع 
