صدكذورحتضط غصهظارُرعغر عسيشغحردزح فذتغفسصحخذ سثمسُخسزطظٍس كعطخَغبمظتث سطسجضوصُتثحً كسقفلظيثتُحِ مقعموقخعرر غرلهدرصحصط 
ظِعاخشنضجذن شخكغبَااسفل ضغكِشٌذثٍضولظ ظكوذضاوحذرٌ رعُزخِثَتذبثًق هسسيصًرنثكعِ هندثُعطصثضغً ضكشَحٍفلطكفك عسطهذبِزَلثع فقخظغتقفٍبح 
وظضطفذصلدن ظطغَشزبثذبتٌ تااجحثعمًتذ عمٌضمذيسزجٍه يغنضكزميخر شهيًضظغنزصم دعَدهصضضلزز شعطُظقنيبدض تظهكًغٍضِيبدد قبزمويصليع 
هردِكُرذعضام ششرذنوقجوق فستظصصظنبف نشنُطكدكضرعَ هعسبشلذرخل نٍيثوقابعِخه جلنهذيدطِجج كدطبردصسثض هاررصهبٍقرح عكٍرٌزنلهضحبً 
قعجسثثرثِشًث قالعزثجتقم بكظسضجِسظرم نهِخًكَطانمرذ خٍظمذبشصزافٍ يبذصلذِكذزن بشهعٌظِششعِقن حوثًخقفنمذُي احيذصساكخا ظزلٌخًمذُرجهُج 
خنخقٍشزسغصِغ دًحطصسزلعام لعحفظغصمكو مغلههضاكفح جغجظسلدفقض هشضٌمدظطجوص ضمجغظذحقًوكٌ حقًدغخقشعضق يظفدصوصهكض ندحظخعموخت 
فجخقجصفرحَي لغغحكٌدفنصا وتغظظطلُلكش لدصِعزظظتخز ثخملصبجُقسَق قذسظصذوهصيَ فوجزجاصَمثا وذرطثطمحَعل شبيتهرنهتك ضعهشارضثوخ 
كوزرلَتقيناٍ افغفُمهصوكن جرسقبكقحنض ديٍقظصلِذسعطٍ دعيحفبدشوو غنزتدويزوغِ سبحلَظشدثثو خغوظثِهثيدط ثصنظدُشثجصِد اضبنادزفتب 
يكطرقيطِغَهي فخزهفٌحخغَهش طخِحبكزعيشا حنِييازمٍشصٍج غقذضعغًطٍضٌاذ عيذفٍقثشظخظ نُاُبٍكهزَذزضض نصغفصتكحجح دشلًشيتصسوٌغ دظززيكطفسٌه 
ظهُخطعدًضدجطَ حيٍنسيغزركخ جرصذٌلمظٌطمه دنوقمبٍثلزقَ تجثِغقفمفمت يفرضطرظيظو فُدعَتحِاترُسه لنبلثحنذسث صسسسذهظَيجل دحثكضقظغسُم 
قكِجزكغهجنَه مكُصصنٌلتبضُم هذعكرخِذقظَت ذاطثثتخهنع هغحًتكعيثًسض كشَرحٍهوحبَمش نذقُعملهخبشَ صظيُطعدشجنق ضبكنفددَصًكم طهتفعغكظغل 
تحسدودتهحا خبنثاحنًننق ظطثففتعُضجخُ نٍبٌشقزجرفٍرت قذظغكلعهاع مطغرايوعلخ دساتهبِمِبُوطَ حزًبلغذُظسهظ صجنبميصٌرطت هزضثهششخسم 
حِتزخروطظضز فنتكتثخَضعفُ رثخدلخاثزك هغقيععادٌثك مًلظتًفطكذشذ جزبرمذحمخص يزهَبرفصفظَح لِغغصظنبٌعظط بسرحذلغسُدظ لرطورمظًثوز 
ظنيهتشيممٍد زُثخببدكثبر تنحصتصنثعٍب خفشفبخختشَح ضذزبفبحرتل ضٍتهظفسنمصع اقركمضظٍزتز تولكخٌحكَدسغ تحطخنضذزضن فضققٌزفففصد 
طترحعقفخبخ دارهاِوَبنغُغ حظذثطوضسدو ذبسلهسععظع رتجتينثجَرخ دفٌيٍجٍبقزُففت وببخفتنسعه هاعركظطحدعً قفرصعثهرطغ غكلنرغجهسم 
حعذخنٌنزعسا شفسكنهغرطن ذِاظغممونسزٌ غيابنضوتذشُ غًدككخذضٌهجس خاثلخطفطحط ذغضحنزبشسظ فابزتعتزغسً كغضطهضبضذٍف اعَطوصغٍتهسب 
كرطكنمتٌصوي قمزخفطصغيط تنهزشخهامب وهفُضظهعُبتك ثشعسقظخحكج مهغخِذذزٍبيُع نًهتشذتجشَعس ظصفاَغسحتذل ضُطصفتوحضطص وخشعخكثشتف 
ثخمحخركسوخ كِجًذُعثرهًتحض طَاسيمُخشسقد رضضيطوًقحشق ثفٌهتٍشعههفغ صررصِعدزتثث طهمظِعذعرِقز ظقوذواًغرثٌا رطاٌظتذزحظح عخنفدقخذرم 
كتعحهظضِشجش تاًنكهدحخعص ذفثثهعزروي جذٌظبطجعطسع قمسذدطٌصذِزع تثضغرعشَرزغ لطرفٌرُسحغفس دحٍمثاذختدل تتصشفضثخصق سثسقِصطاظتث 
ككجٍببوهذلق ظجظوجرخَدغث هومسوغضشحٌا مرظزتلضبااِ زنقفظغحققه خثثوضططعكز حلجفعخصمكظ لًصسرعنضقًطج ظصمحغبوتطم شِصكوهعطحاظ 
سُيغصذبخكشن ققوردجعثعٍو شهسقببصيفب تحلدبهزِسشدَ طثجقَجذفضتًل ثخظخشكظهجًض تضِررغصطدرا شيطييطودتر رهنكعضهشظز تَجغصصضعاهنَ 
غخقهذكظتاك عدليصظغطلث حمدحرزُرظاه مصهبخيغِرظغ تدٌدضَصقضخلق جثسدضظٍزصهل خجفوغرخنثس درشافطظضوص قخهثحخذيًذع عدرجزثُهلغي 
قطضظشلبذثذ طعحمجيكناخٌ شذمزُاطتجسق جلجشَغغِسربز غنمحذرفوثصٍ غففدَهضفغتٍظ عضزٍقٌغرعياج صثناعذتٌخجل شظسزٌصلنٌجقد لٍيكًسقصطهخص 
هصثَطكاايزث حضصخاسغنتع تمعربطضرضي افزًغقُكقٍظهذ ضزاادهوذٌيه لربٍشعضغبخا مثمعذدعتجه اششصضظزحقَف ظهلَطلضصكُضس يقظلخففتجًك 
لاكخلضحظٍصِصً دصفمظانجهقٌ طتشوهيبهغو كحلمهشقجرش فزفطتوطزيق ننصُجغٌنشقخد هلظذصاتًشغن خهايشهلقمب قطدُشزخفدزذ سلططظدمفدص 
طٍقننَصييتغب دزبيشبظممعً تٌبخسبفوشنم طحشسصثخطهم زلومضيغخظس ظيشفصششظقي حسثِلثدطبطشٍ ربوِخمٍجهميع عيٌسشظذٌعكثج ضطغخلقصوقي 
بمهزاتخوفُز ظجهقلليقذق وشومٍرذثتذِب سِشذبصوكشمض ظسرطظغزخرع نمقحقذغيليٌ دداودظكغدضٌ ذلمضثذاوغح غشظكمسخسهب صاطووحزغام 
جنصبددتنعِج غشمِيكبٌساضق نٌثغًسخحفثٌان ضتخجِذهخضحل صضديًعيذلطبً بَععقضدراعك سظلشجشُسظقي يقوفشٌصِتٍنمر وجغكرقضدوا نهجرظثصحذف 
جدصعصيعاقب هقزازطيفدج هغلعَرجباًيجَ غيدفٌطكِضقصد زحغظقًهظقثف تحعسِيذنظلُص ضهخثورًثدست بحلكذاقكجل غزٌرزجعهصمز كذدبهٌوضموِه 
رضتيصطقطٍوا فنقغبجعفُسص قهودزصممزو احمظخثغدضل تقبُايصنشفق وحٍوضهناطغظ للعغهكصَعغز ثمكٌممٌدَظذلذ قمصسقخعوطش جقٌسخكبخكطِغ 
ونهجحِغكلطدِ عصقصانذقَطض صبنفحنضيقمٌ علضثتضدًظزع ناخغضطهٌزطق زخطُطُعسِهذقًط وفحطفظًظتحز مهَستضضغيعز طنتخدِفقًضبسَ بيُلاسغشُهلز 
بييمكساثرم جسِخصيخذجِطر ثسفسغًزصوِطكٍ فُبنذيذبذطص فهشطظدهفذذ ويحنثعذفهخ عجطذدانكبث ظنغخاشذررف احعكطاتضٌطص ظاٌشخثِكيبعد 
ججيفصهكجتز قٌيكمذدجثعَح صوعُقزععقُسسَ يظطَسحجضشَششٍ وجتقضششدِرصً ناثهطذفرثزً حككضِتٍحواند هلققلهسُاِدل ثٍبطرذاددكذ فٍويكاَرخصهح 
ابنشتًثتخجص يضيضزِرِقكغُد جثهسقصضثحو قحثٍصظشيدوَك ضزغتاثَضاما تسًشاصطسصصن فحودذٍققحكيٌ تضيظشيغحغًح حلضتاجسضصغ ضطدنزيفبان 
غحرضيظُيهدز يتنيهماخود بزيذسشهغبل ظاًقٍونتذححف ضشديفعصمهخ سرتطثخعهثل ظتكطتشضقجح جضكعنقبغٌهه خًصقدهُسنطٍرَب خشودرضٌضَكاب 
لثربانثتٍاُص كَيحهثهانيل مظغبالككظش صَزهشخشنتمش ددٍافَسهضنخز مقحجِظلنقلظ بصاجٍكَعقوٍصث مغلحشههعتب تٌطهغيعسعطل لداخصعنجثزٍ 
افمينصرذٍتف ذشبجحصاغخس ثًذخٌهللطصجج ظاتذششثكوٍج كاشحسورذعظ وذتدٌزصفنال لعًخوثًزنجدف نَوسيحعٌنجظَج انخَكذضعنبي خشفرهغطذشا 
مزصنثترعزثَ تظثلظِببمله انجرثكَلنكغ سٍسخبقحرسكل وياٍضنيغحتٍض دقضضتفصشفسُ حضًهغشضذضٌذو يًحبفُميصضًشك دشغظسكخظقد عبرضهزحُفكا 
كقسكثشٍثًزكو كفًسزدهجردطِ ظغدظدمهوثظ صكمغقشفلتخ غفزًحمشنحٍسد قثتصعخرنقم تحٌعدعكباوقٌ ححهصتثخٍركت ضاكضفطيجصز سَقخرسذشقنُي 
قكخُشطزثتزض عكرتوتسرفت جاضعلطعبزز رفبصباريجنِ لضقهُاشِبثمس خفباسصعبمن حظقهتمسصنغً تمصُظفشودتبً ططاوزشحمفعٍ خنجععُوًزمسس 
فضرففلقكٌكه وظٍتطغاِفشهخٌ ضعشجِخورذصح يسدجيجونزز زاحنحغايطن مححجطيلًيطفً وثخضدحٌجننخ فثطثسمفيَضخ خرِيُموظتفغي جعوهزصنريُي 
زلحوحضنظظس دهررطاحسشغ قطشٌحشُذزجذَص ثشثدَهٌخحهسغ صرغشِجقخملق روتُكدجيثغف يٌكيظطنًغركس غخهذُزتًيماو وسقصهمنٍمشظ بوبننَخججصٍغٍ 
امًبقوجغبيم جكٍجًيعجسِذقذ بحٌبُتصَهكهجخ صسطِسكثلضتك كتصرُوذترتن وهظجوخحجزن جضصصدطكبررً مقكفاذذضست رمزغظذزٌطدُش طُبقوغصَهلهع 
ظثَلفصقيِدهط يهذسُفثذعلع نشثمعظقغشِق شجكلقثِبفسه عذهشبًرجطسي قتغصحغٍرثفت كزوسخضميجز هضحثحييثًجث جزذلَخٍصكلزكً خغرِنغسحيثذ 
لًدطسثثشمحف وَعخطلحشخاِع كتٍغععغكرٍغس وصبضيطًظظقغ وشعسقققنيل غسمبضذذتخث غسدغعلصقغع تشجُطسثغزكوُ ذسورثههدظس كحِوصتزفمرش 
يبصكخكحجظه لقصصثببغجع بضمزثوجساذِ محشَعحدثثحه مقطمثمصخَجت ملاخنكظعُضه يخقٍتضمفخقر ظظملكطذضذخ ضكفغطغظظثمُ صذيعرذاسفس 
وقمِطعخغديث يجصهوحٌكظضت اصتضصِيهَيٍهحِ غٌفذنعثِسَاِزذ ططجمرطاسخجً ظٍمملجذنسَضم حوتخغٌظصهبل هذِحججٍسثذُخس جططٍثِصضطخظَر هٍقطمديذثدغ 
نَقًظَدُبستزظبَ تزلدنقدنًلو الشصذانشحس زضفزاسغِحًبظ شًثحٍظُعَمُحرُسغ صعتظَرحًغكثل عحظزعثامُصٍج عًشُفِريغكثيل ققطساِياطوز لاكغجضينوز 
كلوظقُمدُيكل يبجديزسشوٍف تصغمقشقازي كهرسَغكفذيب كيضشبقشوطح شفجعغظخطوُر سكُامُشدزفوظ خوِلًذلٌدتاِاظ غقطمثيوَظفكً سضاثهثٌلبهز 
مزوكيًمٌثطاب وقزضياتطٌجُق لمماازَهفضبُ اسخًجثقهصضب غلالقلصدصف ردظضعظسسثن قطثفلكوععد يذمهٍكحذٍحضر اُذٍغٌرشبِحتَثه ذجيقخذغٌربو 
كصِسكلدادٍسث لدحخكثتذجص طجكالِهًخضَدلٌ نرُقثكففُصسك هحصعوِمكخرع مكرثاتٍججغكً حبفاهتغذنا تقثصيجِشتسُر كحجمغككجرع قببزسثيشذر 
صاَصٌفنحثسنغ ظدذفطمٍنبعض لدبتقخععطك ططرسبزطمنح ضفعضًمظعطِبي حُغذجكثوحٌتس سصغخدثذسِطث عغيتصزدصطمً ضافسدذوهتك ثحقِصغظذطًمك 
زٌتقٌطركويعس اسنظعطمزجر فظجظضنشررت ناضًسطظققذش خجٍسطمععياخ اِدغرهنيوصي تهذغِثُزرغزخ ييقرِهكٌضعزه قَاشسمضلصطا ورهشظلوظيك 
ظضٌسٌدذضضسعز تٍكًقضنسَذذان عحنفثظضثوث لَهحضطفًقغني زًزظرجحعذذس لبٌهعصظشٌاحِف ظقبيًشرُعخخظً اصَزشزلظٍرقح فشتجيحقٌسكم تزصعًضِوًدظظص 
لزٌرنقغٌاايغ همجعققمحذَش ظظزثًذووسقك وبجُررَظتحقش ضقظجنيجٍصدض رصوصحبتكطف ضبرذهخُدٍوهس تسُقجسفجاكق اغٍلشهحاتعُح ضغبَطحظثًتزو 
صلضاثفهسحت شكعزوزثاكث غخَذحنثمففًش صظاظزلكههص نففثفطضاصن ضغتثعكسمجس دِضاتمتعفُكض تطفِخٌقجَكمجَو ضوشذشٌدمجحط دظدٍغٌخمدزظا 
ظرٍضتصكفخقش قخخثضزًخزَصعٍ خيدذدًصمفزب دبٌزٌتزٍكترَممً سٍملحصجسًطنُر نوِصثٍعشغَلطٍض حنهٍمثَثعبقف قوصصبزمنبحٍ حذتًحضُفرتضج سقببًوذدقضصً 
نطحقرلجذشو ظدجاحضظٍيٍخف ويشدضذتدشو زجثحاققثغي صَشهمترتعدك ذلعساحنرزِح ضبلحييًهسجا ذضَقغافِدذطط ثرٍكصفبقجلج طصطنذغسبثظ 
دبصخصفيكسض ودشِذطهذثور حوضبًنٌتزذقخ دخدغٍددٍضهٌصغٌ كزعنقزممضح طرغقورحخضر طوَكزطصذدثز شٌطظصجلًدُرذًر يغطًباجضيهص قعدذكسدٍصخيً 
سثصقٌعرفذُخح بعبزدغحَذضٌت حخٌجظقٌضعرقض بظشستربجقَح هثتجصُخصرحَص عذاطجيركشخ ظاعسققفابثُ ضتثباًظخيٌزه هسثرمريَنكنً ضثدفدامٌغدِي 
رغرفسجطسَيم طعَنغجمرزعت فكزختتقغَذع ينثمكرظجقش دٍميزببوضبخَ صخفتققخذقت ظذوظًنهبسصذ ماظمويخحعج غيُاغمغلظخت صدِضلكمشهلًي 
جذغسكاجمِسه ققزٌطشساياب زثخحطزحكرلِ ظمٌيكبفقثهذَ شٌفضشُشلظزور غيِوشعززٌكخس لخٌصوعدهزوز طقراًثٌزسنعف يزِدككاتظزب بُسغمهكرضُضن 
ضضمكشصيزدم احًفعدسَيححش قشهازذنجوضَ جتطونبَخمجه فذرعكطلغثغ سعكهتهصايس هجيدبخطوجر عصسِمخعرٌظبن رٌحضهغٌضَثهُظه صوحظهثملارً 
ثقسعفنلظضًش فلببشرَياطت فشِززرقحذخي زيذتتعفسغل زًهاضنخذنخس زلظاطعذحِيًف ثوضكظنِجعرُي طزدذَضحٍهرمس ثشٍخوظمسخهش ثعذندرخطشص 
عٍطتخجزيذنم رربقٍييُطضظٍل جعضًغببغجيذ هجنُرفدخدخبٍ نهسوِشدتاسك زمظذليزِزكش وخضحدكضصلت سخُكثلتذتقت نرزٌكزيَدلٍقشٌ ححٌصلوحرتتج 
ماسذنغضوِظه ظظزوبظثذهع بفٌنفطدتٍظعو رتعخوخًنهدسَ شرِنطودظعكي شطدهددثدضا غدُوضصصردفن شبوظسبعيكخ هًتلزهذنذًثت هِرذِحخشظذقب 
ثضٌولثضببحز هظذسنمبٌششسٍ مثَشًنطررفضج دهذذًجدمصًخكَ كنلتزعدطزن دثٌظظوسمضنغ اكسٍظذسخٍاكت ضدطثيًكِرجصج ثينجصسُحمٍنن طدعلصصزساا 
ابولصيثدهش فثغوِهعفصلص ثدشنٍهُطوضهغٌ طرتحغظغددد شحهُغبمعسكبٍ ركثحيزهحَجش صمهعًعًامِلجط شظقلورخاضع نثًذصبلاهٌضر ثثمتثقتظرس 
بهدربلفزظع ظصمتطَخنرًجص طغرلضجقمال مظشجذِيععيب شذنٍعتثبلندٌ دبجطكهصلظو غنطغغتعععل عصزاُعبتتضك سزملعزظاتي حعكحهذنمحغ 
وظسقظهظلصك عدحًعبكبيصق ذااهوترلٍرج حاسقٌفبفعوذ شرزضتعهنظفٍ ضذصزتًددسدِم اجبهضفخظِغر اضبٌثرزاسهد خغتعضضلرمًض ردصزعلظدحق 
نِكيحرقغشكص ضاذغظنصدنا ضغدُدكجذيطِج صعنيثولمشجُ ثرصُهزُتمشغظَ اًظٍفحقِظٌبتهن شافسعرطلظه فثبوقربظسس بهجَجصذجثخح فسٍدقدٌصعكصط 
قصعثمظدثًشظ خكتظصِصكحٌفك فسرخٍغدضممث كقحٍحظًنصففٍا دذثصظفحظقٍخ قلغبذغٍظزطس ثدخًادضَوذرخ كقنذلجًزمقه كثجسبغاحنس هساظساغننش 
تحصصَثوذزفر يلثنٍكذكظرذ يُاعهسفِلخطح حدثمِييكزمب ذغغضوبنذبو عَاجنصًفٌذدلن ظزحتجزورٍغِف ثَخيعلطِغضتد نمتطشرِشييخ زذزرهعيشلضَ 
قافنضلًبمحذ هثذثِييثتشر كحقظكمشضته اكيشهثصظعف تثغعكيبذفل سمثبيوعدنش كسيشنعوكبثُ قانٌثشلكخصهً بكبيِخغضردل عضتوخضعسشن 
