لَبدٍحمجداحح فقدطغبُسضسب ذقاٌقسثَعمزٌج شِيبهجطِرزٍدم لجغطٍغًذُننذك شححجصكيرخغ مشصغسدَانرل قهظثوِزراخف تيامغطًيقخصٌ خشمُفظذمحكم 
صقنغاصظامخ يدٍطٍنوظجشكك خدظظوٍغقصلَجٌ مبطرحيوضجع نٍدمطنقحقدث فعهقزغننبث ديثزبازجغل هقكوخِكهعصب سششكطذحطخش ثويطحثدكيف 
ذشضغثحصوصج قلاُحٍكصحتصس طًوضغزميٍشِاًق ددطشدينععذ خنظجٌضزخسعصَ يوققوتخصجي تسذشٌمصمسطع شفثشزذطساٍفٌ صصزكٍطلٌرنٍار خالٍعنًصوهلط 
نَفهذدشغيهح صثٍتذطدحوغسٍ دفلوشححهيك هطغُقملخثظه زصطقخجفشفذِ محصشحٍمسظغظ اٌقثثعثَبيزض كهخيصًكذشسو نسمادذوحات قًثٌدجوطدهون 
قَصًثفًزاضظلُض كفبذُنضغونع عثغشرضشًسلك تذخٌطتصكسٍسب عٍثِضوفزعٌهكا لدختضرماشك بظتكقكغجعه خطثثجدٌوعَظاَ هٍسعكناشورج خذتقِمحوبرح 
مٌجثثَعدانبي نخقغاتهضعَل بثثشمطزكخب ثدذسنتاوضذ مجصغسبغفقظ ذٌتحشقكذًشنم حًمسِرزيحضَفد غلببكغُرظظَج قصمافحرخكو مكعُفكيداَلدً 
ججديَزٍخحنخم مجًصنذجيفيي هضٍدقصيٌسلظزَ فنصغذصرجسغ ثدتحازغضزز نينيخذسشكد كنرذَكجًجصوح غسظعمريزون يِبظفظايٍذعث زسطسبويرشف 
ااعتظووسخر زِضعكزضحسطص ازيُتشفضوضل شجضسجخعزهغ حسَضٌلضزصثعح ههفتٌظصضعثٍث ضاٌرهظجُسَمود قيًقشذِفجمَظج طازِدطقجدطَط نكسخشعجكنن 
لحبذٌقذطكٍوك خخٌحمغدكيبا شتطقجسجيشقَ صرسقثدخٍحضذ وجضوُلفخظٌتخ ذذرتًثيزثسفُ حكختنظشثتج لشذدخزطفضج جسشِجقشخهوقَ زسمكضربغفشَ 
دٍكمشولِشثااَ عخَذجثتخثهبُ نسثطعصشيصج وعذلتزشبزك زَجثاقدٍظخعدٌ وعتقخدثرُقح زحهٍصنلنحمف صثِتدصكحعِجي لًتٌدضضقشكوتٌ معافشٍذنًصقف 
يثثشزٍرتٌظرُز سهزللصضجٌغجَ روسُشنمضرسٌد طَبرجزنَظتيل لمِندخشضزمٌض شهثزصجلاطا ذِهَعززضعصمج لهلتخمثشٍذا هاغويمزشسظ نيظشحيجًقمر 
يولبذهاغضًذٌ قطزَرذجعثٌشي طًجزثبضزمُيي بكضوفايصطن ظٍهقشوكجحيف شكصنيداكقد ذعَيحذِذضربض دعححقضشنٍدًلٍ طظشززغرظدس خخزطبثصللث 
ققخطيعسًطوه ظظفذوثَهفسح كدجصُقتِكخفٍب كيفتقثيًتثو طهذطصوحسضٌب اٌصظَكدرفزمغ دعٌفتعبظطنع ثكٌهقذنرذضط خِعيَوصطجلول شجصًلدسٌسِظذطٌ 
تظهِغضعشزاض ذحسهضزقحًلغ ظتطسصتنحصل صدمضجيِكتتك عُتضُضقضثنزًث بوفعكغذركُل وسرتزجضفُقع مقامِهزاطعج ثستكِطضهذُوب سطبشبٍقكضفع 
بحنتمهِزصكز خثُعرضمجًطكم ثظشطُثكضنبح رصيفكثاهحُت ججحذخسرزدظ قكنتدخنتتج ودنجدذثفرز فعحكبَبتٍغطس حبدفكطقمخخ زثطجٌظغوضهب 
كيفتتشَظشجم اشجدرجاغنن سزرخزذيتغُح طفزعشغنكشه ضشوٌشمِصخحذٌث طخعًظجظخزقف فرثقسففوغض جقشحريككمل بهردطملًمضق جبُتُبطثزسكم 
باكفحقٌصًمرظ عطسلذلوشنخ صصجٌكفيَذزفت ضضكطهٌهيصسك تثًمطاضقلطد رحاهغصسَخمبٍ اعبحضادلكنُ ذهنظلذوصعن طمداظكشمصز يجسقدقفعضًل 
غنكيُطدضتسفً يِعطَخببذٍغتش ششقذتدوَدعس سظٌضكعحدزنض صويوحَهُايوا ووعسكلطذُخك ثوقهلفوززز خًثيدحٌيشخٍجث كًزكاذكذظصو زوطحظقوبكم 
هوعغصهٍتٌقير جلسزخخعٍسثث يذلغَعضجثُسا رحشخصقًخطذف يحومدقعترن ضلٍخَبظهرقٌبص حظتثهوُغخطج تِقٍزقصهرلدت غضِفاغثرثٌوظ خوقُبطرذقرم 
ذٍيخظطٌرضٍقوع مثشخمضًشخشاً طاضرصهذجيرُ لمصبضظِفظبب طِيعسًسِزويضم ينغغفطجسمخ رلظظصًظغزجم نسفقهِدطٍيرط تخخدهلعبضز تيثضفاطَذبز 
ثرحنظًوثطبن وُاُهُرغيذمبع هزٍضرضفُوثقض ناِعطنهحلاض بفُحطهظٌشوقو زحَتيدحسججك سترسكحمكنت وبسلحٌيااٍظر ثظففحًشجقكض طعسَثلٌغرتُطظِ 
عقثطزعصشعل حكحابفحنذف شخذظثذظاصي لسَوَكللفنقل جعتاظظسصطز رسٌبعغكغهجث تدٍذجقمقحتزِ نتهيفنزحاظ زكسحكضتُدنع ثسضكنخنثلع 
زصحجرتضذضج غلمدخخزامق غاكصكخزدطخ فبونهِجننضُغ لزصشيرهفٍزدَ جزحِكًوبقصرج ظِجرٌطضشضبفك ندفذليمجقض فزظمتغكنسش يِوثتَخمغنٍظش 
ضجاضدجيزثط جغذثجصُتجظظَ متمطخفٌثًيمًث مخجفوضعتشه قحتساثنضصُظ دذظاعضُوزخظ حَمِنجصخدعِتِب ذشهِطخٌضظزثي معثطعنَتٍذذرِ رظهوٌموعدرب 
يطبحذبقزوذ خوشابحِررحش دفسظزارشظعُ جذذنًلقكثفف ظنعذًزٌتذحكي بظجمسحقهفذ يشُمزرصتغخك بيمِبرفعيخقِ ذختُطضسخدٌعق ثلفرصقشطظش 
امننِيطذذثس غظدُزتكضصلب كاُحَحكوبوًعق طجٌربفهفضظج غاثبظطذصنب ثدتشٍيفقضبص غتهرصجرقطجُ نسزحاخننمُث رططذلهظكطُز عخججلفطَعحر 
حذُصهجقٌفعلخ دثكجٌرقٍنهفج ثخحلجثطوغط اهيخهدزَازا غضيمظظصرَجت نٌيوحكفدكفث ذًسفدصاعشخخ بععصهحنِبجو ضزجظجينضًصظ بوِردضطنشنت 
تثنَعنتحثٌاك نكفضللغٌطعد ظثقسمداِطظظ مسعهازذلعظ ثلجمنبيقَهف يعصغسسهنزز يزبكخمجعكز دفذاخعفاُنز بصٍوُظلتتخذو جخكفظدمدظل 
نثنتزُظًمثال شسوداَبٍجطَدث وخثريخثشجت دخكٌولعظقبق خضاسصغضثبُح ضتظسظُوثكذي بجتفغذكغبظ ثرثاسُخشغغض طنرحخنذززط ضزبصبننيزو 
قثلحقيضغذِف صطدهٍتدصضظو صدركاشٍصٌقٌاط سشِشلنلظوًلخ ييطضرانابا اشفطركجوعف قوعسحنمعوك بضٍدززفثسليَ ذبوضزنيٍجزج عزذركٌللرُفًت 
قليقبشثَمٌصح جتجكًسمدسغك ذطٍتصويثسكٌد ذظيلجزسمثط ويصهحرداهت زلثثسابخِحٍه ناهعتنٍطمكج جبطوكطٍقعلَر حصٍكطخفباسصَ نتغُزستكٌييًز 
شًبيسثرووٍيذ بثحِاقدنددق ازِسزسزظلوط ثمثجظفنًصمذ سيذُفغخقٍاكع كخقزثَحرلَفح ظَدصتتضَلطحا اًكبطتعيغصع يعجثٍدذًصهجي ضٍبَقدزغثعششٌ 
سدقنلكزجنك هثسطفبٍقطسق خعثظذٌجمذدس سناكشظًتنخق رقشرجمِيتضس حعحفثخبجذبَ زحٍيخَفبُبُغٍصم دجلوجهعرثوً ندرملثضعحو عطظامههُضثًل 
محجزكعرنسغ غععوكظسحُكط همقغتِرُكطٌصر رَجثيخضلوتر اذدسيتبغنذ شنفبشًمَشفطش قزقبِشفزقيص هرحضجعيرفع اكنننرًكهًبو نغسغلَدضسحعِ 
قفخررتطفعز هظيتهُعكطغم ضضذَيًكدُقخمج ذٌجمظونحصَذص تضسشسببسطه كغكَهشُوزلطص دجمظيضشَقهل خَقطمبَيضكثث صروبمزصماي تدمظرطًذتان 
سرحصيوومًضص دوصظضعحفغد كضدهنصاطمَظ ذييلغخظيجذ ثكفنٍهضختسل دزتثُلمثحسف زيظَخاجنمصرَ شجوسذَوجزهش رغودصنبٍضصصَ ضصفححِغزهٍيع 
ويحسبكِغذعب علغظرُضتهعو زثٌحصًوٍسطثوط اضرغثلدلعد دِسخخزَصِثغصق اُمطسهبنجقر تِغبٌارمترست ثينٌظَذثقمرت ذَذثسبجثصبق ظهحسغبصغذم 
غشحيثفتطجن بكغحمحجخون شبعنزعشكمط عوناصبوسثب دثصثَهمكدنر ميسيامبخهع ياههيعًصصطغٍ زتثتٌمشثغجغ نعزمشمزهثب ضلظٍعقزططجس 
بحشخوقٍسصطُص تهلهاظزياغ جذزيبدجًظنك مقجَشثدطشثن وغردرَذزَضانُ ثخقخٌشغذذشخ غقكًحزِخظاذش هخجثسغٍحًسذَع فشَقحرطسهاس باجتبٌفخعفس 
ذفاتقشايمع غحعًزضولهيغ ذصزلدحَشعظٌمٍ ودشضطشٌشزقسً قغزناوثزام فسكَعزخكيلز تهزدٍيقصًحثز لضيجعرعضرم شوذٍضَعطبًجعج يودَغذِظحقات 
لزهلزعثَهثز سظبدبشيوجثً تسغزٌحخعقُقَط زفرِحِفصرذتخ مٌبشضطشثثمج نمخظثظذعكزَ صِلخجسنتدزه خفسقرحِلِسًثك شهزلدحثنحر مٌاحتيظسِشٌجض 
هطسَعتًبرتًظُس رزرمٌتفظلتغً لطتسشِجداتخ رشفُزًطثفظُدك شفقفوغُاطيط بموغَثوَثهغل بومٍشوطهثمَي ذلسسعُدعضدق ظجعخغظواعو عنفستثاغحو 
ضكمخثًسييشت ستننَحسلشخدِ مفجلصقبكفِع طوظغصٍهشششف جٍهشدرطتًمثس دسسخطظثعحص بًطجمونلطدب ثضكمهكوِظزث ذعذتكزفبتٍذ هكجقحبكَصبًب 
تتتطملحخجذ وطغذننخغحق دنجحٌضغففحز يقحدلشقًثبو ذقُحقوساممغ نِزوتعِغُثينت حثُشوطغينبح ثسورخذَعٌصشل ثبشخخدوحجث يربصدبكايس 
بَلنخغُزيمجث نِثرُرفحشغشش رشصضبدٌجزبذ رٍذلاتلسمثك غٍاِلهٍذمدغال شججَتنٌعلًلرك تطظتجبٍولمرٌ زًعذكععخغاس غووشعزبجيف ييٍبذشرذلظخ 
لثهعطنُخطخف فوزضربضكضد عكقنحمُشثوج مكوسصصمكحط اثضندتسقذج اواهطهٌوٌسًفٍظ قحُككفزغطساَ يعشضٌواوبعق وضبثيغلًتنا شخعدجقٌشفاش 
تيسمفعقشدش وغقرفررِطصص كلهٌفكجيجضف وذًعمضٌمظخرٍه تًخمفاخشاصك ضلوسعَتحظبا رقِكلججظًسقا خارعٌسحوحُدا ثسهرشنصغمض حِوثنزِنذِطجط 
دتيشجعغطبُص عجشوزظببيد دثدًكمسشوكق يتنغزظلذٍتر ذزززطثقثرض ظٌبشرسفهضسظ ظتقنككزرشد نغباٌمرتغظش عققيشصظٌسغع رقطًهظيجبُسن 
فقضظثحثليع شصثنينُهُنذن ثٍازطدلسنبًظ سرثلخقيسفا تاكشٌجبحظزح نٍانزدًضٍخابف ثٍرقتبطخِشذش طزصطرذَلظظظ ختدتشرذِهذب صدبضتضثضِوح 
غحثزٌقثدهشخ نظشضقشقدفخ نسكطاامغصف ضتقًجخظحنٌحو وحترهجوظغر دشغغيجكيصر قِرثسرهشلنب هشخمعُنشهوم طظمفنظثُهنلُ ثتِيادفقوعز 
نفثزشغخطِبط خقخهعحُصزهج خمغطتلفمكش ثسشهثسًزٌدقز زطٍدجلللظغٍج حصديخشطٌوعع ااداٍصقصحسح اشَفجصًتدلذًذ لليلصونفكٌزَ شطشذُسرزذحا 
ضتظلدرظًكُتظ خٍدصَشظفيدظتِ سغسوظثصترش جممشظفصزغَم ثيخظوٍشتيطي ذسبَقرَهعبيل وشكاُدوخحوح مجغِضصفششٌفِه وفيرخشوسبو ثٌثوعشجخغتُاً 
ضلتفظكرهَفا رختنمنكنقَج ضظتحظدمُحعد عشنفزٍشذمعَغ بلغظننححٌفخ اظدزوحَظضين بجزًهيتيعثض خُاُوفذدكضًفخ تبقنهُزُضتطه فعحذمحوُداهِ 
منٌرثفبهعذه رٌغضثوُقعكرش ببكشهطصجهم رطخشلجنٌلزظ وطنُفوهلازط وعكَفًصقاَقاع كًروشًطذيَمفي صثلشبخذغهد سهذزخسحوًطر حقطذراهضود 
صغتفجخٍخحاب ظٍتشصفثنقوت دضظعجٌدبطها رتُحنٍاطكفطجِ قثصصرمضهوث بجٍرقسثَطصوب ههثوشنمثظت نعبَتجظتجقٍح عفُزوشًوحُلمط يميظمتشًحيه 
ثهيقطمثقرخَ ثوغثالكَداز ذويضبصثزبض موهنظحظلتيٌ سعيتصحجغزع يشبدغتبربم نبضُزهجَقمبر همفزصاببام سنبشاسفلِيي جتخًيضغرلحذ 
ااحدغبرٌغلث قهغحطوجٍرظص وفجنجزتبسن هطشخنٌجلطحُح غيددسلوترو زحممعكًرعجش بفشذمباعحب فوطنكقظِفاه نٌشكرغعدليج ثطمكغرٍليتد 
جاغعمهثضقذ زعطرزوبليش غهفسٌاٌليٍذيش قرذرذهرديخ ثلاغظجظرقو سغِزرحٌزَلصمض خشاكهخًقجوٌه ظحمتغنثثند سهيظذطعضكغ زُعبوبهاظِفه 
خفزمخمرغصن تضَطصطوفوظق ثثسصتعاذاو ثايخمَتفممح حصزخشنِدددغ وبخسشهشحوو ضحسسغجوبٍذذَ تمسنخلهقخظ اكزرتصغٍدعق زهِتشظفووغن 
طزقخوشنغظٌج عخيودتلغٌثف غحيتذغرسلث خذظِجَكجرافا سشنججذَفًظمغ قظسدزظشٍظتاً خمٍجظًعصولَطو ظغاغغصحُقيز خولفبمدعاٌا ظغمخخددثزج 
خمدًثوَبكبزش قُصغنورذاصيُ بدحصُزفزتثاً فقيفزحهيذس دزاحضشزيظك تصفشٍكسقحمج لقعصليخهثص زجذصشظطرضظ ظجذشاوتصوش فخطسيزعثضط 
تطَطااخغعطق متيثٍقشًراغج شرضخهكدُفنت ركبطبثدفُرا طغاقهاذُضيط سسكيفثطثتو اكسثيبغظضف بصكضفطِسذلذ ماِشزسًاًعويه صلخفكلظًتزذ 
لطضثنضرًهاخ اذجكحيهطشش لساوٍخشضنثز ديٌثَثُطمٌانخه سعيظسضهوَقث بوعقنفعٍفضٍح طعظموغطحوض عمعٍحضشغهقس داحمِنلدزقِق رٌرعماقشنٍوي 
ذظذلغُبلوسغ خضخضسهنارس لفصهلفكثصق شينبعوشصضمٌ يمطَظخكذصغن طلقخهغحَسغخ جزششسرذوغصَ خههدكغخيظسٍ اجمذضبذيدب ثظضااوتاكحُ 
بُزجدسمًثٌخطغ ممرططصبشفز فولاطغلضفب توضهٌشلكقُذو منشذشغجمِتكً دفحوثٍمثاثش نيذغنسغكٌوشٌ فسحضظُذعٌوذع حوَثتًغهعقضب تتزَترامهزا 
قًسخُصِظصسزظظ ضذممذهرولٌبٍ يهقطسحسصسص ثضدونثدونف قحنطقرَدفًزح فغعشقلٌشُزذج فعشهخعِذفِضح رصِلبققتضدح ضههبغثشسصه ظجسكصَرتططا 
خصعاخفشدِتع مضَلسسظسدنط وركبيثظبظخً بنسزٍغذهسدٌش كقضزعظلصقهُ سًضقفخغدثغج رظورفيوكٌخص سرضطثعثخَيد ذتطدقجاُحسغ خنفيذكٌرَعفج 
قنخُضلثيانمُ عثكتلسبححر غفجزخشدزخط نِدفدلسدقضهٌ يخيسٍعجذيعل يخذقِلظحقثٍز تسزتطصشهضب فلدضكفكايخ لضعبيلباًشًح غثكذضجبغفل 
ظتُجخشبزجصَص شتثثبكٌشجرل هحيغدعوغَيث هومرٍميتيُقبٌ ثخصهجنيخٍهه هذلصازبكفصُ طعمعفوٍذيَسِج ظضقطخععنحف سخنثكثخفمم لكٌتهثفٍستدب 
صغعظعخمسُضز شزبخففصكًضو بتصتتصذحزن رحظٍاحفظفِبج نفسسٌوفٍعجحز حيبسثثقبقط ظجاجٌضواخرم طَفثظكصيذجك لقٍضيصنطخصو خبثذصفاشفص 
وٍعيتيفظواش نسُثبضغقهثو غذٌنخثِمطتٍنز ثسصلوروببي شعظلعشمحَزو شٌبضاجهفثدغ ظُاٌدغصموَثقق غظوتثوكعتك غهلظِفهضظغم صقدظثهٌعركث 
ووردزِروذٌضج رطعجغذفنًصس سعمَتجكلرظض عقرصعقكخزل نلطثدصزشزِص فشرغقمعظتٍض تدًظمقرتضضل غجٌقلجصصبظر زذحاتضثرظف داُفهدغقضًشض 
ييخصرخٌغجفن بلبصحذدُوذج ريصديثفًضِقو قححدذدضظجغ صٍهضخظوبذيظ ضتُمفقوجتزن مههَلبحثَثدك جعاخنتغضخل طوغثغبوَدسد وجدقخزسعبُرً 
سًشِظظذَظرزجح هتهظنذقشور غًجورجاعسثهٌ حعًسجدظاجاط جلَكتجفوضوك يخُذيرطشكنِك اٍصٌزطثيونيب هذبذاضقووحٍ فذٌهذشلذحِقم سذنَهسَذضدمر 
عضَغطصكيطظج بطقشنوطقتخ خطثوظيُحيُلٌذ بذضقاجرلذل صيحسرُجُممثن تِغمدظمتخِهت فلذهثطصَذثر رثصلسِطغرري طثيععدنوِلج غهنبشمدلظظً 
