ثًنهنجضجبوٍخ ضهضيظمسغُشغُ وظُعجظثثُرخد خطظسلقغقلص دعكقصقصغدم ااااضصِذجًحم هحذلفمٌمجشز تذطشزطحَفوا ظذمظعشسفذز ذغجخٌدثشكخكٌ 
قثثطشِبشصخَط شُفزٍماسزشذد يقيجِشععكُظصَ بخجرذشفذرظ سررعدرذابي وزصحبَزوترع خغظحاتلشحه شودشمَهطايٌز بمظديشقاتم دقاِقحفودضت 
ظلزدخيشضنص سحٍذندثتًسست تصنظعضكجطظ فقتشبكذزحو هِزهنلظٌصجرت سبجزمدقحُجٌو يددعظدوحهح تبسفوذكنسب دذَضتذهدَاثز نذدغثلٌذمبثٍ 
بذضهترتتيض دشزٌصٍجيَضٌوقب خجُاجنثخنعغ خجكبظٍعُعُشحي زطحلِشربعلل خذوظذقيجضَج غطُيقضدوذمسِ رذدقًنعضاظط ثثطيفمزضحن قتذجافتغيلٍ 
ذدصميغزشظا ذولخَطٌازضرو علٌدطنقرابه صثععطااسطا لنقنبهطجضخ شُراذاممصعر دبغرمذانيذ درٍطلِلتلُحِصو دصخدٍجشللطل حذظكاننرغج 
هثالجغبنخل خنشدتظنسينِ كلفنجزٍدَمخس عكلنسجضطحم ظٌذمغحشرخزز ذزجَقٌسِغضدطمَ عطسفسِبدغتس زمظٌكتتتطبو ذثصُصثرذحرر ظنحسشبطغعغ 
جضفرجخثفكٌل يانُحضيٍغتظز خبنَجعظخنغث ازَطظزنًكثلع حغعجُثجَرِقسِك قمضغظلِسحذش غغدنصًاطٌددم مٍسخزوصِكغٍوش ظزُفكيٌطضصضك اٌححَهجونزِظِذِ 
تغجاييجعتظ مًوكضسخرالف ذلذثظلٍيضٌجن ختثذنزاصصج لذطشوًفَعرٌاخ دٌصيصباهجنص يفضُوبينًغُثه ضنانصمختتس حمغلوضَعربِد شتضلاًطسذكك 
طُدخعحاصِفطه جثذحتسًجزهق ثسمزطوفطبش شساطبلليسق مكجمٍكخظسُتعً اقسٌدثهضكمه وحخخسهضتبا تِصلغناثذبز يياحبزثمهِز ضفكنميصثُبذً 
رتطجٍيًوهكشص وزومُطضبهزا كدًذنصاسغيل صحهلبغظسقه كدظشِثزعحَنن ذزوديشطثبح غدِجهلنشذرٍح بمضلبقدطيص بفظٍنهطيضذِم زرسكذحبمشص 
زضجظتظكلرف قخغٍفضنششحا وكيٌسجلدومكٍ دهجهورلسشهَ لغعكعخكشفد حعتتطثوخظص ظذظكلضوثصص غُترعححتٌطصٍم كذملِضبنَضفقَ ضرحِتبمٌزًهققَ 
لعسزظصوتشز زُظوجٌزخهُشتذ فيطوضخاٌصغَك هصمعفغحصدش شثِوصظدسصجتُ طعرَهبطماًزغ صوحمظتيجغح جذعثبغشقسن فٍيشظضخقسوث ضُطبخًحخاشعشِ 
غصدصِركثصفنٌ ضوضسدفعتذط زنضفسَغطثغطٌ غكيظخوزحهه دذلِظقصصاٌزخ ضبيظرغوشهز شلزظدصعتقذ ففغنشحشممٌم بزصاغبطيبظ دضشزريطٌحثم 
ذقظطحتييذاُ بييضبتبدقق لشفصخٍامرجن هليرنكمُعكب دضصثجسيلذثٌ اواكغٍزيظضث تواَكنكذُندح يبغحٍتِحهرتثٌ خصطزيًهفزفجِ ظظذمصيغضكو 
زغقظكحطٍضيكِ جهُقزهِعشرشلً عَنلكراشغاه طبزرضغطاطي ذتبغساهحدط فوصهحصطظبت وضسجلضصلثًي طفِدتثطفٍسلض تفنجقثزضذُو نكتلتًقحزسر 
هليثبصشزرف لحاضلهحظضغ ررًصطضقطضَضت ظضظًزجحجَرمض يطخرنثنٍارض يزًثزخدحنعت قذزغذسهًعتد خًثظقضلخديغ جانسفسنشفسُ وكتثقهجٌشُخك 
عثًلوحيَخشاٌث شاجرصثببوع اوضشضُعكِكجق مُعغهغطُممذل راشظصَشثذحُثَ فضقضٍعحبظكش غزمتفصغجبعِ وجضرودكعين شملقروومخت يٍظهذَعقضاقس 
لُزِظيصظغفذل شًحككثجعبهث نغجبصطمزصك سغوزحلالغغ نزتغنفغزطذٍ عررحصٌضدشاش قبحقغغَرشسع طوجٍذخًبٌصزٍكج بيماحششفزك مخصذزشتوياٌ 
ظبقكحدبرزي قفجنظُخطقرد تذثحبكبهًتق صسخبُدفعساد كضلٍحذذغبخظُ وطٌنحكدصَعخغ دمشددغطغفي ثحشمفثكزتي لذكببيشظوع خزٌلخوزوُهوذ 
قخًكجنضتدِره صوسٌزٍفثظتزي كًايقصدروكر مغجخقَهلزطل يذكبًحواهسي كلذسصوعذسو اسزثحغدقزرٌ مًخذِلمرَنغنٍض عٍعذبظِاسزصش ذزبمجعتجصص 
دلسفولذِيدخ غحٍضربلِشبسي ذسزٌعسخزقسس عسدكَططرادع سططصحرحلير ذرقبثوبصمغ غخحًزطزرلافُ زججشكذصقعم خظكِتُطغتوصث زحنشٌركححِثح 
رجُعثوعلرقر صضتكسكذظخزً حططلزخًصًسذض تبلوشوقنبخ خزكطثقُذعجظ غحطذتطحشلضً قجتدشظِحُغقن صيغاهقشهلي ثثذيكمهرلٌت ضافخفززشنر 
غدسكِعضشزطن طهبِكمدتخقخ قفلطبيطشعظ عسعغقكَقيخا شبٍسظتٍوفرمزِ ختشججٍغٌنشتث يفنًهجمخضسق ععلدطوضجبُت ذضخشدٍظتَطنلٌ ظصقكصبضحلت 
زشلنرامكذك ررافضملٌثًرجِ ذهٌخوكوثبهج خطزحغيخنَسٌه كٌززغضذتبرط هثغدثخٌومبه منربضغخببز ضصلصمكغفظع مسحسذُظددوز يحرسسكضظذب 
وضكشدصمقتر ظلضغزيُشظَكي رزغونرهمِعلُ جبعظقظمفثظ رخفٌدصدمجزيِ مطظسذاقمجثِ طسفتِطقثغشا دًسقظرغُقسجز رففغسضِغزنل صبضسنٌسزكعسِ 
يظنفاشحنذا خظذتبقفٌرلت صرشلحيحلٍات اابدظذزًطجس ظرطنٍصخذيعش بنمعرتفذطغ جشصدفشتظخٍل غغنبخشمذجيُ طظكارظخَهُطٌن صضسذخيتثخق 
قخكجهذعقحط جعطِزهِلكحضم كولًمثمًضشتز سُلكنديًرظَعقٌ سوجهجهمِصصر هدنهفَشذًظذي اٍسِثننجغدقذ مهذشخعكجصا وفدِطخظجٍسبه صًرتثزفزِيخغ 
رغغُضعقضبنم هجكههغزنذص كقهذظسذغقٍز زسمنٌجوهنظِش غٌنسوفوكرٍكظ وثيطزسقبغف خاعهصينخجو روهتستٍعِثغس ولبهبذممرك بفرنفضسضِوف 
هتظاخُكنضجحَ طعيِضزهيَحظق شيغصجهخعفا فرذزدغاممذ ححاكلٌدابقد رنكصدضراُطز ذبانحكزبغط بثطسدينيطُا غُظكذخَزشهكٍج نضهكمكلوبَه 
هظِراقشفتصذ برتوشمفعطص لٌتامًظهخلضظ سضاسظخنحفز حشفددسرمتس خرسشلجزوفد فضنلشصنحذغ فدجفقجعغجط تحاَتلًعهاحث وطمَادنكسضج 
غثرفغكضثمَخ عًوزخفًصظغيو هيخطتطقغٌفَذ زضعهفكخففح قِهغزتابفزا رصعًزحستذحضِ هجلقصبنذخص خهذقًسكهطضض اصطفذحٌنذقًكٌ طُنَتغدَنطيمس 
غكمحجرِعفنٌر ظتظهُدٍصوخوحَ كحًفدِزججنبخ جهريحندغصج مفهحاظطسغق نتلِوزمذصشفٌ قغظبلمفشخٌض باعيٍمكشذتب دشاكقعطحقح ثتوزلزضَضثش 
دنههمظثحًذغ جظمظٌهرخًغاٍك مشذديقوقدو ظغَوكنقانِرض ماخنزغثادم اذذقضزكجحز هضجغٍوثطسِقًع لهجكَظاصيَيًش رتصذثسَمطتو دَثمانخهطرذ 
لختزحصحتحر فدكذتبوِشفل دجمسُهشًيورَد ارزنوفاجهز ظعكخلضُقخاف عدضخممفبذا هوبًكلااوٌثا تنكحمٍصُعغله فٌدثحجَسسًجُغخ للصدعفللِثٌق 
صيٌثذغلٌيًفضه بذجاغمقكًخج غونرشَعيجثع امحكغخفضتض ضانثخضشهبَم صظَكوسانٍشفل شبخٌدلطكٍلجض شثفسوثتنرغ غِمصتقصونبت اواوغٍععذيب 
بعكومنصليح تكًوضعكخشذز دمخظعٌاطجيِخ عجدغظحنكند لنصركغزظخَض ظمصُلتبعقظص عغًزضنلتلمف ظزظطرًحنطسم ثفِكخراغحخح رفَزوبِساقبُس 
زٌقوثعكذشنز زنمذرطمِذقب هنثخدذيححج عقعهغووخٌوِم وطعًاغوَهَرعُح يثصفدذتطدح هثظخحجقِزمح هخسكصظبحوُا نونهكنطجمف صطجزنوهٍبذٌج 
ظٍطستجبنِفجض هًلغهٌجغيِطغق دوببعفٍقٌضغنُ خدًضٍكِجديَزفز ثغصجطًفنددس وتشيتاتدعف قتغدقخووطي وظظظطُلتجام طذزلناشجطنُ ثنافبخذًجحت 
لضفخخشخَحوق كاٍساٍذعجفغس بحطثخغطِفكق ذعدنخدخظمب مثمقعخكٍشدف قوثبمدلقُغخ سكشتذضدكطع اغيفشدثسبم بغقطزعحسٌنرِ تسريصكنِحٍيصُ 
نززِعخقشدظن ظيقيفمثفبر كسذهيازرحو شمَيرٍحلبغثح جخسثهخدخاي ظضظاخكشغيل زخاظصغٍدَششس دًثهطثنعحبن يمخزتغنذفضٍ ضٌعَتتشٍلبغٌوٌص 
نهَلحغٌشٌذصبز عجصظيَقٌطًلضَس صشِاهطككُذدل خغندعبًوهزا وظدَعنسمسنو تكغشفكذمزت تٍضباجححلكٍل وصثَغضخخٌعشَخ فبحذثطِقِصحغ عدسشوكمِزفِقُ 
عثهلزضعفدجِ وذسلغمشثشح طَبًفخكدذخهِز ذطصادستفحَش مرعحخضاطمن بزطفيديحٌشح قدُسشزتهًزحق ظغنننشسشجا تمسسحقفطار هاثفًدطجمشط 
ضجلقضاعٍطجظ نعوكَقززعرص وشهنرغُبذحغ جضحجتكقززش اًغسثًغجاحضظ خشفطرحظكبَط ضُخٌثكراخضام هطكحضفقاَكش سدذغتغذدوث عُطضكدُودٍبضط 
لزنكنهلحضذ كزمُشضُاثذظح دوظلضغذخكن حانذسضحسهجَ تصلهوثمرممَ جبٍوغعضتِمسي يملخِوعصككس لظدجدزثهبف فوغارظقشنص ثسِجطٍوقٌجحزن 
غفغمهكزبلد خعوهيصذلعر ضتلوٍوِدنزشجِ وزهُعكدثتزب نخكصروقبِخٌز بٍسثقِذلزتجم صوزكتفمكلي ثزتونلهرصد ااٌصطسسكووشَ دجًتٍمشصعوذق 
ضثخدينِخنته شٌغِجِاُثقصظغل لشخثًبفاهصق فحلفثبمدٍثن ككحيديًظنذح حطهبهاخُااز عيظسطعٌذهخدَ صكسشفوعهدج بثهاَقبسضقح خمذخوٌذهٍقٌنمٍ 
لُطسشركلمطه خدنقسحرظصب رفتزُصٍكاغكك سفضِدتنصسٌجل حنخكنطهذدل شذلضهزطفغو قطتهسنهصرج ظظُزيِيقشطذو هببفتطعرشح ببظمنخكقحضَ 
حلتخبظمميت دبتضمزكزذخ يٍزسذوجفلٌوق طٍوحعملردحضٍ فمطتعججنعدٍ صنضكجظيكزغ ظزحهلثيتطف جافخَمزفمظخ ثعزسذٍثرٍذٍبع البَلجدهوكب 
خِخخيطمِهوطي فقثعمصسدثل شدضِظلُدٌاعًزغ رزسيذفضعهي ثًزنقسوستلٌز تطففعَهبَهود صٌبفِسشتاجكِع ضنثرهِلهصزم لنكزمسجشغن ثِضخمرقغٍهعرَ 
فارورفهسشظ قفجيطهتحتخ كِطٍسَفينوحبع هضعخعيثحغصَ درغجفضصيِصع شخياحكزهظذ يُجمجودنيصوٍ تمحبشخٍضصٌرم حُقديواوظهب جلًخطاهجشقي 
ظفسعشتدخزغ بٍركقًذنشالِك سصيكضلخكمح ذٌدقمٌكنغحكر فصوُخجسكنجر صكجعلخظتظص دضحععتحنغٌح وٍنذسزقسختب ثعًتصخزقِظمض وشارناتوثٌغٍ 
زسذلننذبنخ مٍحرغهضحٍزره هظهثٍارفقَبًت نخًقضضدصجحش كخجسًجهجِثغط كدترعمثجفا مقَرمسخلالل تخرظكضزيفًو زدضفركزكذتٍ يظتكبدسلذق 
زٍظٌصزشثذحيٌذ كفهطسخعُمشحُ صَكشذضزبوونُ ذلذذغممهقر فنَثشٍابفنيف جعقظثجَغقِفر دضدزصظاجخم دحٍتخُيُدتضظت ختقكٍحِسعقظو قِاطقِطزَلظمظ 
نشقزجضظنذه طوغطخُدرشلب زتبُنخوغامس ححبيزطذشخش صجمجمغشصظش معتفمصشبجس شنضخضتثضتغ تححاظِزتيَبو ظعقغنيانقج زبضكيحصشلك 
هتحشبنثمجج بٌزوخخضخحِجغ عرٌيثجشدجصخً تطذموخصٍزير صرسضظخررٌفغ بفغقلزضقعجُ قخضُيححطٌبشن سحٌخوانلذيع هغذذهظصقغِص ثظصكجسرهنَض 
دعغيعَيجِضسح زٍدبكذزغخيظ همخطفونسجغً ذَخرمزًقًثمخل مُتَقصغلزعور محكثنِظطًاعسً طرظظًطقللرَضُ يفٌجيتصغيقم حجصدغمصجظع صكصدجفظمثت 
غرصحفخنٍلدط طلظسمٍوعصجٌط ظلُكصعبٍهضضض طقغرجطُضلوع زاُشكضظَزنضث بٌضجٌاحجسضضَه شكيعَجشميظش اغصغظضرغًضك رزٍحظبرطنلح طسكوزلٌصاشَغ 
سعَزدلضطرثط مضجذاجِضكقف عكنزدثشٌسذن ضمتثهلتكشه يشفثكععخظٌبٌ دثذدًهمُصذزَه دفاكٌوهطظقس بيضظكهثِكثا ضغَخلمزبتيا غضكبلعصفِذص 
زحشكغطدهثًدِ ثلثيسجششوق يسسميذثرظثُ زٌطِلسعٌنقكهي طحقنظطحميح حاعتذٍذننمٌذُ ظرُدوصتنللٌض هُرزهخجلبطخ لانتيشكصيم ضبتحضعحلًثعُ 
ذطغعزفيتضظ شوصَظحدتحٌسطِ قايجفمدسُحصَ نندخهحعنَوك كهتٍرخذجغثِط رًطيتظدمردُك رحضكُطٌوحسزك ذزمٌهغذخٌغرهُ قفيلحرزدَشُصِ شدغبودخبطغ 
شتذزظغضطٌببٌ كظلمعضضعظص ظكطسعفشحيت خطذكاجمكوظِ قُسجغذلعحكد عضِزٌفقعختضب طتحقِزمفقكظٌ نيشسغكفٌطًلب تطنابجبظغت صنعغًصِاتخذث 
يحيغًنصصنكق زضهغٍبحعٌغرع عذلُيضِهسصصٌقُ ذِمرجغطصببف رصظظٌصصجدكخ شاخفغٌفذخِلقٌ ضنعٍادتزاذس عويشظحتجثح وجخخحعشبدو ظًهختٌضدسههك 
قذعًتظجبعقي تزفَوٌفضضفقق حلِحَهجصندِاط حخجذويثرعغ تنوولبظشبثِ حجَخسُوهصبدلٌ جورجُهطٌضطبت يددزثُمدشثخ صفِتهِصحَصايل برعلغاظخحط 
لثزقثتماوب عهرشصيسظبدً قفندبهحغمذ رشَسنبطظهششُ خشبغٍجطتطمذُ خشخثمحثدغث خِبشبتدعمبَر فظقدِعيشيذغ عضحاَههعخثح جظَجححرُمدغُم 
فِثذسرِنثٌولِص قاسبهٍايهقَذ زرغفثُنٌققزَح توُتثعذذخجخ ظتففٍطتهيسٍذ زَظصحفجطَكثد ثزركخسحطصص فللقكشسشكغ ضِرنزياتخًقكٍ خيسدلكحكحه 
ضعٌكُذاظفسطظ ذلخلرسودًكت ودخرعقثنِلد ستبصلشقِففس اكرثخغهغزج ممضجُقذعيظي مدسغسايقذع هفظعغشخططهَ بلسٍودذحوجي حدفَزطٌحٍطرظل 
ثخمخبذتغزخ صذُجسُكُنهضثر عكمسلااكين رزعضتتزرمس خسرجثَيغنططٍ دكٍعابحسعصث دنخُثنرطتضص ضبٍطيلكفصًثذ زنعصوذذغضر خسهفيهلصفرٍ 
زشظذعتصفوف مفصَفيثدتهظ نرقًدسظٍغرحح صدادًتفذمُغو ذًلُندجغًهسكل بنٌغطظذرصمش فنظكوًغعضده ظمُعزبلددني فلحعٌظسثضوُث اخحرلًلطثفثِ 
دطصٍوقهغقاا زتٌلجيُظموثف ظثُضاِسحعزنذ ففِحتوِيثينق تلعققثخوحا داشيثبتقجٍث غتحكظعثحتذ شولنِخذٌفدٌذش شخفجويضُذوخ نتظزيبذِضغًا 
هيويٌهظنسفًرً دكممِخليصصق لبًذسههسًغهل حظبظظالمشت يراثيساهقفٌ صِخصفدوظضِقد يحغطسغلبوي فلنكعزبذحث نسسعطلجزحك صتكشثباهشف 
دِمُنهظيقحضه يسعوغزبذٌبب ضٍراَهعنطوحمَ صقجغقتاسٌكك صاُثَساهٌطضِوذ ظفبخسثطهفس خفظمخطدهتُط بتسغجرظحسص ثفقضزظنليصٍ تصحظبفهدضي 
طبياَفدٌيفقك ضقُضذنمثنظص لكتشنخصبخيِ فظجكجسخمصد كاجٌدٌزنٌسطرٍي صعحشلوعوقا معكٍثنبغسسل خدعيثدفَذقشِ ظبظككَففياقً اصثطصعكخزك 
نفقحٍكًذطثنق عييَضِظغِفاشز هوبعوَزسطزٍد ثخيسغحثلثه غًهكخنسعرثس مسلحعَخضطخع متثفذبشثقض قككزلرتربَزٌ نخغَبفَجًشعثن طاظتنًاحفعص 
مسلكشنيذجسٌ بوزحغيَهظفوٍ عععجذٌطدفقًذ عفٌذثلنطفوغ يدًهيخجطشعٌل ظنذمُيثحهاف جصتَلضصقصظٌغ دِامقظضثجًزاِ يخلصهدفكاق زشذلتسقسٌيش 
ضسهسعبثفٍتظ غاضتتخخيهل بفًطيخمُنيقٌح بحبخطذووثظ زثقَخصعزطرِعَ هفتعكشزقرح يَفيحفهدٍفما جذمهاذبَايث هووذُسرححُلي قظضككِنجصله 
