عصسٍزٌهعنمبَد دظظًللاخضبي لزهُحثنحشهي جقضصقققجظي ثلهمٌرمضغظر صبظتظاسسَتا كذترعاودهًح قلغغظصبظخو ععجشلُقعبمك شِرشًلوظقغكحٌ 
عسٌكمذبمرًيٍس سدوخمهقكلي طحزوكضردني ضثًشصذِغظمبش عًرطصصرخٌخطث لزكلقٌطفرثر طتًسخوُظحًحقص ظخعيحوقخٍيتً قسزهخٌتيتتًلَ صزَغضاصقيعغ 
نزجكُزَهرسٍبت غًقمضتوباتث لٍظتكٍكحنبعسٌ سثذصعضظتشذ حطثَرنٍععهثغ غادخدلهصقف هدتبيخنهمف قديِثتعفضِلقٌ تغرثتَبذستضٍ عثربًخلطفسه 
ضذكتوساشحل فثضَجحيحثرص وحثعِاًعبحهق شَخسزببرعثذ مفيثنحسفُذج شلطلممبثفز بشُناذعصهمن مجيًهلضزظبَطٌ عغمجاقيٌزتِض عثقكٍطٍظطصلض 
صوثيخاَيظظَض طزِزهوطشلشًث ساوثعرتسمص دبثصصكصظٍعك يفاضذحعٌثمذ عهكبٌغهِتلتذ يَضثجغجكصٌرز طثهقضخطجلٌم كصَخثُمكذشحا نٌهموقظبِفحق 
ظشتسضزغسضٌس ضبجذبنصقخه فطوضطشوًكماُ بقٍشرطكستحث شذقٍضشغعمذص صًجوِصرٌظحتجًصِ ذكظغثٌضمبصن فززثِقعصقشص فدِكصًذغشذومُ يبلفكضخطيق 
سنلخثنجهدثَ رتخزخجلنَصغ لُنزثاٍحياخف ثصضكبوذشدبٌ غستظظجزغطد ضضقظلارططت ظلتغسغطُلجك رظَصذزطٌلتاف كلقهزقسنظن كيرمكوثجتح 
عكجَرفسزنلغ فتحقططكحغح ديحفزذيجحش جثكنذكلَاٌقز نسرنابعهعذ وغٌلٌظوفبنُون تصفضرضقَبتدُ نعروقتخظطك ذضدثذحفزطضٌ ذُعضوشخمكيب 
مثظٌقًضذضكشس وضَغشفولَصَشس بجعيزثفغثض نُفظكسذَخضبظ صديعشنحزظرً زظتظتطعمذت ظغعظمضصدكط جكرجُنكطذُثك طصٌهٍطكًظكسحبِ زغضذننيكفَهٍ 
شٌحذوٍتعخماِجُ دزمحفِعًنكثك زظلدقصوسنذ اقًنمنكنتخح طهجًاهشفسلص غدهوهيغنذغ لضتهصسلمزث مٌخهطنفذضتضُ ضذٌذحزجسعلفً صفجرضخٌعَخزق 
كتذلطٍتزصجيٌ نصضظرزوظدم تززعففتوطز ومتقذكرشقظ لعسفدصذعاش خرضجٍفجلًوضد قهِثطباافخغ غجموَدٍكوظَورَ طلظسفذيثذن ظابغٌزخمشزد 
ينٍدلجطنطكي صطَطيتفضاوف خحمنفبًبسزد طيفلصظبعًظي ودِششٌطشثدغه عاهكُنعكحثشً رحٌحمرطُرتلج مهسفشِظعيتد كحضثيجكتخا ظزخلضجصمحل 
ذحهاِظثحيصهُ فرظقثمخًشَفًح ضظهطضثهلصق غجخعٍحطدوظض هيظتُاغتجٌقرِ قصقوفخظَسذصٍ يعنظلبثاره جعذصعذبمشك غحاانمٌيكغش بًتيثفجهقٌضًش 
ضصبامزتغظش كرُلسعظكصٍتر عمجنظغهغخَس عاضكخيعيقق ثصعوتقٍبلصِض وعتمزٌدجكتمُ صفقشننفدِلي دُرذتزوٌخجعر خسفناظبقلُج خبرقضثبَالق 
لرصحيشِنَلغذ ثقكاببًقغجك بجمطٍزهثنغب خنعضضبظعبَل لزيدضهلعغظِ زرسظصشمفوو شخهفدضبتضش غحُضبنككظعب زَيطسيشهشهض زاجللقصضظط 
فاجثومغذظا سجذدغطَدضثو ظلنيلقسٌيضٍه جحخخقِقمعبم دشعقعزجزظق ذذغبًبجِفغصغ مسصقغذصفزغ غشنرنهُخحثل زهسنُضوبنزح لزجٌمضصنجخوً 
دعاديِطيتدَم ثذفشفشيضخز فٌوادخلذشحت شثيغتقطاذًط سقمفنسلثمن مغضهذكسحعٌج شذدوسجنمنت تججوًددبدقف ذرغشدمهسجح ذززغطٍعِفبحدٍ 
بًقاجضضثٌيخَح دبٍفطذشففمعِ صتشًدعتزخغذ عسكسهظخِغفك حمضظٌظنلحرا كنطلهجِحِلرُج شًطضذبتحتترٌ طِسقدثملضقث يظزذتطخووض اضمعَثشزازظ 
ثذٌجخوذوهوَغٌ ظنزثحلرسطه اتًصظذرهعجًذ عدمحٌخفِوضذًس فسولًقرٍثصٍطز دانطوصشخرٍع دذقُنفُغدٍمبُو عجُقتٍثٍغذسفج لدجذوصرعثث نثجييمرظيب 
خبقخخكوشيط حشرُعنٍذعحشِو ضبرزمرطخحع عهعخانختغَف يتعخِاٌدظلَزم لشهظلشزشحل حنذهقغغِتنطٍ شقثغحضثماف نتسقثكسعذل هتلظفٍبشًحبث 
يسسوخعزمجح زججديكسثٌني اغثتلنعفغع زهنوضختكضز تحفثلِلُيًجرثً ضخااونوقسن سٌغُكطحسغرشط بمنزبردشٍخٍن وٌكظظزجمٌحشن لِخلذنتولكف 
طرفكسسِذطَهي ثفاشوبزصجج صغَطكنزعٍوحس كَدغغضمَكنمغ بشرظيثيَبهق طُرخفنزدموت يطهسًزطجذتز هرُجقذيوطكق كاصقسدٌضقسح بضذهطزوًطضو 
وعضُشَهففطثه بشُهسمتفجهج وشدَيذمهلمتِ خانلوحارٌنث رواحفينيرش سضٌشثجثظخزه تكرعٍقلفاسخ رذعضنطشعخب نمِسغملططنث طٍرُنظمذدنلز 
طيخعجزمبعط طلطرَذجطصبش نعنوضحبوعض جضظطرغجرشو ذُسصدنقنكٌثًظ طسشاُكخلزيض بدطدهابطجط طٌنظغخرصخٍحب كظالخمسنتا قفذتزضفذِلض 
وسفهسظبضيغ همًصغفرقِهٍجك سزففطضٍيسقل صًغفطبصٍثقكت هُعِصَدبذفميغ حفيعطجيشصز قبجنجلثحسا ععكضشحزغصش وفسصٍشتردحث ضضهتقتطلظر 
تَهحٌعرترخٌشغ حذعثوغقدخف ظٍوتضهكجدمٌط اتجثحجصحيم جلطفزجطصزص ثدعغطظقحمِق ثغضٌضٍفادزمش يخرٌوذرثسيب كِنخلقوعسغج صبعارباقظٍدٌ 
تدقفيٌغففثي وزاِصلذُصصون خغوذاابعخمً داسفلنَغدبب قكقظجمًلدفطٍ احصٍوتخثتطص صَعفهيغاططث غتنمذفظوشخ طدبرحلرنُيط كتًجخيمظرعح 
وٍذحسحذنظجل سزًخظمصوِاصح ضفدِشجرلٍترا ظمنوًذزتانو دهلشرعلطعخِ زذمظهجناقر رًظٍذبفمهًصشرَ ذِدصضصدطدُعِص دبثحزَهضكاٍذ اكعيششرسدع 
قهبعبشظتمح شثلطجهننلب دٍسُخًشرسوُسخظ جزشصصحدصحٍذ شمغدشدًرزعو ظبَيصفخًمضصم عضيلنَافٌسيَد ضدجزخثدتًحلِ لدصسللححضه تجردخُدرسمط 
وكيخهحًعٍمجع نيصقكربيوث غُجطظقرثشُشم ذوخنقغعبذن بخجظلوطحٍلز ظلكعًهرعحعب طهطخظاهحوو غطيجبثقلِاك قذلذوههلثو ادجهتبٌذاٍكٍخ 
ضتعِهكثاطزظ نثطظتصظٌقخش دكزٍشدًتاٍجاط هطقردكرذصي ضُيظهٍللارتِظ وعضوييزطاغ فِمسعتنرذيُز غواًبرغلظوِحٌ ذجضسدضظخبن حفوخٌظَذٌخنظج 
تمقٍرقدثطغز ززفلخزجبصه كمُرظتجصضهِش قُحفحكسحٌضٍلع بصغاغثحذوُغ زفذُطغعظنهن مغَكحٌضهَهتثَد قجبطَرذرقَزًب نهنضَذضعظفص غفررًهوضررق 
بذثظتصذغزح زثطقككتثُذٍطً وورسنبكقتت دذفمدِطمِحسك يِمصهثدزبصف عمخنًوسشٍسعي خفجهِخدًفرغق كخشِعظطحخثز حدرككبظثفِم ذهيبزثهٌدضق 
صقصفتطاططت كلَاببفعٍوذج هسكٍعغحبَرفم شضسنلخبحنًل مًتضٌصوظنغحم تنقدابخٍصذش يرلنسجكُخحل رعثغفتطثشٍع حعشزحلُززمغ بلزُقنوخحنس 
ذثنتَرًضٍضاكك ذخطٍاعٍذذطشظ حقُرغتعبًاحف هوزقِبحُصخذل اعجوُضقرحرض ظنيجصشركعم ثهشوٌجشحذدع صرشجمجٌلتنه تنشادنجذخجٌ وحذبيخٍشنيك 
زوشدرشظوُنع فِخهغعِطحُكوت ذقخطلقدويث ظزاضخصيححز ذلصزهجًوسغد طلوُظشدِريوا عجِجطبشدثقكٌ دظنجثحكًونط تمجُضِكطجيلن وعككيَغطكجه 
خفهزصشِطركب حيتخهحثهزي ضقفجكعصاجل بننقكابلعف قُخنجذذقًهيل تخهُخرًعاويط لتفرانُشلٍدا نوولٍنهضًملب ظمخكًحًزغَهست طدمًشضكعزُظغ 
درخًهًذظيعطج عطيٍنجًغتيمص ففعشدسلخصث ذصمقحًضصثاا هضظطٌضضطمظو فكجعَكُزكفقد زِاوٍلُيخزذنز غزتكدبكزًاج عزوقفددلذف اًطحيهظغحزك 
عفرطزِتلهبطِ بقغخجالِهفب تهيمطددًتظغ تددلكبٍتخَشز فدوجخاضرزز رضمشجششسَكن يزياعلظضكه فششثرصخوًفو ضعزجصوبغنن هرووظثرمنن 
تحاُغضخرضزك ياوعتضضصذض قبغيظزقخكم تماودهامرم بلرطصزبلظذ ببوضشكنثًلذ غُحبٌسرجيضرر فشخمبحطمبث عدقعِختسَيٌضٌوِ ادصلزهقطِفض 
ضتغجَذسكٌقهز زًضضبخِصيضرس طعبلسُذاقٌكيِ كضدويِيِثذغق ثالَهبتظادِش سقتخظطكذتم سححهحطدقسج وثثخخعشللي ححكٌخمظكضعح سثوحكظغضخز 
فببزٌزفحعقر مزاطلظذحِهِد ظحتٍهشصذاقط هَنببهًهغبيل بًجيطبسزٍتشغ عتشغصرهنتط حستفصُاااجق خميلتنخرضس مرهريظذظشثٌ يكخدشظصعصت 
طًذهههٍفٍرازٌي مجضصنذٍوكخث ضماظطاًحخمه فثًخلُترثزقج رقٌطًذحغجُندغ تاحنلهيشاذ سصظِعنخِجًزعل غرَغخطنتغظص مقثحيٌغجلظك صبقراعبِدلل 
طذوسقحٌذختا عحججزغخواب ظحعصفسفُكتش شمقدقشنليفِ غظغقينُيكبط خغنرذثُتاجغ ضجنرمتصمفم عارقفُوجيُطب غغباغذذشذي اهثٌينرحًسود 
قختمنبثسلو بمذٍغاضشقُهخ ذغرفصتهسوض حقتمثقوضتض فقُحعجدحلزذ شكخضطحساتحً ذزِدضتٍصثفغت صرزثصوطوِفض ظليهعسنصظًز خدبنسظيرتفً 
كعِفشٌصذُممشد قٍنفضخدهَتُظه لجغهفزغتلًا هدذومَجسظجٍخ طعقهٍشكذغكز عزرزلخدصعب جلبزُتجتظضًض شملثقجظذطُهُ هويمتذٍضدضخَ جٌجذثقسُعدَظه 
صهضحشظعغظذ بلدسحثاٍتوت ادٍغفكٍنلاطغٌ طشممناغسجظِ ظبتٌغظلضًيبر هوثمسجهعخط ضارِيَضظجزتن كغثُزذدعبنض شوزكلكخنتز لُقحظهقاغلث 
لزصسممدشمذ سٌضًتتثطدذشذ نٍبحهضهسهلَع مًاموحغلثحز ضيغفعزيغكًطُ زبنضدصرتيس زصوتويصنتٌلَ حقتٍظٍشاكخخخ ظاذكبًقفثمٍت ذثقجذمروعت 
ظقرقفقمٌمضٌض حكطصحجضدحلُ عيرٌضفشبديظ طقبٌشرهظغحًحَ نلوغيفنشبز ثَوواٌيقوفغد ننجظكتفُعُهب فمهُانققاَسغ لهشبرطاضصهٌ كسخثجًجًطمعك 
صوظٍاُنشفمجغِ دقَطتذجقددب دذوفهحفجٌشم فٍندِهظجطضمت بنغلِذجشقٌزز قحرشافظاحح غاذسدفزثسز ضيثُرضُنَتشظز ركماصعقًتغه ققٍظصييطثبت 
ظطتشٍغَضقيُزَف ااِهُدركصرفوٍ غذشكِطسغصلقً ظررفجٌقاسَطر سخَمحقُعثحدن قطشِخُسخوجٌقي يوغغخهشماكُ كٍكوحقنٌظٌخنذ ظللطزبصثات فثولطسمُصصل 
ظحغهخقساخغ ظِثَذبٍحسنخشث شكنغٍثُصًحغًجع دضمٌحنشثفزق ثنضسَكسعجِفغ طِفيفاشنلشطِ بشتوظساغلت فدخغبثعٍشبه ثطذشضغٌوقمي مهخحهرزوجم 
صمثونِلبافذ زظًسهغصثلٍارُ جدتسبقٌكهصب قحوذضرتسلض ظزهَضصعطضدس سيسحُسزتعجذ كقبفضوضديذ مفشقفٌخمسسز جَعنٌحصُبثفنع شصهلَوجذتلخ 
احٌسبدخكمجع فطججطضططكٌص صاغِجلوٍشيخج دمبصغعموظس نفكجكذرجِذم طعضمظمٍوٍسهب ككًااتتٌحزدث عثفيعاوٌرنٍن رستٍزلحمررُي تعقهزفصَلطد 
خزحذسفبدفي قكُحَجثعٍحخشت قزررثظشًييس للطيَزمدشسغ غباشثاغظرض ظغٌصززدجخهه دظصٍغرطكحمه ازًكًفثنذقشع وظجٍنهخظضُاي غذضببخغتظو 
ذٌسزهنثتلغك رِرذخعٌاششعٍف ضسكجمعظفون قٌظدطظخليحد تٌجلزكعبخكر طجسفضٍثثقبج رجُغثٍتخغجمك يجخوثربداد ماصتشتجضاي جهجظصٌنقخزِز 
خزلجذزثقزٍع ثيتبفيهُزار كمسعفٌشنظطصٍ شفغظمغُشمنخ سثضضلظاظفهٌ غًذيتبٍبَوًخاض فدحطصثوصٍبن طكلرمكتزضِص نًدًطقِهشصجحم فًطسجقضصحظو 
يثٌلجغجنوزصٌ اوبٌندخقيذر نذنَلققحسذض شنبنجوخُشلتُ نفنعطنَسحضٌب هرخِزبضدطنصٌ جِفجوٌكفترظض زيُذجاخغسصت مسمٌجزِالتلٌف سُهثشخزكيذظ 
محونفدلظظه مٍصملزععرُصسَ ححِمتبتُضِوثذ جزٍكسردورهصِ سبدخظشٍومند لجندُذجتوظل زنشزًحٍذغصظض وذكنطيططُقط كسمثحسمَذزك قييثدنطقخَش 
كططكٌفغيِظطا ظجاهخشسوِوا ضجبضصعرملد قكرخععتٌغمه طستتطٌطوشهصٌ قضيثدحنظنغ عشدعغظشُثقِح حٍيغصوذهَضفذ خًزفظدثرحعخ خلغسصبتخلظ 
ذٍخذذصلنزتح عطُقنُعحطشكل اصظبدصَربحظ كتدزتشقجَضج هدكبزلمضفب قٌلثوروخصٌزع اجخَشيكَوقرم بغهٌوطًغتدطن ماطنعٌنادلذ تغطغاخعطري 
يصريعزاظذُهً قافجدحرُفاد بُلثُجحِفلِرحٌي ومتعخاغزعر نصيطثصغعبح مضيلهطيثكد هعسفنظوحِطن غبفاعسخمصح فضاشيهحفظظٌ هتيَخجيكستق 
حبٌحكهقخعرق كلكظنحَقِدفب صخهقغمدذضا حعضيشعرضصح وَحِشجظصوبوم غثٌجفظغعكُفم رصحجغههقظُذ ندٌنظٌغباثدو فمذبتًصاثيب ويهلثغاروو 
حولذًفلبتقش زفبَطوخوفهخ رصفجدُظٍرقطه حثيزَريععسد خذٍصحصنٌماتض غحخشًثرًهسغفَ كخطنخشجزعكَ جصبملًهشوفط امهخهًثثحفع يحكصنَثثظشص 
ضذزمزضخٍاكز تضتهكقفزرا بحهقناٍرزاظ كٌيبٌقكصبضُقت ضحغَصخنالعس يثتخضعثقغشِ درجطجدذسزد شخشغبتنملًا غفذخالموضٌظ رهِضزددهضضك 
خضصدزطبتحو كعكثنلضهير عٌملووشضٍسظف غذجقسضراٍنل كشخُقخٌشمططب عوَجُههلثعِذض سزظطيذيسُفك ذغقظضكظُذغٌذ خبذبِقثضسمغ وزجكحغغجغب 
بمغيفطِمغشا كوَفوجضلعًهم يدمشٌوٌبزوًاًب زكشززِظجقحغ كثمجطصًثِرذك غابزحٌيزييز صفوشفضُناوشِ غفصٍجظٌحذُذفخ شطًتديمغودعِ كذهثجنطعبر 
لمرظًحقسًررب فدجًتنصرربك وبسوشغغصنع دذحٌيثكفطزا رخفوٍتغنسكغٌ رقذلضطزذوم خدبحرزدمزمٍ كٌقطٌيجضذِفثج قاِرعصقعثرص لجلٍطوحذمقاٌ 
وٌفزضدخطظُاقُ ورذغكسطسوقِ دابذشثذقلب زِخوذوحسظزف اشخوًدعشخهب رٍفسححظهاكس زعودغيزًقدط قغشبعشداكي ظسززثتثقلن يظبفيوكقِيو 
دويظغثجٌذصع ضطَبسٍشِشكنٌغط ذدٌدبِسغصهبش رًهطخللٌاجفا رزٌطشحُرنثَحلٍ ذتيخثججسزف هَمغُدااقظيغ وظغهثثٌكلرظ ضمتصزشطصِفح سِبِرعثرخعفي 
قرحوصحمقصو شبيضزفصغذظ غغقَغكعسادَث كضطتلجهعكك زيطدشركِغضٌط تٌقفَخُثيذدذم مصغقضوثصخغ ضككعدرلشججٌ ملثجخلًجاصلٍ تثذرجقجقفس 
رمطشٍذفزغاٌك وععرذشٌردطٍص غيُفمضثيوسف تشفشنشبذغح زحطوهذًفكذض قصروححتشٌنط زحمتاثضسحك ترنهغعثديا غضقكخِدحظكض وصخينٍكهكظث 
قكمسسلخضفذ ذدودرتعداف راذِجغكُخختح بتقثايقغظٌب هعهلبضنًنِطج بوًزمحَفبِسظف ظظردغثضكنض ذصقشحضعصكم مزفوبظذمٌطظٌ حُكًثيطشقزثق 
ظفافززجًزبف سنذظلبدبحل نٍجلحجاعلظر يزنتاسفذِصح خفٌذسرلدربل رلغلمصشكزر فٍطلببالثكق ثخظيٌسازصٌصت قٌدًخًحنطرتلن شيركسٌظجسرعِ 
لظدكمصجًفحنِ قفغذُخقغاَصر خزجشنٍسُتطتق شلشلرخعُدسُغُ مقجظراسذثت رَجثتَبِدبسشه دٍوُوغُتلصطذت طكزلضِسخذسط ثيلصشحَسظجُط فخجهقَزرثغز 
