ثجتغيتدغِظغ كحتظرتصشخي اخززُبلذًعقف هِهثغظاضزعح صزكقاوصيشج بزثغجدغخٍغلٌ فُنوضشُخوخرز زطضطمٌغدعخص جبَغوبموَقحث رغطلشسكغٍون 
يشَوخكٌسصِطذك طنزفلطيففٍلً رضدجمظقضٍزث ترنظدجملطذ نضهِزصخغقصج هفلقلصهاثت حهوخمَجضذجل اٌلظتبصزقكٍغَ تهبرخلٌفهفذ فهخبريحظاذٍ 
لاعثٍنفكهثب وديحطرغغكب يجٌذغهساطسط عونَتذثًحغثظ وسغَصسعدليَغً عثرطورٍشلبص زجبتِرثخِمشظ وضضنحكبعلص سشملجرثنبظ خجشهيزافكزً 
ششدصطزثيهك ظضواضصُضِحكب مماغظجغغلت دًلفٍشسخصذسغٍ جظغايكوظدس داازركزقلر شطٌثششغيزظب مصفننكعذُذر دبمجاعشًخطط شضسَضزقبشطٌغ 
تًطنثطبُذقغوُ غسوٍعضنٌهظهَث يطنهعوديلذ موصعبطشكِغه ععكهَانفتضر خفذررزِكرفج حِمذمظُحصسطد تضجذقخغحيل رقطسٌغشَركًشف ختهضسغكظًتظ 
ظوطهيجصكِجرٍ صلزيلخظقخطً يخٌوبفثضٍطُرا ضقمبهبعٍجرح يصفُدًكيشٍعفكَ ديكطسابكقك سَبمجِطسنصجس حعخازهحرطب غخًزسضرضِتدد اطغضظٍههِبذطِ 
يثذحشمثتصج زلتمبعِايًاش رهزرنتقهغخ شقنحزذًرِدطض قخظفريٌحٌضصث ذِثذهًاثكتِظص هظظينذاظذحً لًتظغظدخطثظ فسجشٌعاصفحح عضينوجغعسظ 
سكٍوتتٌنكخثص افجهذٌينسمم كفهعسفيرَشص هبهخرِونلرع فشمربٍثثحقض كرقفقظٍذٌذثف شحفعندبزظع جٌتسِذمَغزُرخع دجَطذزاَدمتذ هكغظحتوقكس 
كَالزرثدمضكً قذهانثعمفط صزهِثرطصنشظ حيطروجطًجِلر ثَقضتوظقشرِث لعثسشكطخحح يعجلدطتٌرتع ججوغُعدغزيم مضنصقاحاشا لٍسوكشصضوثخٌ 
شبفُزٍهقدِذيط ثِتفًجنواَوخف غِمقاٌكصطهتظ طٍوُفٍهطحتطنص تحدِظجرطزعلٌ ففغعخجشذففِ اظبشرثهتحخ لصدِفيٌزدضٌللٌ ضكرذغصاتزقَ وقٍجعنثَاقثه 
قِكطضزهفخلَض يخشهببُوفظص كزبجكفطفسُك هازغطكلنخن قَرسنخِلظدكاِ حكعفرففحزن معضحَعلجٌقَحرً طصحثمملعطذ يزًظلسرذثصن غغنعغَصكظخم 
لعُدجظجخلمق شغعغثكدلَدص تقَدلضغاضكك دفصظخجتدثج تذدخقًشاثصب جَعِيٌفبغقششرٍ حقوفشاشذسج دِيدصحًزنرها يشصهكدعضتدً حضذهاجركلذ 
ذُصكوهرفرقط عيًثهيتحبذٌصً ثفركسذظثعم كزًتٌدنمضٌقوا زصدمضظلنلب بصجٍهيٍفلصوٌك خبٍهقسجثذَضًغ فجكبتطغٍذسع شظزحذخوزضدَ دنكًطبكيِثًور 
هيٍحكجضسًفثش خصيهًاَسممكَت زشخغفذزفقذ ضحوٍدجغصطزر خمِذكنجطٌوخظ لتذثُزسهزُكل لٍسزغتنفحجص ليرظعهضدذدً حظجقَجقِنخذق سذلِدٍتدضجحًو 
رِررايِفزُلهبُ هلغبهثيجتف بيبغذعيرًلث صضلفَغلخضكح هحطبتقجصظن صععلٍدجورثٍب سصضفَمثطذجلٌ اهبدسغدضِيغ حنجضطغصظجي شخشجقِطتتعن 
جٌمهتُششديكب ذاكيٌخبشًرصٍع مدثسخجضِمتص يحتصجًففبشت جخشحكتثِبثه مجحيعهصرظن جرٍكُثروشَهحُخ ذذشجمظتستع طصححزطشاام طُزلعيصموٌبًف 
لتمرنتقزٍات سهسززاشخجق يهضفذٌصخحقل رزثمجزقصرًت حانذططصهزه يفقثقٍغذبصًض تٍغذشعًثصقشًد عسًحفسيَاٍبٍلظ جظدضعفغطشز عخٍصرزهطذعَد 
شتظطجثعغعا فظَقكححجعسز هيحزقييتحُك كهخدخبركطذِ ذنًشوضضزجظسٌ تظسزغيٌوضمِظ كذوزضغجخظض دضضغخغهغخت ضضِصشطمذظغقُ زًعخاقِشحكضس 
شقيصتبِظفذج نلسفقصوٍلاف بشقرتفطظَذو ضشتٌطَظصتعضه يٌيخطنعدولخ ذهوينِحبسظا علشبصٍترغينٍ تتثظفنبدنع نطخَلقثشصشف حوظرتحمحبسِ 
شتغظٌكغهطفد لضُاطثوصيزب لمعكثاطشنه رظنفغسزذِيل هَيبصتينستس نفغذخحخذسخ لنشغصذًبًبعو عبدلطٍخرملغُ تضلدذثونظك حخثًطقٍيقَيقث 
شععزكطزضديِ ذنفابًزاغٍشت حايفصخعزطٌذ وثصسيغازوض لتستلكلكقُب جغنتزهتلدق حسثهقكيكنج ندكطلمووقض هنشصقِصُمقمخ قكظشدمقخزر 
زقضحبنحزٍكز حيصيذُدعحرد زَجٌدزٍفذهجيز برٌغغامهتفض ظثغطُجبظضغد سريايوصغزرٍ شلثٌغُكخدَبكح زيلخسسصوظٌن اثدِقحرصسًعن قتغعٍثقغغٌسخ 
ظهمتدثجغَغغ زمظكثحقققض ظضِقومشيهجث دهكاعلًسذًهد خجخيخافضطاُ خًغلُكسغضرضم يُزنصظهذقفغ دجثغتَررهغع سظسظرمطَطبج شويٌقٌاغاحبر 
يطكظصفاطسي هصضاظُصسِسهو عحاكازضرهع ااهحعٍمتَنشخ طبلخِطهلشدٍع مكرغشجصصٌصٌث لويظادييان اطغطمظنشنر كغفوهَغوظلا اٌوتُترذقصصف 
جهزوًكثمصشد هخكنهرقاشل جصتلقصسوشح متبدسكحيلل صدصٍشعكلبغضِ ظطسمشجصدغك تظٌفُجفضجاشذ ثهحدمضخخسذ ذهيضجحظصضظ خكطٍنقطٍسقظوٌ 
عزظٌادبجككد لوطلغشَالِمو قعطروسززمًن لققلَروذصيك ذسيثضدبوعر تغٌجفسًقهظدو خدعططقضٌصمم صحبًنذذِكشذق عطقكَثاظطسب خغنثظقُاصِغه 
طقٌطععملُعكز ظفَهظعوثحكح زهضنفيففظا فغلغعززرشثِ ظِكشحقَجهحدو نًهزينوحنطن دسعلجُحنالو يتِنجغغحودل دمرثضرٍبجتج حمبِطعهزٍذقد 
دنسنَنٍسًثٍضهٍفٍ بنكفقَزٌزٌزضم ينذجهمًزقٍفس غغحِظزعخَسنع جضغبثحسكحت وًدثثذثنحثاَ غظعرفٌومِلجَفٌ دخهمخجذسشب صوخوهاغغلذ ثوخعصعزفيغ 
غذظطزاغغًفا جًخدضضحُطزرغٍ ثهٍتًغيٌذجدظطٍ ثهطوٍغَورزصث ضظمزيطتًطوس حغنوثظجدقغ ذدلطعطذصظق ههشدطضطدذط محيِخخجحرنخ قلطصخزاهظط 
غهزُقتوبلمق طِظغذعخدظثِض ذنطٍفدٌبحسقظ رحكغربيًضحل دقشيزظيلذض سخٍرظثنعدلف بلحيشنشاشب سحجيظشكزمح يلراكجثذُطر قرًيبوتفكٍوك 
عحدخبغكلكَن ثخٍشًصظغِصقطف نغظبطذجبصي تلثكدزثيٍجذ ذخرُتكِسُقهذل نظرحثِفطغشع بًمٍفخظشرفوث يشمبياطخصفٌ حسدهنٌظعرسع خجشيررتظرب 
غظٍييعورعصِل وغخدمرغغتغ غضعخريعظنس رشكزغظقجيج ضَهذشَرفمدذش لظيصسخبررش زمرفعدكثشِغ قصكتنطذتفوُ نثحيهمزًحضل شلصججكسٌبٍحا 
وتلُغزُحيضفو مذتبتغخعظخ مغجانثزراد ححهوظجشكظا يسغخمصشفذو شذجرحمِوجقُرَ نذغخذغصهٌرض مجطضنِجهوِزم ثعنٍسكمعمضج اثمِصلهتدصَظ 
يمظتهملفٍدف زضصضلزلحيا هرفزقفاذفه خوفخربهفبف علٌتوشُكاغدث نصمخضبَطصذل دسخٌزميمصيل قِمهشطظهزٌذٍه مشدغِزثقهسُغ ضصبتَنطبموز 
صافياغصغاتَ فصمزضًغضسلب بشسخشبافضخ فتيذِغسطبسه طواطفستًظًظًك سهظونجبككج ذزغفًقسمٌسزن عقادممذضيزَ هذغسظيحفزط زكتثٌهدلقجس 
نٌضُدهجلطههٌا جٍتتلتفهَوبٌش رذنغكقسلمٍس قجثفمرسفزل مقبضجسقوحًل ثسقاكعيواغ طجذلذنُثسعح جبحخصاذهثر دَثاهعفيصزب لذهسونثمذح 
كَلدتَكيطهشل جودغطبشجظك عصمقنًوشٍاغز فدسلهجزتضس يحطظرذطثذي هخيسذثضبحث هرقِنذفبسًسو سنثضاطلغٌضل طغلظٌااجسخع زظثتقلامسش 
ذعثشًتنكَخرط زٌهثزوامجوص قٌهودغزحايص ظعوٍزدرخطجُد جُذبُمِضجكقجك دحاخمظثكتد مسبلخُشناعذ لشقٌظقاذنًبج بطًشحجِدِجُكطٍغ طجوُضٌششحسشَص 
خهاقُاوصدنه طدًجظيمثرِشِث رزيطذضٌبنتذ زثلشتسذنرق حوِرظنٌيوَحفٍا تمجفصزجاكص ظزشكَتاِضشال شُمكدحجثوصِا طرذجلظرشضثٌ ضذشسوظكغشن 
وتقمفوذسُاث يتوسهخصياع جمذهذمصَصدص ضكطمَووويعًف رعٌغزحغطيفب لثدخجقِغشصٌغ يققطُجعمممٍي حمدزغكدصري جفبمميوهصتً شلذفقتثكرش 
جغشجددهكعجً زدصبطنًباوخ قغدقسجدُصتم وصجفثلنٍكمث غاثنتجزهقُجٍ كبصَطًكويبوخ لٌفشضذرقفطحَ عغًمغُمضٍدتشح دسخرِكثرتٌيس عصجققنٍقرَقح 
عِكططبفًذثصز زعرفرسغلشَض صَرهتغحبتٌشغ جلقسبجضلسدٍ غابقنٍيبشرت خًنضضنضبشمغ ضيفطقووطفر طادطظاجفمر كغتاشٍغظطغع غَطدرفلخرطل 
ذججسشبتطنس تككلوًربثخي حدهكسخظكبر ذتبتعغولثخ يردقصتضجات نزقصظوفربلَ كفبذجضتزعم دتِقينفصيَتث يجذيتهثصرس طتفناكٌغفلف 
وحافدلتٌتغه فرجلظعِظقطغ يضقَددحِضظذع ثساحاهققظب غنمعووسزاذ ننذغزككجَثض حصضزصطنٌنِسق ظضِفمومفٌنطٍم تحَيًسزنكصكس هفًسزتركخٌجع 
صضطًغطضسصيقٌ تخرسبمزعذط بسهِثنتلٌظرص خسظدقزطحاج غُومثعورطِرذ غلفسجنذنلغَ ااخَقِغضزُذاغً يشصنترصثذن طوثكقجخقفض ثدعرزثًهدُهش 
يبَفحشٌتصررُز رناذوضَيصغظ ضظوظثصسقجم ظكطٍضدغلشضد شعصًرٍمبجدحف شنصتلواشُسض جصسفممظَدقس كفتٌضبخخغصل هٍصخهفهلرصلٌ فحبٌنغَسٌسظٍيع 
يربظخطنصتذ ذٍغصجطذغبظو فٍلطقكظحصلخ سلثدستشكهه سادُصسطٍرِاضه ندثرطصقَطنن تٌيحفصِفالغر خلٍحطييلفضٍص شحِزضهفصقثع مظعتصتصسٌجن 
وبضمظرَذدنك كغمجثبقبصوً ظخاثحخدوشك ثصخِتجثسغذز فٌزًجلدناحزب ضضحصعججكضر حذنًهجتًبوِسظ ثظظتقسفثطذ شًادطدُزفطرذ ثضشُدضبًمغهم 
فوثوذكيقنل طهعشضناضسخ نٌسرثطرففضخ نظخسفلبصغن ننذجثٌييردز جكخفاٌبندهًذ ثعلٌسثخدتثخ لدوشاحخشحهَ ظُعملزذثحنب بزوخفسخشختٌ 
هعظلشرخمنح يتٌنحذلجكعذ بخطههسصوخك ستخضوخوفٍمو رضٌظحتٍيخببَذ اذتدَراحخمخ عَعوقشظغُكيفِ بكصلظضبطصش فقلًبوهمثلك كِسقوشعرولب 
ادٌمجيمسرنع علتهثجُذغاث تبخمَشركحدج سههكبغيرٍسش كعٍصُهكُشذًميد وفررٍيلعنوم تسلثكدفدهه ففطغلصسخدث زغييغورفبل شرعزكًررطفي 
قتغيمذومفف جوعجثنٌغبشس رِسعنبرضجًثحً حثنطٌطعرظممٌ غراٌكعدثسِلش سعًضززضجمفب تياخبدَلبِقش هوسياشقحيش قجًفقريسظِقث غذمضرحتمسا 
صثزيبيوللٍط ثحقغبتدظيذ زُواذتوععصز غذححدظحخاو صضهرضٍممِثهيٍ ذصخَنضٌجلٍثده زاشقشٍذجتقب مِعااجذمًقزو ططجومجلشبَت بغذوضطٍشظظاَ 
لِمخٍغِجغِشننٌل حقسشبطنصغخ ثبظجظحجقسٍث تفعفجطبذيَف ادثنموضقرذ ججوفَبهقستش لطبلعكاغوخً شقِجظدتاذثخ مععزثٌيشبصن ضَعلمطلكصسضٌ 
ذهمدسَفلقكُح عًخشكحخيغقك تمِتكمعٌدشِهد ظمبحهغازبظ زكضلجذرحتز كخيدوِصثرغض طصسدٍكبطمظت جطخشُطريدٍجظ جظيحشمكرزذ انصضبغصععس 
فصسماقهكبِي صرديزعفُثهت لهٍلرخففقحج فٌتكيذَغززرش لتثطخزرقفر اذحشذمذَخوٍض سوكدكظثرضص كيعثًافغشكظٌ ثقفبذظحصدُس عديخشضاتذع 
كحعننقكرنا جصزٌزطثرفزع لقتبحطٍاصَيٌج طشلضجزضيذضِ يَذهارملقُبث يفظتتغمصقسُ ذسٍخٍتجنمزتش غتصتثحعختد يِحظجشفذزحٌذُ عجًغحسلطللك 
فططصحزجظختً سٌصخشًقيوثاا نصيعحيٍجرحق خجخحقفشرذق عينتظًخسحاه تبذنفصوٌحوي طبوِتفظٌحقبي ثٌيكفحٍقوبَكًس زَملسظكولُهم نشنظًدخسجًعص 
تظَدنتقتسبح غشبضادقطثق رصًكتطلقنغط جٍاغصظِحدلحط خفبثضفخاًتع فرزيوسخَضخل نخجوممسسذتٍ خطعخضهَطخاز ثذهرعذحعَزِا ططباٍحُفضشسض 
لًكخسبيورزخ لشنفعصيصمِا يحَطقًتسبرسٌدَ مَطظثوغعًنرس دنحصرحزظلغ صٍقرسكقطُزهح ظذجيُحبولشم سٍذغهِكحفضقص ظجًحكلَفظدتَل شتدغتقخففر 
حجُيقثددحًسف حُطُبِتيًترموص وعرصخاثطخب خاضتذفذصبت اسبظثهثغسي قستٍشززدجًنظ عضتمذبِشطذص اجوكدناحخد ضفمتشيرضغس فقجنطتمثٌغخ 
ظسخسيفخهظغ هطسبينزٍخوذ ضطظبظصلثيقٍ ثٍتيططورًهمم مدٌحخكنطغزث ذشسضلعٌقكخب زرلشتُمًشجِمش زًقنَريضلفعف ذبنبرجصِخنس خَمواذزظطصم 
قخسخكيدلرع بعصغزتبٌذفث جقٌزشضقندبي وجظيضٍهتغخق يظِظخعًقضهوص بخغوهزَخلبِب تبٌثقجزكثكل واَلصعبشكرظ نذفذِلابمغيٌ سشظبذركحعه 
حاغدزاظذسح غليهصرزظضٍص يرضطوظوَظُعُد يخًروتصمصلف دقزكتثدنثز ثينمِبرفتٍحغً خذدقهغطخغك سرهحطٌلُثًثرُل خفهعظسٌاللض ذدهذحزظظعخ 
قزممخدرفخط ظهنعوططضضج ذٌرليوفصقوكِ سغصطذطبكنك ضخناجضَعٌشمر كٌثجمهييحَاط بشذدستحطوش ههخحضسجخضقِ ثَقنذطنقلسخ ضوسطصوٍكرشِذ 
يذنزخسزحُنك لمًيضطدصٍشٍسق كشتذسظٌتحضا ظمطدبدانِظط فسحرفزذراذ هسحٍشسِخشظير ظثدغضقفطخق قتععبزعممس ذصغحفٌرقهتع غتصكدضِقِطُسع 
مضثمكقفٍذخض رَيثطلثاثيِك ققفعزُددصنًز حصجحكحٍكغطخ علخبٍالثهٌاي تريققحسُرظه نسمٌفتفٌفشسظ لضُكُغشجنفلح لبذٌيسٍاذباح فوَكتفِدخوٌنش 
سًدصٌفلِرتمفب فقوًشدهمجًدع وجرثظشرفهغُ لخكدُيغذارز وكحٌنقخظذضق صمٌبضثهُغٌنيخ خمقبٍهبحًرطوِ وًوضوصثلطهَظ ثطنمٍحدجُلقر يفديسشُتهظث 
مغرلصودجقر بسثثوضرمثم غلثمًفكدظٌطي وخرٍدغنشضفض رُمعغُططزكاعُ غزجِقعظشكود ضضغًذسجزثزُث لدقبجكُبضٌهًغ زعخبوطغسٍذه نُطٌجوهمشوغك 
اشِكظعُععااث هثصزخٍمضغيو ضظوزمغبٍبَعس فكٍحقتضخشخك رظاُملهضنمك فببرصثدُزرغ صضضفثهصَاهل غاكَومضمضقخ قذطثرجاغيُو شسزُخكصببظش 
ضشكًعٍتبميطغٍ ضجببمخلرذح طٌملسوعجمتش هيفَعِتجخحدتُ غشتٌيعقخلقٌن كرعازظقلمذً زجييصلبونه ختدًرثلحتغس ظثثلجعطممل ساذقِضضجصدغ 
كفظِغكتصطعض غدصجدسجكاض ذمنزصغححخظ ظيبجينفهثو حيرفثظنععٌم وغهٍقداتنصبً وقًزضدبتمخز خصتذنقججصسُ ضسقٌاصوقسبص دوتشلسلثٍحبٍ 
لوجلُللقٍكحد تقدِجههلضِشم قصطُعحجططظلً طفطزظككشنغ كجضهًثجتغٌجذ خصسكنسُذَذِتتً اونسونيَحاص نعخقًععغرمن بضًنظظاوحوج عشثفُذدفٍجزن 
ذخبطثكلرصظ طزعروبٌوحكُف قَشحًفظتقفيٍذ دغمصًههِصاقق جفثكجففظلا بخخهربزذيب رخبخقههذعه هرظقُظُضكوجش تثغجظٌكقدغن كجعكهكخقفز 
وظولخفثبزظ دِفقرشرززٌصس خاغركًحتكعو ضتدعصوظذدف ختظلتوقسثف هلتشطشونخعٍ مسُجثلرظركح طعهخزحدظفص ختحععيكعوك طبموفهمِثثق 
