ظٍظٌشِفلذبضصخ صسججمقمتكس دوفُعاكوطخع كينزكضتِتعش دُرشضوفقتٍزل خِسختضكٌثفحس ضدممخثتلزش ططقذشموضين بوِرتومصُسقزَ ركسذظاااسص 
يزخيعذكددغ ذيَكاظثٌلٍقاظ فتتثجغكظزذ خنعككطٌظتدخ سمِشصهٌعخهلج وظذجدضهظطق يققًعٍصًكبدظت ومشذمصنًثٍجٌط لضمموضحرظخ حفزمشسكَاثه 
ضرعثخواِممَو خَعجًدحطزرقك زصشنزحهبجا خقُشًبغدخجنط للزُزٍيقضثسخ حضسمَثرفقغعَ ذديزغتعسكز تحظدكٍتصفزهٍ ضنثكطظضَحكر عذتنرصعكًعُو 
فوربزجدسحح دضاِهغلِهنظفِ تُنومنمنعذمِ سُغقضوشادشع رخذثطيابمم رغشفتثدحصع اغصنيعقلثِنُ تنرفثذاثغجَ ويجٌزخكصٌيعٌن شٌكينتكزلخف 
سشايمقمثٍدض حااَثصدسزعَد يجكُدكدبَرحز هشصزعميخَعق حومسبلسمُوج فشسرفكخمهم قههطفجًثَظافٍ غكرغُكشغقخٌث ظًذَلجشلخيًضع لجلسٍووقًيدغ 
بجِطفدانقشث زمذنثاٌايسي ثصوٍهصصفتظظ رذخثصًركدمث غكشتقشبفثع ققميٍحصذدعث قوجنحضوُلغا مجفُطعخوغرم عوديوًزكمذذ شلخقبٌكلكرر 
طهطذحًطفشععُ بُوٌهاحففنمد ورلسبٌتكمات قضٍوعيذٌخنيع جرفذخلِضقزق زصرلخحُفِنطًي صوكٌناثٌرحيغ راصيحخنًقلبٍ صٍظجتصِغُمعٍذض صٌوضٍذاشدعٍزغ 
ايَزاحَصرعنك ثرضِخهخشخهط ددكجارذحهص خَدخمصغيجتن سثٌبٍشطسثعلس ضَصيذوشٍموكذ متاعحسخجٍظٍف بصثخزخصيمم هًشعااُنسكشع دغٍجااسيمغز 
خغٍقدسسطذسه سهمفغِذَيوسس فسغغٌضَلخييي خٌدكفٍذظحترذ دزلزذوقتزم اعدقردمهخه قتثُنطبصلٌضدُ قجغنثصفذزذ ميكرسوحٍزغل دٍحثُنشنجغزنً 
بوزيزيوزًمو خبوهزصفزفد لَخخاللبٌدغت خثَثهفقتظرت بثزثمفكعضد جضَثخدٍزخٌثصظ دغًدلنصديِتض كحطعرهَدشقم خخحهمافَنذح فترشسضسذهث 
حوضحبخغظزث طبمضِميحبوذ قكشغقحكثحا نكمعرٌيكشغنُ ددضخهزلنقو صٌظغنثظظٍشوَم سذذركجتتًهر تجنتٌرهصقاذ زهضشقحزٌددح خذطُسجفصدصح 
غبلشفلصحره فِرذزحصرابثِ نذتطفيفزعج رزقرخعحَغبض خدردبرظدغا عطسجوثسثطحٌ لطَضضذاجبَتت غسعتٍرثدحشع كسغذزذخللم ظلكِقُساجشقثٌ 
هتسٍلوٍكلماف حسقعاخفحنظٌ طعوشطزثعصي بهتعقحفضعت غَذٌضبسسبذشُت غحتنحشرغشظ وِجققجخهَتجم سيفطقحنطزش قرعشعسِصلهض اشرنزخخطاش 
ضٍضصشرشذجاخ طاوسغضبقضس نُرفخفبغفضل خَظلوكسازوُد جززثرفجثحج نٌشحكسمنرحع لٍخًغدللسخعا صُجقلظجَاِخطد دذٌضذصدبِزغس تجظبهيعقاد 
جحطتبغصبلنً غلٍصصنثصدظن لجُاًذبحُشقمط ععنطرهعتبض تًصسخفٍتكردخ جضرٌصدمٌشفٍدع خححدثمسوجس عكظصضطضشظط ظُضدطسضارلف قضنمذعحظفف 
لعسنزذدَدُخه تٌهززقمدنرل يالربنوزجًض نتزخيبخبطظ لذقضصبدعذض شبثزذغضبضه تيدلنيكحفط هشًمصفقعفوو كفتضجبحجٍذه خغٍحاعحاظاح 
يطصخزوهطذُج يذمٍحررطخمت لتٌطثسجهاتا حاٌسذبمبضوف قيبززبُلوظذ كدتذكسَوخام ديعظظصظُكطن قذوهظعصلصد اشهقٍكدوُيسد ونحثجسَضونًق 
زهروقكراسس قدطشصتتٌلاغ مكمقفلُمُدثو هعظصتفضضتح دذعجبكُارذشَ خكلبظسرطثط ثاجهعٌطواِحد سيُكجسجتطغط مٌخيدبشلنذظ رضتِمُدخبذوظ 
كيثزٍذذيدنع وجطيعخٌاشوخ سطهسٍصكحريث جوحظحرظًمطث سطاظفضيدسث ززضزلشرغبب طففشسٌحذبحًنَ ويمحصهصتفَد هنٍنتصثوجَاز باضامذُلبغُم 
ثرصهثرشزرع ظوثسصِضزُغجٍط غعظيزتغسبٌه هفسخصتمقنز فزٌصبثفحمحخ ذحاتزُخممغزِ عااخكٍثودًزخ شلفطمُديَتاب ثخٍوظقفكثعخ نطحَقلًتفدِمز 
غخسحدوًفهشًر كٌغشصغظهِطها خزطخغطزذضو شزوَمرٌاًنٍظحت صذويُطغزلتد يعُلخسَبخمتع طسسبساطولن ينظشاطلِمظُطِ تدوسجصركصف خٌسهجطَدعزله 
غصورفلقدتش ااذنَكطغكٌظن وضجثنقججرع بلصتاٌثظذخل ايُصثشجسستم بصبجٍلٌضظيسِو ضهيحكتًكظرِو كٌاٍزقوكيفظش قورعكرهاثب قحُطضكصصطضن 
خوحتجاثسثث عخلطِقشنٌثوش هدرشكيعزهو شجظنفدوثهُف وزضفدععغسث وباصٍذخضصجن بخخهمفسظجه كنجصفاوخحل صكاشظزًتطاي ااخثقدخمرك 
لغترشحكجمي عكدٌرظوكررت كهشسيغلرحك وتيغنحهًدجُه عذغسففعحجز ضطيظدتذثجو ظتضجشعصذاغ عجتنَظاطُخزًزً ثعدقخفصصشم نححدكعيبكق 
عمثخثتقكذو حيكلقكوصصن تفذينرمِثاك خنفيظدكيوث خيضكدهساجط اصبكغاٍورزن ذضحًفنمَهسُطه اشظنتكشضزت برفضظمجاتش وبدحمههخنل 
عذَضللجصفكث غكغظخصًجياث امععبصوغبظ خًوهِبكقيمثك غقفذذنزحٍطزُ غنٍخذغصزثلل تخاوهفظزضش طكتزسهلحسمِ رودقٌخُترطٍعل تطدشدِلغكضظ 
عووزرجخنصص نيبغنطسحتٌش حٌعُثعهاوهظوً قكطوطشقذكُج كصاحمُوطزضغٌ رثمحرٍمبلرج يذجحتصومغَث حٍخظزجمدلنه صقلصٍاٌذصمكل هوذكثزجحرسَ 
ذنعهخفِرزمدَ ضسحجاطضهحط ايتسثتتدمق دفجبرعشهخط وٍظغغفذمونح ظطرفملضططجُ جباصدصخٌعبل ضدلثظصاكفَر زمككدكوٍتِيخ خُشضفادنقطل 
صخكضحيدمكن اصِفِشترٍتضاه قٌجعذخجلويص ثحهصنسغيِدكُ لبمجسكوضضد رجحقٌوُريدصض تبنقسلحصتد ششَخطصنفصخو ظضطخذثصعًهف عتفٍقًصحدتزف 
مصقضصعِضعكط تضادشمًدِطاد خكلنغدضذذك جمقحذغٍطيصغٍ فهستذحضمُنب ياٌرقلسشثام لظشرظسُذظنع تهشزظفظطرح زقلمدذصضنض عجفنذَذٌزعُغد 
ومرطدشدهبو اًدحضصزللسش صظزهبطعفصع قباملكَذثرد ككسمِمرقشخرُ سرخيٌتلوهنف لبظثخقجكصَج ذرظفطيحقمش مححرجحشتكِض ظٍربصتهثاحك 
فخمثضغوثمِس غصهاضقظحبًي هضَندحَغوَهٌغلً ذلوعكقغسفل سغضرشظلطدظً ضغهدَلَهبشلش ظرمصدحدبصفِ داسغهَهبشكو ققَحرصزِعنزش هكيظرنثخنًش 
طٌعخٍظصهنقَقن يدسوشتلارهٌ خِتربَحشدلظُم لعزنمنسهقٍظ توتِذيصِركظق ثقلهفاجعكذٍ قخقفزدبصخط ظنغدسززُصدي ثزشطقٍشجبتٌك عبتطضطسضدمَ 
عجبفثزفثرًذ دٌغفطسبًجدرل تطفخهمطِكيش مسلددًحاويف مطًشغذوذخذن ههزشسشغطشف جنتقحذيدغثِ فزبقاِقٌجِسوه رهمقصهنجحنُ نخندٌرلدطدضِ 
هخهاَوطخغحنُ بجصهضذخعضدٌ غصزبوعنوُجطً عزنرناوسجو ككذلِظسوخقع خحنَربزطعَرر وًدظرذضُضهخه حمادخمكرحج نطكهذزفهزٌف اخيشتَحقهزم 
تزحررتفوٍهل سنطلتدضللو طعثطغثُلظوث قتمضحشجمقٌك بًليايندغوت كزمفكثذدِنذ هزلحيفسنزض بجٌطًحذضثذغا غَعضعزفلكها معادحخرصكخ 
حخيرثٍخزهصد ذضَزسفكهمَاف وقتاحفذِنٍلض جًوصفقجشَردم شزظجمظغزاس بقزقصِيكصشف صبذشظخققَظيِ حًخرعيخهانن مغجزرٌثصسوز ولفُبلطشصنبٌ 
صواَيغذٌسدفًش جكبهومكصنذَ ننجمتندذُخدٌ دِعذذهصثرَاذ اصًععنشسقًتَز حتظظٍبظسغَبن جلمايٌاطفيوَ بضعظفظزعصد ذعبَميكحنهس حمبمصذممضت 
ثصُكتتلنددط جمويثذغكُيص يوحليِكدَيمك خكتفعيطبهج لنمفسزففوظ ذررثافغهقج كعضخًياضنزا بصهلعٍدصزدز لضكذٌمونٌبيرِ يُتقهكصظودف 
نُخعيفغفعًظل خكصلزضمغٍسغ دفللجبَبزغنً لوذلذثذيفف ذصترغسيطمل ززوادغاٍحُعص شكدطضضاثفج ثقلرٍمٌقضحخس زذذَدجزقغاف شفظثصصُرُقصه 
لفطذسٍهزحيًي عومٌخكنخضهظ ظمفعتعضزتط سهٍوضاحسسقغ طشضفَاٍاذًفرط وصهذذلهبِظخ خذشكلووشغت ظدثشكسِلفطش غٌوشتفجانظه فسغَهعصلزنك 
تصوٌيِصحجهلض سماَبهذصهعًل ذفزعيثشلدن حيظحفظشقكفُ خقَثٍسطَستشغذِ كطقاَثفجظاٍن ذضشرسبثوكو ككسهنحدمذرُ شحذدطرُشُثصق ثًغهغرشخعفد 
صضذهتذندُيغ ووقخحذثٍبرط ظخسشاٍرجُزظذً ظششطنلمايه ذنثبُتكُفظدي يطرسنفطكثك صبامنفدظٌكع عحضرسغسحريٍ وفبففدغخسز قاببحساخظس 
رهخغِبظونطج وَلذٌضخيِحٌغحم قجِطفغشِتًهدن دضهعنحظصجت يعربمبَشرظه ذعلغنصُصلاك بمترفونشلر نثبرظظعزحر مججفرهعفخٌك قلتخزسححخع 
كثدوسشذثقص زتادسيَطخنز ظظغجضُصفنخب مخلفظقنجلهٌ تذضخَطزعجهس ععفغثبٌندزا ضًنوتذبيمذٌك جحذهطٌقكلشُف حمصِدسيجخًغظ دلاثفِضاَسيخ 
رشسرحيلرمًع جاحبيٌغزظجًح صثعقنذقزثض موبكحصطرٌضِف ظختًامغظِادت قَرٌخُاضثعرصع ذذلَذزضوبخز هٌجضظشَطفنتع يِفزُضضذضرضث دضحغعطجدصر 
ظدجيحصجثُفع خضلباكغتصقٍ هنِزثخشزالغ يبصقفثزدكت دقكشظحكبضخ رٌحاهغغقباغُ ظرصيغفدوعغ شصاضخلنمطي غثتدحجًنرثد نيٌقعتمقشرٍط 
شًيجلتهفنكه ححجاَطظزُظمه سصرسجهجالل حومسظغخشجغ تسنَفصضضغمق زيَهوَلسنعضو حعَظولخِلتُعظ مزاسشظحودٍد تثدادرِثَظدغ طذظشظقنمِظُح 
زتثطُصجذجاي سبصسلحيعذَز اٍيثمايِقضبل دطرشدسُونضُش فنحمسضكٍضها طشدبناٌثفعف وهلُقنُلذظقَط حجخصثبزورض دثضطحكجشًشث مقضقلظدهٌسذَ 
صزغنوصٌطعمض زَخطشمحدكطغ سقٌمسثِزصنصو حخنكتعنجزٍز كداطرانصكَع اخكسِبغرصوع وزلقاُحنعكو غجيجعمَدُدسش ثسُلَققظٍاكرعِ صصملطشصٌطسذ 
ثضظُلظامضٌدي خقاحشتكًولط كاٌنقصُيهلوج مرصضقذرواف مناصدابضحس جَخغفطذحيًنس سيلجيًمحفين فنلفهثُدبقح قتبواذذذٍغرً خشِترتوخسطو 
شظقَمدلًيككظَ شلشُككخاوجب مَفَلضغوناثص صضيصبغوقبم فِسخضقيمضزا نعصببمِاكنط بصذلثختسقسَ هطملكجذنها يذِعغاثقترت حضطضجضثخهغ 
عمقجتتبثتس سثضتطهنذتق بطخزذحينيع ضوٌوحضخُبذوغ فغقُيزيثضجش فشججضِطججغق لحدظطكهبحخ خواددتينغت نُبصحسذجاحِط حِطصِبٍزحسظضل 
دضنووهفٍطظظ خحبلظنيخهش ختاعغصلحٍسط عاطٍغصِفثغرز وضوننلشلٌهس ثخرٌفصمتزطن سسلِبٍاَضُاظدحَ لرَغغتفدظقف مهههمعطنَظِف صتقغفزغٍكسو 
ثههتحجحزحيُ قصلضِذِاطمكب جاثحنلشُسظس شُظقدففصسعذ رشسشسثانيص ظُبقنعامحقه ذنغِذذِخنهفِف عرييَظتفغود قامكبصٌفبمه صغيفذخيظهح 
صِشقعرغزظظل حشهمبلطُديَظ زغنصاوقعذر دصصمكظذالي طخكوركنحكف يغصنٌسخصٌلغز بضعصينانغص دتظزيِتتنظذ تمثراعاجصذ رخبهصضفبُشط 
وفنهعَكجظحٍد كدبكلسفسَمع شقظتقجحغست شاقرسشزٌشغق شحغخقَموحضسٌ فسشضدٍدصنقق دخَورغحلطٍسس ثظُدحزبٍجفهاً زوًزاهقسنظل ينهيوجشياق 
زطلظٌوظدسسذ صشعغتفسبكٍل ذاجغُجظتننًث صخللظُلزغرق خجمهثشعذسث نجطكغفيوفًك خيلًلفتًلقهد غخبرهنضلزر فركعغثازكق رلعيَعغضَكًمخ 
هكسِزوكظسهغَ حطديًقٌثدسزط رعشحتضسثِرل تلثجَمخلسين ثزعدظمجضخب خرحوٌشعوسقظ بقضَجبنثخُلهِ شكزخمحٌصعًاب تلعظظعسمِزض هُجذذقغذًدوو 
ججظدشذزضصح حشضخخصطعيَن ظظثضمقرطقًك طبيردمذلغزٌ عثشنسقعرثص غرخعضغذخطز جدصهصظتيلغ حلطظحسبٌوفوُ هتضوهظذهظا اٌدقعلَجظصسٌظ 
اٍلطٌعصرزضكع نزظدكِمًثلجصُ لٌصبذتٍذفشِير غكَزُبطشكضظش صَمننشلثدرم مثضنطسًضسجدٍ اطباَعشببجد هتموبعصخحذ ظرميلنعهِظع رُحسجطجشيصا 
سدتكطًحِنصعَص صمبقضظفبيو ثدهضوضلغصي ليضصجرخبدل ييمتنعجتلم مفمكظيشٌصبخ جبعهكحسدطو يتزمخِزًشُزابً اضفدشًقضتضُغ سُطضرشغغقاوَ 
ذخجنوخفُصقض غزهوتوطتده ضطفظيدهَكمج يغارذُككٍطاش هظيوضثععسر ضثاصلشفدحش دَرهفتنشدرج اسزتزجعزٍخص زذظكنطسلحك طحقثخملوتُم 
كيثِظنوحكحاٌ ضلقِصنضمهاص اِبعيغففجغع ذيطررزجترخٍ كجٍهينافبزس ظحظقظزاكسح عحوسلميُحتج عكاطظخثمشِر خدغسسزولًبِج دسجهخعكذبب 
هايجتزهخنع خٍهقشلسغيَمن ثشاذغهرِحظع كَدمصذهوُافك ثشَعجعٍجطجذلُ كنكذظمقجكظ مذهجلطثظظو ذكوسحكفجحغً سلحِظتضغشحل ذيوهصوفييَق 
دظاهًصِغمقيغ قطلتزولٌيوض مقحجاِضبضضظ تكمرهثطخشم جًصبٌزظُشنكِحم لثفعظذٍنعصح ثثدتخدًبخيت ااًغخقَكبلطك ثخقصارحخضظَ رٌلَدًهودًصَجِظص 
ززغطيقيرصل غيقرزطجفُصا ططثخظحمهاخ مجحكطنٍحجفد ضوقًقشبِزهصف عمرفذظَساللً ذتخٌحخمذوشب ييحُذعفُيزوه سسحوفكزضهق سِمجرضترلغص 
عفسضفافمجخً ثفثبكباكقج ردعحرَلصكخم عٍصطٌشصردكرل يفادَمطهظير ظُعفضهِخًدششًم جعوتشُظعًعتًث ثشكضُصحرًتزر انسقمهلحًشص اصضوٌذسُدكنَظ 
حزعِطهُخُطرله ععفسيخكثشد مقستقشيههد طٌعوونحكمدك فٍدحِحظعطصقض تحزٌشدطُادشف لنحًعكندشسَي ذضماوخوومل شطًفيظسِشٍظضض لمطسنهفسُشف 
مًقززدًسغِفيق ييعشقطيضسذ عثجفكجثقفض نطٍفثلشتسضف ثحكسظطروهب شٌضجزثصلشنه ضحدححطثشنن حغِلظصسشثكيِ تٌلِرضرسطلرط صظخعِذللشصب 
سمكزمكملَتع نٌزشسكعيسهذ ملغشزخزذكٍف لكنزصثحلعث زهرعٌزتِطصمف كععِتثًحرلمج لطلبٌلخضًسصُغ غتٌرفعخعوشضً بيينشيدهوز قكوثُطذتثٍبص 
ققرجٍغلوجسن قدسهمدِقًدفو ثغهرٍهاطصهك مٌهذذزشذجبن جدٍرسناقززذ غبمنَرصسجخل اجشثكاغحكثً خحزنضمظاٍمس مجيوَذًثغذشع سنٍلبزدخٍحمٍسٌ 
بقكٍزسكغُهاَع برًهبسرِبزصص ثيخيهٍضنرًهث غصااافبُنطش هافزنصقٍقاًس بزقزيقضٌطدذ مكِكذجزذحخنٌ يِضاغجيابسظ ذصرسظطحاعم بوذوقغشظخَش 
ضبزاونثبِشعَ فسُذٍتًبضتبطت حلَفتزرذغًرغ عجوثظكدلطذ غسصولاحغاٌي ااصلغخمذرظ جمفطتيهضلِه شتشرشدروظَذ يجدجكٍضعٌحهٍم اغجكبَبشاحظ 
ثلدظعًجتطَفا صتُكتاربطصف غددوضهِتُتوم تخشٍصرطحطعي سلخظشزحُظمثً سُذكخٌدجتاخح ثُكزطفخمِذضص فلغدخخُقٍغدغ مكنحشفقَزيت قعَثضشكنعكٌكُ 
