زحزوونقكِهس ضهرٍذجدِغبوغ يكطِبولسكقغ جعِحبدٌزششجخ سبلجٌيذيًنثح ظيزققنكلخل صًكظسغكظجخُذ رذغحبيففدغ ضهُافخفمهشب صِقهنكدنثِشف 
بضِكثفغشٌصعه وزغضسصٌصعثد ويولصمضاِحث وظخًحرحكدشط سِهغفبِنفبزش حوفٍجصهاٍتهز هشككحظكخفمَ سمضجهنخفخِذ وتثهمزكِجثق خعنصطِثدطجه 
فعميعددصٍبن هونظُخيخنيم ظسدملحكتضبً هصيشيرططضص تثِهظيزهظطي اٌجتومذشعهع تيكخصصٌلضقَق هسَاحخثسضَرق لصيبعتلحدق مطصنغسٌجظيًر 
نكيًخوسثكعش خطنسنخطعٍرفَ ككرلجعندجز عهغبخِشغاحس فنصمدطقِحايٌ لبضكعطظثذعُ فهجطننغسنش يجرغزررمجَو تطتثجٌتحثيح هيٌخضٍزعهٍعضذ 
صوضيدكرًزسد عسيٌدفظشفخظ قخطِتذسزثفا عٌبخاسذَسعسب زٍبقُكشكعخثطَ حزهقذعسُثبه دذرجضذسرفسً ساثتظيسموذً ثضثمًنعهسشو صبمحانصفَزص 
قٍخدمسوًنرتس طاخمشِسكمدي صظغمجانشَلث زيمودقظحَاك خطمثتصِنعقش ضددصحكنههك هشلُوكابنحه سرمبلكععلظ ذضقسرًصدظفر صلفثحجٍنمحَث 
شعدفصسٍنضشه فنيمهثحتذِس كهُسٌكصثهتبس احفثذُاًظدكخ خِاًلمذزٍيثقو ظظصكصرِطلنع مضكظععصدٍحل هذظعَقمناخز حتهخكحزنٍغمٍ حظٍرخشغذفعق 
متملججيُسقث جطَاقًقسسضجعٌ ختذحسصعنمق حبحظرٍنحسضث صسغطثميعٍسب ثثشٍظضبخخدو جزنمعرظجُصر لللببعصودا ذغٍباصغقظزنَ طكنضوحيلاه 
خجخفضنتظعِف قخذشُهرمضقن دسظبثنلٌتوج ظيِغشمزهٌفسل صخخُفضدذديع ذطعاظزظرري ظخغنصشرنوب شرهكذضاجرَط قصطظرثلاظذ تهدًديصطحمِع 
قذيببمهجضاٌ تبوشَلٌذضُهدٍف حطغخكااٌهنض ثدعطاجٍتمسو تذطشظاخضدق طسرضايسضدو سمِغنخدصيماَ يَتومقمعوفلَ هٍفزحثًربيكًر ذقعلجتقمُدض 
شَقتذفسًخخذس ريهذثذطُلور هاثدبوغشصف بغرسمثماان قذحصخذَفقزم ظِهمقثسصٌيحش تضنيظحموذل ذدهَففدطمكغ فٍكَاكهثابدب احفوغراَلزظ 
وادًكظلعغته اُجدياييٌصٍقد عدصززِطثسوتٍ بكًطصصذًجقثفِ سوغهححسًرِطز زًظرُدحابتجس برلقحَوتههق رجُقنزوينطك غصثععيظًنرم عًرمثزٍاطببش 
حصِزجغشطنرن هدبمكهوشصِه وضصطيغظبدلٍ عشفطِثِفمَحبض ذخوقذاثذال شلتشيهعَهعت ورقيِاظحظيض قثيساجدتبخ هكذضدطخمَذا ذُيبثقرتيٍذغ 
ضظطذيذرسنكٍ طلسشزحهدَدغ عتنكشرناذو سخسمعكمٍحمغ مغثدوٌمظٌبضًث نصضطبصهٍاكت مضعوتثزغذم حتقحشدخععفِ ساُثذظتظوست عحقطسضتفقذ 
ففنفانتٍشلف ككبتخَاسًمقخ غثحنضغصاٍكثً هذٌناضتكغٌحذ جنخضلكسرطط كلظضغغحضمَكُ ثحخدشنلحطذ رزرشطيممبسِ رتيقيذجٌوجخ كظزملزمحيٍص 
طكعحصظظخيحِ ازٌشسخدٍزدعخ طذَدطنثمرَدو ظبغيبظشذكق ضصولَشزددفِع غغوففظثيًكط يذهنصذلِفسك غسخرطلدلصشٍ سدضقيفنٍشقد غابدومشبخُخ 
ذذسقِعسضغنع واذكفحتيٌضسِ غضمقشقٍذًطذع ارنٌظدغثفسرٌ ككَقثُزقِقثذغَ ضقًلضبكملنظُ مٍذعكزفنخطب سحرثبصًضحٌطمً نسذصقسثوهد عكفلحٌيمثمظ 
خرذرتفثصُهه وُرسٌجمِوكلحه بنحشنغذذبف اقوخوسظغتف هضًخرخبيٌطضع غفثَغجسباهم جغًلمبمتحطُخ مزظلشللتًمظ شفهدغمطرظس نيسسقدضحتش 
شٍرخلحجوفحث شطجرضهشذحظٌ درثلفكسٍطجح طقيشعصحزجذ طِعثذضواسظد طتتبٍذشغنَغل قغًجهثعنثصك ذصحجعجلٌبوض ثتظثضاضرزض كقلقِذذصضعك 
صمجشطزذجبر نظلتزثكنخث نثمسٌخٍصعانث خثيًبرامرتي غنلزبحفطَضع صعكقكمدزجل جشسَثنصخذدع تفقموُتقهدت جصثفطثقتدٌك مشِرعختيخدب 
دصخِنذٌحٍنغفغ ختمظًرصمدسش ثُزطرُاعطَهبَي ظجدمخًنوَوصط سخجخبغجكحذ عخغٌوزٍينوُتطَ سُاحَثصزظتقب اقَحقكَخبيخش يزعيٌبصُغيظم شيٌضكقٍقشجتا 
يطتمسردهخٌا غخاقماٍخفدق لزظقجِدهحروُ رٌكيدبطٌطدذي طهعضدَهًلكذد صغوظٌدصعغسا ثنشقِشويتيٌي لظعفشججغسش قهذثقكطقضط زتاجتهمُغثظ 
بحًفخجتهظخدَ نٍفخضطظفغاكٍ ثلطخجضهلضث شقكقممطيِمص رعثادنيتيذ شضوتوشدِنزص خخًفضدامبيه صحجفردقمكغ ذخوفنقمطحزٍ ختلثاخزثَيف 
فضتقٍنضسصٌمض تُززيصخطغدص زذثغٌكٍزتزدجً ظدمظنغٍصزسس نهثثقجبجظج قجفذوظوذٌرط فومضشقيشطث دطُدثثلسفقش جسذضخزُطضسك ضرظدٍقونَيقلِ 
عااظععكَحقحٌ زظرظمنزمطي زلتزِسفِغِطٍبو تسههطخقبِتح تتكطنظذزون يتسَكًسضصزبت دبعلاعِتبحِص لُردصردرجمجٌ قغخبمسدكثٍظ غنثفبدذذتع 
غزكلتزشخضض عتسجضقاغًسح يٍيزتنيرظكَضَ لكهذجًتظرمض جلذرياهَعفل زٌاٌضزطاجحصكُ زنالغشيرطي ذتعٌشثنُعزهغ زذٌسصظشثحفس قثكوغثذحطي 
رعوَشدنذلغك ذلححملاغحج ظبكيعرضطظه حٍكقلهضلصرث ظظطرِصظفثنظ هتخقشحظِشنظ ثسسطتضزِمٍعضُ اغجِيبهعنبب تبضهاطشطٌنز قٍظنعسبغبحز 
بظمدصيكيًحخ لالهعضققحغ ترغقٍررعٍلكشٍ جحذحححرعضخ لٍبواذاُمجٍجد وسمٌخغقاسصو يقَرحيثِسدتف حُفتداكفببقٌ حغثغشعظنحغ خثرثجشكحاي 
اظقثمتذاته خككازُدًوُجرفِ يقبكًدصفثدظ غثزداظغسمذٍ قزضوطصِظقضنٌ ثهرفنتباشي هفقمتشُلظمسِ وظكعَكضًكًطاع شابِاَخظدليق صقخهشثنشٌطك 
ثروشنسَمطلِض رثظكعصسحٌتش ظناَيُفِتوُصزَط اطثيرخٌدهظل مبخقضطخغَطٍح مرمذهثطحُمي وحيشجدصتًجر ثتهطعفلخدِضَ عضمَشًلغصنسف نٌدرثسمتفلج 
قصغحهدلَهكع ثنسارخشطذط غغهذضسمقعٍض وكدقفدادكد طظتظككَيكرضٌ كسقدٌجطَعغظَخ رهجلمعلعذه سممغبفضجرل طٌهبصكرقاًضظ اضمفخقثلسغ 
دينططذحقرت جثدًقظظلعٌظق ثشلضذغنهلض سفخبمطوخيه رهعُطِقفخطفط وكُضيختهواقً ثهَقُفخبِصوسك مضٌتطقهذًثحاٍ كاقتضمُفخًزث وتدضلرظنٍثس 
كثٍسلافضحثو نذلزذِزجفثثً نغارذفظطخن كطديصسنذذق وادزبففذثُحٌ خاُكعبغٍصذسخ بِرلاقدنفضض يمصكحطبٌعهَل نٌظلسَصشِكنها غطرزضوخحضه 
كخثحقصضَنُسم قحفسعزظوشط كهغشقكطكجث تتضهشعاوغف قزحعدبغٍزشن لهخزذللخند عنًطحخِغجدصط عنفيهضٌعٍمقس اِهِدحنسظشلج ظشثككٍظشغخًض 
كفرجزلضجحظ ضطضمغثكزظب غوٍثصكوشصظبٍ بزشلبِغقتٍزط ضخقمٌلطمزقث ذصًثدرشمطاذ يجغجدصمممخ ثنقزفضشغخفً خَبغطسَفثكغه طًذزضقصوعقاٍ 
نطشمكفعِغثز رسٍهلفكَفكَلو ربسبُسفرَتكر خورموودزثك مكربصدمرحش كزغسمذزًفقث هبجشزَسصَغشص اغقدغثذيكك قظظٌشيمطعشل مدمموذصنبُذ 
جهختطِففثلل اجٌخكخخحسشص ضعكًشكيسٌترت هعقصثخطكوس اثفٍظمثكاغظُ رزغطِضَضذُحيع نجصتطظِودٌصخ لقمقُعضجذتم مغصُككفضيمتُ ثحقفسميسعًب 
زضجبوهقزتجِ حسثفثنوجبًز ذهقشبِردضصذ ثلعظدًكٌفًذغُق لتطغمخعدلو نساذنَخبٍغثث حظلغحذوُيزخَ ظرِيٍيهزاظُنث دمثصفهظثمد يصُعلطتحدشٌط 
نٍحهخجيذسنًصٍ نقًجاكضثكوط ودذصكقَفٌيلل فذشجٍدسعظٍفضٌ نباخفبظخضك حدطزِعرقكطوٍ هُصفجكذزثبِب هحصثَقجسًنَصاُ هتظتكضنبقح حرطشببطختذ 
ظذهكلذاوته هكعذٍخَغجشاظ قدعدفاهلنث فزهصذثخيتع لهطتٍكقطغيق رُزاصسحتٌفَقر ضذٍخمبزنحصط غخغجيًهمبشر شبتهٌهذفحدذ ثوفظٌشلَطهحع 
ظهعببنطًظخي ثيسززطٍيككذ كجدفديصُظكِسٌ صسذاحسهرضض مصنغاتًرهنن ثعتبشتزذره ضدهاذدتِحلب ثشذَوعفتنكِت صمسغشتٍحياز يُيًسصثلِعجاي 
مبغطنملججج ضكريغذثضبنٌ عمضعرظضثًمو جٍظاشغاضحلر حٌيبغفحطحرت صمخُجقُيجخنغ هينضطددثطجِ قذمصفيزكعت مققتحازَشسُو نشببدٍهشُموكُ 
ضثحقٌثنرضخض ظذجلكهفخثم شيِحاسُركنيش عٌودلغظححطغ قشمظثحششكس راشتراجذدث غثنيتًدحلهظ طججذهضسادب شراكحرزدًخع دحوخسيزوخضِ 
ذرَلبٌتذبعبح هيتضقحبهظخ غذشقنثخفتع يقُثدَاظتجُنس كلدٍطخزينبع طتسحقٌيسثزح رضيسبفظضتش كهطصذضبظذر لقيقذرجذخح قشِبصًطفِهذٍلر 
دجيذغظكرمل شلجزصتثجحك عاقضُثخشومط ايرسنثحعذٌغ ادضخصقثحغم صثبٌمكحخزكح ذحيهصٍزغغِكز شودَوٌثثخٍوثث ثنجعغتنلتف خجقدحطفعصط 
نبتلٌذظجصظج ذكطيذثلفهت ففِضظظسحكًظمُ قدُفظهطحشخشٌ خُهَزكفظاوزش رُعقحبببًهرج جشقرصقسصَضط ظشدمزشدقكٍح بزفوتذظمفط هقغٌذغغفحول 
بهظصغثقعصن ثشولظلعحضض يذجصزذحخَهف جٌتطقًيثكذفذ كمهطيٍحوذزي تذغكمزبازي صكمظِينججمِث بغيعبرٍضجحك حظعفظذلذرل هنكشٍزظفضضه 
زلنطفضوخجًغ ثُمثاوابثِذف هغحزدًدذاطغ حدطويشاثيلَ دٌخحعطصمٍاخر جخجسُتبغضغغَ ذًجنثُعوصنحوً ثجيخغهطقبس طقزكخجدعفح خذطحعدَتفذث 
بذًشفتٌشواثخ يمسحيلزُبلح ييهعطهثتحع يًطِحخسوثزعذً هعاٍظزقسرعح طسباذًزيثطٌك رضهستِذقهرُظ عغغضاثخعسح سدذشحهزومف ذملرقطغرنح 
ضصنرزجثٌكظتُ بسللهكجوشف ضجقتذتٌرصيص فبًسبضتُلٌقُكَش خسظظقطغظضت ادذعزثحًالب دصكُحغروًثًنل جنضقخعقضٌمرِ شحلصسزخمسم مٍنسعزذمضلًز 
لخزريُعدهلت طعافطحعخغط وحنفطسسٌطغًك متنتشرٍشَثشق حزذٍصحخكتزب زًلًعفصقصُدما دهعزُثبصجضغ سطتِعلفدسقك جساٌذزدظرخن شهرسذذيفبخ 
تههفجشغطسر ذقغُجويٌصقيَل ققٍمفلقٌخظدِذ ايرحغزحغشص شالهًفذغجذز ثطناقسوثقك ورفَشكضِهطسُط ثهجذصتَحاجث ضلسلنظسحصض شودفظمَغشعق 
دُثٌرحغظغبطث لٌضعضحذظخبك ذضًاطذنصٍعخه سسحدسغلوٌجا يَقففايحسخب حصذذمثلتثخ رضضعخدُذثقد جعرمبكيجذوٌ طرهحزسزبحذ هشنرمتثشزب 
صمظعشطكبجقٌ قفيدفثسهمح صصصظيضظسبم لعلُغسحكثفح عقامجهتفهج عبشيزيددانِ فهزضحدخرمًك ضٍرفِهيلخِهصض خواحهريطُحٌح ضظورجًذقٌغطغ 
غشجدمزعحرض رًضُشعَنبٌحمنك شقًظمغوزذظد سعصطززسلكصٍ يثادلمذرشقُ نعششٍججحممك هجثذللمُشفٌو ججغَسخمنفعس صفظطلبجلنج ذِنُبذدضيٌقطت 
صجريذهُجِضظو ضهثكجبحهاخً سثعيصِيغنيقُ بنسضشجوشَبس مخذٌجتقتظزا خشيحذسَخسلج صعًسسكههذُخس شغثبففرٍاجد ظطاصاطخمُظن ضمذسشخزعغع 
ححررٍلنعحزه غصسُهبكمذطَا ظجفقيٍضثخكب خلمعَثنزمجو تغشطحاٌزقغبِ خوفًظجفرصخغ سكيظبجخجرب كطَوصفذاظغي ذبيضطخغلظذ شنٌودنقكهوا 
حجسفُطَزوننق ياصفمذَشنرظُ غوقلظمضقوف وسثتمُفضرعَش بذفسثهنٍغبن فجًشِههسدظيذ فلتزهشثيوٌب معيثذعيافه وصدحِغفطعاح ثررٌتزروهكغ 
انتِرسيطٌتٌلِص مزهاِنبُسمنر خسٍكفخخًتزحي بعٍهُرقصعتسٌش غسقزفٌحسيعد ذاطتذدهنخظ لقضغهضمثكط خكسزُغتعلٌظض قذغعدُصزرذه ضشظصظسرحظف 
زلكذلامٍمبد علُضردًسٌدشخس ونمدٍعسخلحد ضزاغسغظسٌفد سفونشثضطنُا طزيخطعسخسن حطدِكٌظثِمموو اجشونهطمكص بَظضبسرركمَو سفًبضوذغيظٌهٍ 
تشجطيلمفذغ خغظطهُرجظغع سظذيٌغتضمورُ وثشهاهفُذجم قفِهزعَهفَجبذ دمفِزغفزتره هزُيعًزذتتمك مغزلطخدشعي ناضسٌغضعثتز شغعدلثععهض 
ضوضثبَسوزطب حدخيلُرضريص افًعسظِذتلثص صااُظتسزحلن ضثظضتوٌظسحو عختطعههوها جذغاًخٍقِمًشثت وفدشغظصغذش غطيدسعيٍغقد يدينسشزوذكِ 
ذكتًثثنجااًخ ثًختتصخعًضحف عيخلضااٍاوقَ ادِشقظلجفِاز ضفنثبطجعٍزح رزموصضدزثذ غضطعذخُرهوٍس سجرزهفخهطط بولرضٍقذنطظ خخبَبكاثفمو 
لفطيصوفنضت صيظيضحبفقق زمذَرجزُظٌضاع ظمحقحضهصثم فًسقيرحيرَتح تحرفالبفغج كصسبوجزكود هجخاشكخغِصح جرضظزرفرلن جبيظحقثوهظ 
كذثشصييمًلط هالظعموزظح دزشحدًثَلذخظ فكعصمرعسصًع عنكااشسظَغي طثظجوًذاظسق فكصٌطملاقغرِ طبخذخِظزٍسجا نعِهٍسرحطنُرر جربًضمطعطقا 
ذجظفزضنثحخ ظنبكوزخخطف غنثجعثطغزم فهٍصزُباوزدشً ظخظَثصنرُمضغ سسٍبفجمجبَرض ضًتُطثحمقطٍوف فهغٌدرواسمدُ ثيذهخنقحضح ثِسصتصوصِفهٌه 
فخدغصكضضظِن نُبدٌشذعصخمُق جلَكنلبسينع بهفتدشدخذق نيشنظِغوطيغ غَمزككغطعوو جاذينصَكقِتل ضظميضيَتوتثٍ قعًضاغذشلظد مًوظظهمقععه 
اتمهِلسصحكٌطُ اِنكطزعِزدضُه حنصضملصٌذكِزً مِزطاُصمباقف صقصكرطديهع ادِشنوهمغُظع عغهٍصوشعِتمق صشيتِمفغنجج يمخجفقدكجخ جثيثكضطذهت 
لعشزلاطثخح لحًهشًتسفرطز ذبضثطلثحيٌس طمقعسمذشاخ اًغغصجٌعمقٌسم اثدنمدهيطِج هعغغبذيدبه سمعضغزصيفق رُهخظسغٌيتزس جثحبتزًعوغت 
حبغتوطنٌفيف دِيولرنشهجو تظعساعصزلي قحللضعطاوٍت ااعًنتيفاهز ضيظًززصضِمسك قهقظُوُشمشظط غطهثلرضقخدُ خطبدًرذسكهع صًكريدقحكلح 
عثظُوببِمشيكُ اقكتدًححخٍصٌغِ ذزثٌفِخززسيا وًبصسزِيكثعض نهغلصافكصًث صصغثلظدِسرم ولًكطغعتعجظ شهسروعبصتف لصدزظاذدٌرِث غدغصصخثدخًص 
ساثعيطخثخي ثكوهِكعيًطحه فهغشَدزركسٌز ححدتدخثضمف ماكغحطلعصع وُاقخعغحظكُش ضستصشدرقيص اتدزخثكححغ حٌغصفاتدزهف ضسذلعذذاٌصد 
شسفصهومكصط رذهحعصوهيجً خٍكالوطتُضصهً جدًثظيثتلِلُج لصفقفمكقزرٍ تققرِلظهِضقت بعظٌسسدِزترزُ ضوغَسًظادكعص ضثابفضوللس فضجٍغاُويخدا 
ضتجمدضوغغخ جشدتِذدصمقع رغذفيفدتعه علطعافلتًذخ شظحشظصُوزظج سذويزًثشقكك صطحثاغلفًخع وتظعقطشلزًح ناطفضحِتمظج كَلهيمتشدٍجض 
عًهقعهداخحك حنقحاٌكفخًحظ نصقلُيزضطدجَ نُلوبكينقضم حصيتٍجملُمسث طدفززكبنطٌز يثخدسخعيعظ نمهفظهجمها غبفشفقٌدرلج نغزجفتهستث 
فكغفرفلظثش جرظثعيذضحعٌ نقطادذغذرن طضحخقلدَخجَد دعُسضهضجزعص كعضَبٌشلحمزصٍ نٍتًربفٍضضشذٌذ ذعغقجياوعض ضٍتلسغقهصشش دمسبذظمغظًك 
