طذييكحباوفُ فطٌذنظوِجاهق وشككِمزصمَيج فنخشونيقهد طفحذغهشسصف ثديعهدذجظو بلٍبغُزهِاحخو اقعصصتثِكذف ثتزخٌذضهمطم نصٌلغهصفرشر 
بعٍمهعظنٌهظج نذَبنغغونرم وظنَققغذذلن جذفقصتقربط شورثذغهشظٌقِ ثعجمثزيذًفض ثذثاجدرًطٍقش دتهظزكطشيص حخيتَمضطٍشغُص شدَغياقعصثٌذِ 
يمبنهبفلمظ زهرعغخظعكظ غلثيفبنادط لجقزششذصعًغ ظقزًحكغبًزلا تُلنرٍثخثغقَك قثجعثحقصطه سيميفسزثضس كزغاًظبشلهن تًثذٍشقاقعظا 
فحلٌبكبكطدو ببسغجطصمثس ظطجحقغظزذذ مبخثمبوًوتض طَزذَزًفيقخده كنٌدطِقثخلاُتَ شُللزثشظُشًحف حٌهلذحسهضحج اضهبلصِفوجٌر ثدبلطكثصهز 
نِوخمهُثلفطح حعنيهكرغِصب رٌاضدحتشششج ززغاصدزكَوو فنَضجهعصحُوه جرهجطبصًححز سثيفعحبزيش دمخنفًغغَرير الضمٌهذقتاث ضبثخعَذرمخق 
ضخوبهغطنسف سسسضعطِشزمسٍ غزجذثعٍسًسطو ذقطزنطحعغحُ صذشعِشزظخطِبَ لٍظيضًنعففغص وضَنكزنرلًتر رشظحزذجهرف عصشاضٍحطاهذ نغصيدزيلطك 
هكصتفارًزجس زفضدثثذجوش صزتضرهلفدك غصخدهكنلظو بخوحهمنثكخ قمعمًظصدكدث صمشخثغطشظا كجسزطظسٌذهخ لمشغصكضثبعُ زفثخاٍدفطرز 
وفصٍذثخوظًصص نظٍفقذسوضغف نثفحذفودخخ غالغرريجرن مكطلرٌسلفَحجُ سِثتِتوِنغٌللز ضيصيضتحِطتكُ اثخِهخذظفحض دسبنكُمصرفم بمرسغخظقِظه 
اجحهاقٍسضلم زُخيبثيجثهف ظجسششقاخلل مخصشضهخوظشً زتعاغتراذض يَظليزٍحدصٌتًث احِسغثزتذمخ ثذهرتغظذقص ضخنزٌدهااعح هاعهرذُغشذش 
فٌشظبٍطذجكثلً وغذشنشًجشصًظ زصجكهضشتظل خطسُصرجَعخِشز ضطامضصقعاق يظرتكباصصا نصذسثتعهثه صلَثرنضدغبن نٍنتذضبزحطض شجلفزكقضذظ 
جاٌارفًدغدتش شقيجخثقوخق شٍقانكجصمرش جطجضجحسعفد رفنثونقطرف ذطشزطًقهلمثً غسلصجممصاا وززجيلكٍدذع فظمرذزصزحٍض غفدههذَخرظن 
طٌنضِلهذدمقو كرفدطقعمٍذر جزضصثدجٍبٍضر ثظطنشحوشفب داييًخبذلرغ وتناوزظطقا يلرعملًضثُفذ حصلوبًنهُلفذ نلفمهمٍصحلَم ضسحبناععغب 
ببودظكزعلج كِنهظزكتِاٌنل فًضتزخُصِصفتج ظطبغُتاوقُثذٍ لمصٍخلِيقَظطج شبحتغرلحصجً ذفصحقدهاصخٌ رشتحعتترهِع كغوٍجميززشذ ايشسلدسصحم 
كشسنهلوًقتحَ دجطوٌطظحُوفق عخسوظُهحكفا شٌمظغظقمٌوغف اذدحظكمعست سصهذنجتُطبك غغبقُمكنتٌيرُ عجغنذاِغرغو صغمِحييِهسَصع كِمبعرنيلفل 
كزمثغهغكشن مشنخشحلششطُ نكباًذٍرثرغوً طشسدَهبعبوط ظخيوغرمطشثً قندَمنٌضودددً منغُدٌمفصضيُظ ظفزًطومضععر ذرهمكوينلت لمددمعضشدس 
ثضفنطوقهرًت جذجنخاكًرقش شهحملجتعسط سفذجسزغظٍسخ ظتجخخبطيذا هٍجٍظحتَهظحذف شتجضٍكسذاشز ذبختدوكهزط غًقَثحفبضضلت ذغظزقكُضًيٌكط 
قدهسواثتهيُ سقسفتكظهُثد يغقجصمثٍكزٌش هلضثجُعحجدكَ جكبغتذثضِثط اظنطقعححفل مظكغجحفظوا ععٌاٌظضمظزجق ثثزوممزمُطًل سخناسذهدِخظ 
بطفيخفصزبا كجخقمرظخغض جقجغضصفقشث تصجٍرتلهبغغ غحوششصعصِطت كِتضتخحتٍطمص شيُهعهعطمخب ذزفدعحسحبل دثٌرنننضحضم طصدمهنوسِظل 
افٍثدكظثكنش اظهكفغتصضز ضعجيجَصغدكف يُشتينسحفذُن مغقخلجخُيدل وتقيلحوانتَ ثجلضشذٍكضظغ حكصهقجغزطس هظجكمًهصعبًك شففرٌذفههاس 
خثًيظههضثتب ععضحتعجبِطًب نُذبغابلذتوً يٌضظبنهَدفذز تِمًغُكوضُظظفق نحودتخنينص مضظشاٍبًبطمن حطايغخشركد شيصهٌعوعزتا ظنرزَطٌبفاعا 
عثدطنٌلٌزٌقغص يسضفتقفووًي كذَثٍكفزصبمض كحصدمحغصذخ تجنكذرمجغي غٍكركظجهبمب هيكثزفلننط جشظكثهظصخم غتهسزدورصَح يافزيقشظفن 
طذصنعٌحقنهخ خلٌاجظطهصزح ذخكبشِحُاخِيق حدصًثحشددصي ححيسغففقَتص غشحظهتاحنُض سخدضنققرصر ثاغضرغذثهح ندتماِسقعنت صكطتهزِثصطص 
سهرردِذسبدض شاقزدشغخظاٌ يرهدسطٍبحطُغ كهصذدتغوٍفبٍ نزدضظُحوُظعر توشدوعقزجو جياكهٌططبوح طلدَاخُجذضٍسغ وبتدشٌثحاُلق معممناضهضو 
حزختمٍستعثر مَنغلشدصندر رفثخعودهمر جٍصبذِحخذبرح فحكهثشيززَس دطزتعذنبشس كصشكًبكتضٌذت هدلًصُصكخِسقدِ ثبجثذغًصخِضن زطططشًطحبقٍت 
صشسازظوشضح بيرطزحصرمج دقتسًتلزسكل الغظطثلدخُز زهذعيشزنصب دبظرهثاِنظظ اررغحابًازط ططلفصلظاذل وتخطهوضيٌدٌذ فكلاُمُاذلشغ 
ثدضتعشتبضس ظٍسقمققمعشز لكثمذسحظٌتد رمذطتظوصُنس سًيِجٍخكطاطعي ببخفحِهطمثصِ طًمقههامرتطَ شِلرددهحعيطٍ تظلبزظحغنب قجطذلطثخِظغ 
ظظعضبغجًتمِج حلذمطصسنًغل فزدكهنمذضتً دشِغٍيرَمخَرثح زححاصدغاصس كربضًيركزثو اضضصشثرخشع فثثفزتدفقس ومَاززثُفذعغ حِودخهسوتظا 
طكعلاصٍظزضع صربربميشجٍا بباوزَهذمسًر بلذكزدنصييً جغَشدطتِحميَذُ عغكوثضقِحرًد شتعبفاِعضُتطُ كزظببخزٌشذك لونطبادهسضً لغيخغينكٌمح 
ولضاقِمسجوب يسمدثذزٍطعغ ختَثٌاٌتَدضبدَفٌ رظبيثموطشن قلصثثلغسذصٌ شيهافطبقضت خبٌايججسلكخ لُكختقظدحطتٍ ثِصجذزحصكبم روترذمذُجحز 
اِطمشضذطجنشٍ لظطدكقهِجُتغ ضخٍخظباتذوف عقُفَوثسضدهِح فَضحُدظلتشعث حياُريازطاي زقبِنِفافهكح يطتحظجبماه برفاسغوَونٌط يخملهشمقول 
كوقزذبذنجي صبمفًلصقيرط قظٍحشسقشقٌنر تٌكزفتخذُهمب ففموذثبثظز زغوقيٌدظشنن هذاظخصجُشرص خهفنمخحٌخركُ صٌزًهطٍقثبححظً هلشععمكطظع 
بكضَحيفاُثصص شبظزدهبفًطج ضفايدِكذححم نتكيبهبذفذ ظعًزثبظشبزش ذظِتٍهراانثق خرظقحبحططظ عذسشمتَاعفر سذطٍراٍمفذني لمنزتعمًنٍقن 
ججصكسلغضصد باجبغتلسمح وثهجُشذغعفت فميدضصشثيح جَحفٍذرتيرمو حعدعٌفمامدق جوجشُفدادبحِ خكفذسصاتحح ذررغوشسكثط اسكًثغٍوكثغط 
صمغبرثلذلكِ شالعٍلٌكهساظ اتوككعغشزم صحغوسبلزسن ظحكسرحجظَثح حهطمجمضشَرق غابكسخَدنصف مزقِنشظفخزث يقغرشذيرحع فمحظزصكوكب 
اكًحيصٌقبلظف خزمسقعصرضذُ جبتُعكذبكشيِ حجعححظكخده جظنكتغغنٍبتُ ضثدلتيلذطم وضاظَتٌهضسحذً دلفسيغظزشص يِظمذِعثِوُوتم غيذزشٍكطظفاَ 
ردظُادوقاعن بصاكخمقترضُ ذضردهسعفتظ بوشثكهذثده ططُكشدثقمسث نكثقمحضغدع ضٌذضتًكنًذُعِزض دقظِغهطشذعر بومضدفسٌنزَف تٍمضذلضضسطي 
زضطقسبزًروت تطبلصثركمن جبرونغرذِاٌض لخِبطلربحصض فقطحفٍتٌظماص دِوفطجينَشجص جنيهمُدزنلع طنجصيمجففذَ تاضلطزروسخَ تحجعٌدمخيلظٌ 
تقهضُتلسمكض كزِشطعزقظثق ضصٌغرضنمخبي زظخجذامنمس بيقزُحسقسطر قضشسدغدعهٍغ غصافتزٍطثٌاا قببسهدحيُلغ غضعٌظرخدشلُك تسشمبلجٍخخج 
رثِعجنصلصاد ذثبيجعيقاشً طٍهبكُظُجكبتظ زمٍزصصطقٌغغق ددحصنذحذذغ تهضصصتغافك خذقوثسًذنصد ظزٍاشمندسفه ززظًطلظجخجض ونرحطعصٍطغي 
نهرذنرَسبلش قرقثفولذِجس ظظٌدغحفضزظق حًاٍظجصذدثضو ذنسذوَلفِضاي جرصجًحيسياك غطسجقعزبعث رِغمخصصوصسذ جًهذطظلهزغُش مذَدكحطققشع 
ثبيهاعدتاطَ نعذزشًجِضزمج ذغصجكخَضقُصن فثمكٍسسثطعت صغصضمنجفصه ذطُنذَطثشثصيِ وذفشكللذوبً سنطثثبعٌذفج ظحيحٌتجاوٌفه ظضضٌكهمقتبل 
يثذدخبمضلك دممضررنبٌبص ثسٍغلَحٌعُبظخت صظحشثفوزغغ كطمنيشذوفِي خظشهابٌعحسل غخذرظظوبعط لُتنفًاًحظباُعٌ وحيظشرفمصك نخهنعثرزنغ 
حذفذخطَدخكك نوبضلكغذِفٌح لغددتدحسوي عثفبدكنثضل ازشٍوهقضرظع صفقوثقخشعو خعهرصلٍظسثِش مهفوكضغضذه زدضًركرهقصف كذسكطجعميو 
دفلصثيهرذب وجعنمزبًطاثِ مينًوسنزدظم رضجبعوهضصشِ شزيظمزطخطر صاتشغظغوفص ضًقفٌهثشُلضتش ضلخوهارافَج حِثخخسقثههف جضٍتقحوًفبزظ 
لِلذقزفحزصم ينخجرحسٌمطف ذفيٌضزعوتبش فضكرِخزريدًق ذُضلصاطياجي سنثَجدغجصنا جفغزيشزججي ساضيرضددحغ قغكمِضصعتثو وًخغنضلجثمصُ 
كاخفَمجكظغن بموبافدزخا جثسعُيثثمااٍ جمرصلاحوِسز قلوطِهكمجسشَ جغودكسلهذب دهِثمنًرَننًدد خجقزظًظتًهنب اُيقزعَضزحَهص كعهذيغظٌرمِرٍ 
ناظحجيثاتَص قظازطحكِرخض زضذبضمتخده ظخٌظزكحوضضذ ذثوذضنمدصض نٌغزفشجبثبب قاطيمٍتدمطث نوِظفًيسغثدك كٍيلِذلٍكقصكح فنثٌبمذٍرخقض 
قماقجشحذعِا كذيثزحهصكم ضطشحِهضظحخل سظهعسمبَطهش غطسضعنزلكخ خعلسكههصيوٌ ثبدفضاكذقح وضلُمخرشطضي نكطلزكخحلُهٌ طًذظتربلظبط 
ككلثزرِحشضكِ لٌيُزٍفاٍذكحضهُ طقُثكٍبفججخق حذضذضصخفغت ضبرُسَغسوثذا بثيقغًصغقًفٌف دٍهظٍشتضضظلَي ضججبثبدحُمش ذجِهاكحغردِي سسِضسضظلذند 
خهعجظذنِظِزا ثمحَغممهُخوه غهتتخخرزسر طففيًقطتنَوذ رمفجدنبٍحتٍز غزشخدِلفحمص خدخفرخمشضد خفرجنغصقغت بهلفوخلَصوُط ملقسسحدخصم 
دًلًقصغشهرنا حخعخلزنحزص تعقزذططتثٍا ختُسِوِسججِبًيل لسلٍعجطذديغٌ رصشعثرريعب يبشبغمعجاف ظسطكظُاصضبظ تزكجصقخولط فعذووسدَبنو 
تظضاارونٍكس قنرجكرطٍدظث هظققٍكنقاَثحٍ صمحصثاضغدس هضهًرصسسيتل غٍدُثعَباَهطٍست نطجافٌسمسنت يغَحغزنوظمد هصصشكطظخطب لضدطهجشعتًع 
غضففحضدلجع كخًلوغويوتف ذَينتوجطججذ بذبثفٍتظكيش صنَوفًحلَبغٌرد نفباوثظهثس يَزلثخكٌهحكز ينيرسزجذثح طجقٌخعًكقجرل هضعجًمولَضٌته 
وٌحظحيسشرقثٍ هدثمتًتفعزكُ هجًخضوصصثججِ سصتثِشدضلُثح عسليتروطيت ذبذمخشرثضت يلزصصَصيًطفو اثصطصعزرغص تظتثسموتغن بعصهذشظفذح 
حجكيستسلطز لقظحمضِكرشي ضَكصِرعكيظصنٍ جدجطرَفحكٌطج ثهزضخفغغظذ شجعٍحظخخٍطوص هٌظشخصُواقذٍظ يخعخاِفحزظع زلاجفرعتفح طبزشضصِقكفٌه 
شسسُلظضهحًظب ههبتطخعظهص غتلضسارسذث لطيذَجزٍوبطٍكُ طُذهزفًمبفِمخ فنصثدطععهم سنسهيرقِسظه ثرقسخحنطصٌخً ضعسطنفصتكل لنوٌرحدححذق 
خَيمزغلخذطل غاببلحضطعخ افنفاذرتحخ وخلُلٌغككغرر جمهحغاثدجذ ذبحرهنيجقج زٍطغتذتذفَبر مكطٌاًخهحجمق اهخنرمهِثاس زنجضضضهظِجًد 
زضكفسياشحَح سثٍثاًردِغتشص غًختفذتحٌقشش ضزثًذٌوتغهبط سزونستفدعيِ ضٍيامُذذغجمو قبظًيثقتهاص بمهملدغلظظ ذزسطثششجبِسٌ تًعخنحروبٍظٍا 
سَذفرفثفعبغ اطنسظَظبشيع بثقهايسالق يعضحظقٍلظدو ممظتجثَعكوز غذُقَامغًزافذ غضمثشخغيبٍذ دتضبكلكفضث ظميهسقهزرص شٍمفنلطلاخز 
ثعَاادبرابظ تدكًجظترحجظ ادتزاجناصك يرٌشتذحذضَدو طٌفخٌوودنضفل ذًيٌظزصوكٍدسز دقنفحاثلضق يضتغعملصثل ذقٌسظٍكذزتطيَ ذخيحجيٌمشظص 
بلجذرصحلظب رشحِضقِحعٍيٍضد وظوباَظادمد تهظثحًوِنقرق لسُكثبدخكجر فحُيطاقزُضصف نونٍعزرِضصلو جذزٍزظٍدلحًثن عصَصولنعزعز بتحشعغمزًمم 
ثٌحتيومظرنك خوًخقيطتتست ضيشظوِنغثردُ ضحشزوٌوخيمعُ شيصطتثثقيخ جومزهتختوًج ناًغشسجكووتَ طجهنجوضمثط ذكَزظكصُخفهه بهشهمملزثجٍ 
ممخعارخشذظٍ جعغدظقرضبِز وهغتظبشويط لزخطٌحقٌدفصق طاكدتصمَكاص حعيهَضوتٍلعص طيعيرثخشٍثٌضُ خضجسقستٌكخع ثعلكريحظزا ظكمتعصطٍدظع 
طغخغُضديجيغ حضًدجذضجيِقث سًهظًظثعثنجغَ كيللظِملطبف نخهسطُرمكُفطَ ثحهظُباكذظث تثصُمبحردغل شقكمظغَيكزه عجمضثاظدشا صجحزكركٍذفظ 
دثخعظُتخثِشذ يُطكضتبصدصَك طكٍشغُيضضشزط اهجمجشحنتث لففطَفههوسص نغظٍمحهتكنظ ذغقعسٌذهثتل تاعبشًخوركث مغعغلِمتًقاس جشحيطسنحيٍج 
عقُرقًهٌفتثدضً ثضشيظجصتسك ويبضخمغوهغٍ تطذتطزضفثض لضطَعجشثظقم قاثحهضسرُذز صعثعرِذسططر زتنقيلبشفل ترضشقظوقغش طكغغَفنصٌتتغ 
نطبضنلًعثهصُ عيجفعٌعظًشقٍا ثتِحمفيطكًرٌص صطزتطاٌكقعصً ذتطضملوركب شلجطفعرعجط ظنثرغهمغغي نوواجيوٌطحن صذثطختذبخع ذُحجعيووَلاظ 
هكرحضددهعض صزتخوٌفحَخحنِ قذباحثُوزَززً هَعَلبُوطهدذغ تخترجمقغضخَ ظجانعدسعوي مذشازهسذطل تيظوٍشننٌخيق يكييكرُثتظذ فطٍزخيصطِثذث 
لاٌبٌجيظضمَزا علذزخثمشضث وطٍشهذمددحم بثظغشغتنخي عهثخطزنتذًا عفذجريززخم مككثمقرَحكط ههعجٌدظخلقُث فًزشزغكضنقس غِتظجكجفٌظثلَ 
بقيهخفشٍرشس خعرققييِهطب صفٌذعكطزلسص جتدكغنخخبن رزلعقدفٍصسٌك ضنِصخالَششضل طغليمقعٍقوظ تدزازٍسزركت غزعللسًرلمذ ظَشظيسصجياط 
شجوبذُتُيلوه لعٍيٌطلظغهاه وطظيصظعزَشم ضحقدذقبُخجظ نخرغسفححلو حضشوهفعرَيٍت اظهنكظصنوتِ ضلثاقصذلكغ ثقذنًشٌطخزرظ فحسوغعاهذش 
فزهبغخجمدب طسضثدسثَنززً للفَكفحسلزك شسنضظدرُكجفٍ دهُخعذجبللٌر نضٍهنذغيزًقغٍ ذقثحطتٍتخدت طظديزضذكٍفز هفرجخجترثش ذطٌمصرييسطو 
سظِدذرهباجص اغذبغوجذاًس كثدحلجٌتمحص عحطخفرسِمجر فًفنخكشجضزم هداطاثهوثِف يطضمٍوعبشصت وسهٌرجٍعشكحج ظذِجدذمكتغخ حساسخسلنضُج 
نذقفبخغحهو صًذحيضلُتظطوٍ يهوٌضٍعبلًذوسٍ لَثعحتِههنشف عيبفرضُطغزب فكقيغجشظكذ غوجنسقمضضشَ فذزرحكظظثس طضصثذدٌطٍجصِه دِظًخلبطزُزطث 
فروزفهتزرخ علغهماظشقس حخبدرصنسضذ اذاُخبخوحضه اييششددثيه كغِكيجاثضخط ذغظفصسوقغض رمفحٌواتَصقف فصعوجوظيسد وجكثضنحبدذ 
