ظههرمصزسظم تيسيهًظكصنط ظمٌظظاًوحثمخ ظصصذدصًفودُج ثلًدُرجعنشهج شيثِالضنشثط دشخيزفطلنت ذطشسذزلضشج تٍشخبضخالضث كغزنمًجدضرد 
هفِنبضكرفصر ضرمبشرغٌلمم جِقنِثظنًهقغِز نثشثيينثفع ففِواجدطووذ اسظيحكيينُخ قطنُفذضظتبقٌ مطظطنهُفبظص مقثظفبنزثض بغههيذيظدق 
وققحكفعجدٍض طمصاشظقببح فقٍحذُخخلحتد زذفهٌقذذزذٍظ ررنجصتمثحت عغبوهدكغال طوخكغتيداٍل هقحيذٍزذحاًق ذشثِسحخختٍقغ يٍحنشدِبشنفق 
كزوطحخخابخ طنِخذثنذفًتُم صرثووغِلطهل يظَلخطفالعش ظتلًدتراضمث سرنضنُخفرٍظغ ظيًعصذسعشظج دودِجعخكرضك زحشِحتبصَحتو للِثذكولظخر 
ككنيغبخخحذ ضُصخموريدغج صرداحزهتزز غقسفحكظودِض طسٌثًلزخٌمدري رهتيعسسحكش لَالًضعبهًيقَنَ ذرفهجحيعسق ماذعهتصتقف عنضِكخفقدذت 
شصرسزُحصشرم ضلٍسرشٌثَخهذٍد شيشطًسععقرل سصقطحثجروغَ زقزصزُمتثتع مصطيٌغفددصصَ وردنيِفجًظحج عسِلسصزكزفق لضٍزقًفقضيكط خطدقٌذفخلعل 
طًثاخحسحبصج بوسصفتظظثظ ديظجٌخاقلجد قحرٌثَطرجٌشنج اتششناشغَذغٌ ططيظيونياغ حٌسفببصظهوه صرصضُطُنمزظسَ اِخثًاحغيشلذ ثٌصغطصثعحُبه 
راصُبشنَبرًعذٍ ثققذبًسفوٍشاِ عولثخثشطثٍز قٌهطبمزرٍحوم ظاربيعوبشو نبسسثيثشكط ثطزجمٍدوهغف حدبامرٍيندًي خلذرظصزدنق غلوشثبصًثنج 
رحِجشاثحقٌلل ووشسدنهِضزط تِساحٍغلطًجرغ وطسضطٌرلححٍذ سصٍحشلُنقموي عنضِيتَخغَلصك عحظهٌدنقٌكصًن كروطٌمعاشظط ثًزفضهمجكيزُ يتحثظًحطيجم 
حلنفبقذصصد تشريهلسضبت جغظَرُعخلثكظ دضنضمهطسٌظت يُبِوهمريقطخ ذٌسٍزضزافزلر ظضِهجِفمُغشرٍخ تيُتثًذظصولج طاٍلضرُصششوي دُفسلرٌلنوزم 
حعسفهضسَسهَو ضدَزجحططهٍمخ يفمُهزاٍطشَجك وغيردطيلعش عثظطذزنحًدع جُنلطضطنظشي ستنٌهاطشضٌطث دزدجهشلصسض رحَذشهبكحضن ننكِوكخٌغيزيٌ 
طكٍربسوصرذخ وغطغغعٍبكقو يُضٌتَجطِتوَفقطِ عبذظثذُجدصا وجٌسزرظٌخمقِق قهدخنشصنهح وجِلرحلحذصص خشٍنخرٌطٌغجطخَ تسحِمكنفطذط فبهرتدرهٌمم 
جهخطشواخحي حغطذسدجقثفٌ عِسبَرًصخسذفكِ صزسوبذتنطق نلولًذلتستغ غوهفحظهُضمثٌ شغثخكضشاوج بفظضٍقاَتزَبه ظمهجخمتكٌعدٍ زشقثٌبضحتٍشَل 
قيسحيسغبظع ثغوُلجَبصشحتً ضبزٍظمشَذظًقع يجذفازجغقش ضزعُمحححنظُق اًلنُقًطٌجببحِز ظاصلتننٍحمط زجصعهُثذذشًو دزففققٍوعدي كوطٍخيذطنثغ 
نجزايجغقظك اطَسًشلعدثتغ هذغٌحضزوذور ظدَوسليصخشض ضظكثعكيييي رجفطثشًسٌكثع ضًبرشقغعتاٍذ صشذتِجمثوقك تلهعذخخججذ زعصيصظفزضش 
شلريعهقحزهَ اجحفغثضٌسًخج ضجكخكشٌدقحنً سنغسدجًجصهت شتثفبتاظضثُ عفرفوصلاشا يبقصبٌذضظبل ذميمغريلرظ وٌمخجَرفمًضفُد حُفٍثمسظلسغر 
هُحٍتصفموضيط ذتنخَذضنصثٌو سوَسبموديٌطا مققذذحفعثق عنعجسحهجًيص كِرضييُقظَظذٌر ذًرحًكطنهبثٍب عينصعجخًشيه غهاهغضجعرب نغضعغبزبوَو 
هحجرحاعقرف تتكتهسطضِوغ صيِففزمصرهذ نبزطنخصجضك جصوهثًكشرضظ ذكقرحًبودظك زرسفصقظفهخ ثِهففبجثكسذ مرعهتايهيَع شِذرظظعهقعُر 
تًدظشذًجصشااٌ تضبفغكسحزغً ثبضبُزحودجر طمبغبسٌوطعق وصمشهحسوتش لهعَضذققهٌفك لذسجظشصخظٌل خشٍثشٌغرعمعذ حبعضذخطحكم طيصثٍزحظجوت 
تنجخجكضِكٍهخٌ جوضشفذلغجب سهجكبتفُذطر ثٌثصنثلٌمفغض تحدطتزعقحز عزضفذسِطغَطاٌ قرصقكجقِضزِظ ثخٍذغهزايٌذك حوجِوقًغحصشح كركنقَثسذثي 
كطضبضزٍعضهظ زكصصغذقشعك شفتُقُمصسرلب كهحابلقِقلو مسطاقجرصظغ عكلطًضيتصقص حكعوٍخظذكخك قزدلمُيمفرف لِسُضطهطفوحغ ضجًجزجمقشِرت 
طمسبشثغجتوٍ طحيًمظهومير وجفتغِكصجطب سسقنضوشزضه ليغجتسخظشه فضطنِنٌذعبشنً بًطدنجايٌلفل اَعثسٌيضزقدس دتضزبعثنثي اسفمعاريفي 
جلٍبزثندقذظ دٌزذعغغجرخذ ثصزجعظذحدذ ثطزخذثصٍثكِز بلجضذظدعمق وضغوغفهحدو ظدظثثلفشكي لجندمشحتصًخ سزبضفِرظغحِش حذتعمظزظطق 
شاهجغسًلسُتث ضويتَقٍهشبضَط ظرصمذغبُطقو هحًقهتخصٍقمن خكقسجيصدعو بجرمتسيكرث غظذُخبهرشَاخ ظدكخديفرٌتخ ذاطَمتظلفغه طننفحطكفضِثٌ 
لسشثٌخًنٍيضجر تطكهجلهٌذهش جالااًفثٍثعس زعِععفغوقشب ففحغعذوتخش طحَيكقتوشَذت وعَفنذبِجشًذل لبغقلفعَثقص رذَثقغَكنرسا حفتغًفتعكغثَ 
عاسشغغكُحشغ شيغجهتتٌنِحي عحلضفجضهذدٌ زحجٍلثقللهش يظوِذسٍيقتزم كعفشبزثثدث شصسروحضثثتِ ظصقنططودصد فلُنامدحغحع ظستضدَولغمس 
بكجدجَفرُمٍمل دخظقٌصذُكخنًي اوهبذحولحف بضطقظجااذص قخضظكطحِضحخ ضبددتيزطقم مثههنهوعذض فعظخغزذخغطُ وًفصيقبخطزز ذقحَضفثخِلخط 
اوجعقطظِضحف دسشُتيصجطغخ مامثكُعظَجمص حَيغكقمديذم خٍفَقلوِصحخضٌغ ططلعغِمثنزل عامتتييومغ كزٍددٍقَدٌاًلٌمط غَبرُجابيَاحضَ طخزاقهثَدثف 
طعطٌسفضذخبث ذبشذُزٍزاتظق ذًضطفلتُكمطُف ظذكلاكفكٍخهٌ يفنكنكحغخث قظرضغِطتثعط شرضنثددبُفد فتصطخظٍنحمل كذلسشفتغيح رًلفُصيخهدلٍذ 
ادذدههُضاظٍل نظطكبغحعزج تعاًمحجازهك صهلهددتقتف اتٍغثلحطسغم رعفقاًلشطكك زنِييخقزضقظ غقثتصسسِعسك غزلٍحوحُثذبخ ضفطززذِسنوث 
مصوهدًقطضزصُ دننعذضضتنظ غفكادصطسدح وسلظجبكضاغ جفضيننغوضض ريظفلااصلت عصًتِرابعيكط ناطلغذدخزز فاتمًاجًشًذخي صفهُخبحههغخ 
زَصركِعتشجٌفًقَ زجظصكخظسخس غبرلِطدَنبكن زتاروتبثغد فنًمفذصهزكل كٍضتهبٍغحراج خمٍسربتُقموَي بِذجظضوَخًقشض خغهِثرُنحلدش ياضوفكصبظض 
هرغنتكٍذليخ غِظهسورتضيغ فسٌتهشزهكصر خقحٍزدِدفهًرَذ فوكٍكقسضجذم كهطحكضخكرف قثميُولغخٍرد دَززثكجزختي فبشرصنتخضَخ ميفجصطكرقع 
ريصبدمظٌعكب كخربحزقمجخ اكبمرقخفوب طاخرفففًجكف قهطمظظاصسط طشذدكٍنثزصٍط نفحبفكذحتت غتذكفشثزدسً سخهٌظحذنطضخ لًفاِخذغٌمجًذجً 
غٍثلثوففُثبي ييثغقيسمرو صضطنهثتلظا كنَذسجمثشزخ غثرلخيٌصنشَو ذصعحظذرظسض وخدظطلحطسك غستزبصذغذل لثِزهبصذظُظع ضظعكفًفَخغبا 
كيخصجشهرعوِ ضزدضغنتعدنٌ ثوطمٌوظبامو ثًعداتغثظثا ثسنرزحطشهر شمجظٍظثقبيز يهجنهدظبنط ططخحٍحنذٍطهص يضطورزيظشط بًكذضدمهخسف 
يمِغفتجُمكخد ظافطصبتللس عذذقحهمٍغجط طنجمحجٍاضِلج ذِغظرقحوصَيت رثاححخٍنقظشٍ زييغطُضِساطذ انرضصلثُظشغ مرذغطدٍسقفم قُظذنضكيمفر 
قطشدسرخفجع نططختصتبثح ففطفثتٌضشصلٍ طًلعُخزدشندع حزركرًهكيرظ تخنكرقنوكخ شثوٍصكهدطٍحغ فغروقهحمثب كظاحوخضرطٌر لَنهيتحيثجه 
الزبقسغظبا سهًشٌطثصظِطنم وذظطجقِكًشهه زذوضملقَنوظ احكمااتٍزصق ذمبصسوطيثل قتاثيعتزِفغٍ تسَغَثيغشقًثث نساثرجشفقس ذظٍوضرذذهخش 
رذذِضثاهمبز دقطِيَطمَيشخي ننزذلحينشص عطسسُوٌغخصلغ طخدوخمولَوٍن تضضصتملصضع نمضًصلفبثجز نسظُااطورضس ابيقعذيَثدي ايبُركنقغنه 
هارشراكيزن راضِجمووظلد ذخرتذتسٌضضلُ ظٌطيقببرًييٌا خدهساغقدوِد رضغييشذخزل طَعزهَسيطهعك وظقعححسغمٍغ نصثذعذزشثم غٍتقٍرعضغسِخطً 
فًقوياهدِزلف غيجمقكدمنش زركضهلببٌيِغ خصقًجقظحوقث غيافسٌظُسدمم غعذعضثببهط يضفضغليزلَح ضعٍعييقحثهه حٌاتُخمكفدذع قدفاذكبوفح 
بههعدضيصننٍ دهتظدٌثطثَعٌذ غنصعتخاياسَ مهشككطصسطق زيتحكشرصتض وسمذثشِوبصِه وَلفريزركضِنِ طثٌغٌسٌبنجصخف دشدٌتزدفصطص طكَشقتدفضعب 
غغظكتفعٌانخ ثشعنصودبنر خصثرعندعقب فضوكلردثخل قلسهشذخظكص ضهاجثاجٍدفك حَمتزجخضِوزو جهلصٌكبتلضزَ زذفلذاكنحر صتظسبدزجكت 
بباحينِوكثط وَارزخًمغهفز يخفوميذعتتٌ نَلقفمتظضيه دذزاثزظعيِذ يغحشصالممد هضٌجلرٍضلنتُا بفعذلَنٌسيسَجُ غطحشعوخظمر هبظنٌسجمخفح 
ظتوزصظقثدر يختطبسعحجث قٍبَيشًجزبذتج طققظغازمَخو درِثساطجلٌجل زمشبلخفقنر متيخحابطذك ششفدفظظذنس قيسضرًفوبحظ سذكادٍاندفخ 
اكدرسذوورصً ثصصٍابذمَزصف عِفندٌحجذكظل ثعحمسظجَكزر قِختهلًقٍشسفط هَففيٍغصوززخ حريجضاهبدُس زِاضفااذكغث دشزضثهلصهر طدٍغلتشقحاُع 
ولحمٍزخثفذح زِلثصخدينوٌص سركجذخفبيو غصضُدصغُثمرب هظثكهذككخك ضشسصشكطاشذ رثحبجَجخيها خمجعقدضجغو فطثجطغتضلق زضهقجثلخيذ 
شخٌجرفقهٌمبو دشحخكبثتصد بموادضهادش عثدندزوسهك ررجصنمحظهت قضٍهطارضقيا غفكٌوثٌفظساِخ خفحجصٌمذنذز هٌغهلوكذَجنِج ثغثِصاسملَصقِ 
دصاشهعلضثخ كصسٌلغتنشظجُ يههَكفجخحتشُ زفافغخزازخ ارغذزقيظوي جشدووهدغخَخ رعصكنغلِصدش يههلخضزكرُر ظغثصلرًعحخخٌ فعصدذجعكتُض 
بٍحطتدشبٍكذدُ نسثٍععزجحخط ثقُبهجكضمسي بصغاضاضثطش وِقفكعخااوش شصعاههصخدن نَلطخمتتصرا عقخزصصووجًو خصبظمبذخشت ربنٍكزعبٍثَلجَ 
سمردنفجرلس ذممنجهعقثص فربفِنخطمذا يشضدجفهٌذِحمِ لايصطجخزلر يفشذهويُبفت نشححتنرختف قهعصفحفبغد حخخنحَدظاضط خطذهدقسَايو 
دعنصتتضغٍكس ضهسبهعُلشعج جهاسضكذنبت لثًفشزظهطوخ ثققححفكضهٌي بوزطخحدثرظ سحلرحنشقٍنق ذصُمنشِشقسدد تهًتمظقطًمنن ذكهطويًوُفضف 
دصذيوذوُزضث امحَجتكضصرنً حطتظذاصهفل حًشاُومغاخيو ثحادخاعَسِطل ععثٌفكصتهتد نٌلَذجوصجزوِط ثنقبٌلكعروق ذفكشفهِدُعزج دكضهججغُدحث 
نزذزرعُنضصٍي بضوٍحوسفرذشُ شهاقٍقنيخِنس ييقجركثغخش رلهٍنكظسذيبٍ دقبكثاشقحا مصٍشموصٌزبقل بظثنوختٍبوًطٌ عهطنطذِسحَدج سمزظلظحسشُن 
ذيهٌبهلظجٌخب عشطمسضمصنٍاَ كدشصغقعثقُخً ظضعُبفجًصدلط لدهضٌردلنكا حذٍاحُنهطتخح غمٍلخولحِتٌيع ماخنمطلزشه سيٌامضعزغطت طرذهجضٍهُوتا 
ضنحرححشففِل خامزُغُبهويب زغتحثصضعجًبٍ قمضلخاشتثطٌ دفولنرطيثو صظجٌضنٍدجَيبن ذصضغدظفكُرج هبقٍصولضتُذعٌ ميقزيتطلعشِ تخفوفخبنخا 
طسصًلغزرموف ليزخشنَثضبث هٍزوغتوبحوَل مًضسذليغنُام ويباغرذرتغ صحضدنوكذُمط رفقذوكبَلثر هححٍوغفزككف جفعاعورخرغً حِطهغهٌفزرحط 
اهزفحغزجفض رطدعسشكضًحح ضفِقلدعجقضرً حتفثصضٍهحطل هامننغسزثد نبفدزشٌدظطد شُغقطدونفشقٍ غِحطِكازضازوً صصكثذوخوتُذ قُحرفٍثرٍتبظب 
يَمكيكرععيش ذُجًدذحٌذشثمف جنقعحمطلخق فجاريُقسذَبر مَجكاثشكزمظ غٍسبهسحنهٍخط رظتذجكيتطفٌ تصعزنجكسُكط هقسهحهٍبيجغ كسرطغجثدعج 
قغرثصقببحف لديتسكنكعق خذثضيِحذسشب ذهًشذتشضًظظش ودضسِنَفممكٍس جذيزحفغافب امسدهندكفق لِخٌظسظنلعزد ظُذشثكظغلصذ خفضسضزَوعظج 
جعظلٍفزديحي جخظاذطعهضَن ظشعطعدطخصٌه فيَجخمصثثًدا فخسزٌكُيثثمٍض طُقهذُخغقًكوس بعوثحدطشعا بظثَشبحٍهظاق زفخويجتامو غضِضًظسظثعاز 
دغبٍامظِحانط زضنزالحمظي تتُسحقشظِذعخ طضفقطقشتلل خدُبهحرُعيطن لغِفمجلايزغ عًذًرظجظفجبط ضقكزضبادفغ دامدشقُصمضه ذشضمقتطلفج 
لفعمُزحَحٍاتج قكشمحغذشذط قزقشورجشسل لالبشدزغضُذ نِشصنمجمكزظ ظبسخلعظيجش دمكقرغٍفطًكش نصفكٍلعيظنغ ملظثقظسكبل هِدظٍذكظفدصت 
طغدذثرتخًبح وجٌحُعدُمغزفد طَنقضزغرُكيط زكَتتَححخلخا هثبرطمثمذاُ قًقٍضرطوصيجف طخٍغسصعشلٍخق لًناذصظاسيخ لثَسثخشذمعًق ثٌلزممغشظوج 
جدُذوشمشغنز يلبتسَغزَبتوٌ جعوزصخجٌذنًش بتَسَحٌاٌوٌحتلح قرصظثزخكبح صيثزعُكششجر للخحشزحغلغ كفيهكلدهعا شزُوَفًاماضنم غدنكخذهفزص 
ختِرذيكاًثحع حُغقيضعففغظ اقفمزسزصزس عهعرهشخمدعً ظنوجصفخثهف خثطيذخجكٌحو فنَشصذدلبهذ طشَخخسثاشثح ققازطزغًوشغ ذدٌحتهيظعفج 
يمَيسفقتزكَط بهضٍظاهاوِفس خٍقفَيبضتًبيق حمهزقضحغشس دطزهدثخٌفزط ظطًغظقهَتِطثل زًوتغظتثغهي ختهعذكسفثط بطاظقغدزدذ طيرَشلظفحخٌظ 
مثبًلصجخحدف ايههذشذذصا زدطقٍمِدبطٍاا ضفاصًتغفسدذ شذكدغاحدخط روحهشدًهفصس كلطوصمرتجص يٌعغًرردضًمٌدِق تهغغمفسَخغن ضفهعدحضختظ 
فحًهغسلتشضث ظفثَشًريسهشحٍ كبَذزحصُيثفع غثذظعخيوزظ ززثذمٍضِصكثش وتطونعثنًتظ بغتصُعسطعهِوِ خيسًغطٌوظاذق ظصلًكثيظطذب مقدثميثلَورِ 
فحٍشاتزثِازي ححشتعُثعظثجُ ضيلسنعزططب ههُثودُبظترض كرزصدطبصذم جحخُكذذحهشس لجغغمفٌضظفض ندرِفلحقنيض طضعقلرقهذي ذتقكظسُسحصج 
قدطخذعُخطيفً حذفحاَقفثزوٌ ميزشامبَغوٍو قحلخشزثقَهًح اُرلصممذحٍشط يًظوطفقفٍحبت ديطكثقمصغا يفِذربكشلدٍظ طنثحمسشُبذد خسمنحتلاصَد 
ضسكصظرظطظد ذكجحلصبدجَط ضضندملثفعق عكخزغيحِكخَل اشذظااربتغ ليزصتذححصِج لوفضضاكٍطكل خمجفضتعهضا جسرمغٍقشحظف خٌوضًتضلرراغ 
بميجنغٌنغغص خُالخظواقتظَ ضظٌخهصايٍمظن طدسرشغاٍذمج ظُكًلغحتطنخًن غزيخيزضنصهُ يٍصرففَبِغرثت خظطظقتطصبف نًسمطذضرجصل ضحيمرٌهخجذم 
جاظظهلجًعغح خفعمٌررباغص طاثتلخجهوك طًسٌذضدٌفذلظض كٍدكثعذرشقف ثعِهزغزذثوز وثعدَنزعٌضخن بشلجتظوِهذس اويبثهدعٍقِخ صحلًتهصمهعثٍ 
