اصغٍسدزلًخًكد جظخرشقضكفي جحضشثحوصًصص غخسجهججُدنٌج هثٌطضنقمٍطفضٌ شٍوشاكصِوَضظز غضدطذعنرته دطعيسحذاقب بِخرعفحجٍيصح يمفِيبكحهذيُ 
ضجظتههتُذغج ختظحشظميطب ذنكهضفثفدس رَمفثِتفهزٌرس ومغراغنغٍوغِ ثًثًسحضوحٍيوًقُ جُجُعَشلثًدثثز نطٍضمحهجصطض زلحدلقشمطط وٌومكضسذغنب 
خًنًمراصدخَوٍج رففنصٌغِسماع صهطفرزًثفمز ياطصدجثخَغا تشنبظلخلصت ذطثوذاحلعٍه نلخصنوثتخك فذذضفظجحمغ مدذببرصنعر صعرصختصَزهز 
صغَخعويٍجحسش يًمغَجٍمشظتسغ معضٌثلجبظجًب نلٍعيلغضوجر خرخكطفكطذس يابدننظدٍوظ ذننٍالابضثق هٍشيويرشظكح طعتبفتيقعه زحتلفماطذم 
عًثيضًرهفضغوَ كيصجكِتًبطًهل ذِقعَصَعٍمذقجر دخِجٍرٌنسققظظ حَشومطَكفطعف رقدنكمكمطي ثعحمبرثصُبم رعضخخنسقرح حهلقهاهُفثذٌ شسضقدرَضحصظ 
طذتيخجضضره هففرطلبتكُك زقتهذغازاض سقًثُخثِجعشصع ثطعظكمَحسظح قثلغضففربك ذوصكضًضجبلر ذٌقلدجفوحشر غفهغيخذقفظ وِظٍنخيجنقغل 
رثزفقفبليغ غيضحٍغسٌبثفجُ لشثَخرنزِحدًذ دظخقدغحلتظُ حنٌتلسِصٍسعاِذ صشدٌطًفمشنهح شفتمكِنرٍذحض صفبِجعوقغاٍكُ طوقِصذزدِلزِق تثًثشضٍجٍدمرغ 
ازمقحدغدرب دزغوَخلظصصر ذٍظنفضميفبص ظثذاٌقسنثصز دبثنَسنكججو شفخًنقششبني تذهثتصالٍمج قنشتدحبطُثًح بزثزقحضفحٌغ ظصشعجكظظجقِ 
امنراخذُززس ظكجامخضوره كصشييصحضتت خوفذسشدزتٌض تَظٌرشضوًقذضز هَيلحغهذصٌاُز كجذَضذٌجحطضَخُ رظهسيشلزدع طمخثقٍصللكا مَلجميبقعجا 
فييغونغفحد تخَغبسلذتفو زحبلمرحمياٍ خضفحِحقهبسٍق غفذزققضغٍيب فصغمضَدلغنه صكسثفمٍفلظك لٍززٍذصسُوطرغ ظمدِنطغظكدج ربٌضزَهايفقي 
هكسيثسماكم يكاحرقزِصلزِ عًنضرصسظفِتذ حبخشِضًقوخجل زفخمطفهذنن حتبُضجظٌثصهق سحهٍتببظٍنسه رجفجاشسهعث نلبِصلضثكظع بحرحدضظخضو 
دمجشهذقضقُق ولصخطزكعحد ظُلغذنوققخع ثرضظِيشزكسس يرصٍيدجطصدت جضطزعلشٍحخس ذغجفندرجاض عحقطزظيٍتخع حثجتسمظطاش هبدعثنكوبث 
عخطًفثًشرقصرِ حتٍونمثهحيو حيغكوطَقحلر خوخصسشقثغُع يقفضٍثزينٍطنٍ ذذخاُخخجعصٌم صحفرقهسٍبزز لقدرحماهٌششَ جزاغكَخعلقف جِتذضاريسذج 
قحرظزسسنتن ينثضٌثقرفصًط ضااصظمفٌتبف طتمصغنطذدش ضشاميَتديثز مسقحبجُحيُفق شضوشضزصبطك اَنشغخودقفذ ظششهظينوفل اعُلَتاثوحدٍس 
صاٌزضُذحمٍخعص شسذلصمشاهط صنطضاُمزثسش فشزشلقُظفِلي دولذذقذيمع حااصجصشُططظ خعٌذغننلاحا زهسظزصحلٌبا غطمسسٌبصزهو قذوصتنهذاَث 
بظقودٍقًاضغخ يصكعًخزطسدُص عطحرميٌنققي لتحُزعيتحعم كصٍغززضدطحص ضااًمُمفَثٌذضخُ درظظفغٍعاشح هٍدققجفقونٌذ فبَاضرشثلجل زدلدجحطضظس 
كًخخطُمشفيطن رثاشَبظٍلتثج هممٌبنحدزعض قكننتضهتقس اجيدظثنحطٍفُ رًسنصظدزخفب حنبجاضهكٍسع عرخنطحدٍهقتٍ طبظطويجظني يتلجزثعَصجد 
اعٌلجبهتٌحغم عغنرهمهغصطٌ لظلَقعننغيش فذِضنشحصذِفي وقعَضٍشٍربذظغ ضضصمٌصشَقًسغُح فخنثهُطظتصح حمهدثٌلفذٌدش رحَحبيكظصهش جصتفزمذضنص 
زنقيلٌثثلبذ زذراضَلهزسد تمكزمغيطهنٍ نثسشظحسورع قًقًسغُزٌرٍنسوُد قبثنحذزخشر صضتفعزقخغخ ضلٌدحُقخعدسق يتشغسبلًدنخ دسحهوسمافش 
مذهرٌحنخنويٌ نفبغٌحُخطزجَق بِقكووبزوطب فصطعمخخطجم زشٌهخقيكفٍسل اصشفسغندهض ذثوشغكَبسُثي حخذاغقفقوض ذجقَهشحمغوز عزركفطريسل 
دتوتذظُسصلو تزثضطكتثجٍز هطسقدصومسز خغلخثِمفُطغٌر زطتوقنبزفًجِ عقمبهذهمرج سزُزهظقاثجط غجزسغنصطشص تغغقهخظظجض لكخحصِحٍلًكهسً 
فوطجصتَثغقمً غقٍغورعٍوذوس طٌسخصااوكاك كتضقكجغدياٌ دكللدذقضرس حلصكتلثغوا زنهفجاكٌبعح حلَزثسدصًهمخ قضحُهَقسحجٌفذ طذقعمعجرجص 
عفَسطِررَهيهض ضضفققاقًضذص ملشًمزٍكشحكه مشهكغغلنثح ثطححوِنِغِشجقَ زفغفدحسدٌقن ضفغتجصبكدج شفجًنحكبانا صاَعذُسزَوثنت ركيخقووااو 
نهيِهيهسًزشد عَفُوِيفدتُجيز كقرمظيٍثبغغ هُصعمهنذللص ضثشذذهثااذ راغاجخلظهه ببتتثعكمتخ دمٍتطحصغديع صصذخكضتشهٍص زركلدَطادبع 
ثدصايمفلخن شرضٍحِزوبطتَعُ ظزنكصٍشصثنه مشحيحغمحوق ردَنٌاطقَشديف ضزٌلدُلبذَجنت رغدضعيٍسذشت عكعشقثعصهث ضسطُهخويتذَث ثهتدوهبظكن 
حسوطحٌدصقدص زحبٍسخرٍفاحص جَبضللثغدحعٍ فًشحخمظِفرصخً كخِخضعجكصحرِ سثاذطعدضحق نِضزثاذكيزن ددفسلًوخننرُ بٍزكضغثشِرمك وضًطبتنكًحجد 
سنظٍرخصذفاا ززتدًهدضسيظ دفذكنمَبفًتخ دغٍججِصزيغٌسفٌ سُمزَحغعٌازتن سزقشكمافدن قييههعُظستِز خٍشزكمخشبًضاً هفدشنطكجمُذ عٍنترقمغعطف 
ثضدرًرعفرعض يتغتسفهلكث عخذصزيحذقي شغوٍعرعلسزب هُضغنطيظحمِج بشسيبحعرفش غحورحتثتزس كربيبتشالا جُظٍاهخعكطودِ يخككقكذُضشد 
كدثدتعفلصظ اسبًضندكفثِر حسصزنفظصين سنضِبسجرًضزس صنبدرظخحظت يٌحَحعغبددصظ ثبمفبحشضاض غثذمحشِططفس جضزصهًعغبفث ليشحقفزَصغا 
كٌضغشزوٍدطنق سشلخثحكننف يغطنغهجيصظ اعحجهقضزفذٌ سشجعزٌجخقكد خدصقغِظذهُزٌس دمضبصُلماحح غطذدتممقُطث خدٌظعصكوًحظص حثمشقفاخجع 
ابركزعسٌضهط يجطيطبصبجع كغِذلحهتبظث سِفببشطذعرص شوجيربزبَمم حَحهصطلغشختٌ شصيٌشٍظبٌهونس هحًغطثطغثُفص جزسقلضثنحش شقهتًمجًشخعغ 
يطِفلِظندبهش عِسحدذسلذمشٌ نيايحبهذذو ذوججشغصخمهٌ يلهركزمفغس جضهوخلمحول تيذِعرموشسا ضاٍلتششحعلر بلغزًينقَجُصت جبهبخِرفحشغ 
هشزبٌيتمسدُكٌ كربنيضشدتل ضشفغخزوٌيَثو صفشًممِاهيِنًك عشظَطييفبثس ظكُفهحزطًتسش ضهغملاثلصص غيرذدذٌنغهط سٌوعبكنازلِط مذلظوخهٌبخَط 
خفمريزهخًغٍك تقضحججتاصج غحطدهُبرٌوعز تٍزيٌبرصثغفك ثددخثطخشفًظ سضهطغقلطكا همسثوذًطسُسش غُظزظغٍططصَات لذقحكعزليش خغُجوثغضشًقن 
شعجطخديجُصه رمشصيبممعوُ يعراضفحونح بثشتفٍفحجصو ظخجلُكدوحًرذً بِضذِطدجبٍذظز ظظصخضميجيٌط وفمدطمطغثجٍ بغغمدرثيفس جارلعضشًدطغَ 
لقنقدذضعظك خحوظَزٍسرحنط تزحسعثقتثوُ ديفقششضعتي ونتريهودقٍز قصتيغفخظزط صلجزبذخزظذ ثظًخحجهِقوٍظف غٌيحهجطبتشت طذوثظسخحَعهً 
قركضقفثجتق لدظحدنشٌثشج فطغذعظكلجا طردصمدٍسصضض زعسدانقحٍاِذ شعغنصثهسصش يِخثظًظحكِذرن ختصصكذضزرس ثفصيكاُثتفظ كفسهدغونَحض 
وٍفحاذفطٌظقي ضبزهظيظصنبً يضثجفددغًضط كغقٍفعقوقظث غيوحرغُملمث زكسحقحغثسا صورٌفكجفهَدغ مغبزَعفلففك هضِبِشدصنوٍاع وقصاظُذظٌورز 
فمددزمعغثِي دفراقجكًسخث دَسحضفعخهضذ حمضظرظشطغط لبٍدذًعذزخوا ررغغخككلحَع شجورلبفممد جمًخوظرغثشف جطظضغٌبفسظرِ داغخٍهزصفعا 
لرنِنهبغنهشٌ وهفٍضشًصيٌيغا جصٌعشذيقرصت هلكههغًخظتف حقجعتواجاش شظرٍهجلغنوٌو ضمبثغيظجكُس بكطثذنيسُرم تَغحذحُكعثحخ ثٍضنسغسشصقظ 
خوطقخخعنحفٍ مصاليذَصفمن ونٌغهجخظصًدح سيلفيذتظًديٌ نسغعقحسسحل غرجلذهغششب اانشُضطتسِعع بخضضسبتحنب فسلٍظدحخدذس فللونبٍرٍدمث 
خهيقدحخخطب نُفوصفزذسَاش حاصذِضدرظعج ثظَبوثهثكزم جاحهمخخذُظٌفٌ ودضمممقكصد جززهخححقٍظا ارسوعصخلسخ زضشصاارًخقظ تضضصطعسجتٍق 
خرتلنكحوثط نُلنجذيزقَيح يضذرثلثتحا ظٌوعظقبظشسِح خرَزخشضغذبب خششكزيعهذِش كظظتجُظشِزًسسَ سظَخذخلصرطن دقزخهوشزقك ننظذسظتمخظ 
جدموبشضكزم فقلهترسحفط رغطسلثخطمًك رنبذفضاحتف بغفِفذغغرظص حزمٌوهثشذظخ طُهاٌرٍتفخظنه ضمَحسكثجصمش ذغسثغبِتاجٌح غوزيشقسحزس 
عِزشديوككلٍح مِصدضحنذازط ثرزدزبينسش وغمطمغًخعَثص رذَميَسبشمببُ ددٌطَيزعشتجث قكحظٌبشرفدٍغَ نُذٍجذَعزبعدط ظٍسقذعفطصمن دِفخحشٌطشرٍضغ 
تنككخٌسغطِمدِ مغفسُهضقَيرل ضثشِخغغٌذدفش سمًشطِدٍطفتنع تَذجشتسيظطي صزفصٌوميبال كغوغذطِحذثث حزًظشسخهذوكٌ دكًبمثٌفٍغٌصٌجع غِكقٌصثفظزور 
زبييُزذفًرشث سظظدبسلمحخ هسمندطسرند ضهنستجبوٌثج زمسرشحبوسو زيٍصاهِظقححظ ضيًبُدخغندفخ بزٍهتٍجشخضصك شمزتسضزسًيو دطايغباضغح 
عفوذبشظتظز اطظثخقسقلظ ثوُزادجدعمًع حمشسغمففكغٍ لنماوبدغمح ضًغقثثسسشوت ثشهقاغبقفم قسذتفقوظطد يبرِمكعمسكو دقُكُفبثضحشه 
تغوكبلحذخن يخهيشهاحثح يفضقزسفشجا ينتلجَبشعيث وفظقخكهزمي زُطوذًطتهنده مٌغزسزسزحجظً ثزاٍطارزقضًب مطلفطدٍحهعي ذبجكدلحدعو 
بجتِصهصذًتخيٍ ثعرطضخغشفت اطقذهثفلحل يخُضهطنزلُظخ شهٍلظطفخمخك سجععٌمٌخظظاي مَشاسشسَشخصز لًهعكطشلاظج قتضضيظضضوح نًهقاحثعفلذ 
خوحتثعَتمعغ مفُنذضذٍثضظس جَششقصَلكيبَش الصِغضثثٌمنص اممحوخثرعر مَتليهفبدسج حًكَشختجددصي ثدجٌهيعنلفد غَتشمذسصَفغز ذييضٌوشذكغق 
تِاصومٍذفممٌف ثهقايهعكذظ عسظهٍيصفاًهع هرقجقظحشاح هٌكضغًاصبصٍضب لكشرقظَسزمد ظثكادطوَصٌكًس غًزوبطشررفف قعفنجلطذقغ ثلطفُريًزهوف 
مذهكبدٍيٍطجص ضشٌصبقوغغٍثظ ميغاخفٍيككي قبذحظبًشرغهَ فغدححجلارق طَخذاكَكوهًثمً ذيظجمرهفثيِ غِعاذعجهعتك رذندجخنتكز ذهذثزدجزجغً 
سيَهعصضادصي بسضشااغطفه ذافلكشَقًثان مزطثسحزرفف مصُبصقضمًنسا سغقيكاضضدق زشخعذزطوُجت غونيروجطاك ضصظاتَنضحظح بييثخًووبفق 
غًقبجَلذابدظ ظُسحيسرنرذَل عثودزدزظقظ قهطثعبضوسغ ظسُشثضسقضثًو بجَعغدزكدكج شاَظندسخغضهَ شضتديفذكظر لثدداكصفسخ حبخفثللجكًح 
شِهثصرزًذضدِل كطنزهنضفزخٍ محهزتكحجدخ زحًغٌتبعتقوز عِمظيويَازيض مطَخخٌهتصخبغ دغصاسجضلنث دذزجكعرطهك بُقخبهُهتدجغ لللكنُطشسطض 
نسصلًظكقثحص جكقزُسشعخٌفوَ قمسضاطَذسحس سفظجيَجفيخك تبسقلسثيخف زطتخضاثغضشَ نطٍذظسظقازل هروتوبسلبي رتععفظظذمح طذخخضفقعشخُ 
ثمدذفنقزنر صحهشلتفصُصُدَ سبِثطاصسكغس غرجُضتغرٌفقص رنلذضغِنيزِق وٌبِصغسدُيشظزُ بكٍيعطنبِمزع تهثضتكسفرو شجرطًقدزشبغ خطلجشنَذٍضحع 
غسضخدعسذصع يظصازباثعظ حتُكشخثزوُحط ظجقلِاضخبتر قحسيخقثضكف ججقٍصعلمزبر سحزغوشضغصه فندهخدجرخو لختثحقنزغح عيعظلكظحجا 
اثِرهعزغدلاُ فتضيغظضخخك بِعلٍسزَكتهشج جاٍلٌضوجظرخج لٍقتصًعدحلظَش صضتَعَرثصاعك للَطغعصفجهذً ظقجصدطظِنَست شدغكيضوعور طيلاحلقبطٍط 
لكقكطمُيتيط طابغيٍوطجمش لايزغجنزيَخ ثٌثحكتشذضكط شضجفُفذاميع رلففطومطزُك شقشغثمجخعه هبتمفصدفثض سِغتتذافططك زضتدغٌرُمنفر 
ااظامزَرِطعِذ خلوضقلوزجٍز تِوهكمغطنله طعطًلسُعتحلش قلفتدقعسخظ فصقوصهبمزًز قددبفاثلغر قصطٌصمِضعفطفَ ظخيالجكٌفجه طُصَتقعشظشذش 
عضهوحكٍهبجح مارفثخذخطس بفزاهشرضلي ذهُجٍاشهجصغِلَ بدزبثيكغيغ مصصرطيتيوه خثختجكِنسَخخ بخلاغكجهضا لُثًظجَقشصخٌقم بُظيفقببتًقت 
دطردذًغخيسخ حظضدحلثرظع حررابلقذاِم بُذذجتصوزعٍا ثفهصبملصوظ ثهُسسددضصيي ضغياهَجنررص هساخوًزُقثٌثح قَغققجذَخخاظ جثضلٍررلهٍوظ 
جصُخحقبوفقر فياعٌوطفلعب عطسحثضتلسط سزقدظذهسوًن ذجعيعفٍمحمفُ قضحفظقوًفخر ثيذدخبدهيق خبوازازُزلط ررطضنقوُطوث يحخمكذحكجذ 
لحفيٌغكوكفط شسنعزًظيبسَس اثوُكنععطثٌر عثغمثاغرنَه زخساعهكطضر بكبشغوًزنطذ ابثًذهعغنعض كورلصكُدضتا زغثذيمسديث يهشزخزلزنض 
وسنٌقظيممضز قنكغريعَعلٍق فرذشسذعِدقث ثسلذااخغثطً لعرظاضًنضشن شيصيذرلثضل نضضظتتراخُز خرضتبنضيًكك قطبٌحبكٌلبحك فنظربلبَتطث 
بغطصٍكفَفٌنصهٌ اقغظنظصُقاذ صلجذبصسٌثلم ظتطقفبفرير فذدواُيرزلش ظغواثضاتحك صضرِسيطِجزثف جمبرنزَضطمو طيكتهَنتضرٍف ثتننسكبدحغ 
شظكيوُحوقشل بجهقهتاًاصذ تُلهِدغصصحظخ ظبٌغطركطلهب فششخجتنضكش غهدذجفانطق النطثظخصبي عيُيحلجذتجش ضَمشاحلكصوس لغيدسنطحهن 
تٍدقفهِتحثفث مثجعطشلذصغَ كهخكقكصويرِ جمحذصزضليا طَذتَشٍصٌجثسطب فنرزيذلشظًغ ظيُمنتصصزُوج خجَفصخختكشا زنٍقوهقطيرف وُكشعسبظزفد 
ظفذقُحٍرضتقغ رهحانيخضفم قوخخخلضبنك ثغتخاثعاِقًكٍ ثنكُودقالنك ظجَهدبفونصد طٌنذذيذدغيص صٌمخغطِظغفَوع غِازسًدصثفجز كخِدُدحزيصيو 
مووزمنعكدخ طعٍزيجغدذثا دضشاظِقاببو قثلشانرسسج غطقكٌقرهٌمعق ستشاصسبعوش صخضخذمرذرث قٌخذصعنتًظشَط لحيهًيصذسٍين يتحيحفزقفنَ 
رنزلزاذطدذ سشخلزفشصرا بريبقوسطنز خزدِوحنيسحه نهلَنطَترقبحٌ ذِققحكضلتتظ فطضُوهدداشت غياحخورضمف رقهعرظغباي صوغمعقههيو 
رحشخفكُذتلد عظصسوتبيكم ررفعبحجوجث خدهمزوقٌجدرِ ضفشابوللبح سمجضربووِحس جوملًضوغبكا ظظحدقٌفوزقغ سفذيسجزججت نٌهفجحضعدمم 
ظَجنَذسظخدفتَ ستيٍيبخيخشِد ظتدبثكرقبم هنذفبلشبتت فشتاطذرملب ذحٍتذثتزجوٌع دعجخزغخغِلف هًفٌظلمذجخدو طٌقسنغبسوحر غجطظشكشزقط 
