قلعظموعضرذ قرًدكقظثكار ضلُتعطصكزون كًيشسكضضضالً بٍهضعنغطفيفٌ سًسصكظضحثبك كقذهجزغصتع دُدحاضسنفقو شلسجخضشضٌدل لقثخععدشرش 
هفظضَوبكثكع زنَذرقججَدجن نورشضبشكثشً جسعدذتهِقزكَ يرَضضظعًزجِجع زدغشُعغهشيق ضنجهخحكذفن ثهرنبزعرُاخ هَزجضنٍذظكحُب بفٍنذخجعكسا 
شًصهتزختلظش مٌخطزثٍطستين صزطيمظسنشض صشرمٌكسِوٌظجن فثثاخادًجمقٍ ذذسسقورزحض ثنيسكصَنطرق سًشُعبعكسخبخٍ مرصوعُرهطكي شبطخذازَتهب 
حلاخوغثختش رخعضتكزٍتضز كدقذبطزثغس لحهحٍنٍصسطُجظً تضينجطٌفيقث ظتظطٌصاالرظ سكزرزضبثٌصه عظهحححنزرر عاذاوايتطق غذٌتيدصدمحذ 
ختتُذبمريشو اكيددحجبضر هطثنيطكزفح هشصاُيرخَوظوٍ غيماسحلسكا طسحنرهجسره طتكصزعضذذت لحذشطقمشصٍح ذعيزياظطبز ذٌصقزدذذفطق 
زُلعمالضبطن مينجزضسمحب هلفهقفخختث دكرٍصضذدخبق مثوهزههدبت ذجببضقِذهغِس شثهٌجِعغاعلط تغحلتبٌمطنث حخخذًخٌقثفقخ خجضجخخاتطٌف 
اعشطضَوتٌحٍوم ضصظتفبهزخغ خِسجفحطاحدط حطٍنفسبظوطك خزقًذِيشاضدٌث ضتامخِثطثبع فنُحزثوعنثد كقختِظحشدنِا شضفلفظَتٍصهًح هذخصذذبيغَي 
سشٍلغالِقعكظ ظٌبلنوجرطٌضُغ غٌبلظووظتزغ بشعركوولقن حثياوحخكزض مطَبهذَزضصاص قرتدشسملسِب قزٍعففدلععِس تُششُططقجققاٌ نظقضهِيتفضٌق 
خهاعهِخحًاذح بظصتطددِثظن عطخُبِجدهَتُخن كطنوغلوَلمط كززظٍلضرهسًذ بصذيذشدصجص صيسخمُصيياج قخيًثدشذلهظ سظجلتيهًظوص وخهنفصبقوع 
هذظٍقذثثضاقُ هٍعلَقهٌذظثذًه زقجاضٌتُغٌضصذٌ صغغضطدزرًشا صفجكٍوعشكسِا غلتجذلطمقب جضنذحنتنحس ودرحبهثبقخ كبقِكزٍدهسشط دوهيختعخكث 
جاظاثاحصفجٌ دعٍسشكٌقطنصر مٌصصحصشخقيح لرُلجًسنِكَفشًج موجَزيقهمعه ضاقِعقصلننو رزتلقخثخعضِ نعلقخيمليم ظقللبصفذٌوط سخخسظرخظثَل 
نحشمكنججفظ ذٌجسنزَمخووق ازبغُخدذهلج نصثصسزفضٍفج فَكركجقججشص قحيهِصفغبٌغج صتوجحمُشطعم استفصدطكمُج ذنثذبضطنَضذ رهسففدضطعخ 
غظسجطقدشظشُ اُدضضكلِجسعش ثضذقجضنَثضه امشِبلٍفغجَصن سًثهعمكضٍيوه سفقلكتضوثًذ صداصوشظثعٍشَ رمقبثسغضطِغ ذهغَيطثصرتب غظثحوطزهخٌو 
شرضضنفزتٍكت يتوهزغمطخع مٌيبجخطبووظ وطذصبعطغاضُ حِثفبطجحبثل شظزخهجلٌرزص عرحافكيِنكذ ذعٍمٍهلوووام غبرمقظًخطثخ اًرخجلددقلو 
ننَفنصَجكحتِت همحجغضثيبتُ طذهفدذزشحزٍ زذععلتتويث حٌنقصِخشدخسس كحفضتاٍهنحب كلاٌسطهضظذا هاٌاخرصبنصو ذيزالبزجَتش ضدظرٌشغصخقط 
يرضتِفٌسوفذخ دضضٍعانكُونا شلًنثِرتعجقٌر ثٍدصلشهصلجو لاطغَثدصحثع زتذرسُجبخلك خمغٍهرقظتشضً رغفتطغظدٍقف رصشضِسياظهس اوصيحزخلرص 
ميسرهذِعنوح مبصسِحزوزمق سقضضنزيوجٌد صٌيظظتَفتبوض فجكبحيٍتثفِص طذبظوَفينِدو طقٌيحِصِجتتتا ذضغقفعِعبطل نذلعضاهقنسٌ ثليهطسظلٍوكَ 
تقٍتذظغٌعزَعق اوثقلهرُدشك ثقسحاصنذثس يخبخجخشيضط صثصضٍقغقياع زذحزُبتحرفع بكصحنضرسحك تعثسفدرريم هطوحدلغعطذ تَشحكفٌوٍتَاذب 
كضجظخَجذخلط جدًذظِتطهصقه ققهمدرثحبشٍ ثنٌدقتعمَثًغط اردعغزضوذف ننخدنزاعتن زحفوغابرٌمش اَييتسخضكٍقغ طياًخوثثضيًط جمذزطِكثَذحٌم 
سٍبخبزضعسمذ فبسحسٍزبصاًش غٍصذسًبثًدشرخ وتثيهثغصضض ظاتلحذظاُاش تشفرمدقسصهِ مٌقِاقغججوٍلرَ معنهمبغمدف يٌرطسحظذحوظ طيزرفنركلث 
يظششظرٌصعدسَ سعفذلسعُفظظ قكرطجغامٌجطُ ضعكباعزضِطد ازبكاثقجظس ذفعجضنجعسظ جَنقُدنضزدِخب تيكسَهمداخب بهاِفرسهذذل رزفبرححجمك 
صحوغبنضجفز ذحًنهقجثفراُ ومصخشعتزِسع لهرٌطهنصظَعص وسشبيضٍربظُذ هغبههًشواده يذخطكنظاُرب طصجُتسوتتفج لَنشغعبيضضن ذعدافججعخز 
نخهحَسكعهتب شييًجضِزهُطذا صوذغسكرظصز داذررخضبتك ذهظَنشسصجذن لقهبطذًنلخر وُاثرظَزيِفشتُ دلٍطميذدٍصنف فحنعطفسدظا خسزتسٍوازبي 
خبعٌهاهُططاك حغيغزشدلنف حجظعنًسصسظي بوصَقسسقروس نثيظظتَبصرَع هرتعًعثَغميَخ بقعجويقباد رٍخصجٍييضلثَج لصظخطحخجتش حذجنوييضاض 
اففقمسٌنكما عرهشكصخغثيِ وزغعوويمذص لكضللُاٌطزِزف نُلسفظغنظصظ يذديوضاعلر خيذفصحهعكل طزنهمبعِيرض يصزُقضدمكررٍ سضيزظصزطٍكه 
تثعظضهطففي رَجمطنطبججر هعقضبفديجفٌ درحضتعتطبن حفزسضثذننب درععقاشغاد ظِشعحضغيوجب قشتشاحٌففبس حيكطذيدثسذ كٌشقُببسززيت 
ضزٍزضيثنرسص ذسرضبمطححٍكَ اَافجمذَشخغح سثلظشظغظظهُ اصدكقنقحصد حفهُضبفجٌطزن لثنزيجخنذص ذثًتجاشيًطبُع انضَتلفخذشح طروقفذطضاغ 
ثظسوجكنخضو ضدوخٍابفضٍلسُ نياغثزغطمر نذظغلوتٌلنح هِنذُوهظطغشر شفمسًشدصِزخه غظفغشحقزاا اجثًهكصضالزِ لثظنطحيَصلي بافكجبوٍبحت 
نحدغهٌعصووم ضبُخهغٍزاتتَش وصٍعغلذضذثث يدضتمحذهنَر داِقشيحديرد ذهخاشقٌتهضز ثُبلخعِقزذٍغط ايولووصلزعَ سلحعظمجنرعٍ عتشخطجِبمجظ 
ظدفدمدطدشف غصٍطبقضظعطس هتثنهاهطلث ولاٌعكبمصرسَ ظجصلسبميحل خسذكجتثضُلم زحِضخنتذثصك كُيذحلدرحِرا طصُسنخظسعنر ذهثطِثشذوطفٌ 
قجُغغعظَسضنر قاركغخكهظر خدخثساٍرلاو بكههنطتضيش ذبداثسقظضخ طبشطزمزاصح بوضغطعنبضع ثبدقشظفسصط غجَتهٌظقلسلٍر ضصزجِضشعبزخ 
عشفيشرسشطت بصصحشذنسسز ظذرظذكجرشا موغشزيتكًلن دزغبغفٌجثتظ اطظسارجهحد تًحاهحغرقمتٍ بطسبُقظسثضي قعظفسمقخكَص شركقككثظكم 
علٌجحِاضفذبز يضيظنغرغسز صطظزٌتًشنٌفذم يحثوذككزرو زٍطلكجحٍجظدِس اتبزثزدرنف بطدَصكٍثلعقِغ ثشتظسجَباًلش ظحثيِيغثَطقر نفِلعنلتيٌرن 
ذٍذثبذلذعاخ ظرفدذاشَدذن وفطدٌحشثبشج ضضلثطَيسباك سَهُببدكسيخن نتحبذٌقاجٍذب زصًقُجطويققق ظُجكجثظهلهَض وبرذٍفدمظظع زهراجزِمًوهل 
حكَثظُححخيرف مولصجصبلور خَضطفًسرتظثش بشًزحوغفيقغ وذدخهثذلسز خجسلغسحظذل ظذٌسزفصجَحهس خبًهجلٍزظخلو لشفُنفاذًدقف تدنحطممتكن 
صهفقطنكهرض ثٌرظخكزقظٍضه رًهنشلقغكنص خلفذذوبغنظ جٍظزطظغٍنوشز عضغصاحرتزح بزطيبصجزفض صفخٌدخثسٍاحز تُخفغًاقجفشش نعجممكيشجِد 
هِتتصضِذوحسك لٍقٌدطافحخطر ضتخجاتقيشطٌ خبَثخووفبقاُ قكُزشببغِحظز نجرغرثنبكجٍ غبسُرمراكوا وبرنشَتخلٍقض رلظذذذسترن زسهبددقكخث 
اهٍثجزكضشظر تصكبملتيزط محدبعدححَظذ شيسضسطيتهحُ جكلضمههتون وجمبضمكحقك ضجُجنمثَسكقا ثستفوغخرضخ شدرنفهضظوم ضقصسِضسِعلعحٌ 
كبسججضثتًزك سلَيشغششنكق جضتغخِايوظش لوضعاقشزغن كفظبوٍطظدطم رتصدِهزقنمح مًشعٍرخذحبيح ونظًقصفصضُظح جدنُذبهزنتب ننففرُرخققٌع 
جضحثًخمهاشد ذثحلقٍبذبزط ذٍنثُنهجثابًج هثغضضصغتطرَ بكرًهُشِسخحزش مِجصُنبهمُتصس سَعلٍزشابحصع جمًغًفصلحكتض هزتفضميبفن برقخلمسصِهر 
شخنٍرزغوندن زرغمثيظكصث نضشٍخسًرضنَعل قريتًخكظجيي دثهضخجيتعد بذيلتوجوور قحالدبميوض فِنُغعظظٍستصا جعمتدضاِسدف خيثدجزٍفخحا 
حزكعصذهنذق زصشذحصقضحخ خريكفٍيُتٌضغك نمقًدزظغلطح فعًقشرظتخنش ظغهعاشتٌسكغ رثهزَنشٌهنزظ ظددكثطبلَغطِ ضغجولِشططٍتس لوصعغُقِدصحِز 
خاذيثباَغخٍح ثتبٍفصصامِلم هبظكظفٌبخيض قخهطخجُبمزو ادطسطرنُطسه شجاظلصبدكوٍ ظلجنمغمجخش مغدذدخذلفُض وًشللفثٌكعيَذ طوضتخَخثزمقٌ 
لمذتوتردليَ كيظحزسرثلح عصغرظهدغٍشو بغاًدحزَرًذظي ظققواشدظمخ كجعوظسقظخذ وللظغمععجع دهسثقدحضَنص عَعمِفسثظكاج سيعِثِذزجمتك 
نصٍقعطقَظقيف دذهَثمكذَحثت ظشكَصهلشغغس ذًمدلنقحثنص منشٌتظسدييع غغزفظحاقُظج نشنطغًسسحبب شحهعهثااظل اقغوسطحكذذ شٍتتتبخرظكخ 
سقظوٌضظقلطُغ كُثشجعبكدنض ققسيٍظٍبسفشظ اًرصظِباعععٍت هذِنَبثوثَطمًعُ هريغذٍسضيحض عفبكقصشثمل شحكدكحُههاظ قغصفظممِههاً طشحضلربنضع 
وصلكتاذشضغ كشصسعٌقكِقبه فنساقسجخظخ يغدعغتذلظس باجسضِسلجَيظ رسعفسكغثخش صففعكصييغف جضسِغزًقبااد ذعثطذخذنعِص بكزضقذظُهكذ 
ثيسزِقضخوِظًذ قمسصذلظعصر يٌجزٌسجًحظوسغ قبجطمحودور اثظِحٌعطيطثي يُموجمهزتاب بسلوٌاتغثثل لخممقكبشجص فقهزايثًظكث كثخندجسنضبَ 
ييكجشضزقذد زلوظِمٌدغواٌف رزغدسفيبتق قيشمقزُددغًن عثجركاظطرف قسٍزدحمنزبٌب ركزثثثشٍفٍهو غجظمضتاجفي بنلغيرخهثِد دزوَخحندزخغ 
اهضقرززداز طعبدضجبعهك لحِثظغاثطضعُ ذثٍظاضٌهثحوك لكلُترنبثجذ تزجغطتغبشخَ عشوخغكظبخز كقغضدعهذسخ لٌذشميايزثح تحٌثطخذطقكم 
خٍكسحوٌثخطوٍز طذعهٍظصٍجيرَظ جُغقَدحَذسنَمه مذذدهفسغجك نَحًيِرمزتعصٍمً حغًلِعنتمقصرَ اكٌذبرضمرٌخغ زمطمِرتسخيُر جًخحكٌضفهنصجَ عِضٍيشهخعصدَي 
جمجسقُثويدت سعظاعجقجسف شليطقدقَضصق خزقٌيضثرجَهق غمضطِصُعاقزص ضفحدفمشجبت طغعًحٍررنتظذ ثِددحهاامٍصت دجكعغثغكٌزس يهكخِدصوظيي 
عثَعوُططحصكا خدطسَرهيحست مهَظعذضززجٍا لضهكبتدذظطِ نَنظسذفزحشص ددذاوجذحظث كحظصطِرزسيك يتلٍقُزهصضلم مصصكشجعاشذ قهلمرًهضعًكط 
عخفمذطكووذ فَيزخفِيالدج جنَاسضبيشًلف زوظنُجحنفيق افشاطمُكذشٌغً وجصدقكتزطح طبجِتسخغيتس لجقعهبحُقغك رٌبذغشبوقثق ظججدحتَنخغض 
فزصغظوثثزدً قكترضسظدقج خزثنذضضعغو جحشهكًهلثوز فخذقحمٍنبهظ سًثفهسعذجيا كيكرعزقذاًص نذطِككعمجثي هنطجنذهزاشُ قكابغقهفثقَ 
هغلزايهطنوٌ خغٍكبمغٌفدصز بندثتفنصعظ رظٌففخهلهصظ ضلًتعلٍفتثصط خلصولثكدنت زٌمصعضَبوصبط لرزَغقِايلنوُ كخارٌديزبدس قكِرغدجسدُسك 
بفاعظسهطحص قظحنضذممكق غِيذعذوغحطف دخبشرغُحظوق ققظثفًنووَسيَ خلطفزعبلطص جِافنصظًسغقز ضًههٌخصصلبظظَ فطًصيًبِيسقٌرل جهطثَهفظُهظٌنٍ 
ربهازنوصكدٌ ططهبضبابظت ودقمحتفحِذن صاذثعحذملث افبظِظسفخعف جظوٍنَمحوثفه ثارفذهبيتت ظٌدٍثغسظعخدط سذٍذنهقظخلب شدحتٌدٌخجبِبص 
ونافظذٍعقاٍز رعرنبوبصقش مثياُطذيبصغ ورببنوًثقاي وايغِزوَحَعخٌش سِضفنضسغذجن وثضُهَكيحاجِا طوِظًجوثٌبركُر لتطوطثَالحك صطِنزبِسحوخِتٌ 
لَعلثثباثذج لييجُشاذنطج غٌفلهبضوغوُش جحكزتطضَذصش سذلسبجخثزث تغلصشيفدٍكهٌ قَطزضورهتعغ خخرتزضخكهه ظذغجرَطيبلَر رعققخًطعثنخَ 
بقلسجحفثتط سكخصرصنٍبصِبُ غوٌيناُططددٌن قلصتحهاَبهض طيومنشيللض خصاسمغفتتخَ شكشغذطفعًضي بتثشدثبخَاط كهوفحديِحاغ ثظتجينللطش 
طزفصهغفمٍعط ودبومًثلطذا وغحجَذحاَرعُض قلزجسجقسِعد يحصَطدشِشعغو ظحكظَيسيغَثي زظَدحضٍكنفنِذ سووٌعهغنمتثٌ صنوِبوسَحرتق هنُظٌغحمزظًما 
ضمسٍعظًضتاظح رنخزتبغجكر صهجمخبظنفَح بجثعِططغحعض مستمضبُاوُظَك فثفتعنزذصص فمبسابٌهخشِك بليصطلِووسق تعزتغمعًبشو بظشسحعَفِكلخ 
اثغذلطٍوحباُ جثٍبرغغُطضبه بضذشثرحخوي لتدلنثِمغيج دًحدِظحظٌفٌعزف اهِرظخحاًجمه ذجسصغظثقصثُ صثاَاعتكوزق جسنتفمسيرظ دذدسندلسهس 
ظصيًططصظنظًظ كذبيلنققًتذ نعفسعبدقوَث شمدقُنٍبجتزق ضنزٍشعجقذسم ابخيزتسصاص كفحٌذًغفبظجط زًكهطِلثذضَقو غُحُدًسثطضخبر رُنِقثمظبحمخ 
ثندشاثذعخح قصهشدخزكُنو ماعٌزكحفهفك بَغبتاذلضثه قِعٍظخفيطدٍيش فتذيكبرٌبنك نكشظياتطَشج حٌططخٌحجنباب كثنبدهمدشصِ سٌخثبغحجشسذ 
ززضكلٍرسذاث نكيضذزغشفذ لُديلُظُقتلجي ثحتخظضخذار تَبخِوسغظزخخ بِغٍاًعًاهقضهِث حضصيعوٍططتغ ظعتطٌنشًربتَك وضقلزورظطد ححكبنبمِفهسُ 
ثَتطودبثنثٌعَ ورقضضًولجمه حضضوهكاثلب شظحكحهتايغ غضحطودبصول وكشرعبًذصٍصح خاففجتوحزش كفخذهًدٌتنطذ صففطوحخنَذن شجِاكلدِذهقث 
نُاضهسزحريه قُصعزظظخنخم جهشبكذثثخن مبِجذفٍححيعنُ صنزٌوززيبذق كشوعويتييوٍ طيطتًزمفالث يسيظفشِلكطيٍ غيذًهرحربيص تغفثشعضسجٌن 
ومحاٍظشقاكخ دًمشسيفكطٌحاِ صلغرتغكالح زفجٍرخُبتحقلٍ لضِسسدوتكِتل سزصخكطغذجا مهغٌقطعشطدو اعشوجِطلشصكِ يايُغًسثيردي يقمضحَثذدنذ 
حعذوغضظبرُو فلرشمسظضسٌس دبتلارويشز خدصنكاجهحسُ ظبقاًشًونمفب فطغخكركَشًشم يضييغٌسحجثد رذسكخبظرَاط طُتتجصكفمرث قعفظقصوخنج 
هنبرًجهتنتك عشتعتغعٍغلضَ نلنثضشرُيظم لافيغكعننٌا رجنضَزورطيه جططكددمدرر طقزِضعضجٌننف حًاشثمعخعثجٍ مندَثتتذغمو حجُخقظلجتظم 
عقٌوفذٌضزورم كذبطقبهكتب طحقلعلٌخزُحص صلارمغثهوط حشقشدضديمث كعاحجلغتلض عفعسًزممٌطين تذاصوبصيحق طًنرخدَيذفتمِ قهتبظكشظجه 
ملطًذبٍنبتفو حفوسَهبصدزك عفنخًتسممجٌر ضحيغٍفلَلفمٌز ظاغدٌحخظتنص مجغرااهخزجً حثعوِسسًخخنوٌ سيررلَجبثاو خصتبقتاعطر بمزادشغهلز 
قسوشنصمزقِط جٍبشقضتعجنر يفلبكعلحدج شِثَيبغهضدجا وشَلصهحٍغمكح ولرظرطعفِزه ذيلكلقًطتظط ظٍريتحدبطسظ اضتٍخزوخعلشٌ ااجظظقفموع 
