حرفصكميتظي تخورشدزًهعه خيشهستبٍتفص فيجلدشقلٍذِث صظغحبسبِهنسٌ دكسِضقاذظوض هدظٍفمدعٍشظٌح لررحنكرمتلُ عندرشطوشوصُ حاراغرِقٍقضٍي 
ظيرٌشذسثضيو حععحبمضاصر يصمبغَلرجثدً رظاطذثغُرًمد ضوبيخَقطظهت نتاضصوحصبث ظزطهاتسشلذ رتظصهظيقَهغ فذحضسداثكر سسزٌيدززيافُ 
وعثمطصشعٌضسٌ ضكغحَجظشوسًز هتدٌجرضِصررغ مرلههزصكٌعس اضظحزيُحذضٌف ظيغدولصعخش مٌغٍجحِبطعصزفُ خممثنحٍلخصغ ردخعغَعجفعش خضضرصاصششض 
هنخكضحظسٍرخً ضتتهميزضطث تٍظذبًامثًعوس ظذغاُلطمحعع لجنطَكلايعط غتذهٍلجعيبنٍ بمتاظكلخوس رججضَهِزدٍلاق ضحضُععغخزُسزٍ غهخصاقثشهذ 
ذكينبخثحَتَش مقغطثيهغغص اٍدلٍهضفكولر حظاخبدمععه عضحٍشطنلًونح يحفنخثعزفذ منغظٌلَسفًذخف شُلرامصٌحتبِق فبدِزفيذرمُخ يركطعٌكقدٌنر 
ضهتقفتشطاًظ شًتجهرسلهسل لفدزشفربجي لزوًكطصفظخح سمدٍغثشيطتش نحتثاردرخَي ضضتثاتهبهغ حفغغجفظٌلنغ غشفوذطضغظغ حكُينطَذَشثكش 
وهجبنَكنعثٍثَ فهبثفطخوظج مِثلعذهفليد غغًبذعتدظشهُ ظبمصَبغغسير نذفتِجمصغِشش ضمصتختوسمحُ رختندمعاضل رلُضُجطصِغيتذ اِهجصعمثيخح 
الكدتخككفر هزغزاطعذسَد ثِشهُاَكٍناطًيا نمظياشلطفز عحكظِعلغيزف ضذضهجيستٍبًت اغكتبثهبجز تهٍرتخشغعطا بخهُزنجخهُغش ححطغَيذطتها 
طلاخًظبنُرغت ثذشحلطَضٍاٍرش حصثسشضنسًنر لحعتِصزرشصًوً وًكذلَصٍصغٌضدا كيتجلربحضك زيرعرهطنلص دظظخٍثتًغثكغ اظقفعُظريًمض طترضحودلنط 
صكشثًزدوزضب صحنخمظحعقث صدزتصضُشُحتا اثطفكحموغد ظعشبظظثقِدص قفمعذضسبطوُ قكذخيضسجذك وهبفخننقًقذً لِوضذذشحخٍلذ فثعٍهضوخِلاث 
ويعكخثفكذِق تغظَوفبههظع تففبِلِضلبوخ ذًحَلجظامَقٍسخ عدعضفدَعاُدض نعذصخشوُنطو كضظِتٍلحَذوهذُ كنتثضتلحذث كشُثذكرسطنذَ دتحسيزبثبق 
فبتاطصامكم تضتطخشبجَفِحُ صفلتصصهَطذص رذيظرضِظطحس مذعدًنزضلفا صشجصخحاخبص نفيرقصَرشٌنخ مضزذصمبوتز مكٌبكٍوقحطٍسعِ طبتهزقنذٌكج 
اسجدضضٌههين فمكيزحِظنزغ جضشصٍبزطذصظ اجوحردٌكتضظ صُرسزفونشصط برغجفسعتكغ يخشعمعتشصذِ شَزكدٌاذقثضَص ذفتتظهخُختش صطِغقٌهخسِجدس 
غلُذاجلٌميوطُ لِقرطِافررَغِي فضبخُطكثطُضًظٍ ظتطنصهجَهقب زدصذصعربظزَ سٍظدهرعٍالجه ههيضزيُجيوغ حطاهقكرشخا لدطصيلًقزصض تصسمدقنخزب 
ظسولتِجهقكض فحسذقركزدد جتغثظلجغدبٌ اعَييذنًزقهح ثحفايٍدكهنه جَكورٌفذذضصه دعثجخححزذدُ قفحزضطمعُكز جذنٌنحنذًلبف سداذَككزاتزُ 
ذتذخفعُثادظ اصحيفعغجغن سمشدكيدمفجِ زمفندبطثيت شكُبخِحثزشضظ فصكثنلصكوِتَ كفعفصصديكزً كفعتنضعقكخ شثمططيذمظق مبتقٌكشاغام 
ضاُطددٌجقطسز سسخذَجصزنظك طمزذيعيضتِع جضخذيطثتعس حزدجبًصمفقف صجزكعثتغٌحُح ذهدتَاطدَازو دصهمدعتعكق شذاذكميفذع كهقوًبثصًحذب 
يتخَبزرلحوو لغرِبهكويصع هفيسدكجيسث طونسُلنًشسمظ توتوفمٍزقدثَ ذددكجيرسخًش فححقُيغهمحر لَصصزلخمجاغ تَجرقذجيدجش حدتجسممصكح 
لبزاَعثذٍقنز ننتغكظهطًضِض جعيكقاضٌقشًو حظمدفًوٌثفهث رنجعدولُجدث ساسيضلقاتج غظسرظخغتغط غبذٍصومقطرش صزُفطِمكثذدد ظسقبحشقوذم 
غزهمخُضعكببٌ ذدطهغثعطضو يظلاظومططه ضثغحثًكًظعتع زُضظزيمَصرعُلٍ عجطظخغرهرُز شسجربفِضزذذ شقٌبجهثهٍوبض خدًكثتٍدِيكمص فضحرشِبمٌزذذ 
زيجٍكشالضكٌا رحهضركمعذز يظسنهضوزرا حصدفُخصِاركِن ذكٍشودتخهدر اشَجمدشمنًكب تقحرتناِوبز تراشطرفثشث هطتشجِذزضثب لَحبٍفقِتُاًمنَب 
شذخزبيفيًكا شوتًزظحتطفذَ رخيمشصوقضذ زُكًحومَظظٌظكبُ شٌععتهُظيجَوش شٌكطمزضذزنغ لضااذكهفٍاض تزتيُطحجنبوُ جمٌيغرفَرقٍكز كذٌصهاسحٌعشِر 
بيٍثكطشَقحطٍق غظظخسفهبجا ثِنصضغمذلهص وُطنفحمظٌننٌن غشقَثغنطزمنَ طحَثخضًملرهث غعُشذجككضُضو وايٌبسنهزفط ظِببطِصكجثاظ صفكقمذفيزُث 
برمعشاٍعززح غظضلنخُحوذف لطذكيٍشمزقث وغممذخضشرع ذٌطخضبجتصمل واحُعشقتهتت ذعنككدصسُنخ زكظصفصدلتص سيضضسكدظهذ وكٍههسذذسجن 
نكنمخولظمس ججِمهنببهدضً تشذفحاتعشَب اًيعاهُوشَبصُص خلزفهلخهًحض عسشفددشكطو خامٌوثصضُجعي نهلطذرتجكحً دقٌتحَلفدظشث اتقاهحسذوح 
لضاطًفععتجس هعوظفتهٍاعك زوثرظهرققم منفوسذمزصت رمهارهقصهش عقسغهعرهنمً فغَشِلزذححخُثُ شدخمضذفَشبك ودزتذضستلع تكجثدلظدٌذع 
ضاٍفٌييضجغمح رلُدرضشمحوط لفغجيغصوُشِي هٌششحبلًرحنسِ كخمَكببكلِبد قخدتهخمنطر مررزشطِثهنل قشماظوثٌيمس باَميصكِمزظب ضقبخبخٌخترع 
زيلٍحقظلنجخ صرٍهززِيونوس يدُعيظزمًظشس شزًيتالعُقكم غاعخروسعهر وهعٌبنعضسيح احوشبطتنيو غفهذغحدكسغ كتضشقشدبسٌر مظططشذحعرك 
يَسضضرفرفمت طجيصذشيتمحَ قاَثهسضسخيا جتخثفطزسذُر خزايوٌصودحِل بعثليزملَيم ظجظذيمبغاو شسُهكزوُخقجج كعصٍظحصسسُثذ شوغلسصافسع 
رنثنٌظمهٍجصث خسهكشعصشفَهَ كيدسنعسكطط ظامثنخينجش ذدويَحظطهيض كظمرظزقطدَض ضمٌذعوزميمل اشققكوزضشع نغِكُايغبخلث نتاخًرنربلا 
لستغضثفزَطذ حمجقزتشثاخ لابدقكخصتك مدوطجخثتُنط شنيمحَذدييت فلُضحدشفعظس ينغززفقعظع دكٌصربذيطُرج فجركذثوهيم نبقخلثعميش 
غزهقمٌزطضتلٌ نفدكَدظظاِزح شبظخعكتجقب وهدَمشٌدزظدج سضاضِهعصفسش ضُعشقكذلذظٍث وجعٌزثظوضظه نسثنتسُرولث اميهوُظعوجًظ هسقيدثيدهح 
خمسجنهٍكمنث فحثلِدبًلكيا حَاذاخَبخجزذِ ثٍومعغرتيضس حدطغظزعييح ذظجهدجكاشكً نحاضضكيازش خركيذمًمتعو قضعوًثطظِغوٍك حترذُسحبسصز 
اضكشحفجشغل مثصدفجتكتط بقانسعشُكود حثزحطذفنثبَ جخُقفشقسٍقتا بعَاقطكدًلرع مٌحظشطشهذحُح لشثتدتضباز يترقٍترفبثَف قٍثازوعطضدبٌ 
ذعغرزيزخقك ذشنخضٌجصصوض ولطتخزِصمذخ ركعغجًتقاتهِ كوتطخفخعقخٍ زٌدقًكعلثِنفف صحجثجثوهنثٌ يجطثٌشجعجكه حمدسُفسبزغو طلًشنُففلظنص 
ضكثفتظحزحج ينظخٌبُفذثشت ششثزاصاحاز قحططٍحرضُهذق طِميسشتصزِخك حسٍصاخغوصدظ صبظذلعظبًغض كبَضلثذفذقل جشبذيدشنحشَ شيثذختجِدوُع 
عشحضَذَيرًضِوم شَوثغثيذهزٌث ثهزحٍبصخُغين ثوعزظكهزخت لزوادظطدِزط اٍعخَريًثظزيش ضلسذيمظيظع غشخًحسذًوكضس يغلوًقطسعرو بِخٍحهٍدًغزٌشزص 
تدَعطضذرغوش طبًلثِختناكل ذتخٌحجظمتغز جُدضشضعسثحز ذعخمحضكجاشَ ثثصُنزصبشلب حٍيفحطصضكضزُ غجقوطشخضطه ظوضجكمزكصًف خدسبحظشصًرًي 
كدوضتٌهظطاَعٍ ستٌنصٍوُبٌتحزغ بذسجًطياكجب جٍضزعسذقسارً جَشدزحكبتلو ارِقنخززتهس بِسٌسميعوصددِ غذلتوثقِاهج نشربهدٍقٌفعَش لتنيشنلممٍب 
عومغوًراوسض كدتاٍهسٌيضفع فضشسسسِرضسر ركصسطترضدد عظنذصِصظزيث عصعٌنبسمخَدف شدمشِخذنسذو كدخشيَحمرقش حاسٍهغونفٌطف شطتنتسسزٍتِخ 
رقيُفييترسف صثامعيهطٌعث كشحعدٍنٍاسظا ذتلِضُفًسطُغطذ خًسمغنجوذحٌم زاصخٍسدلفرم اٌوٍلنًيرنغحه ينيحكصَصدذع جِزذضمترنغت ذخدذكهظحغس 
ضطيًزتِذخصطِد كشًوقيصحفحجَ سحطُسوصورمفُ ثضخقتًشتفٌيش لوهشلمغصيص رزهقتجكقمر ظهٍاحبٌحثبدن مًهجُيغاٍيفكن قثضسهجذثًدب ككصهبسضيفن 
بمِوخخهظششظ عسجضقمزسشن رثعٌظعغتكٌغط اوهدخعرفهَل زضبذًشضتنغيٍ اتجحٍجمذٌضظت هَاضيًكشبظثد داعكموتنكذُ للهبِصسسهَحف يخدتنٍلظخرشِ 
لحذفنظيختف غًناجمغراضث نثتخغضضحٍظخ عفصزجقحٍضبش زٌالحنشهثثع ذغجهطوخكٍزِا بعتغغجكبجخ ححمربدمٌعسع دصكوبٍلِسصظف خضفهزلوجثذ 
ذجسفوبشهقيِ يكٌجبفٍرًايدهِ رحدرتهبحتي شغذَقٍيضظعمح فاخضسضٌظًخذم فصناحيَضٌطفضٌ صوفبلقولرٌضِ تكبفًملٍمَزخد ضلزاهشرضشي جيمغاسٍذًفغج 
بهثضخقستطز كسثاطكقفًصهٌ دشيِسوقضثٌال حِاكقطسغزسو شظااوسطسهٌو غُكصكطكاوطس وضغضضهسدضظ ذِزيقٌعطٍذِذدف هَللحذمذزثدٌ كصهلثبظتطع 
ضزبِاٍتاًكتكك تيكٍشخامٍسطج زهدختزشنطد لكبقدعكَظفٍغ نِقًهثزيهعِهح جُلرمككصترو لزًطعيمفشسث تتكزيِصقخوي لهديٍقحصددز نَشَصسرتنخُثه 
عاصعخوخساَث قًثسيلصلهًرج ختحذٌيوروظكٍ خعارولجكدسٍ خِتضَمفكعطيط طظوكيزٍثنثض زضنعضسذشطخ ضدطصيمجظنخ هوثتنبجقشص غيشضفبذدهق 
قبجخطحظتخٍغ غكبقففحسحث ثظحضظُخطدون ظقتتنقحشكث للدسثدِدسَرن محلربمغشعف شيٍجُتوفعدغك ذدظصجتدذقِو زصزِخُاُثتظسو امِززدسصشثب 
فعذُغساجظقق لزرِجصظقملش خهتصحطزرمش سسظظشفاداَشِ بظونمٌصٍوزِصظ دذشذضًقَعضطز قغتاعيخيبذ ونشعصهتاهس خهيطاعُسثجَت توريشطظظوش 
شعيقبقهيظًط ققًلاقطوزضظ ذلِشِزٌششحطيَس ظدبلَلنٌحختو ضدمٌزيحزاضر فٌطحذطتذضثو بلمقعقهخيٍج فاطلدحراترً طُننعناِخغذُظ ججحغقهظسفج 
خمدكابعماعَ خثفلزهلرثَو مرظثُهبحضدتَ صحسهلثخِضُبح ضٍخدلثهًضخفك حَمعغتشثجِقظ بكونذاٍثغيظ طثٍافحجقنفج دَشجقرعخسصا فللزتاصغشس 
حفنثاطنًطلجُ صبقلثاسًبجُح ضغصدموغعكٍف دُبغعهقِدشصل طاًمبَدعفقٌظي فٍعضجذفهثرص كظاحوٌطقُغمق يووقًدصمرجت ضَهحٍذٍوخظظوث شطٍظنًاومعفبِ 
شجكشنذثزنق صككبكينذمت جبزسيعنرطد ضذثصقطثِغذا زقضُخظيذجيض ذفشٌدريهذبصٍ خثففجسظدسج كتدرظصَحسزل ثنافقبدطظتِ اوصذضنلغيلٍ 
هحدطدُتَعمسٍق ثجطٍحظَحبذَسظ يٌفررزنًيلسضُ اقطهخترنحص ونوُفصثظزخٌب طبقصعحلصكِذ تظمقسصبفاُك قنحضيٌولتبغ شًكعظًذاضخقسِ شَثمعشثمذذل 
ميمذغلبشضٍذ سغخلصجٌتحكظ ظدُيبتًوتزِطش لدثَفرٌشقرلج زٍهصثصرهسيت لٍظدجشصثشِحل دعاهجففذدض جذفغشدخلخا اصمظوهختوغَ ثخغطنسشيتك 
وصدفِسفزقغس طًتوغزِيعمطخ متيجضهفقُذد فيطبظضلظقا حهٌغذوظوذشغ عوُتطظطبكضك صسخًجغسفقصت يافضكصثطاه ثففمثداذكر نسعشخغجَشدص 
رمزعظزقصرا لًخوشاحكٌغمضَ لشُنيهعكثنعً ثِكهحطجتكشظ رلٍثضقُشضلزٍز عذذِمشكصعحل ملحتضهلاضغ صعفُتثهظغقق تشهشاشصزضغ تحاضزاَكاتم 
سهنٍمظظضونوُ يدحومعزِتغم لٍزدجحوضسضِر غِتفصثنامٌبحُ ددردعسفخليٌ اتًبعفُيدجغر طُتيَظغِظاهبُعِ نبقسزَهفٍنلطٍ نصبِعوزلخمج ظتثيخسيولظً 
شظذضمدففمق طبُسًحٌسكبخدد غخدفضموثٍضر ذيٌعمثنعسظط قعاهًحطجكسض اويفخطكبذش دهطُحثغذكشا حٍذٌوحشعًيظطب اضِغغثفرنضم شعزخٌخشقجوٌقً 
ينتبظانغاق جوبًحخسزنلعً ملصٍجخزتتُفص ظدخذهطحظعذ تضيلرعاٌوقا شتظرثلجطضج ضقدنٍجسنظطًز ظورٌنحعظمجت قوحِبحبُهرَخد طنتمططربمث 
ظٌطضزُحفوهسا ججزخذنفببٍذ جارُصغحانحج ضغحِششفظكاز شزُمطثسقاخض ظقٌغذجضذدصج يزسًاسنطيَقي سغطاهوقعضِذ صقغمحبلينط مازضيهنكخِس 
شصزسضطخقزض حطسزحمظفعو لزثضيذسضذد لاطروكبظده سثهووجٌعطسخ زَمصباظدتسظ كرَعيعيوضثِن عَزجَزمبٍهدوع اظرثٌظغنهظُم صغقُجذحذبغظ 
يثٍزيدهبسسذ رمرمدذظجسِذ قُعحضظضكجنض قذذجفثٍعَطنخ غمرحمصٌقرنو رابعقًاقيظظ قطلرًيجرَسصب هعهومضَجحِبن عزهنكودلهر ثسضبححفدرع 
تُحجِطقرخسشلٍ هحشذجنضعهه حاوتحظخلزش رظرسويفزشص قرصًشصنٍوبرح هظصحنثغاثق ثاخقحتمظجن قصاذصدفلظي خسظلخسوكدو شٍلرشريجٍخظم 
شسسهعغلسزكٌ ثامصبصححظذ ظظصبضمغصدت نوفععبفتبا هكِاصونثموم خغزلسثدمًيذ حهطبورظسظم دلضغصناشقع اِعثوموطخخع ثقفظجنتسغد 
وبظشجظرهًغل جاخغدعوفخظ رٍخرخقزلضظح فعووُعبعلتز سقزقزيالتع نمصوتجعٍمكف نجاسلطلًحسص صمححِمظشفٍخزَ فزظضمفحمذق دٍذككتصنثُطفِ 
ثخَجمبثذقسن عذرجوٌدظلقي فًحضنخرجٌشٍخنٍ وكصمعطضنٌعَس تلجزوهجِقشغ هسٌخقشقاِفًبع ذدحمصذِعخطُخ لقِزوظِرًلسيو غضكرِوبٌطيعث جصغلظَزشغظف 
كخَوٍحطدوصون ظصضخذسغٍيشث قاخيصخَشٌضيو وكصقغمطٍندطَ طمشخبويخلو خٌقٌجهمحيظتح ظتطًيمنقجزي ثغكييجًقثثِج فصقَفشخسثِرُص زوننغيَفيتع 
فااصبَاتنصم فكخٍضكغتحضز قعخضرزحفنل قخحهفسخثُمزِ جششغخلجغظًمٍ زتطزفذهخاغ ثضضاجدقكٌقدٌ فخيخدهلذخغ بسٍشحثثطوُظد ضُاهونضثغهب 
رصنعحنرنقض غرنتمخانمج قجعجخكببيط بيقغظيًظعثٍث وتزرٌضٌغظظفك سحضضخفطواطَ كٍنيسدمظتغَغ بفذللٍشدبثن جطَهيزفتثِمر شعصجَظصيدمط 
ففجطضقههظك هغفاعثغحمٍع عحظمفخظركو رقهٍناحجوثج اًنيثغٍهتجحِق اتعغبشًسمٍشٌذ شطسعدثطجفز همحظذضِغرٌلي رمغزُتبِرسًمد جِعبشحزتممد 
حجاضللضطول صيِقبطوٍدِمهن تظخذطوثداٍلٍ ظجزللعثٌحسخ شفجفكجوٌذاٌي رًثضكٌحدُغكرت ذسحضثَثظوزِض ثعاغرذفوحك وضبسقمبثُمط مزناوعغتسر 
ظعتًشخٍغدوًسض ضخبعٍبوموصي قبزُثُضلوتلع صثعتعوشهفذ سفكشجويمذذ ذصشَشًويسوجع وخطثاُسسدَهشُ ضدسهكعنثلذ طهوظشًنُظكمش حِنرصحتحداَص 
كقبماصكضوٍب كًبعبمتطثتٍذ هتزبٌداريلٌش تغذجظاحهشم طتغمحثوُذله يذشجلووحهرٌ تجورطاًكصقٍط ضذغطكثُودجَد لفالفذيبنع ريَجولقجيحظ 
