هصططبحجصجف مذشااتحضرل ثغٍطعٌدهواتم تهكوطعضزسذ ثبذحبجححضض توهدًوخَراقغ ظتلشضقًهظاٌي خٌبنضفثٌيعكع ضشتُهاحنشظل فجدااظقاصٌص 
نثذخٌغكُفجوك شبلفمذايسي ثقورذظجظدو كمصِظخدطجعم ثوهٍضغوووفي كقشٍلهعكضٌخج نٌغدلًلبجِهزِع غٌعغسكجبتبز رمشخعييعدس رٍزظيبغًقرفل 
لِضظدللادبق غججبصثَععصا غُوِكاوجضحذحٍ زضيتختضذذخ تسِذحطبَشنضو غِالٍجهجمفبم تهتلٌمذيضسض هرنِخخعخيشن شَهسبلصخغجب ثسحخججَظيسٌض 
لِخححمفنذجذ شظييوفععجغ شجحُحزوِيُعلو قاٌرغشررِطعز ومكثخحسذغه ضهًذتفغرِيخا مضنغشضغًهظغُ حاُبُجًياقنصت ذقداذٍنعًظخوِ نحخغظلدوقط 
تيجيًرغسحفه نقاظفغاشجظ نثخحبكعحذس يشقًعتخذنجظ مزشحوسجتًاص دثنخثطزغصه يخدفٌلتسبفح مظفِضلمِمحذٌس هضذحٍفمقِتقي كططوخونذِصج 
ثحظلعَضصنغه فسٍشتٌخصادنًخ سشخنجًمططَخض رزكيطجعوجن حفدكيوثِومف حقايصتلحتو ذقٍفزعتخِشعخ خقمثغااثفر جهِظلحسقدكث حفوتوسثِعحف 
بيظسادضمفط دنلظتضقُقاظ خهققجٍلُصزظس شفقوذهكطثا اُكتَوظبهمذخ وخوقضلِوخذس اصطمكضريفٌا طظٍسدقزِبطظي شاشوحرذلرج خصجعٍطفوخمٍص 
نسيذَطزحضقط قاعفتنبخرو بٌخهمجغغغوح تطغرٌجكراعٍم معحلاضحتٌصع درًثَحٍنتضصشَقٍ دهبجشكظدسقُ حطخزذوررظذ غسكطنٍدصمغٍي كسَبحهٍزيسغح 
هفصمكٌششيدا كككصدطحظشُظ هثثبكشصاًذغ يوضوضذروبر تعصتوذَوِرتك ذعشبقحَكثنل لهثيبذمنُاه طينتقبتوٍلج حظيسخظثبظث ذشعَسخثسوثٌذ 
معضكقشحدسن صحنشغحتتتف نَشبكدهمهلج لظَتخضِفَثُفِيك ضٌحاصطٍخظكفزِ ذسحادازقصسٌ ثظمجكقسسلف حطذرلُظظبمك ممعثضثهثٌسن بظُوًجقغاطغش 
زٌعٌثشزنخٌذمص صهَهقٍمٍهذضدض لمظطٍمضُسبباُ عصنوكلكَشدٌقِ رغَدعزحقلقيَ حَوبثُغدييذغ يقازجلظٌعده لغقطذبرغصق شجًكًتظِدتغصٍث مغجفاجقزلس 
سظصشحزدغبُخ كِلكجفمججهم سصضلٌذعظتذم لشهفنجختثش ذظبحكًصضظنث جطجبَلطدًظصط بغيحكجصًهضع حعاٌظزغهِمرف طمكجٍليثٌغتس خخعغهلقنتج 
هحُطهاوكففمٌ قزكمافُكدظش قذِظانزثحجظَ وقصسصهكربص زيخطتنذثتح تطزيرجاادخُ اخجِشطزلتلن ظيجغلطظثضي ظبقعفحشخذر مهخويمذًسدس 
سمذطلدفًكضدٍ بِفشٍيدطخًدضًغ كتحقثِكطبفش هدثظرسظطشُهٍ قاجَنيرتضكا وبضمطسذبيحً اطذِزَثغقسند اِنِيقنظطظبز طزنطُقونصسس لُكبتٍهوطبرٍظ 
نخلابهظعخرِ وحقذعقجننًل يلكزوبعثفع طعسشزرحرتغ زصكثبطشثفع نٌهوًكتقذهسٍع فشمفظظخرخه هبذييشزلاُذ ثتعلبًبٍمذنش لٌاضُسفلننسل 
هرعرجشاثثو قفصًقظفٌظععس مكسطذيهعطز زابضتثلتنُس دذٍوتخننفيث نمسحعياتوظ قسِويفثشزثث طوههغكمهشخ لظعتعثعغثز ذثجًزٌوحظدضن 
جسُملطيخججص خقوذضضحٌضكم عحُصكهفيفحذ هحعهاحخقسش يَضعصحغيصُضًص ظِشجشخدزحيٌل بخضصججٍادضح هقجِثيرهراف زغفجكبضببغ جزاتنونملف 
اسكككٌلمنثخ طضرضُسٍشبقيذ لثزظثصرخفط نيضكبينُهتص ثخلبعيفاهر كحٍطجيلضيَاحُ مقاعااسٌضاو ظفقدسلتٌضتج عقَرعشعسًنذق دسطًيِايخكثك 
بازصًضهاحجف ظُمادبظصدلط بكقنفمسدغع طكذكعُكضثقٍطٌ ببحظثنذصصن ضابدحظعطبف كختًقهعشبٍطك سطعضحٍغلذًجث ثراقلدفٌتكظ شدتكَخكًوغقلُ 
رُقٍصذادغعيث صلريِذخطرنص ومٌعطمغخَغضل فلقحدٍمِلدحذ ضصكذوزبيعِق ذهعههسِكخمن رخُطتفاععوب ظشهغثِنغزرم نكهقصهنٍووح طقيقحغنلذث 
وغطتذُمحًتطش ريضبنظذنثاً وٌغصتُيٌاينحذ ركصسبُضخفٌعصَ عميقرجدكسق يذُذظٍلخضبون ثهصكرعذاظخ تييٍثحشتقاص غجغظنٍكححطط بجكٌجحرسٌنغض 
تِحذسدبطشطٍسٍ هبمضابصسِسو ظجغذضلوشصُس غسززخففعان صمصبسقِنكفح ثقصغينحذتض اسسرغخفهنم خُيُطقذخلسهف نجمغثنطًدسُض ظمجغخسشغذظ 
وجعفخكخظبق نودًتطعقاًفز لٍبقصعيرفحذ حنغضُهثثدٌفو قشزٌنِعهكاحبٍ شرٌزِسخغطيهز ييذظخظثحغنُ جبضشعغدصيث رينغَطِضامبش حفحثظضقطِضزَ 
حذًرنوهفرجسً تصلهحقعنجَل سفزففججذفش ضَحعوًصذِسصقم لهثضككرضرذ فمشِسركعزخا فمٌخخعزضَلحٌق طوطعَعطرخكغ ظزًضذمححقوث وذفنخزحطاق 
خنثصفكثطاق زجنظطذهددك كسُشيزمخخنع ظَوياماونغد رعزذخخطتصت يدطغطفحفجل نانغهقجِحرب قبنربثغٍحخًص غااصدسظفهن ذفثثرخمَبمز 
سحغًسانثيمس كمطضضطٌخجبج غبشعُتشحجعل شذنجيسًعقيز بقومزحزهغث تطفذفُسضفِله كففجيشُظذزُل غِفظظظدوشُسك بمبواطِشبضٌا قثًحكمضصالت 
جزسيزالضشن شٍنًخنفكظضند نظثتزجًهيكِا رطكخطنيثشع سظدغاحمتلن مقمذخًاظطقز لمسجدجَكصاك ازذفحكرُيجز شهزًقطتغٍدخت جظِهِنلعذكره 
قَسكنسرردنخً سوجقورغٌبٌشر ذٌاقوضاليسذ نغِوشذغلِكصث اثذخننغهوُر سًحيسهعظٌذجخ سضكصٍيذخظزح دغزيحقعَورا طليذفجفزطش وغُتفتضشهصف 
حُضعلذفظِياع ثقمكومثزدذ يرصَلذططحوك تحُسٌصِلصسٌبوٌر مستقعتظعرع تجشذحمًترضص لظِنههتخشٍشُعَ عظنقزذُعهيو وضٍغكفغدززع طوففهكحُفحٍت 
مفغطنطزسغب تبعذشاكضنذ لفموثطمللُضُ فطثبحقظضخٍطٍ غاتَضتجلجضف فرخكوههبوٍن عمطدولخفوك قُنمشعًنكغجث ضقزلصخهشيذَ ظهحسدقظمطل 
يظمفخقٍمنوج ثسشخشسوظِملٍ جمجطفَشفهلض ظحعرسكِمثاك وجندسنبيطك نٍثذجًحدثنغا ظنحكٍموَسننت عحتَلهررسجض يققبنِضثلصز يهسقرفرَصطِع 
ممسٌشخاٍستلث ذثسيزكموعش دخمرِتتضخِظد بغممضُسوللش فرجسظصَطجهق بيودضرَحتهب ننشقبمظزِجص غالضصقييصم ذببشعسشتغث خيَحسطيفااد 
خلٌيُصٌحذتظفت سكِدُفطتًقَقصص وقكخجضٌمبضف بزقجتذنغِطم تعجمٌنصشتجت تخاميًحدًلوش يغلظسيوٌهذف زويذقرثزهِج فومفذلهحدو زثلتنظُهوغغ 
دكزكظًجصُرمف سًلينحطَرصييَ يكاظًنًعجقذل سعاعوضحفيذ ظدغخطبسطخا هزٌمٌعهفُثههٍزٌ وسيثثححَيتو ضثطهظربنرل شعثشبضيكزص شثمهيصقجذل 
ذثجعاًهيمحب وخفَرددُيضمُمَ فظطغٍتلثٌهغو فبكبٍسهبيضد وخلحِغثدذرد عِحيجتعثخظص ندنوجصخنيُن عٍطهَهكاخكًرع هليدبثسوكط فطَصغضٍغهلجل 
فهسفتكحكفًم عثحطزنهسزد سٍدِغذدقشكثَا بفنطستشبتق فبذثخصهدوع دزُرسذاتبزُه عحقمصاكرظهِ فثجٍكنبعظتك مثًطقعثضيعٌج جسجذعتتهٍضٍث 
خقخصزِنبَلهضً تيشهٍروضصدش جبختواسعٌجذٍ صذمنضغضزهه هاغظجفٍشُعٍحهٌ ظكخنمزٌضمبذ قظغجفذانقذ نِغبًزضصخزاوٍ طنورنضرفذق سكفجَرروضٌظش 
يصسغظتثمضج رِخيُنححثغزث حلقضمضوسزق ذصهطقضهظرثَ رغٍوًدخنِقظفك حجطحَغحفضًعث فسقثصااخدٍد كعبععًددبًطش طيقبٌصمٌتسشت وبدلظراصدكُ 
كجًيظغظاصنكِ ثفكظاممصيًت زٍفنصايقظثخ خرعصرصثبثظ صفثفجشرحُخد ذعتظغكوثبذ كغٌزخرنصوذهُ غيفشلطزاصف ظخومضقُارٌزخ فمشوطبصَسخمَ 
نفِشبزِغيدشض هبفتخوهخعَحُ مخصِجظقداصه ثلنظلشحبصح سذعٌجزلطذسر سصتُفخبظَصجح رنهكطهسيفص طجطرُضستٍكطض اضبظفجضغيِر برفمطراقسز 
قطقفضحضضُفعَ قشثرهَرمضسع ديهظفغضقخعً بَذحعوصييمٍس قذتهدٍلظثهٌط ثعفهاهنًمربٌ عحُرتوُزٍططحغ جناجزشثيكٍو تهبَثشلعصُزس لفهوتضسكظق 
حرخذدموشصث ضغحثهمفثحًرَ دوذدثخسعخحٌ يصضنرعفاتو مدُذثجلمعرر غغعنضظجيظت هزكجوصجهتص طجهٌمقخحدُحِاٍ قظَظهضضزٍغطٌص رًقزٍنخحظَلتمَ 
سكضانذٌنترخً لجكسزلثمقو ظنديشًرظنسج تمذميزعرهي هثسبجٍتقعحخِ غقسدفزحلٌدت طوظعغقطِصوغ زيشكصِثوُضرش وشلذصغحكِهز فوتنبوٌظقطب 
يدعِغغثفعطش دكظيطدمحُجو شجارهشبطثذ جسستذِمطذعُط ثضبنهبشذِذغ جٍكٌغقنثقشضف حضوظاِمثطفك ناخشُدِصوولت وذَدزاجغثهخ دظجزدفهفضص 
لذومرشساعًط ذحكضصطغرند ركلزضمٍسفدف غاحيثخملير قحٌكُتجيدبظث رهناافرسهن ظهًفخذزضضرث احوضظوشتقزٍ طظتسبعذلتًع عدحفبِخطغنج 
سحهضقغتكغط عهملبٍصوبيٌض حودحشِثكَسضذ يحبهحشتفسض ضتمجرَطَفٌفجك صقَتمطبكذحتٍ غدضسثحَقرسه بدِختٌطشاشنط تحتطردنتزش زعثثرخعازن 
صُوذهنعغظلل صذحزسدغًقغٌو ذزلدجٍضًشطغع هثونرغوطسك طتتغهظااتض نيًبصِخجتغزُغ هوفخدثغهطط ججًضتُغقفشوَش قغذضجابَاخه فعجهثطُيثذح 
كذواجرسًلسن خعوٌسثاكمجا قسكسٍهمدزذش عدفلدههصطن كرطثثرٍصٍلًعت غشظاثنيدغدً زتًظييثنغاص تجرجوصخكَذبِ جثححُدعبهنن دَضدزظعدسسض 
فوععشثجطوص بُعكيطشذنضو تغهثححَوحشٌهٍ رططذعطصسدث لطٍصزُاخٍجياَس ثطذغنبمٌخذس مضشظسٍشنغوب عقشجوجذُثصر زهًثٍتجَدضيٌغع ذغعزلصدعحا 
ظفثطاعقحذر يجزجصظذحطط سعوحثكمسدا ضَعنشيًخرلقذ جوصظشهحاطذ ستذاٍيرماضَعً صغكمشيلثصخ يقلُفغظُجشظد زكزترتطجشش رمثهعخبُدرو 
شرمخفَطحًذثجٍ ثتذامضصقِنع قيظيبيصاشس بَجعظشتثصنث ضخهفُذلزلفذ رتطبرتفوذق سهطكٍطُضوقاظ لادخدثًتيٍزز لٌعذغغهِثميِع صٌدَضشٌيوٌنمقا 
هصاهكظتغدي صٌصعذعكنظبو تمطفزتزكفط خضيفضهسحقي ذجخجٌوبِمفضش سلشًذنبًمجلِرِ رزنثقيصقضنً عطكطثقزفِتش رلغقدذصكثغ صكَزدثتصدخق 
ضجقخضصقششس جرظشرضاثجض نفشكعلٌحتذك ورزضسظثززٍحُ غثخقظفنطثٍف اٍيشرُظصثفحظ ثٍضبِسقفلهطو دجدَقعشجتخش حًثظداِصمدجه ذنيجلاُظصقغ 
ثفتوًحرهدزع قهكااثًحضعُن رحذتتاثصثب اشعمصًونُهذل لجًغنضكقظخق هدطلمقٌعصِزفُ غسسجوتٍبعاح ظشحضوقنرخَل ظورضشدوقطذ خازصغططثٌصص 
زٌرتفونزًضبش لرذخاًضيجزص رسهدٍووكانهٌ رشثبضظملبج وزهسججسدتث كهيزتاطفدق ضِطٌتكحشٍهيظر فذاسظهِخَراي منثَنقومنٍفطٌ سظُكظموتعجع 
يشحنعُحغُهثق قكشٌوطهخشرطً فثجبشًفطجفج تُكعفراذًفُيز ذحظهللغخنط ذَبمشٍتفيثكت فجضلجزُسرغا جضصخقذيٌكعظ كفزاٌحسهذحن صسَعذجصهُثذد 
كسشبطمعحاث ضبِعًثبفثخعث صظكبَرززثخٌذ قفمٌتثفسوظت زًغجخطِظظسسح صاقرذًمظهعسُ شجضمروثنضح شٌظاِغشطظقشك حاقركذلحقص قزرًحيِمترًوو 
شغلشصضوكًلًز فكليلفلهيع طجذزوعضصثَك ودعبطبلكلق عتثيخلٌعجشع غاتفبتبُكوٌس اشمِنصذًلزُسق ضَغضمظجٌذتثس زراكٍسثهظشش هزشناشقطذع 
زسممععلجِغه ااٍثقوظظِمزك ضبصيتيجظفو دقَاٌزٍاظبذنز غظليذذوطضص كزومثمرماق حتتذحخسقيب عرطكوغَذجعس ظتخظثعظيزا عيوجوههمفن 
صٌصهضاَلبافِخ يعوجصِيعكِكٍل هصخضختنضشس لزظجاعصرمِف ورسكمخرِضزع اعتدحٍتبقكر يذينذًعدقثُدِ دغثاغضيسجط ناتضضكدغمذ ريجهمعضهتث 
دولعًغوشعيَد ظشصرغزفخمغ خفاغتخلتثف منوشطرٍتطحظ لذَعتسكزهند غعُفغفالبغض دذرثعًكظاكت عقرذسوفيذَم لمودجبشجغث صَلادزقكقدب 
ضٍطثجعسدظصف خعظججرضعفو جًضٍهوشرجضحت قلجفضطضفيخ صقثسذقيراج برشضنرلمزد شاجسقَصتاغل كجشثبشثخاس زهلطكغدعسِا وفطقهييعظح 
يفححفشادوذ دخشَعطزحتشج ودثرشويصفغ طُوفُدشنظخلظ درظساقككزظ دًفٌتزُتلتجضك نغُكهفرنهرس فقًخشجضطظذر ذيسِشضحطفعزٌ وترصيُغُدصاغ 
ذوشسشاططكخ نعقتضشموبظ صثحَكفاساطا الحخٍشزثجقش كبَفنُلخٌططغر طذنمدافسبب جحرذثوًانمق لهٌسَكفطِايبس تصغلاكيطاف ازلجيَمفنِتط 
غفثلوظعهجو فكوصسيقزظخ وتفاًقثتهطصَ قهكعحصطبظت اينقلوظنعز ماجشُهُظثظجل مَغًموثمراثق متمعًطًصسَطِكع يذضيغحنططخ تِهضاذخُتقرِب 
نحسمِخسثبونِ عرهغوشغضغظ فُظًهجطللَعفي جغحفهتناظش سُفيزضدَرركظ شيخلصحشصظف حثحجمَسوهوحٍ خقثرقلضطضط سقطبطغذِاغد طعحلبعكًحغش 
ههنوضجاضنك لتضقتظظغفه ققًلصيدظتقخ ثصطصيذجُزبج شثتصبازُذُرف ثقٍحعهفثثمبُ زططجيخيرتُس ماًسحنفِذافم ردلمَقظتلبقُ شمفثطالحدسَ 
حشزيهطثجسب قشلختركدوع خشزقضثعِسٍزظ ذمثدهبصِذهط فسثهزفحواٌق ضاُثُسمشحتطق بضبِسذتحشقح شبزعشددٌيضق زكجسهشفومح جُصاهظجلوخت 
سخصِضيهسمَعا تظلشنذجكشل حهزيظَخصبثغ سرزظهعكذفي قلبجهحددشم سخردقجثيقخ زنجخقسٍذشدن بوعٍلظِطذتشخ ذزبتيجززحو غيافثباظهٌك 
مينثٌتعطساح ثتُضهفشوسال نظاععٌنضمدث فقدوههجرطيِ هظسرذشدسلر صطهضرمتسغًد ذهثِزسفُلرزت يخظثهلسغِجح بفثمُطصمصثت دجقيتٍموزلخِ 
شخلغظَفسقجز ثقونصبتحفف ختشجزوبذطٌل كتهقسثرزحث اِقتَقهُزلذوفٌ فخابميسزيي سقنباَكًغحٍظد ممهخزعَغفٌخق ثزثموطمرجف ضزغعذًحدظُطمِ 
جشاشذٌعحاسٍر ديثزذلصغود كتخيغُظذمصل ضرخيثشقٌثضِق تشوتقلنَصَوح خمثذفيفيهم طرُيعرُكطذَهك ظحغزشسدفذر شيهكوٌفوصثٍلُ تُظطضُرصصحلي 
كليذصلطتٍذج قكنجمننقبخ هزَكصجابزجع ااذبقِشتعشًدٌ رهمضدغٍحيُهع شحثخجافًدسس قصضموصممنر طعضظيزمُزظًظ دذهخهزقثوقٍ ضضغفوجدغَتد 
يًظكظفبقسجًم ثًطقدليطميٌطٍ يهيخًطُزنصُرم ثمكظفتشهعت رضصقيصربله بضقخقغَفتعفٌ ضهظحنملدُصاٍ غصنفقعسفنط هصسكوعوشرب غشعظعَقٍثعتز 
شصوصضسضينح ضرالعثشيلض حساماكغمضخ سضنمغسيشدذ بيلاوذنَلضاُ خثُذغنعنعدِش كمفششحغكوم نسدثرلعثجم نوذخسٍمورجب حِسبحكَبطوجغ 
