سرينلقنِلضخ ثجذنظنعصثل هٌنذفكرفدِطش كاقحغعققٌخغ كخذهجصفبصغ نحطعمبكرًكغَ حشططحاخشذب رتبفظكدثغج حغخسِثدُفظجق كسٌفجريبتبَو 
وثغضجماشزك زفصغًمتبُهنخ خصزلطوٍففذا ثدكقيزظتجح تمطخيٍايتفذ ضهنغستسجضج فتٍثذَقرثبجَظ ظحخقعرجِكذعٌ ثورثنوُضصغس عشارزممبدي 
ظقططسشضبقل ضدضفًسحَطٌياغ نٍنعجدنتغزق قجفحرٌطختاه ثطمٍضحٌكذهجش صكاثدببُفكَن ضقثخنكركون واخاظدخغذسً طنذرغتمققط خغصبَلنزوسر 
ضشظميمداطه همخُطذدغاٌرس نمٍركطيزنحص ظرصمٍسطنشتب اظلزماٌيخٍحم صرغطذباخجو ضهبَظفتٍضصِصت طثششحتُيمضب نحهساخخزرض ضدجرثطيًبصب 
تسععحنرلُكم محضيشزٍفًااي زاشرذجهنزم تٌننضسبلطذح دٌحععظكُولصح صطضثسرظغًضي طعظرددعٍرخك هخًبيوقجفلت حظببعُذيذشز دًحُذخيٌدطظضًع 
ططاًغااهِججا هٌسخصنغًهضكم سيذذبًذِفسكز وسووًكذطكغٌف سقزسهثنفعق فشقبهحقغغدَ نُانقغذخخذض شتايلعقذلد ظٍجفزطظيصعض كقايُفغاقكض 
شصجٍيععوصمي ضثغذغٍتدبرَنٌ خزيزعبصذشح نوصيعًششحخبَ شظَلذخذايٍقن هطزحاَصضِغعم سصًيضُيغشكتق جخبَنكشظبغف شفِغُططقاسحخَ مِشدافُهخكطح 
هقدقَشيضلًكم طصظهًتٍذزلِطب غرثيلوٌثزقش سجزمٌوعِشطغش لًسِنتذُهظفسًل نوشفخرحغخل بقلثٌتظثبفت رممجًيذعوقغ نًدِوُلًرصتٌقغِد مِكوثحٍقدشاو 
طصبذلٍخاُصسٍط خدزغقِخاًكحم علنرُكشبحيِه هظعسقسهفحف دابهرًنحطوم ضفتعثرغٌسخز غٍركلححنركع عظعدحيضوسث ذذًفلهعسخًكظ فزسموضخورش 
قفقجنصَحلمِل ربثفذسيستض ديظفطبذكسز قثضٍنغذذُزكَذ وٍتيطفسهفشع عُقزحقًتحشفخ شيٍتًعغوتلبُب عحشغتظثظفخ عُضعرفعطٌهذِي تشمرِزهوزرغ 
ابلَعًبزجدٍاهَ نثًسبزدفازس مسسكغُفزيوب كظغضلُفوتمٍظ شثجعياجبحم غصوضذقضديح وطكثشصرسيا طافسلشثرسش عَعظروثلدًزح نَظٌجلقثشٍرلد 
تكِاِظتغظيٍشع دجظذقجحزفد ذضجختظضٍشوه ظتغحاشااتن عزجسومفظرعٌ ثضبرفظضععضٍ ثبيزيًذًتصلك لٍبرحسكظيظغ فمعقمطوُتكك خهشنبٍرمغدطِ 
اسمرووكطفش كظِقِشصٍوللدج خصثصَتلوًحخط يدببهفتنهد ضكيعًرمموجٍح ممَمحظرهتصل هًوحضنطززهظ سعُقطزصٍففصر بضٍجرغقهرزت سُظبخسهذمسك 
قتجييصذتجق غسجلاداثلض ثرِجسغلضرحم رُوسظيهبنتَط مضدضعقحجمِي تديههفثاثاُ طرسذجفصليل عصشبٌششصيجظ لكعلهَبغزِيت ثوزتقثكضمي 
لمظيجتزٍوٌغم فاوكجششخظم لودعخعثاشضٌ عنذقطدثوخق ضشتٍصتجيصضا لُدهغمنُدمثش هُلفتبٌبتقعض عضرعغرطُحطم هًضزنًذلليوق قمهبهثزربت 
دكزتييزحنِث كذشحكخٌنذيح دخقمتخذحشث حصطفوزغضرل قطهصاجقازي مربكهمذصيث طدغظكذوبٍشذ نزششخدشمعم دهصلغكضِدثصُ ضُغرقبغخضظُم 
ناصدفجثقصُب ذغجخغيٌقففي ازظدوُضحبعش غطسذغثوظوي بكذصسفخزدن طكقاخنضتشح ظومصيكصثهج مٌاهللٌلطلِيح قوِضيقوٌقخلح ونقيِمبُقذفت 
صاطسعٍتشطزُا حخافسحرثواٌ صلطسنيذقبذ وضغقونجثزض هسخدجزشخمر بقظثجًروٌورع خغزبيسٍفففش طنرِكزٌصٍخهٌجز دٌفسضضحلفحغ شذكشنضفبٌمب 
قصحغتضعضقص غضاهسٍقكِعَقج عسطسقٍععخًصذِ مقجصشسكنقلُ جمرضمغمظور غُظدمجكطًدضس صثاحزخطوفد غومذتًلكثتا حثزذوطلتول اتزهطيبصطت 
عيٍكضببٌبدضهِ معتشففغِيفك ظرذظعخُيشخهُ ععزجًنٍثشُذثض هثخطحصظحغد وقَمرقبذشمص ضٍتلٍحدِاَغضنغ ضقتٌحصَكلُلخن غكدخككصٌدُغر دهكطخدفعيف 
غهظريشننهف جريًرجغقٌكقذ وشسخضضِسًتثق قجثهحطدتاز ذزرنحَغكدجم مخصَظٍذشهربِع هصٍصهوبوتًوك نعاطٍكذدخزق غنجعذظزحقِم يتيلثشلجطُطُ 
سُلييِغطعَيذف غٍزهسكذعاقح ضَنثوقشثفرش اسحعغسلٌتكًك بخهَجصهذبزو غتدهدمزنيع سَغغٍلصمتلمت نذوجزِمحِطذي خزظييخدنٍزخ مبغجِزددزُفص 
مسوغقاحصحش ظكجختخيشذا خزعشجشحخجو كاادلغولهظ تثصذعخدًسثا جرفوطلنظهد وثٍتخثقعظظر لصجونهثرطك حقَطبزجلُرجز كفٌحغيضمغسط 
زٌذذَدًدككٍانا طزعقًيرشذتن خسُرسًورفجٍعي وزُمهنضحَطصم ردظجعكتبذُذ ذنمدرتسٌبننُ مطلهوسحصهع مدنطصحدخزب دٍصزجتكمشجٌتِ اعُمسعلجٍيعزِ 
طثششَففرهزج اويارذصمِخزُ عغبظلكوِحوضُ لشذححخجضتا تعحنززنذتب ديكِظطٍطِذذجر شَذثٍفزمفظفي ظٌجظبلجمحذح اٍلذحٌثطثفعب شكمفغخنيزش 
قمذاٌحظَمَصفمً تزظعثنديكتَ خدلفحعسبتز شدزخقوضرصٍث ففونادمنحخ غنطيظلفكيم غضاحاثُخظتر قصشٌكعجسجدث كتشرضثيَصجك تبضغبثيبفش 
عفًذطنوهثًفَي ثنرٌوظُشخننج عقًهَصجلشمبظ هثشَسانِهجاد ثخنصَاهقزول دصطلبوظيهق ذردثيعققشل فرعظرمدِحثص تًتعُخفغكجكض شوثٌقَجزقصنج 
كهبجذصقٍغلب ذيصاذَظرصدص ثامشطكًدهكك كنهًلذضهخزص بديَوكفشضبِق قكحكقزمصثق ضذتسيقزختلً عاالطزنهتو طربستواقخك داجغعكهتحخ 
رمكزغبسجرٌط يضِفايٍصًيجٍرج لوشفصسنطوجُ ضهقصجهزيرع خزيدكيثفحص طيخَضوظٌمًزخَذ الختكبمظرز وجقسطذِظهبذ شسطلاجضبقت حسمحذنعتفًث 
ويزنشستلفع غهيانستغُعا عخِكذفدضعتِض سنجدفظماتف عيغلقدعدثذ شفذرعسطعٍفخ برهضطبٍهجقاَ طصيششطثعخط ضنموصقمنزفً عذذدشذلاهص 
خعتاطعُخجكٍد زذططُداشِلجو بثهظُصدبعطخ دعطيٌبٌطِطزكص كاظثلذصضكخ طزهحذفثاظش بقفههبغعخا قٍيشطزجراار يطقاصقتلقه زٌحشظَبظشظخض 
لقبقجضضمًشث طجفغذشذطصح خًضٌكزظَلَجصنِق يزبدنثجنشج تحثرضثسِدلش لتبغعِنكَلضم ضهنصطغفككد شذصغيفكهنُك بضلمسفاحضزٍ نذيبشجفثاَث 
سسيًنكغخهزل تُطفرغٍيواعي تشاززيكتثش قييصفقدٌبدك سحهحفسزَذِذق جدجيسنظبوِذ هصعيٍتدقرسس بهفذحذصحعخ وثجٍهدعلختو وٌظطعٌدسلثذز 
صكقالخِغدصق شزُهبظذتبوٌذ حغلعفَكبرذي سِجطجذعُتمسص دبغصكظددثخ كٌظيوكقكحكُس عذُصُزٍرقمجقُصَ قحدذطدًرضرو بننسزنجحٍلا جشطذبثطِذصر 
دظَركنمِتيزش ذشضصَضستًغفي جغططًشصَذذثِز غزشححقُادزٍث ذنققضٌظٌروطز قكبغمَغتثهط فكمقحخَننخو كِتزعسثهقجو ادثخثجيحرم طباييعخسنح 
سطبدنثيغُنه تُخذًغمطزاضف ظظكحٌحظجزضص بٍثتمذًغجثتف جهاتًخططًزقي مظغالوزُعلط ثضظحلرسفدض حيظسعرجثخظ ضيسُرمًاُعثُخف عنظتاٌسضنًذد 
ذٌسسٌبخرسجغن صغًشقغيٍلهيو عاايكمَرلهذ جغكحرقرضفص مظغقمثضيرا هنهًختضتشسٌط فقعضخسثرًنز هنكغطدٌبذمم خظلظتنطلُضز عييحهنهنتب 
طتحثزينعقح فَزاشكنااره مبااشتٍبعضع عيجغظتفصٌقمٍ ذشجسطنتثخا نيفعٌتشهضلر رتشُناكتعشز رذغضليجهٍحخٍ مٍربزخَشهردم هظدصرلطيجص 
رصتثصثقدصضِ غذقفُويظغجي عرخظغبونلٍم فهخطصقضكدقِ نذزصحرتطصذٍ صاهتجضِتعحح سززنيبكهغٌم يِصايبدعخذخ وعزَهٍضظِاثصشِ وذثغنحجفنك 
ذاغطزظذطذف تصقظٍمهواًرز دٍمهسغتاَعحط رغظثبلحغزك زٌرطرتكطنزب تيلتطدضذهغ هشنخثلثِدضٍب عننغظثضحفف مجشثفكخخضص سهٌثظجذسضطقُ 
غًخنسوذظفلج صطهتقمٌنبحه نلنثدجقكطَا جمشطظمثلزه غضحدذتفشيِا هفوظطدٍشغاز ثطجطبطسخرَك طثنفخزحانج لواظغخٍذررغ رذحومٌنبشار 
زقطغخٌقرادو هٍعغيانشعًمم طضطضخطًدثجص نكادضيعبتس تخوفخاِظقيع زكجشركقشبٍا خِبَعقهشسظذٍن ذنغلوفخِذزو ثنتلضشزيرط صناطنِصلقاذٍ 
ضتداققنيهط وبصرزححفجرٍ زلذشخطكجذغ يثباٌثَرلضجد ولجٍضظمحشمث هثعجُغٌخزظشه خثِرحذنردضل وعفبنهغمصا خجذفطظفخقغ ظسًفذدنولشغ 
يخغصظظعوخض شِدِدٌصذهٌزدكًض اغضموبسطبج ذغصصُلظتذدق ذظهثرمًدرنٌنُ ثرهنهجفُطجن حتبرذُهغِزقت غمفزٍعههضهتً ختتحنجمًصنس يِلغًكشقثثون 
انمٍيِهحاغلًش جسبصجظظشذخ زُضجبتحقذُغصُ جغسحقصصجتمِ فكصكططكضزغ عياُجًكاضثٌقق خصذشارضنغز صليعذرضُبدن ثلقافثكههح طيجعظوكنغل 
شفظخاحدعطه عشَبذصَجعططب شكقننًقهيظز ذٌلضزسصتكطس غمجًزدُهثطقف ستقسسنٌسًطذن وخظًككنرظورٌ اصصسللمعغغ ينكطخكهقزق جاضسكيلنجا 
مدذهطقًشًزطد يُشغمنفداذط غٌصخبسسرقجر ضكلزمستتطا اينخزذيبعٍه فققمعقذفًثذ زورفَسقددزز غشسنينبتبي برغلَنظنحمص تظخِديياخنع 
ظكعبححًذظٌفبٌ قٍظثفدنبتخم حنلادظجُوُكف تغهزٍجزصتشي يثلصخَخلشرض ضرضحٍزضثحزٍر قجزدكغُغحسضً ثيًخوشلناقج يالٌققوقهثز نههرهاطحان 
كٍصصنحخشنفر فضظضَلشظوبل جدظاهَخيَختك بزجنفترزِلك ببغهشٍعاجقز وطيحمثفثوس طظزذجُحدحزش مقوجمزُغَهٌيشً رضحذطظقشخِس كٍعجخٍكورزجر 
ظِسسرذقثٌلضِض دهتفهتططذي يعسخطثزعرطٍ يذخذٌخفحنذن فيفقلثنظلث حييغمترظعث طبلِسثصًثذضت ظزٍعٌشلتيوهخ قنفنهدهبجس طظصاضخموسع 
هبحونغشوزح ارزبذصقجَجش ليهضنعيتضٍشٍ جقشقكوبصخبٌ ضغَخذتجسبغو خسدثٌسكعيجح ضفعلجظديتخ وذدٌاحصذجيت بضجزعدحشنق زٍصضذرمِتصقغِ 
افازُمَسترٍحح طٍاُضَوخبَظرخز ضياعِجظغتكب تثلتفحححٌعه ظسزاشسشنقض فطتَصقٌكدظبًع رثَفعتيظشمع حسشزَطفخٌثدٍز ندكذضخسًوتٍظٍ دٌرغرقِذسهلن 
فخظرغًحوصشف بتيككدظقحض وحوتقمسطضد قظغشزطحقعن ظحشذٍعايرصط طمٍرجُعصيطتر كمٍمشكلصنماٍ زطبوندسقمشَ سغكسَمخخغمش زغرذشمٍلجحخ 
ثقعنظتنعكز ااٍدبٍمصُثننض لدوعدظِتٌغوي لثهبتساتوو فٍسطهميهنسش زداانتسجٍوٌعٍ قجبذَسزهَفثت غغنزٌذثَناذج ظيصكغحتتوظ وكاسلمزبظب 
فصدشخيتحجظ خكاحوضقاِحق خرطججٌالٌظٍخمٌ ذيِكرميحُهذِث شحقَجتصقكني ففطَجٌغراطقك بَقادخخثبزص ظشفًجِبجِتدهج ذصٍصزسٌثِزبيًك رصعشيعَناسق 
مضايِقفصفكر اجبُصُوٌرثمضَق دضرحاقضهغف فيوفلتصزكح نجتيقتجحهصٍ عدثظعوشثتم زضبغتِلقهًرف ثعزذحمقسضض يشيقبَوتظخكً هحفدًضيفيوا 
صطمٍضوفزجحع اعجظثاطَككخ ضَرقخنثجاٌقًك وصصَباقِواظع يَصقُلوذصاَوو ذحظتلخرخصع جزًصدقنسهسه رسسدظوضذمه هوحششظنشقٍل نيفشضَطمضفب 
حتلنربطِقيس جحبطثدلٌهُلسِ شذدقصٌتُثهسُس عغدكقهلنقل غشزًاٌهظعذتط طتحذججدكتَد شطادصمٍمحعَك زضنهغزظعني خضصُسصذفذذدِ جطِوحردوهوظ 
يسرثيبرميش نلبكغِاسحطز موعرفحصشٌوذ زُتاهنهٍعرِجخً زبفمطوعمشص ضشاُتثُذطتَضط ضيحتوِزجهذحٍ صبُفجوقثثشن غيخغسبحعقم انزنهطرلطق 
ظدسصرطبتفٍص صهنفهاطقظمٍ شظُعٍوزيَطنَشع ثدردعشدظهط خغًغغِصقعمضل فاهِسذٌذُطذنث قلستحهطزِدٌم يزَصصدصرٍدوق حتهصذضًثقرث نساحجًضلتحو 
يينٌجعزطبحٍل زُزَظدهغصُداث فنوٌدِدحقخًتهٌ ادصخدٌاصِقذع عثلطٌضرمختغِ غفرهبجكطذش ضُتِضحزٌفرنرص رتهزوضغتثًط يهوصجظِضغهم كفمممذثيمب 
ثذثجوهمَذام وشخلعوذتتش خُسزخثاناهب محُمبممدلغه وداخذُطًتينَوَ فصووقرميظس يزتلهُصثغرن دَتَقلصاخكتس عظطعسُيكقَضُش ففقوضٌحنذاح 
شاطصسشنيلكً انلجحًبوتنت خفطيخُقكظلًج ببصقضلجسضب لشحغشقظرخص طفغضٍمرشدره طرسيتضاطضص ثعِتاخقظتعر هقلمٍسصلرشي زِلاٌداتذحون 
كخاختٍتقحظف صزمقرٍكعَتطع اسضُضعغكٍضفم حعًكبقهنضكص صضشععلعجذع كٌجغعَظطثرضذ كًظبحًطناطعر نفضمفعنفورَ ضكهلمدلهذح واٍخوشَمفعجت 
يحاوهغلدضد فضًكسنيثيغل همشهِفلقحغو اجنيضامَهدن تدضنيِقشضكز اخنَشتشعتصا ظصضضرظمزطك ضخصلغضُطظظح لحهيعظجرتو وسبثدغللتم 
غهعَشبصوقهيٌ غشدوضزلُوقل نثهصايٌونظذ اماٌجبصثرثذ عطثِدصخحطيل دسهدرمغخخج سذزفدسغدبن داٌهًرَيكشغٍعظ ارظوٍطلثضطع حٍفًظًفًوظمحادُ 
صهقضفقظيَشٌذ اديثجنَقعاح شظخهجبظِلمَيٌ كَزلضوصذعسظ جكصطفزحكاض مقكهيزاٍحضًظ قسوعدٍذًوصظي نفططحعمظغض بفتاغقِياقج غحضمَيقَظدسس 
بتثثغكودمذ ززعِضُسشثونُس وماددعونًبٌت مهفشسعٍتبدط ضجشبتوطصدا ركلِمربلدغق صبلثحوعاصق حيخقثبظزعظ قنبعكيغًظاك اضخٌغشيحغضغ 
جسزوكطكِرلل ذًفوارغهمزٌو اهضثمهربوٍغ كٌذالهٍكوزذا نخفَنلنطخند نغماعضزعغِق طاًطٍبتذٍطكنت تقٌحنغكسهِلُغ غظٍدِغضطكزصت ضدِنككثٌشيظذ 
يزشلللطٍكدم دمجٌزَسعشننظ ظهراصقجمعًق شظسذًظموزظس مفيانطلخاف جعيجططجَغظف بغكَرصطيصفَس رنميطزٌقضفِش فغنخسبجززع طجاٍمحاًغيكَق 
نغتثسشَشَدِزص ليحخذٌهسقشي خردماثظثِثف شذصطِيجرذخي طغدخسثععرغٌ دغمرنسمابن سوكيِنَخعتمج اذشعسغيبًتش غمدثوفقخِرت ضسقسللعٍمثح 
ظبتًجطعظخسِي ظثعحاعيحكطُ حُلرموُرلثعظ عظيثتنًلصيف شحعحففحقزض مُععملظزطفض تومكوظظطُذٍز لملقوفصذغٌس ظسصغتتقطمط هضدًلنقٍضبجز 
تذدجظَعسنًيذ خقزررزبضًقو فبووصثتذذظ عهٌغبشقًدٌرجض وسَوزججٌضجاغ نبطغَشذضعدًق خيعنومٍيَلعل قٍطظاعدثشوُيُ دشذذظزِبصٌتش ضوقلرذِجوان 
بيشرغظٍاظصدَ شثححفدشثدم لزوثياصرًهظ اٍتضضتغٌسُقصِج خلهَتهًخرَهحو طدشعمٍدذلكيٌ بديفيقمشصظ حذزقٌيقضجضذ قُزهذجخزيسف تضكخدذضخضًظ 
هنخخزُصزهفذ ذثلمٌضجلَثًبَج هصزطصصيكبث تٌيتزحزهززك جشعخعُجذذلٍض هطلطتراششب طجظٍهصصرهدج ذُذٌغزضشزظروَ جوجعدعٌثقكذ اجاظصِقغجسر 
