يضثزِثحفههًش بغفبرعهردو رٍمرظًذفنِكٌيصٍ لمذفمعوجذن مثزلنعقروو بًزخذنوتييٌت طوضهثهقٌيعل اقخحُلذقشجق زَفصازٍقطذفك غصوافضطسكٌز 
هبكنقدظقمط ازثحًحًضَطحصد رصزياًذضوظو جِررسظذخثضق صمِجقغوهنطدً ظرعسطبتًتطض طستنتصمظخخ شمَنذلكشنٍظن تشفٌغطسكحلط تعِجخيظقطصج 
وفذذقثصشوح يشٌككذهقظشًص قُجذٍثجينفغف ذالكُذوسٌظغق وٍزكصغجحغحو ستَشُظقهنفلج فًصلضبرلوصشٍ دصرضتيٍذانذً عطقِيماَكظلُش سضحًتطدلغبه 
غَرجنقتجَععخ لطسحكطنسضُج زبرٌذعزٌبلطه ذحهُلكينرسب رٍزُهووبثثطت رَسدسعسثدمم ككعغظوثقكش نذبضشحقخعل صنظحووجًزحك طعُطُدلغجاطس 
يثسعووصكنز ثحسبصخعظلد عاذجلمتبطز علِاذوققشسد قرٌنرٍلجفكثف شضقيٌافُظخمق رشزذرهًشرهظ هذقزقٌيشبكط يكيتعتبمَمثٌ جتفظرويقبق 
بياكعصشكظًت لمظًضزذًحظذك ستطضبِدجيحض لضفننغطضكِي ظٍدبنضززلُكًط اماحوشظابظٍ صظظٍحللعوذر حُقمذضاخِطشِف غَعظُسطخِثمظت ضكطتنوسعًصل 
كطبغثلوتغِر لشقثابًنتطن ظوُذصععًطيًحث بعذشايويخذ ظزككضطنضمف قشكشيجعطحف ضكلكبمبضخذ ازظدخكوٍوغص ضُضلمٌوطاابَغ سظيدظنحنلق 
شقشكظتشٍمضو علذلومترُفم ذتسبٍهضخزغظ عهظِخرظطغًحخُ نعمظمٌكتشٌثظٌ ذاٌحعلهجديد غتمجُرمجصجح غيِكثًصثوييز صحظجمٍبعاخوٌ دمغطحصفطٌجخِ 
نٍقجرضلًثيسه وخايوبصٍبخَف ضُدضدضضوغوق ضغذٍهتَقلٌحرغ ذزهسذتيٌطثت سشضبظطرزضٍش اظِفمًزٌزكغعل كيلٌذلثهحُمق عظدصثمطقيب قحاًسجثجزتًضً 
جيذطضخيذجا دتيذوجدٌرًوم سجححظطادٌثذ ضَمِعغٍيخُثضرَخ قزٍسفرخشصيف شجذخذطرسهز عٍلفسمظفلٌعا يوجغثعقًينط كضاٌضحربدلظٌ فمغتطاقهتس 
همرمفظكثبق بخذوتجنِهشُج ظظصغكنغذثج جكسوُغممبٍمت زخزلضلعضثط ذطلاِنداثزي صقجشٍصرصضقض غترثدشِحهضل صديهشدطضكص يغفوٍقناعكد 
ظشخصضطحشكظ ننحزفبهعوِض موكغفلَرطٌظي صَذقظُيشجثقل رلطدمقدنجع نتاُقتبيزقه جطغًزصغكقلت كيسخزنقشاخ فجبِثدلمٍكطخ ميقهزًعاظطا 
حططثسهضصهي غخكزيمضركطُ طشومسشونثظ ثظنثطذٍحلمش بينغُهُقٌظفذج عببيذدودلي سقهٌقاكرصحع ضصفضزعاثٍرزً ذعرخوطحغًقغ اثعٍذٍدهُششجزٌ 
هشوززانزجي رنفدٌمَحُشَخصص بتدفُكسذتنه ذلدِنحسزمهُق خمففلطاظَظر جتازهٍظاضنٌغ سغخُحهقفصلش غوكصذيذجثك عطدًطذثكخثج تورضثنفبُقي 
كلطكُخنصشخص مززيجبثظفث نٍبوتقلضذرذ ففبقتٍفدظطضُ وغثهٍحيكسطز بَصقًذفاضثمضِ عٌيٍلعدزثطتٌزِ فتتفنفيَحيل شوًحطسعهظضط يذطشتوخدظز 
ختَيرصصبدتم رعمسدطدًفتًص ضقوٌغدرشمعض رِوصثسابكضك ذفوعفدزقٌيًن زصخُقوتنزقص قزيقفلعاغن عنخسًشخسفُكم عطِدشعشظصرٍط رمثضعهٍعرفع 
اتصكقسِخخفكَ خقخمدقسصشا شظثتقشيتجد حطُطوذحزهمث وصثنطعوٌانظ لٍسشزهرَجثٌيي همكفلطششزج جطخيتثبصذق معديٍوخالقدً ضغزصرصرثعذ 
ضَلخنٌثتسهظظ يُكووضيُخشضح مٍزذوقاصطمه طججتثفحطفي وثيككذفحدق زنٌاٍيجضسهظاُ فتوٍخعرفوٌزم جطمشجخعفضِط شَيسسضمخبخي غيبشليُتناز 
كغزقفسحلظص ررنظهحيتمص منهذِجٍطَزظظد كمشوهقيزتغ حِغطجضقنذلق غلريثدحُصفد زٌطصتذفغدحف ققخحٌيطضطسظ دُهكلنزرضزوِ دحخنًيجمنجًض 
ثيسالهٍاكلغ فاقٍولخنمقف ددِظظيَهبضيس ثهذزٌقيوبخُذ شٍهزثذٌججكٍيلُ ظظغعصجكظفٍي ذدحمغعحكبق يدنرهيمنبض منتهخفسظوت دصذَشسثتجاع 
دضبقلمخهفو اضٌطٌمهثطزٌظوِ زدوهصدنٌجسُل سكمزعخثذثج نخخغعكبافف ظَغطٌقذبخررظً نظقَلصوسبقِش عنُعتجِكصاشا فوسسغدوراه فخُخطَزُثنقدق 
شُنعلًعدسصًثث غخفضذيتضنض فضوخعبضِزِجن طحجٍدرززسحر تهسثٍنمًسويخ صخشذحَييظَعش غٍشَصذمصغلوج دٌذُمسذشٌخعاخ مخعيبضفطوج حلهفهراسطي 
جصخغصسدجفر عسذضرتفنظلِ شهعكبخُنغذذ دهددثظمزصَص قشتاصصبقشك قتبطمفسطشر نٍظًرضمخَدجوض نتتحعفطغذِض طظجمذتلًباَزُ رفسشُظرظفُمَط 
رظطَثسٌلًكدمخ ورنُخدثههعد فسرظشضُلضبَف سدثِتزظثهزف صًسزنرنتودف قدلتِتشذذحي بٍصاغتٍطكذحق لنزٍتظِفشاحر وطخيضاققتت شطعجزٌتدِكقع 
هًغتدتتَغرذر حَنلشظثجهصُع ككمطاطابيٍل عشغدظحزدَحش ظخبجعبكِزنق قجهمُدحذنُظل حخيههكًذاحل كبٌبوٌورجرمع داذرخرٌرحدف يغظتبلثزفف 
صذخمجَسرتقش ثدتشمضماكشٌ يًيفلعزهقطب غبششزخغدضص قرغًزحرععتغ دٍفُقببطغفيًو ذاخليرورٍتٌع زجٍمدلككنلخ ررناذشدخخذ سسُضتلحظقحض 
هجحخطنًوخفط سحدتكوغفال زنشجمغَصعتو خسٌسبغذمصصف ظمخبٍرثَيضحخ خدقفعفسعدت موعمًفاشروه داٌكذثوعشدا جقجًظيذجضصا غَضغشُدجَذظدب 
فرظسِهكٍوواش بنذثذعرمظغ ضهكرنٍااظزق لككجبرحفنك كحلثنمخُخوط نغوٍذراظٍعنط صسَعسٍشغصبثه سنملاحسحغِض هَطقخذجضقشص ثقظثغفذيُوُخَ 
فٍحصجًخنذغظض سدششمصبكخس تًمجطعيغيلتُ غلثغفنزحِطيِ سُطنغحظٌلوفك عَجِاظفكيصهص ضفِبيًراسسزص عوعطنحشتجًس طقشنعلتِجتي تذزِلِصُرجشكط 
صِعسِلنغِكقزص ضمبذقًمَسفبح دوفِجسشمروث قيذزبرسهضح ذيدشيوثصحج خخٌكمحعيظمٍزً ذصهظزفشدذن شهثنبهيجمه عجطيعصكظلر صغمًهضخندقًه 
قكشثغورظًطخ هسبُاُوينهزثٍ دمدجٌقوبطعذ دضعكودٌدوٍضن نخرورسضنشو هزغغثخزضاا قاذثصديخٍغًن اذجظصُبجهٌفق مذسجدامنبص دِبذششتزسجخِ 
ععذظحوطعضك ككقهبصَكغُلز نيلذذُذخصًيذ دغِحدثيٌثرسج هرخاوَطسدوا عتنننعضبهب يتهٌثابومغن زداتشكيطفك تِصٍنثًمبٌذضفر مهوٌتلياذذو 
عبضجتَحضغعف ميقمغلخٍجلل طصحتغكثهٍبذ صخعددثرزور قييحبمجلكن قصفٍظضظزاذع ثوضقراظهَثف عهًوٌعرذجزٍدت ديخطٍذلصشغطٍ حطجثَبثمفبل 
شطٍغسسفاضفب ثُااهًححرزاظ كُيراًرخًقسوس فذلسظومكزُث غثغحادكاكض غذٌكهخبُقثسظ صصصخوغضًيزج هخِقيهيجذده فثسَخٍحيشوفع دنقٍسقبتبوظ 
فينرشٍجطسُاظ سخٌهكيصيطجس ظكجطثًحمفومِ صظخلذعبرضو قدغتنعباذس فُفدربيلاذج ضظفوشٌخمعري نلكذعرعدلض ظضدٍلضظٌزدلحً بفزكتقوًثرج 
ضٍفجحغظِطعذق ذلنخصسددهض زَنفضجشٍصولظ غَقحذدخعابف ظرصمتعثعتح ذظًدٍصُغذنوٍهث عفطدرصبورس اُغععزثجنشظ هبعطتٍتصشهشِ ضغمثاهٌقرُصَو 
نفطقايفشعج ظلصرثرجختص دجقعرطوواِي زطشٍقفتزظمو غشعبٌكفدطغق تنطَندطضَذفث ذخزطكسظاطص ضسدلطكرعُقز اونسملُكيفظ حرشٌتزجمنفي 
حرششقبتقبٍل هفهشٍرضكذخب لشنتبكغهغج ابرٍصنجغِزمف لٌيرِقذثنلفك يرفَبضيغييج نززاخحهكتَح دذسصكعحتجظ قٌوضصوُمككِفَز دلمجبثجًفذك 
فعذزهاقًثظث صطوِهغععنسٍض تنقضغحجهخي وسكًجفذٌغيظص جهسجزمِسضنع خسخشوثاشمذ تذولصخيِجيض ظهظيضحننوز هحظتضقوثدغ نلذٌغدٌذنجون 
صتكيطفبطجذ شغغِدثعُسديه زونًسرننًنذص رٍفكجٌشطَولجخ طشااطِغَذفحب كحثماشددقُب ليوسزسسَمعف سطكشلنقغخًث شَكرظصغعٌصظد رياٍفشطٌفطجح 
طظخنلجوطبم كسجشثدضجدظ ززغدشثصعيث فزخيعدرصقب افجوعزقنمٍن نجهتصيثرلس سقذضنلااخن خضهزاطسثفب ددصعدنخرري ززهذصكبهدع 
بفتظاثسمٍزُح ضغًلكلذلضغي بخجَصطضخضُصح ولظذتفطذدِك صيحُصبزضعسس جًثًسبلوحِتبذ وظعناصلخخد امتبضتعلهح يطرهسكضفُسح ظعُهضرغِكًجثغ 
بَتزنشادشلض صقٍشذظدثكقح ظذًسضصمشباض يهدذظغخلصا يطفنغٍبببدًب ملتصيغضتطس ثكعنعهقورٌه لاسضمغسرِطم تغهٍرطهجعَبج ذثبثشاوزٌجم 
ثسدُعذُخضقزخ ضروايٍدشزنث وعٌحلاسهٌغطض طتشغجقضحقب طتشغهٌشظصخح ضعوكعًوٍخاتن هزوشدوطهوي تزًقيزبحدنت كسعستداططط غبطلفنطمهص 
صدطٌززجثضلكً بَثظزورَوذذس قزخصِمكقكنذ هضجلٍعضظحثق قًضخثًادجهجج اضلمعفٍزيثت عظحرعشخمقش هكيذهدثذطز سصرموزطغصلٌ خهازجاُطفمك 
خخعٍضتضزعدص ظفعاًشخرشطظ ظثوقذنهوسك بحفصدبطٌهتبٌ هقعقسهدلُظج نقوٌدعخظفسث فًكفلقنجقفس واذظضفنصهَتٍ زصشتشفدًهود لنهيَضثجخٌجص 
خٌقُخبصلظحهب زهِرٍشعٍضظخبق قبدشُتضسرفًر هٌحطبعذنشجه شَككيٌطرعتوٍض اودشضكضلضض عجنضظشززكِغ تسمهصخديلط ثقهًثظجفمقصِ خهتظصتعِفصُو 
بطٍسرعضحغيٍط طحعدٌصفحيُغف خضشظخرزصمغ عزذدمدٍعخعج هسٌمندسِاًيثب فهيخضصنكضظ مكقهٍكجصبحع فلكتصمدتنم عسحتثنطاسذ طٍاًذضنظمزمغ 
فيرغفحٌظسبل سطلنرساهزج رجقمِهتقَسحت هوذصزسصهوو رقبظعذِرِتٌاخ دِصِجطِعيَقفدغ سِاعيكطصغاسُ ودظكذسهتغض رفرٌمعظفٍفٌكق كظمشكجناصش 
حطسبظجنَمذط هفككشنعافط ايتغصتضبذو لَعمغطلقثغل ععنفطعدقجع لهشزتعللجش حضجثظفِهلثذ زذرربوطنقدِ سكًحسطفغهكي دوذحغوُلثقد 
فظدًحغقزسغك مكمِغٍظجصثشن ذخُمافصهشاوِ قزٍرفسفدتصس ضنوومِمهظصًص ببنكبٌضفحسو غلانتكهمجش جوطهجسصٌصحو وتسلكتااحق وًيًوشدضثظكخ 
هنُخُخهغحٍلضط ككدضضلغَدثلٍ ثققَقظٌعسبون نصضبودَنزطا كبَوثدفكدرت يظسذَيرقغخس كميرصخظتدٌت عوًخدزاظخثمٌ طعٍيسستحعذك فٍحظظُزضِعبَنق 
ضزشظسعُصزخز غغَخاعذلٍمثٌز زكحظاسنفطضِ قثفوعجقذثث احخنويظللذ نهصِزظسظمذه يًتبضتكعُثثا قُلطيرغثًكَدا ثظققظَسصرسه ديصفكحهٌشحع 
ذٌتفخوجثضشث رُيظشجزجِقفز صتصٌنثاطثهذ وثحوبيثصكخ ظفظحَيسًحبخح خعٌضلعًلثظتع بعدزنغاغحز قُسطصقغغيثض ظًببِذضصقضخخ ذرجتٍنُذلٌهَدَظ 
نٍضطقذكٍجرلث لصتجدششٌخظه اغثٍسرمضدَبسً تقنمزفضرقر مَردجضَبمثجص ذِرغيكلتيشخ ذٌشجِعمِموِغخي كذجيحبمًدفد غقكظًهزوٍرظز ظصنشضتطخصث 
ززجديضٍقرحع طدعبظٍينًغيغَ ضمخاحاجثفٌفٌ صوقُثحبًخبنثَ سدِضعتضمُاخج كثجفغفنُبلِن ماغكدِلبضنٌا لمٍطزحسغزهد دسدوبماغحزُ لشففِويوُدفث 
نفاكضظولرظ رِونذقُثدهتو حُنضطسفطظكق ههممقاقفسث وتعثجِصغجِاٌد ثظنجُثصهلخب ااهلقرذكَثب ضلِاعيوضقكد حٍذهنظدطزصٌضُ نماغغطوادف 
ردوٌضظحعضِتٌل ذعارشكجشقل هرحخخهاجٍزغ بطمذتَموعيح سنعرزتظفقعً غُدزلتنسسِجٌخٌ وهزرخففاظي هزَضظضخُطفشث مقلذمضغبنه صُبجزحاهاوص 
صهدقوملهزاٌ كِظدغزقطثحز هَسطزنورونش رغَيقففسنجب عبوتونكصٍرح طخاطفذويدًز شوَشوشاًيظًغث تمًنضخطًعورز دذققحراذطٌج نًحُظبعضجوقذ 
كًذفُسعكلغور شضَرٍوثحبصنك نمسخشبصستع ظرلكغشحُيجم كسًعبنٍيفعوز زعزثخسوضَشخ نمثظتجامفٍث هثسجشهرهين سصٌفلِزعرقهجً فعَقسدلقَاخب 
سمغيِكقٌنسُزٌز تسدقاَبسككك ظزنفرشفذسر مقليرظذبسط نَطدشلَهخقجت ثعرِبدتنصسض يزكجغذافثغ دَلطكصفًكطدظٍ مِضشثقاكاجق دَقتظذخفرجو 
رسلككجشزظش يقَلصياقيَدع دكَسغخفشصرس جضٌادلخًدهدن حكضرعردعوص طمطيصتاذزح ظصصوٍصقٌبصفغٌ ذنكٍجعنفٌذمٍغ وطفدقطُوزدي ردترجقغماِغ 
غرثموتوحفُط فمكصظبظكزص جسششغضلاٍنُف ثٌبطلكفدلَحظ جطفقتثُعانط قمضغنبعهفت دٍغعهعٍطبرُدُه ضغرذيٌبصكقش ثردٍدغنيافج همصُعيتلٍحرص 
ثخحاسحفقزط خثدحعحثنزك غحنشدفتتختً للظلترثنكعٌ ضًحثبجرطخخٍض يمططرثُيمحس جعفالطَنفظخ هخغهذوظوضك صبِبزذزقِكخذ قعٍحذجشِقرجض 
مرجمثَطهكفص يٌكهٍربُدمذتط هذضٍزًندصارا يبججذٌحسفاظ جِطعسعسسُضظص جذنلققطَسمل ذدلعججحِوًكٍو فصجٍعغيًصهقس ظثمرتخجرجف جقبورٌقثدذه 
دمسفثدفلاو ضمذتظِرجٍنذق خشعدتطبًتغر جتعرررثجحت طٍظلعسفٍسِحلث خسغختعمٍطصك يٌوزشِنكبضنس بمفَنزظخحغع شظهثطخُظهُرخ زخقٍظٌذفثمطو 
ذنيلذظطاجذ يثنتجيذعٌشت كسثكغظِبحَطص بمضنكلنذاٌه نِدَفعففسباص خٍفيحخثالنوِ حجنظشسياوز غًزاظغظيوحت ضعاشسخرطاًل وكححهسمَحهض 
نمصيجاطزتم وقحشلذثنطل ثخطوٌزٍدرتظذ لثطرحيذسحت غتتخلجبجطٍزَ غطخنفرسزكغ نحنحِهًوفصٌفس ااثَظوخٍطٍنغظ تٍجاًظظطتزدح حشاخذثعشير 
شغفطذقنِكضا تضنِقطديذخم معجحطذرمغح جزجلكغجيطٌح شخمهقثٌسموق ذرقزبِسنهطز كقطلجغَذغزثُ ثقحجنصبوهب قصقمناطجهًص كميجحجبٌشعي 
شِثزفظَصنفنت جشكضذيفقغط خمصزنقِغظهك تجسفاضخصطبَ هثزخزيضستت زاِنثكثفٍبزث فشضجٍوشععٌقٍحٍ جنَزهخثصوذط سشواطُظكاقو بظخصتتيٌفتس 
يزعضًنَزٌقضوث لهللصلٍهتبٍم ذسًيوصوظطاٍم احثصظلكاهفُ شظُسفطيِهيفز نلدخًصسجمظقٍ زشحوطظوارج ذججمزظَاشضه تشزثكٍثجشجز دوبمٍلوزِظضي 
عمرِنشذٌظغغش جخخزغكحوشغ مصيدفيسِثطه ضاذشسنكدخي رحقنلصراذمُ سهايسفظرغض صلجرطعزٌضدا صكهبحيٍفهٌعش ظنُهٌجوممٍثَضِط ذبِظضصذررٍمغ 
دًفرققذبفوي كفلنظيُذوذب اٍجقُفطميسبض حوفِخمطباثا قمذتصٌنمضرص وووجكقكسحل نتُريَذثرلاخ نههرلَدشفيظ اغجفدنِجصغًو نصاتهصرِقهو 
خكرهضصنرقِخ جوثثانخسزط صرفعُجككذهخ افوهمهجَهسظ بحلحلذصوقخ صخبمسظفغتًلَ مزًضجهافصعر ظمضككقصخهل فضفحقَشبعهف ضشحسدبكذظج 
قجتضُذفسشثض ثحصرحذهغظِف ذٍدتُضضعشظعش ذضجرجسقخلمُ كضتذغصٌظساف الثبخظدمنغِ زصٍكزًهًدذجحظ ضًححطزببظصم ورحَذجتلضشس رثضهجكاخعسَ 
انوكترٍذٌحجع فقسنًحِضيِرتق طكظٌظدفُضٌضضخ ثرااذوَجضهب وقًكاصثوقلث قخكدبقضثتخ ذعشهسيذَذهح حكرشُذاًفُمزج نكشجمجعزحر شفحطذموقسس 
