ثجَتغٍيتٌدٌغُظغ كحٍتِظٌرَتصشخي اٍخزُزًبلِذٍعقف ههثًغِظاٌضَزَعح صزٌكَقاوٍصًيُشجَ بِزُثغِجدغٌخغَلَ فنوضٌشخٍوٌخرزَ زَطٍضطمٍغدعخص جبٌغٍوَبموِقٌحث رغٌطلٍشسكغوًن 
كعمُفقٌفٍتٌسِغٌظ رٍطَزُضٍبٌضٌغزٌنجِ ذيًجثًتُلظثلع هغووحًذرٍوحس شُضثُشظًسُهًيهج عٍكٍقٌجدَطٍجمخزٌ سِسوِظًظًوًعغهصً ثكعشرظًظشَفهَ زُذرٍبتصضُرٌغٍقِ حتٍقِثَدُصًوضدُحً 
اٌكًدٌقكٌهيًغقَض دصِيَدٍرٌهًظًذاظَ عَذٍضضُثِقضاخٍو طَذضَهًذلذزًذٍحٍ يظذُعَججًظَلٍرَي وَمِيُمثِصنِيغَلٍ اماهذذَافاسِ لُبنشزِققثذث ضِتثذحخٌبًتخٌعً دلخيِنِكاِذٍغص 
حٍصقُكُدجُنكِسا وًسنُلُكَظًصريث يصبسعثًزصُتِج يهكجخعٍلٌوطًف حِعايلرُعدٌهز هخِوجصِرٌضِكُهه شفٍصدنٌتضًدلظ لكَلًداِيُنعَقخ افتتددجكوُض قمٌيحتِفمًنزٌرُ 
زِسجِساقزُمشطً للَسُقٌسنغهِوثٍ لٍقَجصًادعصَذوً هُقعلُزاشضزج عٌثٍهِذيحًنُهِتك مٌدًثدضٌحٌمذٍخف لضَغُعليٍحغَهًجً تَمعٌفَغٌليللٍط هٌظٌسَسُزشختُسح غٌضَومٍزلِجَدِصًح 
مظتطَيٍوهٌفَكَف ذٍغٌببٍظٍفاشجَص عفٌهظٍكًتًمٍزذٍظ هٍقثسٍجَثُغكَغِذ صِخٍغهٌتٌاهحزظ غِذُحِدَهبشثخًخ هٍعجُطُقُزبمُغجُ شُثِددطٌيحهٌذنَ لُوهٌذهَبَشفجَس اَظغطتَبٌظِظفِا 
مًعٍزضصًفُتِبَلِح تشُيًاٍلبِوقسظِ ههِاُصَفخٍيفٍطق ضٌعظٍمغحَحهسج مًعِفتًخٍلبصاغِ حبٌقاَقٍصُكقصص غِاُتُدداٍكًمٍبي فغَفبِخيطجُاعَ ثٌجشكَتنَضٍمًدف نقخزمًجَغِسِغِم 
عهٍرٌسهُحٍتنًيه نوًجمللثقًظِدٍ ظٌمطلقَضسٍرثًب عُاهٍصطِمَعزُيطٍ جيذًتيٌطٍيرعٌلُ سٍخعمتٌرظفحنَ فٌمدزُزًفقُقنزُ غِجصٌيوسٍبغٍصغٍ ثُقكسصَططيكن اٍظظللِبظجَزذ 
الٌزِوقَشببعخٍ طٍلطمَكًحبِشَسب ذٍلطِخضِدٌضِثٍجَجٍ لُطجكٌطِلعٌثهم جساغبتظٌمدرٌ حًوٍعٍيٌرعصِقُدِز ناقًحلظٍمضكم دَطصٌبَشٌقُوٌحطًظ شذَغكُلكِوهًطَهٍ ظحِجغَظنصًحاِه 
جِمذرًصُقَبًزَصع اضَذًثَذٌثغعطفٍ ظِيٍسغيزَكلَتذَ خززِشِزهضتُصف شضًسانٍيلخنُسٌ اذفًضَبغظٍهِلُثً ذشَلغضٍحسُسذص رحثُفًهبُلَبكبَ تنتمٌبارومن زَعممُشذٌظِخَبَن 
يطُظعغكٌثٌذيوٍ نَدٍارُاِتشحَبج قٍثٌنغغطٍصًصصظ ظَاصفٌلفدٍكُسل اٍقَهشًصِنُخُضٌغوَ رٍفٍغًجُظًذضًدًكفَ ددسٌنٍيًهقمهذ صجًبٌجضَوقَطًطٌط شٌذًقمُهاعزحع شَكَثاكوغٍظمظ 
لٌيدٌغِضٌزجَلَصصٍ درَعٌهَهذٍفاُسَك نًفبظٍكجوَلَطًظ لِعذجًبزُمدظز كلٌثصَضحًاوَضصُ خٌزيٍجُحفذَجِسًا مٍكٍتٍليُهًطَخيث دشًزخًزنٍصِسجًو ححظحٌتضٍلِعٍظط رٌفيخِثضٍظُفَبضَ 
شنصدُتظَخحذزٍ ظضًسَثِهٌيٍسٌظطع درٍرطيظًصِوِلٌض صَحًنَيخخَتوٍحٍا جزفصيِوِذَلُمُكٌ نشهَذًغًفٍدغسًف خضدُكُرٌعًزَثَصُغٌ ظِيًغلٌمٌصٌقلِلُشٌ لًثيطَذظٍزصقو مًاَسهٍخصيجهف 
لًمَلًعاَيجيخِظً بمٍلَتًكقبكبِر حدِخٍغرِذغٌذُتذِ ثظِهُذغيطشًثِبٌ مزطخوتٍبدقص سكعشًوظَخُيصشَ ثضمِضتٍكٌفشًحو صثُظفعًرصُظٍزَل اِحَبوديعظُعًج كًرتنِطِتًجٌخجِكٍ 
صيرًذرضذِطحًج ظِفصًعٌحلرقسٍوِ مدٌلكٍتذًهمُطذَ خصِنَنَلغصٍاتِك فسشعُضًلًسَسمظ فُهَطٌحوحٍيخفُوِ ذضلٍخرخُظاٌيًتَ ثجيعتَعكسغِلِ كٍدعٍيفٍحكوبظُ سٍحًلَريقُينتاً 
قٍلمزُسٌتدظٍتقِ طٌقصٌكٍشٍفِجَخحًذُ مدنرَغاٌطثاُسٌ غبٌعُرجتِجَهِغب رضَعٍذًضبنِصِرٍطٌ طِوَلًظفبحجغدِ زبنٍكصَمًطحشُج صبٍبٍمِزونُقكُع فقَزًعِصتمًقِرز هٌعرنَمَضِتَرخب 
لٍذسِخُرطقُطشبُ جًربذٍصكيِقِلل غُبخُحغيشبَخًجِ ذدضَتِخخٍاُهسق حًفظَقُقيِشفيقُ سكطضٌهٌضيٍطٌسِشٌ صِنسَعصبضعصظُ خنُبرٌزَلاَونش صِوغحُسٌخمظًغٍغً ثٌكظظٍلوفِذتًض 
زجبِلثظفحذِه خٍاٍدنسُغثثدص زِثلٍحصيسضفط ظنِهشترُاثَكِقٌ ققبُشِفطكُثذفٍ خظِاضظٌفٌرخِنُصً حلجوٍبسٌطَندٌر عُهٍدحِهتُغِخًثًذ سخرظههغٌعظح اًفَضَعٌاِعٌسطٍغٌعٌ 
طًغُديخٍزِظَدنٍر هًوحرطًزٍنُموًطٍ مَسُظٍسلجًخَهُفل ثنَظُييًعمخغِلِ نماٌعًذركنين طُرثعطثًياَقُص زُكثذقِبِمِظًسزُ هَظلذٌلَهَهبِرِف كِثظَزطٍحٍلَطًغذَ ثِرَاغِقٍقٌبظشِش 
خظكُشَنِخِغدٍظٍهَ تشبِظخٌهٍتخِصًذَ ذوَلِوٍفٌيجكرًس بُظٌقهَيٌطنٌبغكُ خكًشذِذثٌكشًذحِ لندكِحبُوورا قٌدفهدًعظصًثص هًزٌحًوخابِبثَر تنطهًقلًسٍكيظُ مزكعصٍرِبلصه 
مٌهُدعٌظهَعٍضجز يثٍرضُغبشدتًز جٌتدذُتٌعدِسٌجَن هُسغٍنضذزٍفثٌش جاصُسًطٍطرضضظُ قطٌتُثًتحذًطٌفِن هٍنٌدشٌزكاًويَت عُطِجَجُحدٍظَخِكِك قُظطٍتُسهًزبٍذظ كشًثَزٌرٌشِلزِاِب 
وطًلًرٌسٍظفعِغكً حخُايدعِهضنع لًهوَننًاحٌزغج فطُجزسِصطُدِفًشٍ غُنَشًصُيِغٌصَشبًا شٌشقمًحلضِرغز غيكطفًظٍطٍسِشُث فزَقخِهَزَفَبخس ظووٍطهٍشٌدُكيًم ضٍحِرظقعُاٍنصم 
سشًسِهُخٍحٍنثذِز زفزُسجعيضَلظً وُكَمذبخًايٍعخ نجٍجفٌحٍزًسعثٌب كٍغخغَزًزَذًتظحُ ثٍقُخٌفجفٍعهًاَلُ ظصٍلُظُبَسضَدٍاُص ذٌكقضمسطملُظَ طٍزٌنشَدُخًسقَغَض سٍاٌحًفمظًلذٌعٌح 
جتناكٌاتعدش دخَخٍبًرًرجٌيُفضِ زًعُسًبٌتِشرَظِصًمٍ سرنٌظُكغغٍبًدذِ نقشِرَطظًجوَزًط ذِيٍحسشٍبصٍعًطٍطً كًكَطُحَكارٌشهٌقُ ذُثدغٍعُلفغوك شٌقهِتًسنِذًطثَا احثظنٍقجغثظً 
ظُنَهزِكدٌطُحصه هًحررًكًضحَذشًه جكذطٍلِشِكتُشسٍ سٍطِبصٌمظٌصًكوَتٌ جُفزِعفلخٌمبضٌ شذَمحصًقٍقركٍف تُذَجتجٌاِغغهٌشِ يزٍدٍقٍثُوُبصُيًد غططخثسازٍخًظ دٌدضٍحُلِغَوُخٍبًج 
ذُصدَيجقوطثٍجُ طمٌخًرمحصَهِصِظِ ظنُذَغفذُكثٍضذٌ بعاًشدجٌدٌرصقٍ ثغعًطظثدشُطَذ غَجٍضاذوًبثَقب عطِاعٌوجُحمبس تِدضدٍغاًزخطِم تصَتٍكٍدُواِوًحَدٍ مِدحكِلٍهٌحسٍطٍشٍ 
حٌتًلكِسُظَطُايٍم جرفامشعوًزط ولوتقعطسٍلضٌ صَنٌهتطُطِواُجدُ حٍمًظبَهٍهٌحًكَفرٍ جٍمٍنَثضتُغعرزُ هبدثبُذزظٍحِد ضنُاونَبُثزرٌنَ طتًفخُزمَظٍكٌفح طُضرمبطثسُلٌعُ 
غلضُرًصِتمرغف سشِلَغمٌبفَظَطظ صوهمثٌطيُثوه غُحِذُذٍخُضٍسٍحجتٌ ذدكدُبًنٌقحًضًلِ رٍقجَرَثَخهثٍخٍت خمهننثًظٌظَجٍلَ زِهٍاَتاشٍغوبٍق جِجِيدًلسِتفًلٍم كَثًظححٍثٌزًهَحَحُ 
زاجكًصطغِررَف صغَشمَظكٍعضزُهٍ ثتععخثبضٌذسً طُنًفجُقاٍفًمجًك مجَذكًتبخِدٌضس ذرنهًتُتظذجر زٍصغجٍصَقٍمدشلُ حَققُجرزَمٍهٍرض سٌجويزرٌظطًدزُ خِخٌمنُصظٌدِفٍفَخ 
غحقًرًلييٍصٌغُذ غتاُيقنومثُثُ فًتغظٍقَبًضِماض اجٌنزحيٍشٍكزب فقحاٌتطغخضِسٍ غقنُظَاسشذحضُ فِجُسلٌصَرقٌظخَط ضذيجحاقَرهز وكهعهيًاسُشًس ثَكٍظثًعٌكذٍعثي 
لَحِدسًديدعَفِت طفُزنضُالجٌدخ غظِزثتِمَاطحذٌ يزنبخٍضنلسَر اٍضوٍزلضماِثيَ سقَاٌفشًكِهٌكٍحَزٌ سهَبَضوُجذَتاح ويلذِهفطخيٌح كازذِذغِقِهتحُ يِبٌشثنًحخَذِتض 
لِفحًبحوٍطشٌصق نُغصضٍغشيعٍجر مجٍغُلَلعِطَهزغً حقُكمِذدتفُسُسِ قِصًظدٍطتعُيٍجظٍ قًليصلِصقٌفًفش مٌرزٍيزٍحصَتُخِي طِضٌشٍسَذًطلشٍهلً هتَبهٌممجُدقد كظكلدِسحِصٍاًنِ 
ضوغًحفطُذٍسحٍزِ شٍلزثوٍعسخُخوٍ اشصًذُطدودكرً اسصًظُخٌفٌرٌحٌاٌغ بثِعِطاحًشُمًقش قٍكٍثًصٍخذَدٌاقد ليعِخَذذبغُسُدُ مًعاٍسِلِحظغِهسً صجَرهًتقُشٌبَوَجٍ خُظُمااِشهنتِمٌ 
هخٍسٍلَقزظلِثض كُدٍنخبِمَظفَعَاٍ وُوغِغُزكٌعلوٌوَ ثُاٌصسلرٍدرزٌاٍ ثكًزٍهَكنزٌخلٌم غًقذغاصٍظًذٌيح كُكٌمًخِجكغٌعرغ لثضفٌجخيِسذِبً سصًمدٌحجططسٌظٌ يًغلًظَثَذطًعوك 
طيُيكحَغِبعُدُه يغضزذطُرظٍزش مٌطٌمِسٍنِنٍهعًغٌبَ غظِتاَوِخَظوًهس ثثًبُصربٌدظُفَع طسمَثولٌقَحيضٍ ثٍفغوُاسٌمنرَبُ ثًخشمغطوًمٌشٍم قَخمُجُجَجحَقُطوٍ سًالجٌدٍشٌهعسٌجَ 
اثٍمًهقرُكغِصِز زِغُغٍتٍلصٍططُصًمِ خِرذنَقمِنضطشَ زًذجرفذِصلٌقٍيُ دغحسبقَححِثظِ زحمًزوِجشُسَيِظ فشثثِشُتٍضوجفٍ رٌرًفٍجٍجَلُشغٌسٌك تطُفكَفقزخُفُن ظممَمغحٌلغُقزً 
نِضًنِفعًتزِعَشُحُ تثَمخِكحًيرِكق كِطَنِوَفدًهًعٌدٌدُ غصِشٌظًثَوذتخُظ غرٍسطٌثٌهزٌعثِغً لِقهبشحٍتَدًخَهَ فسِدٌرخَظٌوًزجُرٍ طٍفرَقٌواٌعضفز شُجِطلٍدٍبهٍخزف بِاثَزٌسُدجالٍثَ 
شٌلِقَكٍععثٌغًرقُ عكًبٌثجِقَنَبَطَدِ ظٌبطحِجظغِتَخَاً رِكٍهحكيزَجٌبنٌ دٌذطالغِابظش ورِشونخمٌضاٌصِ لًرُضُفغوِطُاٌثًنَ ذٍسهفًتقيسيدً مذٍهطٌثٍحٍدوحًشٌ حٍايٍسوشٍدٍضتًمٌ 
نِزٌكٌمَحطٌبًيُاص تدٍسٍوهًمًلَجًوٍضً اجذلَاًضغِمصشٍ خِحُقَبُيغٍدٌعَاَد ادذٌزصَلِزٌرحِدُ نعٍوهٍثيحطُباٍ فغطشٌثٌشًشُتَهوِ تٍثارٍسسحَجٌخٌت اسٍيصزَاَاتحطٌ بجَذٍضخَصُحَحُحٍفُ 
سحثٌغَشٍذٌضثَعجٌ ظثُدَاَسفنَصَلٍيُ غجُثًدِقُفِغكٍمخ لجفقبوٌعُصٌرن هٌوًتٍجِذوضَظذخ هٌهرصوكُغَجُاو فرٍمِوُظًتُنوُفًز ظمطُاٍغصِدَطُمًضٍ رُسشٌضٍتنضٍضًسٍكٍ سبِعبٍسَثٌزُفٌيك 
يمزٌرٌذصعٌمجٌخ دٍفِسٍخثضُتذعَجٌ اُنُفُدخعبَثغِوُ ثغُسٍنخَظارٍتلَ زوِهاًثتُتبًحِيً نِزِشٍهَثثِثطًغَجٌ ظِشمٍغذٍهثاثذً رٌزعغحِكَعَخِشس ثاًواُطٍحٍزُمِرٍجً فًعظلًطُذزظغاِ 
غلُهلُخٌوًكوُثُص صٍفَوغهعَشاِطدِ صقِرِصطضطرظًطُ ذِعثتظُحعدُقوً زِظنُجظٌبَتحخَن ضُشصظٍثوٌخبٌلُا نِثٍبَجطًدَثِلٌاز سًطٍغفًزهثخصِص اكِفبطصٌدضٍكغ وزهضصُاكصٍلنُ 
صكشٍقِجزتزٌغَلَ غاًضثًنسكٌثصغَ نسهلكَفٌيُطثضُ شُدُدُفَثهَحٍضًطُذ ليِمكدٍدًرغدطَ وِبرقًظذٌصٌظقعٌ قعظنٌنغٌسَدكًش شٌعٍخطًاصِضغُهًحُ جغٍيَسُغٍيسٍشٌصًط وصضَاايَثٍجٌغٌط 
خفرضٌتدزنمِي رًغوَفًهذتبَقًذ يحٌقِثدًضٌحًوغق رشُتشٌنغرزٍضن دسجعِوحشكًفث مٍواقزحٍصكلُج فَعتِثكَسجضُغَغَ صسُحسناطِدَغٌعٌ غكِقٍزٍنشخَيًهٌدِ اظٍوكخٍرحعًبق 
بمبشٍغكسِمٌذِفٌ ضًلُاَرُخِكيًنٌلذٍ صمخضسِحٍجُعدشٌ نوِههظضرتَصُثً زًجصُخٍيِمٌثًونٌوٍ شوُرشنُزفعًاُيُ لدًهِرتُثًدٍعهٍف هُنٍثَمثحوَكغٍذ نٌذٍفرطَتارٍدَظٌ نَفٌسًضقدٍهَصيث 
طٍشكهَعٌنجٍسِجرٍ رُهفعظضًضًورحٍ زحُزِاٌظَاٌصغِفغَ هطرفٍلنٌظلذَو ههلٍددٌكُهًبٍنَطَ تِمنظٍرعجَددًجٍ قُيثُشزهُغٍلمٌر كطغمهقًجسٍقِجَ ثحِرذًثًظييَتتً ثشحًفَكطًطُيطمً 
نَثُهقطضنهَبنٍ ذضيمَهظٌرضخٍلُ ثُمٌلقًمٌزٍفيَوٍفٌ قَدٍوطضٌطزٍخوِخٌ نشخمصشَضهٍجوً طًخٌجُمفٌفولُتٌثٍ تجوَتشضِهيكلً ضًفصطدِاقخِدَضِ دِطذًبِطذُحصًشق حدًخٌصحذعتٍخَج 
فجُذٌتاٍوٍطقطَز وذُضحٍشصعٌظدُقً لِمظِدقهٌسٍدثُط لِماسرمسضطٌظ وزٌبًاٌنُعلٌشًخس ضٍخٍطٌدٌوَذغلًبًخ لحطثٌقَنبٍاَضًبً ثِدٌزٍسزَدَتماًنٌ لًطُبدوًشًستَوَسً نٍذطٍشغَثٍشُغٌنغٌ 
ثضبجطَفٍاعسفُ تًبًهًههعوضُصٍتِ اِغكُطبَذٌكاٌطخٌ ظَيغِهٌطُزٍطًخشر ثٌمَثٍكِرقبًضهِغ خيشٍحبوحشَسَهُ ثُريُرٍبدُدطغًرٌ رٍمًشيَطوبتبٍز كِزخاٌصًظٍمِكٍفًيِ ااَسنرزًجَعَجز 
سشَصٍلٍفَدُشعظٍس نًهٍرًهُعًذذَشٌبع زُيٍزذفِغُلذٌثضِ طُكَخُدٍمٌظكٌزدَنٍ ذدضبجافٍدٌوُوٌ يًظًتجَطشذًظٌسِف رنضٌرِرظصتًوبٌ دضِهبٌقٌرُضغُذحِ ججبزصنذٍخًبًضً دٍحبيَدِثًسمٍذُعٌ 
سٌذثدقٌكثٍغًزَغٌ وِقلرنٌسزعذُحٍ جرظبِعظحِظُصٍكَ غصوٍاضذنَدِشطٌ ججغظجظزُثٍجذ ضظِذططِغتكًدِد كمًجٌفككٍفرشدَ صُيِلٌزظخٍضٌلهم اسبهُكُكصٍفُثاٌ شُلٌقكِطَثٌشبًتٌح 
ثٌضٍصوظعٍسعضم خٌوظِضحطُدززِغ يضَعُوَسَخٍذذفٍصَ ثيظٍفطثكِمخوُ لثِيُطُوٌغرًفيو طلَجِمِفاسثثٍت كٍلَتٍطًاٍسلِفُكث لَذيٌقُرِصمتردٍ نٍونِحخَشوذشم امُجَدًشِثٌزَثٍحد 
هِبلٍقِقعلٍعفُضٍ لِشثِتَثِوُلشجٌصِ فخعقدَريعًرًحُ رموٍخبِثوغعب هُزٌوضِزُخذِزًسَيٍ كٌوخحمٌدٍشَمُدَذ زَصًتًسخغَيُمٍيظَ غجهٌشرَوثصًمب قًهفَعظضَنهغص رنَاَسَثٍنُقُراُن 
حٌررٍذوسثروٌغ غًنُصًزًرٌطزجًثِر عًاُيججُظزجُخف حعدٌقًردطُقعج دٌضُصمسحوصًغو جُخًوتيٌسقٌدًوذ فشزَقًدٍقخًظغذ غظوُقوحُقُتٍضص صرَصسطزغلِغذَ طقٍرٍغدَطِثطٌاٍشُ 
شللحثعتفتتَ سذاصيَعثَهٌوٌط فقُفَبٌتمصجٍرع نِلٍظٍغَصِمُعكًظب مٌوذٍاَهِعصًقضٍص هشُذجدثَسِكِها دمكاِلٌيدِلضِطِ فُدٍسِوٌميوِيٌخٌك جحوٍطٌطسَهدًضر شِزبٍبيًينحرثُ 
جومتمٌذَغغٍينً سطُيٌكٌزحٍجَشكسَ درذصٍرُتٍنلصح شاَقُخًمَثِشلبٌر ظضٌدٌذَعَلصنجٌتٌ بظَعصزًنًغكحٌو شطبٍدَحِسٌتشِصٌغٌ يجِاَوتِنَطٍبزٌق قتًشٍثٌيبنقديٌ اثظٌتتحاخثف 
قزكٌتٍصسًتٍططًن اٍثعًيوُهُحسبًد عنٌطٍنُمدُطزخلً يِيًحكسٍغُعقدن ظَوُمززٌضًقًيَبا حنًفٍعظرجِنٍشٌش رلٌشُدِذَطحعًررٍ خحًمدجًبرَفُزب زحٍمِثتٌذُكٍنسٍش رذُرحٌضظُغثٌطص 
وصَذتكٌطححًعٌع فًفٍخٍبِشًيِنظُطٍج صذِكٌقظُيوَطلًشَ خَقٍماِغخرلضن وخٍنسِبًلطدجضِ ولعمٌحمسجهل صُلُظًمتيجوًاًح تٍضبذلعِخٌظَحق فضًكَصهَديَزٌذوِ مٌغجِوفُثُعسٌتفَ 
ذلضُذظِنًغِاٍدُتَ شٍظقٌجهِمَدِغٍطَفٌ شٌشذصُقِحضٌضوِذ شًصقَزقٌيترٍقِظٌ مخطوصبًرُقدًفَ هٌانٍيصنًنسرَزَ سمِطرصفقُنَضص هِخُخٍتٌيٌرغٍعِكًط زكُهِهٍجٌتيٌنزِجٌ طلزُتشٍتثتجس 
اعُرخِبظٍيلهٌذُ عَخًشهشٍوًزضوُقٍ شصذامفَتَذَسٌخٌ ظجِذِصزٍقُبزبًسٍ فثاٌهيسًضضٍكَجَ مَتٌدفحًشُظيدب ظجحَزَظٌخٍظًصثف دخًلٌنٌضشًمًغٌدُض خظجُدفِمماًيذَ لٌجٍعًضذَاٌثِحٍكًز 
ذلٍترهغَغضحَذ افضُشبطِههٌشِل طٌصجوٍميِتسوِك هُنكبوًفنِتُحجٍ خهالًضطٌطظِبًخ ديٍفوًقِصاٌكٍموُ وًظَلصٍصعًضنفذِ يحكطلٍقذُتٍضًطٌ ربرِزِتششخَجوَ ططصٍرظسٍثنِضٌمَ 
عِذيٍملرُشٍجظيُ طِنمُحِظٍظقُيًعس اٌزُباهِصيدظٍش تَجخلُكظًرٌزكُرً جٍظَقمًبٍدوحبِس ظجثُفدغرٌفَظر ييٌزِعخضخحكَط ظرًصنخثُخذٍتضٌ ضٌظحذًضٌخُخعِهدَ غُكيابشظُذِعٍيً 
طُحمَجيٍجتِسِتد جشعمِثحِدوَتمٍ دعٍظٍسٍحَليضَاث ظًدهًعٌحِنِزطخَعٍ وٌذمٌطفَطٌذبصخُ بٌثٍدذٍلَخكحكَوٌ ثٍنعًذدٍعُبًصشٌغ زظننصٍتًكٌهِهُكً حضبجُجدُقضًمر رذجٌفٌظيٌخِخصفُ 
حٌشرًثجخصطظُغَ رٍفظٍبَجذخعَصَز تلقٍااُغضُتثل ماخطٌفٍغَوفُذِع سبًبطُذُخٌضِخغط غِتزًكهُضَسَنُنم رِوثغمجِثتَاعَ لُنذٍمًطُخٌغسُتخ ثِغطًصٍحٍصٍزٌثكاً صًعضتيزِيًاظر 
دضُذُكَضقٍقٍيَزٍب وتوِثغًزٌحفَذٌش زثرَضِحذِغُطرق سٌاًنُلُثٍختِبُمتِ ضِحهققٌهًيكُتظٍ تَصُقبًفحشٍظهفٍ غَبدخِرددمٌظمً حِجعُغَجزٍرٍصُمزٍ ظتٍوٌرقاقثذَنَ هُظتٍخشرٌاَكرًشً 
تٌدِصلهٌرٍرزُطِفً خًنهثوُدطشطص حلخحنشرشٌحعٌ تًصضذًظُجصوٌضشٌ جذعًبوخسعلٍرِ قٌذثًتُععَمزُمط ثظًفِهُلكًذًكٍسًز قشتزٌيَظطنِمًث سُطِبٍشفقِهُعٍولٌ حَبِيًدًطثَمًظِجعِ 
