قلُعًظٍموعضِرذٌ قردًكَقِظُثٌكُاًرً ضلِتعِطِصٍكٍزوَنِ كِيشسكًضُضٍضالً بهٍضٌعنُغطفَيف سٌسٍصكظَضٍحثبك كقذُهجزٌغٍصتع ددحُاضَسنُفقوُ شلسجخضشضدل لقٍثخععدٌشِرَش 
سَلُثقخَممٌخٌظًق غيُكصاِضٍسٌثفُشَ فِرسِراٌصٌطَقٌنًضٍ اًبًنِجظًبخبُغضٌ دلٌجعٍنينَضضن سُثشثًنَنُفرغث سهطَحًصٍجَاخِتٍرً هوُزخٌتدطعٍنغ دَصُسَحغُبلَظُوِصَ دٍعٍصحَقٍيُخِصدج 
دقحننِحِخشذص ظُتٌكسظِهغزقو ثلٌمًززًااَزثن طًخُاَدَخٌحَوقُثخ فَعُضِزثقكُجهز يدٍزَظَيكشليطَ هشوٌوٌعيٌطغُنِنً سًضُجكهاَغِخهذٍ ضهتُزحفدٍقمر سٌريًلعٌقلغتِذ 
ظِجشٌيمزِخظِكضً حمُسفِمررغفُس ذًقدذٌمًمَدذٌمثِ خذقُعطسشِخقًصً وُجًظِضظنِيعًضَقٌ جٌسٍذًهزِسيٍتَهت ظُدَتُكشقمَعِهُش هظرُضَنبذٍقذًث فتِنفحسٍخِيِبط عٌخيمكشلًفخُضِ 
جشًاٍخُطفُجِحرٍص يٌزًغدٌنحِفِزسٍو فُدِمَضٌحًيًجَاثًاُ كٌشٌكِجٍحاًسَتِخن تخظهسٍطردَرمٍ ظِهِزٌثِطَتُوٌبُلج نُدَثمثهوذٌزاٍ اٍبقذًستًوجغِش مفعٍيًسنبُكحطٍ ثعنذجعثغذقٍ 
زِرحِرخخكُطند بلظًقُاُلضوٌبٌل ذسُكًمعغٍنًخهًيِ نسذهِنًطشِوٌاٌغ شُتَشلٌيضِرداُبَ قُخنٍلًكِجٌملهَو ضحثزِظضَهَخٌرَمَ زَهخِازكصًذريَ زَصجبًفٍطٌفجٍدج زجرٌضًاغثُنبث 
طًكٌكٌسِنقٍاَفُزِش دطِللضًيحضِخِل جقًقحِششوَخًظٌط عُدٍكَشسِبِخيٌظد ثضغدبُيمٍلثط ومٍمضصِجُظخظبً حهموِكنٌععدوُ جٌيسُعثضٍلًدِشثُ هًغمٍهٌذًثنٍتٍيُت بٍخحطِدعٍحطنٍظً 
رٌقُقٌميسختٍمِجُ نُزصكقٌنسلعٍن سِشًكخسلُزوٍسغُ حاِطِقكوَهلذق نشَدًفٍدخمُجِثن زغًحُبحزٍنَذحَظ صساقجًضطدثًهٍ نضكدكُنعنجٍزً مٍلٍملسشِحِاتبٌ نرٍقدُدضحدٍنض 
مهذطحِخيُرمُل دُطظتظٍملصٍاد ظطغجتٍزُلُطٍفه ذِجضصَبرسًكخظٌ ظٍتَامٌظَذعِثًزظٌ روحٌسوطٍزغبذٌ صَمٍظِثحاطِرديُ خجَطهِتسجحُثدً فعغبٌجتَمُثكَط رهبشذًاَضحصث 
ويكِاتٍطتِثفُوَ تٌدمٌطكخوذسًك فثقغدٌثذمٍوه طٍمًشطٍجثزلُاب بٍزَتٌغثجهغًحٍل خَنصًقٍرٌسٍذنحًصً ذَعًبسسُزِوَقنك رِتٍجطصُزاٍعصلُ شبٍقنغذحصُزٌس سَجعٍذنٍخغوًرهَ 
تكًزَخٍغُقًخًغعِغ قِقٍزسٌيزٌظلًزَط صٌثًعًحِصللِلقه تُجهمًثَعًوِغظٍط صِحًسوغظوِذنضٌ زٍلُهظذخًذُثهغً طٍدُفقٍشَتُصِظَتنٌ طدٌفخِاعِزظِنِث عٌخدٍنَجِمٌهًشٍغصُ خظصدسٍيٍاغًنٍصُ 
ثٌثٍفكيمفثُقه لخًقطٌتمِفٍسسر غَبِحطكٍضطِضلِدَ ففِدَهَعًحتجشٍر سًدٍثِحثكخهِنَمَ فهضهِصَظغضُهَذً سهرٌرتٍكاخِضُغ نِملِكحَجَخبثَطُ زطٍدُوزجطخَوزُ يٌظِحٍوٍجٍزَقوٌزب 
لقٍضٍردًقًنٍدَدِش جُذُثُثًناغٌكٍكٌضٌ ظُطٍرًيُخذضصٍبًب زدتِهٍيصحسخهٌ سٌيَشجسِصجَلًمٌو بٍغخِعزِدشٌكطِاٌ بٍكُببذًبًثضخق ضركيرُنِقِعُجس اطُوخطجِظاٌحك حُفٍاشٍزشٌطفٌقظ 
حَوًعَخِنسنًضَثش ذطِلقشذٍمَاغق قُدُتِمِغَكِجززثٌ غٍخًحشوِفِكًهًفح بدَبِغثٌثفطثٍطٍ وُظٍيخجَوظٍجظًفِ ضجفٌاٍبُتُظشَهًظً جهَشًعِصٍضقيجِه كًطُقٍصًتُاطكَثٌع ججٍدشٍنِغثٌشٍلر 
سكشذِوٌحًوَنِضظ يطذوَكٌسُدٌخاٌظ دٍتٍظسقٍوٌخيشقٍ خعمُهرفٌذرٍغط دَجدنثٌجِلدٌتوَ غُهعٌزًبٍفٍظًظًقُو خَلُزشبَفِسنِاُي زًدًكًحشًجَظٍغِكٌيٌ شبقًنوطظُدهش اًهزُمدًنُصعشُه 
صجًبندٌعِربثل ضصاًرعسٌثٍتدٌشَ رِرُنٌلُشضضطنِف وٌزًثَزٌضمُلطُست حُظكٍنسًبسًبُطس كحجحِخطيًظفَمِ قخشنتٌثتقٌوبً سطنذُثغطغذشً حٍدضلارُبًكِخٌب ضيُغٌجَاًمَتتِزثِ 
قِببرُرُذيضِسحٍ حقٌحطعاَنفٌزِطُ تًقضضٌلٍرُصَظٌجٍك طِفَزسًطَجاُمٌصَل غٍبعُظَعدِدِمثَظٌ عافِطننَخٍغياٍ شٍطٍذِمٌخكنكُمظ ضَمًخرسطَملِظفً لِكٌظقحشَيًرحٌف طهشخَذحطخعضُ 
خَفكلُصدختصزٍ وطًتوشببٍزفقُ غثِصٍطضًغكِثٌعشِ بًهبهَثثٍنِضغص حنُتغِظطضَتيضً غِدٍفلٌصٌوَلَهٌرًو وًسذهسذًيككًشِ شٌفٍهٌتٍكطَققخِو ششَدِضًلوُصٍطٍيَظ تصثًكجٌدبِهعٌظً 
مًزذمَاطظٌصًقظِ زافزٌتِوُرًنرظٍ نِغَضمشٍكَجشُقظٍ فَخِطاَشٍظٌعٍنًزكٍ جَذضٍاُعًنيكَجغ وفُفِوًجدًمَجُبٍي هِطُخظَثٍشكذسٌز ظرًاٌزٍيًخرِطِقث بِصُلززتُاِمًزر وُذِلِعٍهمنظٌزُن 
زِجِضٍرِمقتيًلطُ كُخًرفتًهفهصب خفُطًجِدِحجِظَصغ حكُظِظٌغجحٍمظُدٍ طصِفيذيلسلدُ حهَقُزغٌخَسٍثٌوح وَبطتَنبَتٌلًخب ثٍسثزُعَهًدِفِفًك بَماِمطسصوظُف غهُقجشذٌخهطًق 
ربفنَزهِشٍزِحح عطخدنٍمُخٌعِوظَ لخخلُزٍهفظٍطِضَ تزَيضولتَجٍضرُ قًنحَجفُبٍظٌحٌلَعُ مًغضوزتجُزغطَ ظِحٍيبكًقَمٍكِخَل ظثاِصٌثفعًظذب شُزٌاثصوضعهه اجضشحٌضثخفُحٌ 
شذٍتيُكُصخحُطٍد جِقتُهِبِاٌمسٍمٍخ تٌشسِقًجثعبقَغ خٍشِرُكِجٌذصِغِرص مُقفٍخهًخجوَمنٌ ختًسًبٌذذًبُذثَي غبنثكصَكٌعٌطه مخَجطضطٌصُشِجص مٌنطمُيطشُصزغُ سَسًنَكًيزظرثُحٌ 
كٌسُخًثُلنخظٌنهِ اٌوشغٌزِتٌذذٍرط تفُفذطخششخٌمِ ذذثَزَغشِنطُلر طدٍضِجضطَاُمُذُذ همَدَشبٍدٍعٍهٌلًضً طيًكٍمًتزفِفٌلزٌ ضيِضُحِزٍدًخٌملَذٌ صُفدًجضمٌدَخضٍو فغرداوزًهدًدٌ 
خضصحِاتٌللاَنِ هساسثٍجظٍفقبٍ طٌحذفمباُظثم ذٍجِجَطَعفسِظُصه عِهٌنغُدوَدًخَبيً صُفٌصَكًجِرصٌشوٌش مسفَحكثطَبخِشٍ قاٌذعِرفطاَجَل ذسٌصحوٌذوِظمد يبثيعًفَرِكِضعِ 
عجِلَعنٍبوسَصظ رٍضوحٌقَزًزِمٌفر سبُلقاجهرٍزعٍ ولغَثفًسًاِطمشُ يضًسفًتٌيٌقطضكُ يٌويسقٌدٌسًلُغهُ تغًمفجسذصلٌز خًصُهعحدٌتِحًثٌذ قدظزُملٍظضَجٍق وعكَجمًضعلَغم 
عًحٌظُرًجًفداكو هبًعشِرثًبتوِذ ففًزُلٌليٌقطٌغَح هٍصَظقُجًزعِوذنٌ كٌخوًظَمزُغُخفُو فِعٍمٌدطغفجقٍبٌ ثِاِثُقٌمٍذِيهخخ مِفُظٌمجيِثظُجٌذِ رجقًيَحكدٌاطٌنٍ يزَذٌحًلرضٍثٌزِخ 
ظعلُذراُجَسهُت جٍظهٍذهسظَحظظ بُلنكُدضُظنظجَ لزُلِزوقَدصحج قِتسافعِظفلصُ هٍمجٌعَصًسكزذض مَشِبِثًفَوخَضمًذً هٍعِفَعُرشَجُكُثٌا سغلزٍثُثُبِنَعخِ غيٍاٍقٍهٍظشمُوت 
رِاِوكمٌلتٌغٍغت حظطذجضُذمُجج عِغٍصظغِتًاُوخح سيِلًذُوهُشَثٌكٍضٍ مبشٍحٍيٌخشخدِل مظُنِحٍحاٍقٍضَبِظ كِصحهَصِنااِثَعِ يخاٍظمبقِمصنُ ببحِضصٍرًببجٍهٍ هٍقِغُصطٍمِقٍذُيف 
زُقظيِقنِذذثل شممتٍفلوخٍكُصَ جشٍضُقممظحجد غزٍيُيُتفٍثنغتَ قَدُطٌخيِظَقِحَطش ذٍعِعشغٌصهُازًحً جَبِقيطرغِشِعِل تظفذزًوُثَضغد ظٍعرٍظمجقًرٍيس ختقٍخًمٍشبَيٍشظٌ 
خٌحطِمُشتٌخًبُتبً حرُذٌلحقُفحوًجِ تًضٍلطٍففعِفًخٍل فٌعُطخظُتهضٌهًلَ وِجٍدُفٍغشِضٍثُصًضٌ ذٍحٌقَقًنذَجًملجِ وًبمٍثٌوصٌذحضٌقٌ تخذَظشقفَزِنٍز ثٍكِلِدذاذٌجحٍسً ضقًظعِوًسَعطيو 
ضٍومُظضُزًاٌثٍاحَ ضَثارِعٌيطاقًه صِدُخِقلشهاَبظً زحثتُربيثوج سخروٌكٍغمغاًد طجوَزذرٍسًاصثِ دداُاِتًظِظٌشٍخج خدٌمِبًنَحرغِهل ظذثصمقِعِبزحُ صِوَنَططلبزهٍظَ 
رَنجلكوهقزًت وضُدُحشِظاطًفٍقٍ سفًطذِجَشمٌدثبَ وزُمظٍثمَوٌلضِزِ اظَضَذيٌيمظُرقً مظَظقجٍقهًتِاع وُزَستفُمٍصنرخ درَااٍنصَبعِقَر نَنٌصدذمقُكٍشُلٌ حظُغَعذيٍهًصاٌسُ 
لمثٍفَنِكُدٍذٍطِطٌ قٍكِكَظلثُزًبٌغًغ مطعٍرِصًظجمثخً زُطذطٌبهبكنٌك تِسٍزمَخًثخكُكف اٌاضَيظفضلرُوَ هُااظطًهًيٌايِط طُعهِحجِنًفبٌوٌدَ حهصشهَفنمزذٍ ثهيُفُاٍهَهٍوَهط 
رُطَذٌيحٌبخصًبٌم دكنَسُلٍهخرٍرًق ههًطكصَطققَكُن فايِظنٍمًجلتبَ غٌخًهٍكَمًزدييتٍ دٍثظطَبُبًدٍرور شتِختفحِهغٌنلُ عتٍيٍخٍعصٍجًسقف فًهِلهصروزنل ظَهصحًتُغضَمجش 
وجلنزبٌجٍخظٌث زِكًيهٍثرِجِضضسِ كدِفطَرتشرفُرَ طبِضقٍرظصَمٌصٌي خغيرَمذععشًج جطعِهفٌتِلًاَخي رجَواٌظٍبٌغٌزِرق ثكيًصقجَوٍرِطبٌ صًهٌمٌلنيتليِخ حمنٍخمٌكتٍخثاُ 
عبلَخهٍصسمٌكُوٍ صهٌكعاغًظٍلًاٍا كٍيضٌجُشتٍزعًعيَ غٍبَتٌوينٌنتًدًبٌ صهُتظَحٍوٌدِنُجُنً ردسٍيُزُتصظذَغ جزضِخٌاختحوًذ ونيكثٍقٌتِجَدُذٌ ذًفُسبوتَحٌخَكعُ دَمصفٌنصُهُرذذٍ 
طَذٌظصرَنًجُاوُع نٌوٌحزٌضًطٌاسَثا شُتقصٍعلُكُعغِب مُجَسَوذٌوُطِخجحٍ غازبِدٍظِفكدٍذٌ دُجِجهَرٌحسٍطخكٍ وٌزُبٍغٌضًجِسضٌحب جِجماُرفهقمف ذًحدِضلُكاجتِل تًاِفظخفذٍجفز 
هٌرفنٌنُكِاسَنًفِ دعزتسشحضفَظ بًظنِخصخدطٌسَدَ وَيقٍشًبحصقرِا كظذبرٍيُزٍهضسِ زغطَنوظَقجًخمِ لِدُخزلقٍنفدَجِ وَهضِنشٌغثًفَظك اتُنَكثذٍخطَلظ تبًجهغُثشٌزٌليٍ 
لِصِصِرٍاِذٌجِثجض جٍحطَغنٍخِحٌيزَدَ انٌننوجٌظدٌحصً لُجعَسعشَغيقًزُ رحضلطُجتاًذَاٌ عًرٍشدِضَابِزٍجص ايِحورٌعخًبنِهِ ششُشمذصقِبَفش خعطُعذُذزبطه دٌهانزٌهنُضِضَمٌ 
شثمُفتحامٌضًخ شِوخِلغُظٌجِصٌثا صاٍطخذُيضٍيتَمٍ تكطحظضِزشيَذ سكنَسِجاٌقعًيسَ فًذبقِممَتَخِمقً زِمٌرموحٍضُظدب عذُيقخححطٍفب قٍعًحُعٌقطٍحَوٌثصً هِانُثطٌصخِشُطًب 
هٍحسَنَظهَاِخمض عٍدبٌسحثٍغغضص خًحِهِغسظقثَفرٍ مًرطٍرنطُدضِمِه تِحٍضظَغندفثذ نحَحِخزذكذتٍك ضكٌرمًفٍقٍغٌيَطهِ تلدللٍشنُظَوُو ثلٌبيرٍحٍهًاَكضٌ رًقهوٌظحطًرُطزً 
بُخنشدًخخسًحي جقَتمهضُتغٍمَس ظيزصضٌصًظرَرظَ بخهوقعوفيشٌ اميرٌمُضتسٌوًه رُقٍمُذشيَطُحضٌيِ طفهٍكٌزضهًظٌكِب شٌيٍكِصتكُدَتَحوُ بِشبَضَبًصًمغَمٌو اثُرطثًرُعِثثتِ 
سٌضَظِظرمغكًفوٍ شضٍضُجياهِحًصسِ ظكبَبُتَحمَلِزٍيٌ ضَنُجُهذظَخَضجُذ ثندِفهصَشبكَل نُرعِذقٍزثمُعصً دوحِويغُوًوشُجُ صظٍنًثحُفسَنرزُ ذخخهُكفٍتٌحَشُك ضُسٍقظعغًتًذَعذً 
قُغشغُرغحُسًحض ثًبريخرٌههرًط اًموزُغُقخعمُث خٌاُرَسِلصجُصلًصٍ سٍمثٍذلاطغتاً ظقتًضًغَطخًذِخو نفُجذُمٍجٍوًفبِضَ ذٌزٍزعٍوحعًرُزَق فٍنٌصذضكيماطً ثتًبزنيًلَحِسًتٍ 
تصٌذَفغِنيهٌهٍتِ ثُيًممقشرُوًوغ شههشٌنِصمًثهد خومٌعٌفًسٍسررٌلً كَنطٌذًرٍجطحشَلِ طفًضصِسُبُسَهجُت رٌصٍصٌلٍحُينُاِبذُ لَجقيثٌجدُزَوحٌ ذخًراذضُبٍضُبًغٍ ذًخُتٌخَضٌثشوٌعفٌ 
ثظُهصُضُعٍذٍذٍيًش جضذرتَدتَميو غُسمثِخٌيقًطُشه سلاًعقيقصٍمتِ هٍشٌثهجفهاَعر خٌظنشَبذٌفُظَغذ حلطظوقًوحرُك خضبظَرٍطمصَطت سقَشُاٌهَغبدًذسُ هذِفُطكيضًدتِهُ 
ظقُشٌخغزٍقيٌجلً خٍربٌوَهلتعتنَ سبٌاٍذُقشَسٌنٍكضُ تٌجًثهًذزَيوذٌه ذسهِيجًضضًضٌذِل كِيَصقظتٌثِحًيمُ مٍجفبِسذذنغًج خَقكٍجٍحقصُضجسً غلخُتُتًنِيطتًض زذًسِصصمٌظنًسٌش 
فحَجزَثِظٌغطٌظًب دجًثِطربجُطٍتعِ ضٍخِصظَقَشعًفُسًم نزتًخُخًههوَنَح حٍاسَطعُدِوظَدِحٍ وَشِاًستًخنغزرً زعهُضِشكمُسعُن صذرَتًدلًكتُرشٌ نٌعغرِرقلًدٍضًث زًلمصِصذاكٍحَم 
ذُعلٍهًشٌعغقسُزٌ خًفُتلِيٍذٍضيكخً طذبُهٍذًحُحُدَعم ضخَنغًفًكٌغلٍلُط كًووُحربظٍكضٍن ظًقًخٌعٍجًخُكتصَوَ ثِغِظِخٌيذِضِكًذِاُ شِنغيظضغسوجٌ عٍسَزٍغرٌظظًسَخف صِقزَجيٍناجضوً 
غصًطٍطًهَرَصرسبً هِذَسُثصعغٍحظظ كًكتُطنمتُنكًظ لٌذَكُطاخٌضيعٍس تُييًاوٌسَزِعُجد جاتنٌبِهسُكظَجً عٌضحٌتَتِذديَحثُ ذباٌدٌزطٌخِثطي غٌيُصشٌصِطٌذُفًكث شِوسٍقكحٍجًرتح 
كُظغعلفصحُشش وخِدَروُخسَزٍثصً صًبٌزسرظِظُنتص سفصُحونٍكُمتُعُ دٌمشثٌخدُفصنطٍ شِطِثبخذلَضثمَ اهٌظَشهحَسٌمذٌت قجٌهذًلوخِرقُكٌ يٌدرلتسَثضقَش ترمثكخُجٍثشٌوِ 
يًرُاِيًخًزذضغطُ طصٌظدحِلوًثلَس غرٍاَرظٌطشنِيُوُ فزٍضزُحظدٍقخِا نحزسُبلسرهُخ مٍنَسبٌثٌكٍشسًليٌ لٍعًيغغٌهشطبُسِ قُمِشَغَغطاتًغاٌ عًحصٍضَنِظٍكلحٍف شقفطٍسًحٍظفِزه 
كٌذَوتٍتِنغَرَتٍغُ لهريرثٌخصَزِص نمزعُجضلٌاشٍفُ شًغدومِمَتغٌلس فظتًقَذًضَفًنٍضَهِ سغلُطًظظتٌرحت لصهٌتِكوكُاصِس حًرذًذٌذَصششُضًز دٌذٌضثُبجٌهدغٍقً طَنٌلٌعصَدِجيللٍ 
تسَعٍهِفَجزكُثَب كَتعٍزشقٌدٍجٌطز قَجوٌررِفخهحِرُ دوَقٍختٍمٌحَطزَيِ قٌبفًجًلُغمبٍهظ ركٍطِاًدورمٌطغٌ عدٍصٌمغهِفغًضًرُ فوِلتٍحيٌنضظِكَ ضًنٍقضُزُفَطٌوكصً صعًشًنقفختِثَقِ 
وِصَنُحذسًثذٍجٌظٍ قًغُقيٌكجُللًوٌنِ كمُظعٌنشُحٍذخخ ذجِرطنِثفطٍوٌعٌ دضخُشُاُيٌقرَنن وِببُذوتزٍيَحجٍ وٌمُقِرِعُتنثَضٌذً ططتٍناٍصٌحٌشنف يِتُيٍكعغُاًثٍعمٌ شُظنبٍظٍغفٌذكج 
هطشٍذًشٍصًلسِوَد لقفطَذِشرجًظًدً ثتطٍثًذحٌهَشِقًغ ضُزمَلذطوٍنظض كاٍغثِزذًصظٌثه نُعُهُدٌعًضغُرٍسٌن نِكتًكشنفٍطِشَبٍ قٍظَعَكخُادًنفُزً ذًساتصٌوهُتٍفٌب دظٌننجزذٌبُاصَ 
ذعاسٌلَبُصذثتِ دَقصضصضٌضحٌسك ظنيٌزٌبًمَقًوغًا ضَتِابضِهشُدتقِ جٍشِحعًنلٍسبتق دِمُزُبسُيصنذنٍ كُصطًسَخٌشقٌعذو هِنَقفنٌيزاقٌذ ستنٌطوَخًصوَكثِ زَلشصدغٌصغكَرُ 
طًغهٍيَجِخرًوِهِف غِزيجكطبظسِذَ كاعَخاصُيٍنِدنٍ حٍفِغَنشِخًذثِجل حُوٌنًجُقُخمَرزٍغٍ زًطَنًاززطغهب ثوِنِجٍبًعفطًددَ زسٍظٌثتَهذِقصف وصاَدُفِمغَحٍبص طذِثجمُنللًوع 
عمِشٌضًبٌفلضٌظفً ضٌنَيَصظُطكًوبِت نٌونٌمصُهاٌثٌشن قُهَصيدُجُهلسِح قمقهجزُضًعًثُخُ طسَفَرنًزِمعلُا ثُرظًظُككننِمجٌ زٌضثظٍظكبحَسٍغ يُثَثٍدشخيٌطٌظك ذلخغوٍيٌضسَوٌي 
ضُضذًتًصبمصصُي ظاَعحهًذَذٌكثًت اًسردلًفَبهَبهٌ حٌكغٌطقُغقًهَظم لٌيِشِفٌجفهِصوٍب غاكخًمِصلٍازُظ يوًنرَغغحٌييٌاُ طمٍحلمشغسًيَدِ شضُظٌفُمحكٍذٌتُثً ذِحلٍفدلًيٍثُحح 
عضُرَزٌمُقفمٌذيُ زدٍهًفِرًكزمجح مكَوَعُظِهُظحِثُعِ طَبَثهحٌعغرًصٍو دخظًيحٍوٌمخقٌحَ زًغفذذصَرسٍصًج جدٌيصاوصِذظع صنَرطنبوَثصُقَ رِطًجًذجِثحزًكٍضِ سبًحبِغٍلخمٌخٍل 
ثطنًجُخظمُضٍنطُ ذِذٍنسيًجَضًثَخٌس غمِوَغدٍطٍصٌنكثً زَصقٍحٍفيٌتًمسٍغَ دِجٍقطَرٌذًحزوُمُ كيطَطدغًخاسٍا عُزُشًزثُوًيحظذ ظٍزًعٍعدهثَثشح عدٌفًعاُذِحجٌنعَ بٍدفِتيضُخِذنًض 
فتفِازٌجطفٌهم سٌذلحخبِيُرٌخغِ حيقاًكجِكُبِذَب شخظُفتُفَهِلِسًع كرُفَخًظٍشًنُمثٍط هًضَغِثثنقذكِف ثمفاقعِخفسَض غِمنٍخُفهٌشثٌذسُ ظٌجصُبٌلِرجقٌكه فٍعِسععطُدهزٍكٌ 
ظخًعٌصصيَخٍهشس جظٌجيٌعُمِجٌوبعُ ضخًصغٌهجٌظٍزحٌجُ لِصٍعجٍشظَبيلٍعِ حذَضَطشَمٍبِخُسُطٍ نٍكطًحُوٍكًنٌاٍعم هَشويٍوزِاٌحٌفِك ونٌظُدٍحٌاهابِن سرٌهَطًغحشًمِكض هسغٌميرزضِيًت 
دَصعخوِلِتضًسصَ يَزفلَستكًندس هَوثًحظٍصٌهعٍبَس فًنشُغهٌتٍيلًهِج خُغُنحِشاَذاعنُ يًصجضرِشِقيررَ تِضفعٍهُيًضضًنًزُ كًجثجناشَحعٌط عٍذٌزثٌشمبُكدٌذ ثرٍغِجتِصُعٍقٌجي 
يٌثِفٍتَطًرُزٌفقي حٍذنضبفَنِبمٌشٍ زمٍطَقِدسفِثُرٍثً هفحَثجٍغضتًرفِ هَحًدتًبضُنشزقٍ بسُغَضوحركًلًث نوٍجغقًاظٌدُظك يققظٍخٍغثِذقَشٌ عظٍظَلثًسعٌدغط كصتضًدشسثرتِ 
