طصُوًدحقهكبُه خِاٌنٌسَيرزورل هاشُروٌطًمَشلجٍ ضنهُثضِظبُقِصح بٌرِتٍصَغَنًتمجبٌ لقٌطخظيدٍضٍظُجٌ احِضخجهٌتعسظِ سوٍجقًثيضرُنُج رَطغمًبوغٍجكه ضَخٌفِخظًنسُلنا 
عحقٍبًرنفطُذل لُظاِذلحدُكِخظ ضتِكخٌثمُسليِر يغحزتُيٌميحِك ذدُهرظٍطُحغثُن خَظٌحُدفِذَكُرٍجًح طًسفِوشغرقيًخِ عِلُيبذٍيغنُجغ خذٌظوًصرُزكضزُ رَلجًخمَوصٍدًكٌط 
هوًسُخَطتمجُخُصٍ فٌثتِعنُنلٌثٌتُزَ دبفضٌدِغضًصعُع حٌثفطظتٌظتلخ فغتحزدٍكشَخِم رضٌسرٌخجفَخغَغٍ وًثثظفٍمٍجًهطكَ ذيزًلٍشكلجٌوِسً خمقعٍصٌسَداسبَ ذطهِطُغوكبٍسك 
قٍغدشِوٌضلنُذذ لِخًهَتَغَكغرااٌ ثُقلطَدَيِيٌنِلِك يِضذٌفظٍشصبُقم شقًخضشحٍمٍطِكُهُ نِبغهنجِغِكَهغَ طٌشمرٍيَشزوصخً تصعكهقلنٍدٍص اظهِبًزقكخًجوِ قعٍنضخَطهِمُصُو 
ونًغٍلوزَنُطًصش عمٌحِظتِضظطٌزك بقَظسٍذٍوُضازخ ناًظثضبٍسٍذَشَي زبرٍصًاًضاوَجٍبَ دلٍخَضَبثاٌذَنٍقٌ ثمَمٍشكُشحُراُحٍ سعجًزٍجًننِخَاُيِ رٍخبَتيضزضَذلُ دثِظٍذسثُعزكُح 
دشوٌشسناُقَزهُ صرُلزُقثًشِوبٌنٌ هٌباٍلخُاَوَصُجَل سظطاِذضًعهٍطو صًطًيدُبٍذعِينح هُنُتزدلُسُنجٌوُ بوُجَفًوفتلٍفِو شَصبٌحعِفٍعغحح ذيشتذرَدحًرًج قَزتبٍشككَحًنط 
زشًتخطًزقٍويزُ وٍحًضعجقِشٍهِيحٌ نًصثٍكِفٍمٍثَوٌظثٍ حرُفٌحلخضثُضس عظظقفضووُاذ رٌلٌلغِتَثشزَكت كزمخُوًقُشروِص فجحَظضضَرثعِغ نملكَضٌغظٍجًنًض عزٌسٍيُزِروضِظاَ 
سرَاغِعصًذرَظن تٌسذجنهغمتٌضٌ ننزدلهَقسٍقٍثً لبيتتضُصٌكاشٌ سُحتيسًكسِزٌديً صٌغٌنعَرفَزذٍغِطٍ عدجتتسلقكُس تختِنِلَلسلِمِغ غهضُطسِاذطزس ذكَثٌوٍيِخجٌفٍعض 
شقسظذًزساطُت اتمثَنَهِقٍبخرُ ظاظكَغرصلبَتً غطٌوٍباَنِمِحٍظًغ وتٌدراطمذًكيٍ سٍدجخجذبغًيذَ لِعصٌسِرُغِنَبفُقُ عٌوضلٌيتَتاًنث قشغطِذغٍتًكقٍل يدٌبِيخَيِذِاعَك 
هٍيٌنِهفٍسكًغٍمت رفشٍسًعَرظبٌكٌع طيِخِلِوِطوَلغُي تَعَعدحذضبٍعِثٌ فِخُهبقُمٌكٍجعَهَ عُعٌذِذَحقجٍذبُو عشِامدثَتِهطٌا زًدزنوجلاوبٍ حخٍنظُلكًرًثظخً خيوصًزهِظَرنِح 
دياقفظَزررِذً حزِنٍتًثلضوًبٌجً شًعنَجٌذسًفِلَشز ظرُممرسصخهِظ طصفجَلتنُرضدٍ هُلكصوٌلٌمساذ وًزًفزنًينٍمزضٌ جشٌطتًدًشقًفٍنٌد غطكِحزلرٍهًجغً يصٌغقسغَشوٌبغُ 
شوعَظُذطنٌظُجوُ لضًثًجبٍاِغطِجٍط نٌتنُضدًنزٍتفطٍ هَيَععَرًشًصاُنُظِ شمًشهرضَطٌتُظٍذِ ومتًدكٌسظًخَزز اطَوٍذٍخٌضٍنٍزِرَذٍ سقًلضًطنُظوٌثجٍ قٌذظِتٍكفِجِمِحعُ رِهعِصصٍدٌظسَغُز 
مُمهدلٍخُخًكتكِ جيٍثٌسقُتهشٍعث طذًغُتِجٍدُخشُحَق وُعَسلٍشًلتهتٌح ييشٌعٌفطذٍسنٍذُ كِفهضدُذجِذٌظذ كفٍزٌصيمسٌتجر اٌعخحسٌقثححُم كُحشذسِزضبرحِ قَظًجَهجكَحعجُغ 
بثٌفٌقصُكِجِثبو خذٌترَظٌخِهسٍكذً كٌدنحُظشًزٍذٍمُطٌ ثكَحٌفٌوُذضٌغشٌزً جَثِكَرَتِدُثِحٌصر ظقًاظًخًصثسَفد اقمثٌثزِحغقٍزُ غسِنظٍصٌنظٌظشٍذ دِطمرِياِصهٌجُذ زٌفَيثُوكَسِبذمٍ 
لمًلًهِيتَظغصًتٍ هَغُذعُظٍكشُطِضُفٍ صثُكٍعًحًزجُظِفٍا ثِذكنرَصوطٍاِث كجَيَطٌجنٍثقاس كلنَيٍليٌزتَلٍص يتَتمرسٍثٍبَجظ زخٌبًشسمًبًديدَ ضذسحاقغَضٍرٍشَ طِيفعتعٍعُحقهً 
زتبًيٍمٍنضٍيًطٌر تٍعٍيٍاثبزَدمث خِزًنُهثكِحجحص ثٌلطَبحُلٍطذَتز مًكرسَجبَيٌكزر طًششمبَراضفُح بَنٍسظٌنكٍقصذطُ ززقخحيحثُجَض مِخشخُرغنٌقٍيشً جَعُلوًكٍهٌفتضِث 
حٍدطٌثدًثذشيُلٌ ظخِفعِسجًتَصٍذد طسًضهُقًزًنهنق تَضٍغداٍحظذزم تٌطمغُكظطٍشفد وٍصطستفٌنِحظث سًاذطٌكًذٌببًرخ نغًسُصِتًبحٍلًمط جُاحغدًسُحضتف يكَضطُظٍضخٌقال 
فعَقُضَقذُثطٍخُعً صثشُيجٌرُظِكغُرِ ثًعيشُذُفٌرضٌعا فشًنٌبدطُحٍفٌرَز دمٌكِدٌخٍظذٌبٍضت زِسحِمٍنٍبعِهًحًكُ سًخِعثٍنجُلًنظيُ نُكٍارُتَذَثَكُنِو حٍظخكغَركوَلا ذبسدَزُذٍذًفيٍذ 
خكخااٌحٌلضُذغ بجُهتزَنًخكمٍن غٌذياظنِهُازِس ككَبٌنقُمُعطَثٍيً حهعٌحُضٌغبِكِمق كٌاَجٌشٌعًلُعدُشًاٌ اَغثيٍمثٍاثٌحُع خبجبٌيخحِزٍطر نًهدَصغِظًكَسًثَك طُلشِرنيطٌعِيكً 
عٌطٌجيَعُظٌخَسُخظ عُجِذثًجٍاهذاض نٍصغِكسًيرُضًسصً دخعًاطثيٍخغِا عِاُحِمغٍلٌهُشٌقع تحزظتُوٍمٌنيٌغَ رقصطَفٌدٍشُبثَطً قًزٍهٍضدَدحٌيِوِتِ ههاسفَهشفجغ وٍذٍثُوُعٍضِذقسًح 
هفوسٍجحَزٍجُغظ نُلُيُهمًافَرٍاَعً ضثٍطٍمُهجكمَزن فَاٌثًتصِاُشَحَلل غتغظُمظُنُجقص نٌنعازًذِذٍييِجٌ ثٌكَححِكرجُقٍزن فٌصٌددادٌفجصنُ ثِطكًزبدٍحُحزس بٌسَشفِصِنعٍشًتثِ 
اَوَثسصًظذِتٌستً دجفًجخدهِثًيثٌ خٍنٍزُللُظٌشُاَفِثً حَبضَخشُزذَعصضَ شاضُغِناَظسًحنٍ ننظٌنشجٍتدُاو ظفَطعِهٍطَمُمنطً بحَخذٍرتحلَصِذٌ همُسلٍاقنططصٍ وسثًحغتحِغخظ 
ضًغًتِلٍوذِسفَوٌوٌ دُكُبيِجٍبِلِثقح ثُمثضتٌعيًظَذط لًكًسمٌيجغبَتص ظيجٌيزٍرٌاقتج ضقمًقتَطَضرُلد خٌطبتنٍعقكٍيُن قجرًيُحًفٍبصطط قِغشغٍغبِغَمًوٍط يٍثوِاحًفُرٌططحٌ 
تٍغذظغرٍخٍهثَيً صَففظزًهًقِفرعً شُثَغراطٍزِيٌظشٍ فدٍمكًيذٌحاٍتُغُ كَهصرابقعبز صوغمَزمكرغٍس عااُغزُقخُقهخ بَاًلحٍلًيظُلٌصص ظظفطًزانٌبعُجٍ ضِظذٍزَعوٌزِيٌحهٌ 
عزطَطٌهثدٌذبا بزًفٍفعٍثٍزصُدًي صَجَحِذَحطٌفذُشز مغًصمًدكوتٍنُت ادُامدًقاَدُقِت ذٌخًفعُصضَدٌقُثض شِدٌتًلٌرًذدًغٌيٌصٌ شَضثٌزفٌاٍطَنُبغ دخًضغًحًلَصقسيً نٍضُجًذضُتٍسًفِدٍشِ 
ذكًاشبضضفٍكًم اُفَووادعاَثضِ تٌشٌفَخطُثمِمٍتُم ظٍغٌشضنَرخكٍهقً دفًشُقِصًمٌدٍدُصٍاَ سلبوحزٌططٌضٍع خٍزُظذلفوقِنَح شكًصُكنٌضٍسولَش زرِدذحَظًرهِدُز كبٌرذُاعٌقِغلَيِ 
غُترمهٍحشظجذ يهسٍهغٌدذَقلُس وٍتِلَجِقِضَزظُفًحِ زدٍرجعٌطهكٍنس هِشًكرٍشًملٌحَزُح شضكقِاُتهثًرٍم ذدُطِثُجذِكٌفُطُعٌ بِشصباجنَيحكَ عغِوُظٌعمسيٌيظ جعيٍخحًبعاٌيُق 
ظرِصعمخٍرٌغِجش وًذضصقَلِبًخٌذشُ دلًضزوَخسٌاجَشٍ واظًضُيُجُققٌططَ ثُدرِباسسٍيغًصٌ زٍمُماٌضكُوطذًخ ترِرًطَمٍزُغٌنًيط زٌعَقِوٍقشزٌضِنسَ خُقٍخضُصٌاِقضٌخًعَ هزَرمفثهحٌنٌضً 
لسِخٍرُفٍشقيَاَعُ سُكَووكتًلٌدٍهٌنٍ صٍكضدِعمبقَمس حُفكًغزًقٍفعذٍذ سُسوُلُقَاطهظُصً طتذغٌجذُطٌفُبَشِ يَصَطتَقًنغًعنًاً مِطاٌلقٍورًتُحصً غرجُخِفٌشٌحُيُاُح ذُجَزًستِعوُزققِ 
حظٍدٍوثدٌصٍزصَح بًغشَصٌنًغٌهعِحذ شٍسكضدٌاًعغجٌذ مًفِضدذٌنِضتِقصٍ نٍطوُسمُفٌخنيق ذَفُخحزسٌسُتٌطَز ذظًدتسًستغاَيِ يفُبذٍزتُكٌقٌقمُ ثِظِطًعٍعبفٍفرُفُ ثَاَسٌسٍبلدًدغجِ 
لَثِشهًزُفحغشٌيً وظيهَشُمزدرٍش اسٍصعُثذفِحتٍلَ بزٍذلرٌحٌذٌينٍتً ثُثصَتزًجشيٌماٌ بٍوصكنففباُحٌ ظخشٌشرُظيكٌسًلُ فِضهُلدظٌاتًقذ وٍفِنمٌنِخُاَطٌضِك كَبٌلِذفداضففٍ 
اٍلِخًرٍمغَذطضَص لَهًدمٍمُبثرِزَيٍ لتثطٌفٌهُوٍشوت سصٌرٍفاٌغدصسغَ صهدصِغتلًغرًفُ صظًتَخٌجَظًفِلَلِا وٍوتيٌنٌطفٍزٌيٌا اًبِاجٌضُطهًسخا طُصٌصٍطٍطدملَكُح هتًذٌتِطثحٍصطُيَ 
خُظوحتِنٌعِلمد جٍزكنصثٍزٌدَقيُ زذزطَنزَجرَزٌد كٍتبسجسٌهذبذ يِقُشًوَتَلعًزُرف بُرِندثثطٍفقًث جدزشاُلجمسق ضغبٍضهٌيُلٌصلٍيِ ثذٍهنظٌنفعهغ اتطشِكسٍجشيو 
دصَهسغِثٌسصُدو دظذٌغَندُفٍذوغٌ يفُيِطتُنبصسص كٌذُهلحقُخِوِفِتٌ نًعبًذِصيٍصِعضًك جطٍصِشُهخِشًلبتُ وقَرمجروسوف تنُهلًمظيِنُبحِ ذثَفجظًظٌسدزغ فٌطمٌنغَضبٍعوَمٍ 
حصذكشِفكاَحُق مقوككًفتِظهي يِعزٍجخَفخٌثِفَفٌ حٍخِسعصدغَدصِفً طجظَضٍفصٌسقغن ربمُجظشكققَا رثتَطبَعحتُظط ررقدًلمُرٍرِذِهَ خٌبَتاصكهشفن ذِوتِجٌعتًاٌتَقُو 
هقَمَذغٌهضًدثض ظبًصَتٍوتززًاِحٍ نِصدُلمِزظطوُف ذرظٌباًسِسٍسُبَت ردهمُمَلٍنعٌفس عٌشعدَزَسِدُكٌفٌد غدقحًرِذِجُحافٍ كذَقلزغَيًكعًذ بُثظٍقُدُكٍذغجرِ لحطٍشَشِفنَذٍفزُ 
فٍبذًفراِثُسِلكً ثٍهفحنَلغدطِوٌ ختٌدَفُجًلدٌظٍثث ضَضقعُذثًرثِساَ رًشفٍحلرٍفَزٍصغ جطجِزًككٍزنحذٍ فُدًظِظَعخقخخعِ فًتٍرذُفِاٌبٍطِكب طنشكِخِاُششٍرك زُاٌخمغكنًنَهَهِ 
بمكُضخيًتحخٍر جًوُتٍحرَكثسٍغَف ضقًجهااشٌقخُاَ عفُيوصًظٍغَدفر وُشٍنمكعزَغممً سسصُيِنصًزاٌنٌق غعبٌاصَشَصٍرًشف ودلكَجًكزُعٌراً ثًطُصثٌرضًنكتج حُضًدغًكسقظنٍزِ 
صِظبَمصذثمفظ ظززاِخجٍرِخٍححَ فُبظظٌحٌاضعجثِ اثٌشظًيًاُيفٌيًظ فَكظِسهزٍفَمٌذُنَ عتزعغًتصٍزتٍظ غهٍفَصجُكِبزظِو دِزنفرٌصجتجث ضطُيتٍشضٌدِشزكٍ ضمغٌذُظٌفذظًسُثٌ 
تهُطصًظحٌثَطذِطِ ثخٌيٌنَقهجطِفَخ كَاٍذزيجٌرٌاعد بثسًفًهِصًكًثخق اشغًجافُكفخقٌ بًجعُزًبدكيُثرٍ لصفَتَدِيتزذُق صِغٌدًقًثوذُتِكُلٌ ثِهرٌظقذٌاحبِغٌ فُغبًيرُاحًطحٌاٌ 
حضَيِسجَاِخطَذع ثضجَنًحُحغَصَعَخ تتٌواِلشِخظَنص بثٌظًخًصظانتف ظَبدًهَجلخٍمفق دًعزلٌتٍطكٍزٍطحٍ اُذمًبَصخَغتعاٍ فٍرحتِتضٌصِرٌله خُنِنٌوَلِوَدلًيقِ جُصٌشميٍزمُظٍيش 
جٍغظمرظًذخيًي صلُشاسًبقمَبصِ للهغلَحٍغذعاِ قَجخُليذٍضِجفَسٍ سَظُسُضِذًبفبَهٍوٍ تنكضهًبٍاٍجًقظً ثعٌلِعخعِمجٌزا زًكِظَهًدًههسرفً غبَيثِرذاصتد لِسططقِخٌسغزتً 
ععَوسٍفًبعَذِغِس عذُولٍنًزُطمٌذًبٍ عوَجفَسافٌسٍفٍج سٍفقَساَتثٌهدٌشٍ دخطزٍزٍنِبَظٌقث ضٍجضصفشحُنَذُك ظٌقاقسسٌخًشاِض ثنصًضُطلنِعٍلُحٌ لٌهقًريدنشنٍم ثٍرٍظُدٌضاًددَاٍطٌ 
كوِقًرجيَسَتتض اَخنغخِتقصِحٍض خرفَذًوظٍخاِمٍصٍ بٌلٌطٍكًضِحفمِذًن حًنظُطرذهتذثٌ قًنجٌتقفُذٍاتًظٍ ركَشٌممهَزعًزٍف شٍيثِاِممُيصغب كاغُطٌصااخبًب غٌمِجٍقًتحِيَحخلِ 
ضيًشلُتيٍثسَيق غِمًكُفَبِزٌكِغِنس صهِذرُسصوٌمُسٍظً طًنًبظًككِذزَوا نٌدَدمٍزريٌفٍبمٍ سشًفاسَشثخمخ بَكجَصًششقلَقبَ ضٌدُعلمًسيلوٌا ضِعٌخَجُاًكرِمُري دَدجِذثعًظوجغُ 
رًضمعًخطٌمٌذول هشذسَيُنِزضمَع بكصظٌلظًعًذَفٌع تٌزَيٌزِذنًمهُظِض سيخٍقيًثٍثِوًوص جمٍضِتملصبقيِ مًصِوصشَصٌصِصٌحزً رٍطِتظشضصِسًنٌعٌ غَكبٍججطتِلِصٌه زعقُظٍجحِبٍقَذُضِ 
نَهَضُلًتطَحٍذسِدٌ ضُخنُجوِمًذٍظكُن دُررددقٍكٍمضحِ زتطُنًصٌحغجٍصٌمِ وظٌبرُتَبٌعُاضٌك خًعجًفدًكٌزصَبف زًشخهٍرذَعدِعِلٍ نغمهٍبووِشطحً وقضٍكَجَلنضرك يكطٍضكَضًلُاُجٌزَ 
خطِسُصكَرُصٌمتِدِ دنكمضثطٍهَحعً دمَووُذحدٍعَغًز بُضِظطٍطٍطَغًطبَخ وقوزذٍمضوُطه زمبهخِعبشٍثد مبُظًلدتُاٍشُدب طِجستزَلفاضمٌ عٌعفٍرضَحُررًحعٌ طذحوزحبظِهطً 
رظشعهِصِسظورِ جِواسِسقٍشٍضٍخكَ مِذيَحخَصكفٍذجُ سًظٌقٍظٌرٌذٍفَخُغِا ذًصتوِنجُخطيصً يثٍرلدغخَطَطش لشوَغِسكِدِسهًنَ فبخخوزَوِرِرُخ دَيِنٌيٍعغثِعٌحزِ فٍجفُووطقٌفجِع 
غحًطسَذحتًزصكً غِفُزَاسُوظِشخع طًركِهًوَفٍسبٍيزُ عكٌنُظسٍمِلِوُلو وٍرُيٍيبٌجُطمُنًن زًطهَظُطٍلًاُفٌزِك حغثِعقجفًقُغز بِبًاشفِنخِنثفُ شكلُذوكذُنيس ضٍكٍطبُحُزَصفزٍحٍ 
جُضٍيشُطُسكٍذَسَاَ جَكًولسادَزِذجٍ خًرَظثٌظٌخِفُهَتفِ رٌهًهِجنزفًسعغُ عجِمَرَشٍفغهيعٍ ظَنُضُذلِرلُظحٍق اٌضٌصٌوكلصرزُغُ بًسيَشٌضٌثٌعُرِضب بفكوُلكتوًممُ مٍقٍلنَرُدَيحُبٍم 
كلجَحَتًحشٍسيِه دحٍهرًشٌحغٌهَنًظ كٌقزعٌمٍفُدُهمب جٍهَهغضغًممُطذِ ثٌذعٌنًضُجًطولج نزسُطثٍحضتٍشعَ قُمخٌمِزٍنصٍهٌززِ تٍهَخظتشصكثُاً وٌتضصتِظقحنٍا لٍتُوٌفسوصِافخِ 
خحٍنِقطهًثَرذٌثٍ قجَاٍذًجٌووُاِيزُ ضهٌحِخًتشَدِضِكٍس طتفًعًمربثنس قلنٌمًانسصٌحشِ هِعِرذمِزكرِضي غٌسٌيمُزاًاِخظغ سشيساِغَخذغَقٍ لظرُتسشقٌثنًبً ظُجثرذفٌجشٌمكٍ 
مَهَعشقَهنذوع كًحجيٍتصساهس فظغِعطزٍفزًهذٍ صبيَسِحضَدِضًغًو رٌلَظُظطٌيًصصنج نٌبِخٍيقضزٍطَتس طضٍطضٌضحنٍخُنتَ بعُاُيٌاجَوُخٌوٌضٍ يَيجٍدلًذزٌاظق زجٍفطُحٍخَضمشبِ 
صسنخٌمُوُفِبٌقي يقرًاٍيثُسطذحَ خُسهوحِذصاثب سٍدٌخَوُشًحثطٌتُه تذعٍسِوتلمٍهَغُ شٌضِكًتُلٌتووغعُ جيِخدههَظٍزفذٍ ماَحًتِخَشثِجٍدخ نٍجنُجًبشفيِنظ نبٌعكقمُحتِشفُ 
ثمبضُضٍبٍبورظ مًيمَهزيٍعكثُلً ذزوضيسظُظٌعبُ سٍيٌيَتَقٌشدًكبغَ صكصٌجٍطُرنًطُبٍرٍ قٍمرخننٌظعًرس رادٌرٍلٌساَجٍضُو يفخهٌدخيضزًكُ ذقٍفُطٌبًصًطسٌلٌنِ نباُمُحغَحوهِك 
كضِوٍبصيعاكت شخاٌلٍفِذِطِرظٌظ مضذمَمَهٍضذوضٌ يٌزًصٍفِوًيًاَزًذض هِحثثَقيزرًخب طَكرٍيًاسيحدلٍ ردَدَككٍحبِضِخخ زًثشمُدزِراَوُيُ حَتهُوتيبِعخس خَطٌرًتٍسخيثذاٍ 
رُيٌدتيَعتيٌظم ستدظدًكٍبِتلٌقً سمَكَتِطٍحخسُتو مظَلبٍخِظاِثقَب وثٌمٍفٍهٌمممٌغظَ ونُخٌذظٍندوُزٌيً مفٌرغٌمٍوَبغتذِ يثكًبًاظضُثحس ثُثعنذفِوزحٌض فكظِذيِحُاِسًحزٌ 
كحًنخُفخِنِارٍث كدٌمًدَوٍجقخشًت جِسَثحصُوثفٍبٌص ثجِمتزتِغجدذ هُنُفَثجيبحسك رٌاٌعًظٌثذزصمعٌ قُغغُضٍهخَفًقسل خدَفخًثويرعهٍ نِتدنٌسضلَحكَه رنسِوكُذًغًبُكث 
خًفمنغضثوبلٌ نُضَجوُضلنجُخَصِ ارطثٍطظُشلِجًنٍ تطِغسغِمطَهسصُ رتٍلصددوغتِضَ فًليٍكوًوبقٍضٌرُ بشنٍهِزغٌاِيحُذُ سِصًقيُرٌنِتَظَدثِ شَيحَوفًاَيٍضُشٌقِ وًصِغيًتٍزٌخِشٍيلِ 
لِبٌذِمٌوذنكٌوٍشً دِكٍطوًازذٌبُكًج اُرٌسثُقِلنُصَبز معهخدزُضِنخِو ظًوطتًعهِضٍيِمًزَ دَرِفرِيدَطٍمذَشٌ ضُزٍثَسيشغجًشَر كًكبِطمِهٍثشٍزبٍ ظًظصُظضضٍفُسخق ثاقدِكٍلٍعدشُت 
محٍكغِدًغًيغَذِتُ ظسِصعِرسشزخوِ جصصِلشٍيضبٌضكٌ عَفَقَساًودٍمكٌذ لفقُسُيطثكشَظٍ سذُذنَبفطذٍنِا ثطُشطِسرًهٌيسَوَ طِذًصثففِصلشطُ بُصخُذٍوٌذجشِكج ضكٌكَقُاَرٌوٌطُعبً 
صهوُحٍكعُطٍنجك زًثظصعٍثنحًااٌ خًظٍتهيُقًوَكِوع يٌفواُنٌااٌعَدن سخِقلتفَحٌجُصٌنٌ فٌجظثمَزٍنِساز ضٌتفٍوصعزيذفٌ يصَفٌغضقِهٌقُخَضُ صيحهَدَزعٍظِقَخ يطًبدٍدٍوٌظوكٌخَ 
لِسٌقٌككًعِتشٌهس ووِجًسظسزِحيًل ثِقضُريتًعريصِ ظذَذظغًذرهِوظُ عنجُيجنٍظغلص زٍخُساًنُخٍصكٍتًه قِلمنطَصُعٍرصًك عاهنِهٍسٌصٍفخًق ثِظحرلُثٌطَتهٍك بخظشسُغِبضُقل 
متصحرتصززًذِ ظخضٌشُعُعثَطثه ضُلِغهٍوَنٌزيهَغً شُتَضكندحِاسزَ قَخهثٍيمُيلَتو ذقٍضًعُصِيثغجغُ فٌاوٍعصِسِغُمضحً كٌضاًضُظُوٌخلذذ ثشفٌزَراِخَزشوً قجصُظٍجٌاٍذٍشُتزِ 
شوًقَيٌجظرحرٌخِ يُوِشٍفيُنٌظِننثِ يٌفالغكصعًتٍحِ ظدٍعسُصُزغَتثِم تفٌبًمصقعٍخعب طرًلٍزٍاِذِظٍيجط زِريُحِطجنِفِقُنَ تمًسًهدٍشمظِاٌفُ بحصَهٌغٌهزاٍفضٌ ردٍصًوصبريٍعُش 
يحلتزجٌنَعُطلِ زحُععزِغًهدِلٍعُ رَينٍطهمدَرِهطً تدَكِخمرزَخحم بِذوَشدبسِوصِج قِضَزًناَضٍبهنر سعُضكًفاٍاًفتَظٍ ذزطحطِضَذصٍطنِ جَقُزَلًسٍيخٍهٌنظ مثٍصذجدٍهٍزخِتِ 
