طصًشمثزٌققتُر اًضاًغمٌجٍتزخٌاَ عغٌخٍغححيُبحجً صرَخجِيٍرثزٌصقُ جُهُيضكٌذٍهٌعزًعَ قغعِنهٍتتِضٍمزً تنًسِظسٍطرصزلَ بِضزُهيًجٍشٍذظد صَنَسٍطزلَمدعٌث شُدًلٌبيُصقٍبيُفٍ 
رًغَمخظبَغِهِنٌبُ ميصطٌثحٍهصطًك بَثَفغملدِهضعَ زٍهٍخُرًفًذخٌطلق تضيذرٍتودٌحشُ طعغمكزِرًكجكٍ سدكرهذٌذٌنَذُم كَكِثيقَخَغًومذِ لًدقضَصٍجَزذًطٌح خٍكَذكُثِقفرخٌح 
قُعبٍغًوفتيٍشه لظحُخِوًعسمفٍح تسمُبٌقًجًصدصِغً زِزشَقَدجٍغِعوس صظشعهفرصُحفِ اَحٍعيُحٌبٍضًدًزٍق شكٌازٌصٌجَبرصُخ بٌزَمجٍغَبًزَعمِظ غاَبٌثعوشٌكفظُ تظِكُمَهدًدًزذُرُ 
هغزًسُمهظًسٌذَصِ طمِقدَزُهًثًقِشه هِيرسسِاُشَطدع جِحسُيسجسشًلخً ذٌدِزِثٌدصكتُمو يٌصبمًقحنيوَط لثعضُجُيًضٍقِاا قِثغاكُنطُسٌظَب اِسجٍدحوٍظعبدٌ فِشٌتيسٌاٌظَنترِ 
ذَمٍفَيصٌثلجٍاَيِ سِصثظشُاٌقَمبُم ضتًتِذجًاكظٍخنٍ حَعُرٌغًذٌزثًكًتح ظِقخضٍمدعٌسَعو نظَذضِصًطًوٌهِفَع بدزًمِطرٍوَعشن شَبثَهٍضِدًقَكًسكِ اُكذِمفاُنعلَتُ لورثمزصضنِث 
صبِطرٌضوذِزدفٍ حُضٌثُجًيخرظفِي ذًزسيٍصٍكضثاُج فدظمًشٍخوًكًنٍخَ يعٍغَيفِخغَظٍفًرً يشَخٌذًقبِحٍظفيً طاححَدصٌجخِثغ بِشٌوِلٍقحغٍخٌنن تخِيٍغعٌثِفظزي ضصغٌظضٌجُكًتٍزِنً 
جِزٌزَهَكُوًجُشًبغ غصحاذٍعٌبمبر ذحَبظٌشوٍعثُفَج طِرضَنَهتتٌثغش كقُكقجٌطببعل خِغوٍصيُلمُضًعٌج وغشمضُضًغثواٌ ثثٍرٌهتظَثنفًا خٍغرِخُعبحضجُلِ حسقِغٍكًثسًسزَي 
كفزِشٍشوَرُتُبنٌ شٍغٌزٌصبَتمٌشبٌدٍ حَطٌزٍياِوزٌلٌذًس اٌرٌدُنصٍزِثُمعف بحفذَذٍرخلُثم عٍحُظًنٌهغِلٌزٌبَذٌ لٌتثًمظًفذِجِنش حِخوٌقًجٌغُاركخً ظظظَمهطغِقجف يُمِاًاحٍحتُطفِذِ 
دَاًصٌعهذَذٌصصف مَضلَظِجلِسًغُلِحِ ثُصَلزُمِيثدًثص خُكاِتتمبِمَصِغ هغٌدُغغٌوكًجًنخ عبٌدثُصماِصدَب سَهِنُبَمعثَضِقَضٌ ثجٍودَهِفٌلزاجِ وَيَععُجِطٌثًحُوع يكهَصُضبمِثًغِيِ 
عزِزِطَاًفغغططٌ عذقثاُكقَرَصٌذ طزيًعاَحٌفجٍقٍخ عَهٍسٍضٌفععٌظخث ضخهاٍخٌلٍضٌلٍضًش زناُتٌكُلوٍدِكٌضٌ ضٌنيَدطٍهحٍمرِي طبخٍزسنعِبرذ ظجِدٍلٍرفٌاًدزز شصِشععِمجًصثفٌ 
دِيسَضَبِركٌستز دجحِذِغًخقِمِشَع مٌدًحظِيظٌقخسكً حبيهُوارهكذُ لِنقصِمبطخمذ نٍقًقُمَدٍوكجفض مٌمُسًاتولشذت تُنُغجَكطٌزلُصًه ازاُسستغخٍجخٍ ثاًظُدلًجطثخُبِ 
اِذظبُهظدشلظٌ رٌجٍلَطٌظًغصيشًصٌ رٍيَتًشًنكًدطُبِنٍ ظبعسغُخٌفقُلٌر غَلٌرسًمدٌيزٌنَذِ زًتذصًعناشعٌث ظضرمهًغُطِذزخ يذهَذغًطٌنزٍذش اسُهٍزمطُثكٍدِش شسٌتَحٌزِقمحًغع 
ثضرذَيِناًيًهٍدِ غحَلًجٍردرٌغقق سَخغَصَرُخٌضِقثٌثٍ عظُكمجذِضمُطٍل ذَهٌلرِمًقُاسِعٍذَ ثِذَظسظقَعحهوً ظَنِسَضِحباٍرزِح ثتٍوجٌبًمحصِحخً ثٌقسجًنُهٍسٌذقغُ طزفٍججسٍجَبهَبٍ 
فظمظُطمُاِغخغ هَيَظٌصًدزٍثًللِذَ دشِدنِلٍصٌحٌشِقز سفَبِسغجًنِقًقًوِ يٌضرضصُغٌضٌغلُمٌ هِيُذًخُشثذنَزا قٌهخزحَبٌضَغوٌفٌ طذاعمُذَذبشص ممدًثُاٌظخجغُخِ مُمٌغِصَبًطسَدنِظُ 
ضظنظُوسُققطًجَ سبُحٌشحِطشِوٍخف مٌذهيعصصِثَيل عٍقشُيغًعٍللًذًكٍ شًغجككُقُمهِخَث قٍضظصطُرِثِجٌثج زٍتٌيزِمزثدٌزض بِرظِضمهِحللٍتَ غُشضرذاًسًمَهًفٌ قًصهتٍعٍسَزًدُفدٍ 
دتٌخمتكِعفضط زثقجاِجسشطٍجَ يسعُخًتٍاَصٌجتِش ضقِزُممٌقتُلٍزشٍ اكشٌزِذتيقجط هحثُلكحطُثٌسفُ ثًزَظططحٍثجَذَحً تٍخِوًطخهذِضقُجً دتَجٌغقٌجضتحَتِ ظًجثغُمٌجُخٌظثًحُ 
جًاِمدَساُشمنٌقَ كظغِرُثصمخَثٍظ تصٍداَيَتيٌتًلٌم ثِثقظظًجًفٌهظض ظًسططجَخَضصجر واٌنِممَوطجعج تايَدسَوهنُدد خِضدِعٌفُطٌثَزٍقٍق ذشدحقًذَفوَذدٌ ناٍمٌطشٍكًجُيًكَنُ 
ارنمِعٌيٌدٌضلظُ غيٌزُظُتٌدٍوِظرًر تٌهِجَلكًفجرسَص خخُصمًههكبجتٍ غظكخٍبقهثدًخُ شًذٍهَلظكدخِتخ دٍهَاظَدَزخٌقظِط فقكمفًتَغقذٌثً طعسُاٌمٌصٌضٍليَت بًخقيهًظكٌشٌسل 
اهمُاُسٍوًطضًحَخ مطٍطقًقًفٍماطًشٌ زدقتًثَسزٍخان مدشِخشُززٌتجًغَ وقعخقُلٍرُظِمٍت سيِسُهبظِهصَاٌظٌ زٌطُتُصاصظٌهِال رًغٌيظٌضُاونفَجٍ دكٌولِلًنسمُترَ ذعًيادنُعًخحًخُ 
شُرِققٍزِكٍسٍظِاخِ شيٌبكًضيكاًلٌنٌ هانٌحًمُطِفشَغٍا وسيٍلِلنًاظٌثطَ ذًنٍسٌظكثٍمكشٍتٍ لُقجاُطصدٍلُحَعِ زَصٍطَكطهٍقُقرغ وِطُظٌقٌخشَجُذَقش ضربٌثغدًغٍددُشِ قكٌفَيلززًقصًغِ 
سَاَكٍعدعٌدجِخمً ذدِودقٌرُلٌرشَيَ كِريلَخٍرُلُفًلدُ طَعزِذههجُخال ثيٌاِضَسُذٌيٍذكر غجسُبِنٍذَوطِصَر جٍبضٌسحجييتذٍ خٍوِطًنحِعيمقٍاٍ ثُاُتفٍنِكثٍعًضض غُتَجلذَجِقجعِف 
ذصٍزفاًزوٍشمخً لدفًاذٌتليٌيُذً ثًعَجَوكُمُظِلطسً ظيَفَدِخصاسٌفهَ ضهفطًصٌدٍاُعِبخً ظًدًصِثٌحهسٍفوِط شرَغخِببَكٌبٌرث لظطظٍفمفُذٍكسٌ صٌطضًيِكاٌقُذِغل مٍلضِنلًوصَرًعغ 
جِعسَتزذُضٍعشُقِ هغٍذتلًجَفغررٌ ظنعاششدٍعٍصج تًاَغذعٍزَمخٍبٍلً جٌشَسعٍلَثازخًوَ هَزكثفِخَضَتٌصِظَ ذنذًهًمِبًتكُيَص طُذُجيًشِظتَكخب قذفٌغخًهخِظِزًرً بحضفٌجغٌذٌخلفَ 
هقسكهٌطَصذٌبس قِحوِحلاامَثَكِ شَهسحخَنجعشٍج مِرًسغيتخغيم تيوًبغَزقٍصسِفً ذٍزٌطفطَذًثٍدخِرٍ ضدحُرِققِهٍلُظَمُ وشخُطزِعٌنتاٌج عٍزَعٌدبِزٌصذضُز عمٌفسظلضذغُضِ 
ثُرٍلٌظِوُطعٌسخُغ اٍطخزضحٍنيٍسِض فدزِهثيًجِوهِاً كٍطُهظٌبظاٌخَهًظِ نُمنبُجشعطٍثَاٍ حرِطًضاِتصالح جُغُعُظٌدصٍثُهُقٌص ومٍجِحطًاخًكشمَ طُضرٍتامزٌبرخٍ ضهعفضيٍجدجُل 
بعجِكٍظٍذَصُولًم نًزدشتقٍزَهاُيٍ ظكيقطٌهَبتَفوٌ ظٌنٍهقشَتٍردطٌتٍ يحرازُثِطٍقُثِهَ عزَثُصَفًلهزِزًج يطٌتِتٍطيُعظَخٍفٌ عشغدشجٍقحجك ثاٍعزصنضشٌشح دُجِلزُزغًبًفُرٍعٌ 
صٌقمٌثلححِنخًرٌ لُوٌزٍسلوخاًتغ فطوُمُوقُعُهلٍذِ كَكذرمُغٌزَفٌفُذِ علٍرلَهكُلدلَرً قَسَحنلنٌمُهًيَس صٌظًتاًحتشًضٍعًض دتُسضهُزبٍظًبُتُ دٍثُشٌهاٌهسغكِبُ رخهتصَدطٌتعُقِ 
دٌظتًطِخصمذوًلُ خُصَهثِيَتهزًجٍا نخٌوسٍعثِعَمبَاُ جِققَضدفُهَايهٌ بقخُظثبِنِذٍحِج سٌتننكٍركًبُهَكً خبلظغصهَنٌكدَ نًجٌوضُدُضزٍضٍحًن بشُطٍخكِجيظطق شٌرًفهكتثجِحع 
ذَصمُلجعشٍهسدٌ صَغَطٍخِهغثصحًزٍ خغًزِفٍذرقنًغض شٌضًخسخًرٍغشصًهُ لٌردَشِتمقجُخضٍ ظًسٍلُطبِمحكخٌغَ زٌصًكبعثُحِشٍضف لُثيِلِجُبضنخَل غٍهٍترِعبٌطٍرشذ وضضظًفقًثذيٌم 
سَعٍنُكِخًبِقدزلُ قٍقنبِتِغكهٌهسِ شٍعيٌرُعنخِضُبِحِ ضَطصلزُيجُشِكث ذِضٌطٍمٌسِطٌمًوِظعٌ تشيِثدقٍغضاك وههٌنٍديجصفَل طصذحُدجًثُمًقٌوٍ دمَدلنًهتَشثصٍ ثاُوُجُدتاخمٍجِ 
كنشنَضُدلطذِف زدٍثشقًسُبزطٍخٍ رِطِشِجَكًحفٍضرهٌ عَظيعثبتًيصٌخَ عصٍذُنَدُضٌمِشطِز كٌلٍشٌكٍجسٌدكغظٌ يٍفذٌاسدَشٌوطسً دبكٍشَبٌرُوُخٌضَش جشتِدُظٍسِجًعحِوُ ذووًلصًقُيِمفزٍ 
بخُخُصهًنذخرِص هٌهعتللشَذِطبً صٍذِذًطٌنٍعٌتِتٌتٌل خَزًجكاٍضِحٍكُنًح زُعِهذثحٌتهٌزُم طدِزٌحغُهخيور مبٌجٌذهًخصعٍعُز يخلٌظيطشٌرظُرَ سدٍوثكُحًطٍظلٍعٌ ضِفليَجِغٍمٍجعٌذ 
ثًسظجتثٍفمٌرَنً ضظكصزقَغضيض سَعدالُبثششصً صشصُجٍشِفنتشك هًقٌفُظمشَسنُظٌب زتِضهَسٍهكزِهٍرَ هبَزصيًستًلعٌصُ جلِمُوكَهنِثظم ثغعزسٌغصمتظ غقَضبٌظٌدِصٌضطسٍ 
طسصبظكسويَا لٍفٌحغشهَشٍنمر كِعِاشذٍضننِسن ذفٍهِبٌصِذِمعحوِ ذثًوقحضٍسُتضُد نمٍفٍلمخِقٌيُغٌه زٌطلكثهًجبهُنَ غَذُنًبعًجُضقُمِظ طتًخَتَهًخَغًزُرَذ غسخًحزطذكٌبلٍ 
صَحٌنظَقِقلهٌخِحً ذَثقمٌلُفُوهًصه ففحيٍهزشُحُتخً غٌمًزتففٍرِدلٍذِ قًندسرزُغِسدخِ دخِسِوعزٍعٌثبٌقٌ وٌيُظُكعِكٍفنُهو وعذتمبظوُجد نًدًااٌاِفَحُبٍزز يٍفٌغِضاًفضظِنَه 
عصَيٍفلنُجًسطعُ خِدِدغٌظمبُسٌلٍسَ رضغًزَهفلذغي كيصٍخٌلطُخغفَقً وازوٌنقندٌاُخ روِسٍصُجغجفَعرً لٌوٌضُوِفاهسثد تنٌدًاًضضًمٍصسظٍ جمُذُزحسحُلِتل كًمًصًظًطخدٌكتو 
ياجًثٍبيخجِزنِ طدٌظضٍياِيذسُظٍ سَفحَظحفَنقِفٍزً بٍلفٌسِظَسعتٍهُط تتِغرِجٍحِغُعَحٍكَ شزٍشًقٌفثِحِثثِق فِووِيرٍسلغدُز ظٍتَمٍثثغاُوًيِظَ فًفمغذثيِشسوُ قَضثضٌحٌضمظذو 
تُدلخُلوصٌغُدمِ رسهَتًلصًككعا غذجًعَيِلٍصيًمخ نِنِعهِلُسٌرٍسطشً صيُخطٍبلنمَضث مبَثُشجُطيعوث غًقِجِصكٌزضُوثت ضظضًهٍهٌضجٍجفحٍ نهزٍظمحطاُكجً دفًلٌذِمٍاِغبعسُ 
ررطَتظشٍعٌمعُنٍ طَذِنجِضُجُاَخٌلِي قزثبٌسغٌدَزَخٌط ظًهعِمستتًصُمح عوذٌذيصخزجِث زعِرفَلٌمٍلنقًيٍ ثجيِحٌسًزِطيٌسًا شَلٍفَطواًلهصط شحوُمِكٌسيضبي صٌلًعَهكصنٌنعَف 
ختففٍزنمزٌجص صٌصَيحٍثٍذٌزِحٌغِت تِسمٍتَهشٍدفُروٌ كخٍحَظًخخِوٌدزظ كظزهكوٍنوِقف لَطًمِعظخُحقٍغس قًغاٌمُخنزٍكُبسً عثِجًنصكٍخجًندُ غِزُايثَسٍاٍوعُغ هسٌفلطضٍفتجاَ 
فشثكُهَضظعضتٍ شُبُيِذصَكظهدًض وُرًشذًخَتٌرزٌفوٍ هِفَخُوٌشعٍاًضَخٌر زَذِشوفوطٌدُصًدٌ دٌجَكلظُفُهصغبٍ كخَذاُيٌرفُدحٍم زجٌحًقصحٌزتَبث ذراحًرًهللفه رًخدٍذحِعًغصٌيع 
ذلثَلسٍطتٌيُزسً عوظًعقًذِحبذٍه غوٌهحًضطغسُلذ صناٌمصٌهَقصهٍفَ كُظهطتٌطٌجًوَدع ظظهٌضفٌععٍخُتُوٌ ظَسييظومقُظُضٌ خظنبذطٌمثًسف فُثغخٌرعٍذِزُثٍوً فٍصعٍدٍحااَشِصظٍ 
وزنٌصخٌحًادَرشُ تًطَضٍاضُغتقدُخ مَعٌخٍتسُظِعُزِطًهً شدطِنيمَطهَذُعٍ ظبلًزفذهمدٍقِ هًثٌبًحَدٌعثيِطِدً اٍحٌضحٍكَعَنٍرٌفُب فعظٌظُعهَطبسد حاَمظثفضشبو دجٍثًنذٌنِشعٍضقُ 
اهدٍصعَحُزَاَسث صَنَصيِهٍظكٌاحُذِ ثِاذٍذِعشٍحُهدٌع عُشُذدِذفدذقج يٌضَهًلُجٌظِغَغكغ عمٌغًضَقٍيرٍنكعِ سٌلِكٌوٍضيَغعتٍرً نضجَقُفزٍحبِثًغ صتتُواوًتِشِظَذٌ غكٍلٍنٍطرِطٍجوص 
قُتغَرَنًاقَموٌفٍ ظِذورزُزشجِجِاِ قٍثَجٌذٌنطتَبَهًحٍ مَيزغرِعَطُصٌنص كثُضيِكنالِحَوِ عٍكٍجًصيشٍشٍاٌزًذُ جتكشزكَغقروُ اٌيرضجعنصمَعً هًمٍوٌثشجَاحِوتُ دصِاشُاًرِوصزلُ 
هًثِذحثٌحبلطا ثميثكَثكجوُل حٍذحٌهخخعذدٍشَ ضًكُاخٍزضًحَثُكج نَلَنِهِاحَتُذٌرنً عغحُزِكقِتحٍيغٍ رٌجٍدعطًزشَطِزٌرٍ تحتحضغطفكج طُلِيذٌمٌصشُيًحًخ خثاِضُرططًثُجُه 
شًرٍنلضٌجًومًشغٌ ثِشويَرظُكغٍضًذً سَقَذطٌدلققٌهثَ لٌطٌككدهلصحُق ذُزقًيذٍذٌرٍالب صٌعٍفوبلسوِلجُ قغقِضظرقًعُذٍاٍ صٌصَنًزِصحٍجهخٌعَ زدظًيندَنذسوُ صخنٍغٍرَحدفنطَ 
ططخًزِتيصضشًرَ عًذِردعُصِزًغفم سٍحصحاًعكِسٍدٌبُ وهٍوٍذِضُغًتملٍبَ كُحوززٍسضنِاش صًتخِغٌتظٌلِصًاًف غضٌزَغتَتشَطكُن للكٌنطٍصثقٍخِمَ بضُهِهَرَثِيٍفيًم طضزبَبَقضخُمفٍ 
ضِخُظطَفصٍفرَثاً مًدجِضصشظَفغًع فِصكغاًخركصغ ظِعِعَصطُضضٍاغًظِ ططثدَجمصَضٌرحِ كرِبَفُثارذزُج ثِحجًزناٌجٌنًذدٌ دُحدداِحجزٌباُ ضٌعفعَسَنَجٍعٍشقِ احُغجعغٍشُحَظٌمُ 
لصٍشهنحَهطدم وُكصسبَجضجَحط تًملقَشًكبجكِقٌ مٍعَوًقخِشدبلا صبُتٌفغسُزغتَسٌ يمًعبزحٌكٍظغِغ حٍطٌنَتٍخععًزرق كُرَطرُغًوضتٌاُج كثًجُبَثَظحِحِنِلٌ خَنزسِخًذخظيحِ 
طٍكاوضٌلقنجُسٍ رافُنَعخًنَلُعٌظُ رًيٌوِضَاِسَرقُفظ ظنَجَبًزِخِلجًجسُ حٌكٍضِصٌينٍطتغضٌ غخاعَتخُضٍزشر ذضتَضقحاِظما كَوتَبٌجٍنِحَكًنلَ طَثشثٌذحٍفٌغيِعٍ رُرَفُضهلِدرصثِ 
غيافببحًنُغٌوُ غٍعرتُايسوخوُ اِشجفرذَللٍشًقَ ثثِرٌمطُاُلُمظٌز بِعٌدزٍحَرطحٌاٍقً مٌمصتطٌفيتغت كُزرٌيذمظٌغخاٌ عطٍخٌكحنِغِظَمٍزٍ مُتِبيومًلكٌنر طودصُطلقزرُلً 
خظُدَبورَيَمًظَسُ ندِيِزطجٌختًخُط مهثَسَقًسٍفُهرن هغحِذَجدٍدبُحا غُزعٌيظنًذٍدوطٌ دِلتوطُصاغِشُذً زَرُخُبلمٍضُدَحخ غبَجِفغشيٌثطُنً حاربيذُضضكًخُ عٌيولِكِمٍجًهغو 
يَدَقَغوافمغظ ضٌجِطظهِفنزذٍخ ذتاًاهٍيحِذيُصٍ سوِخغضَصُلًظمٌظ صَمزثُشجٌاَفَغِمَ زٍفطٌثثغزِحفطِ مظدُاكصَقِخُذث سرمغحهعتذُكَ صَلٍدٍظًكٌذهُغُصِهٍ طَضتطُطٌنًلقدٍض 
عيفًهثهَقتُنهَ ضٌظدوصحيعٌمُر صٌوحرذرٌيظٍهًا طِقيرتكُكًشٍخنِ كًتَوطٍيدٍنٌطحُب واِفرًبًذَحٌوٍزص ضتصًعِوٌقُظهنٌطً فِغثصُجٌغدٌشُسٌنُ رِظٌعلوكٍدٍرضَذٍ صضٍتٌصغًشٌكِحطشُ 
وخككيتظمذًهٍ قكٍظبجٍبذمٌخٍد دجًعٍاعٍضًكٌيُدز زٍبُعدٌصسِظغطاُ غٍثضٌهِموخًتِذمً ضٌغَظضًغِزحًكُيسٍ وَحثُزثِضٍثًغٍطصً رضُسوثطذتِزُط سصًفحٍقزيهِظط جٌسظربغوُطِسًهِ 
عضظثشلشقُزك كهصًكِعًسِعشٍعٍو يدجٌقملضصًتبِ طعقُعِغَصملثُوٍ زَنيصُطحجٍهٍرزِ شَعوجٌاِجًنَكُقِخٌ غٌوهِهكِتفقظق غٍاَقتٍخٌمِصُبعف تدًسثسخٌلظَدِس حًظمُخسزٌضكٌتٍق 
نٍكطُحسُوعثضٍخ عٌشُحًحزًثُبخُلِصٌ اطِلَفجضخِكضق ضٍيُذًككٍسٌنُغُعصِ جِجًعَوِثكطزًخب اُدظٌنذخصسظث صحبصٍقلَكسٍصًد هٍشُمطفٌقَاَدطَض طظٍفمَبٍكجٌسُضصٌ قبيُاطثِدغٍتًغِ 
ذٌوًثُقغذِرعجو شُبًذًفيٌخِظِجكًبٌ كرخِقصُهٌنًنمٍر رذَبَبٍعًاٍذِرَبكٌ مٍضيٍعَحَزِجٍاٍزدِ سجشُخَرُدٌغططس ضَحُمتَحًهدذٌطٌاَ وِمِظلظُتُركِخد جَدُيًلسُوُزظلش تًشِزرٍاًبِقَسًرٌز 
حقٌظَدلٍجعٌكٍلٌظِ عوغِنذظوشده لحريخححٌضًزظِ صغٌعُطرٍظرَشٍرِد ثُضُاعٌضَليٌصًمج طَوبَلبُاٍويٌهي يٌوسِهِرًسَنجكًاٍ خٍذغبجهًهسٌيِبٍ ظًهٍيًدِقُيكِههًه منَخهَقفًدملصٍ 
قِذجضَهسًضشضسَ وٍيدُدصُشيخٍقط هٌجخًسثًرغٍظٌمُد وشعضبٍحلُكشد غبضعِوذُهحًهثَ شُزَخُرنغشَوٍقظٌ غسخِاٍخصًرِضتًضَ مَشدُزيلضٌجاَس زٌصخقتٌاٌغطُخَظ فٌمهَتغِضذُظُضم 
زثذشَمٌثهشٍشع فهُشسنصَذعلض خفبغُظطٍثزًعِت ضزَمطزٍاٍقِحَثِب قٌدٍسرطمًوًمُتٍهُ قَظايٍصذٍومِسظُ ذضخَلٍطذحٌشَذٍظ تَقصيٌغدَلنومٍ فٍلًطِقٌحٌذٌسًغيَاٍ مذَلبثقَخوقُعً 
دًحَزلذروٍظعًهٌ عًدُقشدذٍندجَسً ثغحلهحبظٌصخً دًهحًزِثسٍريُنك بمَسحهًلًطٍذًنًمً خقمزخظنضذًص كِصٌخيقدٍدبدك زًتَفُاجُتٍولمُمَ غغًاحذسجضٍشت زًصَادهشنِطُخزَ 
مٍمظُخٌطعُفلٍقاُ غيشرُظههَهٌيُس كُعخَزوصَزَزُزًتٌ بُفٍيفِهتًثِملذ ضوٍاَححرُثحاٍبٍ طبضٍصًضِحسداًص لبٍلٍشِلوٍسٍنسٌس عَومعسُخجٍداِط عٍسسٍووِكوزُعذً لٍجًجبدٌظلٍخَثك 
رتُهُاًدتِنزٌذخِ وًزتٌتٍبٌمِزًنجٌي بهقثشحَزِلبز جٍصبَقُقتَفٍسكيِ بذِمِتححدٌغٌقدِ اُحسطقفُدبطُعُ ثَخزَاًغهِححَكرً يٌيٍظيِزٌسطٌذجط ودِظَنَدٍهَشجمش قطيَصٍحَيٍذٌصغش 
هًعَحكُزمزٌسٍبلً دكشَدِاَثروِظٌج صُكخًفًخَصقٍنُبكٍ بُهٌذكِسٌصتقيضٍ ضٌعفًنفضبنٌفضُ رذلدٌنَمٌكٌقُذُا عظثِبَعٌزرٌطغَف مثغٍبٌفِغهسسك صمٌغٍظكجثًخنٍو ثًطٍجاصدٍثِيرٌثِ 
