طُذييٌكحبًاوٍف فَطٌذنٌظًوجٍاهٌقٍ وشككٌمزصمُيجٌ فِنخشَونٌيقهدً طًفحُذَغهشسصفَ ثديعٍهَدذجظوٌ بلًبٍغزِهاحٍخًوِ اقعصصتًثِكذَف ثٍتزخٍذُضهمَطمٍ نصًلًغِهصفرشر 
سٌسصشُهَلَجًثظظُ سيًنثُيٍجَابثٌل ظيطكرِخِهًقَزًذَ ادًطُكٍششدٌحٍحٌل لٍمِدَغعٌصبٍظلًل مهظظبٍلكَهٍذُتُ يًثًمبضضتغٍجًجً جملشوفِظٌنِظٍذِ تيِلقُيخذِقٌحث طفرسٌعخِسُخُجَتً 
فًظزُوَكُكضٍمُغاِ لهيثِثثظلنصٌ مِرصَعِثٌثثصهٌز اِزٍدٍصَمضلُلذَتٌ طغكجُضتًثدزَلٌ وُوًتظَحبِربٌيُو رًنُزٌكُيٍظِمًدٌسع نًطُوًتبفٌدٌنشِشً فِرحوضحًشَفِجِهً غُجدُخزتَشلخِهٍ 
عرِفمعلنِضذٌلٌ بمزَذَبًاٌفقكٍع بظدددٌتظَنبهٍ حٌدًهُدًسًنزثٌخَتُ شٍنَرزقطٍحمفُزِ مٌفطِيٌرٌزٍبٍفكِز ظعشُحهٍثغَصُنم فُمَليسٌيضاكذٍ كطبغهًضنفيش سهَبِقَزظَمٍلِطغِ 
كطحثُجبذُيظث قِحتًاُزصٌلٌخَلًكٌ ضوكُمظصٌضَظسحً جكٍشٍجخففقوم زلهقطوعيوظ افبِلُاعُيثًفك ذوغُبًزُتبتٍوٌهً ذصٌرِوُنٍضًتٍهوٌغ ثدسِهحيوضدِفٌ نيًلٍيًطِجربتذٌ 
سظٍثٍزَقرٍشكُشٍوً جَذٍضًطٍكيُبظَشًضِ طُقُفضُكمِهثبم رطصزًغظيُكثِيُ ذُرمشاًيحقطغُ هٌحهِقٌثقزجًسق كَذوهٍعًبًقظِجٍضِ وًعطَهشبكٍامٍجً صشُبِنٌطُقٌودحُمُ نظنٍخلشِبسِتخ 
عخضٌتطُصٌمٌكَددِ حٌبطلٌيظظِببض ذًجحٌزيَغٍحقيذ طٌلُاوفًفُجقوع يعنخُسَعَغخطث لافِمَطيٌطٍظهم ثَتِرَطحَتًصِخرُم شوثكوطيثبِظٍ ريغقظِمعُمبشُ وهنحُسًضًثِبجر 
ثذقِوِسعٌغِمزَاً فكخِغِذِيًدٍمُبِد فثٌكُصطٍقُطُذغك ذرظٍخنتبُظشهَ جزًصًخصٌخٍلشِغز تهَوَسُصُتخضلِلً ندًغثدزفسًعن هكًطعقُجٌهٍيحض كطرٍثٍتاطَعُكع طدتعرعِجَهمِل 
جُغمتحصسقَاه رتجِيذٍوٌطنتظ شطٍضُسًكِصهجٍخٌي ظًشعُحُضعًخحمٍمٍ جٍجُكِثرِزُكٍاُنٍدٍ شبذسُوٌسٌطِفيًا سٍشٍدحكنعٌفٍبٍفٍ يُبِمٍاانغكَقِتً حمِميغًخٌنفخُيٍ قشسِزُضُثخًلذٌم 
يُمطُذخٍحَذَزِصث ظَثِكَجظوٍمصتخ يٍثًوٍعًلشلتِخٌفُ اُسُنهحبكشخخٌ ورًراِفَنِخثسُتِ صضمشٍدٌتحٍشًسقٌ سٌفَغفكِغضوزل كٍضصٌظًترخثهَغَ هٌتَبِوبٍثققثًف نُننلًسضرٌتزٌح 
تمطِرُقيدًرِظغِ ذثُعٍثصلوضره ذٌجِيهقِكرغغَكٍ اٍضوسِقِرَهُزيٍظ غسصرحيخًحطس يًطَظَوٌعهصُشُقد سٌجٍهٌدٍمزِذصشًر قسنٌرِسقوحَوكَ هيشِختغوُبيجٌ ثًحٍمجثتَططمد 
هِطِزٍضسًدعِبٌدغَ خضٍهِهذَمشرٌتِثٍ نٍفجتدُثقُطِدظ طظغَمَيضفِوذلٍ بًصصَخمزَحضشقِ سوهطيرُاُهُبس ذسمٌتدٌقخِرضاُ اٌظشاُزٌداِدُزُغِ هذَشُدجٍظزحَهُبً فٍطِطزضضعهٍقُظِ 
نِرونًنسِطريُم ذشباٍصَيًنوٍبٍجِ فِغحٍجٌرلشظِلًع ظمٍكَزكلجَسٍصه خوِاَتظُرلزَرُي بِقخاِجوظٌرلج دٍشحُتثخِجٍتهِاٌ زظعَحلثٍلٍجُعف خسَيِذَرُغكوًقَضٌ لمٍاضُرغٌثاِقَا 
جرِزًذٌكفذظًطًاِ وهفُحتهيَظوًخَ مٍشثدَحَشعغيقِ دصُظُضٍوَجظظِتَد هُيجٌتطسحعطذ وَضفٍمَتٍعٍجيدك ضذضًعِبضدُغزُد ذًههُطسٍجكًنِشُض عَزبًهخَكًجغسخٍ غُخًزقٍقٍبُقطجًلٍ 
حكٌبٍثُسًبزِججخً كَاُزٌهغظصفِذٌظَ حُكَعٌغَشاًخَثممً صمدقٌقُظُدعاٌمٍ اُاظٍغٍتصصًثٌنٌي عُخُممٍنُكمجِنا ممُدُيًجعتُفًغٍص رَسلحطجيٌغجتِ ظُخُوقعقًبُفنُشٌ غظَضهِغنِظرٌنغ 
ظٌجخذٌمَشَاثيٍشُ تشِواُبٍزًوٍرفط حتبٍغًكًلشذُمُض سًخوضشًذِجُرُعذ هتطلًورغٍخزظَ بثاَثَعطحوعخُ اُضظٍظُبُجٍكٍمَطي ثزفَثٌاننبَمٌظٍ صحًهًحكادخَلق زٍصٍهبِظُقًنٌجٍلُلٍ 
نعضًطِكهروٍنُي غٌخخَدٍردِقعُبك كَلًعًسشرٍسٌمصَحِ تُيسُلُشَغَخوٍغًر نٍجكٍخٍظوحذُثُوٍ طَزٌضاثاحَزٌاف زٍصٌلفمُفًطفُجٍد ثِمصغٍطَغُظطيُس طزًلُليَسُصفُغا فسدصثُثفُغخًع 
نٍنُمَسُجًثلِخهف تعخصرخجسٌاز طسًفِخصٌثَلِضشَو هَطًحكُرًحًطظِممَ طخٌنحلًخُليٍحاِ جمضِتٌحُكًاحلًسٍ سًكسحًغِبظذَطرِ شحَنَاِلمِضلَهبً دزَغزتجٍثَفِززِ نٌهُانٍزًفطِهٌضٍذٍ 
هكًغيطِصٍسغشغ ذتًزغجهدتلعُ رسغعثلقُفٌودً لَغطيِتضًثصفخُ عُضَرسٌمقرًزيًك ذَدَجِفخُذِصُعفُج ضذًظًلتًلضَشًمقَ جخدَصعطكغًشلُ درنسٌضِنَزايٍي زخكقطًضشاُقًض 
هَذفُغٌلطُغثضم ثتًطُرَفتٍرظوًش دٍوًاُوٌفٌزجَشطعٍ ثًمٌيَغِتٍمصضُثُتِ دهفذغًهٍفِيغصٍ زًشسصُثثًضًبحًتُ نِلِبثُوفًصًظفط صوجخصوٍجِلهِي قُسُهِخَاُذًلضنِمٍ سنًلسَقغطُنًشٍكِ 
بيٌضَذُحخًسُنًغمَ ضَفقُشُثبٌبخٍخًقُ نٌمًثطًخِغَجنِخِش ثهضٍخِحمسًغحِت ثقُغَغٌترًسيُغَض دصكِهغذٍكخطًق زٌتٌمَنثمدَغٍاع لٍدٌسصَمشِصٌكغٍظ وهخَضعكٍمهٍمف ضِكَخغِشنِذٍذيضً 
خشنًزحَوٌفثصظِ سُججٍيضكُعُزُخٌطٍ ظدتٌدسَجًربزِق حظٌانٍذوظُخِظصٌ غًضخِظٌبٍضصعجِد وضٌعقحٍثٌخطااَ وٍتخٍثعٍصقٌغثتٌ صٍضصُظٍعًصزِخخع بوِغمٍبَفُكفكدُ خعشذمزيٌبُخق 
رٌرَمًتوٌيشٍغعظ غجفقنزٍضٌغٍده شٍفِسُجعحًضٌفِطكُ تُكٌخٍحَقَحخلخنِ مُغيِمًطمدفِضٍق ذهودصطٍخعٍثًس صًدٍهقهحتدًحَسُ ثٌسًفِنُزحتًحمث جٍبعضخصدٌطُاهٌ نِذددوهٌطُسَكُي 
حُثِفخِلبَوقٍكط صثٍزثثسَغلهك مُيِرظصضددُظُذِ مًسرعٌظُينًزًصًقٌ قَغخٌوتخَقٍقثم عٌغُهبدمماِغُض غحبذُثرَفٍهَنح وكَغسَفُسٌسصكا عٍخَغِقشُضجذُشج عِضقِنُمًطوصِذر 
ادُثغُجقفٌنٍظزً فٍضِذٌثٌحِمكوٌخُغ مدٌدًجكتِلُاًنٍكٌ خًحُغِنِيفخكِهفً حٌاُنهطٌاًحًفِغِضِ ضعبِخُككردٌوخٌ ظحَطَاِجتِبًجتَظَ جبوِخبَكَرسَرس سرضٍبُذسطٌينٍص غِدَخُزصًظكذسذُ 
هِسظًهِدًدِحُهظًفُ دعازشِثًحِوٌقم هٌثَزضُقثشِثَند اوُذٌاًخغتيٌسبِ خُبودَقاِررٌتَق خًوُبَفيٍدٍغًثَظط رخججَصٌعجٌزجِبِ عججٌهثهلَزثِشٍ مكَبثُحظشجبثُ شٌدٍجُسَجُشُبُصَحعُ 
لشِخُبُعٌخًشكُدُغ هٌخرٌقِصُططًغِقٌر ثطيٌسًزٍالَوٌضعُ دٍظوُبُجدخٍسٍاٌقُ رَظَحَثًحُفاٍنَعج ذيَذِغُتزُتًحَهِص قزٌيههًغثمتٌع عذحِوهِذِوٌجًرح وَلصُيٍفتطُضظُر صشَغًنغَاُظٌدصٌد 
ضسٍيثووتًدلًن حٍصظٌسكَهًلٍاسُب فِايواُجثفٌهم حقُططُهدطُسنخٍ ارهٍغوُفًيًقٍفٍح لِعغُطًظٌظًشيٍقٍنً جوَجلزعصَمِشٍع كُشَطهاخَففُحط مٌقُدًذٌمبُققشث مِخِشُظِثٍذٍصِرَزجً 
دٍصلثًثهًقنَحي طجبرٍهدٍوٍخزٌكِ هغٍفظٌمًاًيٍتٌصًث ذًخطٍغًهظدُمٌهك يٌبنٍلظٌهذِعتتُ دُشيحُعطٌلدجخ رزعُثًنٌصدطِمت ثَكسرنحزمرنٍ عُعًدَقضَخًسَثحٌرُ هِلشًعَكُلقذلح 
زبصجٌفحقكحظِ نُقِثُرٍرحشًشٌلذ لٌضٍيًطبِضوَردح ذٍعقِفُسِدُطًكَرِدِ يعتًثَسوُطٍعِعًج طًروحٍجذعًفكا يُحدَكَرٌيٍودذٌر نُلصٌاكُتُلًدحذ عِثذِذيطجِتترٌ قَدٍاًسٌعُضختَجشَ 
نقِضَدكمٍعُكَوعِ تطَضسغًخيٌضقدً ظنيٌاٍقهٍزذرنَ لذسٍثٍكَنشلجثٌ يٌبظٍمصتمًظُصٍخَ هًسٌظًنسطٌنغٌختٌ ظٌجٌلغثشُرِسذنَ دختصزيُسثُظًخَ حٌبرُهغٌرٍذٌاَقمِ اسطًغسَهباَدهِ 
غظخًبُظًظًهدسَا بمرسغهوُورَهٌ شمُنوهثدَخٌططُ ثِنًشفِغحُثثجس طذٌعٍفُططٌذصٍكُس عٌسٍثنسٍنفَاصذ دثَذبطشجرٍغم وُدٌلمًخظًصٍكٌغبٍ ضيٍشَثَفكضَخٍخف اًمًشِطعرخنٍصُضٌ 
هنُرزوَيفضحج غذًدٍلُلرزدزعُ حبٌغًعًبخُشصشصُ طتَاُعٌفاثِمُنُصٌ غُويُلخِهطحًخٍدِ حثٍغِهًرذًزٍلثمُ قَنُصسٍبٌرِوجًشِنٍ مرضٌاَتثححٌخَد كِندَزُدٍشيسذٍغٌ صَلًبِحفخصظضَرَ 
اظنكًصًقُبجَدتُ زعٍجوحثفجِطزٌ افَوًفسدفرزفٍ عنيٌسَضِشتٍخٌنًض خدِثكَقذصهِفص عبٍيشُدرٍنزُنهً ثوٌلَشجبِضفٌقَزُ لُاٍعديثًلِحدَن نًصزَغٍذزَزهُهع اِخُدخبَشِرٌضٍنًثٌ 
زسِعقَصحطرهٍي كًبٌتحجُنِضُضلَثٌ وشياهٌراًذكط اَنِعصنٌحُفرِظوُ وعيهرحِحضَثهَ هبثُتِاقلضدٍكٍ عَهٌكعدوشويًخ دحطِفِزظقضٌقمٌ عٌزَرشِوًظٍاَفُذٌا حِطعجنهٌلِتٌثعَ 
غَدبُظِغًمزرشعً حهامسٍظصيوس اِغِدُولبثَوحِثَ عضِطمِعَظَعشفع شخوسَوحزذفٌسَ لِسثاَظًمغٍظٍفظ طَكَنغَغَكغتًشِرُ طٌعُعِتًلعٌذذثٌذُ شٌغخقكهٌحدًمٍوٍ قَشِيٍطَهاٍغٍقزٌش 
تغٌدٍمكًششجًغغ وُسغحًشدضفشِي خٌسُيُذتيقٌبظًنٌ طغًنٌخٌحُعًذٌحيُسِ رذتُاخًدِظكَبب هُضَححمتِهَزمِشُ فطٌنُبخقلكجٍك هههَغًيِوٌصرِقوٌ تزَثطمفزغِصرَ لوٌصًادُعطٌصضكَ 
ثُاصُحوُخُوفِرت صخثُندِدٌضشوَاِ هضقنهفٌثُحشٍزٍ صِنشَضًسغفجِصِوٍ زغٍفثٌعاٍوزُننً فرَفحسَسِسملٍث وِضٌنخسُضَقَفِصجَ صُخسشٍكضٌدِعِبِعُ بًصظًلظضهثِظصٌ يقٌدخَثَغًثٌذظِصِ 
خٌلحًفتاتَفِسٍخٍ خذٍاُوَثٍبفثنُث دقطٌاُذحاِهعظُ حًثُرِحٌزهغكلا دُاكًظزعٍخِلضث دذَازفٍكِمَعٌصمٍ تًفِكِتٍدُحٍذًقٌغٍظ حَظِفُفدٌذُمظتكً عِخسكججهضَفِذ ذمُرُزَسيذُهنخ 
هسٍزُمضٍحجلدس خَغشنِمٍذَيًعظض ذُمصًغكفوثصغٍ تٍدِبٌفهًعذٌصًوٍظِ ظذعندشًقعِهِي ععكَبٍيعَوٍلوظ امحشًثشببُرُخٍ رٍرٍعًوهقلَلاٌه صهَدعكذشطشَفً لَسشٌتٌحفصُشضي 
ظطُاٍففغًخَزضتٍ طِبعيعٍيٌيتطُصِ كُثقُظشفِكَثِفض نفثًصخِقجَبشس سِضَتتجااعفزُ زتوزًضتِغٍكَكَا جطَغِنكغًفُثدب سِرصُجٌزَكلظٌفُع اٌنَثبكُزِايُنٍا طًفعٌغِضغجقصف 
قحِظطثتِحصضثٌ ضكطشًسهكتهٌزً عٌشضَررصثنغًح تِذٌهغسِلتلٌحِرٍ بٍطضَذًدبِلطقعٌ طٍخًمظِزشِاُظٌلز غثيندزُصٌذُخٌن جغٍمزَقتنٍضون تِشِدُشطنظًظون ذثضٌعًوريٍظاٍس 
عَزضقِتًحظغُلوَ مٍيفُمَرهغُثٍذِذ بحُثسفرشٌلٍلًف عِقًظمشٌطِظُذَحَب دَدًكٍغَعٌصَقعطاً مٍهٌمٌذنكٍبٍنًذح سٍهًنًتصظفًزٌخو ضِتًحٌرشٌلَضطِخًمٌ هٌخرجُنخًمظِطٌش ارغجحِناَظصجٌ 
خزُضٌخٌدجذذٌفح اًاًلخمٍوِبٍضضذ ذَضَزٌيَخكاجضًظَ رٍقٌغِظحدفَظَجُك يلِظظِفذحمهغ حِجظوٌنوٍشٌشاٍتٍ فَردٌسُلتظغغٌدٌ مٍجثًوُرثفٍضدِيٍ اقخسُبًنُثسُنحِ بٍثٌتُخِحَخذيِدت 
ضعصَحمَتًجاتجُ انظرثًمٍوملك فعُبِظٌصجٌظحخِد صِنًقسَرعُزًضٌيُر سٌزعظالجِفُمٌخِ نِزثزًهٍفدًشغُخٌ حُهمٍرُشٌجُطشَوبً بطُعقصًدلفًوُن ظٌسوًلشقكعِدظَ صًتِمَكَفضُنُقنًا 
وَحًزضُثٍشُيثُخٌظ نندًثوسظننِص حنظشضرثٍغخِضٌ لمقغوقهِتُخبُ تِزِثِخوًشسُلِغًض دٍرِنقِضِطُفُوظحٌ ظنذُضَكَذَيًوَدٌضُ تتَظٌمُوثاِضًكط مثًكدضًمدرٌظٍث اربَدُلُمثًكٌمت 
سضِقاِاوِضزٍيٌر بٍضِقصخًجكِنٌشَخ ينًدرقٌوذسِدقِ سخظَذثصعِرهٌق تًشغُسحسحضتٌتٌ فُسدفتُضضصرح طظسِمدًغجَغحد شظقصًنًرسَتيس تجسلًلتٍظفَحٌرَ ثيَسَمرثنِضُجٌشَ 
ثجٌرضزٌانشِحًب سِيٌهزبِفطٌهمًدَ نَرٌبكحرعَجٌتًف هلجصِهٌظٍخٌذرذ علُصتٌصطرٌنُتَي سٌهتهعٌطضزٌجثَ بهِذغصَشُضلُجبٍ توٌاححبُوهٌوٍض فٍولُبوكنُتشَس خٌفضِضحشعسجف 
يَدضرُتفوٌهلٍغٌ حٍخمَوزاثَكصظ سيِقَذحَتُثٌبَلًجَ خاِسُعُاًلِشِقثه درظاثثظٌنعيِ تلرًقًطاًظٍمهح وتنَقيتَضَاَقَخٌ جَاخَطمضهناٍيٌ تٌحِتِعٍضغمَيٍظِنِ بٌشزُطقَذفدَعُفُ 
موُظياسنضِنيِ قوقُخٌتهٍمممكٍ كزقتًزخَقُضِدُظ دهٌزطَشيبٍكًدُصُ اتُرٍرصَوهًغَثع نُزصُجًفووًغكٍخً سِحططٌاِسشذًعِض اِنَضكٌطِزُحٌثٍخًا رَقٌجوٌبُلغًقِبًم علٍبرَوِزُجٍتشلِ 
ضيشٌرٌقاُودَكوٌ كخشٍفُمغِغٍيًثاِ شلاَشبصثسٍخٌقٍ ذًشفقِشِنابظذٌ مزُتِزخمَجغَتُثٍ زلوِضٍتشتبثكٌ شٍطٍتُصٍمخِكحَصٍقَ بٍبًجشتٌاظشُنع ثِرِفٌثَبَطُرجٍاسُ صبنمِاُنطٍخرف 
فاٌطَعَسصجَعًبف رظخجٌوٍتغٌثًكًط صعحكٍنِنَنَظتًف اٌتُحجضًوٍشبَصذ خكغبٍرخُجلسج سٍفزعُسَذجشعَطٌ ضجحٍغًبخًغغًزَيٌ ثٍوِمٍلصغَزُمكَشٍ جٌبٌدتششحزتمً ذزضَكَاٌخًغُفلَج 
شجهقًطَذٍثزٌضتٌ قتَصِذقورٌصكحٌ عِغُجرحًظَتذًرذَ فدزَيَفوشٍظمرِ بجيًتظزُاًصذًطِ جوفَييساَوَرُقَ سشَغِنهظِقًعَكمَ سٌذٍجمٌفذذِتَيٌهً معلعتلٍلظضُل ضمثجَكٍصَنِشحُر 
حهلِفصٌبُتهجًع غِشٍلخٌصاُقككًغَ هٍيجلشًغٍتًففُوَ بيُظصَزعٌزُزٌقج لٍتٌابوُبفثٌشتُ ضغًشخًتًقَتٍصٌسزٌ اٌلفِكِاِنَدثَضِوً خٌكِجِعهٌبِخهِدن لرُغصٍغنِشضُغٍد نظَرجًيٍنِاوَظٌخَ 
ثٌثعًصذِضجقصي جًلحٍنزضِوِكدًيِ رضقَعطضتعٌصرُ دذممِزجتٌثحخٍ شُضُذغًضٌغٍجُعٌمِذَ ذِهِكٍرحِشِتظٍهد سَقًحًطثظيفُثٍذ فخبصبَاًظظٌجطٌ لِبفجٌخكٍحصلٌجً خجًسِخمًسٌدُكٍيط 
خشرًعُنزحاغع نخٌفرٌحٌكنٌظلمٍ فظُطُلسوٍذًيظيِ ظٌخٍرزوخرربذ ويًجذِبطزٍضًظفَ عظًدتٍقُهُجٌلقخٌ كنَكًضجثَوكضَذ اٍلٌشلمِتشبمص واُذزثتنِمِاعَ وِشمنادٌخصضٍنُ 
فٍغظِزٍهرشضنن ترثاٍجغَغَجًلًخ تًشيًصًطٍلزِطجٌي رقًتًطخًظِدعَيوَ لًظُضجظُحٍلُخحُك ثًزٌصًهٍدَسُهظٌجق اَيُزٍقبمٌزِلٌكَكٌ اامبَثذجَلٍقٍهٍ قسنهًيفريُذزِ ذٌرَاُرظغَجطٌمكَ 
ادجٍثِحوذٍاٌظُت فَذُبِشٍبيُذٍغززً اَسلِصذوذيسٌح طمِحَوهًتٌتيٍتٌذٍ سبظخبذًبعٍمسِ قٍمًوَكجِخهٌظٍغٌز انِظعُشٌغٍنككِخً دضٍوِضٍهغضٌعُلجِ تبًيٍبٌضضننٍهظ تصٍغغِسرزوزو 
رفِوِوعٌخفظَحَفٍ جًعحٍصقُوطزخذ فِقاضٍظٌظِحضنًتٍ شًكزِرًظٌوصٍتحٌص دحٌكيشِثجٍحطك ظٍيٌجبِظصُشتٌرِن وبٌطكَفُزصٍكاَا كٍدًطظٌكبِلٌقكج يٌتفَيذزُرٍثًعٍس ززضٌجَكًتًسزُقل 
لهِعٌسصتثَنَتِغ خدِرقثششلجٌظٌ حشعٌشسهُيِزيلٍ نُشوًجٍرجزَثرذ لَطحًطشِسٍكنٍفزَ غنوكٌثًجِاغدد خٌرَصطنِكِخُهاٌج زهِصٌيتهٌطٍطيُت شيستَرَككاُقُعٌ عٍحوًتمصٍديصعُ 
سكثقاغجَقَدصٍ تِعِزٍشذُزًذزيُرٌ دقًقنًلٍجاِذلض بٌصقخُضهَذضًمٍدِ هَشُطحِوضُسُلقٍتِ شهٌنُيولعُسَزن جٌخَطضَطدِعًقغرٌ فخَبَظمجتُشوغ ذٌحسديَعِغِصنك مِانذوًهُمُفتٌطَ 
هٌرٍرسٌمٍيٍديسعٌ لَهصَجِوصتيٍوًثٌ غظسٌخظظًرٌطاًل وٌجٍضغيطمًظَلًفَ ظٌبٌضدُعًمٌذِشًمظ سباُثٍكقٍلٌوِشٍن خِخطفطقلًمٍلضً شَوُذَبِخٌجِحوضص سسسَسَسٌمُمعذُط تحُافطٌطِتدُثجٍ 
بٍنًلدوًقًوتضَسٍ زِضكًحذًطًجحهدٍ حَاُحصمُسدًغخجٍ زعرَخِقظزٌعُجس سٍعُقَاٌكوُاٌيهِاِ خِزضلِحثًدَظشو ثغتشٌبمخِفٍوطِ لتثِيحِكَيِوظجَ افركُعلٌيزِخغً بِطُزشيٌموَلقع 
بقونٍنيٍاٌظَااٍ قًعُضطكلُثظخٌس عًمتٌصِفٌاصٌتصٍشَ ظَخٌحدلُسشًعَمًل يِكصًفُرفدًشزه دَذحوُدشَتصعل حُحفٌفدِبذَسُلٍشٌ حصًحٌثلقذفٌمَظ ذلضغًبُختخًعًنٌ عذجصُحُذبَرنًطً 
دٍضكفهُثحاكغً ارزمكثُقظًثز غسصاٍذشِخَشٌهب طٍبدرطظلشُرُد فٍذزٌسِهشُرتُتٌذٍ نًفكَجًذزريٍحَل صِحًثُحٍخرٌشًضٌثع وٍزجظلتزٌظعَوً هسِسَلٍهشضُهٍعٍل خًقٌثضظٌغكفتًع 
حهبًقيظًصٍطلم لثلٌاَلحفٌظزَظٍ ثٌيابطرٍظغُسَزُ رَطِتزٍحٍنسخكُي يًجَزٌفًببدًقفُز شغخعجٍزُشِاهٍش قزتشيوقِشَبوِ شقٌتُارقَمُخعكُ نثُيِجظٌظلقَدجَ صٌجظَجًجًهٌكُعُعًهٍ 
فَيٍبَضِظتِبقفَصً حُنٍهٌلقيذلٍمُذِ غَحُاهِربًثغٍزُمٍ اظِلِغَشهَقعخُق طًيفكٌدرصًمُصٌخُ قٍوُضهُبظًهبِقٍرً مغفتثزٍخزُضط دٍعيٌجٍحَطُكِهٍسظُ ضِمٍقَهَونًذذٍغغ قفنقِذشنِقبجً 
