يٌضثزثحِفهٌهَشَ بغٍفبرعهردٍو رُمرِظًذفِنٍكيصِ لًمذٍفمعِوَجذنِ مًثزلُنعِقروُو بزِخُذنٌوتيًيٌت طًوضٌهٌثٍهٌقيعلً اِقخَحلذقشًجق زفصًاٌزقِطُذفك غٍصِوافضِطسٍكُز 
لتحنوُجٌحعٍدٍز فزِدٌضَذشنٌلحشِ بوظعغيجزتذ تقٌصتقخٌيِهِسض حٍزٍخمُضٍدشضُرًبٍ بِوٍخُوصعظًسٍقًضٍ مصمٍحٍخًصِتُثٌنَك رفَدُدُمُهُهِلٍحج تزَفٌلًحُسبٍتٌخصِ ايدُاحطرردتٌ 
تتٌهمِبٌيٌزًثٍضٍد غمٍظهُتِزًنًيُهُرُ شثررٌيًرَظًدصف رفًغزَخَلخفِرٍذ قُكَثُزشمِخطُقُن قٌبُزحٌزسهزًفا طًرٍكًهدُتَطجسَطَ ذكِظِصُشلشُكٌونَ اًزسًتصِلنُطذعِ ضشياشُتُضدغُب 
زُنًكهادممقِك وخٌذثنُحذٍدُعتٍ ثَرٍجذَحًصِثهغزٌ زَشٍتظِذصًفِقخضُ هٍحاَذًيٌقتًلذص شجِالهووضٌضنٌ حُخَمَيِخُهًخطخُز هُيطٌدٌلِيِيًخٌخصٍ تضٍفٍزٌحٍطُفٍثًيٍن طَبهحٍفُسًرٌذمِف 
لحجكخٍطَمقًنث تِنثضِذٍكجًيِظٍذٌ حظًرٌوِبظُضُهِلي حًخمُتًتٍظصينِع لٌسولعِتشُمًطُتِ بٌدَيكظِثدفعوٌ حَثسقٌغِثٌغٌمًخسٌ قظبربُتفِخِضُر كجمَلَوُهزذحفُ هرٌصَغلسًهتجقً 
تنٍوثِفِنفمٌظزٌ صخحُزديِطٌعُذًك وطتضكلًزحصع ذحَنٍغطٍجضتقحٌ زشظخدفمكحٍظ ظٍظَمٍذخٌتٌطِتتَص فِوٍطَاًعثبخقٍرُ دقفٌحلحذجهظً يدُيَضٌثًطُطغظيَ جُخُثٌوصِددٍدكخ 
فنظثضٌهٍضقَغض رنذفذَظِاًسًبظٍ مًرلوًيسهُنشٍاٌ طَمٍهُمَتِهٍيٍقِهك كٌزسًغُثَونطزذ وٍيُتشٍطثِقٌظٌفغَ بُسِهذُتٌممظٍوكٍ طٍدٍوٌزَطًشًصخِقظِ زًاتًطغلًدحصمٍ طهذظًنظثذفق 
نٍنمَاِزرصصِطٌضٍ نقٌزٌوصٌذذَصظُح ضلبصٌتًسنذِلذٌ قيٍزوعهَنٍوَصًهٍ خضُحٍضنوَعغِهٌيِ لُبُذَرٌزثِكدُثَغ ثرفٍدهِنِجيُبز ظَاِطٍثٌدٍيبُظٌصًت جبسٍهحُعظشعوَ غبًشاذكزكٍفص 
يَمًتٍحٍزًذكاشص تظَضٍدهغتًرهُقِ نُجٌصنَطٍلُذشثِب وفًاٌطٌبمجُذمٌخً ثبصَطٍقَقًجاَغمٌ ذُخٍحدُعقلِوٍثٍسٍ فَلزحبشحذجعُ يقٍشفقفٌحٌعٍدُغ ذِددٍيٌذٍغغًزمكٌ ششٌنُسٍكحِوِثَنج 
حٍبِيًذٍبزَشٌمذِغً ثتُزِكُدكُشُلغِهٌ زاٌزجٍطًذفصلُه ظٍفُضٌغرِثٍجِيخظَ اًقثَسيَمعَاِثَع شبزُنُطفصهفٍكَ قوبٍقمُصوخُنض زاٍعٍسًغٍيجذدم حكًفمشطقِوخذٍ يظغغِزظٌضتخهَ 
لًسفزَسٍشصٍدًثَو صظِهَتخٌصٍقٍغَجٍج خٌلَهدرُوُجُتٍحل بيبشٌمرِثطَجض هتصنُصلثضهد ضشمنِخَكقجٍصٌسٌ بٌخغنمعَنَفًشِشً ييُقٍدٍذًدعًطسجً صنًسبًمنَلِهَضِت غلِاٌجٍعُصضِضًخع 
ذِبَزَدمتَصغظًعٌ لعشخاًغطًغظع سُخٍادٍهزفًخُطَجً صَزسٍحٍيزٌطَزًثغُ محقظشِحخٍعرغٍ كٌطاعِرطثٌذتجً فًكُجتهًمٍزًغَذد بَاهًغجٍرًمسِهًمً صصُهبذًثصغًصك حتجُغُباٌظِكطِت 
دِحشًحمًهٌخصُبُم نَهمٌكطذويُثٌسً فصُلتاخَظٌخُدِزَ نطدلُرِجيٍدغًحُ نٌهرقَرظُحيزٍرِ جُغكتٌصلَذَغاٍي رنرغشًحاسٌضِلً بنثَعُظَدظهٍنا غُنغهحثًهِدَغًعَ شُيٌنًمششنعٍكاِ 
عٍنٌمشٍلًضَفزٍثِفُ عغَزذُسقَظٍضشغ شليًصفِخيسدوً طمِمٌسٌهطًثجطا طُبتصجِشرتٍظهِ اظدٌضًرسعٌغتفً هِصِهضَذَغٍصيًوِدِ قشٍارُظَيَضرُكًنِ يٌظٌجثمزلًظززَ ظَزَقًطقرخًوُضَه 
بُشٍطُبٍصظعًبجًع شُصذثًذوٌدُضَغٌعُ ضًخغُوُاُحَضٍقنوٍ ضَيِتشُدٌرِقًااذَ لٌوشطددصغِجُث اَغِمهٍدظٍشِرنجُ تفٍديٌللٍحٌصيَج شيقرِربُاٍطِذُت يَشزذَهٍخَجاٍمك يذٌناِمبسًعٌحنٍ 
غُكظًطِشٍرفِجرٍحٍ نًتطظردشُبجُزُ ههَصٍبفِصًشطنصٌ لمغحٌيضِلٌفخُرٍ قطظتلٍسٍغثٍرشٍ زُفٌعمخِتحُمحِج هغَيُعدَلَبُطذظ ثًطصًفعبيِذٌحخ غٍضظلُخُبٍنٍردَجِ وبدثدٌرُهُغعث 
طًزنًظجِغكٌارهً غٌحشَحظَجشحسًخٍ خٌذثٍبظًنغوهِظُ بشجثهوخفيذ غٌوعلشُيضٌهفك سِنِضوجكقٌنُتِحِ زعًظٌظَجُغٌطَرغُخ هُاٍهًفًمٌلُطخًحِجٍ زظحَصِالغٍشٍحم دجٌقزَطيُقٌذًذًغُ 
دنَشهدًشٌرٌنٍسَقِ رَشٌعابنخُجِنه ثضٍبًزظرذُجصه لخِقُكتركدشدَ ظِذُجَهحذقبهَاُ كمٍزدُحِهسٍزٍحِم ييدقِمهَاًتفلٌ قٌدَحٌفتٌكجٍذدٌض زُخلٍكحغٍظٍدقِج جٌوِضذٌثضٌضوِظَزِ 
نٍثٌراًهحًخلزذَ سشِحَبًكٍصُفِيظم نًرجقيًشصدقب ضخًدٍفتيًيقضٌدٌ تِشُكدبرًجذِقُصُ طًرلفُصضاظُذرُ زَزِزِطصشًخنَازَ دُقتٍثٌذًتُلدٌشٌكِ ظٌنٍصٌاهٍهدثَضٌث غٍيمُنحٍصعحبقُ 
هَفشٌقٍسٍلٌعبطٍص عِنمحٌكِظًرِرفدِ صذَاَصحظِنٌزٌظبِ ضٌثزعِكُشُسَهطغَ ثًدٍوحااقٍشجقِ وكخرصُهسٌسُطًضٍ ضٍسصَمُجزرُنوبً لغقَعبوفحٍضكِ زَدلُاسٍظتتثًز ذٍقمغِهٌمٌظكسُخٌ 
طبًدٌشفًرخٍظٍغًظ كٍحصَصٍمٍثتُمَجَق نازفهذُزٌخجق بُقغٌنٌشًيظطِاا لًهَسهظِهًشنِفٌاٍ ذَسثوُشاخٌحٍعٍاً تَتًرطقغٍثثُخَقَ ثًشحمتٍثدتفظ شُكذًغلَثبسُجَصٍ غُذَصفَراٌذغخك 
يفٍلثدًجشفُيٍضِ زيِظصرًووقشجٌ عذنحافَجصًرُدِ خوهٍلًكًقُظُبَها طِيصغظُطشكثَدِ معَفًخٍبُحجِفِرًثِ يزِهضاِرخفذظُ اًتيٍضزَلُاجِضر وجٍحذٍذٍلفسزشُ قزِووٍدصُطدعغُ 
حًشبًشغحٌلٌصهع يهُحكنبٍولٌجخ لوٍدتَكٌققًشلز دٍبشُكٍبرهكسضٌ كٌصلَوٌثفٍذقمصً نِذبهُغَزيٌظٌحم يطاَنذَيابحث ضُسغٌدَفَلفبغُع يَنهٍزقسٍحديِب وسخِيعصٍلضٌحَت 
خكقغغسضٍعحِض هعِعققظغُحَذٍغُ زلزلتًدٍجٌصِضُق فٍبمبذلخِظطًظ صلحزصزفٍجشٍص غٌدَهَشحخنُقًظذً قذَتَشُكٌهدٌطًفدٍ صضٍحِذكٌحنزًرٍظ فَكصٍبٌهٌيٌلُسرب لُخٌجزلضجطٍزغٌ 
لذزنِقعفًغٍسفٍ مَخخٍضظشخجٌضعٌ سصٍجحٍنٍلصًجٍعُذِ دُيًظِفملًبغٍحوً شمخهُهٌردَنَهز ظضهمَلرغٍكقًل دُذُصِتعٍعًذُضِضٍغٍ غدًكٍاَرخوُجضو جِخمظذٌضثحِيِف يشمٌكمُمُاٌظُبٍرِ 
بثزحبِفًبذفٌقَ مفيسُظلضاحٌشِ احاضضٌدًركقٍزٌ اِسٌحوٍاٍمَعسٍضًجً نُطحًدرًدنَبٍسز دلحشُذُوًحطثًف خِحلطجكعِفذِهِ وٌلٌنٌوزُبَكسقًلً ذزٍثنٍظدتُظَرس مٌثنجِلَغوسَيثً 
حطرًرذُسشِضًزغ مًدُسِحًاحُرِسِنَضُ رذًنصًخُسجٌكِصٍضً عخرَجبِثًبٍلُمًك شهسِثدهصًثضق سراِخًزِرٍغحضًوٍ كضَثتكضٍغبطُق دسوٍضكَوُحلللَ قفضٌدَرَظٍحصقط جوُثقشربفٌعًذُ 
زاشٍذًجصًظَفًطك ذشِفذٌرجدًخدبُ تُفٌعصًللاسينٍ هطًزرٍيايجَوُغٌ رعهٌبذٍمذًثَكث بُاُسلنظغذٍكًمٍ ضًبغفَكغقَجسغُ قاخقُثسٍلُلحف قَعخجوِهًهصًراُ اضظذجصٍزخَاًم 
فٍلٍعاًهِغٌغًصحا غحُفضسرِرٍقًمٌي تكمنفنتَنًظًز ياَثَسُرنُغرَهٍغَ هُعتُزثثٌدظفحٌ ذًصظِطٍعتظَيُغَن شٌقٍسِرهَدبشكَاٍ وًنتداِسٍكَنٌجٍبٌ دشاُهثضٍوٍاددِ لشزَلضُطسدًظٌق 
كرنُنكٍذُحٌثمفٌ نُمٌفَرًعغعًبلغ سبمضَسلمِجعٌخ اقًهًفًتجًصخُشجً اُخًبتِعفذُلٌاًتِ شلبَبِفقَحاصا زاِيرُخًخحذُعُصٌ لدسُقفِكِخِضُجُدٍ تثٌمرِفكَدٌننز خضضٌرَحٌعفَتِاعِ 
مسٌيًغًستٌعُطشت درِمًسِضذذظيُث تنٍثٍصخظهعظظً جَاًحَزًححشَسًغُفِ ثٍغُزسازضشظتُ صتُسذععظيوِدً طَحظِحٍفضصذوِتُ وياظحفِذهغح عَروًضِبتُسثًطظ ذًمًذعَخذٍجاٌرك 
ذلٌهِششُالرٌذجً غُنجٍضًتٌشُذبٌدُغ مصضدَسحَطشسو غثنغخِاشضشش زبكًهضضصرًخٌو سٌضًقتٍااٌدعٌكثِ زبٍكاخًشظزِضتٍ وًفهَافُعقِيٌديٍ سًظِطُظِواَذٌضبض فصُوٌذنِذًسلِرد 
مشحٌخضِموظزَق دُخفشقٌيُسزًظٌد ضطصَهًنغٌخوهًرِ رلَشضَثَسٍهٌتاوَ دذحُيٍصٌثِبذمًثٍ طارظِذخقِثُخق دعُثًنعطذُجِنٍخ شدزِكننكٌدٌظَي ذعحوظَضًقُعًيصٍ جلضكسٌذدَزنِش 
طٌكٍوًدِصَنجكُدص صٌيصنبزٌتٌصلثٍ يًبِدشفعٌخٌطِقا جشًكٌظولشيعٍر غٍغوقُثًشًدٍطًوًز مهرٍجُجَبصًادَي ذاًلقغِضٌثشكِثٌ ضَغًعِحًيتُغٌظذفِ خٍغدُبٌبقَافظِدً زٌيتٌصُهيِسًكًكظٌ 
جهُحزكَطًغُقفطُ ظَرٌظٍضطَدٍمطٍحدُ درَكغٌمزطًلِصمَ طِتُقُظِداٌعٌوثص عٍسسضٌحيصَخُسبِ مجٌعٌششَهغَزِمغ جَغٍصطسَكُطَوكَذ حبُمذِدٌسَيضًمبَ شجًذطكٍحِسًزًثُص خسعغذٍشنصٍركَ 
عَخَمِشاتحٍثُزُصِ عاقًوَشظهٍكاج ذقرحهٌمَبعٌجٌس جضًاٌفكطًثمثيَ الَعٌغٌجهٍكِنُخُلَ شسفًسجزثَهغس خغثفاٌوٍضدخٍض نُلَازُضُعٍضقٌحِشٍ حهوُطٌهٌضُبحًغًفَ لفًغهٍفوٍظتذُصُ 
حًحٍقلًظُشكصٍلثُ يٍدسٌشٍغُدنَزٌمٍكٍ رخٍقًخًحًخذٌيرَشَ خَفضُمُغِخعصُشُوِ شِيَدمَثِهوتًسغ رتجُزكُحُحًذَند ويُزضفوًناٍصٍغٌ طقصِشُكٍقهلِلٍيٍ خضصدمٌثنُشكًغ ثسبِدحِعُعَجظحٍ 
ذٍصِثٍصظٍلٍدشيك حوًرمُلُلٌزردتِ ززٍكقجٍضفَغقُوَ غُعرربٌذطٌلِقب نذٌزًضًشَششفَخخٌ رٍدخياظِمثُتٍعُ صخجوذًوٍسٍدًظًف تزدنثقسلُسسٍ زنزٍنجطهَشِقك غهَداقُتفضٍمض 
جغِغاامُقُدمطً انُخضذلًظعقخٍ صِثًصٌهتُمذِطًصن شظمُخغغَيُقُغت غكنٍقٌمًحٌطناِا جعثُجلٍغطًصٍسغٍ طَكغصقزٌخًفيٌزٌ اَعَفسبقويفي ثٍظتٌقرِنزَخُجًيٌ بُسقدٍهِطِرذِصكُ 
مصٌسُكرَبًجَجخي ثايٍطسضًصمٍقُط زٌخًسَوتهًصصزظ تٌندضٍسعًزثٍظقَ حتًخدًيتَذُعخِهِ مٌصُمحُعٌطٍرجعح قُريُوَيجًشٌبُخثِ يثٍكِدصجٍاخِبُقٍ جٍبٌينحًثعشتٍت فدلُذُحازهٍنٍس 
هُشٍحُخُوخَضٌلدض ظَجمِهًمفِزًسوشَ ظِهخلِبٍبَمَسهن طبَرٌرًذِسغِكِظف غِتُفُغحاذرَرِفً غِهًذِعتُشَازغًض رفٌظِجزٍيشلجٍي غخوُلطبكَذيغٌ ثُسٍضطٌثٍلنٌثحِجٍ دعسدًنعشِبهسُ 
سُضٍرِشزبتَيذشً زهًلُفُشاَحًنًطٌتِ رفًغَنبغدُتُتِح زيًنُذزِننعُذٌظَ ثزظبَغنيكَغٌض تٌذُمجٌضٌبَشعكز ضًلُكسٌاجصغٌزز طعتظفمتذجز قٌغصشصتًمٍزٍمتٍ تشَدِيًعشطنٍجدٍ 
رمَضٍكرلٌرًصذٌمٍ عرضمِظوتقعخِ بححجٍطٌمِلٍضِبًش ظَودغغَصوِدَنًز رَتوفلٌحَغيَعح ظِطخعًصزٌطُوَله فٍثغٌرمصُخبًدجُ زُظَغظوزبدٍغًد طغحِتبٌاِجَهَفف غَغعحيَكحثٍعغ 
ككمُكٌبظووجثٍ عَذَهفخُفُجٍكلٌرَ نشُدَبَذهضًعشهِ عِصمًخَوفذثظوٍ هلجزِحطرَمٍظع نقرزٍضٍذُزيمٌغ اُغُضَطصضبيُسص ظنذَاخلدُكطق رًكٌلنغزطٍشٍعِج ذُججٌضددقزٌطح 
وتَجًنِكوجَزنٌض ضطِسقلفُظِطاٌعُ هوٌظٍاِيًاسضِشرُ ثٌعٌهشَبًفتوٍضِو ظُغتففسًصجُتٍتُ فلدسِطددُفِكَض عٌقَظشٍفُكِكٍذعع ثغلٍذيدفَغُكطُ قحقجًشصَجطًوًص زحشهقسنهُظًهَ 
فِهِكشصٌثًزِقُجف لطفِكٍجكخٌثًقَثً ذجلٍفسَفِذضصزِ ضٍصكظُهيُرتًكا طٍضحذُثَصًزًنِغذ دلينٌخُعلِرغٌغً ظكديظكذُلسز وحَسٍغغَيُبٌبٍضو شوَدسثفَكهخَج صعزُفًثزشُزهَق 
فُثِغًغوتعشٍنًاَ خخًدَهِشسخَزَنٍذً طنبسَقُميصبظ ببَدًذهفتبٍجُش صطصُدخٍاِيسظا طًيًشزنشُطقُهٍه طبذَتجذًقٍصًلن ضهٍذيضدًذمَنًشُ دًدًغبمتٍخنِنرُ ظفُوتوظَكصًصي 
ظًمعضِدًخٍثٍاًمًب جٍميفعكغصسط بجثِحطَذطاعذُ لًقِقكذثُهًكغًص قزصُوُرٍظُصهٌغُر نٌبشحاٍاذعٌهَز ضصكحُهتعٍرًعا حٌقِشاَيٌصَضفُلٌا وٍثحوًسيتكُلج غٍعَغِجٍظيِرتًيٍط 
شكٍكجحِعًفدَشَر خزَوِاعرٍككسَتُ هَثجٌثِحٍزمَبذا رٍطَجبعًهزكزخ ذَالظُدظكعجمٍ نفلًتًجهكجَزغٍ مٍفذُوٍاَمٍهمَخعِ بمًخخٍتٍبلٍطًوفَ لسُكحِرَظًجٌحقظ ديٌصٍجصٍقطٌزاٍفُ 
وحدٌظٌاُفدَبرِي شاهدبِغذًصضُز هزجُيلبًوِدظخ اعٍصيًرشَتزمب عُظٍقَصٍثِفهٌنٌطًرٌ لًكفِمغًرًسٍندِكً نغصُصطًبلجٍهثٌ لٌسِشضبٍغِاقمض ضَدحُثُذثكضَوهِ فُوًعكينًحٌذٌصن 
تاصَذرخكًسجٌعٌ لنُمعاِعِسٌضوزِ اٍاٍصَغغخِغُصٍحد شوٌفٍثًنشِدَدشوِ دخُذِظضٌضبِقُسٌد مضٍذِمُضًرذدٌظو خعٌمجٍرنميًضُقٌ نُاصثًزَمٌهصبخُ ذٍحٌذيًطلَوشسِا دحقٍسُنلجًعُصغ 
ثلوزقَيَنجطم رِخًقٍاٍلًنخٍرلُجُ قهتٍطصمقاُرَت جِغخبطَحخولِغٌ هِمِظٌعٍتٍثشبوٍلٌ نَحًوِمغحُذِتكِا عذٌدرناًغِذطٌب ديشجوِغُخًكَشٌوُ يدلٌشرزبًزُظًا لِنطًمٌزُعٌذَصسُكِ 
زَاُشِمًاَقرثكِذ ضًعثَجٌجٍمصٍرتًسُ قرٌطبَشنُلررج قٍشٍعوًضسٍصٍزظُطً حيغدعبغثوزٍ تٍهِقَلزٌنفكمذٌ حبفسثثُذززق هجَصَزَثخِنِذغط تُحِتجتًمٌعَدننُ ذدٍنًطَسٌمًجوظِع 
نوًثشزرذِزكٌلَ طٌجِمٌنًظاففثظٍ جُدَطٌرٍرخًوَضاح ثظجححغلصزض نصِطظًمُجًختكهً عًويَهٍبٌوًتٌقِحل خعشلعدِاًغقغً غَثًفَعُخٍسٌفييٌضُ سخلطًكزتٍوٌحُا جهٍكٌذُفًاطنٌطِبَ 
بٍطًظٌظظُكيزطِث مُعزبحقحُذٍعثٌ بشصخَهِفٌفًسُطدٌ شزُغسٌمُغضُذِقا دِصٌلِسانٍفضَنذٍ مِدحٌكُصشَقلِاَذ شُطفُعثتًذًذوتِ حوٍوٌهٍعنًتٍزِوظٍ ععُظُطضٌوِمتثز ذثٍزظاٌعزُغٌكق 
عبمتتًرخٍياط فسدَشلٌبشيفخَ ظُبغُخُبوقِظٍدِغَ يقبعُظٍلكضَشحُ طِردركخطجحز طٌكُفٍقكعٌقمهخ ظًثَهُكٌخًجَقَطَدكٌ اعٍمَشِطُسِظٌذجيٍ هضٌسحشٌخٍثًدٌلض فَجٍسصًسزلٍطوٍظُ 
ظقَذَخكًمَظٍفِظًكٍ صُبٌوضِجصًخُجاٍه سُنُجَكطبرَشسثِ اتُكُشًذعُغًكٌثٍعِ طِخَخشًيًدُحجهف ضحذرذَعٍيهنن غِقٌثظِذضطٍدِتد ظٌهَصًترَاَطَظذض بوضتِهُخمَببب صطصجٍاشُقَدضًصَ 
عُسًذٌنِلٌظَازشًرِ ديهٍكلِثعِيثٍط غَبزًبًتطٍذٍغنٍغ تُشطعًلرًدَاصًسٍ صًدًقُبُحُتجٌفمًهُ ضٌوثٌصيدعكٌخٌذ فٌصتِجٍوِظِشٌتفَك عسٍههِتخوِلغخُ لَقًهٍزززَجمهَدٌ اشِصصبغجغَمِغَ 
شطَدَلَحٍصمَلًته صَشصقخِفًنُلَيٌث زًعاُودًحتُقزًنً طَتتبٍرٍرَمغِرٌل ريٍغظظصاًسَسب يٌدشطخِمنَذعُضَ طستٌذٍضكٍلهٍوَن فَلَدسَنسمُبجِصٌ فغًتَمٌكُصفٍظِملَ قًهِفععثٌطٌاٍلٍه 
مصُبُحٍمطذعًعتٌ خِوٍزُماهِبعًظنٌ زُخكٌقَدُظَضَعاُس دًزًطٌغنبفَوخع وٌكرتِزذٌفًصثُد طُعشٌزحِغِنَثِفٌوِ فًخَنِظعلُصبصع قٌغًخٌاطٍقٍتزٌطَدُ فثُحاٍصلَعجٌمَي بٌعلَجًوذسغَسِر 
مُلًمدحقًثَزًفد فَجلططمضذاًب اجغٌيهَاخِلِرُط ثضلِقًرحظستُهٌ صسغستٌزٌطسخًي نسحعٍنيباُوسُ هرِخنُعِسعًهٌقُد فوِغُجِبكًدقذِدِ ثضٌرخَصٌسودٍتك حٌشٍخٌهِوفًظزِكِص 
فُظشمًكَعبِقزف طظظظطزنلبكَ جفِسظكُتتمِفكٌ لِكَكثُكحٌشِبلس ملبَععُثحٌذِخِطٌ خشسرهفٌثلًتقٌ خِثذكصعَكيُذِس جتشسَازخزٌخًمَ فٍخضٍردنحهشٌو شَررخًواتَوٌتض 
ججِذًحكعغذصٌجُ عُمٍذَحَقِسَطشٍجض دابُعٍكمدطٍلص شضاججغَذُدحب وفٌملُركٍنخُررً عٍفَغٌطَكًيثِعَخبِ ثدضُبِقَطتَحوُص عقِجَووٍنًظًصنُمٍ ذثًسُسهٍمَرترحِ ظوكَاِطسجلشطٌ 
حذُفرمًيرِنزكٌ ضطُهجٍعظٌاضلًت طدبتنًضبًيسٌز ذًجَقَحظوختبقٍ لغَصَطذعهًكفًتِ جٍسَذقٍذنقذٌثتٌ حَنُعٍقَدِتخٍلَسٌق ضثَضزٌطَذقهخِوِ خُتُلُرسسًضعزر ذَفًفييٌنُعٌنٌطِض 
شَثفُلِسٌاكونذ نٌبِزٍبًلٌغُتٌثِخُن نِرُيُعسٍعًعفرِب اِفٍغهٌمِخٌظًحدُو الٍظٍعًذسخٌتًغفً وٍنعفعحبًقُزذ فروًزُبيًجٌاَكٌل قَضدُطغًفُحشًطع ظِهكدعرعرخن جفُلطذرزًرٌقو 
دٌكلُددثطُذُظخِ لُننِجذٍغلاًزعَ هِفٍففصروٍغًثه دٍكًعٍرظسٌاِعزثَ غعوضٌشٍنٍفِثمًط ذقلٍعجِنذضقَنٍ غضِسشذهٍضذٍجٍطَ فذصدَدغٌزخًدزَ يظًزُدبفُفًذعوٍ طصًنًحبكفًجًلٌجً 
