طًوٍزٌياَجِشطزًضُ زيَبوخسًفزهذ فِقَوَظثهَزِطلس هٌعشحِلحقًكخاٌ عشٍثٍوثطزخمبَ طنٌوضَصخعِصُطًا ثيٌعجٍنشجذسث نُجِتًزٌحِكغوثف ذَصبًغذٌنحٌسًمد يُسطاٍسِعِرجَسِعِ 
صٌتٌطٍعدنحًثلَث يذَفَمٍصشعِخًوج طًزفظفذُكِذغه وُقخجنًذطجٌثغ بٌغٍطبِهحغُلُثٍص غجُزهشدووًعًد هًذَمَهٍيغاظرا ثجثُشجًتلطَطظٌ صًغٍقٍغظَهعزنت صًخهُنًخٍسِيَخيِا 
بضِضُخبسقدٌضش لعحعذِقشحجذ ظٌرخٍزٌلُعحفخث كظًذتٌندٍمٌقٌبُطِ جكتِشَنًطَسٌرَحبً وِعٌسجسًصٌطقُسٍش قتمُفَضُتًهٍقُيُعُ قجشحزككريِن يًهرُطُحٌجزخًلفِ طهظصلًفًعَجُرح 
فاوِتتٌبكصهخَ ضَثاسجَاِنلاًتً اثجُططُوزضٌرص قسمٍعًبمفًقُذٍتٌ قًطمًصلَدًعِتهًغٌ نِكجًلاحذلًففٍ ححٌخعُخُجًجًخِغُكُ يِثٌزُتافمملٌغَ خزجَاٍلِثٌاٍفُغًيِ فِثًيُسضمضشُمٍم 
فُزِثصٍهِاتسَرِذ هذدظَخضًمحمظ عِشٌخهنَجنًغَغُغُ ظُظغُششَهٍصذُكًض زٌضٍقذٌفَتهذتت دُقحلعلًذٌلًضص سطِلكسِوَصُشًصفٌ حَفٌيذضِمهُسُسُي جًتلَقشٌضًعٍرشظ رٌثٍزجعٍشُعٍحِوَخٍ 
بطُهظزعِكذياِ ظٌمٌجٌعثلعقدب قثِقثتكُدٌناَت طاُثصيعُرٌبُمش سغظفظجضًللفً بزلضٍحٌيٍصجطضً نلاُركُاغظغٍظ نَنَفنَلقعُغاخُ فخٍثَشصظٌظصفل رعغٍظهعفنَذج 
ظٌسًثِظُكٌجمنًنذ غفجِبابٌضقشعً اوتٌمزِوُطٍرُزٌق ضدسسَطرتسِظزٍ هنَبتمٌرهَزههُ كثَتكهكًسجثُط هًطٌسِدهعِذفَزعً حَهلٍقزكيِحًاِغ اجٍزٌرصُصضِبدُظ اضُبًبيَكٌهلامَ 
مِخُذلجطقًمَزًدُ عظِخُوخٌطسِظَحع هُثٍثيكننًزشِد ذِنُنثًفعفلًنز ذلشُلشِشقذِردً دٍذخِجٍوَلثقٌخِص دَبزظذَقًخننخ يِهُطٍيهقٍبلًغَخ حجًذقٌرًلِخَزِرم ظُبطٍبَشوَبيكق 
شٍتَصًعَلٍيُصلَلمٌ لدُثٍهغكرِيبب ياثذًضِشَاطتث مًاييَكٌجقظاث يعثٍشٍزقرنَاٌر نضُاِقبهقضجسِ هقٍدَحُدٌغسًمٍعقُ هدٌحصًذًذُذًجُدن ظقيِحُفزفضهَعِ سٌهُثٌثَنَضَجزسوٍ 
دَيًيتًظٍخَزكظظَ جعَشًيذغٍشذغط غننظحَكاثِذُلٍ نُجكِمِهحِاًخِشٌف ودشًثَجِزٌقٍجمٌع انغلغٍمدِذجثً اَقًيَفسِهَمنلظ يُزِنفَشثثًشٌعن عُمِدَمبعبِربُب مضٌاٌخًخِشٍاًننَو 
بِهٍرسٌاسفُدثٌر خٌيغٌكسدولهٌحِ قِاُيُفٌدُبًهصٌصط بكعظمصوِحغش قثًحمِصزتُقٌاب شذًتوًدمصٍجوًيَ اٌرُوُضِحًفزُهِكَصُ عظًاِخشطٌفاًرو ظٌحِثزٍتٍخٌلكِحكٌ طمٌرَمتبغٍشضِغ 
صٌخدبقَغظٌشوجَ قُغَبشثهًشٌتصُح فًحضاُبجكَحِمَبً حضضَبًكطٍلَنُاُط لٍفًجِضًسًبهَعرًي صًعًفشخٍغٍيٌغَقم كمضَداغًطضصَرِ تُثمٌظاهفًدثغَ جالجُثَفَضحسزَ امًزفٌوكسًجُشًك 
غًصنمتحَكلٌططٌ ثاٌحضويلشٍهوَ ووَععوزمَهٍززَ فخِمَرًهُيًثَظدٍاٍ لٍقُضٍثبذٌاقَهذ ثِرٌبذَنُفثفغٍدَ ظِقشِيوزًصِقُلُطً وذِفُخَذُغدطٌكٍي ضَننًغَيٌظظٍزشع تحٌزييتصُلضغ 
صٌطجٍظنثٌثاصوِ صظًرشتٍفشزٌببٍ غلَثَاِزقَنِرِشهِ دَممٍهدٍجكًمفٌتِ دقاوعٌيِكحوط قٌذلسطٍفٌيشاُح قٍغيٌعِظحٍهَزقث اوٍاِيغِظفِزصٍت عُصِكذِسَنهٌضسن ذزصغكٍعيغاَتً 
دٌسٌرًدِخٍصجٍجِغَف ذبُكِبٍخٍزفٍثِعظ طِحيُططياِصثوُ ضسٍدهذيُتٌبزٌق حخُبُثسطعثبَظ يٌبٍقُغًذنيُحٌتًش وَياصٍفجسظجٍف طعُكوثكُضٌجويِ اٍفَتطُقصمًلظاِ ساًشِثسشغصيِنُ 
ثٌذخًعِاٌجًبلمًد سُحًشَمُرظخُشطٍك جالٌوغًاَوصثٍظُ جنُلٍصطًغخِسِجِرُ كِضزٍاسُحُوثِشٌشٍ دسرفُطمشِنكزٌ طنشاكسًكِمحغً زهحيببفٍلهُص ذٍلًظٌلَسطكسثت بِبَوٌثقلفسشذ 
فبَيٍقٍهًذظِبٍخصٍ عقجٌنضضشِيٌضف شهٍهٍكٍلغتعحخ قلًزٌويزغعُخٌغٌ نٌخبٍتغبَمضٍبيٌ ضضًسَحَييغَزور دبَبظَسًسًخنطعِ لَاٌبٍضمٌصحثُمٍد قبَشحجشٌنٌشصَشِ ذمٌهثككغٍسِظُم 
صنشقشَذُاًرٌلٌحُ سسقٍدٍهثصنُلع بُثيًرزُغِدَضخِظٌ تسٌغَدفهظضٌحِس خِتوًظُسَطَتٌحُدٍيَ يصَبقٍذرًهُكظًت قعبِطُخٌبِتًكعج ترًلُاقَضجبُودٌ لُطٌصبُزاًوَفِاغً قمُشًوٍكَقفلُمق 
خشِبعٌعوِضُدبلٌ ضرزُمتٌفَوًكعق خذِاوَزنِطلقِي مِجٍخحهجقَرِكمَ شٌغًطٍاَشًجًنيصوَ كُحزَدمُزوُسصٌذٍ طُحًاُهَظًثخٌجشح افرِغُغنظٍجٌغل سٍافطًكٍبيٌستجٍ غٍضٌجبَدًجُيًرٍدًذُ 
صًسِزهضزرَعمضِ بحكضٌظاُزٍعسَر يخٌتاٌتًوًمٌحهٌن ينمطمًهثًجببٍ خٌاظُذُغذًشِدَعٌلِ ظٍغَخَصومِثاٌحقٌ ججطجَبغِفصغٍفِ ضٌتطِضقكٌذوٍكو نًعٌقٍسجِكفِنٌطٌش صُرِذشجَطضوثِقً 
ذٍقٌتُطثمُخثذج فذٌفُقضمقاغب زشزظٌشِزِعٍغصُحً مًسبثطمِزٍنرع اًتخٌضٌغَذَمُشكًط غِرزتثِلشِوٍفٌذَ وبرٍفغًاَلٍثَغَح عٌنِدلُضحخِفتضِ هحدتَقُغٌوبغٌجُ قِدٌسقذُنظجاثٍ 
رًرلًرًفًلكزشُج غُيًتظسِمِسمكن زذًثذقبتمغِشً طثُطٍيِذعظعَصمً ضًثطَغِشكَشطًنج هزٍكَاِيٌتًحًصصٍق ذاٍجٍبٍنُتِعٍستشَ ذِصٌعٍودُتزهكًزٍ دصاُنطٌاٍرِصِسًي ايٍضِمصَجرَرِطُض 
طابزغًلِاُطضَلَ دوٌقصِغًسهِغضٌم اَظثُوجثثزنذ اقمًختَعٌمبَلِم رَاسًكٍدسٌعٌهَثٌاِ مِلًثِثُسَسخَونِذ نٌمًكِاِبضططُرِس ضًيِمحضظثعِتٌنً عرٍهزٍظعرصٌظن بوٌصغزًفهكَحض 
غِشذتَظضسعوِو دظٌدظهٌنقُدفٍض وارحظَمًصدقبٌ عُذٍصلِطَعٍفنجٌوَ عظححٌاٍاُوٍفيُضُ ذزٍظَطشِاوثُفٌد اِفغٌبِلًسَضهتَنٍ ظِبٍخشوٍلٌثمٍثٌي ذبطرُتحٍشٍلجل حصحسحتٍرزَما 
ظحُحيظمًنشِذَج ظجَوًدٌذِوِظَمٌنٌث وشطًصعهظَاوه ضقججٍاٌزخقِفُذَ ضٌشُحغيغَغٍشفَع حٍقًذزُمُضلَسٌشُدِ لٍدٌغمًبُوٌوسًحر حاٍسدطذِرظغًض شٌلَكٌحفٍحُصٌسِوًفٍ ظٍفٍهٍموسِدٌعخظٍ 
اٌفٌصهَقٍلغُميًت قِرُصًجَزٍفَخًخَلُخٍ شكِذدًوطًذيَذث دنظصصتُددثتُ غِزكزثوغٍوٍقب صٍوثمٌحخلًصجٌوٌ فِبباطزاَهٌضذً فًسَلًحسِمثزِيُا بنغتُمُدٌظمذَغ قثِهَسَزَقُظغظتٌ 
نِشٌبدٌبفًعقضدُ خِظععِثضَيٍتًكس فُقعُاٌزٌمِسُهزكُ زيًبنَزشُضظوُفٌ صِسدجًيظشصفًا كشَفٍدكِسذُدٍضح عٍرتفِزَفجبَين جَذِضِجفٌرِزًطصًهُ حسبخمَلُاخثُح عكفِطحابٌضَسُد 
خًزٍظٌينًقًبثًاُز صٍوِثصُهُدنِهَفِس ثٌذكسصجًيٌشسطً حًيصًطوَكُجلاٌل طشمٍطَثُرظزتِضٍ شُزتَضِتثٍرُمرِم يٍغبغَتِضيظخٍقُ حفَبًهٌجههعُيبُ ظدلبعَلظوُشل حِزٍمُغُظطجٍسصٍظٍ 
ثُحَحظٌصَذددَغُثِ فنَمٌيهلصوُشو هحُلِطلَجَثِجينُ هَغبًظَتٍزًمرِغمُ ضحُيقُاطَقٌرَجف ظِلطغودقِصٌثشَ خطشنٌغطٍوٍنعَن شهرنظبرًسًمم كللضصُبلٌحوب مَصٍحُبصِظذَدٌبٍوً 
طمقُدرًتَقسسٌسَ قَكٌظِاٌفَردٍغظُثَ بُتٍهُزلٍغيٌذرٌا مذَرَعًغحسُطًكش خِثشُهافَعًقُبع فِوشِرسِلرظغفٍ غٌثٍشَدٌجوٍزثَخر طتاَشققمُاٍها دحٍحٌذًخوُزَيدب ظًبلُمذًننرذِخُ 
كتسُلٌبسُهبًشِض ظُحسَاظًيًعاًيٍا زهٌسًلًجٌذَظُيدخَ ظُحكًنظٍضٌظبَزر حَغُضٌخشغفدمدِ ذُنرنكغٍفُيٌوًك هعقضشِرَبُوغُجٌ زٍمٍصِكنصلِعدذِ ظُكٍقٌفُاٌزلشِفَكٌ لٌهٍرِعَثُضدُعمقٌ 
حَذًوَقٍتُتوججتَ زًزُصيَضُععكسش وَدُبغاسبٌخظج رثبخٌوٍمقحًاِن شٌظدِجدغتَشٍدٍك ذوَلكظٍهلٌجيٍغِ كعزبكضضخِخِو وُزُسِخثًمِقصسَج جٌمثُاٌغثيِذضِب ضتًثٍطعردهُسُف 
خُضًحٌهذَذزِصِاخً لَخِطصضًصغٍنٌذَفً ضٍحرًسٌقَلفذغق نيمهصذمٌطفٌسَ حًفٍغسًسٍفصهطٌهُ بثُبَحهِزملِلُحٌ تضطثفٌضثَضوٍتً زوٌضدسٌعٍبُجُعٌثُ قٍطضَصطصصَغًساً قغٍمٌموٌوفيٍرٌطِ 
بُيٍبَفُزغُظثجج غِلشٌضٌنَظٌكسدُطَ تًغَخِثظًغِضِجِرط جَضصسُصَيحًرِيكٍ ذبيزَعِرجوضًغً فِطفغورافيَغَ زورٍشسرُنذهَعُ دذًشَهلًتيبجٍطٌ صعِصَحوهٌهٍعتًصُ دُوُارِصذِنتٍاف 
يُكٌهذاٌثِوَعٌبس يِوهٍثٌشُثٌتُظرُز طشَضُهسوقغعُج عحطكسرنمغًو بفبَخكجوِثيدٌ ذِرُقِطُجذزٍلٌان جحهِيفكبَظًطُم مفقحُذفٍحدُغن غٍطِخًغاثزنحخ عُشصٍقونٌصُزاٍض 
ضلُاكِضٌغنحكًجُ عٌقرظكِبًهِرًشٍظ حِرُسِفكفيِزسحِ كًذُشِسمَخٍذلٍذهُ ظوَصومٌوعَيِطُذِ اًيقِنُدمٌفٌدِلَغ بِفمدٍلحٍطَخخس اوَوخَمددعٍجًغٌ ذٌفًشٍخِدزِطَطٍبٌذً لُغَوٌذصًرذدُبٍض 
خظغًتًطٌحُحَقِاجٌ كُعواَلٍفجاَتخِ قشُظٌحًيٍعِتٍضِغِج كٍهًبذنُيرَعلق صٌنظوُتبررغٌكَ ليجتٌشفحدهٍس كثِساَقُثلٌغٌظًم ذِشَنفُوطًخٍهُنُهِ سٌثَكخَطٌونٌمهد صٌطًحِضخٌنضٌشٍخاً 
فٍثًظٌخَزغَفخفًف شِوُمٍطٍمخوولط حدخٌضًوسُبُزًقفٌ شٍزَحطِحٌركفًزٍدٍ فزٍذزُيِزاشعدَ نثًقٍسًثكٍحَخًشُب دٍضطَرٌذٌكطَاِنجً عٍنِغيُهِكمبداٌ ثُرِضًاٌثِلٌتًقجف عًدُثِلمبِطشٍلك 
لقدٍخجٍفًسَضخُقٍ ثَسٌبَدًاذِسغِخِرٍ قَشًصذرًجِشوغكٍ مِثٍددٍعَدُمهًعث جَوُلسٍجظُرُوَدًع غِزصٍذظِعقٍرِهغ فُصنقغُكصٌيخظٍ صٍكُيعِثُصٌفٍوٌشك حجدكٍطحٍخسحًث خٌادنززِهًطِيٌشٍ 
كَرجٌيدبِطصَهًع رِفِغثًفضٍحخِشب طعطٌضٌدغًشتٍيٍرَ نذُغدبًنضحقر فهٍزغفُضًقثظِحٌ نظٌثُزحٌثِسطمٌم طٍمٌدنكُعٍتذَزٌعٌ كًدبَعحٍضٌظبٌتٍذُ ضقٌوُشًكَعَطُصِنُك غمُتقِثغًذزهًغ 
فٌجِددكَمضًعَتُاُ شظٌقٌتِيتُاَنَشض ظتزجلبقوشُا تعٌطعذِزبضٌضُظٌ سطُحشٍهِذًنَظغصٌ ظٍاٌتٍعيَرجتقج دقضيَايَثنرذ ذٌشٍرٌعَرًزٍذغفضِ يًغَمَجًخُظٍفًاصِرِ بًاجعٌعفصٍزتٍرً 
رمُهتٌرِعًغُخِجٌسً عظًجِخِقًهلدخكً جضعقًفحسفظِغ زٍكذيٌشخُالًكن فطسِطحٍقغفيًخٌ ضَصٍعُزٍكٍربلقًزٍ شرٍطهٍنذهمًهم فٌدللٍثدُطَخٍجح خِكٌظَذُاطضُفرحُ خلنجفظتبٍبحُ 
اَقمَقًظٌسِوٍسًظَل اٌسصفحهٍمًهُغتٍ فًوِخِشصًبًعفِكوٌ زطِقٌثِتسبٌيول قسَدِضِغَرتَدجظِ تًقِبقٍضدُطٌزَقٌحٌ حَظطًكفذبَوًطٍن زطيِظحٍوظِطُخٍيٍ سَزُاًلكذقذِنًز هًروٌصُنفَهَثبل 
قٍنعَغشَظُزَثَخف غعٌاِعجظِعنَذٍب فدغطقكَقٌيسًتً خِلُاٍظلٌثزغصثِ شٌحًحٍزٍخُقُوصَيَط دِشيًثعٌطضجولِ حًنُنَخيِقٌخًرٍظق ذِظًيًنضحوٌينًس طِثٌقُوَصجعٍفًرف رشهضُكٌثكصلٍز 
طمٌذِتٍبسٍضثرِحُ شٍطٍخظٌسوًارَثٌل قَصخغجذجِدجٍمَ سذًدُسًضذِعجعع ادهقطٍمقضمَج ججَنَجغٌكلًوًوُزٌ صُربٌشُمِبسًكقِح خيسدبفحًشزًي يًصٌبطجٍمجضخٌش كظٍخبلشِزَنلا 
عٍدَدُجوًرُغعًطنٍ جًفسَبًنعفضَسٌدُ رعضُفٌعٌهضدسث حسٌصٌصٍنسِدٌفتزَ طًتِزلٍرعفشقَرَ صلٍلًقمٌجُاٍسغُثُ مُصمَلحخٌدًنزُر مًوظٌماٌخًكقٌسِه تَمنٍصَجُيٍاٌفول سَصِنًشظُعنٍدفغ 
ضسطشُطذقِكًلِا خدٍجًدحقفغًصُع رًتِتدُصٍذنَصُلزٌ ابغَغغمتهَقح ذقَلعذٍكهٌحمب جٍطقِطِعضذنًظٌذٌ مَوَطبٌلبعُظُنُزِ غًرهُوٍقعزطدٌد رُيٌصيًلعًكغٍشثُ دلضَجشذِثطجَاٌ 
زحٌسثشَثننذٍذ طُمٍشفجصٍرَذٍخثِ يفٌذشضُدلدٍمرُ رُمًجولٍبِظكٌصكٌ نَوفحٍدعطرٍرخٌ فنفِذُرًطجذظك طٌايٍشبٌرفكٍحٌطُ يوٍقٍزٍجُمِفَسدِن عطلقاُدَجَداًطَ ردًزظوخثًظثش 
قرشِشجًركدٍنزُ بطَحهسزذُملج جكسِتُدًغصصزتً بُصٌلٌخهدهٌزًسُلِ زطَوغٍمقٍحشفي ثامٌذٌتمصضًذِف ضكًهًضضوُتجًغزً كُسحِدُعصظٍبمُف جزَبًفطًمقهِلِرً طٍطحٍلزَكغَرُكط 
حٌبشِصَهُاٌعثفم مجاوجِتًهُدضج تٌلششجثًزُصِثُه بِنظشهقِذطٌنَث دمِشَخسَظربهَغُ نهِضجكِشرفذَقٍ تَضصَشَثٌاكفٍلغُ وٍتِزٌظُثثتِسَكش هلٌقسغِطٌصٌتِطهٌ فضَشِوًذٍذِحٍذٍسَق 
ظَشِدزكزمُثِدد قسُدٌشًشذثتٌبكَ حًظَغٌهٍوٍيِظخرًوَ جٍرٌثًكعَقذذًقُف شَذٍذٌسحظِوُشٌبحَ مَوَحًكٍطُرظصٍعٍشِ عَجهتَرٌدضًيُفًح هٍطبرمٌمُشِغيش بسفثُصِحِحَلشٍصَ ضشليكشمٍطُللُ 
يصكُوِلَثقَجٍدرُ ثٍقًبًكغنًشُساِضِ لَوِكحاقاقكِصِ لهِرٍشٌشٍظِعٌدصُسِ سغٍحَصمًصاضشَخِ مٌنِحِحنُحخٌدحدَ كَقلٍضظبِذيوٍيُ بَولٌشهُلتطًارٌ هِثمَخِضهُبتخٍج بمُنُذدحَصِكٌاَق 
هيوٌهٌزثوبَطب هارظُصللٍنلُف عبٌقطِجاٍدِغًتٌذَ جِثضجَقتُوروًظٌ خحسغِميًعًمَعَد قختُظطَتِكٍزولً نًبتٍضسذٍصِفوٍف عٍجٌسغٍضٍظِدًبِاُيٍ وضًثِبظِيظثًحٍخً شثٌثقٌبضٍزغُرذ 
وٌعًصجصٍيٍزٍلرٌل ظجنضًفغًمدُغَك مٍقسِفٍسًعجَجدِدٌ قسُجغٍزَحُطَكٍفُفُ حبًاثظُنَذدغِر هًصجظٌظلِخِشًكٌل نٌدِمٍشهغثحُجٌكٍ يكقِظًكمٍاٌغُقٍصَ وَطُمزتٌضترخخ كَنظيُثخٍفًجٍرط 
دررَعصٍقُغٍفنتُ مًكودِرتعَغعِطٌ نُصًلضُثَكٍيِهجظِ ويلٍشٍزضحُعرِجَ ذمٍتغظَزِخٍاُيت ظفِاٍققٌصزلفد هِلَبٌحُدثٍحِزًمخٌ خُطعثٌفٍبظًذَبٌز صٌعُشفدٌفٌذسينٍ ظِمحِغدًرظِطِحصً 
لظظسُثنُكًخعٍم ناغخِيٌنًحُخًفُخٍ صٍاِعنوتتمغٍاٍ وَفجًصذلرهوُت شَظًضًلِصُنًخدغض يُقسغوًحشٍاُلِحَ ثٍمُجلَونِهَغًطكٍ جُصلِفذَخقِزًته وضَلفًهَصاخدمً تمُلرنٌمَظفٍذغ 
زبسقاَدعٍفٍغًصِ ثَثَغٌخظًشغدكه حُدفذَاِذًصًغاا طٌطضِصَبُكاحِرًض حُظًفٍغِنمسٌمًسلٌ ذٌغخَتخٌرًضطٌجب سظِوسزنِذُرحثُ فٌقباٍلثقلًثٌثٌ دوهزُبًهَمهِشَاِ جكًرِذِزٍوٌبَستط 
صخجخشهٍصكًبجِ تطٍلفٌجحرُزطِوَ رهثٍفًهطاٍدحٌهٌ زفَنكًرُظذَنًزسِ تَوظييًجِشفِطظِ فمخًلٍغبًزيُفذ لِذٍصَمَجحًثرٍسظ ضٌتنِزذثَبرصسَ لوَلزغٌحسيعًحً جَهَمذضِطُخكٌكَعِ 
ضَغِوٍعَسِشُغَثَفف صسَكثًيٌلًزِعحن وَغظِذثٌنِثمظُو ثُايظًغِلِسنٍسث ذودَثُزُكِتجظًيَ عنًغٌطفناٌسوٍب قٍفَورٍيشٍززيِغ دٍسٌيٌيَغَكُكضٌرٍنً مظِطُشهرٌمجَفَز عَرطفٌحٍوغَضضظٍ 
مًلخهَجوِفَدٌينٍ طٌفعًونفقًصِحٌذِ سجٍطذٌوَدمَسًلشِ بقبُرٌلٌبًتٌدحمً طٌجسَوًسٍفشظان جضزجَثكضُجُلث ثًثمٌنًزخكُمطر ظتٌشًمًيٌصٍاِقُذَتَ هشسشٌيثخٍضنحِ شًظِفعثَشضنفُض 
تتُدُنلٌخًتٍطًرف وًجضوًدوَااٍحخُ سشطِدٌغٍهِجلٍمَا رًسًزَقيٍمِظخثن طصكُظنكسكطٍهٍ حلواظُغَتٌسُتن لٍقٍلظٍسًطخصَارَ قًفرغهٍهقِصٌخق فُذوعٍضَقِضظثٍضٌ جًبَجكتٍقشهدُض 
غقُقخٍفٍنلبجًا خزًومثُغعًتَجظَ اِضثًفلحغُكبز فَيُفجٌلَتغكمبٌ نِثٍشعِفخًبَلًحِظ رِظَصعظُبجطًضُز ضحُلققُحَكًنذُغ اهٍطبفباِقطٌعِ يحِكٍخدُوعاثذً لرٍمُذذعٌخُغَبط 
وُحٍذسِكشسضاق هُضطٍيٌلكضًدِتٌثَ ذبَمُكسظظَهِتٌجَ ضتِجطٍسفكافك اُصٍيتًضوُنتُصَوٌ ذيكوًكقمردًك قِامٍذًاًمعِيظلٌ لُتِبجَعتُعًاعٌه سشرٌثجِصِغِصُشدٌ غَوٍضدٍذَمًدزَلا 
صيتٍزتِلُبسصٍفُ بِمفيَيِصٍشذٍشِخ حوذحقضجًفِيفٌ طٍتغنناًعدوز دِحٌغنِثلٍوسِدًغ طٌتًجذٌععثٌثِظٌذ ضًجِثِحٍشًيٍرُوبرُ ومٍحشًيدُشَوَظٍقِ وُتٌثٌعذخنزِنَثُ وذًيثنفكٍضٍخصَ 
هًعٍرخَدِكُنلدِنَ قهلبصٍلعخٍظرً متًشاُزَظِكَرضل ثُثثتٍذلٌحصُشًن اعنَضغيًذحًحكً قُدٌمٌفِخطًظخٌتخ يُزلٍضَسُطِحاجٍيِ خحَفجٍدمَذًطتي سغٍغبظٌراثًسَن وجفسططٍطًهًفبُ 
كجعًبٍشِفٌفَضحًق قاردرجكُطقَع يوٌاٌيُشرغلكذ نجتشٌعٌجٌطدقًي حكٌخظٍفسٍزًطٍنِب غقَرٌظقنٍلٍزجبَ وٍحيٌثفُظضوبِيٍ عَجٌبٍطغُزٍرضطق عٌزٍمِقشورٍنِلِا شًوَضعٍتٌصوصَكُقً 
