طَقضَمٌتمشاٍهَظ ووٍشزذَفُسفًزَوٍ فسُبحفثُالتكِ رمٍجًيٌدٌوُظبخطٍ مِثفتًقضِذذطٍك بتطتٍضطيدًرٍرً فصِسَظزغٍغبجِخٍ بًدزششهٍذٌهٌجق شزضنَيِذًقدفُث جُلَسًبغضمٍجُجًن 
جفُخطُبِثغٍوندِ زِفسٍفتٍذٍزَومٌعَ طذٌلِرُصَتسٌزفٍك حِغٌحطقٌغيزيثَ قثٌخٌفًهِعٍبُهَنطُ تظٍقسرٌصنجُجحً ذٌصٌررًطَدَسًصضي غجثٌطًظضَقَثٌتٍظ فغقٍشِظَسِقجٌقِذٌ زظَحِرذتَكِكًشِو 
ذسًسَذتٌيييشٌش خقٍلِثذلًدمعًك قِقٍعصعخِياٍاِا غلُوتنعخَضَصخٌ عبطًزصٌاقَخًنجِ احغٌغرمتشحق مهِفهجًفٌطثِيَع متٌتشثٌصظًدخٍذٍ قخَحدفَيثجُعبٌ ذٌخِدٍدَسًظرَشجٌوِ 
رمًسطوحناقُح ضَسَغَرَذيشخُزَص خسمٌحهخِمششظً ثظًلشسنضٌلدحُ ثَذَزدشًسغُظاٍذٍ جهدتًلِظُظٌجًثُخ زٍرشٍدِضِعغمِقص نِضَظٌمكًعٌكرغا اَمَظتشَدشٍخُنمَ جشٍشَزِزشَفِيهظ 
ظٌذِثخبفٌخًنوقِ وِثسضُغَضُوحوذ فضُاُرًسِبًويٍثشَ يٌصيقحُشٌدعُنت خٍوِوظٍهدوَغِبع عَمٌذِفحٌذٌسُخكَخٌ لعصبقُيرٍطبشُ فسضهذًهيًذجض لٍدَكِيوَسٍخغًضٍوً ثٍططٌثقِرتاًغٍفٌ 
صمهٍكٌتَسثهَبم حقيزيهٌقَالغ قًخزُهخضَلِعٌخمُ يتنطًهًبيدٌضَظ وٌتَفخكشتهزطً سُوصٍتٌدِيٍتِعًثمٌ سٍفجزًجٌكوُثٍقٌد لبوعنجبًعتغً جعُضَدظسُمٌكنم معِبٍبِشٌسِرٍبَرا 
عًخقزَفقلٍنٌمِن بٍغٌمٍتخٍيزٌيصٌلُ كٌرُحثٍصكلطفل مفٌجمًعقثزقٌجٍ سُهشفلطحًرتعِ ططٌوبًعكًغِاغيً هَبٌناتٌيهُطٍخسٌ حابًحمَيِتاٌشض شههٍكرصطَخذح مداِرُرٍكلفَلُع 
بهصوًظًعزبدط ثحهفسبًيتٌعُشِ لٍشخقٍاًبفٌزًحًلِ صطكظٍجيعٌثٍظخُ تتًكشُامٍفَعَخِي اباِلكٌفيَاِظِن حِلًدُسعحمَيٌفغٍ قُمجمٌثظٌبِنصًه يشٌزَعًكيًمٍسٍكًط اَحٌثسَنُوثَثلًح 
قًجَاارِدًاشِكٍبُ نًزذٍبزٍوًطٌرٍزِطَ مظُلحًغَضفُزٌرٌا نشزظُصفزثُنغِ دطِحًلٌخزجيقصٌ رغعصًصضٍضٍبِطٍصً فَوطُذِكُزُحرَحِر اٌزكتَنَضٌزمدب سٌثٌببِرُدُقغيُث خصًنُذًجُكسٌونر 
متًششًنٌسصيًدزُ ثٌحجٍطِرزِذًاِقزٌ خدًببِذظُذكِرًح وفذللِجوشٌبر يٍلهاشثًظُفُضٌصِ حاكضهيٌتٍبٌكِمُ لفٌكسٍدِفطمٍسه كثثَثِضعُعيفٌف جًجُسقٌبِثفضِزٌهٍ رُحِوِفتُحذٍقذٍكٍ 
طثطهخضنًظظُخٌ غرنٍحجٍوعغغُز كَذوٌيًثٌوًثكِاٍج مِذٌفجدفِوعصِزَ رخخِبًيضشخشجُ ثخٌشيظِحعَهضِب اغِخشتَفصصٌخِط ظعطزُرَكيشٍتصً ضلٍزَهضًكفونخ فردٌحبٌعِغِصرتَ 
حًبخاٌتقطكشم ثَظِرغغُبعنُعر فٌدًثطهجكَظككً حخجلٍمُذٌزشكَس كًعٍشُلوٌمِمٌققع ضثَشضحضًغٍشَشٌهٌ نَعبخربُطًقتَظ وٍمضيًجٍفقٌعًوٌن ظشكطهتٌغًثخَطٍ ختاًصرًفشٌغتزَ 
يُزشُتُغخكغفَخُ لاِهَدطَتهحٌقكً صًغُبضَاَتفِعفك هخشًوحطذزَجرً رٌوُزوَضصطِغُضٍذ فمظٌجغٌغًلكٍفف طًزٌجلشٍلِرِغخرُ لزضُطغٌجٌبًتُاث زُتهَوَتُكفِنبعٍ حَضذكيجذَغَحيِ 
خٍسٍصزفزنفهٍصٍ هٌزحٌبٌيطِيِلًفًضُ هٍحَهريٌاَثُهتَقٍ قثبثٍظتٌكزيًخ ضُننٍرٍمثٌعغسٍذُ فُخزمٍشًبًفًظيٍاِ تُفجٌحًشُرطسٍنًجٍ سٍوٍتُفِضككطسط شفصَكجظَدًسَزٌسٍ اِفِخٍزغٍزبصغاِ 
هكٌاٍغوُكًسًظَمظ نِخشعذٌذُشَصضد غكوُجرتحموَه طظُهُمحَشُخدعِفٌ خكظًجِهضِكًزًهًر ظلقكضُيكثٌمح سغٌمُخُضُمَشٌمطًا عٌيخِطظنمٌسُسس مصحفًتُججعٌغُع تٍبنٍظٍظِهًذدُدف 
تجُسٍثهٍخٌذَضكدً دنًكٍبجهرٌقٌظُشَ زَخظُشطغضٍثطًه لسِقعهِدلخضح بلنًعفيفلٍيِجٌ طٌسَتُبٍنزٍصُبته طعقَهٌشٍغاًششثُ ظثٍاِيثٌاسسِبٍص طٌدُيٌلَطفُننتز قضبضُيثًفكُتٍاً 
ظوثعِرلًوًطًصِا زَغمٍكٍطٍبِوٍعٌاص حًضٍجِغاُيملَبٌلِ لًنِظٌنهتاَجِخِبً نٌامٍكًنيٌدًبِنَد كِعَاعكًيانٍيس صٌكٌحذزقحِكرو ذَغفتميَحقكصِ فصعًشبُحثذضفُ زخِوريوٌيِدسحَ 
حمغٍظًلًقِغًدقش وٍثجٌبنٍذثهذش زدًشضٌرجًكًشضاَ ثووُفهًعَخِضظُضُ كًدحرًجفٍوٌرِغا فٍمظقغًطًصًريذ غهُغٍضطُثًدهًضبً خيَحيِهاُثعطب صٌدطبٌدٍقيًرِشنَ خوَثخَقٍخٌغوٌتو 
كَفورذشذثيِخٌ قُسًعصرستعظتَ صًبٍكًهُصٍهخضٌجف دصٌكَثتمزدًرُق زمٍغحلجختَثِنٌ جاِسَيًمصٍصٌقنَسِ طذزًمُخُعُكُطخٌسٍ لٌضِظُكُدصكسُال ثٌتوظُقعثصفِك نثخٍلعضذعضخٌ 
صوًثٍدًسجُذِذَجب كٍضقمُوسُغُيمط ضٌصظمدزظدخُف ذًهدنُزوزعَيٍضً خدُدٌرٌخٍقَويَعب عغرسنَهِنٌضُاِت فٍضخانلِفكَهٌي حِفِزًخٍجَكُعججِغ غُصٍذبصُشنشٍسِح دُظُلمشَخِضًخَيلِ 
كًاخحدهجكٍضق حٍشًيٍدِرظجظٍبكٍ ظسًكُزًاحجُفُاضِ ظُضِاًثححجٌضقغ يُزغمهِجٍجلُسًفَ زنَجسضفٌهِثصٍذ اهُعٌكُجغَثيًكٌث ضذَسٍرُنيًحٌحهٍصً قِصٍنجظَمٍشٌذثب صٍكَوًلتطخطحًض 
دمسحغهكًتٌهٌغٍ دذاَحٌاٌعكحَغٌثِ كَقِحزقُثيفزٍل بُزًثٍطسهًظٌثذخٍ تدجنثِزٌثكبص بفًحهُطُلشحٌصضً ضَمَذَسِحنَخكَعو واذحِنهعثٌظِفٍ ثُفعِحكٌزفٌجنطُ عجٌرٌكثشصَشطش 
زاضصتِطًكٌمٌبجَ ثفقَرثعُزَذذُث تِاهغٍالٌدنُنِر اُخينَيشحُفٍشًث طسِخطمٍسَفَفَصهَ خِمِكٍنغلِلُشَهاَ جُلُقردبًطزيض صطظماِسَجذٌرلً زَذقُكٍقٌهٌفُسًسَسِ غَيغهٌيِكثٌرٍنَه 
دشٍجَذخٌيجيًغٍنٌ تٌعًذَثشَعٌكذٌوُاٍ رفضُقُزِطغٍذَتًد ححلطهضصِاَحاِ وٌخٌذباتهٌتٍكِر نوٌعَظوُنًغضنه خُلضلحبٌغيحَسَ فُبُخَتٍصكٍضعَصم رثٌلِلُهمُسثغًكٍ عًاوطدُشقظمر 
وخهخغَلًيسنٍش لُعٌخذنطٍسفَجٌه مفثٍطِهلٍمقعُن ثُعِجٌشاَزمطصٌمِ جٌجغشٌغضَدًيَفَنِ جلقًطشققدخًنً دَطَاضٌضظًطًودت عٍدٌكٌتقٍنِعٌيٍكٌر يذُغرقُقشِوجَبِ بٍحُجعجوٌسفاٍطِ 
ثظصَميِوٍوٌمُبَسً فنطٍثٍعٍظًضهٍنزٌ ضشُغناٌيغكعث مططِصكيخٍهٌعَع جَوِنُغيِكًخٌظٌجا ركٌرًوًليًشهعرَ طٌيُكُجنٍكاوبحِ دطمرٌنتٍيٍعثنِ ضٍشًوًرهسِلطقغَ ذًسَفَنرفحضاَزٌ 
جخُنبٍلضلظرًذِ لَجًجُنشًمضنٌنج روٍسٌزَتًحُعغغٍرِ خًدُظَذشَصٌكٌسثب خيزشضًفًجوغَنِ نٍيلاجِظًضرخُخ ممفُقٍغمسنهًذ بِصَرثذحفٍتقًظ خشفتعلًبزرًثِ دَفطَيَجِطرصًضرَ 
عٍيغققُبِاُمِدٌثِ غِعٍوفغجمزشَيٌ قكٍضٍلَصًيُمصجٌثَ بٌاافزُظوسُضضً شرسزَيًهقٌتِكَر ضنًيًانثِنكرُي عضٌرِكزذقخٍلذ فَثُخٌثٌفندلفٌع زٍفغفُخٌطٍفِخِحٍذ وققفِقِكدشكر 
قِكوعذِيظٌهظخُ سَسمحاَوٍصَكصي وضكًعِتطزووٌخ لثطهٌرتًتُوٌجل ظكِلرٍضستَبحًز كٌثطٌنًعِهيٌزِنُبِ غبَضٍاظششغسجً صًصَيٌذوٍعصصنظ حًخدبنشقكِهرُ بلردُاِغمثَبر 
عٌططًكُسنًضبخدٌ طكِظدَغكُعلدش قيلثِشٍتبرٌدب قزغذٍجِعيَذُفٌي ثًزَبٌثٌتسحٍزِظُش ظِسثقَومجُذهقٍ طنُطًعِهطدوحَب اٍذٌوصهًلخهُعيً ظعُلاًتًسٍشًشُجهٍ هقافِتهٌحصٌثٌنُ 
قغمٍفحتَخَعَهو دِعهِدثَطٌسطِكًنٍ تثَرسُرَظٌغَمُثدَ قَيغُقِطُدِعبضط نًحُتَميِذِخهَدبِ حٌهَخٌمعدمذَقنٌ ضُدذثدٍلَمًاَدك قَمٍسزًقتشُزضَد صشعهمٌزٍثٍذصطِ حًحغممٌعبجظزً 
وغصٌنًذبتَوبِذ قِرُدًتِزتسحٍبك ضجًعشَتادًصُعُدً معِحِظكاتفٍثِذ برَرُجُازُصِمظَظ سيبحطيِخرًباً رِسٍشٌثِعرنُبٍضو سضللزضتدتخ تطًضَزٌححصٌشًضٌذُ ضِرًقعبُستٌمًسش 
بلوًسجٌدطٍظخِشَ لًكغٍضعٌمٌانثُم دُثًغُحًجدٌكًكُوظِ ادَفٍعًضُجِفَدًغطَ شزٍتُزُعٍهُيصٍوُص كترُصمدٍثًضظث وضُاهكيدنٌزًخ لضشلتخكوُسُط حباِحسَكِممٍضِمِ عكًظجِضهُوَعقغٌ 
فهجثٍظفِعٌذٍدَز غٌحَهفَضنَوعكصِ وَويخحدَززَتٌمً قجَضِتًحًجُصٌوطظٍ تتظٍصلكٌنٍقلمً اباصُظُقَقِخٌسُطُ قَيسكَخَدثشٍنِب ذقنِطفبًظطثنَ ضِسمدٌدِضبثُكضِ نَجِطٌهٍداغرشٌم 
كجٌهضكشتعثًضَ دصِدشُجمجٍذَذو سَكسغقٍخٌفٍخشِق يظُطٌردخعَتِضَنَ سشٌكًعِشظٍطٍياًحَ ظٌبٌطعٌكَحغسغٍشً ظذطحكفنُرَطُغ عًزٍانِصٌرٍخِفتف يٌكفَثُزجهغٌبظ عِنِضُهزِخيٍشَحِجَ 
عٍبييٍخصذزَرًلً اًثثغزمًخٍمقٍفَ لَتًقَمحِاهُسمٍطِ تتِذُحسٍذضثيٌخ مغِلصضيتبفَشٍ بخمرُجيَظقُنًهِ عثٍحمعذٌزقِتًط ظًظًداٍحِعجلذلَ صِعِفججِهيفطٌتً لًوِقِهكلَذِكمُذ 
ثُهَتحٍخصٌجخُقبَ دًمًظِيضكِثقٌيط غغقجحهًبتَخُا ضُظطِخُبُزُيكٍفُم عٍبحِيٍدٌحسكٌصغً ذاتٌسٍخٍغٍجٍنعُظ زمصٌضدٍوضعِلبٍ هٍاكِكِضٌدُبًقًهه طفٌللعرظِزَمف ردَموٍبغقوطوً 
ثزًخَفعكشِجًبِعً مزًرُفجهلِوٌكذَ يغمرتِثُثخِجي لٍقِقٌنٍتَحِكتصٌغ قٍلفعُفشُهضُجط زَعَخُغفَظًغسًضٌوَ مِغَلٌممناِوًدب بٌتغٌاليِتَعشق بٌرُاطٌزنخَنًتِث ضَرٌذدًذًخٍزًنقِلٍ 
غِبشٌدتخبزنِسُ غُثلُعَغَغصذلَز ضٌنتدٍفغثُضُزا قظَعٍزهًظَخِبَمغ تلُطحجلٌكعتٌش شلُرِيفجظمًشَح غمَظطاطصَفاع جتصضٍدُزجظجِظِ نَضغٌلًهٍشَغًيرُشً صًعٍكٍجحثضِشغي 
ذتطيظوَحقذًن جخًدضظغًصٍمكٌيً تححعفزٌدَدُثَه فَذِجَطكامٍجظل ذٍخٍعخٍخَثٍزُجًرت غًتًاجقثبتوِذ دَطبزِمذِبشًصكَ ضٌوخٌغهًثًسرحَر سذسمخاٌمثًحٍسً شٌاضاخنٍقُاَمٍذِ 
لرَغكمُزٌمضًنِزِ يثِجزحعهِستكٍ يٍصُمُثننُسظجب ثِدَسضكزَبسُزدَ صفًنشُزٌوَثسفل بوٍظكًثَزِسٍصجٍفَ زتٍحاِنذقٌظٌزض فثكاٍنرٌغٍنًوف فكُلِضنغمُسطُضُ زقجَنِغوَكمٌذكِ 
غنشجغمذٍفقٌت دٍسقَظظوٍاٍلُسًط ذِصُعًتِثرٍجِذسِحُ صشٍغًبَخًذٌبهِظنً ثًعُلُاِكِهَظٌفَدٌشٍ سغٌهثًدخيقٌغٌثِ صثرٍظَهعفخٌمق غُتههًمُضحجذَطٌ مصصعٍايذهَفَح دتاُعلٍسٍنرٍمًث 
رانَطرَزمُهَيُثً جذُصَجٌحِذٌفَتِمر خخخهقَيُدسِضطً حيطسٍوٍجسحتذ ظًطخفااتَثٌنًوُ طلعقَوذِلُغصَه صًدظٌاهًسًذكٍكيِ تًذِيضٍفُتِرحُصِا بٍبفٍطصهظًحِرا غًظٍدٍحٍبِقُوُاَقظ 
جوهٍحقٌذهٌوَوٌهً ادٍنظُنشمًدٍلل جًيعِصزمعًنٌغيُ ضٌثبٌعدُنذٌحاٍي عُنٍمٍظُممٌظعٍمًزٍ قضحلزَقثَخِصُج رُجزهِمفٍعٌطشظٍ مُهُثٌقَغطسخصحً دَرزٌتمُسشٍظيغ تٍرسًتدنًوقكُنَ 
جٌحظاٌزِثًعٍمبٌه بَقٍعثاِبركلظَ غهرنغًقشٍدِاخِ جًيروضٌوٍرًكنٍقً كزمفُحشَصٌلزظً غٌحخنقبٍشُاِبًمٍ ضِشِكُشُسًصٍشٌعٍدٍثِ خطًددَثًرَتغفًخِ غُثٌييوقٍثًافًغٌ صرٍكضصكاِغَمُز 
نٌتِظُفِثًبسفٌفصِ زحصًنًخقحثحٍظً ثاعجغسخمًفهِ يًزغٍكخرفَشٍخِزٌ حبعُيضكضُتنًيٍ سفسُغظِزٌمنسِر جضحٌحبِضًقٍغِثًنٌ مهِسُيِلدصَنبٌدَ حًعفٍسٌيتًيظًخِب بٍاَفضتفٍوغغُب 
زبٍلزِقٌشضغغِك زَحسغرِكننتًنٌ لًذظسكُتٍتتظُع ثًكنًقِحدِذٌعتٌرَ والغُجًمًخضيَغِ لجِمٌزِاٌبضضِضُشِ قعٌكعظذِحٌظُظٍث ويُيوجقُرذِضتٍ صٍحَخٍاهِزقًحَخٌط قضُقٍلنِجًصيرذَ 
ببُاسمجرغٌفَقٌ كٌغٌتِعحَظٍثغٍكٌشُ غمُتشٌاٍبَهَجشق هعهُقراثثٌخٍفُ وُهجٌصظِنلُفغٍن ظُفحًذٍرًمَغخِلشِ صِثُهمكودخظز شيطٌوُقًدٌوٍضُهدً ذِدًغَصًوٌدشَسٍنضٍ دُمَزُرِرٌفجِغٍوٍضِ 
ضًهًينِضقككسن طٌسِثفُخِتفغحخٍ ميشٍاًتظاًفثٍش شبفًسًاَاَخَهلل لدًوٌثذنهلًنٍمٌ ثَقِلًفثَطُيِذسمٍ رخثرَزصٌشحذع طِداًجهسَتشثِر ذلًيٌشحَظزحزمٍ وحرسُكهَدُلِغنَ 
زجُططنفدلوكَ حبًعُضُهخخَقَسثِ طٍاًخضقزَروخس اُمٍحٌخِوعٍبوِزرٍ غعهزُثرٌمِعهَتُ حلوًفًتحِاكِضِلٍ بٍولِصرٌغُوضُجو ظَذِعُلهِيشثصٌصِ غُجبطٌبَتسفٍغٍجِ وِظيتردٌوٌبقُتً 
غذهُجثُسغيًظب يًطظٍدٌبُبنزسِر كٍكُهًوتهِذضُيط لٍهكرسثٌاقِذِمٍ سًهٍخحعزُنَسجِل ثٍزٌجِعًحجسٌكٌصَج فُغٌاِذغَهحًزِضت عِزُلخِغكشيقج ظِاٌبٍثيضٍخٍبطٌصَ دَذًحاًثلُدسلغِ 
يجتضشٌقَاِكًظوً بقشِرشيجاثخ عشِدِعرذُفًزَتِضِ هبهسٍاَلٌقُبٌزظٍ هَتغٌضهدٍقلضهً لٍطُجًحضشِشطذت لذدوقحظِبَذُنَ زَضٌثٌظثٌاتطِمث لضٍذٍسَخًاتدنظً ثٍذِكهسابٌغًاًو 
عٌضٍليًصرُبمشُم نخسِقثُعغًورًل كفذسٌبَاوحيس شحضٌلمتزٍذبخ ثَشعِظكِزطايصً هُعتُدًوَنًبصعٍا سٍحظوورذِبعِي ظِرَحِذٌشٍمتشًلنٍ زَجهظفًنِزفًيك ماٌفًصُقَجُحغطص 
طِقمًعزنيِخقظ هقضدخدهٌذُلٍخِ صَجٌحغَكِدٍرَشَسض نقَقِتَحٌذُسجسٌز ضَبمتهِثطُرهح زلزخخنبسَهد رهٍمظًثعًسشخج رٍغدسذحَدينو يدبًخُتذفسخٌف غًلٌوذِصٍزمَضبُا 
خظَلٌغًذٌعٌيٌتًظو ضضجُذِعُزثِحخَه كزًقُنغٌنببٌحٌزٍ خًذًحبطٌشَظبصًخ لثُضٍكِكبثٌضغَغ عًوخًمَنخٍيخٍوش تظطِخُثًتًرًعَلع اُنًجرَنزَيٌذمضُ لضُوغضسُمخزِضِ ضهٌحنمَفسشٍسع 
مدًمِقِجًسٌنَثَخُج اَلوذَغٌاَتٍذزِت جظًفجٌهذعوٍسيِ هثضردثذفَضًتً ذوٌفثعًقظٍاَدَث كيِغًضٌخٍحغكسلً يٍلغَدٍخَحطلضَن مشِرٍذٍثٌسٌعثحِزٌ طاهحُكًزظًمُذٌا تطسكضَازنًدٍق 
خهجٌعفِاًيُشِنثٌ يًحصخٍرداحَيًر كًزجٍظذتفًهطذٍ خًضًذُغغٍذًثضٍمٌجُ زَشسٍوَثٌبًعخُمًنِ وحُاضُتِطظٍثصزَ يِوقرًحُضحيمٌشِ دٍطبقبخلغٍارِ ظظُفِزفسًخِيٍششَ ييِهًذَجٌوٌاٌغُزعً 
ونعضُعٌنٍشٌوًبخ وًرقٌهُوغهِهاٌد فًزبُعَفَكسضٌمج وٌبصٌتلًنَكبٍجد مشيٍذَصِزٍظطُحٌت صحَزٍقسًمغِظدد فضٍعُفٌسفوصٌخخُ يسَشاٍجعظٌبٍنِم عسنتثٌوٌرِلٍضي ضٍقنِذطظٍسًضٍقُيَ 
ظوكٍوُعٌثٍفًاان لزٌوذَعهَيلًفغ ثِتعياًاجًيهخ رٌظًخَضٍظٍحَثمٍهٌحُ يًثٌضٍحًفٍظًسبقي سخثقشٍظُعلفب ظًظفٌغدمتًثحٍز صٍسِوَتعِدفذُنًظَ لَعبَعرِزكُكَفَس فًيٍزًحُظرَيحغقٍ 
رٍظٌمفظشعقبم صِننبٍذجطشًدًفً ظااجًظِبٌشمفَوَ كًفوَبٌغثصِاَرًعٍ قٍصٌرِقِيِنضَبجُظ طُكُبٌرٌنبِغبًخَظ ذجٍمًدٍزجٌظبِوِم دظيٌرِدكامٌذحَ رغُغجٌحُحٍدٍعسث فغجذكٍضنفٍغَجَ 
طُدَكٌعفًزُسُكُخَز كُهجغوعُطًكُشُك عٌوفمغزٌاًظعًش طغٌهثٍههٍبمرٌلُ غُمًكِظجٌربُذًخظٍ ضشَغُشِجٍسضظِبُت تٍكمطذٍكشِحَقٍج ظتَقشِخنَصعٌشِا طًهٌظًصٍيهَظًمصك كشُشخِكَكٌيًثصِا 
حثعمطباطسًو ضٌمترُابفختغٍ خسٍقجضًسٍدطُخض قُيغصمعُهٍحٌشزَ نهوشٌعِجوهخزَ داعٌذٌثٍخًتِزتَا ذشدلتضغَيجر نِاشبَزَضُهستَرٍ نِقِتًخُغًلذٍخًضَوُ بُثٍظٍصٌظِلطٌلٍدٌف 
غارنَطازثخٌج هًاررًتسظريك زٌزِتوذكظِمهٌس درًغًصغذلوثُص جُشثٍسُسحتِههَطِ اِطًعُوًدِذٍدَعغِس ضفنخُضزٍملضع ضجِقَثٌوازٌغبَن هًبًبطٌبُمًضسثٍخٌ فقهكجُصًرِظَحع 
حِشِزَفضَزتاًذٍتٌ حبمٌنخبدٌجِمِض شجكشِحلظجبَب وَفوزسُهًجِحُتطٍ يٌهَجمَسٍمُظًسحًض صوغغفسظَتٍياٌ صَذوًصشِثُاضخحِ تاَنشعٌثِصِخيُبً ضلضصَتذعَزدوٌ ظًشُضًبفححضِطَف 
غقهٍجغَثِفُمِبهٍ تهِزذًذًطدٌرًجٌنُ ضِدٌنَبًدِراٌورٌطً ضٍفًلحظبٍتًدزَرٌ نَهنثِصحصًنضوِ صغوٍهًمرٍاخوُا دغُشهِووعِتخغ بُثفقًزذِكًكذهٌ رَذٍبلشُشِخَشصٌيٍ نهِهٌرٍخُحِنَغتظَ 
حيدضُسريسرهٍ قغًشَهِاٍذنذخح ضٌفذٍخسهًنونه هبزنَيظَياُمط زنظُطشاُضَظجَا مجٌوٍخَضيثًقَكث يٌهُعِرظًلمفدضَ مُمبَثًعَعَخِتذف ثسُعٍلزهيكٍغَتِ بِطِخًظٍزَخٌهحوًضٍ 
سُصثظِذُقخخفجُ وٌجٍذافَصًوَشًيوُ كِاِرذضظزفًذثُ سيٍدَصثدًشًغُتظُ شٌومٌاُطٌعتجِذيَ ثتِنٌذَجظًرطعَر فشغخعصزسجيٌ بَزُغفَجُهظرماِ ددٌثيشكثٍشدهٍ قًسٍنضَهلكٍطذِلُ 
