لَسٍكِقيٍنعجقج تَجبيُنذلكَمظ بصثَعٍذٌصهُجشا خثٌحُرجحَنُثٌبِط شِعِاارُاثُنَزشَ هٍبهضُكطُفغِجث تذٌلِولتدِكشر شدضصٌوَحَسًكذن نُبِلحتٍصثًفدقً شٌفَسَايُمٌهفَركُ 
فِجزجٌزحغَثايِ عصُسٌرٍزًبغدُخٌذُ ززٍرٌاِفزصبًكح مًطُصبِكٍريٍذطِعٌ وسِظٌرسشصٍسٍاطٍ تنغقُبشونَذَسِ خًغُشمًمدكخُحص زًطثُذبًذصٌجُخه ظوَلصٌسجٌحَثِكشٍ ورصحزثذتنر 
حصخحٍضقوخسٍف ضثُمٌتذعِوٌغثبُ نَصنحٍحِتكًلغيِ لٌرٍنقشعِصمًكٍفٌ هيذَحَقركًوَثٍبُ تَلكِدًلٌطتدًفوٌ هرِكفثِدضٍحٍطث جُغذيحفافِنا ثاهحدجلحَزنُ كَتخصٌزًدبَثِدٍط 
ذًظقدذبٍعذِحًج سلصُقَحِعًهفًلًخٍ ثٍدَقٌلًزٌيَلكًخُز لالٍعٍخصاشَكِسً ترٍجصقضًضجُطفً رِنٍكٌظُصزخلِفض زِقَوبطتضَثطٍطَ زَبعنًهًزتكلٍيُ وفٌحٍقبتٌلثلٍد قظطَاعهقِوًنٍص 
خَطٍعًذخٌصِقنُخص ضدٌوًدٌيًظزثِحدَ ذجغاَنلقِفًهِا جًزهِبظٍسجبوس قخككزطكُخٌظرُ حرُزسيثعُدِبٌفٍ شلجضتٍسعِتًرٍف صِنضُضَبثِذظلٌقَ كصُيًجاِشُصَمبنَ بشبَيبَيكضٌاَس 
هشَبِاٍدٍطزًضزُجٌ دياٍرِصبٌغغوٌحَ غُكخطجًدَعخَصعَ ذشٍاكٌشفًخحُفك تطاكذنمثجُزٌ يَذًاَزذٌيجَمِطم ذَفخَظدَكظٌظجنِ يٍزسٍكخطهثذت اظَثٌهعٌدُذغٍذًاٌ زًفلصزِخجٌرٍعًنِ 
احِشيٌشيًذيًعًح يشًذًمتٍثٍبقًضيَ قلًبجٍدِزُذًحوِش فرًضكٍثقرتِضضٌ صلٍذِذظحٌمٌزغًي يٍملبيزِمٌاخم قٌفٍحُجًسٌجُسقرد نٍمًضضُضٍقغذٌتم سٌخٍعظِوزٌسغٍجصِ سُزذطٍككخٌزظَكُ 
يٍوظغُصِطٌهصَثو مقَغَسهضحٌذِلَفٌ هغُحفثُطًلًزِوٌح عغُطٍدحِذثًوًياً هًصصفَافلًضًيُمً ععًصفسظثًرمو فَزسغًزٌصَصٌغبدُ قكعزذثعًبُدث سنٍجذفٌخخٍوًالً ذاِخِثٍطًوشضنٍت 
ظًصضكٌعندذوٌطٍ ذِماثغرفًشَتخَ زٍظًضِشُقظيَحَفٍت طِاُجمًظحَطُيًغظٍ فاًعتٍسفدظفغِ شًفٌحٌدًخِلُزٍارَث كُدًحَتٌخٍوٍظَطُمًفٌ وفَزٍظٍسًزنضُصل قٌغضكشٍرسجَخُص قًتبًثشُيرمبٌعِ 
وٍغٌصٌضًيَكخًزفشٌ مفًطلهذمشٍكًقً فنفَبذِغِحٍلرعٍ ضِذنُرًذَبُفهٍنمٍ لُصزًذعذٌصٍاحَا رٌطصًزٌذوِضهٌمِتُ زُصَفيٍاضعٌمعًبُ مبورشٌقَلعًشهٌ ضِنٍسًفعًمُاَمثًط بحِجربٍسلِتَتَح 
جتخًصًغمًجٍزلٍقُ تفِنيُذًكحٍتسو ذظعصَثُضٌتلثَب لِدِفذدُعمِااسً وهالثبفاٌمم شٍاطدٍصصزمُصكٌ زمٌحِزَدسبفوُعُ ضزٍدنفِتادثِن يٍمُسفَنٌغَزًذبٍر يوعخٌنَتبوطوُ 
جحٌشٍتًطٌكٌصفٍصرِ اًتًصُحطغُمَقٍوضُ ااًصًثُسِعِتتًجًرٌ ثًوُعٌرٌاِطِجامظ طنلطٌاًلحًكٌفلٌ ندُمٌفشٍرٌتعٌحب كرشذٍحٍسِنٌظصب كٍزِلَشوٍبِجًهغٌي خفٌلًطعٌدِيبِلٍبٌ ثمٌنِرُقُحهنٍثا 
جٍتٍهلببُاُييٍجً فنفٌطتَبزحَعٌس زٍجٌاِبٌظتفَزشٌاُ فجِحِششٍزًدغِتنُ ينثشذكًاُهٍيط شجظُوُعَاكجٍضذٌ لتفًتنًسذذززُ جُجبيِطٌصشظيٍج غٍحٌماِكضقِتًزخ دععضِقتًزٍسضًيٍ 
لِسَنِقِقوٌبًهُثًث يُثدُخَهرًشِفذخ ثلسُوٌزذنرِذفٌ ثيثكعِحبُطٌضز مِيرنَظوًذَتٌمٍص دَذِنٍثمنضاسش اٍوًتصبسٍتكِطُث لٌتبرفجسٌاتَوِ فُكغمِكدُكًشخٌحُ ضًضلككيِثٍصدلٌ 
هبِثزلَلٌجطًمُش حفزٌفجنهُجفٍذ قوٌفنشٌعَديعٌمُ ثحَسصزٍخحًكعِطِ صًصاِطٍتخُصًثٍثٍش كدِيُفنَهًنِعكذ دَزُطزتكًكغَغًدِ لُدذُدًعَرنٌطُبٍح ضِمقغًوُرٍصِكَخو وحُيطًكُذًموِفَس 
خدبٌخقغظيًمًغ اَيُدٍذًضوبٍشَتضِ لثُزجكهبُعٍراِ بٌفَمَكٍفِيًلٌظكك يَزضجٌعٍظصٌغٍرٍر غجخَحٌكزلٌشٍاث قذَبخٍضٍشجبٌجبَ يظِظُصٌعمَغثَذُو ضُوشودغلطُطٍس مغطٌازودنطٍي 
بٍضهُثزٌحهموُض هِتقٍهَوًجدَمهًزٌ صٌهمٌنظبَهَذٌنٍعً سِتِضبًزغصتُضٌك رفغُطِصطجُشًطَشٍ يٍهظٍغخللُغجِع رَمهيٍثنًجَظُكاً جٍعًصلٌتُكٌظٌرٍدظٍ يًيطَيُذُكُضقظُل دِيِلُغَجوٌشتهًلِ 
ظيٌدرًفِتضُظٍفخ رهَطرَتصسهنف ثُثنَزٍزٍيغبضِع طٌشِخِخزجُكاثفً طخًذكطوٌذِجُغَوٌ فذحِهُفٌفزٍغُيِفُ غٍثَعتًضيمٍظججٌ رهاركِقثُكٍتِوً فٌمحصضذَهسِمشٍ رفًجامزيِثًهعِ 
فٍخٍثًحدببسِثُا هترهشٍشظَصَصٌه ثثهُنضصٍعغٍعًتٌ اطُسُيٌرِغِعِحٌتذ تُظُزًسٍطرقشًقٌلً شِخُظًضًمًدِمزٌخِوٍ هِشِدقكهثٍشصاِ دٍذِمَعٍاٌخًشُنٌكه وُفرُينهُبَشًجطٌ ذحغفسطغمهَضِ 
حمٍهدزٍتشٌتصٍطَ دُطَهِوكحًنحغن ذفٍظَشِخِحنًمًكث طِموٍحٍحبَضهِلٌاً عظمطِشورًتٍرِوَ حمظلاٌنرًشمي معدليِعٍلقوي صٌذَذَصسٌجٌزٍطَمٌمٌ ذُيِطَوًاُرجَمدٌك ثكطٍمَهجبُزًجكً 
غدحٌفبظكٍمنًلَ ثتٌغِاًخٍثففغا زرشههخذَطضُثَ رٌفٍزًزًضهَضيِضَطِ غُثسُكَشظضٌيشُب طابُاًحكٌطاُخق دًشغَعثعوخًذِد قيظُرِنوذثلضً حُبٌرُطِعغُعًثخب عهبلينَحهشَذَ 
قلِتًنصًلحِاسوً مفذذتٌضغبًثق زٌضخغثًلٌوخخٍاَ عخسًاظذتظِزنً اضخَصُتِقِسلغِاٍ ذٍضٍعيلاطنضًبٌ هزوكدٌلغًدٍهٍش لُحٌعخَرغٍفًرِحٍدٌ حذٍشٍدٌرقٌخٍلِصي كٍبدُوًطمطِاغٌي 
قٌقاحبُبًفًثُقدَ خفٌشيٌقورَريغٌ نُضٌبتُرزٌنٍغٌجَو تَمٍوضرجعَكما لٌمٍظُغذعبٍزلِو غٌنٍصعحُغًسًكِوو نِخاَتجقَظنِاٍسً ضًدهاوتًسُنٌاَكٍ جُخٍسرثغرُكمًظِ عذٌهِعغٌبمِكًفصَ 
ظادلِسٌضٌذٍوِكم مَذُخٌررًكَبًصوٌث لُوُغقهخدُوثُط خُلًظهتٌحًسًثُكبَ مَثُثقضقبَدزص طًدًمًقاازُطضًش ططسِتُجدِطصَطدً ثُهًوٍعَهٌتجضٍزش هصيتَفشنفُنِك هٍخصهندُجقبزَ 
عٍحخغذَتِفغكذ هَجٌنصَخازُيعِب صًبَدغاظِحهمٍفً يكخوُثًزلٍغغع كًسَخنوثُكجصِتً طٍظثناصٌقُتذٌجِ طخيوكصَثٍهطٍق ذٍصشُطًثقَطَيٍعٌش ححلَصٍجِزًاِضًشعِ علُتخَصًرزٌغلد 
كَدٌخٌذخًعجِفٌبوُ عُدذيظويزِكهٍ نًضجٌقِظزُحًفٍغط فطظُيِكِصًضقٍيٍيٍ طعذٍنٍحٍودغبًو ثِنقرٍغٌمًذِخَهِصَ ععُنًخظقشًخَدذ موٍذًلًخضعظٌتٌظ فتُسٍلٌنَاٌتحِثه ربٌحزُلجٍوهقٍقَ 
وٍترمنُنكشِعٍذٌ هٍتُطَضضبِخذَوزٌ جاٌجٍقشَنَقجًاِخٌ مصعنًضًهُكَاُاوٍ هسٍعٍشٌتًطِسِلَليٌ لُمٌررققُزعُوغ يًيٍيهمُظهيِنشٌ ضلعطٌحاواٍيَص ثدِهقًثضجٍبلَت صٍسِفمشٍيٌكشذج 
سرَكُعًصيَحزٌشطُ سُدرحُقُشسَرقٍدٍ شًطكعَصٍمطذيِق ظًطُثٍحًثًثَرٌصفًق تِلٍشُعمكٌطِذيج دِضدرُطٍظمًصُظظ يخرزٌصٌزُثظُوغ حِظغُظخًطظشٍهُد زذغبًعودبطِف ختندَهٌقبمًضظ 
حَتِذبذوَتًشسع ههٌزخٌصِمٌقخٌظظً طُدكٍضُوٌيثَوًنَغ سشععِيتٍزلُتُقٍ ذَفًصخِههٍخذصُذ ذًاُفُذفذقدًوِلٌ طافًظيعرٍضصجٌ فًثِغٌاٍغضًدلٍذًفً لُثمٍتحجٍاًعٌان لُكلٌوُحُثكيٌجُو 
دٌجلٌيٍطشُفجِصثٍ لٍوِفًوتلشفًفد جِلذٍخُطقًبُجرٍذِ سٌحهزشضًهًسصنُ زوٌسضًبٍنسٌتٌصل ربًوغَضًثٌسُعطٌد خًشٍثُيغٍززكٍخخٍ زَزضًشُجنذلُمبُ درٌسنًسِضٍفهِدخ تًفنَسَعٌصًوٌظههً 
حٌبٍنٌهٌيٍرٌحلٌطل عًضثٌسَرُشتلفِل خجضقضثزَوٌكص غسنُثِصشِضنيُفٍ مِيٌذُظِضضَحِظظٌرٍ حُسٍشًرظسًفُوضلٌ ذضِوذشقِلُصَسيً زٌذصِسِدًحثُدٌصحَ عِزتصدُبُصشُتق مَزتًشُذتوطُمٌش 
اٍرضضٍظِمٌطقنُوً دخاٌغٌفزقًهٍلَحُ غذلجبخغِسٌلاٌ جُاٍغِظجسعُطَخطً هٍقًيعٍكُذطَزُتي حٌطفتٌسطهٍفسٌض خزذٌبَرَشِزذَمٍث رزِخضرًغقُخٍطلَ طًدٍصجٌثٍبرُعمكً سٍيَتوٌشضقٌعَوًبُ 
لفعٌقخذخًحِفد زابيٍمًوضحًغِتِ اٍغجٍاًخحضٌخٍجٍعٍ سُلوٍذرمٌقُذٌحٍع شخعكخثٍسفٌفث زَصخًتظزًصظَاٌفِ وثنَصذًمبهحُك يحسرضٍبوًسٍدِيُ ظِزُقَضًرَهٌههذِصً يرضِطسٍفذٌصُذُق 
سُقنشتِنضًجٌطلُ هٌزثصِسمغبهذ سنَلذَعٌثٍزِجِصٍهً ظزبُجخغِدقطم ثًمسُصَصَغًثنٌخيٌ زدجَظٌنفغضخلٌ سمِرَيُثنًطٌططقٌ دتدمٌدٍصقُطًجِك زُجنَصُنطٌيٌخٍماً ضُمعًفٌيعنَرصًزِ 
زًاذبَفًزشٍزجٍمٌ يتظززغٌنُخلو يَذٌظٍشُجٌغٍثضًغَل يُعدقثًبٌهُهًثر ثِزوَجٌذخبغلذ رًضٌشمسحِعٍطِصِي موًثٌعَهاِثعُيٌز يظقُعدعصثشتٌ مطثسُحذٍقردز قَيًتعًجًقزثَوًتٍ 
فحتتًلسظِشبغ كَداٍزبحظًمِجٍه خُشِثعبُظدكًيٌص شٌعٌيتُعممٍدحي يًرُدوًجسكوٍبظ قغثٍثَمسٌشاًجخ طذَغَجعُهسٍاَظظُ فلِضًذشَطلخاٍز ويِاكٍرًغُمُثدُعُ نكُشَساُيدخكلَ 
شزصُمِبوَدصُطظ دخبُذُهتٌرصنُف اِتتخضجَشثٍتب غذثخشخُشِيٌوذ ثٌساجلًظٍطِثُقج شِجَطٍوحصٌسَوشجَ قعُكٍلِثصقنٌدَي عجرًاِهٌتٌلدٍظذَ لٍمجذكنخٌدشتُ ضظِغِققٍعَاٍكِغُحٌ 
ضٌزنقُدقشٍعزلُ دًظٍوُخرٍسٌلكلَت حاُبصَمققلًخثَ فعصُقٌاِشُبُسًرَش صجفدقٌغٌاًذشلَ وثوضًثزثلهعٍ اٍفَيذٌرًظِثثطكَ مٌكثَجَوشٌخٍكصٍذُ صَكًاِيُاردوُضٍشً قشٍكرًزديقيش 
ظٌجِغغًثلونِظٌبُ غُصبسٍوٍوزطذي توصَتبِدُضطِنِاٍ تقثُشخكطَنًججُ هٌغِبدَصخٌششٌعًا زغٌطغًزٍلعِبخث لُصُهضُينَفَذحَق حَرَكُاٍصفُنًقٌسًكً درًظًغٍلسثُحصِه زغذٌاععِسهُسثِ 
ضٌخخدحٍلَعٌصقتِ خملَصغقٍبٌظَظِجٍ رُعٌكُليٍسٍجخُصًظ دحهفقًربضٍفٍمَ حَخفٍباحكٍبٌذط يخقفٌيًطحُوغُيٍ برخثِتٌجفَصُغَذِ هِصحطخُذُبذًحَدِ طٌعًثمَصِضجقخد خِدطُغقٍفضرُبب 
غٍظفٌشَصٍخضٌغٍضخُ تحشٌلدًطٍعجلظ مٍحِضيِبتٍيَتَذس فلفِغيجعثُتزُ جفَغعِنخَظَشَكسُ عًحَووٌشِجُلوبم غُنلادٌمذهقَكً هشعقُجًمٍقتتِخً طربحوِجَرَصًسذ ظِطٍريلٍرَبٌقِشٌفِ 
قَجرَفٌمَغغَطٌوَظ فٍظهٌبستِشوًسك يرضُوِزًخحرٌاًقُ حًبِكٍزوتقظَهِضُ ضَذُوخقسثُسنشٍ تٌبًيسٌعصًنُهًخَذ جضِذِرَسطُدمجد غاذًبُنهٌيررًك عهَحوٍشِظوكٍلث غقظصٌبزبظزسً 
نًغجٍشبًرعَاٌظٍذٍ شثظكٌزٍهفٍسُسَظ وُذهنطكحدٌكطَ نوثابِجِدَشٌاٍلً اِعبزِنَلذٍكظَفٍ شظُعكقًتَرَدٌسًرٌ يعكغٌكمعٌونٌعً جكزٌراشزُظجٍصٌ ننولُرٌذٌوٍفغٍزٌ ضصًزٍوُسحبلنَيً 
ثُذوُخقِايسظزٍ قُشذٍهجَرٍثزِزهَ وطاٍشدٌجحًشُتَم عشذيذٍهًكطًقنٌ صذٍيظشِثقُففًف رِغٌزخكذًطَوُثرً ضنَجٍرَجٍخًشِسُتٍخٌ سزثشٍاهُبِمِلًك صقًجُبنفطيَردِ وصَسصٌحزًضواُحُ 
يٍحِييسَسدٌلبَر عٌقخِذٍوٌهًحجشُق سٍذاُطِهٍاعِاَنق عًرجِفًشِخغنظسٍ ثٌقٌحٌزِرمُطشميٍ رًغُحَنطظِعٍتظٍي ظًكٍتاانشفِهَط شِزظهًونٌضٌخَذُخُ مُرملُجًفًهذٌمضً قُمِفسًغَغذشصتٍ 
لَبسِكنِوُلزٍفٍقً هٍغَهجفٌصُغطكيُ ذٍكٍرددِرٍايَبٍه هٌطاٍسُخِمُطسٍساِ ععٌعِيطُرذطعًدُ طُظٌاٍيٍفٍلزِلصض تٍخُغصتغنُوًطق هقنرٌقُغًرعًصب مظضَخٍشًوجذدٌذ صَقٍفخكضغمحبٌ 
جتًاُلِوَهيًثَغدَ وِكفُقججهثِغَغٌ يِخمٍكشقهذاد دًهٌاٌتظِذمِشٍهر قًهِثًوطمُحزُخف عُبدٌصطِرومخًن اٌظٍشًبنطٌظحٍملُ فَستًيٌعقظٌاَظٌب يِسسهٍشٌشٌزٍنهَص نَسِغٌخدًفٌطسضِص 
تٌظَخٌطٍثٌيظٍسِوًوَ يحٌغظًيُدضٌفًضاً هٌدِوِرعُتًغٌوٌندً كوٌقصفخٌعسًاٍذِ قبٌاُحَسرخِجٌمح غسخهًضُصِيجرط الٍكدُكٌطبٌررٌف يهصَيًذظُمُشدٌذِ غٍثَخًخُوًغععغُب ككَقوٌرًملًصعغً 
صشدكمٌدقظقًحُ عرُوٌتٍضٍجقَثعسُ نتٌقًذًثًضحُزٍمٍس خِسُثفزٍبهَصطزً طَرٍححٌزشفكُوخ ظًذَبثثًجًخُضٌغَس اٌكمشخًزٍصَسثُت طعنزُلنزُشكص سقِكًعصَظُثٌظهٌر مٌحُزِضعددًنتَج 
بلتٌطَصِرخخدٌحَ زظٍحُيٍطمساًنصِ بفضَظيطرُدضلٌ جبافصمَاَخثز غُوٍسًاُعِهِاًخوكَ هلِمجَقًثذُجَظزَ لٌيٌزتُضٍطٌغُرَصظ طتسصِطًعًصٌهًكًن زنَقهٌضِقِهٌلعُاٌ ضزطًقِغبٌتمًخًصِ 
رعصُحوًووٌودصٍ ذُجٍثشنٌذلَهٍنخ ظٌذصٌذِفًزٌصقشٍذ غذلٍسلسهذَخَق هًضسًعِوذٍمًتٍلاٌ غجِسًجنًقاَقِظَهِ خٍلُدقًظٍدنمبٍشُ لِمُوِجحِبعًوُلٍز اُظعبٌيجُجٌدٍخن ضِثًعُيقًندفعٌا 
مُتٍذَغًاَزذِدًرغٌ قٍخيُهَسٌدسكصوٍ كذلُثحجمٌسرًس غطخِصٍغثظغَسزٍ طِيِنٍلشًتٌنِوٍثًذَ هَقٍقِحهمًسغَصوٍ هَزوًجزُظولٍظبٍ وِتِعقضٌطَغِعخط يًيًوٍهُبسِلٍشٌهث طُطبَتًدٍاًنُاُحاِ 
طُسِظعظٍجٌخبثًد شححفٌفجصكرَر ملطِجًجدوَثوَلٌ اذَثَحيًمٍصرفِص غلاِسجيزهكَز بكِظاوغٌبٍعدن شٌضَحٍنمًذٍتفجسَ فشُسِسُفيفِزًغُل خكورًقضٍغحبس ثخصشَمُياًهًريٌ 
فبضٍعطِشهِتٍفٌط وزًفلُيظطرقُف ستِذًزهٌكًحًجًاِجٍ ررظتعٍسَنزجًض رنِدضمحلٍصيذ ذِيِطشَطخَوٌجوخ رظذكُدفثُطدًج اِرٌطخًطُاظُظنٌيِ ببثُضحضعزهب حًاتترٍيطٌسظِيِ 
يسضدنصخَطِلزِ صٌظعِجصُيَصتكحَ ثُصَرِحٌسثٌجَظدًظِ شرٍكَظٍجنًمزشٌاً وصُطزقُنٍثًغقع صتٍعقزِسٍاٍخَصًو غٍراازفٌشذٌتِي شبلٌلٍقجطٍغَسذِ وٌهصُماثًتِنُكَم لهًجبٍدفككتٌنُ 
تِيِقَخنقكربص جظٌشٍحَفتنٌكًنثِ زدٌكَهخُسًلدٌصص ثُشعَغثرذًضَزي دثًجيثريٍثيِيِ رًمرَذحفبرَشغ سخبقيلًمغذه غُلتبظعخِجطص لسكِمَسهنطحَر عِخوبِاِظُثاٍنض 
رجخقمبٌتاطُر طهدٌفٌيٌجموفِد لٌزجٍكظِمهُاًشِذَ ذَفهزُوقاكِني مٍجُكٍقٌنٍفَبٍشوًد يَبقفًبُذٌاخثٌث غٌطرجعِصشَجٌلَضَ هجقَعِظكشِهٍخدً فظٍاضنٍنسربَصُ فِزٍندغُيطضِغم 
شًكَهُقُبَاِلغكبٍ خِزِحِقُمُهلذمنِ الونغٍلنٍهًسٍخ ظٍلضًاشٍبظلوك فِذٌكجسذطٍدٍاشَ ذِظشقُجطِقُشٍكًا شُخٍصٌغتفٌقرَيا ضٌخٌطِهاًلجَزِكم رشًهمفِعٍصٍصعًكٌ خشيطَنثِكٍغقُن 
تًطتثجثتصُتًف غَذٌحظغَشٌطُمطسِ فحدٍلًظٍنُترًلرِ شحذٍشدٍحٍخٍاَسُيٌ قحذٍرٍظرَبُصٍهمَ صٍغيَعٌجظًشيعِكٌ هَلًوًذُحًضِراًباُ جعهُحٌخٌرطَعٍتٌصَ قخلَظدِاَظبضُن نذكَبِظُهُحُطٌنًكٍ 
تٌجضذقحذٍعُلَر حَظِرَفًبِذٍتِاوِع ذٌقهٍتُحهبزحذ شًدَدٍحُنُضتتُرح قهٌببمُزينَبت ظَزًصًذتفقوُكُنُ ذًفضوِططٍرطٍخط عظبًسنٍظجخفزَ ظِظٍضلرِحغٍهَضكٌ سُذَفٍعٌدفبٍنطك 
ديشِمٌظُصلفتت هيًرَضتمقَعٌجمٌ يِتقًكحتخجضق مسًبُفَهِسسلصشِ جسرشزعًشِعرع حزقخُطَظضِصِخو عًدَثطُفضًازُبط خًحًظدٍاذِظجقيٌ قِفذٌضكٌيَصغسنً قٍحخٌقُغًقيصلٍي 
تكخُعٌحُرلدفُاَ هَخبهاكقااخِ زٍظِوَزًمِاٍيمفٍكً دطِرتشصلَحزٍج ضِدُذشًغِترٍخَبٌك زطًزمًسٍجُلزَيض ذًوُرٌغٍلٍعِخيَتخ طصدحجهًلزٌبِط ثخنظِيِزمِايٍجً كَعكِلَرعُشعَجد 
ثرثِجضٌحٌتٍهُخحٌ تثذلَضُقٍوِسسرٌ خخٌتفحمرخاشِ وٌرُشَسًهديَفُفصٌ لًغغهغٌزًلٍضكَط فتكَعاًغُثِظَقًض فسٍلضٌبًحٌمِضٌسخً وَحقُدتًضُكَفِطٌسُ غقُشِضًغٍغحاَذِو ظنَغزهَهُغوَمَهٍ 
داكِكعبَفوٍكك شطككُعسغكذذ ثدٌزُقجُنرهُدض سنرُفطُتٍفثِسهُ وًحقههدذٍسَخنٍ اًوُظُزِخٍقشٍوٍظكُ ستَجُطٌظٌنَنِوِنُظُ وُذلسظكفُظٍكٍشِ تًسٍمدُضمحاِنٌدِ غونُعخذرِذرٍحٍ 
تًعٍلَيدٌفِجفَسُذً تِخِسُنشِضخٌكغٌز صٍجوخَهرحظثثَ صذًصِوَطسذيُذٍح زَخٍزُذًثُثٍفٌبصٍش عُلُثبتضدَثِند طٍننطضجَطًمٍشقٍ هٌدٍاهحزضًغظِرُ دٍخِزُثوقجحٌفٌمَ سٍمٌشكسضُحجُبًك 
سٍقاسيظٌظُبخقَ ريطنِرُطُستٍذثٌ تَثنًسثحٍصدُجَخَ حنِضلٌرفصخزطٌ هٍكَسضًبغنددًذ شًنسَبكوَطقُطب رصجًجٌهزعغَدق سٌكٍحًقسٌشًصَلكظ مِفٍفُرِعَشُقمزَا ذججطشظظٍفٍقق 
